selection_type,run_id,run_name,igd,q1,q3,n_total,n_igd_le_0p1,n_igd_gt_0p1
good_q1,3019,IVFSPEA2_DTLZ4_M3_D12_3019,0.0538316263759902,0.0538522061532967,0.540829104275042,60,35,25
bad_q3_gt_0p1,3049,IVFSPEA2_DTLZ4_M3_D12_3049,0.540829407379384,0.0538522061532967,0.540829104275042,60,35,25
