Algorithm,Problem,M,Run,IGD,HV
IVFSPEA2_P2_C05,WFG8,2,300058,0.1085290460331159,0.2892806748298018
IVFSPEA2_P2_C05,WFG8,2,300059,0.10599863889668257,0.2906239620165675
IVFSPEA2_P2_C05,WFG8,2,300060,0.10664075794439916,0.2902771314309726
IVFSPEA2_P2_C05,WFG9,2,300001,0.015991492405451942,0.34275507374874864
IVFSPEA2_P2_C05,WFG9,2,300002,0.01533778013449238,0.3434783167841481
IVFSPEA2_P2_C05,WFG9,2,300003,0.013842202129973561,0.34490221495230977
IVFSPEA2_P2_C05,WFG9,2,300004,0.013572323433640057,0.3452244744553834
IVFSPEA2_P2_C05,WFG9,2,300005,0.017323034184166357,0.3416099683706777
IVFSPEA2_P2_C05,WFG9,2,300006,0.013270295130688425,0.3455654256194884
IVFSPEA2_P2_C05,WFG9,2,300007,0.01523703149049823,0.34326795166603324
IVFSPEA2_P2_C05,WFG9,2,300008,0.014166872410525241,0.34444491179734604
IVFSPEA2_P2_C05,WFG9,2,300009,0.017126912549921058,0.3417416613345609
IVFSPEA2_P2_C05,WFG9,2,300010,0.016207036320050404,0.34284106063682535
IVFSPEA2_P2_C05,WFG9,2,300011,0.013980459671527262,0.34480314868818696
IVFSPEA2_P2_C05,WFG9,2,300012,0.01595302293405035,0.34277813583628675
IVFSPEA2_P2_C05,WFG9,2,300013,0.014555249071292721,0.34424435266726194
IVFSPEA2_P2_C05,WFG9,2,300014,0.015745597077983772,0.3429975403791759
IVFSPEA2_P2_C05,WFG9,2,300015,0.017769313492558503,0.34128359357300075
IVFSPEA2_P2_C05,WFG9,2,300016,0.016441763440068646,0.3424746688369249
IVFSPEA2_P2_C05,WFG9,2,300017,0.015441151283378028,0.34346245476585524
IVFSPEA2_P2_C05,WFG9,2,300018,0.015072196346054804,0.34351029051012616
IVFSPEA2_P2_C05,WFG9,2,300019,0.01804309070083866,0.3411736379743213
IVFSPEA2_P2_C05,WFG9,2,300020,0.015232716166305602,0.3434681906994695
IVFSPEA2_P2_C05,WFG9,2,300021,0.015541330659108416,0.34309194995340314
IVFSPEA2_P2_C05,WFG9,2,300022,0.01536250695139892,0.3433509404649826
IVFSPEA2_P2_C05,WFG9,2,300023,0.01433366041176938,0.344404550242436
IVFSPEA2_P2_C05,WFG9,2,300024,0.01583779459176722,0.34287302401046116
IVFSPEA2_P2_C05,WFG9,2,300025,0.01670457064281197,0.34235167113478493
IVFSPEA2_P2_C05,WFG9,2,300026,0.014707257198475819,0.3438514389460529
IVFSPEA2_P2_C05,WFG9,2,300027,0.015734668430005656,0.34326680823228567
IVFSPEA2_P2_C05,WFG9,2,300028,0.020921022182085185,0.339082523500536
IVFSPEA2_P2_C05,WFG9,2,300029,0.02265197803064479,0.33760092762366195
IVFSPEA2_P2_C05,WFG9,2,300030,0.014843014869765876,0.3436267814965928
IVFSPEA2_P2_C05,WFG9,2,300031,0.01756269178906369,0.34172060871388504
IVFSPEA2_P2_C05,WFG9,2,300032,0.016922210156493863,0.3419482209594546
IVFSPEA2_P2_C05,WFG9,2,300033,0.01408372211410005,0.3446356335820677
IVFSPEA2_P2_C05,WFG9,2,300034,0.016777079312639886,0.3421788136676477
IVFSPEA2_P2_C05,WFG9,2,300035,0.014077751593228062,0.34441759169342734
IVFSPEA2_P2_C05,WFG9,2,300036,0.015353570176800838,0.34366142291238144
IVFSPEA2_P2_C05,WFG9,2,300037,0.014164755900444184,0.34465261359661853
IVFSPEA2_P2_C05,WFG9,2,300038,0.0160280851961324,0.3426674367076987
IVFSPEA2_P2_C05,WFG9,2,300039,0.016776367676948945,0.3419907665341832
IVFSPEA2_P2_C05,WFG9,2,300040,0.014339480965580369,0.34432190693393705
IVFSPEA2_P2_C05,WFG9,2,300041,0.013805180975620203,0.3447605324385417
IVFSPEA2_P2_C05,WFG9,2,300042,0.017654785511950304,0.34121978635611694
IVFSPEA2_P2_C05,WFG9,2,300043,0.014213140803239852,0.3446716681033215
IVFSPEA2_P2_C05,WFG9,2,300044,0.019262386892748687,0.3400113686423342
IVFSPEA2_P2_C05,WFG9,2,300045,0.01702198998306352,0.3419787091560559
IVFSPEA2_P2_C05,WFG9,2,300046,0.01870830848275686,0.3404892442610453
IVFSPEA2_P2_C05,WFG9,2,300047,0.015883965019052048,0.3427594688535542
IVFSPEA2_P2_C05,WFG9,2,300048,0.019426684043532583,0.3403679775360091
IVFSPEA2_P2_C05,WFG9,2,300049,0.016670729560731873,0.3422300553505481
IVFSPEA2_P2_C05,WFG9,2,300050,0.01387426112124291,0.34495482766359226
IVFSPEA2_P2_C05,WFG9,2,300051,0.014828345721766084,0.34407064585190367
IVFSPEA2_P2_C05,WFG9,2,300052,0.01456857478367848,0.34420333041874007
IVFSPEA2_P2_C05,WFG9,2,300053,0.017622715048186088,0.34150823120865964
IVFSPEA2_P2_C05,WFG9,2,300054,0.016025349570523668,0.3428708499859396
IVFSPEA2_P2_C05,WFG9,2,300055,0.22568288896788008,0.22670357309539135
IVFSPEA2_P2_C05,WFG9,2,300056,0.015531850342928897,0.34314041640987264
IVFSPEA2_P2_C05,WFG9,2,300057,0.014541969570748256,0.3443071513004599
IVFSPEA2_P2_C05,WFG9,2,300058,0.014856075380607384,0.3440221939023377
IVFSPEA2_P2_C05,WFG9,2,300059,0.015269749474149674,0.3434506639134382
IVFSPEA2_P2_C05,WFG9,2,300060,0.01899317724612559,0.3403006774664085
IVFSPEA2_P2_C05,MaF1,2,300001,0.0037522831453785615,0.5821666321257488
IVFSPEA2_P2_C05,MaF1,2,300002,0.00379948933606764,0.5820478111290013
IVFSPEA2_P2_C05,MaF1,2,300003,0.00380960745167589,0.5820662699340473
IVFSPEA2_P2_C05,MaF1,2,300004,0.003727174625875653,0.5822562293701845
IVFSPEA2_P2_C05,MaF1,2,300005,0.0037460322165360515,0.5822300800719074
IVFSPEA2_P2_C05,MaF1,2,300006,0.003786475017205523,0.5821503567450576
IVFSPEA2_P2_C05,MaF1,2,300007,0.0037978610193077017,0.5821441724921902
IVFSPEA2_P2_C05,MaF1,2,300008,0.0037994159129546533,0.5821275949193743
IVFSPEA2_P2_C05,MaF1,2,300009,0.0037805101204678292,0.5821518364791514
IVFSPEA2_P2_C05,MaF1,2,300010,0.0037950454383985322,0.5821267469914715
IVFSPEA2_P2_C05,MaF1,2,300011,0.003745278408230844,0.5822016123500808
IVFSPEA2_P2_C05,MaF1,2,300012,0.0037394537928733497,0.5822391779916571
IVFSPEA2_P2_C05,MaF1,2,300013,0.003745723376198103,0.5821954217910326
IVFSPEA2_P2_C05,MaF1,2,300014,0.003709120629222735,0.5822311994469418
IVFSPEA2_P2_C05,MaF1,2,300015,0.003703541315382929,0.5822727648390424
IVFSPEA2_P2_C05,MaF1,2,300016,0.0038131810995540973,0.5820583534925856
IVFSPEA2_P2_C05,MaF1,2,300017,0.0037361237945939614,0.5822210458302186
IVFSPEA2_P2_C05,MaF1,2,300018,0.00379642925922084,0.5821731883622083
IVFSPEA2_P2_C05,MaF1,2,300019,0.0037142264903411294,0.5822932745510974
IVFSPEA2_P2_C05,MaF1,2,300020,0.003717112868174367,0.5822525963217589
IVFSPEA2_P2_C05,MaF1,2,300021,0.003808902026474778,0.582053359654386
IVFSPEA2_P2_C05,MaF1,2,300022,0.0037937789789793046,0.582047980799216
IVFSPEA2_P2_C05,MaF1,2,300023,0.003801096735453821,0.5821037555324868
IVFSPEA2_P2_C05,MaF1,2,300024,0.003753214335298202,0.5821380779134608
IVFSPEA2_P2_C05,MaF1,2,300025,0.003779162202487271,0.5821621038201072
IVFSPEA2_P2_C05,MaF1,2,300026,0.0037784281613535485,0.5821635363644331
IVFSPEA2_P2_C05,MaF1,2,300027,0.0038014592404591995,0.5821343454844925
IVFSPEA2_P2_C05,MaF1,2,300028,0.0037300242739172432,0.5822440704522494
IVFSPEA2_P2_C05,MaF1,2,300029,0.003789991402125598,0.5821603907607049
IVFSPEA2_P2_C05,MaF1,2,300030,0.0037381734171881647,0.5822132904966322
IVFSPEA2_P2_C05,MaF1,2,300031,0.0038268320569137208,0.5820192665327131
IVFSPEA2_P2_C05,MaF1,2,300032,0.003835566376170994,0.582054608586877
IVFSPEA2_P2_C05,MaF1,2,300033,0.0037814361123850973,0.582140475655125
IVFSPEA2_P2_C05,MaF1,2,300034,0.0038758626843856375,0.5819929816647176
IVFSPEA2_P2_C05,MaF1,2,300035,0.0037654975808610216,0.5821814585076397
IVFSPEA2_P2_C05,MaF1,2,300036,0.003793908824283114,0.5820963215720866
IVFSPEA2_P2_C05,MaF1,2,300037,0.0037944138831571246,0.5821359542011502
IVFSPEA2_P2_C05,MaF1,2,300038,0.0037461248837546953,0.5821999948338317
IVFSPEA2_P2_C05,MaF1,2,300039,0.0037685330502949385,0.5821230020691451
IVFSPEA2_P2_C05,MaF1,2,300040,0.003699077148334362,0.5822704700191463
IVFSPEA2_P2_C05,MaF1,2,300041,0.003710212109393959,0.5822500345102828
IVFSPEA2_P2_C05,MaF1,2,300042,0.0038325245726008378,0.5820360875631113
IVFSPEA2_P2_C05,MaF1,2,300043,0.0037080762255364903,0.5822787336036648
IVFSPEA2_P2_C05,MaF1,2,300044,0.0038333118522081116,0.5820652909098784
IVFSPEA2_P2_C05,MaF1,2,300045,0.00376287267224639,0.5822635660022835
IVFSPEA2_P2_C05,MaF1,2,300046,0.003789161686771908,0.5821426794026466
IVFSPEA2_P2_C05,MaF1,2,300047,0.0037424832701631033,0.5821745697710361
IVFSPEA2_P2_C05,MaF1,2,300048,0.003757721393820104,0.582189558267177
IVFSPEA2_P2_C05,MaF1,2,300049,0.0037795949889000624,0.5821875023780658
IVFSPEA2_P2_C05,MaF1,2,300050,0.003901624245688177,0.5818689238138355
IVFSPEA2_P2_C05,MaF1,2,300051,0.003749969373908492,0.5821974665919774
IVFSPEA2_P2_C05,MaF1,2,300052,0.003736216460640183,0.58219649499667
IVFSPEA2_P2_C05,MaF1,2,300053,0.003815540918533206,0.5821326086841909
IVFSPEA2_P2_C05,MaF1,2,300054,0.0037835611098611275,0.5821681694975094
IVFSPEA2_P2_C05,MaF1,2,300055,0.0038928699428422034,0.5818974701685958
IVFSPEA2_P2_C05,MaF1,2,300056,0.0037884654867986725,0.5821458493027669
IVFSPEA2_P2_C05,MaF1,2,300057,0.003793699955522392,0.5821297936652116
IVFSPEA2_P2_C05,MaF1,2,300058,0.003831717654050169,0.5821006749206765
IVFSPEA2_P2_C05,MaF1,2,300059,0.0037975767433023676,0.5821273421641344
IVFSPEA2_P2_C05,MaF1,2,300060,0.0037706190291142945,0.5821970080671761
IVFSPEA2_P2_C05,MaF2,2,300001,0.0021387720848572555,0.20734444667215926
IVFSPEA2_P2_C05,MaF2,2,300002,0.002170047514928446,0.20731413032756602
IVFSPEA2_P2_C05,MaF2,2,300003,0.0021670740107356903,0.20728286447426203
IVFSPEA2_P2_C05,MaF2,2,300004,0.0021127475961817887,0.20739042611464326
IVFSPEA2_P2_C05,MaF2,2,300005,0.0021418307071109145,0.20731770740916766
IVFSPEA2_P2_C05,MaF2,2,300006,0.0021460100297263957,0.2073276299994973
IVFSPEA2_P2_C05,MaF2,2,300007,0.002140638291988373,0.20731171480393296
IVFSPEA2_P2_C05,MaF2,2,300008,0.002131192001955902,0.20736504643560408
IVFSPEA2_P2_C05,MaF2,2,300009,0.0021940120746558388,0.2072840251941375
IVFSPEA2_P2_C05,MaF2,2,300010,0.0021154304802365213,0.20738397476934653
IVFSPEA2_P2_C05,MaF2,2,300011,0.002143114857693348,0.20731810558129324
IVFSPEA2_P2_C05,MaF2,2,300012,0.0020894813480180612,0.2073844382090234
IVFSPEA2_P2_C05,MaF2,2,300013,0.0021457213139582094,0.20730447794801748
IVFSPEA2_P2_C05,MaF2,2,300014,0.0021394970548141053,0.2073172867310359
IVFSPEA2_P2_C05,MaF2,2,300015,0.0021424201704275904,0.2073431129205067
IVFSPEA2_P2_C05,MaF2,2,300016,0.0021154689009105928,0.20733316177225453
IVFSPEA2_P2_C05,MaF2,2,300017,0.002103274986399033,0.20739628327516535
IVFSPEA2_P2_C05,MaF2,2,300018,0.0021160482963574873,0.20737444178250336
IVFSPEA2_P2_C05,MaF2,2,300019,0.0021521017184206706,0.20730590687176817
IVFSPEA2_P2_C05,MaF2,2,300020,0.002146845318406097,0.20731553814509573
IVFSPEA2_P2_C05,MaF2,2,300021,0.0021426169806346798,0.20735686246091273
IVFSPEA2_P2_C05,MaF2,2,300022,0.002123074911943808,0.20738292474981576
IVFSPEA2_P2_C05,MaF2,2,300023,0.0022004540070670706,0.20727173723668518
IVFSPEA2_P2_C05,MaF2,2,300024,0.002132014468347903,0.20731408978382057
IVFSPEA2_P2_C05,MaF2,2,300025,0.0021848480383264827,0.20726573075544874
IVFSPEA2_P2_C05,MaF2,2,300026,0.002148645339609899,0.20731612536141986
IVFSPEA2_P2_C05,MaF2,2,300027,0.0021460089574494123,0.2073227303794166
IVFSPEA2_P2_C05,MaF2,2,300028,0.002195418825162266,0.2072361773519144
IVFSPEA2_P2_C05,MaF2,2,300029,0.0021634548050411,0.20728610921187823
IVFSPEA2_P2_C05,MaF2,2,300030,0.0021060102045006505,0.2073933846724867
IVFSPEA2_P2_C05,MaF2,2,300031,0.0022081677275951283,0.20725600335840044
IVFSPEA2_P2_C05,MaF2,2,300032,0.002132954858343162,0.2073322097884957
IVFSPEA2_P2_C05,MaF2,2,300033,0.0021352988482808205,0.20733993642076154
IVFSPEA2_P2_C05,MaF2,2,300034,0.0021591405614778407,0.20731875435664632
IVFSPEA2_P2_C05,MaF2,2,300035,0.0022200586023720013,0.20722635243722004
IVFSPEA2_P2_C05,MaF2,2,300036,0.002104279956248542,0.20733830477944976
IVFSPEA2_P2_C05,MaF2,2,300037,0.002178071311128067,0.20728326602547953
IVFSPEA2_P2_C05,MaF2,2,300038,0.0021188089949031605,0.2073520317958506
IVFSPEA2_P2_C05,MaF2,2,300039,0.0021444473654391046,0.2073174762003651
IVFSPEA2_P2_C05,MaF2,2,300040,0.002114764240407732,0.20735553118076316
IVFSPEA2_P2_C05,MaF2,2,300041,0.0021240820300839837,0.20735904259796292
IVFSPEA2_P2_C05,MaF2,2,300042,0.00208571792913136,0.2073637326253934
IVFSPEA2_P2_C05,MaF2,2,300043,0.002172077736720519,0.20726735191876072
IVFSPEA2_P2_C05,MaF2,2,300044,0.0021759118934987043,0.20728575202676436
IVFSPEA2_P2_C05,MaF2,2,300045,0.00216002201071744,0.2073399289576532
IVFSPEA2_P2_C05,MaF2,2,300046,0.0021545331820161462,0.20730486093777994
IVFSPEA2_P2_C05,MaF2,2,300047,0.002164791751202302,0.20730041119149126
IVFSPEA2_P2_C05,MaF2,2,300048,0.002120670808203045,0.2073593975741066
IVFSPEA2_P2_C05,MaF2,2,300049,0.002150976884235819,0.20731363297526648
IVFSPEA2_P2_C05,MaF2,2,300050,0.002155103910264331,0.2072765292876767
IVFSPEA2_P2_C05,MaF2,2,300051,0.002138234079141263,0.20733350252612548
IVFSPEA2_P2_C05,MaF2,2,300052,0.002121238801961143,0.2073422550238242
IVFSPEA2_P2_C05,MaF2,2,300053,0.0021510144893594823,0.20727837630541585
IVFSPEA2_P2_C05,MaF2,2,300054,0.002104500734538128,0.20736430471293787
IVFSPEA2_P2_C05,MaF2,2,300055,0.0021223803791723464,0.20735800237235874
IVFSPEA2_P2_C05,MaF2,2,300056,0.0021581026871445217,0.20732876658677252
IVFSPEA2_P2_C05,MaF2,2,300057,0.0020883573378798876,0.20739255983749275
IVFSPEA2_P2_C05,MaF2,2,300058,0.00211410956876666,0.2073529275612941
IVFSPEA2_P2_C05,MaF2,2,300059,0.002138572270460498,0.20734500468565575
IVFSPEA2_P2_C05,MaF2,2,300060,0.0021444383227300825,0.20733072599968094
IVFSPEA2_P2_C05,MaF3,2,300001,0.004747221976267116,0.7178929755586329
IVFSPEA2_P2_C05,MaF3,2,300002,0.004148884050169228,0.7190206672631649
IVFSPEA2_P2_C05,MaF3,2,300003,0.0051270881199910944,0.7167815367376439
IVFSPEA2_P2_C05,MaF3,2,300004,0.003992912963339014,0.7197059470246142
IVFSPEA2_P2_C05,MaF3,2,300005,0.004014810945033352,0.7195799335215778
IVFSPEA2_P2_C05,MaF3,2,300006,0.004174186940816341,0.7191370812977008
IVFSPEA2_P2_C05,MaF3,2,300007,0.003925858026075212,0.7197324829505829
IVFSPEA2_P2_C05,MaF3,2,300008,0.003719931803218094,0.7202665279881991
IVFSPEA2_P2_C05,MaF3,2,300009,0.00454166492099818,0.718528552986695
IVFSPEA2_P2_C05,MaF3,2,300010,0.004033553670970016,0.7194433748674203
IVFSPEA2_P2_C05,MaF3,2,300011,0.004613567505394912,0.7181050184708319
IVFSPEA2_P2_C05,MaF3,2,300012,0.005056022695289496,0.7170293539410187
IVFSPEA2_P2_C05,MaF3,2,300013,0.004339743060708355,0.7186509028212549
IVFSPEA2_P2_C05,MaF3,2,300014,0.003917705033138941,0.7199024880679914
IVFSPEA2_P2_C05,MaF3,2,300015,0.004265234199292391,0.7187453584604774
IVFSPEA2_P2_C05,MaF3,2,300016,0.004407113906008027,0.7185810813151626
IVFSPEA2_P2_C05,MaF3,2,300017,0.004608396123584418,0.717991892441653
IVFSPEA2_P2_C05,MaF3,2,300018,0.0038865394193360854,0.7199670160764452
IVFSPEA2_P2_C05,MaF3,2,300019,0.0042991815147999796,0.7187096961745854
IVFSPEA2_P2_C05,MaF3,2,300020,0.004990183570916778,0.7172793264423255
IVFSPEA2_P2_C05,MaF3,2,300021,0.004610371885587307,0.7180710756492963
IVFSPEA2_P2_C05,MaF3,2,300022,0.004376472339975941,0.7185647531286996
IVFSPEA2_P2_C05,MaF3,2,300023,0.004458836792503245,0.7184141127746823
IVFSPEA2_P2_C05,MaF3,2,300024,0.00389085624122064,0.7199694152231391
IVFSPEA2_P2_C05,MaF3,2,300025,0.004900263984121432,0.7174580978395438
IVFSPEA2_P2_C05,MaF3,2,300026,0.008367377944565884,0.7118977372413442
IVFSPEA2_P2_C05,MaF3,2,300027,0.004774107689271428,0.7175208723347637
IVFSPEA2_P2_C05,MaF3,2,300028,0.004212517525867463,0.7189450412575075
IVFSPEA2_P2_C05,MaF3,2,300029,0.004430533659253645,0.7184091892927534
IVFSPEA2_P2_C05,MaF3,2,300030,0.004774145994327594,0.7177263727339781
IVFSPEA2_P2_C05,MaF3,2,300031,0.004000545112834767,0.7196737729240883
IVFSPEA2_P2_C05,MaF3,2,300032,0.004009669111668796,0.7194160163940684
IVFSPEA2_P2_C05,MaF3,2,300033,0.004750423396846585,0.7179152431104143
IVFSPEA2_P2_C05,MaF3,2,300034,0.004059997010466583,0.7193282831893612
IVFSPEA2_P2_C05,MaF3,2,300035,0.004256207238061094,0.7189882037416127
IVFSPEA2_P2_C05,MaF3,2,300036,0.004937676756824361,0.7173619199914439
IVFSPEA2_P2_C05,MaF3,2,300037,0.00463764802817264,0.7180029244064262
IVFSPEA2_P2_C05,MaF3,2,300038,0.003777992569591677,0.720159190536403
IVFSPEA2_P2_C05,MaF3,2,300039,0.004537152321321598,0.71832731321309
IVFSPEA2_P2_C05,MaF3,2,300040,0.003940048906184796,0.7195248960953026
IVFSPEA2_P2_C05,MaF3,2,300041,0.004055899221702267,0.7193913276469128
IVFSPEA2_P2_C05,MaF3,2,300042,0.003893420676315469,0.7198327321179907
IVFSPEA2_P2_C05,MaF3,2,300043,0.004487910669696323,0.718390782483082
IVFSPEA2_P2_C05,MaF3,2,300044,0.005292559924793017,0.7167681938313314
IVFSPEA2_P2_C05,MaF3,2,300045,0.00466680220909411,0.717953181613498
IVFSPEA2_P2_C05,MaF3,2,300046,0.003982655687914454,0.719760392869097
IVFSPEA2_P2_C05,MaF3,2,300047,0.004306891163646146,0.718824934093667
IVFSPEA2_P2_C05,MaF3,2,300048,0.004245783236103398,0.7188228517640898
IVFSPEA2_P2_C05,MaF3,2,300049,0.00497554700866029,0.7172241048037027
IVFSPEA2_P2_C05,MaF3,2,300050,0.006627121928758058,0.7143687124244005
IVFSPEA2_P2_C05,MaF3,2,300051,0.004378019888129203,0.7188062790433624
IVFSPEA2_P2_C05,MaF3,2,300052,0.006398981545090942,0.7146922684272677
IVFSPEA2_P2_C05,MaF3,2,300053,0.005218664142461393,0.7168792844034614
IVFSPEA2_P2_C05,MaF3,2,300054,0.0039651137768981,0.7196665292857174
IVFSPEA2_P2_C05,MaF3,2,300055,0.004692560856298433,0.7178706321719722
IVFSPEA2_P2_C05,MaF3,2,300056,0.003921233369340344,0.7200143487292052
IVFSPEA2_P2_C05,MaF3,2,300057,0.0043751853787358744,0.7187094863406711
IVFSPEA2_P2_C05,MaF3,2,300058,0.005067337927728201,0.7173249523155287
IVFSPEA2_P2_C05,MaF3,2,300059,0.0044804931333831954,0.7186677574867679
IVFSPEA2_P2_C05,MaF3,2,300060,0.003902048708657054,0.7198055908148927
IVFSPEA2_P2_C05,MaF4,2,300001,0.012436338312754631,0.8186840057815612
IVFSPEA2_P2_C05,MaF4,2,300002,0.012512322225584762,0.8191261424324475
IVFSPEA2_P2_C05,MaF4,2,300003,0.013004581341719426,0.8179609923823901
IVFSPEA2_P2_C05,MaF4,2,300004,0.01244130845328743,0.8187300346604279
IVFSPEA2_P2_C05,MaF4,2,300005,0.01380385464873229,0.8169641567217992
IVFSPEA2_P2_C05,MaF4,2,300006,0.012763491968905154,0.818919783165518
IVFSPEA2_P2_C05,MaF4,2,300007,0.012825870664087522,0.8185528482855694
IVFSPEA2_P2_C05,MaF4,2,300008,0.01260654328948081,0.8187853283368302
IVFSPEA2_P2_C05,MaF4,2,300009,0.012503645107123016,0.818970818325807
IVFSPEA2_P2_C05,MaF4,2,300010,0.012498633448613232,0.8188621085061576
IVFSPEA2_P2_C05,MaF4,2,300011,0.012319436434898457,0.8191940395325417
IVFSPEA2_P2_C05,MaF4,2,300012,0.012704409084005027,0.8189325069501775
IVFSPEA2_P2_C05,MaF4,2,300013,0.012437165178403733,0.8189334179695267
IVFSPEA2_P2_C05,MaF4,2,300014,0.01277086890162735,0.8181482955121575
IVFSPEA2_P2_C05,MaF4,2,300015,0.012505820328420191,0.8187039755943669
IVFSPEA2_P2_C05,MaF4,2,300016,0.013083869001896292,0.8182315957305522
IVFSPEA2_P2_C05,MaF4,2,300017,0.012705392257864939,0.8187349600923419
IVFSPEA2_P2_C05,MaF4,2,300018,0.0126585822055561,0.8188826351323113
IVFSPEA2_P2_C05,MaF4,2,300019,0.012832521315115957,0.8182481890288358
IVFSPEA2_P2_C05,MaF4,2,300020,0.012648620621292513,0.8188758663432759
IVFSPEA2_P2_C05,MaF4,2,300021,0.012621945186078384,0.8189553264132209
IVFSPEA2_P2_C05,MaF4,2,300022,0.01254404822654236,0.8187303562526422
IVFSPEA2_P2_C05,MaF4,2,300023,0.012315118791535384,0.8190236551588346
IVFSPEA2_P2_C05,MaF4,2,300024,0.012682619898756589,0.8190569193236281
IVFSPEA2_P2_C05,MaF4,2,300025,0.012556529724266487,0.8187611269275051
IVFSPEA2_P2_C05,MaF4,2,300026,0.01371595053617278,0.8170691901056099
IVFSPEA2_P2_C05,MaF4,2,300027,0.013383004809751527,0.8174475744401215
IVFSPEA2_P2_C05,MaF4,2,300028,0.013062328492618973,0.8178935442528537
IVFSPEA2_P2_C05,MaF4,2,300029,0.01242866772128312,0.8190048724025176
IVFSPEA2_P2_C05,MaF4,2,300030,0.01266233813981896,0.8186816411230518
IVFSPEA2_P2_C05,MaF4,2,300031,0.012376008457545298,0.8190222161597477
IVFSPEA2_P2_C05,MaF4,2,300032,0.012399870763701104,0.8190054535609038
IVFSPEA2_P2_C05,MaF4,2,300033,0.012800066078285467,0.8185891128629922
IVFSPEA2_P2_C05,MaF4,2,300034,0.012541407772396982,0.8192001887462731
IVFSPEA2_P2_C05,MaF4,2,300035,0.012723069588558011,0.8185790400036179
IVFSPEA2_P2_C05,MaF4,2,300036,0.012497179582798057,0.8185839872429407
IVFSPEA2_P2_C05,MaF4,2,300037,0.014422736511915309,0.8163824576088385
IVFSPEA2_P2_C05,MaF4,2,300038,0.012720207892946717,0.8184965863133574
IVFSPEA2_P2_C05,MaF4,2,300039,0.012506954618510126,0.8185970113583358
IVFSPEA2_P2_C05,MaF4,2,300040,0.012981722890836567,0.8178053203382464
IVFSPEA2_P2_C05,MaF4,2,300041,0.01249706987234207,0.8186079958919739
IVFSPEA2_P2_C05,MaF4,2,300042,0.012668693500556605,0.8190072607055142
IVFSPEA2_P2_C05,MaF4,2,300043,0.013240213270010737,0.8174913617158555
IVFSPEA2_P2_C05,MaF4,2,300044,0.012468811198073033,0.8190513849098355
IVFSPEA2_P2_C05,MaF4,2,300045,0.012488791373339629,0.8188270262441679
IVFSPEA2_P2_C05,MaF4,2,300046,0.012327507164777499,0.8191333475686428
IVFSPEA2_P2_C05,MaF4,2,300047,0.013125055600843934,0.8179682275861072
IVFSPEA2_P2_C05,MaF4,2,300048,0.01257487815165124,0.8186265485422738
IVFSPEA2_P2_C05,MaF4,2,300049,0.013253930498535734,0.8176479739284112
IVFSPEA2_P2_C05,MaF4,2,300050,0.012836658346147067,0.8181880810021933
IVFSPEA2_P2_C05,MaF4,2,300051,0.012538350883536086,0.8190597263533895
IVFSPEA2_P2_C05,MaF4,2,300052,0.012524032563707266,0.8187372993106796
IVFSPEA2_P2_C05,MaF4,2,300053,0.012716514999885794,0.819099987609145
IVFSPEA2_P2_C05,MaF4,2,300054,0.012581429598205152,0.8189011010703694
IVFSPEA2_P2_C05,MaF4,2,300055,0.012846729265177624,0.8180636417961487
IVFSPEA2_P2_C05,MaF4,2,300056,0.012565762426439489,0.8187659136197322
IVFSPEA2_P2_C05,MaF4,2,300057,0.012729973979418732,0.8187621678663022
IVFSPEA2_P2_C05,MaF4,2,300058,0.01259658564209636,0.8191010214525795
IVFSPEA2_P2_C05,MaF4,2,300059,0.012433647850023674,0.8188142477476071
IVFSPEA2_P2_C05,MaF4,2,300060,0.0126629434445467,0.8182661920280192
IVFSPEA2_P2_C05,MaF5,2,300001,0.012722066637585516,0.34723358383758707
IVFSPEA2_P2_C05,MaF5,2,300002,2.0083774349662895,0.09090909026790073
IVFSPEA2_P2_C05,MaF5,2,300003,0.01257580263024907,0.3472630961564919
IVFSPEA2_P2_C05,MaF5,2,300004,0.012500944995965822,0.34726156066680025
IVFSPEA2_P2_C05,MaF5,2,300005,0.012497005634381986,0.3473247883582042
IVFSPEA2_P2_C05,MaF5,2,300006,2.008377442415591,0.09090908723462399
IVFSPEA2_P2_C05,MaF5,2,300007,0.012568130739128418,0.3472138608238307
IVFSPEA2_P2_C05,MaF5,2,300008,2.008377442680362,0.09090908712680901
IVFSPEA2_P2_C05,MaF5,2,300009,0.012890342409753942,0.34710937306743217
IVFSPEA2_P2_C05,MaF5,2,300010,2.0083774386116913,0.09090908878352988
IVFSPEA2_P2_C05,MaF5,2,300011,2.0083774380612156,0.09090908900767969
IVFSPEA2_P2_C05,MaF5,2,300012,2.0083774389959914,0.09090908862704694
IVFSPEA2_P2_C05,MaF5,2,300013,2.0083774432134334,0.09090908690975019
IVFSPEA2_P2_C05,MaF5,2,300014,2.00837743814876,0.09090908897203287
IVFSPEA2_P2_C05,MaF5,2,300015,2.0083774427651915,0.09090908709226841
IVFSPEA2_P2_C05,MaF5,2,300016,0.012801848952708608,0.3472182494976684
IVFSPEA2_P2_C05,MaF5,2,300017,0.012746331736537142,0.34731403187719734
IVFSPEA2_P2_C05,MaF5,2,300018,0.012544027436922843,0.3472767875897327
IVFSPEA2_P2_C05,MaF5,2,300019,0.012496147505383961,0.3473657705035316
IVFSPEA2_P2_C05,MaF5,2,300020,2.0083774338811957,0.09090909070973963
