Algorithm,Problem,M,Run,IGD,HV
IVFSPEA2_P2_C05,ZDT3,2,300057,0.004821590527297383,0.5996739223916453
IVFSPEA2_P2_C05,ZDT3,2,300058,0.0049312074636867305,0.5995795246229232
IVFSPEA2_P2_C05,ZDT3,2,300059,0.004951724510667716,0.599649963163537
IVFSPEA2_P2_C05,ZDT3,2,300060,0.0048376167109109944,0.5995818037402175
IVFSPEA2_P2_C05,ZDT4,2,300001,0.003819924499463535,0.7205896742720103
IVFSPEA2_P2_C05,ZDT4,2,300002,0.003813907070770854,0.7205150446940067
IVFSPEA2_P2_C05,ZDT4,2,300003,0.0038587072868255384,0.7200809856097465
IVFSPEA2_P2_C05,ZDT4,2,300004,0.0038406211767893013,0.7204429653398238
IVFSPEA2_P2_C05,ZDT4,2,300005,0.003846334472005232,0.7202077780157041
IVFSPEA2_P2_C05,ZDT4,2,300006,0.0038244391291653683,0.7204677509790215
IVFSPEA2_P2_C05,ZDT4,2,300007,0.0038556549922351964,0.7201283769890346
IVFSPEA2_P2_C05,ZDT4,2,300008,0.003851920296073994,0.720517174474206
IVFSPEA2_P2_C05,ZDT4,2,300009,0.003797349982321419,0.7205607438448506
IVFSPEA2_P2_C05,ZDT4,2,300010,0.003890967435564261,0.7200240434633455
IVFSPEA2_P2_C05,ZDT4,2,300011,0.0038875701534394494,0.7197570350019649
IVFSPEA2_P2_C05,ZDT4,2,300012,0.004068791862299353,0.7192152795901383
IVFSPEA2_P2_C05,ZDT4,2,300013,0.0038995148286936994,0.7200254724586138
IVFSPEA2_P2_C05,ZDT4,2,300014,0.0038472869449185355,0.7204785036176458
IVFSPEA2_P2_C05,ZDT4,2,300015,0.003772520293323354,0.7206076382750313
IVFSPEA2_P2_C05,ZDT4,2,300016,0.003811368023284518,0.7204715294667613
IVFSPEA2_P2_C05,ZDT4,2,300017,0.003835765673680577,0.7203171369560036
IVFSPEA2_P2_C05,ZDT4,2,300018,0.003788449680649452,0.7205372840021576
IVFSPEA2_P2_C05,ZDT4,2,300019,0.003911544356855278,0.7197959820122328
IVFSPEA2_P2_C05,ZDT4,2,300020,0.003854178188227118,0.7202741662911686
IVFSPEA2_P2_C05,ZDT4,2,300021,0.003801823790934818,0.7203288043848941
IVFSPEA2_P2_C05,ZDT4,2,300022,0.0038615268390238904,0.7200543340719432
IVFSPEA2_P2_C05,ZDT4,2,300023,0.003786764924095351,0.7205594673134956
IVFSPEA2_P2_C05,ZDT4,2,300024,0.0038573911646809706,0.7205456213908459
IVFSPEA2_P2_C05,ZDT4,2,300025,0.0038712646359784393,0.7201571157393274
IVFSPEA2_P2_C05,ZDT4,2,300026,0.0037536012354230657,0.7206353641666172
IVFSPEA2_P2_C05,ZDT4,2,300027,0.00385633577467,0.7201824762926948
IVFSPEA2_P2_C05,ZDT4,2,300028,0.003824219388142666,0.720274565030793
IVFSPEA2_P2_C05,ZDT4,2,300029,0.0038018944373059307,0.7203655739197594
IVFSPEA2_P2_C05,ZDT4,2,300030,0.0038213542460416314,0.7204345617397185
IVFSPEA2_P2_C05,ZDT4,2,300031,0.00377301999325081,0.720609441159482
IVFSPEA2_P2_C05,ZDT4,2,300032,0.003810218073793328,0.7205648134888984
IVFSPEA2_P2_C05,ZDT4,2,300033,0.003801811333886903,0.7205607225930856
IVFSPEA2_P2_C05,ZDT4,2,300034,0.0038200023230883203,0.7203443156345982
IVFSPEA2_P2_C05,ZDT4,2,300035,0.003763476162473576,0.7205810729459864
IVFSPEA2_P2_C05,ZDT4,2,300036,0.0038455441677872726,0.720463213315145
IVFSPEA2_P2_C05,ZDT4,2,300037,0.00390708608150131,0.7199411863569363
IVFSPEA2_P2_C05,ZDT4,2,300038,0.0038378784785508017,0.7204458726516519
IVFSPEA2_P2_C05,ZDT4,2,300039,0.003855835155459439,0.7203320797948399
IVFSPEA2_P2_C05,ZDT4,2,300040,0.0038077728895456095,0.720542140774589
IVFSPEA2_P2_C05,ZDT4,2,300041,0.0038633257180166526,0.7202653289303081
IVFSPEA2_P2_C05,ZDT4,2,300042,0.003807313548149861,0.7204927462872913
IVFSPEA2_P2_C05,ZDT4,2,300043,0.0038187746917166124,0.7205723131942177
IVFSPEA2_P2_C05,ZDT4,2,300044,0.00381239211124137,0.7204271634606768
IVFSPEA2_P2_C05,ZDT4,2,300045,0.0038489181014439203,0.7201195778342544
IVFSPEA2_P2_C05,ZDT4,2,300046,0.0037290577829560464,0.7205940167777347
IVFSPEA2_P2_C05,ZDT4,2,300047,0.003804684510404067,0.7205072385031257
IVFSPEA2_P2_C05,ZDT4,2,300048,0.0039107389495034684,0.7204533655914769
IVFSPEA2_P2_C05,ZDT4,2,300049,0.0037774742781225058,0.7205879398929109
IVFSPEA2_P2_C05,ZDT4,2,300050,0.0038539591422277427,0.7204706252027195
IVFSPEA2_P2_C05,ZDT4,2,300051,0.0038715237322789163,0.7202202477631185
IVFSPEA2_P2_C05,ZDT4,2,300052,0.0038912487716823096,0.7198805901877299
IVFSPEA2_P2_C05,ZDT4,2,300053,0.0038414103400231797,0.7201692043946331
IVFSPEA2_P2_C05,ZDT4,2,300054,0.0037684796439726442,0.7201996937787742
IVFSPEA2_P2_C05,ZDT4,2,300055,0.003793174401604042,0.7205865425736568
IVFSPEA2_P2_C05,ZDT4,2,300056,0.0038406563998437918,0.7201906075313188
IVFSPEA2_P2_C05,ZDT4,2,300057,0.0038591547045923776,0.7203881882201202
IVFSPEA2_P2_C05,ZDT4,2,300058,0.003778503930386816,0.7204062093985509
IVFSPEA2_P2_C05,ZDT4,2,300059,0.0037846758665453415,0.7204882806211949
IVFSPEA2_P2_C05,ZDT4,2,300060,0.0038655711106003045,0.7204717990584258
IVFSPEA2_P2_C05,ZDT6,2,300001,0.0030764613602793497,0.3889101369786548
IVFSPEA2_P2_C05,ZDT6,2,300002,0.003105235481605454,0.3889118769616309
IVFSPEA2_P2_C05,ZDT6,2,300003,0.003062716576281816,0.3889073929976883
IVFSPEA2_P2_C05,ZDT6,2,300004,0.0030556852778689347,0.38893688634635654
IVFSPEA2_P2_C05,ZDT6,2,300005,0.003060640989316164,0.38892386273257196
IVFSPEA2_P2_C05,ZDT6,2,300006,0.0031227551497419563,0.3889063269522492
IVFSPEA2_P2_C05,ZDT6,2,300007,0.0030310807781714663,0.3889514760970581
IVFSPEA2_P2_C05,ZDT6,2,300008,0.003063876368604774,0.3889316470058179
IVFSPEA2_P2_C05,ZDT6,2,300009,0.0030653981894790093,0.3889208920664899
IVFSPEA2_P2_C05,ZDT6,2,300010,0.0030604748600356084,0.38892615961314914
IVFSPEA2_P2_C05,ZDT6,2,300011,0.003102825812345536,0.38890580345320586
IVFSPEA2_P2_C05,ZDT6,2,300012,0.0030941659069461283,0.38890669978131426
IVFSPEA2_P2_C05,ZDT6,2,300013,0.003075059445021845,0.38891667758911175
IVFSPEA2_P2_C05,ZDT6,2,300014,0.0030739303061524184,0.3889084469070008
