Algorithm,Problem,M,Run,IGD
IVFSPEA2ABLDOM,DTLZ4,3,8,0.540831210619689
IVFSPEA2ABLDOM,DTLZ4,3,9,0.540835672960665
IVFSPEA2ABLDOM,DTLZ4,3,10,0.540833582748543
IVFSPEA2ABLDOM,DTLZ4,3,11,0.0548034071851239
IVFSPEA2ABLDOM,DTLZ4,3,12,0.0542885752303069
IVFSPEA2ABLDOM,DTLZ4,3,13,0.0539110150912095
IVFSPEA2ABLDOM,DTLZ4,3,14,0.0540657767986196
IVFSPEA2ABLDOM,DTLZ4,3,15,0.0544760066088673
IVFSPEA2ABLDOM,DTLZ4,3,16,0.0549220211242084
IVFSPEA2ABLDOM,DTLZ4,3,17,0.0538450237493892
IVFSPEA2ABLDOM,DTLZ4,3,18,0.0556663665699093
IVFSPEA2ABLDOM,DTLZ4,3,19,0.540838163678477
IVFSPEA2ABLDOM,DTLZ4,3,20,0.05390257292167
IVFSPEA2ABLDOM,DTLZ4,3,21,0.0529320726538895
IVFSPEA2ABLDOM,DTLZ4,3,22,0.945924928535838
IVFSPEA2ABLDOM,DTLZ4,3,23,0.0536326393077643
IVFSPEA2ABLDOM,DTLZ4,3,24,0.540848532474012
IVFSPEA2ABLDOM,DTLZ4,3,25,0.05440100974273
IVFSPEA2ABLDOM,DTLZ4,3,26,0.0546428751360945
IVFSPEA2ABLDOM,DTLZ4,3,27,0.0545415693528894
IVFSPEA2ABLDOM,DTLZ4,3,28,0.945924926353693
IVFSPEA2ABLDOM,DTLZ4,3,29,0.0541591294029375
IVFSPEA2ABLDOM,DTLZ4,3,30,0.540836707861578
IVFSPEA2ABLDOM,DTLZ4,3,31,0.0537382401579514
IVFSPEA2ABLDOM,DTLZ4,3,32,0.54082766639845
IVFSPEA2ABLDOM,DTLZ4,3,33,0.053302795549943
IVFSPEA2ABLDOM,DTLZ4,3,34,0.945924926501233
IVFSPEA2ABLDOM,DTLZ4,3,35,0.0530414403339477
IVFSPEA2ABLDOM,DTLZ4,3,36,0.540832528789171
IVFSPEA2ABLDOM,DTLZ4,3,37,0.540840287805894
IVFSPEA2ABLDOM,DTLZ4,3,38,0.0533382259071353
IVFSPEA2ABLDOM,DTLZ4,3,39,0.0538528970183415
IVFSPEA2ABLDOM,DTLZ4,3,40,0.0543040479961376
IVFSPEA2ABLDOM,DTLZ4,3,41,0.0542877154882268
IVFSPEA2ABLDOM,DTLZ4,3,42,0.0544367263391163
IVFSPEA2ABLDOM,DTLZ4,3,43,0.540841607077736
IVFSPEA2ABLDOM,DTLZ4,3,44,0.0544009502760967
IVFSPEA2ABLDOM,DTLZ4,3,45,0.0549958910359596
IVFSPEA2ABLDOM,DTLZ4,3,46,0.0533577280935216
IVFSPEA2ABLDOM,DTLZ4,3,47,0.0544163244560109
IVFSPEA2ABLDOM,DTLZ4,3,48,0.0542584164019978
IVFSPEA2ABLDOM,DTLZ4,3,49,0.54084063381554
IVFSPEA2ABLDOM,DTLZ4,3,50,0.0541647356710529
IVFSPEA2ABLDOM,DTLZ4,3,51,0.0542624915707645
IVFSPEA2ABLDOM,DTLZ4,3,52,0.540828398304181
IVFSPEA2ABLDOM,DTLZ4,3,53,0.054519568815818
IVFSPEA2ABLDOM,DTLZ4,3,54,0.0541552643993797
IVFSPEA2ABLDOM,DTLZ4,3,55,0.0534443068315244
IVFSPEA2ABLDOM,DTLZ4,3,56,0.053970804758255
IVFSPEA2ABLDOM,DTLZ4,3,57,0.0538381003574537
IVFSPEA2ABLDOM,DTLZ4,3,58,0.540835985797642
IVFSPEA2ABLDOM,DTLZ4,3,59,0.540834418047342
IVFSPEA2ABLDOM,DTLZ4,3,60,0.0542578209850991
IVFSPEA2,DTLZ7,3,1,0.0602251530276284
IVFSPEA2,DTLZ7,3,2,0.0597593221645054
IVFSPEA2,DTLZ7,3,3,0.0603323484374122
IVFSPEA2,DTLZ7,3,4,0.0609849441369889
IVFSPEA2,DTLZ7,3,5,0.0596025485287428
IVFSPEA2,DTLZ7,3,6,0.0584326760383156
IVFSPEA2,DTLZ7,3,7,0.0620043732742847
IVFSPEA2,DTLZ7,3,8,0.0576484023223869
IVFSPEA2,DTLZ7,3,9,0.0596044012867855
IVFSPEA2,DTLZ7,3,10,0.0590638663287021
IVFSPEA2,DTLZ7,3,11,0.0619206383965537
IVFSPEA2,DTLZ7,3,12,0.347640477039231
IVFSPEA2,DTLZ7,3,13,0.0603063302560232
IVFSPEA2,DTLZ7,3,14,0.0603508448433726
IVFSPEA2,DTLZ7,3,15,0.0603406611745216
IVFSPEA2,DTLZ7,3,16,0.0591282805734856
IVFSPEA2,DTLZ7,3,17,0.348135786281644
IVFSPEA2,DTLZ7,3,18,0.0596120613464274
IVFSPEA2,DTLZ7,3,19,0.0597610370962223
IVFSPEA2,DTLZ7,3,20,0.0610704117221507
IVFSPEA2,DTLZ7,3,21,0.0578362718796032
IVFSPEA2,DTLZ7,3,22,0.0585494806578888
IVFSPEA2,DTLZ7,3,23,0.0602742178633941
IVFSPEA2,DTLZ7,3,24,0.059947853847504
IVFSPEA2,DTLZ7,3,25,0.347294020601715
IVFSPEA2,DTLZ7,3,26,0.0602996291980467
IVFSPEA2,DTLZ7,3,27,0.0591490932588821
IVFSPEA2,DTLZ7,3,28,0.0597687418097519
IVFSPEA2,DTLZ7,3,29,0.346751529011721
IVFSPEA2,DTLZ7,3,30,0.0623608440045669
IVFSPEA2,DTLZ7,3,31,0.345887587246786
IVFSPEA2,DTLZ7,3,32,0.059101516890667
IVFSPEA2,DTLZ7,3,33,0.0599394825696401
IVFSPEA2,DTLZ7,3,34,0.347865460215806
IVFSPEA2,DTLZ7,3,35,0.0597208264802072
IVFSPEA2,DTLZ7,3,36,0.0624890512174919
IVFSPEA2,DTLZ7,3,37,0.0617597692919543
IVFSPEA2,DTLZ7,3,38,0.0601312211826008
IVFSPEA2,DTLZ7,3,39,0.345054208737932
IVFSPEA2,DTLZ7,3,40,0.0591459894244544
IVFSPEA2,DTLZ7,3,41,0.05949370391658
IVFSPEA2,DTLZ7,3,42,0.0619017169173392
IVFSPEA2,DTLZ7,3,43,0.0593934845086643
IVFSPEA2,DTLZ7,3,44,0.343992370735175
IVFSPEA2,DTLZ7,3,45,0.0588362230091423
IVFSPEA2,DTLZ7,3,46,0.0633116668921757
IVFSPEA2,DTLZ7,3,47,0.0580484959622462
IVFSPEA2,DTLZ7,3,48,0.0595287270481457
IVFSPEA2,DTLZ7,3,49,0.0590275134079458
IVFSPEA2,DTLZ7,3,50,0.059974921300889
IVFSPEA2,DTLZ7,3,51,0.0583168482685965
IVFSPEA2,DTLZ7,3,52,0.0590365744413349
IVFSPEA2,DTLZ7,3,53,0.0593893284158367
IVFSPEA2,DTLZ7,3,54,0.0591939710074623
IVFSPEA2,DTLZ7,3,55,0.0603207782024743
IVFSPEA2,DTLZ7,3,56,0.0608854130294629
IVFSPEA2,DTLZ7,3,57,0.0620488361992346
IVFSPEA2,DTLZ7,3,58,0.0611502151724496
IVFSPEA2,DTLZ7,3,59,0.0603425356274795
IVFSPEA2,DTLZ7,3,60,0.0587434062910182
IVFSPEA2ABL1C,DTLZ7,3,1,0.0612233081730798
IVFSPEA2ABL1C,DTLZ7,3,2,0.0590505728489138
IVFSPEA2ABL1C,DTLZ7,3,3,0.0589511770160053
IVFSPEA2ABL1C,DTLZ7,3,4,0.0582031279491479
IVFSPEA2ABL1C,DTLZ7,3,5,0.061795066844165
IVFSPEA2ABL1C,DTLZ7,3,6,0.344280434778482
IVFSPEA2ABL1C,DTLZ7,3,7,0.0610846928643386
IVFSPEA2ABL1C,DTLZ7,3,8,0.346933345258017
IVFSPEA2ABL1C,DTLZ7,3,9,0.0606007352826618
IVFSPEA2ABL1C,DTLZ7,3,10,0.0600835712062993
IVFSPEA2ABL1C,DTLZ7,3,11,0.0616699204815966
IVFSPEA2ABL1C,DTLZ7,3,12,0.0591496150696952
IVFSPEA2ABL1C,DTLZ7,3,13,0.0608117264889751
IVFSPEA2ABL1C,DTLZ7,3,14,0.0597916454522666
IVFSPEA2ABL1C,DTLZ7,3,15,0.0613064652433013
IVFSPEA2ABL1C,DTLZ7,3,16,0.0596047649887689
IVFSPEA2ABL1C,DTLZ7,3,17,0.0625829927702837
IVFSPEA2ABL1C,DTLZ7,3,18,0.0587394524457836
IVFSPEA2ABL1C,DTLZ7,3,19,0.0597699242586009
IVFSPEA2ABL1C,DTLZ7,3,20,0.0602805018164569
IVFSPEA2ABL1C,DTLZ7,3,21,0.0607569315391721
IVFSPEA2ABL1C,DTLZ7,3,22,0.0593443584102381
IVFSPEA2ABL1C,DTLZ7,3,23,0.0578327265497282
IVFSPEA2ABL1C,DTLZ7,3,24,0.0588713872914779
IVFSPEA2ABL1C,DTLZ7,3,25,0.0604170397883142
IVFSPEA2ABL1C,DTLZ7,3,26,0.0619128055034747
IVFSPEA2ABL1C,DTLZ7,3,27,0.0597010362752079
IVFSPEA2ABL1C,DTLZ7,3,28,0.0590395085221721
IVFSPEA2ABL1C,DTLZ7,3,29,0.0597897518312906
IVFSPEA2ABL1C,DTLZ7,3,30,0.0614729003407591
IVFSPEA2ABL1C,DTLZ7,3,31,0.0616525994634826
IVFSPEA2ABL1C,DTLZ7,3,32,0.0598698343025276
IVFSPEA2ABL1C,DTLZ7,3,33,0.059986062492307
IVFSPEA2ABL1C,DTLZ7,3,34,0.0595477491138948
IVFSPEA2ABL1C,DTLZ7,3,35,0.0580461473099723
IVFSPEA2ABL1C,DTLZ7,3,36,0.0607976599945523
IVFSPEA2ABL1C,DTLZ7,3,37,0.058426016026084
IVFSPEA2ABL1C,DTLZ7,3,38,0.3448583153905
IVFSPEA2ABL1C,DTLZ7,3,39,0.0626102658779733
IVFSPEA2ABL1C,DTLZ7,3,40,0.0597661490253476
IVFSPEA2ABL1C,DTLZ7,3,41,0.0600585284322748
IVFSPEA2ABL1C,DTLZ7,3,42,0.0609023989587531
IVFSPEA2ABL1C,DTLZ7,3,43,0.0585392931563074
IVFSPEA2ABL1C,DTLZ7,3,44,0.060038077825253
IVFSPEA2ABL1C,DTLZ7,3,45,0.0589508393135268
IVFSPEA2ABL1C,DTLZ7,3,46,0.348456668520592
IVFSPEA2ABL1C,DTLZ7,3,47,0.060522711310094
IVFSPEA2ABL1C,DTLZ7,3,48,0.059739405983015
IVFSPEA2ABL1C,DTLZ7,3,49,0.0619003878690011
IVFSPEA2ABL1C,DTLZ7,3,50,0.0593361287787466
IVFSPEA2ABL1C,DTLZ7,3,51,0.0605928987318379
IVFSPEA2ABL1C,DTLZ7,3,52,0.0618237508608678
IVFSPEA2ABL1C,DTLZ7,3,53,0.0592489513555521
IVFSPEA2ABL1C,DTLZ7,3,54,0.0645697420176225
IVFSPEA2ABL1C,DTLZ7,3,55,0.061174490055434
IVFSPEA2ABL1C,DTLZ7,3,56,0.058388721594523
IVFSPEA2ABL1C,DTLZ7,3,57,0.058645010761297
IVFSPEA2ABL1C,DTLZ7,3,58,0.0598664906806434
IVFSPEA2ABL1C,DTLZ7,3,59,0.0613879880570918
IVFSPEA2ABL1C,DTLZ7,3,60,0.0602905832795298
IVFSPEA2ABL4C,DTLZ7,3,1,0.060523572261368
IVFSPEA2ABL4C,DTLZ7,3,2,0.0594996192975524
IVFSPEA2ABL4C,DTLZ7,3,3,0.0580594957070517
IVFSPEA2ABL4C,DTLZ7,3,4,0.0609630109879153
IVFSPEA2ABL4C,DTLZ7,3,5,0.0604380295478548
IVFSPEA2ABL4C,DTLZ7,3,6,0.0605887267719245
IVFSPEA2ABL4C,DTLZ7,3,7,0.0582522241484708
IVFSPEA2ABL4C,DTLZ7,3,8,0.0594483946498834
IVFSPEA2ABL4C,DTLZ7,3,9,0.0620859346852193
IVFSPEA2ABL4C,DTLZ7,3,10,0.0594177955481626
IVFSPEA2ABL4C,DTLZ7,3,11,0.0613929486392268
IVFSPEA2ABL4C,DTLZ7,3,12,0.0610220998169366
IVFSPEA2ABL4C,DTLZ7,3,13,0.0602292781303493
IVFSPEA2ABL4C,DTLZ7,3,14,0.0604074251099313
IVFSPEA2ABL4C,DTLZ7,3,15,0.0599379741335811
IVFSPEA2ABL4C,DTLZ7,3,16,0.0594429895175311
IVFSPEA2ABL4C,DTLZ7,3,17,0.347536518481062
IVFSPEA2ABL4C,DTLZ7,3,18,0.0599119684243101
IVFSPEA2ABL4C,DTLZ7,3,19,0.0582815164709154
IVFSPEA2ABL4C,DTLZ7,3,20,0.343799009737302
IVFSPEA2ABL4C,DTLZ7,3,21,0.0580680920049146
IVFSPEA2ABL4C,DTLZ7,3,22,0.0602340965443341
IVFSPEA2ABL4C,DTLZ7,3,23,0.0601916137924275
IVFSPEA2ABL4C,DTLZ7,3,24,0.059923543300382
IVFSPEA2ABL4C,DTLZ7,3,25,0.799872281392045
IVFSPEA2ABL4C,DTLZ7,3,26,0.0599610478857862
IVFSPEA2ABL4C,DTLZ7,3,27,0.0599518294695554
IVFSPEA2ABL4C,DTLZ7,3,28,0.0602433087210424
IVFSPEA2ABL4C,DTLZ7,3,29,0.0599147082435236
IVFSPEA2ABL4C,DTLZ7,3,30,0.0589729515599896
IVFSPEA2ABL4C,DTLZ7,3,31,0.0586787207881765
IVFSPEA2ABL4C,DTLZ7,3,32,0.0601968671915279
IVFSPEA2ABL4C,DTLZ7,3,33,0.0610175884458848
IVFSPEA2ABL4C,DTLZ7,3,34,0.0602268732317629
IVFSPEA2ABL4C,DTLZ7,3,35,0.0612941822445051
IVFSPEA2ABL4C,DTLZ7,3,36,0.0597723720578334
IVFSPEA2ABL4C,DTLZ7,3,37,0.0598171701443593
IVFSPEA2ABL4C,DTLZ7,3,38,0.058193230941868
IVFSPEA2ABL4C,DTLZ7,3,39,0.0580435282513422
IVFSPEA2ABL4C,DTLZ7,3,40,0.0590379436127394
IVFSPEA2ABL4C,DTLZ7,3,41,0.0602306928104223
IVFSPEA2ABL4C,DTLZ7,3,42,0.0598712373085684
IVFSPEA2ABL4C,DTLZ7,3,43,0.0611460586042824
IVFSPEA2ABL4C,DTLZ7,3,44,0.0611109533314295
IVFSPEA2ABL4C,DTLZ7,3,45,0.0599437568765612
IVFSPEA2ABL4C,DTLZ7,3,46,0.0584851280536168
IVFSPEA2ABL4C,DTLZ7,3,47,0.0590282743775357
IVFSPEA2ABL4C,DTLZ7,3,48,0.0601618937058834
IVFSPEA2ABL4C,DTLZ7,3,49,0.0582998298929757
IVFSPEA2ABL4C,DTLZ7,3,50,0.0612962530665697
IVFSPEA2ABL4C,DTLZ7,3,51,0.061199823860388
IVFSPEA2ABL4C,DTLZ7,3,52,0.0596523110047495
IVFSPEA2ABL4C,DTLZ7,3,53,0.0609088064027354
IVFSPEA2ABL4C,DTLZ7,3,54,0.0608626541689304
IVFSPEA2ABL4C,DTLZ7,3,55,0.0581760632497415
IVFSPEA2ABL4C,DTLZ7,3,56,0.059354541886869
IVFSPEA2ABL4C,DTLZ7,3,57,0.0599556012084212
IVFSPEA2ABL4C,DTLZ7,3,58,0.0594722349718495
IVFSPEA2ABL4C,DTLZ7,3,59,0.060212872656782
IVFSPEA2ABL4C,DTLZ7,3,60,0.0614841593476925
IVFSPEA2ABLDOM,DTLZ7,3,1,0.0604438256548444
IVFSPEA2ABLDOM,DTLZ7,3,2,0.0588464192663079
IVFSPEA2ABLDOM,DTLZ7,3,3,0.0601456572759592
IVFSPEA2ABLDOM,DTLZ7,3,4,0.059473070069898
IVFSPEA2ABLDOM,DTLZ7,3,5,0.346372955987812
IVFSPEA2ABLDOM,DTLZ7,3,6,0.0594884513419508
IVFSPEA2ABLDOM,DTLZ7,3,7,0.0584732966848379
IVFSPEA2ABLDOM,DTLZ7,3,8,0.059709704830395
IVFSPEA2ABLDOM,DTLZ7,3,9,0.0600346894151813
IVFSPEA2ABLDOM,DTLZ7,3,10,0.0594458396315066
IVFSPEA2ABLDOM,DTLZ7,3,11,0.0609852582939452
IVFSPEA2ABLDOM,DTLZ7,3,12,0.0594296083729876
IVFSPEA2ABLDOM,DTLZ7,3,13,0.0599750816485226
IVFSPEA2ABLDOM,DTLZ7,3,14,0.0616896089633232
IVFSPEA2ABLDOM,DTLZ7,3,15,0.34692092939321
IVFSPEA2ABLDOM,DTLZ7,3,16,0.344240649494716
IVFSPEA2ABLDOM,DTLZ7,3,17,0.0587150892619529
IVFSPEA2ABLDOM,DTLZ7,3,18,0.0594325806979071
IVFSPEA2ABLDOM,DTLZ7,3,19,0.0615493553364165
IVFSPEA2ABLDOM,DTLZ7,3,20,0.0615403462575462
IVFSPEA2ABLDOM,DTLZ7,3,21,0.0599741333120441
IVFSPEA2ABLDOM,DTLZ7,3,22,0.060818741584379
IVFSPEA2ABLDOM,DTLZ7,3,23,0.0608397264645801
IVFSPEA2ABLDOM,DTLZ7,3,24,0.0600731745822374
IVFSPEA2ABLDOM,DTLZ7,3,25,0.0587669412667859
IVFSPEA2ABLDOM,DTLZ7,3,26,0.0617104797851735
IVFSPEA2ABLDOM,DTLZ7,3,27,0.0596044347478412
IVFSPEA2ABLDOM,DTLZ7,3,28,0.0631469527407215
IVFSPEA2ABLDOM,DTLZ7,3,29,0.0598526331231804
IVFSPEA2ABLDOM,DTLZ7,3,30,0.347333062877336
IVFSPEA2ABLDOM,DTLZ7,3,31,0.0600572862532616
IVFSPEA2ABLDOM,DTLZ7,3,32,0.0591201032558992
IVFSPEA2ABLDOM,DTLZ7,3,33,0.0610066198517711
IVFSPEA2ABLDOM,DTLZ7,3,34,0.0606063367019299
IVFSPEA2ABLDOM,DTLZ7,3,35,0.0617967312814717
IVFSPEA2ABLDOM,DTLZ7,3,36,0.0600900803108309
IVFSPEA2ABLDOM,DTLZ7,3,37,0.0601970582470958
IVFSPEA2ABLDOM,DTLZ7,3,38,0.0602724334721399
IVFSPEA2ABLDOM,DTLZ7,3,39,0.0588332552742623
IVFSPEA2ABLDOM,DTLZ7,3,40,0.0588186632714873
IVFSPEA2ABLDOM,DTLZ7,3,41,0.0582922644471112
IVFSPEA2ABLDOM,DTLZ7,3,42,0.0597132544570502
IVFSPEA2ABLDOM,DTLZ7,3,43,0.0580409186291559
IVFSPEA2ABLDOM,DTLZ7,3,44,0.0612317968954266
IVFSPEA2ABLDOM,DTLZ7,3,45,0.0601613924915242
IVFSPEA2ABLDOM,DTLZ7,3,46,0.34630024670064
IVFSPEA2ABLDOM,DTLZ7,3,47,0.0582010991672415
IVFSPEA2ABLDOM,DTLZ7,3,48,0.057864688254553
IVFSPEA2ABLDOM,DTLZ7,3,49,0.0613490348934613
IVFSPEA2ABLDOM,DTLZ7,3,50,0.0601819559557591
IVFSPEA2ABLDOM,DTLZ7,3,51,0.0589127464005057
IVFSPEA2ABLDOM,DTLZ7,3,52,0.0596900008296007
IVFSPEA2ABLDOM,DTLZ7,3,53,0.0591570116042194
IVFSPEA2ABLDOM,DTLZ7,3,54,0.0569351308347304
IVFSPEA2ABLDOM,DTLZ7,3,55,0.0597160260205191
IVFSPEA2ABLDOM,DTLZ7,3,56,0.0615716634534738
IVFSPEA2ABLDOM,DTLZ7,3,57,0.0604928859716967
IVFSPEA2ABLDOM,DTLZ7,3,58,0.347438119600009
IVFSPEA2ABLDOM,DTLZ7,3,59,0.0601581185401079
IVFSPEA2ABLDOM,DTLZ7,3,60,0.0600976347126512
IVFSPEA2,MaF1,3,1,0.0416293366825066
IVFSPEA2,MaF1,3,2,0.0406952848646474
IVFSPEA2,MaF1,3,3,0.0423113164680641
IVFSPEA2,MaF1,3,4,0.0411011839608086
IVFSPEA2,MaF1,3,5,0.0414958105865778
IVFSPEA2,MaF1,3,6,0.0416288869836491
IVFSPEA2,MaF1,3,7,0.0414856481125927
IVFSPEA2,MaF1,3,8,0.0415314090443254
IVFSPEA2,MaF1,3,9,0.0407462840259302
IVFSPEA2,MaF1,3,10,0.0414120753884332
IVFSPEA2,MaF1,3,11,0.0413100756626159
IVFSPEA2,MaF1,3,12,0.0409099218324331
IVFSPEA2,MaF1,3,13,0.0406524969622967
IVFSPEA2,MaF1,3,14,0.0412227616279607
IVFSPEA2,MaF1,3,15,0.0413136785943761
IVFSPEA2,MaF1,3,16,0.0408200498584177
IVFSPEA2,MaF1,3,17,0.041365098746581
IVFSPEA2,MaF1,3,18,0.0410975189521996
IVFSPEA2,MaF1,3,19,0.0414425293038391
IVFSPEA2,MaF1,3,20,0.0409453581367461
IVFSPEA2,MaF1,3,21,0.0414356999178034
IVFSPEA2,MaF1,3,22,0.0426766926700596
IVFSPEA2,MaF1,3,23,0.0417824421268004
IVFSPEA2,MaF1,3,24,0.0417008193145045
IVFSPEA2,MaF1,3,25,0.0411290020138608
IVFSPEA2,MaF1,3,26,0.0420256385683302
IVFSPEA2,MaF1,3,27,0.042006484351271
IVFSPEA2,MaF1,3,28,0.0410546993665688
IVFSPEA2,MaF1,3,29,0.0406530705455715
IVFSPEA2,MaF1,3,30,0.0412992665228782
IVFSPEA2,MaF1,3,31,0.0414586808453464
IVFSPEA2,MaF1,3,32,0.0410260085717702
IVFSPEA2,MaF1,3,33,0.0414475951014476
IVFSPEA2,MaF1,3,34,0.0406039439421234
IVFSPEA2,MaF1,3,35,0.0409478758615015
IVFSPEA2,MaF1,3,36,0.0415349674352992
IVFSPEA2,MaF1,3,37,0.041578112776387
IVFSPEA2,MaF1,3,38,0.0413516623667777
IVFSPEA2,MaF1,3,39,0.0413166566655693
IVFSPEA2,MaF1,3,40,0.0417188475866481
IVFSPEA2,MaF1,3,41,0.0411781930033562
IVFSPEA2,MaF1,3,42,0.0411178100202682
IVFSPEA2,MaF1,3,43,0.0418095106241969
IVFSPEA2,MaF1,3,44,0.0400034251124839
IVFSPEA2,MaF1,3,45,0.0414327969349231
IVFSPEA2,MaF1,3,46,0.0415344801955731
IVFSPEA2,MaF1,3,47,0.0417611214708737
IVFSPEA2,MaF1,3,48,0.0413251956698567
IVFSPEA2,MaF1,3,49,0.0407615904722491
IVFSPEA2,MaF1,3,50,0.0411996514158283
IVFSPEA2,MaF1,3,51,0.0412571357561601
IVFSPEA2,MaF1,3,52,0.0416292363678716
IVFSPEA2,MaF1,3,53,0.0411593646920862
IVFSPEA2,MaF1,3,54,0.0412026477215625
IVFSPEA2,MaF1,3,55,0.0416325834299052
IVFSPEA2,MaF1,3,56,0.0411836499759955
IVFSPEA2,MaF1,3,57,0.0417353486739099
IVFSPEA2,MaF1,3,58,0.0414657145591371
IVFSPEA2,MaF1,3,59,0.0412194810088048
IVFSPEA2,MaF1,3,60,0.0412209845713057
IVFSPEA2ABL1C,MaF1,3,1,0.0414312067579948
IVFSPEA2ABL1C,MaF1,3,2,0.0414424755384471
IVFSPEA2ABL1C,MaF1,3,3,0.0408625512781094
IVFSPEA2ABL1C,MaF1,3,4,0.0416831727040219
IVFSPEA2ABL1C,MaF1,3,5,0.0409893720153164
IVFSPEA2ABL1C,MaF1,3,6,0.041843494649496
IVFSPEA2ABL1C,MaF1,3,7,0.0402500472766404
IVFSPEA2ABL1C,MaF1,3,8,0.0406261824513078
IVFSPEA2ABL1C,MaF1,3,9,0.0412252420111409
IVFSPEA2ABL1C,MaF1,3,10,0.0408446157145691
IVFSPEA2ABL1C,MaF1,3,11,0.0418635042734323
IVFSPEA2ABL1C,MaF1,3,12,0.0415599756244897
IVFSPEA2ABL1C,MaF1,3,13,0.0414835396811002
IVFSPEA2ABL1C,MaF1,3,14,0.0409986282423193
IVFSPEA2ABL1C,MaF1,3,15,0.042229899872006
IVFSPEA2ABL1C,MaF1,3,16,0.0419913401518856
IVFSPEA2ABL1C,MaF1,3,17,0.0415585088666469
IVFSPEA2ABL1C,MaF1,3,18,0.0420942562341836
IVFSPEA2ABL1C,MaF1,3,19,0.0409360898714868
IVFSPEA2ABL1C,MaF1,3,20,0.0406204996700983
IVFSPEA2ABL1C,MaF1,3,21,0.0418820308873253
IVFSPEA2ABL1C,MaF1,3,22,0.041386105135474
IVFSPEA2ABL1C,MaF1,3,23,0.0414160750513013
IVFSPEA2ABL1C,MaF1,3,24,0.0424205762141156
IVFSPEA2ABL1C,MaF1,3,25,0.0413519578880801
IVFSPEA2ABL1C,MaF1,3,26,0.0416208653314123
IVFSPEA2ABL1C,MaF1,3,27,0.0411176157760741
IVFSPEA2ABL1C,MaF1,3,28,0.0421447257321688
IVFSPEA2ABL1C,MaF1,3,29,0.0413189996968628
IVFSPEA2ABL1C,MaF1,3,30,0.0411932666256386
IVFSPEA2ABL1C,MaF1,3,31,0.0411026051851339
IVFSPEA2ABL1C,MaF1,3,32,0.041168856924256
IVFSPEA2ABL1C,MaF1,3,33,0.0411902156205381
IVFSPEA2ABL1C,MaF1,3,34,0.0422149303463904
IVFSPEA2ABL1C,MaF1,3,35,0.0410865218441328
IVFSPEA2ABL1C,MaF1,3,36,0.0414084619317588
IVFSPEA2ABL1C,MaF1,3,37,0.0408170082994933
IVFSPEA2ABL1C,MaF1,3,38,0.0411247599017949
IVFSPEA2ABL1C,MaF1,3,39,0.0414784708704572
IVFSPEA2ABL1C,MaF1,3,40,0.0412915587504101
IVFSPEA2ABL1C,MaF1,3,41,0.0409897684993406
IVFSPEA2ABL1C,MaF1,3,42,0.0413038661914944
IVFSPEA2ABL1C,MaF1,3,43,0.0409579939010384
IVFSPEA2ABL1C,MaF1,3,44,0.0407073310572149
IVFSPEA2ABL1C,MaF1,3,45,0.0414828438851457
IVFSPEA2ABL1C,MaF1,3,46,0.041109200769014
IVFSPEA2ABL1C,MaF1,3,47,0.0411609631731849
IVFSPEA2ABL1C,MaF1,3,48,0.041318235528295
IVFSPEA2ABL1C,MaF1,3,49,0.0410013483658217
IVFSPEA2ABL1C,MaF1,3,50,0.042119411125589
IVFSPEA2ABL1C,MaF1,3,51,0.0403891975085015
IVFSPEA2ABL1C,MaF1,3,52,0.0414115581764406
IVFSPEA2ABL1C,MaF1,3,53,0.0410592096769938
IVFSPEA2ABL1C,MaF1,3,54,0.041063521843041
IVFSPEA2ABL1C,MaF1,3,55,0.0415706480333
IVFSPEA2ABL1C,MaF1,3,56,0.0415674481290714
IVFSPEA2ABL1C,MaF1,3,57,0.040739077590851
IVFSPEA2ABL1C,MaF1,3,58,0.041550323559956
IVFSPEA2ABL1C,MaF1,3,59,0.0422718906263185
IVFSPEA2ABL1C,MaF1,3,60,0.0411054521413872
IVFSPEA2ABL4C,MaF1,3,1,0.0410634502268734
IVFSPEA2ABL4C,MaF1,3,2,0.0411773261265219
IVFSPEA2ABL4C,MaF1,3,3,0.0413023314290907
IVFSPEA2ABL4C,MaF1,3,4,0.0410411789350806
IVFSPEA2ABL4C,MaF1,3,5,0.0413335660197169
IVFSPEA2ABL4C,MaF1,3,6,0.0411645406458256
IVFSPEA2ABL4C,MaF1,3,7,0.0411924445604149
IVFSPEA2ABL4C,MaF1,3,8,0.0410919679993299
IVFSPEA2ABL4C,MaF1,3,9,0.0417191473682406
IVFSPEA2ABL4C,MaF1,3,10,0.0412487718895548
IVFSPEA2ABL4C,MaF1,3,11,0.0412882107028482
IVFSPEA2ABL4C,MaF1,3,12,0.0423796110535253
IVFSPEA2ABL4C,MaF1,3,13,0.0407144956906673
IVFSPEA2ABL4C,MaF1,3,14,0.0408717480056689
IVFSPEA2ABL4C,MaF1,3,15,0.0409487894698327
IVFSPEA2ABL4C,MaF1,3,16,0.0413219552956769
IVFSPEA2ABL4C,MaF1,3,17,0.040722251470315
IVFSPEA2ABL4C,MaF1,3,18,0.0420753647028659
IVFSPEA2ABL4C,MaF1,3,19,0.0412694618877306
IVFSPEA2ABL4C,MaF1,3,20,0.0421813078666823
IVFSPEA2ABL4C,MaF1,3,21,0.041158887705221
IVFSPEA2ABL4C,MaF1,3,22,0.0408706222665117
IVFSPEA2ABL4C,MaF1,3,23,0.0411518486071573
