Source,Config,Problem,M,D,Run,HV,Path
baseline,ARMOEA,WFG4,2,11,1,0.347187144003397,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_1.mat
baseline,ARMOEA,WFG4,2,11,11,0.347040155263698,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_11.mat
baseline,ARMOEA,WFG4,2,11,12,0.347097932292032,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_12.mat
baseline,ARMOEA,WFG4,2,11,13,0.347172564174226,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_13.mat
baseline,ARMOEA,WFG4,2,11,14,0.347188581879591,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_14.mat
baseline,ARMOEA,WFG4,2,11,19,0.347079110921129,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_19.mat
baseline,ARMOEA,WFG4,2,11,2,0.34720600955637,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_2.mat
baseline,ARMOEA,WFG4,2,11,20,0.347162251357275,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_20.mat
baseline,ARMOEA,WFG4,2,11,21,0.347206513424139,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_21.mat
baseline,ARMOEA,WFG4,2,11,22,0.347198073061724,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_22.mat
baseline,ARMOEA,WFG4,2,11,27,0.347201722335295,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_27.mat
baseline,ARMOEA,WFG4,2,11,28,0.347192078830263,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_28.mat
baseline,ARMOEA,WFG4,2,11,29,0.347199673983387,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_29.mat
baseline,ARMOEA,WFG4,2,11,3,0.347188334025981,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_3.mat
baseline,ARMOEA,WFG4,2,11,30,0.347199873054226,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_30.mat
baseline,ARMOEA,WFG4,2,11,35,0.347186166341256,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_35.mat
baseline,ARMOEA,WFG4,2,11,36,0.347184488174564,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_36.mat
baseline,ARMOEA,WFG4,2,11,37,0.347162875463952,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_37.mat
baseline,ARMOEA,WFG4,2,11,38,0.34719048909792,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_38.mat
baseline,ARMOEA,WFG4,2,11,4,0.347175148594961,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_4.mat
baseline,ARMOEA,WFG4,2,11,44,0.347198057153174,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_44.mat
baseline,ARMOEA,WFG4,2,11,45,0.347172082369167,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_45.mat
baseline,ARMOEA,WFG4,2,11,46,0.347186540802967,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_46.mat
baseline,ARMOEA,WFG4,2,11,5,0.347206512551577,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_5.mat
baseline,ARMOEA,WFG4,2,11,51,0.347213950186222,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_51.mat
baseline,ARMOEA,WFG4,2,11,52,0.347211218997922,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_52.mat
baseline,ARMOEA,WFG4,2,11,53,0.347200147457859,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_53.mat
baseline,ARMOEA,WFG4,2,11,54,0.347179118938943,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_54.mat
baseline,ARMOEA,WFG4,2,11,6,0.347195406497824,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/ARMOEA/ARMOEA_WFG4_M2_D11_6.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,1,0.842433631372671,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_1.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,10,0.842668672680079,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_10.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,11,0.842719216271064,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_11.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,12,0.842997807343037,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_12.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,13,0.84273698842151,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_13.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,14,0.842647701188648,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_14.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,15,0.842996492858803,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_15.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,16,0.842612112600635,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_16.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,17,0.842561104995473,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_17.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,18,0.842579461864562,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_18.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,19,0.842590249452399,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_19.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,2,0.842745846737775,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_2.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,20,0.842384690342283,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_20.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,21,0.842306883699466,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_21.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,22,0.842702063818166,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_22.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,23,0.842769526139015,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_23.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,24,0.842739084619188,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_24.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,25,0.84271615518275,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_25.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,26,0.842825999744497,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_26.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,27,0.842319873232262,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_27.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,28,0.842710394512342,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_28.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,29,0.842706850611172,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_29.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,3,0.842273877029623,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_3.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,30,0.842770231266333,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_30.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,31,0.840842858835226,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_31.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,32,0.842791484709949,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_32.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,33,0.842979023419774,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_33.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,34,0.842555158527848,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_34.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,35,0.842218400354924,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_35.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,36,0.842570131492363,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_36.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,37,0.842709003652566,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_37.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,38,0.842596545433998,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_38.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,39,0.842658735906813,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_39.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,4,0.842841025000225,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_4.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,40,0.842497731212115,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_40.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,41,0.842367716301357,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_41.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,42,0.842862131162954,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_42.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,43,0.84276068960552,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_43.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,44,0.842702380235597,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_44.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,45,0.842139570749191,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_45.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,46,0.842630446404288,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_46.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,47,0.842575913623892,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_47.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,48,0.842638046126632,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_48.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,49,0.842509045610909,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_49.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,5,0.842780767226738,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_5.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,50,0.842922581747217,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_50.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,51,0.842877744299968,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_51.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,52,0.842218943798166,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_52.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,53,0.842569926394244,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_53.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,54,0.84257157368077,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_54.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,55,0.842796809510347,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_55.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,56,0.842742129487066,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_56.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,57,0.842101613027986,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_57.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,58,0.842677493167535,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_58.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,59,0.841774206304769,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_59.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,6,0.842611363336977,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_6.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,60,0.84283025227457,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_60.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,7,0.842662543406469,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_7.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,8,0.842443490377977,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_8.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ1,3,7,9,0.842777673322932,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ1_M3_D7_9.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,1,0.557116467252023,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_1.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,10,0.556250168152195,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_10.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,11,0.558232928708626,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_11.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,12,0.558034881844897,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_12.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,13,0.556732431223813,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_13.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,14,0.556533805643594,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_14.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,15,0.558817211762732,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_15.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,16,0.557126919197151,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_16.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,17,0.558416415116158,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_17.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,18,0.557358216679477,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_18.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,19,0.557497026645719,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_19.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,2,0.556175618355308,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_2.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,20,0.557250708075758,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_20.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,21,0.555917361479054,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_21.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,22,0.557874281873009,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_22.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,23,0.558061419961488,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_23.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,24,0.557910541641927,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_24.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,25,0.557298732526861,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_25.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,26,0.555776885436865,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_26.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,27,0.55736640164615,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_27.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,28,0.554889380780022,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_28.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,29,0.557429021218172,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_29.mat
ablation_v2_phase2_live,IVFSPEA2_P2,DTLZ2,3,12,3,0.558040532495072,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_P2/IVFSPEA2_P2_DTLZ2_M3_D12_3.mat
