Problema,D,IVFSPEA2_median,IVFSPEA2_iqr,IVFSPEA2_q25,IVFSPEA2_q75,IVFSPEA2_std,MFOSPEA2_median,MFOSPEA2_iqr,MFOSPEA2_q25,MFOSPEA2_q75,MFOSPEA2_std,SPEA2SDE_median,SPEA2SDE_iqr,SPEA2SDE_q25,SPEA2SDE_q75,SPEA2SDE_std,NSGAII_median,NSGAII_iqr,NSGAII_q25,NSGAII_q75,NSGAII_std,NSGAIII_median,NSGAIII_iqr,NSGAIII_q25,NSGAIII_q75,NSGAIII_std,MOEAD_median,MOEAD_iqr,MOEAD_q25,MOEAD_q75,MOEAD_std,SPEA2_median,SPEA2_iqr,SPEA2_q25,SPEA2_q75,SPEA2_std
MaF4,D12,0.2396913285831179,0.0039675364355092335,0.23752582286999208,0.2414933593055013,0.0031068712039116226,0.2414993873206276,0.0038014393860393847,0.2396966961786729,0.24349813556471228,0.0033577467334636657,0.46282685934064705,0.12433284776370523,0.4195538610678605,0.5438867088315658,0.0884507064169586,0.29649007496526913,0.013170070271002476,0.28925779760592724,0.3024278678769297,0.009410367453170105,0.33845791379435,0.02354610773716359,0.32899455862079247,0.35254066635795606,0.021315843710838975,0.6819375791079487,0.03937003368990577,0.6638132846242444,0.7031833183141502,0.031079259026416887,0.24174674691034845,0.00449818422738385,0.23939065757253072,0.24388884179991457,0.0033757781657141562
MaF5,D12,1.491453329025987,1.7775640121556897,0.24316717296527288,2.0207311851209626,1.2596452773637514,0.24557445581834045,0.005329995143537158,0.24330587914580493,0.24863587428934208,0.7383739876407266,0.3733776253505528,0.3099364779590088,0.3581973253710913,0.6681338033301001,0.9779741287593541,0.30056859000416536,0.017271335332513404,0.2936121675762506,0.310883502908764,1.388013625956695,0.259786125537837,1.240016122325206,0.2597598833617647,1.4997760056869707,1.039513009015373,0.29656899549022214,0.00022353544087472255,0.29656721233220773,0.29679074777308245,0.9352032555344214,0.24704073000052046,1.2472481118215202,0.24430234094642134,1.4915504527679415,0.8552689372214001
MaF6,D12,0.004056639456277249,3.36161212878246e-05,0.004042655596457725,0.00407627171774555,2.91407575897586e-05,0.0040823679460615,4.766690001515011e-05,0.004054680367463275,0.004102347267478425,3.0637220266637434e-05,0.00957254512468265,0.0012735654135648498,0.009033725430794825,0.010307290844359674,0.0011112422676232449,0.00524368983533185,0.0003454881699564505,0.0050887431048915,0.00543423127484795,0.00027079596251939524,0.015183316733689549,0.002608912923183375,0.013871275603294,0.016480188526477375,0.0017119817688508213,0.0339304617647426,9.322254214197412e-07,0.033929767909428504,0.033930700134849924,3.856504386289634e-06,0.00408784178107915,3.954840522462505e-05,0.00406422182388275,0.004103770229107375,3.440570659882237e-05
MaF7,D22,0.05970470702682705,0.0015785293537237677,0.058931953944755755,0.06051048329847952,0.05159931112994525,0.060372522108945,0.002320746946003073,0.059094053968396704,0.06141480091439978,0.03724171937625277,0.0591613854596266,0.0038523663042394005,0.057440829172312725,0.061293195476552126,0.002644783922317653,0.07672079838664535,0.0065604970130516554,0.07411965650052305,0.0806801535135747,0.004960317591124137,0.07614004655976364,0.0051852282909667785,0.0734701288673362,0.07865535715830298,0.07752896184645154,0.1544458132032377,0.0013424843112725682,0.15405185220109271,0.15539433651236528,0.08334300062171485,0.060142089543766805,0.0017182072858293526,0.059297519233883524,0.061015726519712876,0.06266330186156037
WFG1,D12,0.15087134070826946,0.004687666660024459,0.14904329413577402,0.15373096079579848,0.003410646097184196,0.15193096584791282,0.004744846278698339,0.1500384935265394,0.15478333980523773,0.004613998066188588,0.17453213921250793,0.016998373858593374,0.16604878606645743,0.1830471599250508,0.01675606901190517,0.2228702496056215,0.013392364785875632,0.21720586731671754,0.23059823210259317,0.011042787802317234,0.147738799969767,0.002291679184444201,0.14714226513079337,0.14943394431523757,0.0035217150572061195,0.2284694302881385,0.0076256659472273,0.22481706884896177,0.23244273479618907,0.0054272426695696485,0.1526768295201431,0.005531819078798794,0.15019681448046365,0.15572863355926245,0.0037615375917727147
WFG2,D12,0.18000090553406378,0.008252644997512215,0.17603643623337048,0.1842890812308827,0.005884259749362672,0.1671405289019614,0.006173060351869486,0.16523857971777817,0.17141164006964765,0.004624816096802152,0.2056740903809648,0.013948043907996532,0.19845966139090393,0.21240770529890046,0.009981649149165168,0.22031547685472655,0.018848578255876963,0.2130455310212238,0.23189410927710077,0.013607579629556324,0.1645532126208069,0.001369838430546777,0.16393366948127744,0.16530350791182422,0.0012049143031457386,0.24023430242822935,0.0060594535364911495,0.23573687477447614,0.24179632831096728,0.01861703098655172,0.17260910683638342,0.005671924405893702,0.16893829060460297,0.17461021501049667,0.0046217075674386855
WFG3,D12,0.0892144435092519,0.010045374110322372,0.08453638541381685,0.09458175952413922,0.007328995858494791,0.1053047354048895,0.011040088197623948,0.09942297103826594,0.1104630592358899,0.008333919234012074,0.06437331755148795,0.008738482919381257,0.0606833606477777,0.06942184356715896,0.006337861551453603,0.08925073729323905,0.015721214200840203,0.0840894908322755,0.0998107050331157,0.016221523874269266,0.10528009350349546,0.015650913682593415,0.09784420050536155,0.11349511418795497,0.012149981372341669,0.15731126497847064,0.0012257648871574212,0.15673075350843724,0.15795651839559466,0.0025243995381803775,0.09621225998485865,0.009882659259035365,0.09195447824408323,0.1018371375031186,0.007578339556280022
WFG4,D12,0.2135854951699117,0.0032374147772397943,0.21143879638224009,0.21467621115947988,0.0023511216032790594,0.2153009529900436,0.0039059055055580827,0.2137720078179403,0.2176779133234984,0.002823633367514318,0.32229760228486937,0.01777197411212711,0.31242804325907036,0.3302000173711975,0.015436955907628544,0.2704227178776334,0.012465666931938457,0.2630769300838907,0.27554259701582917,0.009221265950551229,0.22092695655887945,7.310237110272344e-05,0.22088487237207285,0.22095797474317558,5.06326338301468e-05,0.2529909472113142,0.004235084470715522,0.2508869857496285,0.255122070220344,0.0035428328603426054,0.2151413485085322,0.0029120722483783334,0.21378060873739138,0.21669268098576971,0.0023467268690710538
WFG5,D12,0.22107870032986895,0.0023259863272073744,0.21993851681486842,0.2222645031420758,0.001840034544705023,0.2226020581620355,0.0025371389980535786,0.22131595587256142,0.223853094870615,0.0019772954957722306,0.33409897095384333,0.01876301316347151,0.32140247231470354,0.34016548547817504,0.013989856571719366,0.2772231451213558,0.012685748984232526,0.2731648607971553,0.2858506097813878,0.008742839406000432,0.22988152271605983,4.133890771379489e-05,0.22986548764681355,0.22990682655452735,3.3033634657774495e-05,0.2478257291306497,0.0031416089653893142,0.24622722178042897,0.24936883074581828,0.0022391741264419667,0.22277862221648798,0.002401668632670745,0.22170208390859308,0.22410375254126383,0.0019331623166570333
WFG6,D12,0.23927302995055338,0.01817879208752235,0.23090382978705648,0.24908262187457883,0.0138112982349543,0.2407494917309472,0.01353258395229659,0.23524336993563152,0.24877595388792811,0.011365577351104685,0.33859621931917117,0.02041440542750661,0.3311220045911651,0.3515364100186717,0.014217633704627558,0.30406883475670005,0.019922815369169955,0.2932132484320708,0.31313606380124076,0.01591930135191161,0.23784632539057088,0.012490258254288178,0.23210984794526834,0.24460010619955652,0.00879488021138931,0.27037406320404667,0.011082568692186712,0.26416108018145523,0.27524364887364194,0.013795081478062151,0.2389864657664892,0.013665041315765375,0.23326370661603557,0.24692874793180095,0.008989011466903693
WFG7,D12,0.2151100862458514,0.0032556594618149137,0.21350819299501972,0.21676385245683463,0.002421164992450955,0.21764019081566444,0.003980560796474825,0.21578571415250883,0.21976627494898365,0.0031796484131149153,0.3284821819337908,0.019869983551582926,0.3207378391382249,0.3406078226898078,0.015448103270502923,0.2780591827774198,0.011573656967111656,0.27202626260306384,0.2835999195701755,0.00931944966126043,0.2210733697044966,6.819882011041556e-05,0.22103845309766795,0.22110665191777837,8.985767915422246e-05,0.29100917169324214,0.024497910693663805,0.28438843117958457,0.30888634187324837,0.023289231524905633,0.2174471493590051,0.00409816348446379,0.21478556052083894,0.21888372400530273,0.0027236032259058177
WFG8,D12,0.29327891134369694,0.005835181023080782,0.29009831406585623,0.295933495088937,0.004942541578123089,0.2982335448004947,0.005749127777086083,0.29502012661726756,0.30076925439435365,0.0041409887098371335,0.3570224122258209,0.016803253241061022,0.34944821334527987,0.3662514665863409,0.01354864860536253,0.37304708287536303,0.016718128206333394,0.3643954293663359,0.3811135575726693,0.013572981628321042,0.2793427253399977,0.0038829563330130545,0.2775813490772193,0.2814643054102324,0.003283905303273257,0.3033411126717248,0.006589463442237986,0.3009764648192721,0.3075659282615101,0.004234822963683099,0.2953325070383168,0.006847791595951003,0.29159141805926514,0.29843920965521614,0.004610137804623473
WFG9,D12,0.21231107205840175,0.005468922183722025,0.21007325251898604,0.21554217470270806,0.02385876442372932,0.2172461358789119,0.004644196467850664,0.21534185218821475,0.2199860486560654,0.01792620902719325,0.3119012838008608,0.014308333016936348,0.3053674339537868,0.31967576697072314,0.013673981395266729,0.27302562403174135,0.013935699422003012,0.2653348169186698,0.2792705163406728,0.01107304642604241,0.2216651971973702,0.0013107336006955572,0.22089434486697548,0.22220507846767104,0.0010179135459174068,0.25590499863278293,0.020586440368902753,0.2491512513212726,0.26973769169017536,0.021667248364779183,0.21669015655860155,0.004922335171362979,0.21427797728768105,0.21920031245904403,0.003351344295088608
