Problema,D,IVFSPEA2_median,IVFSPEA2_iqr,IVFSPEA2_q25,IVFSPEA2_q75,IVFSPEA2_std,MFOSPEA2_median,MFOSPEA2_iqr,MFOSPEA2_q25,MFOSPEA2_q75,MFOSPEA2_std,SPEA2SDE_median,SPEA2SDE_iqr,SPEA2SDE_q25,SPEA2SDE_q75,SPEA2SDE_std,NSGAII_median,NSGAII_iqr,NSGAII_q25,NSGAII_q75,NSGAII_std,NSGAIII_median,NSGAIII_iqr,NSGAIII_q25,NSGAIII_q75,NSGAIII_std,MOEAD_median,MOEAD_iqr,MOEAD_q25,MOEAD_q75,MOEAD_std,SPEA2_median,SPEA2_iqr,SPEA2_q25,SPEA2_q75,SPEA2_std
DTLZ1,D7,0.02010217270250425,0.00017693703928347432,0.02001365361284585,0.020190590652129324,0.00014357280787139452,0.0201623250418378,0.0001686739553276237,0.020090439441837925,0.02025911339716555,0.000147357953382658,0.02056576133391105,0.00032810142921605237,0.020422675510454423,0.020750776939670475,0.0002841919562694055,0.02677278492018135,0.0014825369471722742,0.0262362027605666,0.027718739707738874,0.0014275517494117013,0.0205633411662313,1.2900850578423384e-05,0.020557818433055576,0.020570719283634,2.0605663487937755e-05,0.02056135012393715,9.80045403712812e-06,0.020558125545659098,0.020567925999696226,1.1153533923121849e-05,0.020106094205993748,0.00016918237626587646,0.0200314400209574,0.020200622397223277,0.00015869449267803286
DTLZ2,D12,0.05381333342733415,0.0005705235823285498,0.05354130452033502,0.05411182810266357,0.0004830712533458868,0.05420355921561335,0.0008392824758844536,0.05382441858220542,0.054663701058089875,0.0005591564246972575,0.07679059798377649,0.002990387075760728,0.07524388356452362,0.07823427064028435,0.0023584165771373977,0.06870394238123775,0.0032437317469237448,0.06723886981162133,0.07048260155854508,0.002891450950625043,0.054464163201420196,6.446463174450412e-07,0.05446390346157138,0.054464548107888824,5.958881450157401e-07,0.0544638767893206,1.924585788723454e-07,0.05446378156336507,0.054463974021943945,1.6724405792344128e-07,0.05424000057341885,0.0007208910619057457,0.05390523516712198,0.054626126229027724,0.00044838098913654075
DTLZ3,D12,0.0531049893310859,0.0006694408729093493,0.052774652652788176,0.053444093525697525,0.0005177444658525484,0.0534846353146662,0.0007737415198017794,0.0530484682143125,0.05382220973411428,0.0005548961207976925,0.0755317553805092,0.0033678651390073727,0.07423512125845484,0.07760298639746221,0.002927716236055351,0.0691456099017772,0.004464724468609099,0.06687086364167685,0.07133558811028595,0.002920904890944007,0.054626032638007,0.0002546797799173259,0.054532277577588176,0.0547869573575055,0.00022097036906071062,0.05461472552025225,0.00021257307011780108,0.05453110018245212,0.05474367325256992,0.0004437703620808163,0.0532882754632287,0.0005943586748287516,0.053018576341825274,0.053612935016654026,0.0006358427791887056
DTLZ4,D12,0.5408220150702387,0.48677018528247323,0.054064152550381175,0.5408343378328544,0.2877162703034568,0.054885707898693,0.001009686197041476,0.05445274221916362,0.0554624284162051,0.21014282866787332,0.07898530987505226,0.006557780932811716,0.07589341019110499,0.0824511911239167,0.23293549954533901,0.06774802901340615,0.0022970841664905067,0.0662453283270973,0.0685424124935878,0.001760673897390453,0.0544676524331259,3.440262803894312e-05,0.054464960929091755,0.0544993635571307,0.23380901272318733,0.0544639212632251,0.48707108924656084,0.05446370063927783,0.5415347898858387,0.23408866788756955,0.0549836185510664,0.4862905805951442,0.05454439010768272,0.5408349707028269,0.24852816232266353
DTLZ5,D12,0.0042938634270194,0.00010009007466240012,0.004239400523490175,0.004339490598152575,9.437038010266418e-05,0.0044039978933984,0.00013003939069029975,0.00434036135680105,0.0044704007474913494,0.00012105878635000474,0.0098391182050315,0.0015709061674857496,0.008978946473266525,0.010549852640752274,0.0012173525320545266,0.00580258983838335,0.0003551008505202997,0.005603907471304125,0.005959008321824425,0.0003145069980467443,0.01285259187223145,0.0021113059308248243,0.01167719714858015,0.013788503079404974,0.001789735617487698,0.033907354223825,1.305839281065535e-05,0.0338997193262809,0.033912777719091555,9.976141615986156e-06,0.0044071630883601495,0.00014412795123009987,0.0043541130584094,0.0044982410096395,0.00011723647936334635
DTLZ6,D12,0.00406567149387055,5.711127750379977e-05,0.00404121245557005,0.00409832373307385,3.6652571818401685e-05,0.0040842405769659,3.902585912822498e-05,0.00406943776145605,0.004108463620584275,3.147587655520522e-05,0.009669884557958551,0.0016289290139510013,0.008630655173832824,0.010259584187783825,0.0011484637055814593,0.00583142701845205,0.0003875177872765751,0.005633902012291125,0.0060214197995677,0.00031245508258403174,0.0182143345653526,0.0024576136336932237,0.017359877825182002,0.019817491458875226,0.002688455797735079,0.03392486463132155,3.6979176196508257e-06,0.0339228846573946,0.03392658257501425,3.821633189254409e-06,0.004082885816618,3.402419473542539e-05,0.004066059539049575,0.004100083733785001,2.3868547324556495e-05
DTLZ7,D22,0.059883833270718695,0.0015563918229931015,0.05897821235570755,0.06053460417870065,0.07177516255128243,0.06043389701158275,0.0016982429927665174,0.059583024358409106,0.061281267351175624,0.0014635272240859476,0.0599274834140841,0.006001065865868113,0.05779768733434733,0.06379875320021544,0.07658328488407759,0.07720538834936855,0.005731179128812894,0.07500961678084538,0.08074079590965827,0.03522861812109481,0.0759067963323159,0.004958361548830531,0.07336818931431645,0.07832655086314698,0.03882267280608052,0.1543965015457803,0.002279637109998539,0.153963546472223,0.15624318358222153,0.180250788522903,0.060587852895987296,0.0017829835267960045,0.05964737212282437,0.06143035564962038,0.06248835342452115
MaF1,D12,0.0412800376660796,0.0006045278433107967,0.040972514317494726,0.04157704216080552,0.00044374618906474993,0.0419005365186855,0.0005429910184176559,0.04163917403040392,0.04218216504882158,0.0004330118203114553,0.0420327915090101,0.0008939329611346997,0.04172452597167248,0.04261845893280718,0.0006269816095530036,0.05713972027360595,0.0034303415433481962,0.055729191328421426,0.05915953287176962,0.0027139806428014487,0.060658443121920855,0.002630704101754852,0.05936578111117085,0.0619964852129257,0.0016896948275918213,0.070475224428483,5.464823369522032e-07,0.07047496030919187,0.07047550679152882,6.198704966915152e-07,0.0417234503887379,0.0005544922849228459,0.041457941146259655,0.0420124334311825,0.00044111794881446096
MaF2,D12,0.0317532512097229,0.0019226080927361756,0.030822456381198324,0.0327450644739345,0.0014055299202834965,0.03085736397527995,0.0013748676184361028,0.0302389262778816,0.0316137938963177,0.0009792924986328335,0.031193341492370102,0.0007859963099402754,0.03077160214214485,0.031557598452085125,0.0005778023615432003,0.0456370853382143,0.0046998449341568785,0.04331039121020925,0.04801023614436613,0.0028287010044116324,0.03597193761596065,0.0006484937138439215,0.03561867848674163,0.03626717220058555,0.0006630068135674285,0.0388615418625447,0.0007676620863665967,0.0385199084280482,0.039287570514414796,0.0005446747215609082,0.03233035843814765,0.0014334316657582807,0.031459804692756096,0.03289323635851438,0.0010901140935514822
MaF3,D12,0.0326085586482021,0.0005396120770369481,0.03234412425242528,0.032883736329462225,0.0005301967826308181,0.0333824457835701,0.001002167871201727,0.03301832126472137,0.0340204891359231,0.0010624024881751557,0.059137124981374495,0.009232171273624072,0.0536694159568492,0.06290158723047327,0.007161073242121232,0.0564028663604044,0.020563935523104808,0.04953847315554672,0.07010240867865153,0.366131494299141,0.0469560478660028,0.0009534179124105271,0.04659469325884937,0.0475481111712599,0.000720784885770815,0.0522602748534685,0.0021426608995528465,0.050891670196651174,0.05303433109620402,0.0019040349466483077,0.033261271718658,0.0007648754535335769,0.032971129864722525,0.0337360053182561,0.0007534967579640848
