Source,Config,Problem,M,D,Run,HasHV,HV,HasIGD,IGD,Path
sensitivity,IVFSPEA2,ZDT1,2,30,24,1,0.719974975497688,1,0.00396145963518677,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_24.mat
sensitivity,IVFSPEA2,ZDT1,2,30,25,1,0.719753137202354,1,0.00401286928968568,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_25.mat
sensitivity,IVFSPEA2,ZDT1,2,30,26,1,0.719816268229131,1,0.00396480245645906,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_26.mat
sensitivity,IVFSPEA2,ZDT1,2,30,27,1,0.719435081543158,1,0.00417121866070964,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_27.mat
sensitivity,IVFSPEA2,ZDT1,2,30,28,1,0.719954268687469,1,0.0040123843149004,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_28.mat
sensitivity,IVFSPEA2,ZDT1,2,30,29,1,0.719695134993932,1,0.00399687643532368,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_29.mat
sensitivity,IVFSPEA2,ZDT1,2,30,3,1,0.719718504082507,1,0.00409392948099547,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_3.mat
sensitivity,IVFSPEA2,ZDT1,2,30,30,1,0.719743935691223,1,0.00414857700591197,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_30.mat
sensitivity,IVFSPEA2,ZDT1,2,30,4,1,0.719301870564994,1,0.00412130262003562,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_4.mat
sensitivity,IVFSPEA2,ZDT1,2,30,5,1,0.719835783735338,1,0.00407676425129566,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_5.mat
sensitivity,IVFSPEA2,ZDT1,2,30,6,1,0.719723719117629,1,0.00401757245638024,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_6.mat
sensitivity,IVFSPEA2,ZDT1,2,30,7,1,0.719537078166089,1,0.00402335950609559,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_7.mat
sensitivity,IVFSPEA2,ZDT1,2,30,8,1,0.720109924541507,1,0.00393456592935029,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_8.mat
sensitivity,IVFSPEA2,ZDT1,2,30,9,1,0.720068990496651,1,0.00388896386944652,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.05_ZDT1_M2/IVFSPEA2_ZDT1_M2_D30_9.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,1,1,0.831309763328153,1,0.0221065355592052,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_1.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,10,1,0.838996598649019,1,0.0203392183803675,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_10.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,11,1,0.829253919881222,1,0.0231041589031023,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_11.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,12,1,0.83852379296825,1,0.0206066361123627,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_12.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,13,1,0.839159198226698,1,0.0207186213804566,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_13.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,14,1,0.839459461758389,1,0.0205809469016542,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_14.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,15,1,0.839120698891462,1,0.020564959003198,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_15.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,16,1,0.840185452573544,1,0.0202602972852562,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_16.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,17,1,0.842223556660456,1,0.0202024800346234,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_17.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,18,1,0.835813658978258,1,0.0209824611050423,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_18.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,19,1,0.837482255698089,1,0.0208063856971743,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_19.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,2,1,0.840261067456921,1,0.020439577263015,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_2.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,20,1,0.840804425142576,1,0.0203340358338183,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_20.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,21,1,0.834293755372231,1,0.0214751065671612,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_21.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,22,1,0.841482441812141,1,0.0203996547620845,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_22.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,23,1,0.840115905464535,1,0.020405858678243,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_23.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,24,1,0.83552321482994,1,0.0212727455238814,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_24.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,25,1,0.83025794035444,1,0.0227703400921735,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_25.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,26,1,0.839617691700506,1,0.0204967506175722,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_26.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,27,1,0.840473048149344,1,0.0203643381453553,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_27.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,28,1,0.829369226061515,1,0.0228681242954082,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_28.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,29,1,0.839505801457749,1,0.0203226094090348,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_29.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,3,1,0.841698991203636,1,0.0201417587120293,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_3.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,30,1,0.840829179458417,1,0.0201462691513196,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_30.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,4,1,0.841570773921846,1,0.0202317228029348,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_4.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,5,1,0.830482616551032,1,0.0225436942437873,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_5.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,6,1,0.835815784712417,1,0.0210502791713781,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_6.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,7,1,0.839756050206544,1,0.0205748526330902,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_7.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,8,1,0.839766246030378,1,0.0203777235778665,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_8.mat
sensitivity,IVFSPEA2,DTLZ1,3,7,9,1,0.83431127946896,1,0.0217128759235152,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_DTLZ1_M3/IVFSPEA2_DTLZ1_M3_D7_9.mat
sensitivity,IVFSPEA2,MaF1,3,12,1,1,0.218240468755077,1,0.0411809704749911,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_1.mat
sensitivity,IVFSPEA2,MaF1,3,12,10,1,0.218797132733736,1,0.0416462717558327,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_10.mat
sensitivity,IVFSPEA2,MaF1,3,12,11,1,0.219231586108331,1,0.040949832985008,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_11.mat
sensitivity,IVFSPEA2,MaF1,3,12,12,1,0.218765144491752,1,0.0414452214587704,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_12.mat
sensitivity,IVFSPEA2,MaF1,3,12,13,1,0.216143783799114,1,0.0430573034666867,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_13.mat
sensitivity,IVFSPEA2,MaF1,3,12,14,1,0.219076859221705,1,0.0410013035420181,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_14.mat
sensitivity,IVFSPEA2,MaF1,3,12,15,1,0.219072238680515,1,0.041418403930816,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_15.mat
sensitivity,IVFSPEA2,MaF1,3,12,16,1,0.220148617156524,1,0.0408635746269748,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_16.mat
sensitivity,IVFSPEA2,MaF1,3,12,17,1,0.218447276796682,1,0.0419920419866933,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_17.mat
sensitivity,IVFSPEA2,MaF1,3,12,18,1,0.217999994763559,1,0.0415051340224597,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_18.mat
sensitivity,IVFSPEA2,MaF1,3,12,19,1,0.218070762164899,1,0.0418401471320903,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_19.mat
sensitivity,IVFSPEA2,MaF1,3,12,2,1,0.21747508484646,1,0.041917614399645,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_2.mat
sensitivity,IVFSPEA2,MaF1,3,12,20,1,0.218491471361849,1,0.0423671185340766,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_20.mat
sensitivity,IVFSPEA2,MaF1,3,12,21,1,0.219138056307712,1,0.0411179529772973,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_21.mat
sensitivity,IVFSPEA2,MaF1,3,12,22,1,0.218341825623747,1,0.0415865989911051,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_22.mat
sensitivity,IVFSPEA2,MaF1,3,12,23,1,0.219476611755277,1,0.0411930378840197,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_23.mat
sensitivity,IVFSPEA2,MaF1,3,12,24,1,0.218080433510204,1,0.0421096453019941,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_24.mat
sensitivity,IVFSPEA2,MaF1,3,12,25,1,0.217981099974534,1,0.0420970237354501,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_25.mat
sensitivity,IVFSPEA2,MaF1,3,12,26,1,0.219866701949592,1,0.041374053014081,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_26.mat
sensitivity,IVFSPEA2,MaF1,3,12,27,1,0.219192957871537,1,0.0418333727440188,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_27.mat
sensitivity,IVFSPEA2,MaF1,3,12,28,1,0.219017090744071,1,0.0416817596646129,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_28.mat
sensitivity,IVFSPEA2,MaF1,3,12,29,1,0.217913063761815,1,0.0416758186174661,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_29.mat
sensitivity,IVFSPEA2,MaF1,3,12,3,1,0.218792042969769,1,0.0419489689517768,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_3.mat
sensitivity,IVFSPEA2,MaF1,3,12,30,1,0.21956513604016,1,0.0412846666188614,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_30.mat
sensitivity,IVFSPEA2,MaF1,3,12,4,1,0.218451981240281,1,0.04179766294328,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_4.mat
sensitivity,IVFSPEA2,MaF1,3,12,5,1,0.217969139515026,1,0.0421850917455922,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_5.mat
sensitivity,IVFSPEA2,MaF1,3,12,6,1,0.218214506638555,1,0.0418266280029844,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_6.mat
sensitivity,IVFSPEA2,MaF1,3,12,7,1,0.217915004771769,1,0.0413718827904548,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_7.mat
sensitivity,IVFSPEA2,MaF1,3,12,8,1,0.217728337782218,1,0.0415359077110079,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_8.mat
sensitivity,IVFSPEA2,MaF1,3,12,9,1,0.218953221639862,1,0.0411254563036593,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_MaF1_M3/IVFSPEA2_MaF1_M3_D12_9.mat
sensitivity,IVFSPEA2,WFG4,2,11,1,1,0.346188301891786,1,0.013349210245489,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_1.mat
sensitivity,IVFSPEA2,WFG4,2,11,10,1,0.345757726914124,1,0.0139364168782611,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_10.mat
sensitivity,IVFSPEA2,WFG4,2,11,11,1,0.346465755664286,1,0.0130245021545619,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_11.mat
sensitivity,IVFSPEA2,WFG4,2,11,12,1,0.346516306164782,1,0.0133106717311734,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_12.mat
sensitivity,IVFSPEA2,WFG4,2,11,13,1,0.346332645709939,1,0.0135660225174041,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_13.mat
sensitivity,IVFSPEA2,WFG4,2,11,14,1,0.346272284467074,1,0.0133196126523528,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_14.mat
sensitivity,IVFSPEA2,WFG4,2,11,15,1,0.346109639783983,1,0.0132772671921789,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_15.mat
sensitivity,IVFSPEA2,WFG4,2,11,16,1,0.346479663626621,1,0.0130794048020083,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_16.mat
sensitivity,IVFSPEA2,WFG4,2,11,17,1,0.346486226882452,1,0.0132474014527603,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_17.mat
sensitivity,IVFSPEA2,WFG4,2,11,18,1,0.345722021586328,1,0.0141434659150328,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_18.mat
sensitivity,IVFSPEA2,WFG4,2,11,19,1,0.346302991279197,1,0.0134494860342302,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_19.mat
sensitivity,IVFSPEA2,WFG4,2,11,2,1,0.34635429200666,1,0.0130775350138971,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_2.mat
sensitivity,IVFSPEA2,WFG4,2,11,20,1,0.346123847249827,1,0.0136425964334871,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_20.mat
sensitivity,IVFSPEA2,WFG4,2,11,21,1,0.345873748118157,1,0.0134624040211759,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_21.mat
sensitivity,IVFSPEA2,WFG4,2,11,22,1,0.346653221918282,1,0.0133097784681057,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_22.mat
sensitivity,IVFSPEA2,WFG4,2,11,23,1,0.346037748440918,1,0.0133847605245217,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_23.mat
sensitivity,IVFSPEA2,WFG4,2,11,24,1,0.346013171706214,1,0.0132562843149855,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_24.mat
sensitivity,IVFSPEA2,WFG4,2,11,25,1,0.346092328922761,1,0.013445805200536,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_25.mat
sensitivity,IVFSPEA2,WFG4,2,11,26,1,0.346293056854175,1,0.0135390631463274,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_26.mat
sensitivity,IVFSPEA2,WFG4,2,11,27,1,0.346146236658861,1,0.0143560681882956,/home/pedro/desenvolvimento/ivfspea2/src/matlab/lib/PlatEMO/Data/legacy/IVFSPEA2_R0.0000_C0.07_WFG4_M2/IVFSPEA2_WFG4_M2_D11_27.mat
