Algorithm,Problem,M,D,Run,HasHV,HV,Path
AGEMOEAII,DTLZ7,3,22,50,1,0.279405288685817,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_50.mat
AGEMOEAII,DTLZ7,3,22,51,1,0.277937033319827,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_51.mat
AGEMOEAII,DTLZ7,3,22,52,1,0.278860202761931,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_52.mat
AGEMOEAII,DTLZ7,3,22,53,1,0.279567210021757,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_53.mat
AGEMOEAII,DTLZ7,3,22,54,1,0.277839903805136,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_54.mat
AGEMOEAII,DTLZ7,3,22,55,1,0.278859128548404,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_55.mat
AGEMOEAII,DTLZ7,3,22,56,1,0.278679416806174,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_56.mat
AGEMOEAII,DTLZ7,3,22,57,1,0.279670795798404,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_57.mat
AGEMOEAII,DTLZ7,3,22,58,1,0.278272055645557,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_58.mat
AGEMOEAII,DTLZ7,3,22,59,1,0.277766414596881,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_59.mat
AGEMOEAII,DTLZ7,3,22,6,1,0.278203658944416,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_6.mat
AGEMOEAII,DTLZ7,3,22,60,1,0.278666774224518,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_60.mat
AGEMOEAII,DTLZ7,3,22,61,1,0.279608287348652,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_61.mat
AGEMOEAII,DTLZ7,3,22,62,1,0.278867765838403,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_62.mat
AGEMOEAII,DTLZ7,3,22,63,1,0.279764449453961,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_63.mat
AGEMOEAII,DTLZ7,3,22,64,1,0.243402804911945,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_64.mat
AGEMOEAII,DTLZ7,3,22,65,1,0.279094145042235,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_65.mat
AGEMOEAII,DTLZ7,3,22,66,1,0.243199675460406,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_66.mat
AGEMOEAII,DTLZ7,3,22,67,1,0.278281493080969,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_67.mat
AGEMOEAII,DTLZ7,3,22,68,1,0.277967101846053,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_68.mat
AGEMOEAII,DTLZ7,3,22,69,1,0.278884945775554,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_69.mat
AGEMOEAII,DTLZ7,3,22,7,1,0.243743019286351,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_7.mat
AGEMOEAII,DTLZ7,3,22,70,1,0.279043918975903,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_70.mat
AGEMOEAII,DTLZ7,3,22,71,1,0.279632034292204,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_71.mat
AGEMOEAII,DTLZ7,3,22,72,1,0.279825691493451,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_72.mat
AGEMOEAII,DTLZ7,3,22,73,1,0.279011315724678,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_73.mat
AGEMOEAII,DTLZ7,3,22,74,1,0.279430960787654,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_74.mat
AGEMOEAII,DTLZ7,3,22,75,1,0.27781378245027,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_75.mat
AGEMOEAII,DTLZ7,3,22,76,1,0.279287794283098,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_76.mat
AGEMOEAII,DTLZ7,3,22,77,1,0.243799157333363,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_77.mat
AGEMOEAII,DTLZ7,3,22,78,1,0.275965593081114,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_78.mat
AGEMOEAII,DTLZ7,3,22,79,1,0.27904156251422,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_79.mat
AGEMOEAII,DTLZ7,3,22,8,1,0.278540033666142,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_8.mat
AGEMOEAII,DTLZ7,3,22,80,1,0.278230012382747,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_80.mat
AGEMOEAII,DTLZ7,3,22,81,1,0.278874254483566,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_81.mat
AGEMOEAII,DTLZ7,3,22,82,1,0.278145291818593,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_82.mat
AGEMOEAII,DTLZ7,3,22,83,1,0.278534406736263,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_83.mat
AGEMOEAII,DTLZ7,3,22,84,1,0.278881697159504,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_84.mat
AGEMOEAII,DTLZ7,3,22,85,1,0.279076425581908,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_85.mat
AGEMOEAII,DTLZ7,3,22,86,1,0.279048624582994,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_86.mat
AGEMOEAII,DTLZ7,3,22,87,1,0.278961982173253,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_87.mat
AGEMOEAII,DTLZ7,3,22,88,1,0.278688108817667,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_88.mat
AGEMOEAII,DTLZ7,3,22,89,1,0.278646271493078,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_89.mat
AGEMOEAII,DTLZ7,3,22,9,1,0.278523200810357,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_9.mat
AGEMOEAII,DTLZ7,3,22,90,1,0.279005625087217,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_90.mat
AGEMOEAII,DTLZ7,3,22,91,1,0.278486392486039,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_91.mat
AGEMOEAII,DTLZ7,3,22,92,1,0.279743181128476,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_92.mat
AGEMOEAII,DTLZ7,3,22,93,1,0.279809150647222,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_93.mat
AGEMOEAII,DTLZ7,3,22,94,1,0.278662409401839,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_94.mat
AGEMOEAII,DTLZ7,3,22,95,1,0.277593075930756,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_95.mat
AGEMOEAII,DTLZ7,3,22,96,1,0.27897871084557,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_96.mat
AGEMOEAII,DTLZ7,3,22,97,1,0.279558945987156,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_97.mat
AGEMOEAII,DTLZ7,3,22,98,1,0.27815134916477,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_98.mat
AGEMOEAII,DTLZ7,3,22,99,1,0.24358512250993,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_DTLZ7_M3_D22_99.mat
AGEMOEAII,MaF1,2,11,1,1,0.581880656504315,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_1.mat
AGEMOEAII,MaF1,2,11,10,1,0.582014381453938,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_10.mat
AGEMOEAII,MaF1,2,11,100,1,0.582057452711812,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_100.mat
AGEMOEAII,MaF1,2,11,11,1,0.581917114729593,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_11.mat
AGEMOEAII,MaF1,2,11,12,1,0.581959709832101,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_12.mat
AGEMOEAII,MaF1,2,11,13,1,0.582013407615326,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_13.mat
AGEMOEAII,MaF1,2,11,14,1,0.582052281916701,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_14.mat
AGEMOEAII,MaF1,2,11,15,1,0.582009740151086,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_15.mat
AGEMOEAII,MaF1,2,11,16,1,0.582157997717826,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_16.mat
AGEMOEAII,MaF1,2,11,17,1,0.58201731558717,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_17.mat
AGEMOEAII,MaF1,2,11,18,1,0.581893210998391,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_18.mat
AGEMOEAII,MaF1,2,11,19,1,0.58210553572892,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_19.mat
AGEMOEAII,MaF1,2,11,2,1,0.581975453786607,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_2.mat
AGEMOEAII,MaF1,2,11,20,1,0.582118443929069,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_20.mat
AGEMOEAII,MaF1,2,11,21,1,0.581932077595736,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_21.mat
AGEMOEAII,MaF1,2,11,22,1,0.581991452453829,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_22.mat
AGEMOEAII,MaF1,2,11,23,1,0.582006026760899,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_23.mat
AGEMOEAII,MaF1,2,11,24,1,0.581915888182029,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_24.mat
AGEMOEAII,MaF1,2,11,25,1,0.581786386682031,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_25.mat
AGEMOEAII,MaF1,2,11,26,1,0.582040231858592,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_26.mat
AGEMOEAII,MaF1,2,11,27,1,0.582119933087436,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_27.mat
AGEMOEAII,MaF1,2,11,28,1,0.581982902156308,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_28.mat
AGEMOEAII,MaF1,2,11,29,1,0.581918890433449,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_29.mat
AGEMOEAII,MaF1,2,11,3,1,0.581938288179181,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_3.mat
AGEMOEAII,MaF1,2,11,30,1,0.582041023842927,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_30.mat
AGEMOEAII,MaF1,2,11,31,1,0.581888449229329,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_31.mat
AGEMOEAII,MaF1,2,11,32,1,0.582204957712174,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_32.mat
AGEMOEAII,MaF1,2,11,33,1,0.582040156496736,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_33.mat
AGEMOEAII,MaF1,2,11,34,1,0.581993004872446,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_34.mat
AGEMOEAII,MaF1,2,11,35,1,0.58183723226058,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_35.mat
AGEMOEAII,MaF1,2,11,36,1,0.582179230467222,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_36.mat
AGEMOEAII,MaF1,2,11,37,1,0.582088912485181,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_37.mat
AGEMOEAII,MaF1,2,11,38,1,0.581656853408862,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_38.mat
AGEMOEAII,MaF1,2,11,39,1,0.581986870816277,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_39.mat
AGEMOEAII,MaF1,2,11,4,1,0.582015040931505,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_4.mat
AGEMOEAII,MaF1,2,11,40,1,0.582122981485376,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_40.mat
AGEMOEAII,MaF1,2,11,41,1,0.582189809809026,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_41.mat
AGEMOEAII,MaF1,2,11,42,1,0.581435755714386,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_42.mat
AGEMOEAII,MaF1,2,11,43,1,0.581741919342531,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_43.mat
AGEMOEAII,MaF1,2,11,44,1,0.581908021120511,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_44.mat
AGEMOEAII,MaF1,2,11,45,1,0.582009737771892,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_45.mat
AGEMOEAII,MaF1,2,11,46,1,0.581848614812248,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_46.mat
AGEMOEAII,MaF1,2,11,47,1,0.582191868806165,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_47.mat
AGEMOEAII,MaF1,2,11,48,1,0.582144101115186,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_48.mat
AGEMOEAII,MaF1,2,11,49,1,0.582154639916678,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_49.mat
AGEMOEAII,MaF1,2,11,5,1,0.581855336911584,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_5.mat
AGEMOEAII,MaF1,2,11,50,1,0.582102373643934,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_50.mat
AGEMOEAII,MaF1,2,11,51,1,0.582078124796498,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_51.mat
AGEMOEAII,MaF1,2,11,52,1,0.581980554855936,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_52.mat
AGEMOEAII,MaF1,2,11,53,1,0.582051106943786,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_53.mat
AGEMOEAII,MaF1,2,11,54,1,0.581910695578884,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_54.mat
AGEMOEAII,MaF1,2,11,55,1,0.582131176696467,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_55.mat
AGEMOEAII,MaF1,2,11,56,1,0.581909374179091,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_56.mat
AGEMOEAII,MaF1,2,11,57,1,0.582080062205526,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_57.mat
AGEMOEAII,MaF1,2,11,58,1,0.582078318298687,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_58.mat
AGEMOEAII,MaF1,2,11,59,1,0.581968628197918,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_59.mat
AGEMOEAII,MaF1,2,11,6,1,0.582038179526783,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_6.mat
AGEMOEAII,MaF1,2,11,60,1,0.581970419128451,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_60.mat
AGEMOEAII,MaF1,2,11,61,1,0.58209314891327,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_61.mat
AGEMOEAII,MaF1,2,11,62,1,0.581781814052858,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_62.mat
AGEMOEAII,MaF1,2,11,63,1,0.5820315483505,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_63.mat
AGEMOEAII,MaF1,2,11,64,1,0.582048142717092,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_64.mat
AGEMOEAII,MaF1,2,11,65,1,0.582121502034909,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_65.mat
AGEMOEAII,MaF1,2,11,66,1,0.582035920981713,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_66.mat
AGEMOEAII,MaF1,2,11,67,1,0.582094884120382,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_67.mat
AGEMOEAII,MaF1,2,11,68,1,0.582008211745972,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_68.mat
AGEMOEAII,MaF1,2,11,69,1,0.582039518036609,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_69.mat
AGEMOEAII,MaF1,2,11,7,1,0.582000842547137,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_7.mat
AGEMOEAII,MaF1,2,11,70,1,0.582012505409267,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_70.mat
AGEMOEAII,MaF1,2,11,71,1,0.581931539058422,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_71.mat
AGEMOEAII,MaF1,2,11,72,1,0.582082227941741,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_72.mat
AGEMOEAII,MaF1,2,11,73,1,0.582048997097736,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_73.mat
AGEMOEAII,MaF1,2,11,74,1,0.582027430917903,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_74.mat
AGEMOEAII,MaF1,2,11,75,1,0.582138846429338,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_75.mat
AGEMOEAII,MaF1,2,11,76,1,0.5820926098621,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_76.mat
AGEMOEAII,MaF1,2,11,77,1,0.582014371658839,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_77.mat
AGEMOEAII,MaF1,2,11,78,1,0.582117907479921,/home/pedro/desenvolvimento/ivfspea2/data/modern_baselines/AGEMOEAII_DTLZ1_M2/AGEMOEAII_MaF1_M2_D11_78.mat
