Problem,R,C,IGD_Median,IGD_Mean,IGD_Std,Count
DTLZ2,0.25,0.27,0.05336150889344855,0.053369166112424114,0.0001465002519875286,6
DTLZ2,0.25,0.32,0.053214928223891046,0.05331124974425739,0.0003282209986961518,11
DTLZ2,0.25,0.42,0.05308394134636285,0.053173856105282115,0.0003883624166269044,7
DTLZ2,0.25,0.53,0.05335599388176587,0.05336722775793665,0.00016418799664078552,6
DTLZ2,0.25,0.64,0.05340891496857776,0.053413192113287905,7.464900430849362e-05,4
DTLZ2,0.3,0.05,0.053126638387039044,0.05321737863346732,0.00024503013568244865,13
DTLZ2,0.3,0.07,0.053394766587997036,0.053358674748989365,0.00025650467823962577,13
DTLZ2,0.3,0.11,0.053391775830014226,0.053408836517916704,0.0002044529920221185,10
DTLZ2,0.3,0.16,0.053391312742648446,0.05341689833694589,0.00023509518761399275,11
DTLZ2,0.3,0.21,0.05342026733683177,0.05343804416692546,0.0002579094607962445,8
DTLZ2,0.3,0.27,0.053329569922408546,0.05334684095015741,0.00019881110503970915,14
DTLZ2,0.3,0.32,0.053492614805412626,0.05354378314997611,0.00027399425929582505,4
DTLZ2,0.3,0.42,0.053243921445346946,0.053243921445346946,0.0,1
DTLZ2,0.3,0.53,0.053526244610004804,0.05345852470838933,0.00024411183320469158,11
DTLZ2,0.3,0.64,0.05318655520672348,0.05318655520672348,0.0002463415333730061,2
DTLZ3,0.1,0.1,0.0042251177793470466,0.004438020891397315,0.0004738722858159229,30
DTLZ3,0.1,0.125,0.004319970735887579,0.004427635348547522,0.00034223788102566113,30
DTLZ3,0.1,0.15,0.0042068917919052175,0.004350666961025587,0.0004028844547086828,30
DTLZ3,0.125,0.125,0.004180852534550266,0.004276316771035884,0.00036862513770555093,30
DTLZ3,0.15,0.125,0.0043109795318807525,0.004295545985986674,0.0001686981256573822,30
DTLZ4,0.1,0.1,0.004199182929115959,0.32392714561472513,0.36567398089739556,30
DTLZ4,0.1,0.125,0.00418619450704486,0.3239085356088995,0.36569025534002014,30
DTLZ4,0.1,0.15,0.004148553327506817,0.12714045361477452,0.2750144005792475,30
DTLZ4,0.125,0.125,0.004142387257094992,0.225509976605276,0.33818188755781126,30
DTLZ4,0.15,0.125,0.00414876862417766,0.25011806410664555,0.34787764176406094,30
DTLZ5,0.1,0.1,0.004141396947549241,0.004136363190687218,4.165002805726018e-05,30
DTLZ5,0.1,0.125,0.004138310927085359,0.004137200782126875,4.294246553592563e-05,30
DTLZ5,0.1,0.15,0.004132352256034933,0.004142454325889638,4.846713028245291e-05,30
DTLZ5,0.125,0.125,0.004146283982692843,0.00414662674386506,4.608254491976461e-05,30
DTLZ5,0.15,0.125,0.004129691482612699,0.0041336107765799395,3.794614021899526e-05,30
DTLZ6,0.1,0.1,0.004065665350675481,0.004069845147428113,3.0149311473351955e-05,30
DTLZ6,0.1,0.125,0.004066665772640404,0.004069809746005847,3.082108939247654e-05,30
DTLZ6,0.1,0.15,0.004078792217390184,0.0040717936283465195,2.7873961275128635e-05,30
DTLZ6,0.125,0.125,0.00407618040860604,0.004075318657193223,2.6767987833401232e-05,30
DTLZ6,0.15,0.125,0.004073626033682203,0.0040741221407935724,2.7167311027201572e-05,30
