Problem,R,C,Run,IGD
DTLZ2_M2,0.0,0.05,1,0.004208822144666098
DTLZ2_M2,0.0,0.05,2,0.00422991819670374
DTLZ2_M2,0.0,0.05,3,0.004202855338087916
DTLZ2_M2,0.0,0.05,4,0.004102691757949823
DTLZ2_M2,0.0,0.05,5,0.0041237875897500815
DTLZ2_M2,0.0,0.05,6,0.004210859963149389
DTLZ2_M2,0.0,0.05,7,0.0042312666932098125
DTLZ2_M2,0.0,0.05,8,0.0041119903285658085
DTLZ2_M2,0.0,0.05,9,0.004133092171061019
DTLZ2_M2,0.0,0.05,10,0.004207387592782411
DTLZ2_M2,0.0,0.05,11,0.004120540471369093
DTLZ2_M2,0.0,0.05,12,0.004119094725097758
DTLZ2_M2,0.0,0.05,13,0.0041582670793994265
DTLZ2_M2,0.0,0.05,14,0.004243564018378683
DTLZ2_M2,0.0,0.05,15,0.004096278278434211
DTLZ2_M2,0.0,0.05,16,0.004102066156286346
DTLZ2_M2,0.0,0.05,17,0.004202672253662001
DTLZ2_M2,0.0,0.05,18,0.0041703471781975535
DTLZ2_M2,0.0,0.05,19,0.004187804948331876
DTLZ2_M2,0.0,0.05,20,0.004177436564372577
DTLZ2_M2,0.0,0.05,21,0.004126910345350844
DTLZ2_M2,0.0,0.05,22,0.0042010781120229174
DTLZ2_M2,0.0,0.05,23,0.004116271796430912
DTLZ2_M2,0.0,0.05,24,0.004174844567804182
DTLZ2_M2,0.0,0.05,25,0.004097309333347618
DTLZ2_M2,0.0,0.05,26,0.0041661133102838714
DTLZ2_M2,0.0,0.05,27,0.004189386285154429
DTLZ2_M2,0.0,0.05,28,0.0041351270391565284
DTLZ2_M2,0.0,0.05,29,0.004144851344122983
DTLZ2_M2,0.0,0.05,30,0.004153284679666744
DTLZ7_M3,0.0,0.05,1,0.06223939929857593
DTLZ7_M3,0.0,0.05,2,0.05946351746138671
DTLZ7_M3,0.0,0.05,3,0.05765964259285125
DTLZ7_M3,0.0,0.05,4,0.060819297372247935
DTLZ7_M3,0.0,0.05,5,0.05943178552880487
DTLZ7_M3,0.0,0.05,6,0.06292062527408257
DTLZ7_M3,0.0,0.05,7,0.06063175158153939
DTLZ7_M3,0.0,0.05,8,0.05877331679255218
DTLZ7_M3,0.0,0.05,9,0.059866774162524686
DTLZ7_M3,0.0,0.05,10,0.059149632996424666
DTLZ7_M3,0.0,0.05,11,0.05935693702292024
DTLZ7_M3,0.0,0.05,12,0.06152411858224305
DTLZ7_M3,0.0,0.05,13,0.060941986925484255
DTLZ7_M3,0.0,0.05,14,0.05998844396189112
DTLZ7_M3,0.0,0.05,15,0.06008224031650929
DTLZ7_M3,0.0,0.05,16,0.06016541591511141
DTLZ7_M3,0.0,0.05,17,0.348018302830594
DTLZ7_M3,0.0,0.05,18,0.05993075274454196
DTLZ7_M3,0.0,0.05,19,0.05879471130380228
DTLZ7_M3,0.0,0.05,20,0.05905051830009839
DTLZ7_M3,0.0,0.05,21,0.06136038085557635
DTLZ7_M3,0.0,0.05,22,0.05928868294964855
DTLZ7_M3,0.0,0.05,23,0.058346937515098216
DTLZ7_M3,0.0,0.05,24,0.060219050205262956
DTLZ7_M3,0.0,0.05,25,0.0625584951085096
DTLZ7_M3,0.0,0.05,26,0.06083016496403179
DTLZ7_M3,0.0,0.05,27,0.06051796334250445
DTLZ7_M3,0.0,0.05,28,0.06032656797866217
DTLZ7_M3,0.0,0.05,29,0.06179598912777504
DTLZ7_M3,0.0,0.05,30,0.06004400603782366
WFG4_M2,0.0,0.05,1,0.013735373519961808
WFG4_M2,0.0,0.05,2,0.013400701417197425
WFG4_M2,0.0,0.05,3,0.013663622558081127
WFG4_M2,0.0,0.05,4,0.013293931945032875
WFG4_M2,0.0,0.05,5,0.013946317205016419
WFG4_M2,0.0,0.05,6,0.013671002917081202
WFG4_M2,0.0,0.05,7,0.013170077328450464
WFG4_M2,0.0,0.05,8,0.013260029187459658
WFG4_M2,0.0,0.05,9,0.013572003719853546
WFG4_M2,0.0,0.05,10,0.013119727234813095
WFG4_M2,0.0,0.05,11,0.014064751580870992
WFG4_M2,0.0,0.05,12,0.013877586189751944
WFG4_M2,0.0,0.05,13,0.01332644586282042
WFG4_M2,0.0,0.05,14,0.01345885443226206
WFG4_M2,0.0,0.05,15,0.013869223069855283
WFG4_M2,0.0,0.05,16,0.013206557145555612
WFG4_M2,0.0,0.05,17,0.013198696343599329
WFG4_M2,0.0,0.05,18,0.012989246223153937
WFG4_M2,0.0,0.05,19,0.014358579877324027
WFG4_M2,0.0,0.05,20,0.013395100779061512
WFG4_M2,0.0,0.05,21,0.012979804779089311
WFG4_M2,0.0,0.05,22,0.013277512248702897
WFG4_M2,0.0,0.05,23,0.013660879056546792
WFG4_M2,0.0,0.05,24,0.013639385636317504
WFG4_M2,0.0,0.05,25,0.013145106678413771
WFG4_M2,0.0,0.05,26,0.014579603963534445
WFG4_M2,0.0,0.05,27,0.013424469947336592
WFG4_M2,0.0,0.05,28,0.013457497140350737
WFG4_M2,0.0,0.05,29,0.012935747158800501
WFG4_M2,0.0,0.05,30,0.014074884993191898
DTLZ2_M2,0.0,0.07,1,0.004181762960579801
DTLZ2_M2,0.0,0.07,2,0.004134123302900091
DTLZ2_M2,0.0,0.07,3,0.004146942614708818
DTLZ2_M2,0.0,0.07,4,0.004191624571957805
DTLZ2_M2,0.0,0.07,5,0.004190314985110516
DTLZ2_M2,0.0,0.07,6,0.004140748396301447
DTLZ2_M2,0.0,0.07,7,0.00414450010870073
DTLZ2_M2,0.0,0.07,8,0.004163227630021012
DTLZ2_M2,0.0,0.07,9,0.0041086054153364636
DTLZ2_M2,0.0,0.07,10,0.004151587013445179
DTLZ2_M2,0.0,0.07,11,0.004100011665915695
DTLZ2_M2,0.0,0.07,12,0.004241940235996246
DTLZ2_M2,0.0,0.07,13,0.00416465598268865
DTLZ2_M2,0.0,0.07,14,0.00412828888764176
DTLZ2_M2,0.0,0.07,15,0.004192272130539781
DTLZ2_M2,0.0,0.07,16,0.004072295416579632
DTLZ2_M2,0.0,0.07,17,0.004226942807036012
DTLZ2_M2,0.0,0.07,18,0.0041552793637304785
DTLZ2_M2,0.0,0.07,19,0.004114659954304333
DTLZ2_M2,0.0,0.07,20,0.004202324200346592
DTLZ2_M2,0.0,0.07,21,0.004178861864932668
DTLZ2_M2,0.0,0.07,22,0.004182604714758983
DTLZ2_M2,0.0,0.07,23,0.004205840203442622
DTLZ2_M2,0.0,0.07,24,0.004162460469729253
DTLZ2_M2,0.0,0.07,25,0.004186612595526094
DTLZ2_M2,0.0,0.07,26,0.004245797785210648
DTLZ2_M2,0.0,0.07,27,0.004217794557866806
DTLZ2_M2,0.0,0.07,28,0.004165627290372719
DTLZ2_M2,0.0,0.07,29,0.0041380574066718
DTLZ2_M2,0.0,0.07,30,0.004201189269189319
DTLZ7_M3,0.0,0.07,1,0.06008491130794243
DTLZ7_M3,0.0,0.07,2,0.3455004750147442
DTLZ7_M3,0.0,0.07,3,0.06316553987195589
DTLZ7_M3,0.0,0.07,4,0.06152104036722776
DTLZ7_M3,0.0,0.07,5,0.062067409090528554
DTLZ7_M3,0.0,0.07,6,0.06069596389802673
DTLZ7_M3,0.0,0.07,7,0.05955102753632556
DTLZ7_M3,0.0,0.07,8,0.06287951090342545
DTLZ7_M3,0.0,0.07,9,0.06078617155837894
DTLZ7_M3,0.0,0.07,10,0.062314937506893195
DTLZ7_M3,0.0,0.07,11,0.059906691593661174
DTLZ7_M3,0.0,0.07,12,0.05861964474406575
DTLZ7_M3,0.0,0.07,13,0.061797644648328584
DTLZ7_M3,0.0,0.07,14,0.06137408156048964
DTLZ7_M3,0.0,0.07,15,0.059668600406019554
DTLZ7_M3,0.0,0.07,16,0.06172509912328815
DTLZ7_M3,0.0,0.07,17,0.062138503272874825
DTLZ7_M3,0.0,0.07,18,0.05935502242169781
DTLZ7_M3,0.0,0.07,19,0.059557166793164064
DTLZ7_M3,0.0,0.07,20,0.059050016635795774
DTLZ7_M3,0.0,0.07,21,0.05903666435906324
DTLZ7_M3,0.0,0.07,22,0.0607234978692306
DTLZ7_M3,0.0,0.07,23,0.05883270700932083
DTLZ7_M3,0.0,0.07,24,0.05900033639961388
DTLZ7_M3,0.0,0.07,25,0.06272051025774984
DTLZ7_M3,0.0,0.07,26,0.06155437827493536
DTLZ7_M3,0.0,0.07,27,0.060862283955220677
DTLZ7_M3,0.0,0.07,28,0.05997441723060103
DTLZ7_M3,0.0,0.07,29,0.06123039539647193
DTLZ7_M3,0.0,0.07,30,0.06022431794372162
WFG4_M2,0.0,0.07,1,0.014155848456772504
WFG4_M2,0.0,0.07,2,0.013072845704863915
WFG4_M2,0.0,0.07,3,0.013430734942185137
WFG4_M2,0.0,0.07,4,0.013587982290966215
WFG4_M2,0.0,0.07,5,0.01355770510145149
WFG4_M2,0.0,0.07,6,0.013514732332131851
WFG4_M2,0.0,0.07,7,0.013564702450593498
WFG4_M2,0.0,0.07,8,0.01281514166226135
WFG4_M2,0.0,0.07,9,0.01403235938466108
WFG4_M2,0.0,0.07,10,0.01322778310575739
WFG4_M2,0.0,0.07,11,0.013476545966201828
WFG4_M2,0.0,0.07,12,0.01290211220183255
WFG4_M2,0.0,0.07,13,0.013820914900237432
WFG4_M2,0.0,0.07,14,0.013167174586757636
WFG4_M2,0.0,0.07,15,0.014273870214067978
WFG4_M2,0.0,0.07,16,0.013734374647002804
WFG4_M2,0.0,0.07,17,0.013820663503418849
WFG4_M2,0.0,0.07,18,0.013258121579859635
WFG4_M2,0.0,0.07,19,0.01319905451122856
WFG4_M2,0.0,0.07,20,0.013518399627948815
WFG4_M2,0.0,0.07,21,0.013474870055319076
WFG4_M2,0.0,0.07,22,0.01324748261557265
WFG4_M2,0.0,0.07,23,0.013171639580274978
WFG4_M2,0.0,0.07,24,0.013321006253574103
WFG4_M2,0.0,0.07,25,0.01397298067415038
WFG4_M2,0.0,0.07,26,0.01389119917755738
WFG4_M2,0.0,0.07,27,0.013679974873226712
WFG4_M2,0.0,0.07,28,0.012808067055180401
WFG4_M2,0.0,0.07,29,0.013437764493907753
WFG4_M2,0.0,0.07,30,0.013706526075628963
DTLZ2_M2,0.0,0.11,1,0.004165028168257986
DTLZ2_M2,0.0,0.11,2,0.004225215143118412
DTLZ2_M2,0.0,0.11,3,0.004225399259833175
DTLZ2_M2,0.0,0.11,4,0.00412526221652427
DTLZ2_M2,0.0,0.11,5,0.00421608901364966
DTLZ2_M2,0.0,0.11,6,0.00410232013423684
DTLZ2_M2,0.0,0.11,7,0.004153611618333616
DTLZ2_M2,0.0,0.11,8,0.004081784844839518
DTLZ2_M2,0.0,0.11,9,0.004140713477823713
DTLZ2_M2,0.0,0.11,10,0.0041644295126835405
DTLZ2_M2,0.0,0.11,11,0.004205442922734192
DTLZ2_M2,0.0,0.11,12,0.004179406244944564
DTLZ2_M2,0.0,0.11,13,0.0041773173106342395
DTLZ2_M2,0.0,0.11,14,0.0041998130885546915
DTLZ2_M2,0.0,0.11,15,0.004154128104046144
DTLZ2_M2,0.0,0.11,16,0.004144686196694044
DTLZ2_M2,0.0,0.11,17,0.0041634051020517345
DTLZ2_M2,0.0,0.11,18,0.004173152216720327
DTLZ2_M2,0.0,0.11,19,0.004193907769289328
DTLZ2_M2,0.0,0.11,20,0.004054971089137878
DTLZ2_M2,0.0,0.11,21,0.004106873875631812
DTLZ2_M2,0.0,0.11,22,0.004209042964987451
DTLZ2_M2,0.0,0.11,23,0.0041796676110430345
DTLZ2_M2,0.0,0.11,24,0.004069863413607308
DTLZ2_M2,0.0,0.11,25,0.004092242089187351
DTLZ2_M2,0.0,0.11,26,0.004193992262112966
DTLZ2_M2,0.0,0.11,27,0.004107096318660692
DTLZ2_M2,0.0,0.11,28,0.00425720488355345
DTLZ2_M2,0.0,0.11,29,0.004138512119383386
DTLZ2_M2,0.0,0.11,30,0.0041356830924193545
DTLZ7_M3,0.0,0.11,1,0.06112292129410073
DTLZ7_M3,0.0,0.11,2,0.060003689713194114
DTLZ7_M3,0.0,0.11,3,0.06153005833278794
DTLZ7_M3,0.0,0.11,4,0.05909659270199718
DTLZ7_M3,0.0,0.11,5,0.06102365280745527
DTLZ7_M3,0.0,0.11,6,0.059962073852553706
DTLZ7_M3,0.0,0.11,7,0.05930674363863094
DTLZ7_M3,0.0,0.11,8,0.05959588882321383
DTLZ7_M3,0.0,0.11,9,0.061286569519850446
DTLZ7_M3,0.0,0.11,10,0.06140123934040228
DTLZ7_M3,0.0,0.11,11,0.3470596982333718
DTLZ7_M3,0.0,0.11,12,0.06313908960961853
DTLZ7_M3,0.0,0.11,13,0.059481616467036064
DTLZ7_M3,0.0,0.11,14,0.06030276842415574
DTLZ7_M3,0.0,0.11,15,0.06017218065806327
DTLZ7_M3,0.0,0.11,16,0.059099071242381424
DTLZ7_M3,0.0,0.11,17,0.0614059799148858
DTLZ7_M3,0.0,0.11,18,0.05951588796041285
DTLZ7_M3,0.0,0.11,19,0.06072510658868548
DTLZ7_M3,0.0,0.11,20,0.06236065711204428
DTLZ7_M3,0.0,0.11,21,0.0605257570169219
DTLZ7_M3,0.0,0.11,22,0.05853000422841274
DTLZ7_M3,0.0,0.11,23,0.05994343603799963
DTLZ7_M3,0.0,0.11,24,0.06163423202421629
DTLZ7_M3,0.0,0.11,25,0.05954737785202508
DTLZ7_M3,0.0,0.11,26,0.05941904836042198
DTLZ7_M3,0.0,0.11,27,0.34536480380780865
DTLZ7_M3,0.0,0.11,28,0.06020072914889037
DTLZ7_M3,0.0,0.11,29,0.058865789313966306
DTLZ7_M3,0.0,0.11,30,0.060673764305200016
WFG4_M2,0.0,0.11,1,0.013561790719908217
WFG4_M2,0.0,0.11,2,0.013501516586327715
WFG4_M2,0.0,0.11,3,0.013560765953034766
WFG4_M2,0.0,0.11,4,0.014107603264054438
WFG4_M2,0.0,0.11,5,0.013188874907636983
WFG4_M2,0.0,0.11,6,0.01331171538430178
WFG4_M2,0.0,0.11,7,0.013481449371059091
WFG4_M2,0.0,0.11,8,0.013127556799462571
WFG4_M2,0.0,0.11,9,0.014052681262982753
WFG4_M2,0.0,0.11,10,0.0138521234695956
WFG4_M2,0.0,0.11,11,0.013228288549684037
WFG4_M2,0.0,0.11,12,0.01341430803166505
WFG4_M2,0.0,0.11,13,0.013966135407738715
WFG4_M2,0.0,0.11,14,0.013499194993625167
WFG4_M2,0.0,0.11,15,0.012801090093438086
WFG4_M2,0.0,0.11,16,0.013230711347728836
WFG4_M2,0.0,0.11,17,0.014479723147293618
WFG4_M2,0.0,0.11,18,0.013469968688652818
WFG4_M2,0.0,0.11,19,0.013586091802903431
WFG4_M2,0.0,0.11,20,0.013267914059712302
WFG4_M2,0.0,0.11,21,0.013072948520306002
WFG4_M2,0.0,0.11,22,0.01302493877698619
WFG4_M2,0.0,0.11,23,0.013777389772910414
WFG4_M2,0.0,0.11,24,0.01317999131787501
WFG4_M2,0.0,0.11,25,0.013966256138975081
WFG4_M2,0.0,0.11,26,0.014214527319733286
WFG4_M2,0.0,0.11,27,0.013174230928896686
WFG4_M2,0.0,0.11,28,0.01367855036511618
WFG4_M2,0.0,0.11,29,0.013290631827068777
WFG4_M2,0.0,0.11,30,0.013272070681979806
DTLZ2_M2,0.0,0.16,1,0.004172580667508031
DTLZ2_M2,0.0,0.16,2,0.004107019829362072
DTLZ2_M2,0.0,0.16,3,0.004289882213219106
DTLZ2_M2,0.0,0.16,4,0.004139600750108551
DTLZ2_M2,0.0,0.16,5,0.0041346893312449624
DTLZ2_M2,0.0,0.16,6,0.004184896676080347
DTLZ2_M2,0.0,0.16,7,0.004183619503333139
DTLZ2_M2,0.0,0.16,8,0.004280170309617521
DTLZ2_M2,0.0,0.16,9,0.004212814577641022
DTLZ2_M2,0.0,0.16,10,0.004168669914196767
DTLZ2_M2,0.0,0.16,11,0.004103144431279473
DTLZ2_M2,0.0,0.16,12,0.00410752416555426
DTLZ2_M2,0.0,0.16,13,0.004094115553025564
DTLZ2_M2,0.0,0.16,14,0.004088761056809334
DTLZ2_M2,0.0,0.16,15,0.00414943577251076
DTLZ2_M2,0.0,0.16,16,0.004155746981334609
DTLZ2_M2,0.0,0.16,17,0.0041469185161414545
DTLZ2_M2,0.0,0.16,18,0.004170003715554596
DTLZ2_M2,0.0,0.16,19,0.00421061525299441
DTLZ2_M2,0.0,0.16,20,0.004171691578565673
DTLZ2_M2,0.0,0.16,21,0.004188433221203914
DTLZ2_M2,0.0,0.16,22,0.0042793804680691565
DTLZ2_M2,0.0,0.16,23,0.004109313769519087
DTLZ2_M2,0.0,0.16,24,0.0041455134502273
DTLZ2_M2,0.0,0.16,25,0.004143469728013355
DTLZ2_M2,0.0,0.16,26,0.004130061154598862
DTLZ2_M2,0.0,0.16,27,0.004181562075744717
DTLZ2_M2,0.0,0.16,28,0.004208599812705563
DTLZ2_M2,0.0,0.16,29,0.004178605547567064
DTLZ2_M2,0.0,0.16,30,0.004178794542367354
DTLZ7_M3,0.0,0.16,1,0.34741322530666047
DTLZ7_M3,0.0,0.16,2,0.05982784984242103
DTLZ7_M3,0.0,0.16,3,0.06137962570033592
DTLZ7_M3,0.0,0.16,4,0.061519007062861536
DTLZ7_M3,0.0,0.16,5,0.05915379235963666
DTLZ7_M3,0.0,0.16,6,0.06156444505187205
DTLZ7_M3,0.0,0.16,7,0.34548792053321165
DTLZ7_M3,0.0,0.16,8,0.06037643893822022
DTLZ7_M3,0.0,0.16,9,0.06162110459844424
DTLZ7_M3,0.0,0.16,10,0.059869065921004404
DTLZ7_M3,0.0,0.16,11,0.058668109972140316
DTLZ7_M3,0.0,0.16,12,0.062075082946323246
DTLZ7_M3,0.0,0.16,13,0.05989953595096888
DTLZ7_M3,0.0,0.16,14,0.05989024058137081
DTLZ7_M3,0.0,0.16,15,0.06167779912516702
DTLZ7_M3,0.0,0.16,16,0.061348567597941134
DTLZ7_M3,0.0,0.16,17,0.06283756384417392
DTLZ7_M3,0.0,0.16,18,0.06058060935873854
DTLZ7_M3,0.0,0.16,19,0.060851111644665515
DTLZ7_M3,0.0,0.16,20,0.06263169318437911
DTLZ7_M3,0.0,0.16,21,0.06065835112865715
DTLZ7_M3,0.0,0.16,22,0.06104581354792771
DTLZ7_M3,0.0,0.16,23,0.05982229980557842
DTLZ7_M3,0.0,0.16,24,0.06241676705427915
DTLZ7_M3,0.0,0.16,25,0.06185213801041766
DTLZ7_M3,0.0,0.16,26,0.06251615267032437
DTLZ7_M3,0.0,0.16,27,0.060182801646489384
DTLZ7_M3,0.0,0.16,28,0.061360681872669444
DTLZ7_M3,0.0,0.16,29,0.06127408812123233
DTLZ7_M3,0.0,0.16,30,0.061787917895945066
WFG4_M2,0.0,0.16,1,0.013598238743237704
WFG4_M2,0.0,0.16,2,0.013188047342171279
WFG4_M2,0.0,0.16,3,0.013526954229868167
WFG4_M2,0.0,0.16,4,0.012989614564556325
WFG4_M2,0.0,0.16,5,0.013324821396312424
WFG4_M2,0.0,0.16,6,0.013317171415342164
WFG4_M2,0.0,0.16,7,0.013916925470753318
WFG4_M2,0.0,0.16,8,0.013125684929397469
WFG4_M2,0.0,0.16,9,0.013679593060802716
WFG4_M2,0.0,0.16,10,0.013612800064735172
WFG4_M2,0.0,0.16,11,0.013007990160583112
WFG4_M2,0.0,0.16,12,0.01470703058002171
WFG4_M2,0.0,0.16,13,0.013167288155537785
WFG4_M2,0.0,0.16,14,0.013158851200090242
WFG4_M2,0.0,0.16,15,0.01295776617906347
WFG4_M2,0.0,0.16,16,0.013032130908651792
WFG4_M2,0.0,0.16,17,0.013631098180266784
WFG4_M2,0.0,0.16,18,0.013520196376848625
WFG4_M2,0.0,0.16,19,0.012972813184254323
WFG4_M2,0.0,0.16,20,0.01301567737348878
WFG4_M2,0.0,0.16,21,0.013268320301726377
WFG4_M2,0.0,0.16,22,0.013052043509244217
WFG4_M2,0.0,0.16,23,0.013678940593624102
WFG4_M2,0.0,0.16,24,0.013615924752514505
WFG4_M2,0.0,0.16,25,0.013531279737008111
WFG4_M2,0.0,0.16,26,0.013546389782017422
WFG4_M2,0.0,0.16,27,0.013279406385755232
WFG4_M2,0.0,0.16,28,0.012821146835308338
WFG4_M2,0.0,0.16,29,0.013640556778854255
WFG4_M2,0.0,0.16,30,0.013274040656705885
DTLZ2_M2,0.0,0.21,1,0.004140654142475959
DTLZ2_M2,0.0,0.21,2,0.004157810950349456
DTLZ2_M2,0.0,0.21,3,0.004136693036195254
DTLZ2_M2,0.0,0.21,4,0.004119108356758325
DTLZ2_M2,0.0,0.21,5,0.00419091321170018
DTLZ2_M2,0.0,0.21,6,0.004115921196272377
DTLZ2_M2,0.0,0.21,7,0.0041836523321697626
DTLZ2_M2,0.0,0.21,8,0.004212377473777834
DTLZ2_M2,0.0,0.21,9,0.004150021602648707
DTLZ2_M2,0.0,0.21,10,0.004169946157994403
DTLZ2_M2,0.0,0.21,11,0.004109735015963314
DTLZ2_M2,0.0,0.21,12,0.004162204568501864
DTLZ2_M2,0.0,0.21,13,0.004205520800430328
DTLZ2_M2,0.0,0.21,14,0.00413719817546231
DTLZ2_M2,0.0,0.21,15,0.00410692604040859
DTLZ2_M2,0.0,0.21,16,0.0041325739955532705
DTLZ2_M2,0.0,0.21,17,0.004159854405083293
DTLZ2_M2,0.0,0.21,18,0.00422570956662893
DTLZ2_M2,0.0,0.21,19,0.004170676959373957
DTLZ2_M2,0.0,0.21,20,0.004175123133441133
DTLZ2_M2,0.0,0.21,21,0.004140767655152143
DTLZ2_M2,0.0,0.21,22,0.004178648646968215
DTLZ2_M2,0.0,0.21,23,0.004120257595798369
DTLZ2_M2,0.0,0.21,24,0.004165330164490242
DTLZ2_M2,0.0,0.21,25,0.004176313416423521
DTLZ2_M2,0.0,0.21,26,0.004177597892274027
DTLZ2_M2,0.0,0.21,27,0.004168180796374664
DTLZ2_M2,0.0,0.21,28,0.004150410057113227
DTLZ2_M2,0.0,0.21,29,0.004169426387233949
DTLZ2_M2,0.0,0.21,30,0.004206990919542432
DTLZ7_M3,0.0,0.21,1,0.05958650437674669
DTLZ7_M3,0.0,0.21,2,0.06110639646413498
DTLZ7_M3,0.0,0.21,3,0.06011884452706481
DTLZ7_M3,0.0,0.21,4,0.062342757285753704
DTLZ7_M3,0.0,0.21,5,0.06191542944623759
DTLZ7_M3,0.0,0.21,6,0.060105268058327194
DTLZ7_M3,0.0,0.21,7,0.06060743978334077
DTLZ7_M3,0.0,0.21,8,0.060783259729448494
DTLZ7_M3,0.0,0.21,9,0.06152440178160134
DTLZ7_M3,0.0,0.21,10,0.06145648064663219
DTLZ7_M3,0.0,0.21,11,0.0590715533173766
DTLZ7_M3,0.0,0.21,12,0.05981395032273556
DTLZ7_M3,0.0,0.21,13,0.06423698897177897
DTLZ7_M3,0.0,0.21,14,0.06154161245977489
DTLZ7_M3,0.0,0.21,15,0.061172566281703
DTLZ7_M3,0.0,0.21,16,0.06299216376706884
DTLZ7_M3,0.0,0.21,17,0.06096730628958962
DTLZ7_M3,0.0,0.21,18,0.06050122825687009
DTLZ7_M3,0.0,0.21,19,0.059594019700919036
DTLZ7_M3,0.0,0.21,20,0.0632021131897955
DTLZ7_M3,0.0,0.21,21,0.057115036962963675
DTLZ7_M3,0.0,0.21,22,0.06244133276814509
DTLZ7_M3,0.0,0.21,23,0.058699891161085475
DTLZ7_M3,0.0,0.21,24,0.061292089031518136
DTLZ7_M3,0.0,0.21,25,0.06073758021553733
DTLZ7_M3,0.0,0.21,26,0.06091755204541089
DTLZ7_M3,0.0,0.21,27,0.05894166250978444
DTLZ7_M3,0.0,0.21,28,0.3466442371258615
DTLZ7_M3,0.0,0.21,29,0.058308754298616
DTLZ7_M3,0.0,0.21,30,0.05918036121377787
WFG4_M2,0.0,0.21,1,0.013948950698262247
WFG4_M2,0.0,0.21,2,0.01430059354286301
WFG4_M2,0.0,0.21,3,0.013102073210013948
WFG4_M2,0.0,0.21,4,0.013848615538958955
WFG4_M2,0.0,0.21,5,0.01377811585216381
WFG4_M2,0.0,0.21,6,0.014046657267999675
WFG4_M2,0.0,0.21,7,0.01293461220539323
WFG4_M2,0.0,0.21,8,0.01293474646775985
WFG4_M2,0.0,0.21,9,0.01386891183229209
WFG4_M2,0.0,0.21,10,0.013682257972204633
WFG4_M2,0.0,0.21,11,0.014349103788928152
WFG4_M2,0.0,0.21,12,0.013357546115221525
WFG4_M2,0.0,0.21,13,0.013736569930942948
WFG4_M2,0.0,0.21,14,0.013392845998207385
WFG4_M2,0.0,0.21,15,0.012977217370827552
WFG4_M2,0.0,0.21,16,0.013997735395548591
WFG4_M2,0.0,0.21,17,0.01288348286112629
WFG4_M2,0.0,0.21,18,0.013242152780353325
WFG4_M2,0.0,0.21,19,0.013671545976916236
WFG4_M2,0.0,0.21,20,0.013594907442185234
WFG4_M2,0.0,0.21,21,0.013717501334499949
WFG4_M2,0.0,0.21,22,0.013129975892761126
WFG4_M2,0.0,0.21,23,0.013344843792479591
WFG4_M2,0.0,0.21,24,0.013548674232843333
WFG4_M2,0.0,0.21,25,0.013058283030890485
WFG4_M2,0.0,0.21,26,0.013288476485769932
WFG4_M2,0.0,0.21,27,0.013539664459181054
WFG4_M2,0.0,0.21,28,0.014101880153685574
WFG4_M2,0.0,0.21,29,0.013527705008130898
WFG4_M2,0.0,0.21,30,0.013092513441604952
DTLZ2_M2,0.0,0.27,1,0.004121286545184378
DTLZ2_M2,0.0,0.27,2,0.004195865594151234
DTLZ2_M2,0.0,0.27,3,0.004160824406398201
DTLZ2_M2,0.0,0.27,4,0.004140791153874876
DTLZ2_M2,0.0,0.27,5,0.004142062491459686
DTLZ2_M2,0.0,0.27,6,0.004123889814067861
DTLZ2_M2,0.0,0.27,7,0.00415819388336888
DTLZ2_M2,0.0,0.27,8,0.0041072824563363275
DTLZ2_M2,0.0,0.27,9,0.004248369472530247
DTLZ2_M2,0.0,0.27,10,0.004117586306400464
DTLZ2_M2,0.0,0.27,11,0.004170162566261355
DTLZ2_M2,0.0,0.27,12,0.0041123647038966244
DTLZ2_M2,0.0,0.27,13,0.004168157633460388
DTLZ2_M2,0.0,0.27,14,0.004215205177212796
DTLZ2_M2,0.0,0.27,15,0.004216317078872963
DTLZ2_M2,0.0,0.27,16,0.004122497014951777
DTLZ2_M2,0.0,0.27,17,0.004187581979768249
DTLZ2_M2,0.0,0.27,18,0.004101746481526864
DTLZ2_M2,0.0,0.27,19,0.00413312256088427
DTLZ2_M2,0.0,0.27,20,0.004141992732915872
DTLZ2_M2,0.0,0.27,21,0.004127791149669253
DTLZ2_M2,0.0,0.27,22,0.004162764627765266
DTLZ2_M2,0.0,0.27,23,0.004102775186941565
DTLZ2_M2,0.0,0.27,24,0.0041347313962689985
DTLZ2_M2,0.0,0.27,25,0.004202359364793238
DTLZ2_M2,0.0,0.27,26,0.004240026143056327
DTLZ2_M2,0.0,0.27,27,0.0041832651514600375
DTLZ2_M2,0.0,0.27,28,0.004192012278238759
DTLZ2_M2,0.0,0.27,29,0.004144819952208873
DTLZ2_M2,0.0,0.27,30,0.004195601462889023
DTLZ7_M3,0.0,0.27,1,0.3460944171908312
DTLZ7_M3,0.0,0.27,2,0.05973451096352412
DTLZ7_M3,0.0,0.27,3,0.06032081876536606
DTLZ7_M3,0.0,0.27,4,0.06062159725569578
DTLZ7_M3,0.0,0.27,5,0.06251148823294408
DTLZ7_M3,0.0,0.27,6,0.06197666534810105
DTLZ7_M3,0.0,0.27,7,0.060255309012180715
DTLZ7_M3,0.0,0.27,8,0.060182868266717586
DTLZ7_M3,0.0,0.27,9,0.06053432301061103
DTLZ7_M3,0.0,0.27,10,0.06082581141741274
DTLZ7_M3,0.0,0.27,11,0.06041793904315284
