Problem,R,C,Run,IGD
WFG4_M2,0.05,0.32,10,0.013623378325771656
WFG4_M2,0.05,0.32,11,0.013495658785102546
WFG4_M2,0.05,0.32,12,0.014128914168959386
WFG4_M2,0.05,0.32,13,0.013466099105565562
WFG4_M2,0.05,0.32,14,0.013355782865433388
WFG4_M2,0.05,0.32,15,0.013273721128258257
WFG4_M2,0.05,0.32,16,0.013555657015983925
WFG4_M2,0.05,0.32,17,0.013529812728316075
WFG4_M2,0.05,0.32,18,0.013564085198769357
WFG4_M2,0.05,0.32,19,0.01413722911368732
WFG4_M2,0.05,0.32,20,0.013982835107688052
WFG4_M2,0.05,0.32,21,0.013524755330102707
WFG4_M2,0.05,0.32,22,0.013351986783575609
WFG4_M2,0.05,0.32,23,0.013812979661001949
WFG4_M2,0.05,0.32,24,0.013421608964740091
WFG4_M2,0.05,0.32,25,0.013554339452936751
WFG4_M2,0.05,0.32,26,0.013357136800431874
WFG4_M2,0.05,0.32,27,0.013317783605151848
WFG4_M2,0.05,0.32,28,0.013862857747263174
WFG4_M2,0.05,0.32,29,0.013304989783818973
WFG4_M2,0.05,0.32,30,0.013446264071576905
DTLZ2_M2,0.05,0.42,1,0.0041730595788035205
DTLZ2_M2,0.05,0.42,2,0.0041730619869652045
DTLZ2_M2,0.05,0.42,3,0.004165736807419485
DTLZ2_M2,0.05,0.42,4,0.0041647616962240735
DTLZ2_M2,0.05,0.42,5,0.004125404254535291
DTLZ2_M2,0.05,0.42,6,0.0042221606012972784
DTLZ2_M2,0.05,0.42,7,0.004091065393410118
DTLZ2_M2,0.05,0.42,8,0.004069432881508419
DTLZ2_M2,0.05,0.42,9,0.004141838830475769
DTLZ2_M2,0.05,0.42,10,0.004112523606867956
DTLZ2_M2,0.05,0.42,11,0.004128768032749558
DTLZ2_M2,0.05,0.42,12,0.004199348874241769
DTLZ2_M2,0.05,0.42,13,0.004157610778809792
DTLZ2_M2,0.05,0.42,14,0.004164928417202997
DTLZ2_M2,0.05,0.42,15,0.004147742207428769
DTLZ2_M2,0.05,0.42,16,0.004147609519146057
DTLZ2_M2,0.05,0.42,17,0.004078247222604943
DTLZ2_M2,0.05,0.42,18,0.0040963920800857765
DTLZ2_M2,0.05,0.42,19,0.004138399681318192
DTLZ2_M2,0.05,0.42,20,0.004213266869113436
DTLZ2_M2,0.05,0.42,21,0.004201658492515369
DTLZ2_M2,0.05,0.42,22,0.004211532485559634
DTLZ2_M2,0.05,0.42,23,0.004198823853083173
DTLZ2_M2,0.05,0.42,24,0.0041794493642163
DTLZ2_M2,0.05,0.42,25,0.004090238657269458
DTLZ2_M2,0.05,0.42,26,0.00418996889491392
DTLZ2_M2,0.05,0.42,27,0.004197546489403618
DTLZ2_M2,0.05,0.42,28,0.004114290744002631
DTLZ2_M2,0.05,0.42,29,0.004137846790934348
DTLZ2_M2,0.05,0.42,30,0.004136032479476743
DTLZ7_M3,0.05,0.42,1,0.05819302693750393
DTLZ7_M3,0.05,0.42,2,0.05938341203878857
DTLZ7_M3,0.05,0.42,3,0.0597504616292106
DTLZ7_M3,0.05,0.42,4,0.0637633826284621
DTLZ7_M3,0.05,0.42,5,0.05989996484901838
DTLZ7_M3,0.05,0.42,6,0.05925115662406316
DTLZ7_M3,0.05,0.42,7,0.05950666714624048
DTLZ7_M3,0.05,0.42,8,0.06045625923101393
DTLZ7_M3,0.05,0.42,9,0.06248194773955151
DTLZ7_M3,0.05,0.42,10,0.059922259984801676
DTLZ7_M3,0.05,0.42,11,0.059718622334511084
DTLZ7_M3,0.05,0.42,12,0.060810864550394396
DTLZ7_M3,0.05,0.42,13,0.058690780568011976
DTLZ7_M3,0.05,0.42,14,0.06052189209533713
DTLZ7_M3,0.05,0.42,15,0.3456196967664885
DTLZ7_M3,0.05,0.42,16,0.0604649431323557
DTLZ7_M3,0.05,0.42,17,0.3457346245166989
DTLZ7_M3,0.05,0.42,18,0.06056855629317731
DTLZ7_M3,0.05,0.42,19,0.059404404823378935
DTLZ7_M3,0.05,0.42,20,0.06250460092982782
DTLZ7_M3,0.05,0.42,21,0.05949929246832565
DTLZ7_M3,0.05,0.42,22,0.061085392520874686
DTLZ7_M3,0.05,0.42,23,0.06346198901713952
DTLZ7_M3,0.05,0.42,24,0.05922714269179301
DTLZ7_M3,0.05,0.42,25,0.06312895456332118
DTLZ7_M3,0.05,0.42,26,0.06005591415316263
DTLZ7_M3,0.05,0.42,27,0.06063253992890488
DTLZ7_M3,0.05,0.42,28,0.05881785763594638
DTLZ7_M3,0.05,0.42,29,0.059861381066478384
DTLZ7_M3,0.05,0.42,30,0.05893427007518833
WFG4_M2,0.05,0.42,1,0.013658968054500974
WFG4_M2,0.05,0.42,2,0.013139739242100578
WFG4_M2,0.05,0.42,3,0.013399329297181307
WFG4_M2,0.05,0.42,4,0.013219620971344957
WFG4_M2,0.05,0.42,5,0.013315827693448542
WFG4_M2,0.05,0.42,6,0.01354747631094027
WFG4_M2,0.05,0.42,7,0.013486815853209036
WFG4_M2,0.05,0.42,8,0.015029044826810658
WFG4_M2,0.05,0.42,9,0.013169724935417602
WFG4_M2,0.05,0.42,10,0.013673508045178591
WFG4_M2,0.05,0.42,11,0.013112234411239945
WFG4_M2,0.05,0.42,12,0.014490408832514644
WFG4_M2,0.05,0.42,13,0.013497502206007731
WFG4_M2,0.05,0.42,14,0.013161503807217414
WFG4_M2,0.05,0.42,15,0.013591038589837024
WFG4_M2,0.05,0.42,16,0.012884926493214686
WFG4_M2,0.05,0.42,17,0.013629119624058814
WFG4_M2,0.05,0.42,18,0.01325489482950644
WFG4_M2,0.05,0.42,19,0.013406535516864151
WFG4_M2,0.05,0.42,20,0.013538223561087984
WFG4_M2,0.05,0.42,21,0.013337946706963644
WFG4_M2,0.05,0.42,22,0.013488202530905892
WFG4_M2,0.05,0.42,23,0.013060319962287185
WFG4_M2,0.05,0.42,24,0.012941318251431641
WFG4_M2,0.05,0.42,25,0.013852192676729462
WFG4_M2,0.05,0.42,26,0.014103710701572356
WFG4_M2,0.05,0.42,27,0.013598795082845276
WFG4_M2,0.05,0.42,28,0.012877222435881729
WFG4_M2,0.05,0.42,29,0.012974956850668889
WFG4_M2,0.05,0.42,30,0.013341954663261475
DTLZ2_M2,0.05,0.53,1,0.004202528390316102
DTLZ2_M2,0.05,0.53,2,0.004110999480435933
DTLZ2_M2,0.05,0.53,3,0.004153410669759305
DTLZ2_M2,0.05,0.53,4,0.004181132423624485
DTLZ2_M2,0.05,0.53,5,0.00411885188449276
DTLZ2_M2,0.05,0.53,6,0.0041943180402979905
DTLZ2_M2,0.05,0.53,7,0.004192736800478655
DTLZ2_M2,0.05,0.53,8,0.004157709229036185
DTLZ2_M2,0.05,0.53,9,0.004156326980450413
DTLZ2_M2,0.05,0.53,10,0.004196727226198176
DTLZ2_M2,0.05,0.53,11,0.004208381020003148
DTLZ2_M2,0.05,0.53,12,0.004204962514303772
DTLZ2_M2,0.05,0.53,13,0.004174678935238863
DTLZ2_M2,0.05,0.53,14,0.004199355443062249
DTLZ2_M2,0.05,0.53,15,0.004227604690587279
DTLZ2_M2,0.05,0.53,16,0.0041527621407810794
DTLZ2_M2,0.05,0.53,17,0.00414818555322494
DTLZ2_M2,0.05,0.53,18,0.004165343261849421
DTLZ2_M2,0.05,0.53,19,0.004112688536075234
DTLZ2_M2,0.05,0.53,20,0.0042164875671579635
DTLZ2_M2,0.05,0.53,21,0.004118804850743271
DTLZ2_M2,0.05,0.53,22,0.004139189055715151
DTLZ2_M2,0.05,0.53,23,0.00412628296006838
DTLZ2_M2,0.05,0.53,24,0.0041717839398962096
DTLZ2_M2,0.05,0.53,25,0.004150411966881187
DTLZ2_M2,0.05,0.53,26,0.0041625464333709125
DTLZ2_M2,0.05,0.53,27,0.004100476607564692
DTLZ2_M2,0.05,0.53,28,0.004312763437465621
DTLZ2_M2,0.05,0.53,29,0.004183382125234895
DTLZ2_M2,0.05,0.53,30,0.004104836685119553
DTLZ7_M3,0.05,0.53,1,0.06001350039479347
DTLZ7_M3,0.05,0.53,2,0.0625101792535647
DTLZ7_M3,0.05,0.53,3,0.34587874204015984
DTLZ7_M3,0.05,0.53,4,0.06155598123737054
DTLZ7_M3,0.05,0.53,5,0.058233650814422014
DTLZ7_M3,0.05,0.53,6,0.05974318521496035
DTLZ7_M3,0.05,0.53,7,0.06114112684122962
DTLZ7_M3,0.05,0.53,8,0.0597078898299758
DTLZ7_M3,0.05,0.53,9,0.059465173764702846
DTLZ7_M3,0.05,0.53,10,0.060176315706760304
DTLZ7_M3,0.05,0.53,11,0.05844452950830454
DTLZ7_M3,0.05,0.53,12,0.06138789510981656
DTLZ7_M3,0.05,0.53,13,0.06005138088067952
DTLZ7_M3,0.05,0.53,14,0.061549805947741856
DTLZ7_M3,0.05,0.53,15,0.34484408862597776
DTLZ7_M3,0.05,0.53,16,0.0600319667627761
DTLZ7_M3,0.05,0.53,17,0.0592196149160751
DTLZ7_M3,0.05,0.53,18,0.06079168967067915
DTLZ7_M3,0.05,0.53,19,0.06074445547600344
DTLZ7_M3,0.05,0.53,20,0.06171820301473276
DTLZ7_M3,0.05,0.53,21,0.060849423453072676
DTLZ7_M3,0.05,0.53,22,0.060022352188174526
DTLZ7_M3,0.05,0.53,23,0.05941190305885071
DTLZ7_M3,0.05,0.53,24,0.05814637292010591
DTLZ7_M3,0.05,0.53,25,0.059185018665755616
DTLZ7_M3,0.05,0.53,26,0.05976016642615828
DTLZ7_M3,0.05,0.53,27,0.06125893634762599
DTLZ7_M3,0.05,0.53,28,0.059289677704916575
DTLZ7_M3,0.05,0.53,29,0.059432663285662296
DTLZ7_M3,0.05,0.53,30,0.061191415483690434
WFG4_M2,0.05,0.53,1,0.013273449317434429
WFG4_M2,0.05,0.53,2,0.013120619334038656
WFG4_M2,0.05,0.53,3,0.013309547454256651
WFG4_M2,0.05,0.53,4,0.013588136704152192
WFG4_M2,0.05,0.53,5,0.013195479949144943
WFG4_M2,0.05,0.53,6,0.013239399414881496
WFG4_M2,0.05,0.53,7,0.012966619919536675
WFG4_M2,0.05,0.53,8,0.013201849323167966
WFG4_M2,0.05,0.53,9,0.013234459446099987
WFG4_M2,0.05,0.53,10,0.013609304282374422
WFG4_M2,0.05,0.53,11,0.01324775582693272
WFG4_M2,0.05,0.53,12,0.013831836745703376
WFG4_M2,0.05,0.53,13,0.013828236478006755
WFG4_M2,0.05,0.53,14,0.01340664181898075
WFG4_M2,0.05,0.53,15,0.013552841384478171
WFG4_M2,0.05,0.53,16,0.014010341168834832
WFG4_M2,0.05,0.53,17,0.013150564659773227
WFG4_M2,0.05,0.53,18,0.013398397895682024
WFG4_M2,0.05,0.53,19,0.013081725883829472
WFG4_M2,0.05,0.53,20,0.013353951740761493
WFG4_M2,0.05,0.53,21,0.014056792898948836
WFG4_M2,0.05,0.53,22,0.013718706237193965
WFG4_M2,0.05,0.53,23,0.01463854447163523
WFG4_M2,0.05,0.53,24,0.013389282099252154
WFG4_M2,0.05,0.53,25,0.013021948691860087
WFG4_M2,0.05,0.53,26,0.013541049380611367
WFG4_M2,0.05,0.53,27,0.013039523497054705
WFG4_M2,0.05,0.53,28,0.013556479090283452
WFG4_M2,0.05,0.53,29,0.013453254297719125
WFG4_M2,0.05,0.53,30,0.012805319355307956
DTLZ2_M2,0.05,0.64,1,0.0041326639300645045
DTLZ2_M2,0.05,0.64,2,0.00415841710317892
DTLZ2_M2,0.05,0.64,3,0.004182094376533228
DTLZ2_M2,0.05,0.64,4,0.004149879343116744
DTLZ2_M2,0.05,0.64,5,0.004157475901057522
DTLZ2_M2,0.05,0.64,6,0.004131374980293985
DTLZ2_M2,0.05,0.64,7,0.004110511029703619
DTLZ2_M2,0.05,0.64,8,0.004152268620329956
DTLZ2_M2,0.05,0.64,9,0.004252576594558888
DTLZ2_M2,0.05,0.64,10,0.0041845583579282935
DTLZ2_M2,0.05,0.64,11,0.004121307992359137
DTLZ2_M2,0.05,0.64,12,0.004150141430821479
DTLZ2_M2,0.05,0.64,13,0.004146790425806615
DTLZ2_M2,0.05,0.64,14,0.004163260374020554
DTLZ2_M2,0.05,0.64,15,0.00419688215256954
DTLZ2_M2,0.05,0.64,16,0.004093170619785987
DTLZ2_M2,0.05,0.64,17,0.004185485790232156
DTLZ2_M2,0.05,0.64,18,0.004150866324617842
DTLZ2_M2,0.05,0.64,19,0.004191522700357538
DTLZ2_M2,0.05,0.64,20,0.004195066331753043
DTLZ2_M2,0.05,0.64,21,0.004217976442603605
DTLZ2_M2,0.05,0.64,22,0.00411772748927888
DTLZ2_M2,0.05,0.64,23,0.004147827296008367
DTLZ2_M2,0.05,0.64,24,0.004120770119208815
DTLZ2_M2,0.05,0.64,25,0.004188331572700437
DTLZ2_M2,0.05,0.64,26,0.004219687999287437
DTLZ2_M2,0.05,0.64,27,0.004103546331157521
DTLZ2_M2,0.05,0.64,28,0.0042136779411884985
DTLZ2_M2,0.05,0.64,29,0.004134368245303712
DTLZ2_M2,0.05,0.64,30,0.004143763766336484
DTLZ7_M3,0.05,0.64,1,0.06175739541143356
DTLZ7_M3,0.05,0.64,2,0.060330221838187606
DTLZ7_M3,0.05,0.64,3,0.06028608319072373
DTLZ7_M3,0.05,0.64,4,0.05738684524871039
DTLZ7_M3,0.05,0.64,5,0.061066347970262995
DTLZ7_M3,0.05,0.64,6,0.06254488138575867
DTLZ7_M3,0.05,0.64,7,0.061337849814262
DTLZ7_M3,0.05,0.64,8,0.06047695554081781
DTLZ7_M3,0.05,0.64,9,0.05977094597652215
DTLZ7_M3,0.05,0.64,10,0.060446099979839255
DTLZ7_M3,0.05,0.64,11,0.06003855736096062
DTLZ7_M3,0.05,0.64,12,0.058993102904160856
DTLZ7_M3,0.05,0.64,13,0.05954766885850733
DTLZ7_M3,0.05,0.64,14,0.05793103523362805
DTLZ7_M3,0.05,0.64,15,0.059542708563543434
DTLZ7_M3,0.05,0.64,16,0.059098197274860036
DTLZ7_M3,0.05,0.64,17,0.060225986857764986
DTLZ7_M3,0.05,0.64,18,0.05994364476745926
DTLZ7_M3,0.05,0.64,19,0.06077325656143932
DTLZ7_M3,0.05,0.64,20,0.060001687621948144
DTLZ7_M3,0.05,0.64,21,0.06110445056110143
DTLZ7_M3,0.05,0.64,22,0.0601018644577985
DTLZ7_M3,0.05,0.64,23,0.05749906432997668
DTLZ7_M3,0.05,0.64,24,0.06107193571147131
DTLZ7_M3,0.05,0.64,25,0.060039416218531844
DTLZ7_M3,0.05,0.64,26,0.06155764394469306
DTLZ7_M3,0.05,0.64,27,0.05957514325659422
DTLZ7_M3,0.05,0.64,28,0.0632010848567829
DTLZ7_M3,0.05,0.64,29,0.0624005044409329
DTLZ7_M3,0.05,0.64,30,0.060257958975096004
WFG4_M2,0.05,0.64,1,0.013679601075857773
WFG4_M2,0.05,0.64,2,0.01315342537152914
WFG4_M2,0.05,0.64,3,0.013755734816059729
WFG4_M2,0.05,0.64,4,0.01295817425956655
WFG4_M2,0.05,0.64,5,0.013066885424646157
WFG4_M2,0.05,0.64,6,0.014271231828120961
WFG4_M2,0.05,0.64,7,0.014793214920592037
WFG4_M2,0.05,0.64,8,0.013142355738264399
WFG4_M2,0.05,0.64,9,0.01335508067075618
WFG4_M2,0.05,0.64,10,0.013989860511251407
WFG4_M2,0.05,0.64,11,0.013839600269718403
WFG4_M2,0.05,0.64,12,0.0143399449905688
WFG4_M2,0.05,0.64,13,0.013060688941172712
WFG4_M2,0.05,0.64,14,0.013389637895592764
WFG4_M2,0.05,0.64,15,0.013250403971201502
WFG4_M2,0.05,0.64,16,0.013156943928632868
WFG4_M2,0.05,0.64,17,0.013942647968628938
WFG4_M2,0.05,0.64,18,0.013290718700016965
WFG4_M2,0.05,0.64,19,0.013175404047849474
WFG4_M2,0.05,0.64,20,0.013678348081376936
WFG4_M2,0.05,0.64,21,0.013424412359863538
WFG4_M2,0.05,0.64,22,0.01374182860702088
WFG4_M2,0.05,0.64,23,0.013513369826251273
WFG4_M2,0.05,0.64,24,0.013302889547019216
WFG4_M2,0.05,0.64,25,0.01340952358351625
WFG4_M2,0.05,0.64,26,0.013847987519899059
WFG4_M2,0.05,0.64,27,0.013625724557825987
WFG4_M2,0.05,0.64,28,0.012826346982087955
WFG4_M2,0.05,0.64,29,0.014058587211052088
WFG4_M2,0.05,0.64,30,0.013001546834714562
DTLZ2_M2,0.075,0.05,1,0.004195831904750251
DTLZ2_M2,0.075,0.05,2,0.004175430011065256
DTLZ2_M2,0.075,0.05,3,0.004125400119067347
DTLZ2_M2,0.075,0.05,4,0.004164294745584484
DTLZ2_M2,0.075,0.05,5,0.004140756071952781
DTLZ2_M2,0.075,0.05,6,0.004078820900585391
DTLZ2_M2,0.075,0.05,7,0.004122134828560479
DTLZ2_M2,0.075,0.05,8,0.004105697482966704
DTLZ2_M2,0.075,0.05,9,0.004169536918491636
DTLZ2_M2,0.075,0.05,10,0.004159244593579798
DTLZ2_M2,0.075,0.05,11,0.004151459479655425
DTLZ2_M2,0.075,0.05,12,0.004157240168238799
DTLZ2_M2,0.075,0.05,13,0.0041704431097912085
DTLZ2_M2,0.075,0.05,14,0.004176408372893415
DTLZ2_M2,0.075,0.05,15,0.004235253612639865
DTLZ2_M2,0.075,0.05,16,0.004181697218116492
DTLZ2_M2,0.075,0.05,17,0.004111052375696084
DTLZ2_M2,0.075,0.05,18,0.004112520791368024
DTLZ2_M2,0.075,0.05,19,0.004099023812419813
DTLZ2_M2,0.075,0.05,20,0.004169941545494838
DTLZ2_M2,0.075,0.05,21,0.004150150489638769
DTLZ2_M2,0.075,0.05,22,0.004126363735584767
DTLZ2_M2,0.075,0.05,23,0.004163473643224333
DTLZ2_M2,0.075,0.05,24,0.004111015720797702
DTLZ2_M2,0.075,0.05,25,0.004062659648339017
DTLZ2_M2,0.075,0.05,26,0.004191859409007442
DTLZ2_M2,0.075,0.05,27,0.004127729995500227
DTLZ2_M2,0.075,0.05,28,0.004120777756305807
DTLZ2_M2,0.075,0.05,29,0.004104331076917839
DTLZ2_M2,0.075,0.05,30,0.004102725642203167
DTLZ7_M3,0.075,0.05,1,0.06409096770309981
DTLZ7_M3,0.075,0.05,2,0.0582500202342216
DTLZ7_M3,0.075,0.05,3,0.0592040344550369
DTLZ7_M3,0.075,0.05,4,0.05955653765171184
DTLZ7_M3,0.075,0.05,5,0.05888488298281866
DTLZ7_M3,0.075,0.05,6,0.05977237044438699
DTLZ7_M3,0.075,0.05,7,0.06120326485641899
DTLZ7_M3,0.075,0.05,8,0.06212978034192433
DTLZ7_M3,0.075,0.05,9,0.059941480638965865
DTLZ7_M3,0.075,0.05,10,0.06025689461696735
DTLZ7_M3,0.075,0.05,11,0.059759877219285065
DTLZ7_M3,0.075,0.05,12,0.061065239706597337
DTLZ7_M3,0.075,0.05,13,0.0620493763649948
DTLZ7_M3,0.075,0.05,14,0.058075346365199586
DTLZ7_M3,0.075,0.05,15,0.06015519628492276
DTLZ7_M3,0.075,0.05,16,0.06130853297109618
DTLZ7_M3,0.075,0.05,17,0.05876488627167947
DTLZ7_M3,0.075,0.05,18,0.059186519859723924
DTLZ7_M3,0.075,0.05,19,0.0600328720984361
DTLZ7_M3,0.075,0.05,20,0.05876771615757876
DTLZ7_M3,0.075,0.05,21,0.05993290361462211
DTLZ7_M3,0.075,0.05,22,0.34691343689682863
DTLZ7_M3,0.075,0.05,23,0.06223303249735927
DTLZ7_M3,0.075,0.05,24,0.060210494419747046
DTLZ7_M3,0.075,0.05,25,0.05773895740341427
DTLZ7_M3,0.075,0.05,26,0.060177937248451135
DTLZ7_M3,0.075,0.05,27,0.06125164459152183
DTLZ7_M3,0.075,0.05,28,0.06031998708652093
DTLZ7_M3,0.075,0.05,29,0.05964158083430466
DTLZ7_M3,0.075,0.05,30,0.05794149393848168
WFG4_M2,0.075,0.05,1,0.013361928115155575
WFG4_M2,0.075,0.05,2,0.013007639568941487
WFG4_M2,0.075,0.05,3,0.013105586449396267
WFG4_M2,0.075,0.05,4,0.013536756568946208
WFG4_M2,0.075,0.05,5,0.012823563278372307
WFG4_M2,0.075,0.05,6,0.013013837588431887
WFG4_M2,0.075,0.05,7,0.013154852316106445
WFG4_M2,0.075,0.05,8,0.01297078876117082
WFG4_M2,0.075,0.05,9,0.01298607815856935
WFG4_M2,0.075,0.05,10,0.014258885690606675
WFG4_M2,0.075,0.05,11,0.012891335491347201
WFG4_M2,0.075,0.05,12,0.013546203587836555
WFG4_M2,0.075,0.05,13,0.013647103046817557
WFG4_M2,0.075,0.05,14,0.012958213277203092
WFG4_M2,0.075,0.05,15,0.013308375169339007
WFG4_M2,0.075,0.05,16,0.013031568406257785
WFG4_M2,0.075,0.05,17,0.013305829386961876
WFG4_M2,0.075,0.05,18,0.01336542198937946
WFG4_M2,0.075,0.05,19,0.013092919405553564
WFG4_M2,0.075,0.05,20,0.01335282956491551
WFG4_M2,0.075,0.05,21,0.01279149081866307
WFG4_M2,0.075,0.05,22,0.013220538920286271
WFG4_M2,0.075,0.05,23,0.013470081722114143
WFG4_M2,0.075,0.05,24,0.012739642659561354
WFG4_M2,0.075,0.05,25,0.01316812057179203
WFG4_M2,0.075,0.05,26,0.013305794881977473
WFG4_M2,0.075,0.05,27,0.01280892422222098
WFG4_M2,0.075,0.05,28,0.012767278531160761
WFG4_M2,0.075,0.05,29,0.013705604206652958
WFG4_M2,0.075,0.05,30,0.013210876572770036
DTLZ2_M2,0.075,0.07,1,0.004083962071457323
DTLZ2_M2,0.075,0.07,2,0.004163317785065601
DTLZ2_M2,0.075,0.07,3,0.0041822840955912785
DTLZ2_M2,0.075,0.07,4,0.0040901008740164896
DTLZ2_M2,0.075,0.07,5,0.004124295406632311
DTLZ2_M2,0.075,0.07,6,0.0041708682976149295
DTLZ2_M2,0.075,0.07,7,0.004118817178234008
DTLZ2_M2,0.075,0.07,8,0.004086022713833335
DTLZ2_M2,0.075,0.07,9,0.004157711102910318
DTLZ2_M2,0.075,0.07,10,0.004234444263777436
DTLZ2_M2,0.075,0.07,11,0.004108509316067883
DTLZ2_M2,0.075,0.07,12,0.004183441444295877
DTLZ2_M2,0.075,0.07,13,0.004152600960211826
DTLZ2_M2,0.075,0.07,14,0.0041748572013376
DTLZ2_M2,0.075,0.07,15,0.004200465691149642
DTLZ2_M2,0.075,0.07,16,0.00413052973553271
DTLZ2_M2,0.075,0.07,17,0.004118072711604652
DTLZ2_M2,0.075,0.07,18,0.00408595341693409
DTLZ2_M2,0.075,0.07,19,0.00412794905952318
DTLZ2_M2,0.075,0.07,20,0.004144161901308749
DTLZ2_M2,0.075,0.07,21,0.004092838473216463
DTLZ2_M2,0.075,0.07,22,0.00418517909157026
DTLZ2_M2,0.075,0.07,23,0.0041668455938850555
DTLZ2_M2,0.075,0.07,24,0.0041851252085082875
DTLZ2_M2,0.075,0.07,25,0.004130497595347075
DTLZ2_M2,0.075,0.07,26,0.004117331326124268
DTLZ2_M2,0.075,0.07,27,0.004095312022434579
DTLZ2_M2,0.075,0.07,28,0.004192349509379864
DTLZ2_M2,0.075,0.07,29,0.004175385783476066
DTLZ2_M2,0.075,0.07,30,0.00419939847735387
DTLZ7_M3,0.075,0.07,1,0.058931104393637954
DTLZ7_M3,0.075,0.07,2,0.05786024483481042
DTLZ7_M3,0.075,0.07,3,0.06219868584166181
DTLZ7_M3,0.075,0.07,4,0.059592540536027215
DTLZ7_M3,0.075,0.07,5,0.05896907091100641
DTLZ7_M3,0.075,0.07,6,0.05984526289127803
DTLZ7_M3,0.075,0.07,7,0.059308424749106005
DTLZ7_M3,0.075,0.07,8,0.06094714081458786
DTLZ7_M3,0.075,0.07,9,0.0611577536564194
DTLZ7_M3,0.075,0.07,10,0.05978250236219407
DTLZ7_M3,0.075,0.07,11,0.06094219669358175
DTLZ7_M3,0.075,0.07,12,0.06121118578458029
DTLZ7_M3,0.075,0.07,13,0.05877802322740638
DTLZ7_M3,0.075,0.07,14,0.06058445801979433
DTLZ7_M3,0.075,0.07,15,0.06003686690105196
DTLZ7_M3,0.075,0.07,16,0.05890775904303898
DTLZ7_M3,0.075,0.07,17,0.06021699449289624
DTLZ7_M3,0.075,0.07,18,0.06106284369201951
DTLZ7_M3,0.075,0.07,19,0.060229956381560146
DTLZ7_M3,0.075,0.07,20,0.06012496899722614
DTLZ7_M3,0.075,0.07,21,0.059479844298906244
DTLZ7_M3,0.075,0.07,22,0.062215151106537726
DTLZ7_M3,0.075,0.07,23,0.05976479695918394
DTLZ7_M3,0.075,0.07,24,0.059060029961974625
DTLZ7_M3,0.075,0.07,25,0.060655593846128945
DTLZ7_M3,0.075,0.07,26,0.05854101555648218
DTLZ7_M3,0.075,0.07,27,0.3448808960108126
DTLZ7_M3,0.075,0.07,28,0.06108840580374656
DTLZ7_M3,0.075,0.07,29,0.06114170945142854
DTLZ7_M3,0.075,0.07,30,0.345531696593656
WFG4_M2,0.075,0.07,1,0.013416897309172955
WFG4_M2,0.075,0.07,2,0.013414101121121305
WFG4_M2,0.075,0.07,3,0.013492258518546458
WFG4_M2,0.075,0.07,4,0.013031911307599802
WFG4_M2,0.075,0.07,5,0.013710132002040729
WFG4_M2,0.075,0.07,6,0.013227657075674
WFG4_M2,0.075,0.07,7,0.012629648378535304
WFG4_M2,0.075,0.07,8,0.01309662438200071
WFG4_M2,0.075,0.07,9,0.012713549469402915
WFG4_M2,0.075,0.07,10,0.012773004799214638
WFG4_M2,0.075,0.07,11,0.014229477649923569
WFG4_M2,0.075,0.07,12,0.013460680923936565
WFG4_M2,0.075,0.07,13,0.012990273024355155
WFG4_M2,0.075,0.07,14,0.01315026281632685
WFG4_M2,0.075,0.07,15,0.013601423100143234
WFG4_M2,0.075,0.07,16,0.013134149217502682
WFG4_M2,0.075,0.07,17,0.013111897872776345
WFG4_M2,0.075,0.07,18,0.013130359919014338
WFG4_M2,0.075,0.07,19,0.013696093481890319
WFG4_M2,0.075,0.07,20,0.013977023867573815
WFG4_M2,0.075,0.07,21,0.012896965122235798
WFG4_M2,0.075,0.07,22,0.013332024476126194
WFG4_M2,0.075,0.07,23,0.013842600579827195
WFG4_M2,0.075,0.07,24,0.013184342640221863
WFG4_M2,0.075,0.07,25,0.013461643587047323
WFG4_M2,0.075,0.07,26,0.012920484214345562
WFG4_M2,0.075,0.07,27,0.012932036147822942
WFG4_M2,0.075,0.07,28,0.012889822639881273
WFG4_M2,0.075,0.07,29,0.013121160170692741
WFG4_M2,0.075,0.07,30,0.013058032536689522
DTLZ2_M2,0.075,0.11,1,0.0041106099285369855
DTLZ2_M2,0.075,0.11,2,0.004183501493646636
DTLZ2_M2,0.075,0.11,3,0.004104878996488038
DTLZ2_M2,0.075,0.11,4,0.0042379733976669965
DTLZ2_M2,0.075,0.11,5,0.004116316968498352
DTLZ2_M2,0.075,0.11,6,0.004197608339768219
DTLZ2_M2,0.075,0.11,7,0.004075666140728203
DTLZ2_M2,0.075,0.11,8,0.004152155763714221
DTLZ2_M2,0.075,0.11,9,0.004139916403317299
DTLZ2_M2,0.075,0.11,10,0.004119268662473151
DTLZ2_M2,0.075,0.11,11,0.004185200228211937
DTLZ2_M2,0.075,0.11,12,0.004113713408406383
DTLZ2_M2,0.075,0.11,13,0.0041221447790763055
DTLZ2_M2,0.075,0.11,14,0.004142230606022922
DTLZ2_M2,0.075,0.11,15,0.004161232245678302
DTLZ2_M2,0.075,0.11,16,0.004202310890621871
DTLZ2_M2,0.075,0.11,17,0.004082872691995014
DTLZ2_M2,0.075,0.11,18,0.004145809362946355
DTLZ2_M2,0.075,0.11,19,0.004175727501536404
DTLZ2_M2,0.075,0.11,20,0.004110913874843621
DTLZ2_M2,0.075,0.11,21,0.004138592549009091
DTLZ2_M2,0.075,0.11,22,0.00413334629385682
