comparison,metric,tau,algo,fe_norm,fraction_solved,ci_low,ci_high,n_traces
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6272727272727272,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6363636363636364,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6454545454545454,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6545454545454545,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6636363636363636,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6727272727272727,0.9803921568627451,0.973202614379085,0.9869281045751634,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6818181818181818,0.9816993464052287,0.9751633986928104,0.9875980392156863,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.6909090909090908,0.9816993464052287,0.9751633986928104,0.9875980392156863,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7,0.9816993464052287,0.9751633986928104,0.9875980392156863,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.709090909090909,0.9816993464052287,0.9751633986928104,0.9875980392156863,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7181818181818181,0.9816993464052287,0.9751633986928104,0.9875980392156863,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7272727272727272,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7363636363636363,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7454545454545454,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7545454545454545,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7636363636363636,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7727272727272727,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7818181818181817,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7909090909090909,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.7999999999999999,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8090909090909091,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8181818181818181,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8272727272727273,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8363636363636363,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8454545454545453,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
IVFNSGAIII_vs_NSGAIII,IGD,0.5,NSGAIII,0.8545454545454545,0.9823529411764705,0.9758169934640523,0.9882352941176471,1530
