section,pipeline,base_algo,problem,M,run,activation_gate_line,activation_gate,generation_cap_line,generation_cap,generation_cap_check_line,generation_cap_check,mating_budget_line,mating_budget,fixed_generation_budget,n_checkpoints_ivf,fe_min_ivf,fe_max_ivf,overshoot_ivf,n_checkpoints_base,fe_min_base,fe_max_base,overshoot_base,mean_abs_fe_drift,max_abs_fe_drift,exact_match_pct
empirical,IVFNSGAII,NSGAII,WFG8,2.0,7030.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7001.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7002.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7003.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7004.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7005.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7006.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7007.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7008.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7009.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7010.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7011.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7012.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7013.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7014.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7015.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7016.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7017.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7018.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7019.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7020.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7021.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7022.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7023.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7024.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7025.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7026.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7027.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7028.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7029.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAII,NSGAII,ZDT4,2.0,7030.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7001.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7002.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7003.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7004.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7005.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7006.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7007.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7008.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7009.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7010.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7011.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7012.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7013.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7014.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7015.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7016.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7017.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7018.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7019.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7020.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7021.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7022.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7023.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7024.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7025.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7026.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7027.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7028.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7029.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,2.0,7030.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7001.0,,,,,,,,,,100.0,993.0,100023.0,23.0,100.0,991.0,100081.0,81.0,28.57,85.0,2.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7002.0,,,,,,,,,,100.0,994.0,100028.0,28.0,100.0,991.0,100081.0,81.0,29.51,84.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7003.0,,,,,,,,,,100.0,993.0,100039.0,39.0,100.0,991.0,100081.0,81.0,30.27,87.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7004.0,,,,,,,,,,100.0,993.0,100032.0,32.0,100.0,991.0,100081.0,81.0,30.5,87.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7005.0,,,,,,,,,,100.0,993.0,100028.0,28.0,100.0,991.0,100081.0,81.0,29.82,89.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7006.0,,,,,,,,,,100.0,994.0,100040.0,40.0,100.0,991.0,100081.0,81.0,30.92,85.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7007.0,,,,,,,,,,100.0,993.0,100034.0,34.0,100.0,991.0,100081.0,81.0,29.44,81.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7008.0,,,,,,,,,,100.0,994.0,100031.0,31.0,100.0,991.0,100081.0,81.0,31.09,86.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7009.0,,,,,,,,,,100.0,994.0,100036.0,36.0,100.0,991.0,100081.0,81.0,30.65,87.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7010.0,,,,,,,,,,100.0,993.0,100026.0,26.0,100.0,991.0,100081.0,81.0,28.55,85.0,2.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7011.0,,,,,,,,,,100.0,994.0,100027.0,27.0,100.0,991.0,100081.0,81.0,29.61,88.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7012.0,,,,,,,,,,100.0,994.0,100031.0,31.0,100.0,991.0,100081.0,81.0,29.15,81.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7013.0,,,,,,,,,,100.0,994.0,100031.0,31.0,100.0,991.0,100081.0,81.0,30.42,89.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7014.0,,,,,,,,,,100.0,993.0,100035.0,35.0,100.0,991.0,100081.0,81.0,29.61,80.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7015.0,,,,,,,,,,100.0,994.0,100038.0,38.0,100.0,991.0,100081.0,81.0,29.69,83.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7016.0,,,,,,,,,,100.0,994.0,100031.0,31.0,100.0,991.0,100081.0,81.0,30.2,88.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7017.0,,,,,,,,,,100.0,992.0,100031.0,31.0,100.0,991.0,100081.0,81.0,29.63,89.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7018.0,,,,,,,,,,100.0,994.0,100023.0,23.0,100.0,991.0,100081.0,81.0,28.15,84.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7019.0,,,,,,,,,,100.0,995.0,100025.0,25.0,100.0,991.0,100081.0,81.0,29.81,84.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7020.0,,,,,,,,,,100.0,993.0,100019.0,19.0,100.0,991.0,100081.0,81.0,27.6,78.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7021.0,,,,,,,,,,100.0,993.0,100022.0,22.0,100.0,991.0,100081.0,81.0,28.67,82.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7022.0,,,,,,,,,,100.0,994.0,100028.0,28.0,100.0,991.0,100081.0,81.0,28.93,84.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7023.0,,,,,,,,,,100.0,994.0,100030.0,30.0,100.0,991.0,100081.0,81.0,29.44,86.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7024.0,,,,,,,,,,100.0,995.0,100031.0,31.0,100.0,991.0,100081.0,81.0,29.5,85.0,0.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7025.0,,,,,,,,,,100.0,992.0,100040.0,40.0,100.0,991.0,100081.0,81.0,30.4,87.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7026.0,,,,,,,,,,100.0,993.0,100026.0,26.0,100.0,991.0,100081.0,81.0,29.21,81.0,3.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7027.0,,,,,,,,,,100.0,994.0,100024.0,24.0,100.0,991.0,100081.0,81.0,28.79,80.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7028.0,,,,,,,,,,100.0,994.0,100025.0,25.0,100.0,991.0,100081.0,81.0,28.94,81.0,2.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7029.0,,,,,,,,,,100.0,993.0,100025.0,25.0,100.0,991.0,100081.0,81.0,29.51,80.0,1.0
empirical,IVFNSGAIII,NSGAIII,DTLZ5,3.0,7030.0,,,,,,,,,,100.0,994.0,100019.0,19.0,100.0,991.0,100081.0,81.0,28.15,78.0,1.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7001.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7002.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7003.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7004.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7005.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7006.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7007.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7008.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7009.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7010.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7011.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7012.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7013.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7014.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7015.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7016.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7017.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7018.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7019.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7020.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7021.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7022.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7023.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7024.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7025.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7026.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7027.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7028.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7029.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,MaF1,2.0,7030.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7001.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7002.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7003.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7004.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7005.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7006.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7007.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7008.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7009.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7010.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7011.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7012.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7013.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7014.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7015.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7016.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7017.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7018.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7019.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7020.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7021.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7022.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7023.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7024.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7025.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7026.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7027.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
empirical,IVFNSGAIII,NSGAIII,WFG2,2.0,7028.0,,,,,,,,,,100.0,1000.0,100000.0,0.0,100.0,1000.0,100000.0,0.0,0.0,0.0,100.0
