Stage,Problem,M,Algorithm,Display,RunID,NTotalPoints,NFeasiblePoints,IGD_PF,HV,SourceFile
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,1,100,100,4.1614,0.40966,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_1.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,2,100,100,4.2282,0.40944,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_2.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,3,100,100,3.9947,0.40964,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_3.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,4,100,100,4.0598,0.40943,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_4.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,5,100,100,4.3909,0.40923,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_5.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,6,100,100,3.9693,0.40957,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_6.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,7,100,100,4.2607,0.40944,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_7.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,8,100,100,4.0846,0.40944,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_8.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,9,100,100,4.2797,0.40972,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_9.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,10,100,100,4.2935,0.40949,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_10.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,11,100,100,4.0336,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_11.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,12,100,100,4.0995,0.40961,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_12.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,13,100,100,4.1204,0.40944,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_13.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,14,100,100,4.1422,0.40966,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_14.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,15,100,100,4.1475,0.40942,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_15.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,16,100,100,4.1931,0.40966,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_16.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,17,100,100,4.1719,0.40941,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_17.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,18,100,100,4.3668,0.40924,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_18.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,19,100,100,4.3291,0.40935,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_19.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,20,100,100,4.1963,0.40957,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_20.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,21,100,100,4.0408,0.40962,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_21.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,22,100,100,4.0808,0.40941,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_22.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,23,100,100,4.0712,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_23.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,24,100,100,4.1002,0.40966,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_24.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,25,100,100,4.2521,0.40963,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_25.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,26,100,100,4.2202,0.4093,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_26.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,27,100,100,4.3799,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_27.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,28,100,100,3.9572,0.40959,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_28.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,29,100,100,4.2964,0.4096,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_29.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,30,100,100,4.0128,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_30.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,31,100,100,4.1907,0.40947,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_31.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,32,100,100,4.3124,0.40941,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_32.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,33,100,100,4.2017,0.40961,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_33.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,34,100,100,4.2998,0.40955,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_34.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,35,100,100,4.276,0.40949,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_35.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,36,100,100,4.1055,0.40948,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_36.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,37,100,100,4.2965,0.40959,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_37.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,38,100,100,4.2241,0.40949,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_38.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,39,100,100,4.1213,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_39.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,40,100,100,4.0295,0.40951,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_40.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,41,100,100,4.2988,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_41.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,42,100,100,4.2637,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_42.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,43,100,100,4.1448,0.40956,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_43.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,44,100,100,4.4057,0.40931,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_44.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,45,100,100,4.2945,0.40962,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_45.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,46,100,100,4.2253,0.4094,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_46.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,47,100,100,3.9594,0.40969,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_47.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,48,100,100,4.2078,0.40937,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_48.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,49,100,100,4.2637,0.40937,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_49.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,50,100,100,4.1233,0.40972,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_50.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,51,100,100,4.2363,0.4097,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_51.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,52,100,100,4.182,0.40948,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_52.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,53,100,100,4.2885,0.40966,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_53.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,54,100,100,4.0684,0.40945,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_54.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,55,100,100,4.2582,0.40977,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_55.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,56,100,100,4.106,0.40928,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_56.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,57,100,100,4.2315,0.40946,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_57.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,58,100,100,3.8568,0.40952,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_58.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,59,100,100,4.1729,0.40945,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_59.mat
MAIN,RWMOP9,2,IVFSPEA2,IVF/SPEA2,60,100,100,4.0224,0.40963,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/IVFSPEA2_RWMOP9_M2/IVFSPEA2_RWMOP9_M2_D4_60.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,1,100,100,3.9695,0.40936,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_1.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,2,100,100,4.2337,0.40947,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_2.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,3,100,100,4.2046,0.40918,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_3.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,4,100,100,3.9748,0.40941,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_4.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,5,100,100,4.1211,0.40914,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_5.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,6,100,100,4.127,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_6.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,7,100,100,4.0605,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_7.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,8,100,100,4.1345,0.40946,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_8.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,9,100,100,4.2424,0.40958,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_9.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,10,100,100,4.2048,0.4094,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_10.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,11,100,100,4.1026,0.40943,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_11.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,12,100,100,4.1387,0.40914,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_12.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,13,100,100,4.3345,0.40965,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_13.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,14,100,100,4.2944,0.40919,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_14.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,15,100,100,4.3429,0.40946,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_15.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,16,100,100,4.4361,0.40923,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_16.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,17,100,100,4.2403,0.40962,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_17.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,18,100,100,4.2672,0.40969,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_18.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,19,100,100,4.4352,0.40936,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_19.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,20,100,100,4.2325,0.409,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_20.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,21,100,100,4.3258,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_21.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,22,100,100,4.185,0.40955,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_22.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,23,100,100,4.324,0.40946,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_23.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,24,100,100,4.3564,0.40946,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_24.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,25,100,100,4.2088,0.40957,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_25.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,26,100,100,4.2321,0.40952,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_26.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,27,100,100,4.4275,0.40932,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_27.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,28,100,100,4.1755,0.40949,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_28.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,29,100,100,4.4026,0.40923,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_29.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,30,100,100,4.3458,0.40954,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_30.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,31,100,100,4.2046,0.4095,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_31.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,32,100,100,4.3668,0.40903,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_32.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,33,100,100,4.4011,0.40929,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_33.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,34,100,100,4.2572,0.40952,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_34.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,35,100,100,4.4142,0.40948,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_35.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,36,100,100,4.2587,0.40913,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_36.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,37,100,100,4.25,0.40972,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_37.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,38,100,100,4.2692,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_38.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,39,100,100,4.1836,0.40943,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_39.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,40,100,100,4.2411,0.40936,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_40.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,41,100,100,4.1697,0.40941,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_41.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,42,100,100,4.2265,0.40957,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_42.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,43,100,100,4.2275,0.40956,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_43.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,44,100,100,4.3282,0.40919,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_44.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,45,100,100,4.3064,0.40904,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_45.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,46,100,100,4.4062,0.40936,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_46.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,47,100,100,4.2515,0.40943,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_47.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,48,100,100,4.0125,0.40956,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_48.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,49,100,100,4.2501,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_49.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,50,100,100,4.2809,0.40945,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_50.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,51,100,100,4.3431,0.40945,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_51.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,52,100,100,4.3991,0.4093,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_52.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,53,100,100,4.3871,0.40955,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_53.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,54,100,100,4.3022,0.40953,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_54.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,55,100,100,4.1976,0.40917,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_55.mat
MAIN,RWMOP9,2,SPEA2,SPEA2,56,100,100,4.2336,0.40942,/home/pedro/desenvolvimento/ivfspea2/data/engineering_suite/SPEA2_RWMOP9_M2/SPEA2_RWMOP9_M2_D4_56.mat
