Phase,ConfigID,ProblemTag,ProblemName,M,Run,IGD,HV,R,C,Cycles,MutRate,VarRate,EARN,N_Offspring,Description
A,A25,MaF5_M3,MaF5,3,108999,2.0208092856743685,0.34690730972089573,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A25,MaF5_M3,MaF5,3,109000,1.491666318039524,0.347017468109104,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109001,0.00394609708967153,0.7203448074673873,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109002,0.003965503146896232,0.7203364057529422,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109003,0.003897026893006231,0.7204830959592239,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109004,0.003862051461360373,0.7204768834183313,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109005,0.003813248346873946,0.7205164834892062,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109006,0.003951162695888258,0.7204318183007244,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109007,0.0038997160090819337,0.7205134873557805,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109008,0.0039442655574087855,0.7203896832123792,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109009,0.003914660599325839,0.7203569893241429,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109010,0.00400234748027143,0.7202247893168902,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109011,0.0039696629979319685,0.720314808568077,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109012,0.0038079061877501082,0.7205374715602825,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109013,0.003956021980445584,0.7204124473120538,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109014,0.003887040368165286,0.7204347385544367,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109015,0.0038620742841924227,0.7204224670795827,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109016,0.003965058471027953,0.7203785705799387,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109017,0.003856758648906792,0.7204047393962604,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109018,0.0038955851796059933,0.7204713645846492,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109019,0.003935641660896667,0.7203846535348257,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109020,0.003865094957588884,0.7204493135920563,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109021,0.0038784831424698587,0.7203577134214061,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109022,0.003958436804284548,0.7203247684455791,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109023,0.003940988791843864,0.7203560487886306,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109024,0.0038844728239214974,0.7204622409932614,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109025,0.0039274322242222335,0.7203982921277825,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109026,0.004032999102774547,0.720253174906615,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109027,0.003956508182539689,0.7203710002177509,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109028,0.003828713005528602,0.7205144717815875,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109029,0.003995594467247547,0.7203146058332761,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT1_M2,ZDT1,2,109030,0.0039113792424678466,0.720443916123176,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109031,0.0031092821177576132,0.3889148628908839,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109032,0.0030929982563791753,0.3888974789107547,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109033,0.0031012751208900906,0.3889008354242863,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109034,0.0031082987020079906,0.38891275098847744,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109035,0.003094501149336083,0.3889138502850543,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109036,0.003050380296993395,0.3889468580969346,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109037,0.0030930792564966437,0.3889176945971026,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109038,0.0030525398311941365,0.388934006279897,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109039,0.0030593714368026847,0.388920909217255,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109040,0.0030506064753955437,0.38894392337086353,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109041,0.00303702535269168,0.38893544148844145,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109042,0.003057402270931115,0.38891858443755467,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109043,0.0030790072837380673,0.38891619942583766,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109044,0.0030605882440442192,0.3889167406860546,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109045,0.003066971073063646,0.38892463023564255,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109046,0.0030785749898347026,0.3889246932519336,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109047,0.0030875842866027133,0.3889270563480504,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109048,0.0031163322394392656,0.38890083913201345,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109049,0.0030510148298004834,0.38894484297360804,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109050,0.003093654347699413,0.3889115222207946,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109051,0.003097481426779141,0.38890600894908384,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109052,0.0030652383297573847,0.3889194453536482,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109053,0.0030396096626540262,0.3889530326446736,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109054,0.0031247039847903816,0.38888008140657837,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109055,0.003119839926827224,0.388878665603106,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109056,0.003096381744037757,0.38891319710685784,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109057,0.0030663812559559556,0.3889370665758503,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109058,0.0030956421798978,0.38888500599603376,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109059,0.003096907795470999,0.3889181826207142,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,ZDT6_M2,ZDT6,2,109060,0.003062802022589289,0.38893867704290125,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109061,0.013144347701459776,0.34669898711726277,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109062,0.01292022918524641,0.34715871898505835,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109063,0.012946649044602182,0.3472371645013392,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109064,0.012772401320410907,0.3471786486333747,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109065,0.012651670068860208,0.3469975001837223,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109066,0.012716030315561585,0.3468837608184735,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109067,0.012676659785928681,0.3472894969182924,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109068,0.012622123967272119,0.34734548646856217,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109069,0.012609096638129199,0.3472552842774994,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109070,0.012462686878610003,0.3473528581862691,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109071,0.012998673627496368,0.3470727098244445,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109072,0.013178991873894463,0.34680874961237707,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109073,0.01273939230688592,0.3472199872255972,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109074,0.012404203652168913,0.3471688194224286,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109075,0.012612964937909673,0.3471883943199466,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109076,0.013044044841531743,0.346732843202213,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109077,0.012858613103715884,0.34705931520092514,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109078,0.01274480248384704,0.3472709228634414,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109079,0.012851365755173089,0.3469027928107086,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109080,0.012674593133219097,0.3471021271766656,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109081,0.012620018499518012,0.3470042435118952,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109082,0.012498506383900715,0.34701663074925276,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109083,0.012838002873696294,0.347110019155805,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109084,0.012714898226593932,0.3470665810921342,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109085,0.01267891396779655,0.3471916474454526,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109086,0.012571195955157042,0.3471413284726299,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109087,0.012638131924845322,0.34695623490018307,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109088,0.012849603974222907,0.3469694724742095,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109089,0.012687390718241733,0.34714533347769416,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG4_M2,WFG4,2,109090,0.012639912170145318,0.3470540674036139,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109091,0.22560394572139209,0.22678208161347824,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109092,0.015872290175597797,0.3430398066576072,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109093,0.022634933096253366,0.3375166850451177,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109094,0.014510914484241749,0.344417800217179,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109095,0.015597685254943231,0.3432405881257222,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109096,0.01870055930410622,0.34057356316307763,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109097,0.015079132259050066,0.343599747836687,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109098,0.01745330955890114,0.3415184203740006,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109099,0.01659137569881814,0.34217454130599045,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109100,0.021209537038004822,0.338798335598766,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109101,0.015080284651228272,0.34370040671240754,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109102,0.015206491475402723,0.3434535152358045,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109103,0.01522234191888345,0.34319139336986637,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109104,0.22582309151359642,0.22677809214909553,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109105,0.016430941776290297,0.3423269306269493,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109106,0.01823504598119744,0.3408629707139551,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109107,0.017116242560172155,0.34162013013696324,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109108,0.017205908198273737,0.34163047290115767,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109109,0.021012129471394393,0.33886122512949124,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109110,0.017709091435811668,0.34142544151420384,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109111,0.04437540907778865,0.3244244911089446,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109112,0.017612144994204458,0.3416259449409471,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109113,0.023367763756185708,0.3372584535064712,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109114,0.015811513784321947,0.3426962664596289,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109115,0.019352771558796,0.34013675852780506,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109116,0.016117072569091114,0.34261420819931737,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109117,0.019770121767901914,0.34001997435404013,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109118,0.22545945164503728,0.22682928630590854,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109119,0.020668260099516427,0.3391982144179021,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,WFG9_M2,WFG9,2,109120,0.022654926219682146,0.33767801668485664,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109121,0.02033925048182488,0.8407288410175983,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109122,0.02010528135583132,0.8418126832410262,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109123,0.0200127383730616,0.8423117357364907,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109124,0.01994415388401117,0.8428303459295204,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109125,0.020348349264122042,0.8423931050914367,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109126,0.0200951731568734,0.8419141893054569,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109127,0.020048899963758415,0.8425982928407547,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109128,0.02026433342990474,0.8424389684719334,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109129,0.02008236966941859,0.8418722893902106,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109130,0.01986102059250104,0.8424480413789551,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109131,0.0201218762337789,0.8422301940610507,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109132,0.020126760686407934,0.8426504653313502,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109133,0.020093937041283906,0.8426840782144562,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109134,0.020215024541089487,0.8425554852958669,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109135,0.0202141319338972,0.8418705877337143,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109136,0.020181258036505417,0.841873555590817,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109137,0.020270992550939615,0.8418850025178886,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109138,0.020018773526545634,0.8417431291327404,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109139,0.020113313848032367,0.8426401886703653,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109140,0.020148199518168722,0.8426941142266113,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109141,0.020207997711975855,0.8425730058078139,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109142,0.019924940343324586,0.842401873711278,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109143,0.019945846069183364,0.8425347922845506,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109144,0.020190067939650405,0.8427976976988251,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109145,0.020098437011878353,0.8426061037129792,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109146,0.0201754145602057,0.8427594723907221,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109147,0.020011158616473696,0.8423207216686499,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109148,0.02045407751836501,0.841229132696289,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109149,0.019844219959398158,0.8424872117889718,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ1_M3,DTLZ1,3,109150,0.020206938029661167,0.8410070851008281,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109151,0.05342132490443742,0.5572894187908699,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109152,0.0535980810698,0.5575071927514101,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109153,0.05370898774055645,0.5542623967712561,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109154,0.05338685501162367,0.5566348633937122,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109155,0.05404632307497786,0.5567075859649264,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109156,0.0544345823514035,0.5569061506840465,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109157,0.05359127926457709,0.5586836117945639,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109158,0.05346860735725928,0.558624428874102,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109159,0.05379805746420346,0.5564491211020319,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109160,0.05461716206765451,0.5564170990098587,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109161,0.05346137808695748,0.5588520014111896,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
A,A26,DTLZ2_M3,DTLZ2,3,109162,0.05452404554484394,0.5577401444284712,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)"
