Phase,ConfigID,ProblemTag,ProblemName,M,R,C,Cycles,MutRate,VarRate,EARN,N_Offspring,Description,Runs,IGD_Median,IGD_Mean,IGD_IQR,HV_Median,HV_Mean,HV_IQR
A,A21,WFG2_M3,WFG2,3,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.1748695628574526,0.17502375200096223,0.00517022428926181,0.9287918836985474,0.9287114690288228,0.002035728168844231
A,A21,WFG4_M2,WFG4,2,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012712748099035895,0.012796550304321287,0.0003084760884988231,0.3470590052785425,0.3470376598829254,0.00021611403654020478
A,A21,WFG5_M3,WFG5,3,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22158794911447566,0.22226264901137716,0.0025366187012699493,0.5153640243993118,0.5152988089946944,0.0017517988729168765
A,A21,WFG9_M2,WFG9,2,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0172777967522892,0.023903202990951854,0.003022482807345569,0.34169191303689395,0.338255368683608,0.0027401143410406004
A,A21,ZDT1_M2,ZDT1,2,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003922615965955208,0.003925816525845492,9.050321710297017e-05,0.7203662354608181,0.720363066684064,0.00012035157096423887
A,A21,ZDT6_M2,ZDT6,2,0.1,0.16,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030701643361557927,0.0030689519396584677,2.6922142958656168e-05,0.3889205872701148,0.3889203584798037,1.2739825313856645e-05
A,A22,DTLZ1_M3,DTLZ1,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.02017639785420559,0.02019579489863741,0.00021191444942297855,0.8420910527693815,0.8416383023040451,0.001297485686293287
A,A22,DTLZ2_M3,DTLZ2,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05382303013004659,0.05393165405481327,0.00048426113454209246,0.5567600664238816,0.5567963568004362,0.0009202329048605407
A,A22,DTLZ4_M3,DTLZ4,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05425877522851418,0.20006666027506423,0.48692533771115337,0.5551819616380183,0.49319999145953014,0.20878048726356785
A,A22,DTLZ7_M3,DTLZ7,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.059526195880904256,0.07888869232452504,0.0016734844350104958,0.27703520334926834,0.2749140613679548,0.0014124811900873557
A,A22,MaF1_M3,MaF1,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04150057132124446,0.04148734089926561,0.00043911653530660094,0.2195039332866302,0.21935290388032547,0.0007619819093094837
A,A22,MaF5_M3,MaF5,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.8741436726437768,1.1048368649745393,1.6443568648852216,0.45071155215297437,0.4428118255283055,0.2084869769707106
A,A22,WFG2_M3,WFG2,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17436433382432145,0.17488437694141515,0.0071164166899683745,0.9297510151490997,0.9293447755113026,0.0014818505149510885
A,A22,WFG4_M2,WFG4,2,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012888215846774222,0.012898225813313442,0.00023824702896342413,0.3470531260786578,0.34703202502515784,0.00017660145326647836
A,A22,WFG5_M3,WFG5,3,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22151697171515167,0.22159856420227061,0.0023946151825924022,0.5157370130288836,0.5155203812759473,0.0018334122944451137
A,A22,WFG9_M2,WFG9,2,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.016569046451516065,0.016560376388356227,0.0015038965832809593,0.3424040538848207,0.3423275884207891,0.0014087568825230101
A,A22,ZDT1_M2,ZDT1,2,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003924987255383377,0.003917998008385479,8.478882809419925e-05,0.7203918845408044,0.7203714755128635,0.00014315267328524062
A,A22,ZDT6_M2,ZDT6,2,0.1,0.21,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030707695952121973,0.0030782252887163524,3.4654518969427176e-05,0.3889186326750427,0.38891299245993544,2.3118127612575812e-05
A,A23,DTLZ1_M3,DTLZ1,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020158091762696194,0.02019308195507495,0.0002819007407495293,0.8422667458749862,0.8417557007410534,0.0013127071558473036
A,A23,DTLZ2_M3,DTLZ2,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.054045755194769535,0.05408249951696305,0.0006353402969500044,0.5569038652977926,0.5569105532945067,0.0015494682187611186
A,A23,DTLZ4_M3,DTLZ4,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05437282457443476,0.2594961838714685,0.48697144421701655,0.5552246782557893,0.4625245877384063,0.20968026337904977
A,A23,DTLZ7_M3,DTLZ7,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.06021327661527872,0.09790357568819466,0.002205559377284831,0.2770132981827621,0.2726455641537866,0.0008978996659172456
A,A23,MaF1_M3,MaF1,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04132403950059507,0.0413710742310663,0.0004941482707758668,0.21967176343053063,0.21957703189088512,0.0006800241285092046
A,A23,MaF5_M3,MaF5,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.25141736444465856,0.9317241542612866,1.2490061233663117,0.551134679087041,0.45814182518527685,0.20831355048193273
A,A23,WFG2_M3,WFG2,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17396446247988373,0.17498394586426116,0.005273705559509456,0.9295210839309516,0.9292611135225624,0.0016041516940924483
A,A23,WFG4_M2,WFG4,2,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0128935021625145,0.012873473720422194,0.00018637453968234179,0.3470341195678339,0.3470225360274482,0.0001304184345086168
A,A23,WFG5_M3,WFG5,3,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22166500953252313,0.22155612019396825,0.002519163104473504,0.5146497987180264,0.5147624302461223,0.0017179554596786772
A,A23,WFG9_M2,WFG9,2,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.016136991528320696,0.016402656714360104,0.001895744684756319,0.34267481845143627,0.3425638509414544,0.0017048018101024076
A,A23,ZDT1_M2,ZDT1,2,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0039129789531007035,0.003920216012020191,8.659601123759981e-05,0.7203806495953085,0.7203878407505517,6.982939310562486e-05
A,A23,ZDT6_M2,ZDT6,2,0.1,0.21,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003077740334668141,0.0030769667155093046,2.750326424511137e-05,0.3889181523531672,0.38891522730372124,1.816670105142526e-05
A,A24,DTLZ1_M3,DTLZ1,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020189742271827963,0.020228220543730135,0.00021600483607324764,0.8419487520544002,0.8418691738610367,0.0007624622318822549
A,A24,DTLZ2_M3,DTLZ2,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05391154693399795,0.05398015347166692,0.0008163894692728921,0.5562730175457378,0.5565062449375731,0.0020330637728022127
A,A24,DTLZ4_M3,DTLZ4,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05411014499722372,0.1945908714824908,0.0013160597622836473,0.5561744602030718,0.4905758505864341,0.003207224866022873
A,A24,DTLZ7_M3,DTLZ7,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.060022245388741964,0.09785341871651955,0.002217157149195341,0.2775635497812201,0.2728889218402008,0.0009026584867938281
A,A24,MaF1_M3,MaF1,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04157691949924158,0.041478157491503895,0.0005894382790214009,0.21937389581780864,0.21934989171876765,0.0008461015089833435
A,A24,MaF5_M3,MaF5,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2471937686891872,0.9094948649207351,1.2481896411790983,0.5533866144260886,0.4637913018699542,0.20917863045641372
A,A24,WFG2_M3,WFG2,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17366687556888,0.17437175981255384,0.004702061660160378,0.9296471657330919,0.929463260486801,0.002059579657194499
A,A24,WFG4_M2,WFG4,2,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.01278099960190651,0.012802579517968116,0.00021955329356421714,0.3471272856336423,0.34709875011896946,0.00016339894080436013
A,A24,WFG5_M3,WFG5,3,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2213400327040128,0.221722109112779,0.0021648465919449356,0.5152909565623793,0.5151831904000332,0.0014846918209058257
A,A24,WFG9_M2,WFG9,2,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.016059451422715476,0.023303624722709727,0.0024307883844287125,0.34298141577571944,0.3387540591580719,0.0022060649474926475
A,A24,ZDT1_M2,ZDT1,2,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003914490206014851,0.003925099144392537,8.191085411846316e-05,0.7203896925706683,0.7203665288223227,0.00014077156192027207
A,A24,ZDT6_M2,ZDT6,2,0.1,0.21,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030728843838078194,0.0030735780078504677,2.9629704209923214e-05,0.38891851911457886,0.3889192577532448,1.7233954292039666e-05
A,A25,DTLZ1_M3,DTLZ1,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020156942030343475,0.02016472158267503,0.00020516004607102484,0.8423121732106227,0.8419417331583108,0.0010714743323811948
A,A25,DTLZ2_M3,DTLZ2,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.054104543600663815,0.05418622346253656,0.0007839108933428429,0.5571830868965391,0.5570184832787147,0.0013378992286581237
A,A25,DTLZ4_M3,DTLZ4,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05442871345972729,0.24602785955157402,0.4869429826294749,0.5558889747942384,0.47181358417694397,0.21024440763873237
A,A25,DTLZ7_M3,DTLZ7,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.06000607358054981,0.08859743585243078,0.0023913054766596664,0.2772739400835669,0.2739087070929528,0.0010251787267836487
A,A25,MaF1_M3,MaF1,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04134274659361033,0.0413945647617962,0.0004357476951965117,0.21973041214165928,0.21968313625104724,0.0008664448557525462
A,A25,MaF5_M3,MaF5,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.24884535857367696,0.9862025160191054,1.2478510143205441,0.5549196898814535,0.4573839134783156,0.21016557815555065
A,A25,WFG2_M3,WFG2,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.18168978053047458,0.1802433899447945,0.012257791594525336,0.9269547503604763,0.9272900147141219,0.002611329093562764
A,A25,WFG4_M2,WFG4,2,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012720085169776265,0.012702162438581762,0.0002696413376675408,0.3471457562792033,0.3471256010278439,0.00024111478937094422
A,A25,WFG5_M3,WFG5,3,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22136990585884977,0.2215932837456162,0.0035579335596513384,0.5154063920250249,0.5155660472431384,0.0014628925964398354
A,A25,WFG9_M2,WFG9,2,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017067772554866745,0.017158487885309152,0.003276439663341405,0.3418681786331232,0.34187896174053856,0.002787148738158274
A,A25,ZDT1_M2,ZDT1,2,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003894571060264437,0.0038991090909505297,7.293063118683036e-05,0.7203970808235357,0.720414082457053,9.362970198667497e-05
A,A25,ZDT6_M2,ZDT6,2,0.15,0.07,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030784213472095493,0.0030778567347596545,2.491012652373458e-05,0.38892052780884967,0.38891422180161617,2.30053504195471e-05
A,A26,DTLZ1_M3,DTLZ1,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020117595040905635,0.02012216452826909,0.00018142765554835308,0.8424204210916058,0.8422297463346384,0.0007277336723381378
A,A26,DTLZ2_M3,DTLZ2,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05369176432928213,0.05376170397469552,0.0008145467514280927,0.5574339804150661,0.5574409017185128,0.0014247143138873541
A,A26,DTLZ4_M3,DTLZ4,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05453339528930888,0.20019111101813172,0.48690869217823035,0.5562890879635936,0.4941696258601229,0.2102830093819993
A,A26,DTLZ7_M3,DTLZ7,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05997686820073423,0.06010706822893148,0.001463377621979109,0.2772914866090871,0.27733837943100337,0.0005445608498632071
A,A26,MaF1_M3,MaF1,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.041314979728095835,0.04136931166171167,0.0005011565787429381,0.21979326435697177,0.21973273512993577,0.0007951297347792707
A,A26,MaF5_M3,MaF5,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2437068159592804,1.0262975740428726,1.2495609554889753,0.5545967672496097,0.45044327358286396,0.20987520989656583
A,A26,WFG2_M3,WFG2,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.18043376574421222,0.17996507700778544,0.010164767638526168,0.9274783154320538,0.9275846664711532,0.0018945859916006391
A,A26,WFG4_M2,WFG4,2,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012701144472417832,0.01274553717720137,0.00022479935327012444,0.3471060731662353,0.3470860042143824,0.00019164814831057475
A,A26,WFG5_M3,WFG5,3,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22045592928782448,0.22096049799250886,0.0021887896146731423,0.5161430256121338,0.5160432099223086,0.0014127637950920313
A,A26,WFG9_M2,WFG9,2,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017660618215008063,0.03958282290153616,0.005226699372381086,0.3414719309441022,0.3292664587644447,0.003861693913103703
A,A26,ZDT1_M2,ZDT1,2,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003921046411774036,0.003917064393453215,7.640606918339447e-05,0.7204015157620214,0.7204027083666079,0.00010272522045151611
A,A26,ZDT6_M2,ZDT6,2,0.15,0.07,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030832957851703903,0.003080182529661954,3.7100643999620105e-05,0.38891793860890844,0.38891843611869625,2.043938422002789e-05
A,A27,DTLZ1_M3,DTLZ1,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.02013711991488315,0.020159558847167358,0.00025926084866101026,0.8423260127707091,0.842073909138737,0.000656600149275155
A,A27,DTLZ2_M3,DTLZ2,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05376247524334888,0.0538739159609253,0.000710995555046709,0.5575799234402574,0.5571528302751682,0.001472898553323776
A,A27,DTLZ4_M3,DTLZ4,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05455596202914654,0.24607100277254687,0.4868269452364984,0.5557752548956232,0.4715340772014628,0.21009237405145897
A,A27,DTLZ7_M3,DTLZ7,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.059917388699783386,0.06943515136055613,0.0010863929645538242,0.277425368240466,0.27632609585115137,0.0008222932738716215
A,A27,MaF1_M3,MaF1,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0410748209551372,0.04117174693546772,0.000692003093214183,0.21975252293778852,0.21986572845851218,0.0010671828244104842
A,A27,MaF5_M3,MaF5,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.24358423335325555,1.013991027323321,1.7784109588310126,0.554944160714085,0.46397536720174254,0.20946332914156102
A,A27,WFG2_M3,WFG2,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17951089687361182,0.1806028344619103,0.007410306692018642,0.9277932442963126,0.9276030909408538,0.0015611460642135366
A,A27,WFG4_M2,WFG4,2,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012655446385373598,0.01268665041753863,0.00020937346063412167,0.34715531188131943,0.3471478321107979,0.00022267806834036508
A,A27,WFG5_M3,WFG5,3,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22130482224717546,0.22100057736723838,0.002538613006729029,0.5157910678239137,0.5157094799138081,0.0014077380126148453
A,A27,WFG9_M2,WFG9,2,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.01786330304373949,0.045466305465878605,0.004024536181462115,0.3412519942087827,0.32615837136121584,0.0030972512126045126
A,A27,ZDT1_M2,ZDT1,2,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0038838020670286105,0.003884871947385238,7.844725742950538e-05,0.7204003836819922,0.7204147853720048,0.00010071902704089641
A,A27,ZDT6_M2,ZDT6,2,0.15,0.07,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003066745547099331,0.0030674344176853563,3.990613046616536e-05,0.388930212498786,0.388928325431769,2.3072175634797354e-05
A,A28,DTLZ1_M3,DTLZ1,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.02017499864426347,0.02018033639198186,0.00021454585852859198,0.842328490570613,0.8420530549174732,0.0009545306573299772
A,A28,DTLZ2_M3,DTLZ2,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.053803799135559285,0.05385347343050013,0.000763919638623628,0.5573920610540801,0.5573243609174626,0.0011909193391088646
A,A28,DTLZ4_M3,DTLZ4,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.054613857651254594,0.24336326856086185,0.48700640601305156,0.5567787155108838,0.4701762940990299,0.21018983272690994
A,A28,DTLZ7_M3,DTLZ7,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.059769089784062555,0.0882468411082517,0.0020000842214469294,0.2775303619761068,0.2741030655433174,0.0011447193569184
A,A28,MaF1_M3,MaF1,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04132702857903579,0.04132545780083397,0.0007771587346623934,0.2198917264485976,0.21988266696945638,0.0006830286085917625
A,A28,MaF5_M3,MaF5,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.2460143125013522,0.9677394539621356,1.2492899747663848,0.5553174020216914,0.4576582325577304,0.2102050802658898
A,A28,WFG2_M3,WFG2,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17920094938708117,0.17892018931807635,0.006290487518117588,0.9276529761424497,0.927512457910612,0.002007204479257063
A,A28,WFG4_M2,WFG4,2,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012722410332698044,0.012717797885960242,0.00023871694130402077,0.34710762682859553,0.3471088737844454,0.00017122622339693638
A,A28,WFG5_M3,WFG5,3,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22100478251004585,0.22115192964802333,0.0027179486009079046,0.5158766365084171,0.5156665541916902,0.0010253272302637173
A,A28,WFG9_M2,WFG9,2,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017672146867083502,0.031876688031604816,0.0038328336289463576,0.3412434635974554,0.33356868288021063,0.0030288469530223017
A,A28,ZDT1_M2,ZDT1,2,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003902991338277222,0.0038955397583521146,7.28827792685514e-05,0.7204259933234345,0.7204114939650926,0.00012648545711635428
A,A28,ZDT6_M2,ZDT6,2,0.15,0.11,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030717356867799262,0.0030697114615556944,2.0028923484453464e-05,0.38892756258768235,0.38892673224914065,2.428186985115044e-05
A,A29,DTLZ1_M3,DTLZ1,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.02016788785920674,0.020147816300195562,0.00021856452512220015,0.8425444754305571,0.8422904021420127,0.0004897095543847652
A,A29,DTLZ2_M3,DTLZ2,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.053759041673225,0.053695768718372595,0.0006615871289177427,0.5572425401352237,0.5571752848523716,0.00147600270792414
A,A29,DTLZ4_M3,DTLZ4,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05421674300367672,0.2000639788216644,0.4869455877569922,0.5567082188718171,0.49410088227167537,0.20969484101952962
A,A29,DTLZ7_M3,DTLZ7,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.059970551088369795,0.08830114875922151,0.0019164895902880896,0.27732116223028974,0.2740171952690248,0.0011548461635539908
A,A29,MaF1_M3,MaF1,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.04116977356953004,0.041218480282572065,0.0004089991484817271,0.21992975173629958,0.21992622315454355,0.0006835325297317452
A,A29,MaF5_M3,MaF5,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.245918066417813,0.8839018492402888,1.6449976663008135,0.5550199956697406,0.47277540387646166,0.20959969624003016
A,A29,WFG2_M3,WFG2,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.1799760519687675,0.18054187166280905,0.004178989347069256,0.927483351892409,0.927483615249251,0.0018469811514932877
A,A29,WFG4_M2,WFG4,2,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.012735260396568256,0.01278121336367161,0.00027585760741165484,0.34712307287351574,0.34714728077203055,0.00017453446538601147
A,A29,WFG5_M3,WFG5,3,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22116567837144316,0.22108171127252924,0.0022529955775962007,0.5157235513398208,0.5157032212709484,0.001601927054168395
A,A29,WFG9_M2,WFG9,2,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017064848062914702,0.018400649374766685,0.0030642405227301155,0.3418257477956447,0.34096770903530543,0.002332479519564945
A,A29,ZDT1_M2,ZDT1,2,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003894839422485521,0.0039040674286369243,6.704012124822368e-05,0.7204036759804741,0.7203911690452525,9.511844823406612e-05
A,A29,ZDT6_M2,ZDT6,2,0.15,0.11,3,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.003064964594202517,0.0030683385255286227,3.209134196412297e-05,0.38892563050635376,0.3889245984961579,1.6747791398930012e-05
A,A30,DTLZ1_M3,DTLZ1,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020100804278991517,0.020151722881268503,0.00021085340184503337,0.842289196922996,0.8420136482513796,0.0006792520310088257
A,A30,DTLZ2_M3,DTLZ2,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.05362107540268142,0.05369583960425207,0.0005716621723647827,0.5572452229058917,0.5573128826832081,0.0012316013329564113
A,A30,DTLZ4_M3,DTLZ4,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.054484199589307246,0.26499995221302836,0.4867610546206732,0.5552179066453189,0.4658950922126105,0.20890889624208575
A,A30,DTLZ7_M3,DTLZ7,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.060023871736084415,0.06933522909476784,0.0018977800515904558,0.27715144608059766,0.27607667673869607,0.0010126594012626056
A,A30,MaF1_M3,MaF1,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.041149708304346846,0.04124239187900724,0.0005973761782034487,0.21984377020895185,0.21981784263545612,0.0005465902047325499
A,A30,MaF5_M3,MaF5,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,1.4914574998187082,1.2221958001591204,1.7782707193250062,0.3473733704066284,0.42962529247187053,0.21005500227418433
A,A30,WFG2_M3,WFG2,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.17912274743934983,0.17939835552395955,0.005558668722442928,0.9281586116383128,0.927782767059746,0.002492886153019902
A,A30,WFG4_M2,WFG4,2,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0127605421879083,0.012765342402355967,0.00019788690537911498,0.3471166768781798,0.3471030085837957,0.0002201566224473428
A,A30,WFG5_M3,WFG5,3,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.22104526135784347,0.221641768111243,0.0025487065247699614,0.5159428047542219,0.5157874019398428,0.0013739422521096278
A,A30,WFG9_M2,WFG9,2,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.017611451252744416,0.04595920433618337,0.007209216713844464,0.3412487266021772,0.3258610127701194,0.005351901579008056
A,A30,ZDT1_M2,ZDT1,2,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0038955899288524477,0.003897163818650385,5.6085879631565926e-05,0.7204161110707792,0.7204156162680551,0.00016879916406220552
A,A30,ZDT6_M2,ZDT6,2,0.15,0.11,4,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.0030743841246659116,0.0030741243543280735,3.164211372871581e-05,0.38892699981880924,0.3889232891605199,2.6190166672046544e-05
A,A31,DTLZ1_M3,DTLZ1,3,0.15,0.16,2,0.0,0.0,0,1,"AR baseline grid (R,C,Cycles)",30,0.020187526067905002,0.020161830306252442,0.00024020830085689365,0.8420955368859999,0.8419698304332818,0.0009031688413284611
