algo,problem,group,M,D,run,IGD,HV
IVFNSGAIII,DTLZ5,DTLZ,3,12,5030,0.0116669900835822,0.1953883814430825
IVFNSGAIII,DTLZ6,DTLZ,2,11,5001,0.0039658706909741,0.3472151667401291
IVFNSGAIII,DTLZ6,DTLZ,2,11,5002,0.0039658682514009,0.347215086321042
IVFNSGAIII,DTLZ6,DTLZ,2,11,5003,0.0039658777295323,0.3472151619374827
IVFNSGAIII,DTLZ6,DTLZ,2,11,5004,0.0039658750032529,0.3472151667994211
IVFNSGAIII,DTLZ6,DTLZ,2,11,5005,0.0039658738806309,0.3472151642551326
IVFNSGAIII,DTLZ6,DTLZ,2,11,5006,0.0039658763769861,0.3472151646956453
IVFNSGAIII,DTLZ6,DTLZ,2,11,5007,0.0039658732355771,0.3472151705912983
IVFNSGAIII,DTLZ6,DTLZ,2,11,5008,0.003965874731405,0.3472151705153925
IVFNSGAIII,DTLZ6,DTLZ,2,11,5009,0.0039658717039768,0.3472151678809107
IVFNSGAIII,DTLZ6,DTLZ,2,11,5010,0.00396587393694,0.3472151593811467
IVFNSGAIII,DTLZ6,DTLZ,2,11,5011,0.0039658728623841,0.3472150987036603
IVFNSGAIII,DTLZ6,DTLZ,2,11,5012,0.0039658738576455,0.3472151645878193
IVFNSGAIII,DTLZ6,DTLZ,2,11,5013,0.0039658722210511,0.3472151377139596
IVFNSGAIII,DTLZ6,DTLZ,2,11,5014,0.0039658756350817,0.3472151665718841
IVFNSGAIII,DTLZ6,DTLZ,2,11,5015,0.003965873781737,0.3472151646746594
IVFNSGAIII,DTLZ6,DTLZ,2,11,5016,0.0039658771086754,0.3472151628677968
IVFNSGAIII,DTLZ6,DTLZ,2,11,5017,0.003965873369674,0.3472151685721261
IVFNSGAIII,DTLZ6,DTLZ,2,11,5018,0.0039658749310913,0.3472151751044001
IVFNSGAIII,DTLZ6,DTLZ,2,11,5019,0.0039658779553422,0.3472151594297279
IVFNSGAIII,DTLZ6,DTLZ,2,11,5020,0.0039658727193343,0.347215169935392
IVFNSGAIII,DTLZ6,DTLZ,2,11,5021,0.0039658713458491,0.3472150930016145
IVFNSGAIII,DTLZ6,DTLZ,2,11,5022,0.003965879144393,0.3472151726153396
IVFNSGAIII,DTLZ6,DTLZ,2,11,5023,0.0039658789156492,0.3472151756120601
IVFNSGAIII,DTLZ6,DTLZ,2,11,5024,0.003965869450619,0.3472150896704707
IVFNSGAIII,DTLZ6,DTLZ,2,11,5025,0.0039658752795325,0.3472151684946427
IVFNSGAIII,DTLZ6,DTLZ,2,11,5026,0.0039658751178471,0.3472151684842083
IVFNSGAIII,DTLZ6,DTLZ,2,11,5027,0.0039658763892074,0.3472151627764839
IVFNSGAIII,DTLZ6,DTLZ,2,11,5028,0.0039658791573574,0.3472151701413145
IVFNSGAIII,DTLZ6,DTLZ,2,11,5029,0.0039658649632122,0.3472150780246817
IVFNSGAIII,DTLZ6,DTLZ,2,11,5030,0.0039658738128154,0.3472151638197412
IVFNSGAIII,DTLZ6,DTLZ,3,12,5001,0.0176812344665557,0.1928268150531089
IVFNSGAIII,DTLZ6,DTLZ,3,12,5002,0.0191101740775739,0.190472488461157
IVFNSGAIII,DTLZ6,DTLZ,3,12,5003,0.0221600390853438,0.1896392686995129
IVFNSGAIII,DTLZ6,DTLZ,3,12,5004,0.0207495075051593,0.1912866189220285
IVFNSGAIII,DTLZ6,DTLZ,3,12,5005,0.0221364903937728,0.189866756390602
IVFNSGAIII,DTLZ6,DTLZ,3,12,5006,0.0224158807408367,0.1891730912400232
IVFNSGAIII,DTLZ6,DTLZ,3,12,5007,0.0179780637017562,0.1912031839499403
IVFNSGAIII,DTLZ6,DTLZ,3,12,5008,0.0189211244075681,0.1906382368161279
IVFNSGAIII,DTLZ6,DTLZ,3,12,5009,0.0176624573465394,0.1911614004752818
IVFNSGAIII,DTLZ6,DTLZ,3,12,5010,0.0192771549987242,0.1916908597165737
IVFNSGAIII,DTLZ6,DTLZ,3,12,5011,0.0206854096202694,0.1902721193579775
IVFNSGAIII,DTLZ6,DTLZ,3,12,5012,0.0234305462663413,0.189353795195089
IVFNSGAIII,DTLZ6,DTLZ,3,12,5013,0.0118520562124895,0.1949906288948414
IVFNSGAIII,DTLZ6,DTLZ,3,12,5014,0.0153066003577887,0.1924966145901409
IVFNSGAIII,DTLZ6,DTLZ,3,12,5015,0.0177101325169234,0.1922804585232224
IVFNSGAIII,DTLZ6,DTLZ,3,12,5016,0.0220607956810211,0.1884720156280727
IVFNSGAIII,DTLZ6,DTLZ,3,12,5017,0.0198910910806746,0.1896116270399283
IVFNSGAIII,DTLZ6,DTLZ,3,12,5018,0.0174491765486594,0.192757251091155
IVFNSGAIII,DTLZ6,DTLZ,3,12,5019,0.0154470550970402,0.1937732270415864
IVFNSGAIII,DTLZ6,DTLZ,3,12,5020,0.0228918954917312,0.1903950321501955
IVFNSGAIII,DTLZ6,DTLZ,3,12,5021,0.0208516463985299,0.1910401323069348
IVFNSGAIII,DTLZ6,DTLZ,3,12,5022,0.0172094225786142,0.1929161099271983
IVFNSGAIII,DTLZ6,DTLZ,3,12,5023,0.0142703212400292,0.1922915518624351
IVFNSGAIII,DTLZ6,DTLZ,3,12,5024,0.0219498212487651,0.1895101039814763
IVFNSGAIII,DTLZ6,DTLZ,3,12,5025,0.0179264281781788,0.1926409152606997
IVFNSGAIII,DTLZ6,DTLZ,3,12,5026,0.0158681310022303,0.1926483758439036
IVFNSGAIII,DTLZ6,DTLZ,3,12,5027,0.0183303145433426,0.1911816985522803
IVFNSGAIII,DTLZ6,DTLZ,3,12,5028,0.0179196338265154,0.1914955092976967
IVFNSGAIII,DTLZ6,DTLZ,3,12,5029,0.0216947013221572,0.1896266405775674
IVFNSGAIII,DTLZ6,DTLZ,3,12,5030,0.0210797098271696,0.1902395263031931
IVFNSGAIII,DTLZ7,DTLZ,2,21,5001,0.0050467882099808,0.2428180241297966
IVFNSGAIII,DTLZ7,DTLZ,2,21,5002,0.0050180237761125,0.2428272395693876
IVFNSGAIII,DTLZ7,DTLZ,2,21,5003,0.0050820238335111,0.2428069598418542
IVFNSGAIII,DTLZ7,DTLZ,2,21,5004,0.0049699349053653,0.2428387630964612
IVFNSGAIII,DTLZ7,DTLZ,2,21,5005,0.0050515239915304,0.2428190528681753
IVFNSGAIII,DTLZ7,DTLZ,2,21,5006,0.0051003396552901,0.2428033928398929
IVFNSGAIII,DTLZ7,DTLZ,2,21,5007,0.0051324951261817,0.2428004748370025
IVFNSGAIII,DTLZ7,DTLZ,2,21,5008,0.0050984544975453,0.2428106975295316
IVFNSGAIII,DTLZ7,DTLZ,2,21,5009,0.0051518935762536,0.2427960469465503
IVFNSGAIII,DTLZ7,DTLZ,2,21,5010,0.0050333217441734,0.2428202221115731
IVFNSGAIII,DTLZ7,DTLZ,2,21,5011,0.0051441403282881,0.2427986251922848
IVFNSGAIII,DTLZ7,DTLZ,2,21,5012,0.0050687072126662,0.2428154432568058
IVFNSGAIII,DTLZ7,DTLZ,2,21,5013,0.0050304933939703,0.2428228809685066
IVFNSGAIII,DTLZ7,DTLZ,2,21,5014,0.0051304163900524,0.2428015194039576
IVFNSGAIII,DTLZ7,DTLZ,2,21,5015,0.0050771145536034,0.2428109305871225
IVFNSGAIII,DTLZ7,DTLZ,2,21,5016,0.0051737317324433,0.2427923588353608
IVFNSGAIII,DTLZ7,DTLZ,2,21,5017,0.0050173947142368,0.2428256525919368
IVFNSGAIII,DTLZ7,DTLZ,2,21,5018,0.0051881347435491,0.2427879709625402
IVFNSGAIII,DTLZ7,DTLZ,2,21,5019,0.005073186413707,0.2428064002088165
IVFNSGAIII,DTLZ7,DTLZ,2,21,5020,0.0051300798783685,0.2428013557970106
IVFNSGAIII,DTLZ7,DTLZ,2,21,5021,0.0050864232294462,0.2428091770850933
IVFNSGAIII,DTLZ7,DTLZ,2,21,5022,0.0049793638325407,0.2428289219841471
IVFNSGAIII,DTLZ7,DTLZ,2,21,5023,0.005097813227709,0.2428085700473219
IVFNSGAIII,DTLZ7,DTLZ,2,21,5024,0.0050024117113903,0.2428268344095374
IVFNSGAIII,DTLZ7,DTLZ,2,21,5025,0.0050190547788947,0.2428147867030124
IVFNSGAIII,DTLZ7,DTLZ,2,21,5026,0.0050742999335151,0.2428128295055427
IVFNSGAIII,DTLZ7,DTLZ,2,21,5027,0.0049532047122949,0.2428343372270495
IVFNSGAIII,DTLZ7,DTLZ,2,21,5028,0.0049717687245313,0.2428350644626879
IVFNSGAIII,DTLZ7,DTLZ,2,21,5029,0.0049515820953258,0.2428408709747236
IVFNSGAIII,DTLZ7,DTLZ,2,21,5030,0.00508835457109,0.2428108611213847
IVFNSGAIII,DTLZ7,DTLZ,3,22,5001,0.0780850142774788,0.2683933876143068
IVFNSGAIII,DTLZ7,DTLZ,3,22,5002,0.0743293052857975,0.2671564768974744
IVFNSGAIII,DTLZ7,DTLZ,3,22,5003,0.0754612285461576,0.2715385220353257
IVFNSGAIII,DTLZ7,DTLZ,3,22,5004,0.0755060489540508,0.2682833532095433
IVFNSGAIII,DTLZ7,DTLZ,3,22,5005,0.0742132005183559,0.2687830967537293
IVFNSGAIII,DTLZ7,DTLZ,3,22,5006,0.075386758255246,0.2703366361060273
IVFNSGAIII,DTLZ7,DTLZ,3,22,5007,0.0742380382811242,0.2676237450650446
IVFNSGAIII,DTLZ7,DTLZ,3,22,5008,0.0768092817388339,0.2685255192793629
IVFNSGAIII,DTLZ7,DTLZ,3,22,5009,0.0724583254642332,0.270624817491972
IVFNSGAIII,DTLZ7,DTLZ,3,22,5010,0.075926169344022,0.2671065205903568
IVFNSGAIII,DTLZ7,DTLZ,3,22,5011,0.0728172343214151,0.2687718218836509
IVFNSGAIII,DTLZ7,DTLZ,3,22,5012,0.078676717074146,0.2675663194302329
IVFNSGAIII,DTLZ7,DTLZ,3,22,5013,0.080869478023998,0.2659542799445737
IVFNSGAIII,DTLZ7,DTLZ,3,22,5014,0.0778982037290919,0.2670656617551588
IVFNSGAIII,DTLZ7,DTLZ,3,22,5015,0.073384983977862,0.2687193061599338
IVFNSGAIII,DTLZ7,DTLZ,3,22,5016,0.0732228712468425,0.269908339960061
IVFNSGAIII,DTLZ7,DTLZ,3,22,5017,0.0754283633437165,0.2688474808047106
IVFNSGAIII,DTLZ7,DTLZ,3,22,5018,0.073488957198657,0.2685370633054323
IVFNSGAIII,DTLZ7,DTLZ,3,22,5019,0.0820726445167357,0.2661665745712816
IVFNSGAIII,DTLZ7,DTLZ,3,22,5020,0.0760140202947442,0.2699211385159047
IVFNSGAIII,DTLZ7,DTLZ,3,22,5021,0.0746888016804563,0.2693348269186328
IVFNSGAIII,DTLZ7,DTLZ,3,22,5022,0.073459151017555,0.2682926877781807
IVFNSGAIII,DTLZ7,DTLZ,3,22,5023,0.0765842754337567,0.2693463280035705
IVFNSGAIII,DTLZ7,DTLZ,3,22,5024,0.0765563119191799,0.2700901913385075
IVFNSGAIII,DTLZ7,DTLZ,3,22,5025,0.0833097640024723,0.2697337414510385
IVFNSGAIII,DTLZ7,DTLZ,3,22,5026,0.0776088651700323,0.2680089359115523
IVFNSGAIII,DTLZ7,DTLZ,3,22,5027,0.0796898875746658,0.2708147293108113
IVFNSGAIII,DTLZ7,DTLZ,3,22,5028,0.0745770120444697,0.2682082023358794
IVFNSGAIII,DTLZ7,DTLZ,3,22,5029,0.0783663088993637,0.2668747590085933
IVFNSGAIII,DTLZ7,DTLZ,3,22,5030,0.0818344863904526,0.2622855829065081
IVFNSGAIII,MaF1,MaF,2,11,5001,0.0035705773592152,0.5826020505268926
IVFNSGAIII,MaF1,MaF,2,11,5002,0.003570573507248,0.5826020526950424
IVFNSGAIII,MaF1,MaF,2,11,5003,0.003570571680901,0.5826020525653981
IVFNSGAIII,MaF1,MaF,2,11,5004,0.0035705750173596,0.5826020478619578
IVFNSGAIII,MaF1,MaF,2,11,5005,0.0035705763681879,0.5826020523785991
IVFNSGAIII,MaF1,MaF,2,11,5006,0.0035705739842314,0.5826020523614219
IVFNSGAIII,MaF1,MaF,2,11,5007,0.0035705723157051,0.5826020511498902
IVFNSGAIII,MaF1,MaF,2,11,5008,0.0035705724075608,0.5826020493730157
IVFNSGAIII,MaF1,MaF,2,11,5009,0.0035705762010221,0.5826020514372359
IVFNSGAIII,MaF1,MaF,2,11,5010,0.0035705710591001,0.5826020369841267
IVFNSGAIII,MaF1,MaF,2,11,5011,0.003570572297039,0.5826020528124785
IVFNSGAIII,MaF1,MaF,2,11,5012,0.00357057697516,0.5826020521178267
IVFNSGAIII,MaF1,MaF,2,11,5013,0.0035705671492975,0.5826020516785977
IVFNSGAIII,MaF1,MaF,2,11,5014,0.0035705737617594,0.5826020520863955
IVFNSGAIII,MaF1,MaF,2,11,5015,0.0035705762437193,0.5826020527832276
IVFNSGAIII,MaF1,MaF,2,11,5016,0.0035705729302664,0.5826020406769421
IVFNSGAIII,MaF1,MaF,2,11,5017,0.0035705689440541,0.5826020465240134
IVFNSGAIII,MaF1,MaF,2,11,5018,0.0035705747578319,0.5826020514254011
IVFNSGAIII,MaF1,MaF,2,11,5019,0.0035705766533248,0.5826020332318221
IVFNSGAIII,MaF1,MaF,2,11,5020,0.0035705702470381,0.5826020447493311
IVFNSGAIII,MaF1,MaF,2,11,5021,0.003570574230698,0.5826020526856359
IVFNSGAIII,MaF1,MaF,2,11,5022,0.0035705719485829,0.5826020467369393
IVFNSGAIII,MaF1,MaF,2,11,5023,0.0035705729052035,0.5826020487723262
IVFNSGAIII,MaF1,MaF,2,11,5024,0.0035705739911458,0.5826020503659852
IVFNSGAIII,MaF1,MaF,2,11,5025,0.003570573908039,0.5826020404993419
IVFNSGAIII,MaF1,MaF,2,11,5026,0.0035705748828158,0.5826020494540807
IVFNSGAIII,MaF1,MaF,2,11,5027,0.003570572205709,0.5826020485680694
IVFNSGAIII,MaF1,MaF,2,11,5028,0.0035705759707854,0.5826020482951528
IVFNSGAIII,MaF1,MaF,2,11,5029,0.0035705773849701,0.5826020517080469
IVFNSGAIII,MaF1,MaF,2,11,5030,0.0035705758742364,0.582602049609314
IVFNSGAIII,MaF1,MaF,3,12,5001,0.0627396402325207,0.2035629988596368
IVFNSGAIII,MaF1,MaF,3,12,5002,0.0605811029128148,0.2061356034815151
IVFNSGAIII,MaF1,MaF,3,12,5003,0.0622855459055614,0.2029340286153355
IVFNSGAIII,MaF1,MaF,3,12,5004,0.0620734351162522,0.2046151109018415
IVFNSGAIII,MaF1,MaF,3,12,5005,0.0601599852176135,0.2059565456391656
IVFNSGAIII,MaF1,MaF,3,12,5006,0.0592737786073136,0.2067232306412985
IVFNSGAIII,MaF1,MaF,3,12,5007,0.0610716697091071,0.205486078932272
IVFNSGAIII,MaF1,MaF,3,12,5008,0.0628683877252418,0.2031436226519899
IVFNSGAIII,MaF1,MaF,3,12,5009,0.0599045882690982,0.2059529644966314
IVFNSGAIII,MaF1,MaF,3,12,5010,0.0611413777191744,0.2052851643554545
IVFNSGAIII,MaF1,MaF,3,12,5011,0.0626633723519662,0.2037993725890725
IVFNSGAIII,MaF1,MaF,3,12,5012,0.0608610298935952,0.2055870662629101
IVFNSGAIII,MaF1,MaF,3,12,5013,0.0620585745254748,0.2033790210034703
IVFNSGAIII,MaF1,MaF,3,12,5014,0.0605116173904974,0.205666756216252
IVFNSGAIII,MaF1,MaF,3,12,5015,0.0614314188076469,0.205383113554118
IVFNSGAIII,MaF1,MaF,3,12,5016,0.0595810506650619,0.206289243522454
IVFNSGAIII,MaF1,MaF,3,12,5017,0.0623345264640941,0.2036796818745447
IVFNSGAIII,MaF1,MaF,3,12,5018,0.0613348872340964,0.2051341293271778
IVFNSGAIII,MaF1,MaF,3,12,5019,0.0570783007315088,0.20798734917024
IVFNSGAIII,MaF1,MaF,3,12,5020,0.0591814088920095,0.2066806950756054
IVFNSGAIII,MaF1,MaF,3,12,5021,0.0616476629409041,0.2044120747157936
IVFNSGAIII,MaF1,MaF,3,12,5022,0.0586463961861762,0.2068191087891981
IVFNSGAIII,MaF1,MaF,3,12,5023,0.0596352334957004,0.2058650561955212
IVFNSGAIII,MaF1,MaF,3,12,5024,0.0603812099831503,0.205685161655983
IVFNSGAIII,MaF1,MaF,3,12,5025,0.0616338102389091,0.2042393161123635
IVFNSGAIII,MaF1,MaF,3,12,5026,0.0637660867084097,0.2025796320652319
IVFNSGAIII,MaF1,MaF,3,12,5027,0.0582270048382164,0.2074147835025348
IVFNSGAIII,MaF1,MaF,3,12,5028,0.0596537393501477,0.2058922421327749
IVFNSGAIII,MaF1,MaF,3,12,5029,0.0634230029976161,0.2030349090967169
IVFNSGAIII,MaF1,MaF,3,12,5030,0.058567792874394,0.2067346129429188
IVFNSGAIII,MaF2,MaF,2,11,5001,0.0020062332422586,0.2075653955946701
IVFNSGAIII,MaF2,MaF,2,11,5002,0.0020062385221166,0.2075653597236053
IVFNSGAIII,MaF2,MaF,2,11,5003,0.002006240799378,0.207565275538496
IVFNSGAIII,MaF2,MaF,2,11,5004,0.0020062519913253,0.2075650451491442
IVFNSGAIII,MaF2,MaF,2,11,5005,0.0020062353065782,0.2075650603684077
IVFNSGAIII,MaF2,MaF,2,11,5006,0.0020062601099632,0.207564782930286
IVFNSGAIII,MaF2,MaF,2,11,5007,0.0020062409011511,0.2075653490624635
IVFNSGAIII,MaF2,MaF,2,11,5008,0.0020062819446541,0.2075649394939319
IVFNSGAIII,MaF2,MaF,2,11,5009,0.0020062436924274,0.2075651429656961
IVFNSGAIII,MaF2,MaF,2,11,5010,0.0020065218332161,0.2075639735137746
IVFNSGAIII,MaF2,MaF,2,11,5011,0.0020062317964391,0.2075656157852073
IVFNSGAIII,MaF2,MaF,2,11,5012,0.0020186796753138,0.2075100921359479
IVFNSGAIII,MaF2,MaF,2,11,5013,0.0020062388148349,0.2075651276858062
IVFNSGAIII,MaF2,MaF,2,11,5014,0.002006306833229,0.2075644729359133
IVFNSGAIII,MaF2,MaF,2,11,5015,0.002006289548796,0.2075644569562504
IVFNSGAIII,MaF2,MaF,2,11,5016,0.0020062849254645,0.2075645306337163
IVFNSGAIII,MaF2,MaF,2,11,5017,0.0020062757079329,0.2075638328493276
IVFNSGAIII,MaF2,MaF,2,11,5018,0.0020062423227943,0.2075652475339726
IVFNSGAIII,MaF2,MaF,2,11,5019,0.0020062447573856,0.2075650661485766
IVFNSGAIII,MaF2,MaF,2,11,5020,0.0020063272894897,0.2075643721280747
IVFNSGAIII,MaF2,MaF,2,11,5021,0.0020083963333092,0.2075486596506645
IVFNSGAIII,MaF2,MaF,2,11,5022,0.0020063205246489,0.2075644581620465
IVFNSGAIII,MaF2,MaF,2,11,5023,0.0020062336071668,0.207565482015867
IVFNSGAIII,MaF2,MaF,2,11,5024,0.0020064355085429,0.2075628841755471
IVFNSGAIII,MaF2,MaF,2,11,5025,0.0020062234103204,0.2075656500398294
IVFNSGAIII,MaF2,MaF,2,11,5026,0.0020062611145497,0.2075650380521471
IVFNSGAIII,MaF2,MaF,2,11,5027,0.0020062346629028,0.207565380960779
IVFNSGAIII,MaF2,MaF,2,11,5028,0.0020062615561775,0.2075649568064886
IVFNSGAIII,MaF2,MaF,2,11,5029,0.0020062986504474,0.2075646257569261
IVFNSGAIII,MaF2,MaF,2,11,5030,0.0020062411812818,0.207565299602049
IVFNSGAIII,MaF2,MaF,3,12,5001,0.0360205474680703,0.2383157857813854
IVFNSGAIII,MaF2,MaF,3,12,5002,0.0350186646725473,0.2387615362734551
IVFNSGAIII,MaF2,MaF,3,12,5003,0.0346575439645889,0.2377916488104144
IVFNSGAIII,MaF2,MaF,3,12,5004,0.0350917033895044,0.2381031376082173
IVFNSGAIII,MaF2,MaF,3,12,5005,0.0344171521770105,0.2401859024550003
IVFNSGAIII,MaF2,MaF,3,12,5006,0.0358574613492146,0.2373089769937949
IVFNSGAIII,MaF2,MaF,3,12,5007,0.0360701883024315,0.2396739676865426
IVFNSGAIII,MaF2,MaF,3,12,5008,0.0350170027751465,0.2393383246581783
IVFNSGAIII,MaF2,MaF,3,12,5009,0.0343790665214738,0.2370840111966763
IVFNSGAIII,MaF2,MaF,3,12,5010,0.0361580251263616,0.2372381402275501
IVFNSGAIII,MaF2,MaF,3,12,5011,0.0359285191381253,0.2369368956972097
IVFNSGAIII,MaF2,MaF,3,12,5012,0.0365156259961919,0.2384515156455003
IVFNSGAIII,MaF2,MaF,3,12,5013,0.035339717817826,0.2390634335646356
IVFNSGAIII,MaF2,MaF,3,12,5014,0.0365340045416394,0.2367748081132782
IVFNSGAIII,MaF2,MaF,3,12,5015,0.0374642711809264,0.2375373365225029
IVFNSGAIII,MaF2,MaF,3,12,5016,0.0361384092941729,0.2358119781213528
IVFNSGAIII,MaF2,MaF,3,12,5017,0.0357093449756282,0.237079801630376
IVFNSGAIII,MaF2,MaF,3,12,5018,0.035323051261981,0.2366496358022388
IVFNSGAIII,MaF2,MaF,3,12,5019,0.0371879627270442,0.237326633780558
IVFNSGAIII,MaF2,MaF,3,12,5020,0.0369639514970396,0.2365821674527693
IVFNSGAIII,MaF2,MaF,3,12,5021,0.0363794031027481,0.2385109076818655
IVFNSGAIII,MaF2,MaF,3,12,5022,0.0343218922740037,0.238189659657203
IVFNSGAIII,MaF2,MaF,3,12,5023,0.0366291033638379,0.2368423886913401
IVFNSGAIII,MaF2,MaF,3,12,5024,0.034915397942068,0.2389319620365789
IVFNSGAIII,MaF2,MaF,3,12,5025,0.0348471237410063,0.2382881187388574
IVFNSGAIII,MaF2,MaF,3,12,5026,0.0357014974985462,0.238073140064569
IVFNSGAIII,MaF2,MaF,3,12,5027,0.0372747720562981,0.2362434906108752
IVFNSGAIII,MaF2,MaF,3,12,5028,0.0377692357675782,0.2365269924534332
IVFNSGAIII,MaF2,MaF,3,12,5029,0.0361013119448364,0.2361458451621774
IVFNSGAIII,MaF2,MaF,3,12,5030,0.0366430517487858,0.2391295081329533
IVFNSGAIII,MaF3,MaF,2,11,5001,0.0059915300861248,0.7197914322660958
IVFNSGAIII,MaF3,MaF,2,11,5002,0.0062105923872142,0.7191956317527796
IVFNSGAIII,MaF3,MaF,2,11,5003,0.0062341315154296,0.7191195750090046
IVFNSGAIII,MaF3,MaF,2,11,5004,0.0059844322727175,0.7198761875157302
IVFNSGAIII,MaF3,MaF,2,11,5005,0.0067994710044979,0.7178928870394338
IVFNSGAIII,MaF3,MaF,2,11,5006,0.0060935611307437,0.719507452192511
IVFNSGAIII,MaF3,MaF,2,11,5007,0.0061590916240333,0.7193209296980554
IVFNSGAIII,MaF3,MaF,2,11,5008,0.0058929066029244,0.7202707390370238
IVFNSGAIII,MaF3,MaF,2,11,5009,0.0059825287474187,0.7198550158230168
IVFNSGAIII,MaF3,MaF,2,11,5010,0.0058901118413764,0.7202764699465003
IVFNSGAIII,MaF3,MaF,2,11,5011,0.0059364018371664,0.720027717780662
IVFNSGAIII,MaF3,MaF,2,11,5012,0.0062097397061036,0.7191829417624375
IVFNSGAIII,MaF3,MaF,2,11,5013,0.0065020991650456,0.7184814455565909
IVFNSGAIII,MaF3,MaF,2,11,5014,0.0059054120449312,0.720169044252554
IVFNSGAIII,MaF3,MaF,2,11,5015,0.0060387209286246,0.719672311749123
IVFNSGAIII,MaF3,MaF,2,11,5016,0.0059063690722211,0.7202097464077049
IVFNSGAIII,MaF3,MaF,2,11,5017,0.0059150636131417,0.720152241537658
IVFNSGAIII,MaF3,MaF,2,11,5018,0.0060060659735254,0.719906360822965
IVFNSGAIII,MaF3,MaF,2,11,5019,0.0062318304846802,0.7191376297341913
IVFNSGAIII,MaF3,MaF,2,11,5020,0.0058932475251544,0.720266260249597
IVFNSGAIII,MaF3,MaF,2,11,5021,0.00598151327315,0.719862777852497
IVFNSGAIII,MaF3,MaF,2,11,5022,0.0059178300225345,0.720134922918682
IVFNSGAIII,MaF3,MaF,2,11,5023,0.0064210391514638,0.7186854706597278
IVFNSGAIII,MaF3,MaF,2,11,5024,0.0058896863722254,0.7202873051514718
IVFNSGAIII,MaF3,MaF,2,11,5025,0.0059394911940663,0.7200331483382882
IVFNSGAIII,MaF3,MaF,2,11,5026,0.006044146176516,0.7196052222805713
IVFNSGAIII,MaF3,MaF,2,11,5027,0.006537327850113,0.7183982301691124
IVFNSGAIII,MaF3,MaF,2,11,5028,0.006198679586611,0.7191443843417394
IVFNSGAIII,MaF3,MaF,2,11,5029,0.0060896188460497,0.7195124342641797
IVFNSGAIII,MaF3,MaF,2,11,5030,0.0059669630890279,0.7199246496055324
IVFNSGAIII,MaF3,MaF,3,12,5001,0.0463152999564782,0.95813205207384
IVFNSGAIII,MaF3,MaF,3,12,5002,0.0463038366972766,0.9582188818602874
IVFNSGAIII,MaF3,MaF,3,12,5003,0.0464500570213319,0.9585108961461932
IVFNSGAIII,MaF3,MaF,3,12,5004,0.046455461629324,0.9581643364768764
IVFNSGAIII,MaF3,MaF,3,12,5005,0.0464220524192049,0.9581593376959344
IVFNSGAIII,MaF3,MaF,3,12,5006,0.0468141784601618,0.957518453181432
IVFNSGAIII,MaF3,MaF,3,12,5007,0.046234191322808,0.958009657750764
IVFNSGAIII,MaF3,MaF,3,12,5008,0.0467682976080409,0.957582102291854
IVFNSGAIII,MaF3,MaF,3,12,5009,0.0461422836426342,0.9581458035448
IVFNSGAIII,MaF3,MaF,3,12,5010,0.0465912542490851,0.9578544683404552
IVFNSGAIII,MaF3,MaF,3,12,5011,0.0458943315277836,0.9581136837647805
IVFNSGAIII,MaF3,MaF,3,12,5012,0.0462084087970716,0.9581379197644118
IVFNSGAIII,MaF3,MaF,3,12,5013,0.0462172025437313,0.9583159874058856
IVFNSGAIII,MaF3,MaF,3,12,5014,0.0467232259751497,0.9577308776482756
IVFNSGAIII,MaF3,MaF,3,12,5015,0.0462587574465971,0.9580015129925346
IVFNSGAIII,MaF3,MaF,3,12,5016,0.0461378372985491,0.9583959182554708
IVFNSGAIII,MaF3,MaF,3,12,5017,0.0461847309323323,0.9582019339766394
IVFNSGAIII,MaF3,MaF,3,12,5018,0.0464563609467626,0.9580843820478436
IVFNSGAIII,MaF3,MaF,3,12,5019,0.0466942067951267,0.9577197487831854
IVFNSGAIII,MaF3,MaF,3,12,5020,0.0464887306848019,0.9580588545301204
IVFNSGAIII,MaF3,MaF,3,12,5021,0.0464950629271965,0.9580072668531512
IVFNSGAIII,MaF3,MaF,3,12,5022,0.0461924817743674,0.9583961936733688
IVFNSGAIII,MaF3,MaF,3,12,5023,0.0460922954309088,0.95826872684363
IVFNSGAIII,MaF3,MaF,3,12,5024,0.0451551619023656,0.9589266532121448
IVFNSGAIII,MaF3,MaF,3,12,5025,0.0467526518918207,0.9574581551585346
IVFNSGAIII,MaF3,MaF,3,12,5026,0.0464282800302129,0.9577230235457908
IVFNSGAIII,MaF3,MaF,3,12,5027,0.0462696685441956,0.9581654480233134
IVFNSGAIII,MaF3,MaF,3,12,5028,0.046316161236077,0.9577851398860984
IVFNSGAIII,MaF3,MaF,3,12,5029,0.0464482427688002,0.9577932464266128
IVFNSGAIII,MaF3,MaF,3,12,5030,0.0461061642976822,0.9583169072947822
IVFNSGAIII,MaF4,MaF,2,11,5001,0.0349897950130384,0.8179819016512659
IVFNSGAIII,MaF4,MaF,2,11,5002,0.0350238001055466,0.8179225614903841
IVFNSGAIII,MaF4,MaF,2,11,5003,0.0348606235355334,0.8183479602711015
IVFNSGAIII,MaF4,MaF,2,11,5004,0.0350878141526428,0.8181796839282259
IVFNSGAIII,MaF4,MaF,2,11,5005,0.0347980072204699,0.8182444160284806
IVFNSGAIII,MaF4,MaF,2,11,5006,0.035339417211381,0.8175622684912351
IVFNSGAIII,MaF4,MaF,2,11,5007,0.0348212140950942,0.8183168916872212
