algo,problem,M,run,FE,IGD,HV
IVFNSGAII,DTLZ1,2,4030,90000,0.0021701787855298547,0.5816630995501091
IVFNSGAII,DTLZ1,2,4030,100000,0.002168421394899115,0.5816676809583406
IVFNSGAII,DTLZ1,3,4001,10000,0.906426406901045,0.0
IVFNSGAII,DTLZ1,3,4001,20000,0.34467343418992324,0.08630427842913384
IVFNSGAII,DTLZ1,3,4001,30000,0.29169254767258523,0.15106313873156538
IVFNSGAII,DTLZ1,3,4001,40000,0.02923285183482185,0.8185793765809711
IVFNSGAII,DTLZ1,3,4001,50000,0.03059505033488066,0.8186303841760372
IVFNSGAII,DTLZ1,3,4001,60000,0.029753857969840414,0.8158548205365473
IVFNSGAII,DTLZ1,3,4001,70000,0.027603180492891434,0.8262388274617206
IVFNSGAII,DTLZ1,3,4001,80000,0.025905920783560715,0.8247530992365861
IVFNSGAII,DTLZ1,3,4001,90000,0.026351116920207834,0.8223350323676676
IVFNSGAII,DTLZ1,3,4001,100000,0.02734916332140319,0.8246156581864398
IVFNSGAII,DTLZ1,3,4002,10000,0.32240255022450875,0.12034737581272172
IVFNSGAII,DTLZ1,3,4002,20000,0.03245645940339129,0.8108662725244024
IVFNSGAII,DTLZ1,3,4002,30000,0.02718843772585037,0.8222934764514085
IVFNSGAII,DTLZ1,3,4002,40000,0.026567343547116887,0.8270540914240513
IVFNSGAII,DTLZ1,3,4002,50000,0.03259587018853079,0.8185710926751565
IVFNSGAII,DTLZ1,3,4002,60000,0.027603028303415354,0.823408182191411
IVFNSGAII,DTLZ1,3,4002,70000,0.026043943113280503,0.8253344663109333
IVFNSGAII,DTLZ1,3,4002,80000,0.027881721649290443,0.8259742894789779
IVFNSGAII,DTLZ1,3,4002,90000,0.02755224272865872,0.8236655953459527
IVFNSGAII,DTLZ1,3,4002,100000,0.027895938971219014,0.8251162824968127
IVFNSGAII,DTLZ1,3,4003,10000,1.095877709465121,0.0
IVFNSGAII,DTLZ1,3,4003,20000,0.02932400884780811,0.8118171469867583
IVFNSGAII,DTLZ1,3,4003,30000,0.029727241962451547,0.8147832006277033
IVFNSGAII,DTLZ1,3,4003,40000,0.026013371204009362,0.825294481689963
IVFNSGAII,DTLZ1,3,4003,50000,0.02624803245737132,0.8230146992946042
IVFNSGAII,DTLZ1,3,4003,60000,0.027462684445318047,0.8288670528099429
IVFNSGAII,DTLZ1,3,4003,70000,0.026019161772124554,0.8286562558945288
IVFNSGAII,DTLZ1,3,4003,80000,0.02758472706698186,0.8187234268845653
