Problema,D,IVFSPEA2_median,IVFSPEA2_iqr,IVFSPEA2_formatted,IVFSPEA2_indicator,SPEA2_median,SPEA2_iqr,SPEA2_formatted,SPEA2_indicator,MFOSPEA2_median,MFOSPEA2_iqr,MFOSPEA2_formatted,MFOSPEA2_indicator,SPEA2SDE_median,SPEA2SDE_iqr,SPEA2SDE_formatted,SPEA2SDE_indicator,NSGAII_median,NSGAII_iqr,NSGAII_formatted,NSGAII_indicator,NSGAIII_median,NSGAIII_iqr,NSGAIII_formatted,NSGAIII_indicator,MOEAD_median,MOEAD_iqr,MOEAD_formatted,MOEAD_indicator,AGEMOEAII_median,AGEMOEAII_iqr,AGEMOEAII_formatted,AGEMOEAII_indicator,ARMOEA_median,ARMOEA_iqr,ARMOEA_formatted,ARMOEA_indicator,best_algo
DTLZ1,7,0.8427081957640494,0.00027678822947307946,8.43(0.00)e-1,,0.8424558835641356,0.0004855182356777732,8.42(0.00)e-1,+,0.842305907147158,0.000496843465674246,8.42(0.00)e-1,+,0.8343023847782536,0.003489095127536812,8.34(0.03)e-1,+,0.8254032013438305,0.004375361917705822,8.25(0.04)e-1,+,0.8416340090708261,0.00018257290836121154,8.42(0.00)e-1,+,0.841665576370787,0.00013156246398016158,8.42(0.00)e-1,+,0.842631060629309,0.00016430086708385527,8.43(0.00)e-1,+,0.8416521369502206,0.0002092296851158304,8.42(0.00)e-1,+,IVFSPEA2
DTLZ2,12,0.557960136051601,0.0015678413134709857,5.58(0.02)e-1,,0.5553075889949874,0.00143426958759596,5.55(0.01)e-1,+,0.5548847921152524,0.001611083789026635,5.55(0.02)e-1,+,0.560898332839318,0.0016266597642279335,5.61(0.02)e-1,-,0.532548363178686,0.005786689259648203,5.33(0.06)e-1,+,0.5596170172197795,3.138999720708746e-06,5.60(0.00)e-1,-,0.559617548141988,1.1359782318143274e-06,5.60(0.00)e-1,-,0.5612896446912969,0.002036247394621604,5.61(0.02)e-1,-,0.559613818095124,6.235222362094284e-06,5.60(0.00)e-1,-,AGEMOEAII
DTLZ3,12,0.561317317549946,0.0009827407666253007,5.61(0.01)e-1,,0.5584156068711295,0.0030524591601357454,5.58(0.03)e-1,+,0.5576884629851591,0.002734035271772961,5.58(0.03)e-1,+,0.5595888605578669,0.0028270134809023073,5.60(0.03)e-1,+,0.53162978861196,0.006894898215928591,5.32(0.07)e-1,+,0.5562389908406855,0.003600949497954087,5.56(0.04)e-1,+,0.5563348397873884,0.002921926453953727,5.56(0.03)e-1,+,0.5585221194614705,0.002220757442568444,5.59(0.02)e-1,+,0.556122308062079,0.0035279460857703393,5.56(0.04)e-1,+,IVFSPEA2
DTLZ4,12,0.5562261876221191,0.21053479349554427,5.56(2.11)e-1,,0.553481416150042,0.20720438519769024,5.53(2.07)e-1,+,0.5530234989882805,0.0031497599368245366,5.53(0.03)e-1,+,0.5607722862985636,0.0033064464820562467,5.61(0.03)e-1,-,0.535107537068473,0.004684546202347706,5.35(0.05)e-1,=,0.559575806013197,0.00024748103800986687,5.60(0.00)e-1,-,0.559616030160927,0.2182086372637977,5.60(2.18)e-1,-,0.557188454235158,0.00713738356194904,5.57(0.07)e-1,-,0.5594259986561715,0.2126361743686464,5.59(2.13)e-1,-,SPEA2SDE
DTLZ5,12,0.1997713093350975,0.0001238021337552353,2.00(0.00)e-1,,0.199599160193554,0.0001387122920019912,2.00(0.00)e-1,+,0.1996272633678235,0.00017652663454076345,2.00(0.00)e-1,+,0.19946327594348,0.00019634384010699946,1.99(0.00)e-1,+,0.1990948049309305,0.00028340102734325523,1.99(0.00)e-1,+,0.1936377833829195,0.00178502853343801,1.94(0.02)e-1,+,0.181854738356786,5.342932491492203e-06,1.82(0.00)e-1,+,0.19367964481087951,0.00636826916900024,1.94(0.06)e-1,+,0.19912830429477302,0.00012629163422700485,1.99(0.00)e-1,+,IVFSPEA2
DTLZ6,12,0.2000769789723475,4.984386147524611e-05,2.00(0.00)e-1,,0.200071219934703,5.905042454326659e-05,2.00(0.00)e-1,=,0.20007609407062998,4.889938392324544e-05,2.00(0.00)e-1,=,0.199623200730668,0.00026784351117351,2.00(0.00)e-1,+,0.1994458239198045,0.00022550466455825702,1.99(0.00)e-1,+,0.190977675189552,0.0018277120287672477,1.91(0.02)e-1,+,0.181848151234681,2.4693233997563624e-06,1.82(0.00)e-1,+,0.198032496266871,2.181286226951573e-05,1.98(0.00)e-1,+,0.199512212887951,9.06974027390095e-05,2.00(0.00)e-1,+,IVFSPEA2
DTLZ7,22,0.2773745894322315,0.0009945157528444826,2.77(0.01)e-1,,0.2766767532007425,0.0010311813604575448,2.77(0.01)e-1,+,0.2767390799291235,0.0013147368118199831,2.77(0.01)e-1,+,0.277644261758329,0.0010568773987517655,2.78(0.01)e-1,=,0.26803769887429096,0.0021240720152742587,2.68(0.02)e-1,+,0.26961269630646345,0.002153271927454292,2.70(0.02)e-1,+,0.2567149313700045,0.0015395115536007142,2.57(0.02)e-1,+,0.2788596656551675,0.0008039602289433012,2.79(0.01)e-1,-,0.2754057120755935,0.009572058415459717,2.75(0.10)e-1,+,AGEMOEAII
WFG1,12,0.944996438691811,0.0014672308595757855,9.45(0.01)e-1,,0.944464064516462,0.0018015459422480173,9.44(0.02)e-1,=,0.944055612287382,0.0009232696210462743,9.44(0.01)e-1,+,0.936875699680203,0.0038610768687664665,9.37(0.04)e-1,+,0.930690803954949,0.004277230076608407,9.31(0.04)e-1,+,0.9433982748692316,0.001344271259429708,9.43(0.01)e-1,+,0.923839154725144,0.019363021254585,9.24(0.19)e-1,+,0.9485824687794765,0.00033827917232975846,9.49(0.00)e-1,-,0.942569027418786,0.0012320663959634048,9.43(0.01)e-1,+,AGEMOEAII
WFG2,12,0.9289398974405805,0.0016799012672588098,9.29(0.02)e-1,,0.9304412996350679,0.0018382650678167023,9.30(0.02)e-1,-,0.9303048900589506,0.0017687022975051425,9.30(0.02)e-1,-,0.930207418584297,0.0035762824151630568,9.30(0.04)e-1,-,0.9201924462970941,0.003412888156497207,9.20(0.03)e-1,+,0.9309358149365635,0.0008013645822262383,9.31(0.01)e-1,-,0.9145303345113229,0.0021678550807381347,9.15(0.02)e-1,+,0.9376787992446365,0.0007564284312376879,9.38(0.01)e-1,-,0.930683742466649,0.001190544447136066,9.31(0.01)e-1,-,AGEMOEAII
WFG3,12,0.39581078182158147,0.004472857329944735,3.96(0.04)e-1,,0.38912865746416503,0.0033968000108527407,3.89(0.03)e-1,+,0.384089353409583,0.005203534662928999,3.84(0.05)e-1,+,0.3995163791891295,0.005316388156211493,4.00(0.05)e-1,-,0.40110109022454754,0.0034897825369307744,4.01(0.03)e-1,-,0.385952691659701,0.009656671562082997,3.86(0.10)e-1,+,0.3644087222440745,0.001162685218204007,3.64(0.01)e-1,+,0.4045968869295795,0.001636624424357247,4.05(0.02)e-1,-,0.38078103296516397,0.004586079327749459,3.81(0.05)e-1,+,AGEMOEAII
