Grupo,Problema,M,instance,instance_label,Algoritmo,Run,IGD,score
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,28,0.0350215065068761,0.8789450138069317
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,29,0.0400990978988963,0.851860044819698
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,30,0.0349022419328002,0.8795811968001512
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,31,0.03499343721684,0.8790947414615271
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,32,0.0350957280096601,0.8785491002830018
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,33,0.0351122687810097,0.8784608682366554
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,34,0.0350187889310087,0.8789595099434668
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,35,0.0350076325470318,0.8790190205048127
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,36,0.0348636827131204,0.8797868800047589
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,37,0.0349505956876915,0.8793232674296025
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,38,0.0351242509402804,0.8783969528115668
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,39,0.035186370843867,0.8780655918310876
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,40,0.0350813386341017,0.8786258563196055
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,41,0.0351095457518643,0.8784753934621531
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,42,0.034869448108659,0.879756126139923
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,43,0.0349100380069076,0.8795396108573058
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,44,0.0350216124536251,0.8789444486640934
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,45,0.0357807488938252,0.8748950509570994
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,46,0.0501522086664703,0.7982345810234407
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,47,0.0351100074124088,0.8784729308651135
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,48,0.0350671261811452,0.8787016686128445
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,49,0.0358178385987773,0.8746972064613898
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,50,0.0348358866365834,0.8799351502795499
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,51,0.0350860064184874,0.8786009573496876
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,52,0.0351689660928398,0.8781584325316101
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,53,0.035123501672918,0.8784009495654816
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,54,0.0350841268440555,0.8786109834056001
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,55,0.0348905617336825,0.8796435015045756
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,56,0.0348796917159995,0.8797014845262692
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,57,0.0354274861017409,0.8767794309769221
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,58,0.034937648029504,0.8793923330344121
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,59,0.0362003013112117,0.8726570677607179
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,60,0.0349108139627655,0.8795354717411926
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,1,0.0128198100843628,0.9973736569649428
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,2,0.012747239922465,0.9977607618799798
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,3,0.0129544935854697,0.9966552260852337
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,4,0.0129551819383642,0.9966515542622452
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,5,0.0126991729914833,0.9980171612698553
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,6,0.0126524676831413,0.9982662974705291
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,7,0.0127339228629068,0.9978317979514726
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,8,0.0127507017531015,0.9977422957277848
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,9,0.0125721624143993,0.9986946631158637
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,10,0.013223148333065,0.9952221636457614
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,11,0.0125787825467895,0.9986593499000816
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,12,0.0126626779281716,0.9982118338186424
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,13,0.0126730222872189,0.9981566547736272
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,14,0.0126454543152512,0.9983037082893866
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,15,0.0133528913973111,0.9945300861231516
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,16,0.0125913959382026,0.9985920673464314
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,17,0.0129423052905734,0.9967202410822641
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,18,0.0123725305777314,0.9997595424430015
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,19,0.0126080253349943,0.9985033625528382
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,20,0.0125608878201171,0.9987548042365055
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,21,0.0126673226145501,0.9981870580584828
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,22,0.0127825446625544,0.9975724387723097
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,23,0.0125331947836066,0.9989025248735438
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,24,0.0128247878346461,0.9973471045699901
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,25,0.0125582206028425,0.9987690317494319
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,26,0.0127703652436559,0.9976374064228511
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,27,0.0152952290606328,0.9841692375805766
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,28,0.0128478028572944,0.9972243374691065
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,29,0.0126410393195346,0.9983272588299541
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,30,0.0125198114546174,0.9989739144404924
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,31,0.0126549404512223,0.9982531071915925
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,32,0.0127710057549359,0.9976339897973656
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,33,0.0125885263796719,0.9986073741913133
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,34,0.0125387713164289,0.9988727784432214
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,35,0.012497133154624,0.9990948853900198
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,36,0.0127776037156184,0.9975987948502604
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,37,0.0125629656083857,0.9987437208651839
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,38,0.0127661618217407,0.9976598283830727
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,39,0.012347363277926,0.9998937902550237
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,40,0.0124882992549415,0.9991420073186005
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,41,0.0131042366205966,0.9958564643989665
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,42,0.0125169077041081,0.9989894036727719
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,43,0.0142491111317022,0.9897494565219045
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,44,0.0123312243594149,0.9999798787315497
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,45,0.012435575114965,0.9994232492669751
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,46,0.0126243324687752,0.9984163767797372
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,47,0.0125493386545274,0.998816409979795
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,48,0.0127340917450622,0.9978308970975858
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,49,0.0127430994073155,0.9977828482819285
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,50,0.0126410373065854,0.9983272695674599
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,51,0.0125991744072765,0.9985505753126365
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,52,0.0128716736174038,0.9970970056798096
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,53,0.0126771068851091,0.9981348666464149
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,54,0.0129080924245459,0.9969027398978985
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,55,0.0128038354215953,0.9974588692658616
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,56,0.0128212851236321,0.9973657887869467
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,57,0.0126775568059526,0.9981324666714757
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,58,0.0124351333050487,0.9994256059764772
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,59,0.0124964024318879,0.9990987832228931
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,60,0.0126362674189388,0.9983527131782206
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,1,0.0499757852353292,0.79917566170366
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,2,0.0388756368639991,0.8583862501853674
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,3,0.050711328771374,0.7952521136423011
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,4,0.0282793723200716,0.9149090135183604
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,5,0.0415965189466469,0.8438724775840013
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,6,0.0355538358052106,0.8761054543734875
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,7,0.0491280849621804,0.8036974780208981
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,8,0.037884676113701,0.8636722488247166
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,9,0.0367840824814047,0.869543052931786
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,10,0.0526111677951717,0.7851179620204976
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,11,0.0409901036996163,0.8471072274665976
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,12,0.0409416729609975,0.8473655674849734
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,13,0.0370487286954939,0.8681313728756752
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,14,0.0284722793228458,0.9138800059074348
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,15,0.0382824626161957,0.8615503697187017
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,16,0.0519060056093859,0.7888794493987443
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,17,0.0414134097669198,0.8448492214909609
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,18,0.0294637938729285,0.9085910531804419
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,19,0.0416132378375891,0.8437832954092832
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,20,0.0378432286999608,0.8638933382801459
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,21,0.0384651553652545,0.8605758471428546
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,22,0.055850557374073,0.7678383584627955
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,23,0.0278457094081146,0.917222265139932
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,24,0.0370482827443566,0.8681337516753443
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,25,0.0768345390444131,0.6559052687574983
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,26,0.0351229457620972,0.8784039149138483
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,27,0.0360366261652192,0.8735301463349716
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,28,0.030537411831111,0.9028641431444729
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,29,0.0408180406788726,0.8480250487761297
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,30,0.0347066428661439,0.8806245644611732
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,31,0.0611134554727147,0.7397649234855932
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,32,0.0383260977382075,0.8613176105549176
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,33,0.0837567732565335,0.6189805766185641
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,34,0.0452836501651354,0.824204523431257
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,35,0.0464809396722246,0.817817922646638
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,36,0.0533303100782844,0.7812819017841173
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,37,0.0298550413624948,0.9065040545814821
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,38,0.0558240826104166,0.7679795805693448
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,39,0.0497599697482922,0.800326868116714
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,40,0.0359297759700018,0.8741001083504838
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,41,0.046767025485149,0.8162918791404743
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,42,0.0455489400326091,0.8227894099889969
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,43,0.0641367082389354,0.7236382403613182
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,44,0.0357744387048337,0.8749287108678608
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,45,0.0324597868271795,0.8926097797799499
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,46,0.0264276678341782,0.9247864051203636
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,47,0.0587458537336701,0.7523942224435445
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,48,0.0475363760704584,0.8121879969777301
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,49,0.0729185311456463,0.6767941005486011
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,50,0.0470733478188742,0.8146578896622971
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,51,0.0378302928973054,0.8639623406449871
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,52,0.0701082405250557,0.6917847975990634
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,53,0.0355341080765785,0.8762106863381999
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,54,0.0596980965932623,0.7473147533943212
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,55,0.04602566511569,0.8202464554474056
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,56,0.0350533794093918,0.8787749968619826
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,57,0.0362512351519525,0.8723853756550803
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,58,0.0375975157749103,0.8652040240838942
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,59,0.0576202547654055,0.758398410412553
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,60,0.0299731847792409,0.9058738520835729
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,1,0.0148046241371961,0.998710638916192
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,2,0.013694396855876,0.9992668241642373
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,3,0.0148237863936713,0.9987010392922682
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,4,0.0151935836903536,0.9985157837102425
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,5,0.0147213896377946,0.9987523365050321
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,6,0.0136574234945896,0.999285346532102
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,7,0.0141536421446637,0.9990367582496668
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,8,0.0139147191929808,0.9991564503373873
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,9,0.0135756506441994,0.9993263118856318
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,10,0.0146261859519169,0.9988000302399418
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,11,0.0143225249858259,0.9989521538209316
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,12,0.0143684320522074,0.9989291559775783
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,13,0.0143475928649265,0.9989395956855028
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,14,0.0137723479837529,0.9992277733607459
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,15,0.014949194949203,0.9986382139683557
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,16,0.0139543370836103,0.9991366031523131
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,17,0.0144866919977934,0.99886991185858
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,18,0.0141493939894441,0.9990388864276573
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,19,0.0138350002127303,0.999196386773422
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,20,0.0151896108639476,0.9985177739580748
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,21,0.0140985706635725,0.9990643471460002
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,22,0.0141128762929904,0.9990571805232915
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,23,0.0138877015445068,0.9991699852394482
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,24,2.00837743689187,7.306016458485942e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,25,0.0138426661630639,0.9991925463989695
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,26,0.0137034639240288,0.9992622818784959
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,27,0.0140227627440089,0.9991023242766794
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,28,0.0140731555129406,0.9990770792523862
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,29,0.0138714521060278,0.9991781256428801
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,30,0.0143630412134476,0.9989318566002734
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,31,0.0139271732433182,0.9991502112913896
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,32,0.013718684394044,0.9992546569524711
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,33,0.0135044472376527,0.9993619823154601
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,34,0.0136150926863117,0.9993065527945477
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,35,0.0138543060341486,0.9991867152284556
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,36,0.015160931908271,0.9985321411172549
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,37,0.0135082896234364,0.999360057413842
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,38,0.0138655871891244,0.9991810637622343
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,39,0.0138974294283711,0.9991651119080223
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,40,2.00837744166733,4.913677131845873e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,41,0.0134605602662329,0.9993839681615078
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,42,0.0137705217047815,0.9992286882629824
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,43,0.0138061790537596,0.9992108251715057
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,44,0.0140339768975873,0.9990967063758275
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,45,0.0145753549926562,0.9988254947823472
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,46,0.0140327084328224,0.9990973418325504
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,47,0.0141104370959732,0.9990584024761482
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,48,0.0138593997656755,0.999184163446149
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,49,0.0137397185626538,0.9992441195656833
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,50,0.0137128584498878,0.9992575755478346
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,51,0.014289854016127,0.9989685208402722
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,52,0.0140331803579168,0.9990971054144943
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,53,0.0133452778283679,0.9994417206527121
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,54,0.015558517049248,0.9983329647918537
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,55,0.0138430260868065,0.9991923660896945
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,56,0.0145703737477516,0.9988279902127689
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,57,0.0142994347988432,0.9989637212014044
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,58,0.0138596863254114,0.9991840198896895
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,59,2.00837743446343,8.522580530190282e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,60,0.0138292385951966,0.9991992731433853
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,1,2.00837743837897,6.561031273832896e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,2,0.0122313035561137,0.999999783012874
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,3,0.0122309992162705,0.9999999354765488
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,4,0.0122309389201683,0.9999999656827986
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,5,2.00837744204391,4.725023594609468e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,6,0.0122310908032157,0.9999998895946751
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,7,0.0122312462297761,0.999999811731375
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,8,0.0122310664744142,0.9999999017825584
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,9,2.00837744074697,5.374745648545343e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,10,0.0122311041593578,0.9999998829037126
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,11,0.012231016421098,0.9999999268575287
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,12,0.0122314282252423,0.9999997205579773
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,13,0.0122312814368122,0.9999997940938746
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,14,2.00837743677277,7.3656816201861375e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,15,2.00837743678604,7.3590337157369845e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,16,2.00837744106713,5.214356613159055e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,17,2.00837743513034,8.188481781523649e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,18,0.0122313965156695,0.9999997364433701
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,19,0.0122315893163176,0.9999996398569522
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,20,0.0122313142186467,0.9999997776713159
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,21,2.00837744534576,3.0709116360938538e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,22,2.00837744313127,4.180294110867067e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,23,0.0122309850325731,0.9999999425820878
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,24,0.012231201970858,0.9999998339035534
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,25,2.00837744312331,4.184281920949218e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,26,0.012231194981905,0.9999998374047757
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,27,2.00837744025393,5.6217414057258e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,28,0.0122310058091242,0.9999999321737585
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,29,0.0122311497133288,0.9999998600827578
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,30,2.00837743619466,7.65529462043446e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,31,2.00837743579074,7.857644535036457e-09
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,32,2.00837744974523,8.669304163433367e-10
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,33,0.0122317439680324,0.9999995623818227
