case_id,metric,pairing,test_method,n_ctrl,n_ivf,n_spea2,median_ctrl,iqr_ctrl,median_ivf,iqr_ivf,median_spea2,iqr_spea2,p_ctrl_vs_ivf,p_bh_ctrl_vs_ivf,a12_ctrl_vs_ivf,p_ctrl_vs_spea2,p_bh_ctrl_vs_spea2,a12_ctrl_vs_spea2,label,family,m_obj,outcome_ctrl_vs_ivf,outcome_ctrl_vs_spea2,wtl_ctrl_vs_ivf,wtl_ctrl_vs_spea2
wfg7_m3,HV,paired,wilcoxon_signed_rank,30,30,30,0.5454737996474126,0.0037180213984406,0.5495724091986166,0.0023639848122946,0.542886319242958,0.0040054015361533,3.5443983686800885e-05,0.0003615286336053,0.1294444444444444,6.286613643169403e-05,0.000200385809876,0.7666666666666667,HELPS,wfg,3,loss,win,L,W
wfg8_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.2896843679362436,0.0010246929402399,0.2896962787681063,0.0007787250535158,0.2899927805641901,0.0010923874667417,0.0247860513627529,0.0972375861154152,0.47,0.0364349968731403,0.0523432349445114,0.36,NOT_HELPS,wfg,2,tie,tie,T,T
wfg8_m3,HV,paired,wilcoxon_signed_rank,30,30,30,0.4599397302790906,0.0038673534637195,0.4623114068481106,0.0039339900943562,0.4581996807021476,0.0036120605293155,0.0003800932317972,0.0026142166655552,0.2188888888888888,0.4279546067118644,0.485015220940113,0.57,HELPS,wfg,3,loss,tie,L,T
wfg9_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.3414516495989708,0.0029091732805748,0.3411841240020344,0.0022253041463087,0.3430223766506969,0.0010787090878459,0.8078304156661034,1.0,0.5233333333333333,0.0001886002719402,0.0005199250739973,0.2811111111111111,NOT_HELPS,wfg,2,tie,loss,T,L
wfg9_m3,HV,paired,wilcoxon_signed_rank,30,30,30,0.51554487849616,0.0070963057206018,0.5365790933566716,0.0100892471566511,0.5156516304682184,0.0082700851575692,4.6566128730773926e-08,9.49949026107788e-07,0.1077777777777777,0.6263462882488966,0.6869604451762091,0.52,HELPS,wfg,3,loss,tie,L,T
zdt1_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.7204356688264528,0.0001341896393933,0.7204348088197027,0.000153507527151,0.7203049801901811,0.0001342971882914,0.3173105078629141,0.7552651206767836,0.5194444444444445,2.6885420083999637e-05,9.141042828559877e-05,0.8088888888888889,HELPS,zdt,2,tie,win,T,W
zdt2_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.4450241599533885,0.0001165038205191,0.4450241599533885,0.0001165038205191,0.444959432122166,8.747291080091202e-05,1.0,1.0,0.5,0.0002091266214847,0.0005613398787222,0.73,HELPS,zdt,2,tie,win,T,W
zdt3_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.5997309733038889,7.816575220787048e-05,0.5997309733038889,7.816575220787048e-05,0.5996861136425929,5.698187409075573e-05,1.0,1.0,0.5,0.0011314544826745,0.0023552725965879,0.7144444444444444,HELPS,zdt,2,tie,win,T,W
zdt4_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.7206052567454648,2.3933682104293474e-05,0.7206052567454648,2.3933682104293474e-05,0.7203890744512973,0.000250558635375,1.0,1.0,0.5,5.587935447692871e-09,1.1399388313293459e-07,0.9633333333333334,HELPS,zdt,2,tie,win,T,W
zdt6_m2,HV,paired,wilcoxon_signed_rank,30,30,30,0.3889367912256615,1.8657787538678416e-05,0.3889367912256615,1.8657787538678416e-05,0.3889091726314668,1.6057508665956455e-05,1.0,1.0,0.5,4.6566128730773926e-08,3.6536501004145697e-07,0.9222222222222224,HELPS,zdt,2,tie,win,T,W
dtlz1_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.0018244992209831,9.67038954935483e-06,0.0018244992209831,8.95939020863299e-06,0.001835420895621,1.4004454523285517e-05,0.3173105078629141,0.7552651206767836,0.505,0.0071114562451839,0.0122943819831993,0.2722222222222222,HELPS,dtlz,2,tie,win,T,W
dtlz1_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.0199448252140021,0.0001640949615212,0.0199448252140021,0.0001640949615212,0.0200161774886499,0.0001527251464017,0.9808795062755976,1.0,0.4966666666666666,0.2893662061542272,0.339256931353232,0.4188888888888888,NOT_HELPS,dtlz,3,tie,tie,T,T
