M,NumProblems,IVFSPEA2_mean_runtime_s,SPEA2_mean_runtime_s,AGEMOEAII_mean_runtime_s,ARMOEA_mean_runtime_s,rho_IVF_over_SPEA2,rho_IVF_over_AGEMOEAII,rho_IVF_over_ARMOEA
M2,28,12.9050780101191,10.089488825,17.2642971613095,16.5078901107143,1.31435753114243,0.807641095025542,0.812312061661948
M3,23,25.4780804173913,18.5277520108696,20.2481391485507,28.6720439833333,1.48193529739019,1.26937409726491,0.923090460308464
