problem,M,ivf_algo,base_algo,metric,p_value,a12,a12_label,n_pairs,median_ivf,median_base,p_adj
DTLZ6,3,IVFNSGAIII,NSGAIII,Final_IGD,0.9515264742076397,0.4855555555555556,negligible,30,0.019015649242571,0.019477480179245547,0.977254503876856
DTLZ6,3,IVFNSGAIII,NSGAIII,Best_IGD,0.6263462882488966,0.5477777777777778,negligible,30,0.01539589136308105,0.01532319665405645,0.7516155458986759
DTLZ6,3,IVFNSGAIII,NSGAIII,AUC_HV,0.6554384250193834,0.4888888888888889,negligible,30,17217.391874156958,17205.945537327338,0.7037338879155485
DTLZ6,3,IVFNSGAIII,NSGAIII,Final_HV,0.685047073289752,0.5144444444444445,negligible,30,0.19117154951378104,0.19120780002120574,0.7846522856462788
DTLZ6,3,IVFNSGAIII,NSGAIII,Best_HV,0.5698575973510742,0.43,negligible,30,0.19305769763755953,0.19340096362503922,0.6758776154629019
DTLZ6,3,IVFNSGAII,NSGAII,AUC_IGD,0.9676735773682594,0.5533333333333333,negligible,30,535.9807695757935,532.3676771765063,0.9838335812091827
DTLZ6,3,IVFNSGAII,NSGAII,Final_IGD,0.2710056286305189,0.5733333333333334,negligible,30,0.0059198443743177,0.0057859272376214,0.45315695279201523
DTLZ6,3,IVFNSGAII,NSGAII,Best_IGD,0.4771064817905426,0.5455555555555556,negligible,30,0.005512722932813,0.00546806708721405,0.6239084761876327
DTLZ6,3,IVFNSGAII,NSGAII,AUC_HV,0.7765688337385654,0.47555555555555556,negligible,30,17947.938560654573,17948.478402240944,0.8165981550652956
DTLZ6,3,IVFNSGAII,NSGAII,Final_HV,0.5698575973510742,0.5166666666666667,negligible,30,0.19940479182491835,0.19939348603668083,0.717598455923575
DTLZ6,3,IVFNSGAII,NSGAII,Best_HV,0.15188691951334476,0.39444444444444443,negligible,30,0.19963799986267566,0.1996533718972095,0.2312308326919577
DTLZ7,2,IVFNSGAIII,NSGAIII,AUC_IGD,2.366676926612854e-05,0.9011111111111111,medium,30,494.60631407418475,476.30540775672824,0.00021945549683137372
DTLZ7,2,IVFNSGAIII,NSGAIII,Final_IGD,0.017453668639063835,0.33444444444444443,small,30,0.0050737431736110495,0.005099293316237,0.07121096804738045
