problem,M,ivf_algo,base_algo,metric,p_value,a12,a12_label,n_pairs,median_ivf,median_base,p_adj
DTLZ7,3,IVFNSGAII,NSGAII,Final_HV,0.42795460671186447,0.5888888888888889,negligible,30,0.26974987108420057,0.26876440851687156,0.6062690261751413
DTLZ7,3,IVFNSGAII,NSGAII,Best_HV,0.006639536470174789,0.6833333333333333,small,30,0.27101176215135064,0.27061971971141596,0.02184621677283318
MaF1,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.5158484429121017,0.47555555555555556,negligible,30,321.7891717471585,321.78036953551776,0.6416651363052973
MaF1,2,IVFNSGAIII,NSGAIII,Final_IGD,1.862645149230957e-09,0.0,large,30,0.0035705739461352,0.0035707083461242,3.799796104431152e-08
MaF1,2,IVFNSGAIII,NSGAIII,Best_IGD,1.862645149230957e-09,0.0,large,30,0.0035705739461352,0.00357070091164435,2.71414007459368e-08
MaF1,2,IVFNSGAIII,NSGAIII,AUC_HV,0.42795460671186447,0.4411111111111111,negligible,30,52430.74657748461,52431.08930401239,0.5456421235576272
MaF1,2,IVFNSGAIII,NSGAIII,Final_HV,5.587935447692871e-09,0.99,large,30,0.5826020504464389,0.5826020289337592,5.699694156646729e-07
MaF1,2,IVFNSGAIII,NSGAIII,Best_HV,5.587935447692871e-09,0.9888888888888889,large,30,0.5826020504464389,0.582602030148207,1.8998980522155762e-07
MaF1,2,IVFNSGAII,NSGAII,AUC_IGD,0.1641840822994709,0.40444444444444444,negligible,30,414.38964080313906,414.3898144796995,0.29380309464115845
MaF1,2,IVFNSGAII,NSGAII,Final_IGD,0.46454504504799843,0.5666666666666667,negligible,30,0.0046074682749539,0.0045702973458293505,0.6490903369163814
MaF1,2,IVFNSGAII,NSGAII,Best_IGD,0.8871948085725307,0.47444444444444445,negligible,30,0.0043834719489686,0.00438400953982835,0.9140794997413954
MaF1,2,IVFNSGAII,NSGAII,AUC_HV,1.6838312149047852e-06,0.8188888888888889,small,30,52283.03186922091,52278.18737872831,1.9083420435587563e-05
MaF1,2,IVFNSGAII,NSGAII,Final_HV,0.9032264724373817,0.4911111111111111,negligible,30,0.5809211803164189,0.5809406010588687,0.9032264724373817
MaF1,2,IVFNSGAII,NSGAII,Best_HV,0.06989291124045849,0.6566666666666666,small,30,0.5812244226978307,0.5811987139089311,0.1296195808459412
MaF1,3,IVFNSGAIII,NSGAIII,AUC_IGD,0.0002562887966632843,0.8133333333333334,small,30,5488.53918884782,5419.420281345301,0.0017427638173103332
MaF1,3,IVFNSGAIII,NSGAIII,Final_IGD,0.08793856762349606,0.6222222222222222,negligible,30,0.060966349801351155,0.05983711376662865,0.2562781113599028
MaF1,3,IVFNSGAIII,NSGAIII,Best_IGD,0.0008718203753232956,0.7622222222222222,small,30,0.05872879574003705,0.057835419323350554,0.0044462839141488075
MaF1,3,IVFNSGAIII,NSGAIII,AUC_HV,0.0020201820880174637,0.26222222222222225,small,30,18459.037193509797,18493.561952838376,0.006868619099259376
MaF1,3,IVFNSGAIII,NSGAIII,Final_HV,0.23665234446525574,0.39111111111111113,negligible,30,0.20553657259759106,0.2061166416772425,0.3957137563189522
MaF1,3,IVFNSGAIII,NSGAIII,Best_HV,0.005382779985666275,0.2922222222222222,small,30,0.20686439981546875,0.20762208547245695,0.02031731978058815
MaF1,3,IVFNSGAII,NSGAII,AUC_IGD,0.7303419969975948,0.5077777777777778,negligible,30,5192.614743122315,5197.301134854283,0.8097269966712465
MaF1,3,IVFNSGAII,NSGAII,Final_IGD,0.4898460879921913,0.46555555555555556,negligible,30,0.0577080077186577,0.0578637514145051,0.6661906796693802
MaF1,3,IVFNSGAII,NSGAII,Best_IGD,0.17059839516878128,0.37777777777777777,negligible,30,0.053987510290781554,0.054294291228723895,0.2949328187663676
MaF1,3,IVFNSGAII,NSGAII,AUC_HV,0.024786051362752914,0.6688888888888889,small,30,18383.772944565404,18350.673098949774,0.058794819511646446
MaF1,3,IVFNSGAII,NSGAII,Final_HV,0.3817984350025654,0.5566666666666666,negligible,30,0.20441724318792748,0.20399704334723157,0.5563348624323096
MaF1,3,IVFNSGAII,NSGAII,Best_HV,0.01453801617026329,0.6666666666666666,small,30,0.20743444630647156,0.20676780808019024,0.03902309603596989
MaF2,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.015460003167390823,0.3055555555555556,small,30,181.38222618882327,181.63553469630074,0.04638000950217247
MaF2,2,IVFNSGAIII,NSGAIII,Final_IGD,9.90256667137146e-05,0.07666666666666666,medium,30,0.00200625605064425,0.0020068601352535497,0.0008417181670665741
MaF2,2,IVFNSGAIII,NSGAIII,Best_IGD,1.862645149230957e-09,0.005555555555555556,large,30,0.0020062379662426,0.00200656994183425,2.71414007459368e-08
MaF2,2,IVFNSGAIII,NSGAIII,AUC_HV,0.000283263623714447,0.7866666666666666,small,30,18677.80966313951,18676.744623418563,0.0013758518866130284
MaF2,2,IVFNSGAIII,NSGAIII,Final_HV,9.90256667137146e-05,0.9355555555555556,medium,30,0.20756504160064565,0.20755925120627466,0.0008417181670665741
MaF2,2,IVFNSGAIII,NSGAIII,Best_HV,1.862645149230957e-09,0.9988888888888889,large,30,0.20756523485011696,0.20756045365675002,9.499490261077881e-08
MaF2,2,IVFNSGAII,NSGAII,AUC_IGD,2.6885420083999634e-05,0.17555555555555555,small,30,245.10775944743375,248.57500904794125,0.0002285260707139969
MaF2,2,IVFNSGAII,NSGAII,Final_IGD,0.06056523136794567,0.37666666666666665,negligible,30,0.0027166137320572504,0.00277200468656315,0.2130225379148434
MaF2,2,IVFNSGAII,NSGAII,Best_IGD,0.010598260909318924,0.31222222222222223,small,30,0.0025750820545949,0.0026070916895062,0.037276641818983804
MaF2,2,IVFNSGAII,NSGAII,AUC_HV,9.313225746154785e-09,0.9677777777777777,medium,30,18614.049551743214,18608.246220587745,2.3748725652694702e-07
MaF2,2,IVFNSGAII,NSGAII,Final_HV,0.001038169488310814,0.7411111111111112,small,30,0.20685605426627457,0.20676634674054356,0.006618330487981439
MaF2,2,IVFNSGAII,NSGAII,Best_HV,1.4193356037139893e-06,0.8522222222222222,medium,30,0.20696867758203374,0.2069038549703096,2.0681747368403842e-05
MaF2,3,IVFNSGAIII,NSGAIII,AUC_IGD,0.01283373311161995,0.28888888888888886,small,30,3224.9229524598923,3239.9475990853884,0.04090752429328859
MaF2,3,IVFNSGAIII,NSGAIII,Final_IGD,0.6120056137442589,0.4766666666666667,negligible,30,0.0359745333030978,0.0359815653190223,0.7258671232780745
MaF2,3,IVFNSGAIII,NSGAIII,Best_IGD,0.21293285302817822,0.4033333333333333,negligible,30,0.034818081876793694,0.0348486801775342,0.34624568120791366
MaF2,3,IVFNSGAIII,NSGAIII,AUC_HV,0.0635564886033535,0.6477777777777778,small,30,21428.987131331814,21413.20548523584,0.12965523675084115
MaF2,3,IVFNSGAIII,NSGAIII,Final_HV,0.8871948085725307,0.5122222222222222,negligible,30,0.23766449266645864,0.2378329103043074,0.9032264724373817
MaF2,3,IVFNSGAIII,NSGAIII,Best_HV,0.9515264742076397,0.5011111111111111,negligible,30,0.23942013508894355,0.23931441916878599,0.9705570036917925
MaF2,3,IVFNSGAII,NSGAII,AUC_IGD,0.6263462882488966,0.4633333333333333,negligible,30,4179.003468379948,4209.033626597795,0.7259922886521301
MaF2,3,IVFNSGAII,NSGAII,Final_IGD,0.5561132747679949,0.45666666666666667,negligible,30,0.04556443099379995,0.0461371148365588,0.683829116821289
MaF2,3,IVFNSGAII,NSGAII,Best_IGD,0.22064675763249397,0.42,negligible,30,0.0419317495697526,0.042119673703744254,0.34624568120791366
MaF2,3,IVFNSGAII,NSGAII,AUC_HV,2.366676926612854e-05,0.8511111111111112,medium,30,21139.00625840613,21049.123191814415,0.00014200061559677124
MaF2,3,IVFNSGAII,NSGAII,Final_HV,0.02084985189139843,0.6866666666666666,small,30,0.2358466212715043,0.23492234580271865,0.06830554929646579
MaF2,3,IVFNSGAII,NSGAII,Best_HV,0.007612137123942375,0.7555555555555555,small,30,0.23769275644558857,0.236647236333235,0.02426368708256632
MaF3,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.2621222734451294,0.5488888888888889,negligible,30,575176.9795394178,460702.91561928217,0.4383028178918557
MaF3,2,IVFNSGAIII,NSGAIII,Final_IGD,7.994472980499268e-06,0.15,medium,30,0.0059987980298251,0.0065322656606685,7.413056763735685e-05
MaF3,2,IVFNSGAIII,NSGAIII,Best_IGD,7.994472980499268e-06,0.15,medium,30,0.0059987980298251,0.0065320331434665,7.413056763735685e-05
MaF3,2,IVFNSGAIII,NSGAIII,AUC_HV,0.8552717231214046,0.5288888888888889,negligible,30,53611.781540796015,53138.39368525635,0.8811890480644775
MaF3,2,IVFNSGAIII,NSGAIII,Final_HV,1.0609626770019531e-05,0.8411111111111111,medium,30,0.7198232240445563,0.7184319186490038,0.00013527274131774902
MaF3,2,IVFNSGAIII,NSGAIII,Best_HV,1.0609626770019531e-05,0.8411111111111111,medium,30,0.7198232240445563,0.7184319186490038,9.018182754516602e-05
MaF3,2,IVFNSGAII,NSGAII,AUC_IGD,0.1641840822994709,0.6288888888888889,negligible,30,269750.3076802148,240623.7668968314,0.29380309464115845
MaF3,2,IVFNSGAII,NSGAII,Final_IGD,0.10943205840885639,0.34,small,30,0.00487931608340225,0.0051799120257029,0.27083769137429636
MaF3,2,IVFNSGAII,NSGAII,Best_IGD,0.13473508320748806,0.35888888888888887,negligible,30,0.0048432264864616496,0.0050550120587988,0.2498723361302506
MaF3,2,IVFNSGAII,NSGAII,AUC_HV,0.9515264742076397,0.5711111111111111,negligible,30,56190.913312913064,53535.3800841405,0.9609475284077152
MaF3,2,IVFNSGAII,NSGAII,Final_HV,0.0635564886033535,0.6655555555555556,small,30,0.7185950331214033,0.7179657828190689,0.147335496307774
MaF3,2,IVFNSGAII,NSGAII,Best_HV,0.06056523136794567,0.6644444444444444,small,30,0.718595139231494,0.7180635730429423,0.11880103076020113
MaF3,3,IVFNSGAIII,NSGAIII,AUC_IGD,0.24494642950594425,0.5733333333333334,negligible,30,551682.5802735256,470522.9565141988,0.4164089301601052
MaF3,3,IVFNSGAIII,NSGAIII,Final_IGD,2.7623027563095093e-06,0.15666666666666668,medium,30,0.046315730596277596,0.04696051502703415,2.8175488114356995e-05
MaF3,3,IVFNSGAIII,NSGAIII,Best_IGD,1.1920928955078125e-06,0.14888888888888888,medium,30,0.0461871803916228,0.046880656614626356,1.3510386149088541e-05
MaF3,3,IVFNSGAIII,NSGAIII,AUC_HV,0.4771064817905426,0.5166666666666667,negligible,30,71588.07530820767,71463.09141276192,0.5863236282245222
MaF3,3,IVFNSGAIII,NSGAIII,Final_HV,1.3966113328933716e-05,0.8366666666666667,medium,30,0.9581228679193102,0.9574562117510261,0.00015828261772791544
MaF3,3,IVFNSGAIII,NSGAIII,Best_HV,9.220093488693237e-06,0.8511111111111112,medium,30,0.9581525706203672,0.957467547093511,8.549541234970093e-05
MaF3,3,IVFNSGAII,NSGAII,AUC_IGD,0.10943205840885639,0.6422222222222222,negligible,30,659500.1688496863,371168.8683201925,0.23254312411881983
MaF3,3,IVFNSGAII,NSGAII,Final_IGD,0.28936620615422726,0.4477777777777778,negligible,30,0.0510387833806675,0.050901937581287,0.4684976671068441
MaF3,3,IVFNSGAII,NSGAII,Best_IGD,0.17059839516878128,0.6133333333333333,negligible,30,0.0467255517425921,0.0464606419345637,0.2949328187663676
MaF3,3,IVFNSGAII,NSGAII,AUC_HV,0.140283040702343,0.35777777777777775,negligible,30,63380.126294798756,70697.18503685891,0.2307882282522417
MaF3,3,IVFNSGAII,NSGAII,Final_HV,0.5027610473334789,0.5877777777777777,negligible,30,0.9521888178942552,0.9510339023944834,0.6837550243735313
MaF3,3,IVFNSGAII,NSGAII,Best_HV,0.6701805889606476,0.4688888888888889,negligible,30,0.953873539326048,0.9544719173602223,0.7355242260584706
MaF4,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.00993151031434536,0.6688888888888889,small,30,84697.10189299981,57371.01677313172,0.03376713506877422
MaF4,2,IVFNSGAIII,NSGAIII,Final_IGD,0.01453801617026329,0.2966666666666667,small,30,0.0349873963936281,0.0351683950047435,0.06740352951667525
MaF4,2,IVFNSGAIII,NSGAIII,Best_IGD,0.022098854184150696,0.3055555555555556,small,30,0.03496368648790925,0.03512380347527405,0.06092116558873976
MaF4,2,IVFNSGAIII,NSGAIII,AUC_HV,0.011303061619400978,0.3411111111111111,small,30,61414.001445330505,62071.41605485021,0.028822807129472494
MaF4,2,IVFNSGAIII,NSGAIII,Final_HV,0.0002562887966632843,0.8,small,30,0.8181862664320283,0.8178338156221818,0.001867246947118214
MaF4,2,IVFNSGAIII,NSGAIII,Best_HV,0.0004183966666460037,0.7911111111111111,small,30,0.8181862664320283,0.8178701210461368,0.002133822999894619
MaF4,2,IVFNSGAII,NSGAII,AUC_IGD,0.9838335812091827,0.5111111111111111,negligible,30,54475.51224174281,51518.17504211419,0.9838335812091827
MaF4,2,IVFNSGAII,NSGAII,Final_IGD,0.8078304156661034,0.4855555555555556,negligible,30,0.0157218027203202,0.0156517614520965,0.8860075526660489
MaF4,2,IVFNSGAII,NSGAII,Best_IGD,0.42795460671186447,0.5588888888888889,negligible,30,0.015251653452902001,0.0151986828397581,0.5743601300606602
MaF4,2,IVFNSGAII,NSGAII,AUC_HV,0.4898460879921913,0.4633333333333333,negligible,30,64395.673186197164,66530.54375739029,0.5948131068476609
MaF4,2,IVFNSGAII,NSGAII,Final_HV,0.1459994912147522,0.4022222222222222,negligible,30,0.8180702208777572,0.8181463875101916,0.27577681673897636
MaF4,2,IVFNSGAII,NSGAII,Best_HV,0.06666470877826214,0.38222222222222224,negligible,30,0.8181483548195498,0.8182786171384777,0.12592222769227293
MaF4,3,IVFNSGAIII,NSGAIII,AUC_IGD,0.370740607380867,0.5688888888888889,negligible,30,243003.88215501385,205752.55731761403,0.5402220278978348
MaF4,3,IVFNSGAIII,NSGAIII,Final_IGD,0.5291051845997572,0.4533333333333333,negligible,30,0.33746818038370974,0.33960477844927983,0.6831484661920916
MaF4,3,IVFNSGAIII,NSGAIII,Best_IGD,0.007612137123942375,0.30444444444444446,small,30,0.3157155913771599,0.32073487794187594,0.027729928094361506
MaF4,3,IVFNSGAIII,NSGAIII,AUC_HV,0.6554384250193834,0.5166666666666667,negligible,30,37602.99164505685,37650.1756996156,0.7037338879155485
MaF4,3,IVFNSGAIII,NSGAIII,Final_HV,0.005382779985666275,0.7344444444444445,small,30,0.5181857165715358,0.5144105932914036,0.024956525388089092
MaF4,3,IVFNSGAIII,NSGAIII,Best_HV,0.0050126127898693085,0.7633333333333333,small,30,0.5213278403159798,0.5167070213661191,0.01966486556025652
MaF4,3,IVFNSGAII,NSGAII,AUC_IGD,0.370740607380867,0.41555555555555557,negligible,30,177346.4116881588,198940.82880284183,0.5402220278978348
MaF4,3,IVFNSGAII,NSGAII,Final_IGD,0.935398668050766,0.48,negligible,30,0.2962187764549937,0.29607261227607373,0.9735782055222258
MaF4,3,IVFNSGAII,NSGAII,Best_IGD,0.7456546742469072,0.5133333333333333,negligible,30,0.28456231295110157,0.2857576189039025,0.8267040953607014
MaF4,3,IVFNSGAII,NSGAII,AUC_HV,0.6408254038542509,0.5788888888888889,negligible,30,37778.70427429853,37261.05496738895,0.7028407655175656
MaF4,3,IVFNSGAII,NSGAII,Final_HV,0.370740607380867,0.5655555555555556,negligible,30,0.5230934388241613,0.5218228511491729,0.5480513326499773
MaF4,3,IVFNSGAII,NSGAII,Best_HV,0.2710056286305189,0.5666666666666667,negligible,30,0.5242858283591298,0.5232584389241497,0.3786653989083963
MaF5,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.4771064817905426,0.5266666666666666,negligible,30,1105.2033643327718,1104.538870422341,0.632011183670589
MaF5,2,IVFNSGAIII,NSGAIII,Final_IGD,0.0007296018302440643,0.09777777777777778,medium,30,0.0122304875256289,0.01223102565867675,0.005315670477492468
MaF5,2,IVFNSGAIII,NSGAIII,Best_IGD,0.0007296018302440643,0.09777777777777778,medium,30,0.01223048683407585,0.0122310123554767,0.003916809825520767
MaF5,2,IVFNSGAIII,NSGAIII,AUC_HV,0.6263462882488966,0.45,negligible,30,31245.671178158656,31246.1590365979,0.7020584769383236
MaF5,2,IVFNSGAIII,NSGAIII,Final_HV,0.03841841779649258,0.7655555555555555,small,30,0.34721514867462616,0.34721506410880976,0.10591023284438494
MaF5,2,IVFNSGAIII,NSGAIII,Best_HV,0.0023674946278333664,0.8277777777777777,small,30,0.3472151624388927,0.3472151041242682,0.01097656600177288
MaF5,2,IVFNSGAII,NSGAII,AUC_IGD,0.5978077705949545,0.5477777777777778,negligible,30,1413.180496297322,1408.6340310897679,0.7008780758699467
MaF5,2,IVFNSGAII,NSGAII,Final_IGD,0.3598779272288084,0.6122222222222222,negligible,30,0.0160231494856799,0.01563039830337845,0.5478738593632606
MaF5,2,IVFNSGAII,NSGAII,Best_IGD,0.8078304156661034,0.47888888888888886,negligible,30,0.014791238031164299,0.014832859186776449,0.8765819404036441
MaF5,2,IVFNSGAII,NSGAII,AUC_HV,0.17719271034002304,0.68,small,30,31194.406833165704,31188.309429830886,0.27805625314895926
MaF5,2,IVFNSGAII,NSGAII,Final_HV,0.13473508320748806,0.6255555555555555,negligible,30,0.34659850452062313,0.3464344351888292,0.25930148088988264
MaF5,2,IVFNSGAII,NSGAII,Best_HV,0.9676735773682594,0.4988888888888889,negligible,30,0.3468259079512843,0.3468059271799371,0.977254503876856
MaF5,3,IVFNSGAIII,NSGAIII,AUC_IGD,0.03841841779649258,0.6977777777777778,small,30,23433.977122279648,23418.221411159953,0.10047893885236521
MaF5,3,IVFNSGAIII,NSGAIII,Final_IGD,0.2710056286305189,0.5455555555555556,negligible,30,0.2597580896988205,0.2597744172277292,0.45315695279201523
MaF5,3,IVFNSGAIII,NSGAIII,Best_IGD,0.01453801617026329,0.7155555555555555,small,30,0.2597514948472309,0.259742665438104,0.04236793283905302
MaF5,3,IVFNSGAIII,NSGAIII,AUC_HV,0.6263462882488966,0.4988888888888889,negligible,30,50375.291746318566,50381.30582403536,0.7020584769383236
MaF5,3,IVFNSGAIII,NSGAIII,Final_HV,0.2621222734451294,0.4388888888888889,negligible,30,0.5595956297651419,0.5596037264296225,0.417757373303175
MaF5,3,IVFNSGAIII,NSGAIII,Best_HV,0.2988441474735737,0.41,negligible,30,0.559615182431064,0.5596157038557155,0.4064280405640602
MaF5,3,IVFNSGAII,NSGAII,AUC_IGD,0.6408254038542509,0.56,negligible,30,27009.707815629125,26917.853377256528,0.7262687910348177
MaF5,3,IVFNSGAII,NSGAII,Final_IGD,0.11417667381465435,0.6666666666666666,small,30,0.30320095715181294,0.29692998002350557,0.27083769137429636
MaF5,3,IVFNSGAII,NSGAII,Best_IGD,0.28936620615422726,0.5566666666666666,negligible,30,0.28512077476238534,0.28336816350381117,0.4099354587184886
MaF5,3,IVFNSGAII,NSGAII,AUC_HV,0.685047073289752,0.5222222222222223,negligible,30,48114.37291021306,48084.69176344712,0.7278625153703615
MaF5,3,IVFNSGAII,NSGAII,Final_HV,0.6701805889606476,0.5677777777777778,negligible,30,0.5354742221137279,0.5348262493063194,0.7846522856462788
MaF5,3,IVFNSGAII,NSGAII,Best_HV,0.4521643426269293,0.59,negligible,30,0.540084041412606,0.539471822573651,0.5765095368493348
MaF6,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.31839608028531075,0.58,negligible,30,377.768423299539,375.45063837145176,0.49963692598618
MaF6,2,IVFNSGAIII,NSGAIII,Final_IGD,1.862645149230957e-09,0.0,large,30,0.0039658814126353,0.0039660811795808,3.799796104431152e-08
MaF6,2,IVFNSGAIII,NSGAIII,Best_IGD,1.862645149230957e-09,0.0,large,30,0.0039658814126353,0.0039660811795808,2.71414007459368e-08
MaF6,2,IVFNSGAIII,NSGAIII,AUC_HV,0.28008678182959557,0.6055555555555555,negligible,30,31226.29060982086,31222.94869155821,0.3809180232882499
MaF6,2,IVFNSGAIII,NSGAIII,Final_HV,3.453157842159271e-05,0.8733333333333333,medium,30,0.34721508885451746,0.3472144578757774,0.00035222209990024564
MaF6,2,IVFNSGAIII,NSGAIII,Best_HV,3.904104232788086e-05,0.8688888888888889,medium,30,0.34721508885451746,0.3472144578757774,0.0002844418798174177
MaF6,2,IVFNSGAII,NSGAII,AUC_IGD,0.0020201820880174637,0.31777777777777777,small,30,453.752889115058,457.34317208602806,0.008959068390338318
MaF6,2,IVFNSGAII,NSGAII,Final_IGD,0.7000329215079546,0.5244444444444445,negligible,30,0.0050293843795893994,0.005023817073885099,0.7933706443756819
MaF6,2,IVFNSGAII,NSGAII,Best_IGD,0.8871948085725307,0.4911111111111111,negligible,30,0.00477329089889765,0.0047738680400031,0.9140794997413954
MaF6,2,IVFNSGAII,NSGAII,AUC_HV,1.597777009010315e-05,0.8166666666666667,small,30,31218.20268471897,31209.789812802694,0.00011640946779932294
MaF6,2,IVFNSGAII,NSGAII,Final_HV,0.5698575973510742,0.5633333333333334,negligible,30,0.3470559556972094,0.34705148302035954,0.717598455923575
MaF6,2,IVFNSGAII,NSGAII,Best_HV,0.008705463260412216,0.68,small,30,0.34719062590619554,0.3471618821444829,0.026907795532183212
MaF6,3,IVFNSGAIII,NSGAIII,AUC_IGD,3.5390257835388184e-08,0.8755555555555555,medium,30,1434.6460228974472,1347.4017265683492,1.8049031496047974e-06
MaF6,3,IVFNSGAIII,NSGAIII,Final_IGD,0.6554384250193834,0.48444444444444446,negligible,30,0.0150425254671798,0.01568062430432985,0.751176621932327
MaF6,3,IVFNSGAIII,NSGAIII,Best_IGD,0.0006665531545877457,0.6977777777777778,small,30,0.012585822485475101,0.0117783239592158,0.003777134542663892
MaF6,3,IVFNSGAIII,NSGAIII,AUC_HV,0.010598260909318924,0.3055555555555556,small,30,17348.1778033515,17376.332989507042,0.02771852853206488
MaF6,3,IVFNSGAIII,NSGAIII,Final_HV,0.6263462882488966,0.5522222222222222,negligible,30,0.19274410990183635,0.19257299972161265,0.769726763872138
MaF6,3,IVFNSGAIII,NSGAIII,Best_HV,0.01453801617026329,0.36333333333333334,negligible,30,0.19435490096461017,0.1945901216861537,0.03902309603596989
MaF6,3,IVFNSGAII,NSGAII,AUC_IGD,0.7303419969975948,0.4688888888888889,negligible,30,476.0834941132715,477.03875917913797,0.8097269966712465
MaF6,3,IVFNSGAII,NSGAII,Final_IGD,0.5698575973510742,0.4311111111111111,negligible,30,0.00531270764937255,0.0053202254529363,0.683829116821289
MaF6,3,IVFNSGAII,NSGAII,Best_IGD,0.871207794174552,0.4988888888888889,negligible,30,0.004963944259859901,0.0049591865019637995,0.9140794997413954
MaF6,3,IVFNSGAII,NSGAII,AUC_HV,0.15188691951334476,0.6333333333333333,negligible,30,17967.26540959569,17964.972371639207,0.24591215540255817
MaF6,3,IVFNSGAII,NSGAII,Final_HV,0.09610157273709774,0.6544444444444445,small,30,0.19979191639866228,0.1997450132057397,0.1960472083836794
MaF6,3,IVFNSGAII,NSGAII,Best_HV,0.6120056137442589,0.5311111111111111,negligible,30,0.1999220347128286,0.19990465376359629,0.7093701432035727
MaF7,2,IVFNSGAIII,NSGAIII,AUC_IGD,2.366676926612854e-05,0.8277777777777777,small,30,495.546067794593,479.413596136201,0.00021945549683137372
MaF7,2,IVFNSGAIII,NSGAIII,Final_IGD,0.018529480323195457,0.33555555555555555,small,30,0.0050405620910281505,0.0050737700936544505,0.07269257665253603
MaF7,2,IVFNSGAIII,NSGAIII,Best_IGD,0.22064675763249397,0.6155555555555555,negligible,30,0.004951534278509,0.00493041983292035,0.34624568120791366
MaF7,2,IVFNSGAIII,NSGAIII,AUC_HV,2.366676926612854e-05,0.16,medium,30,21819.490760216337,21831.2546599809,0.00014200061559677124
MaF7,2,IVFNSGAIII,NSGAIII,Final_HV,0.00993151031434536,0.6822222222222222,small,30,0.24281809774020935,0.2428082812641091,0.04220891883596778
MaF7,2,IVFNSGAIII,NSGAIII,Best_HV,0.23665234446525574,0.3977777777777778,negligible,30,0.24283224209168755,0.242841217064801,0.34483627336365835
MaF7,2,IVFNSGAII,NSGAII,AUC_IGD,0.0021877754479646683,0.75,small,30,491.79922191451675,486.34370808712777,0.00929804565384984
MaF7,2,IVFNSGAII,NSGAII,Final_IGD,0.0635564886033535,0.6366666666666667,negligible,30,0.00546102582834145,0.00533510323564745,0.2160920612514019
MaF7,2,IVFNSGAII,NSGAII,Best_IGD,0.5158484429121017,0.5477777777777778,negligible,30,0.0050638651981061,0.0050452876598003505,0.6577067647129298
MaF7,2,IVFNSGAII,NSGAII,AUC_HV,0.21293285302817822,0.45,negligible,30,21834.451694354015,21834.356531478596,0.31477030447643733
MaF7,2,IVFNSGAII,NSGAII,Final_HV,0.17719271034002304,0.4011111111111111,negligible,30,0.24267756526266404,0.24269793345756874,0.3227438652621848
MaF7,2,IVFNSGAII,NSGAII,Best_HV,0.31839608028531075,0.43555555555555553,negligible,30,0.24277993522822439,0.24278509575831725,0.42177143102729475
MaF7,3,IVFNSGAIII,NSGAIII,AUC_IGD,2.366676926612854e-05,0.8155555555555556,small,30,7176.214781492199,6980.94190296651,0.00021945549683137372
MaF7,3,IVFNSGAIII,NSGAIII,Final_IGD,0.5158484429121017,0.43444444444444447,negligible,30,0.07707450227892679,0.07715833975814146,0.6831484661920916
MaF7,3,IVFNSGAIII,NSGAIII,Best_IGD,0.034536734223365784,0.6288888888888889,negligible,30,0.0727539189739908,0.07152366756167661,0.09032684335341822
MaF7,3,IVFNSGAIII,NSGAIII,AUC_HV,1.0244548320770264e-07,0.07111111111111111,medium,30,23948.985506942456,24096.943954130882,1.7415732145309448e-06
MaF7,3,IVFNSGAIII,NSGAIII,Final_HV,0.5425279382616282,0.4444444444444444,negligible,30,0.2685845299319771,0.26902508341316234,0.717598455923575
MaF7,3,IVFNSGAIII,NSGAIII,Best_HV,0.0027663204818964005,0.27555555555555555,small,30,0.2707544967273151,0.27168910251874867,0.012268029963192732
MaF7,3,IVFNSGAII,NSGAII,AUC_IGD,0.15794767439365387,0.6033333333333334,negligible,30,7024.262815473771,6994.1325782093445,0.29380309464115845
MaF7,3,IVFNSGAII,NSGAII,Final_IGD,0.7456546742469072,0.4922222222222222,negligible,30,0.0774746754515051,0.07823286347664014,0.8357887557492806
MaF7,3,IVFNSGAII,NSGAII,Best_IGD,0.7456546742469072,0.5422222222222223,negligible,30,0.07110522908295805,0.07099126778424986,0.8267040953607014
MaF7,3,IVFNSGAII,NSGAII,AUC_HV,0.03841841779649258,0.7144444444444444,small,30,24061.951420649595,24012.592339828647,0.08337614074983496
MaF7,3,IVFNSGAII,NSGAII,Final_HV,0.8235769439488649,0.5433333333333333,negligible,30,0.26835139873324476,0.26782726435617976,0.8660293637400436
MaF7,3,IVFNSGAII,NSGAII,Best_HV,0.001038169488310814,0.7388888888888889,small,30,0.2712534543504218,0.27059479190871133,0.005042537514652525
WFG1,2,IVFNSGAIII,NSGAIII,AUC_IGD,0.17719271034002304,0.5944444444444444,negligible,30,13516.574378205016,12525.313660051694,0.31161476646004055
WFG1,2,IVFNSGAIII,NSGAIII,Final_IGD,0.10943205840885639,0.5822222222222222,negligible,30,0.09725139722017184,0.08997286189720895,0.27083769137429636
WFG1,2,IVFNSGAIII,NSGAIII,Best_IGD,0.11907656863331795,0.5788888888888889,negligible,30,0.09725139722017184,0.08997286189720895,0.22916622642638546
WFG1,2,IVFNSGAIII,NSGAIII,AUC_HV,0.0803273618221283,0.37777777777777777,negligible,30,57057.880338216855,57467.99429331136,0.1575652097280209
WFG1,2,IVFNSGAIII,NSGAIII,Final_HV,0.15794767439365387,0.41333333333333333,negligible,30,0.668511012902681,0.6711042087835369,0.29292114160277627
