Grupo,Problema,M,instance,instance_label,Algoritmo,value,score,metric
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),MOEAD,0.5825386827518244,0.9779489346108714,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),NSGAII,0.581442788844592,0.0,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),NSGAIII,0.5825633932733585,1.0,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),SPEA2,0.582430295161232,0.8812264982095591,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),SPEA2SDE,0.5819148219191781,0.42123077730978586,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),AGEMOEAII,0.842631060629309,0.9955426085170956,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),ARMOEA,0.8416521369502206,0.938973755888937,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),IVFSPEA2,0.8427081957640494,1.0,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),MFOSPEA2,0.842305907147158,0.9767530340014805,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),MOEAD,0.841665576370787,0.9397503768019559,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),NSGAII,0.8254032013438305,0.0,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),NSGAIII,0.8416340090708261,0.9379262040114685,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),SPEA2,0.8424558835641356,0.9854196890338756,HV
DTLZ,DTLZ1,M3,DTLZ1__M3,DTLZ1 (M3),SPEA2SDE,0.8343023847782536,0.5142552039210943,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),AGEMOEAII,0.34725125801518,0.8431531136593428,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),ARMOEA,0.347215018920398,0.8010450774756114,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),IVFSPEA2,0.347386243868131,1.0,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),MFOSPEA2,0.347287792304123,0.8856041508614471,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),MOEAD,0.3472151439959185,0.8011904090456863,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),NSGAII,0.34652562204706505,0.0,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),NSGAIII,0.347215122185895,0.8011650668768316,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),SPEA2,0.347257313026262,0.8501887371281149,HV
DTLZ,DTLZ2,M2,DTLZ2__M2,DTLZ2 (M2),SPEA2SDE,0.3471288808540395,0.7009569037271758,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),AGEMOEAII,0.5612896446912969,1.0,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),ARMOEA,0.559613818095124,0.9416926974728796,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),IVFSPEA2,0.557960136051601,0.8841558739044032,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),MFOSPEA2,0.5548847921152524,0.7771549409432482,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),MOEAD,0.559617548141988,0.9418224775894138,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),NSGAII,0.532548363178686,0.0,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),NSGAIII,0.5596170172197795,0.9418040051281807,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),SPEA2,0.5553075889949874,0.7918653803350859,HV
DTLZ,DTLZ2,M3,DTLZ2__M3,DTLZ2 (M3),SPEA2SDE,0.560898332839318,0.9863850242096115,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),AGEMOEAII,0.3467720298481255,0.577763720867525,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),ARMOEA,0.346008794108535,0.14485754902903492,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),IVFSPEA2,0.3475164540207285,1.0,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),MFOSPEA2,0.34629669645216654,0.30815532844345944,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),MOEAD,0.3457534028349505,0.0,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),NSGAII,0.34579193246433404,0.02185394825423168,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),NSGAIII,0.34580644664029847,0.030086367188810564,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),SPEA2,0.346247886349372,0.280470311021222,HV
DTLZ,DTLZ3,M2,DTLZ3__M2,DTLZ3 (M2),SPEA2SDE,0.3461591004404615,0.2301110760615733,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),AGEMOEAII,0.5585221194614705,0.9058460509019,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),ARMOEA,0.556122308062079,0.8250103772961769,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),IVFSPEA2,0.561317317549946,1.0,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),MFOSPEA2,0.5576884629851591,0.8777650180192774,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),MOEAD,0.5563348397873884,0.8321693336968055,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),NSGAII,0.53162978861196,0.0,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),NSGAIII,0.5562389908406855,0.8289407407444209,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),SPEA2,0.5584156068711295,0.9022582618823594,HV
DTLZ,DTLZ3,M3,DTLZ3__M3,DTLZ3 (M3),SPEA2SDE,0.5595888605578669,0.9417783475448706,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),AGEMOEAII,0.347140419138719,0.6826671267178889,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),ARMOEA,0.34715253253878153,0.6968192267012268,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),IVFSPEA2,0.3474120381953665,1.0,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),MFOSPEA2,0.347327167801252,0.900845815631089,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),MOEAD,0.347215059777027,0.7698698749721216,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),NSGAII,0.346556094549068,0.0,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),NSGAIII,0.34721486887923403,0.7696468488490963,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),SPEA2,0.34728570309011,0.8524025433183161,HV
DTLZ,DTLZ4,M2,DTLZ4__M2,DTLZ4 (M2),SPEA2SDE,0.347034695507275,0.5591500798875159,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),AGEMOEAII,0.557188454235158,0.8603597474779231,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),ARMOEA,0.5594259986561715,0.947543315918566,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),IVFSPEA2,0.5562261876221191,0.8228660394969123,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),MFOSPEA2,0.5530234989882805,0.6980766404217182,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),MOEAD,0.559616030160927,0.9549476939256066,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),NSGAII,0.535107537068473,0.0,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),NSGAIII,0.559575806013197,0.9533804022536969,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),SPEA2,0.553481416150042,0.715918901713895,HV
DTLZ,DTLZ4,M3,DTLZ4__M3,DTLZ4 (M3),SPEA2SDE,0.5607722862985636,1.0,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),AGEMOEAII,0.34722439146628903,0.7766028890505567,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),ARMOEA,0.34721502565143847,0.7653746968804467,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),IVFSPEA2,0.3474107345523,1.0,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),MFOSPEA2,0.347277869856345,0.8407153715283441,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),MOEAD,0.34721514688661,0.7655200394721212,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),NSGAII,0.3465766007301615,0.0,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),NSGAIII,0.34721510712771797,0.7654723745879541,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),SPEA2,0.347261389503511,0.8209579268634409,HV
DTLZ,DTLZ5,M2,DTLZ5__M2,DTLZ5 (M2),SPEA2SDE,0.3470778067311885,0.6008700135693308,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),AGEMOEAII,0.19367964481087951,0.6599983037160334,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),ARMOEA,0.19912830429477302,0.9641111549133553,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),IVFSPEA2,0.1997713093350975,1.0,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),MFOSPEA2,0.1996272633678235,0.99196018214376,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),MOEAD,0.181854738356786,0.0,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),NSGAII,0.1990948049309305,0.9622414129921442,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),NSGAIII,0.1936377833829195,0.6576618394444561,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),SPEA2,0.199599160193554,0.9903916245049401,HV
DTLZ,DTLZ5,M3,DTLZ5__M3,DTLZ5 (M3),SPEA2SDE,0.19946327594348,0.9828073467858116,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),AGEMOEAII,0.347256948958265,0.7262508229374156,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),ARMOEA,0.34721514936408304,0.6918114152465117,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),IVFSPEA2,0.347589202190131,1.0,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),MFOSPEA2,0.34757973077480053,0.9921963373003968,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),MOEAD,0.3472151586032335,0.6918190275421598,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),NSGAII,0.34637548810546703,0.0,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),NSGAIII,0.34721515605327347,0.6918169265860507,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),SPEA2,0.3475583480540575,0.9745787443160038,HV
DTLZ,DTLZ6,M2,DTLZ6__M2,DTLZ6 (M2),SPEA2SDE,0.3472357173436965,0.7087577289404549,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),AGEMOEAII,0.198032496266871,0.8878434348659758,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),ARMOEA,0.199512212887951,0.9690179701885328,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),IVFSPEA2,0.2000769789723475,1.0,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),MFOSPEA2,0.20007609407062998,0.9999514559175035,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),MOEAD,0.181848151234681,0.0,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),NSGAII,0.1994458239198045,0.9653759933646843,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),NSGAIII,0.190977675189552,0.5008289115600408,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),SPEA2,0.200071219934703,0.999684069775228,HV
DTLZ,DTLZ6,M3,DTLZ6__M3,DTLZ6 (M3),SPEA2SDE,0.199623200730668,0.9751065593350334,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),AGEMOEAII,0.2427684346209155,0.8687611362803043,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),ARMOEA,0.242825340911561,0.9248835847865116,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),IVFSPEA2,0.24290150645084452,1.0,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),MFOSPEA2,0.242888550084989,0.9872220985183556,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),MOEAD,0.24188753980897199,0.0,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),NSGAII,0.24270440107521202,0.8056096053924436,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),NSGAIII,0.2428005586185365,0.9004426495514746,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),SPEA2,0.24288262303049651,0.9813766848255175,HV
DTLZ,DTLZ7,M2,DTLZ7__M2,DTLZ7 (M2),SPEA2SDE,0.242521216831141,0.624948589037189,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),AGEMOEAII,0.2788596656551675,1.0,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),ARMOEA,0.2754057120755935,0.8440282220099538,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),IVFSPEA2,0.2773745894322315,0.9329377266932918,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),MFOSPEA2,0.2767390799291235,0.9042397303694537,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),MOEAD,0.2567149313700045,0.0,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),NSGAII,0.26803769887429096,0.5113074448525997,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),NSGAIII,0.26961269630646345,0.5824303317606507,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),SPEA2,0.2766767532007425,0.9014252134925101,HV
DTLZ,DTLZ7,M3,DTLZ7__M3,DTLZ7 (M3),SPEA2SDE,0.277644261758329,0.945115444548241,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),AGEMOEAII,0.5820124082338101,0.6667663572064099,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),ARMOEA,0.5826017558525816,0.9998390450838566,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),IVFSPEA2,0.5822382017887775,0.7943746886274732,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),MFOSPEA2,0.5820889575640775,0.7100285854318323,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),MOEAD,0.5826020406504651,1.0,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),NSGAII,0.580832614215271,0.0,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),NSGAIII,0.5826020253289601,0.9999913409765736,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),SPEA2,0.582084385979976,0.7074449323278835,HV
MaF,MaF1,M2,MaF1__M2,MaF1 (M2),SPEA2SDE,0.5820107979369605,0.6658562900696806,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),AGEMOEAII,0.2233017672005605,1.0,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),ARMOEA,0.21802840787604,0.789637051783331,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),IVFSPEA2,0.2201734643173585,0.8752068696769656,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),MFOSPEA2,0.218100542100544,0.7925146042503941,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),MOEAD,0.198233857812406,0.0,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),NSGAII,0.204103848315485,0.2341635440031069,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),NSGAIII,0.2055720256702595,0.2927315455081813,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),SPEA2,0.2184827087082415,0.8077598567275743,HV
MaF,MaF1,M3,MaF1__M3,MaF1 (M3),SPEA2SDE,0.2206197123549315,0.8930084354423122,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),AGEMOEAII,0.20724652517598552,0.6031437373165901,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),ARMOEA,0.207558028182695,0.9978562127041074,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),IVFSPEA2,0.207376010254985,0.7672171971445437,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),MFOSPEA2,0.207262174379541,0.6229731955888475,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),MOEAD,0.207512217353919,0.939808279823022,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),NSGAII,0.2067705303712415,0.0,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),NSGAIII,0.20755972003747553,1.0,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),SPEA2,0.20724431222830952,0.6003396614769321,HV
MaF,MaF2,M2,MaF2__M2,MaF2 (M2),SPEA2SDE,0.20733876111599447,0.720017974214673,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),AGEMOEAII,0.2459163124865455,1.0,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),ARMOEA,0.239769977285817,0.4754947989031095,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),IVFSPEA2,0.2407367857571745,0.5579986089184559,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),MFOSPEA2,0.2403291000437135,0.5232082386994922,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),MOEAD,0.23891390741843,0.4024410061497313,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),NSGAII,0.234197963101497,0.0,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),NSGAIII,0.2378839641472735,0.31454950903576057,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),SPEA2,0.23915802259317,0.4232728798820067,HV
MaF,MaF2,M3,MaF2__M3,MaF2 (M3),SPEA2SDE,0.245640406301962,0.9764552006841904,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),AGEMOEAII,0.7191002307881595,0.8341129163829565,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),ARMOEA,0.718627724971573,0.776710055571021,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),IVFSPEA2,0.720465713462663,1.0,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),MFOSPEA2,0.7186787566560335,0.7829096928606701,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),MOEAD,0.712234315063643,0.0,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),NSGAII,0.7185420502366184,0.7663017712429562,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),NSGAIII,0.7186963398897319,0.7850458103034215,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),SPEA2,0.719022062483367,0.8246165585342249,HV
MaF,MaF3,M2,MaF3__M2,MaF3 (M2),SPEA2SDE,0.7177237438856395,0.6668889726744494,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),AGEMOEAII,0.9616868599971344,0.8880303389073906,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),ARMOEA,0.9574472888089165,0.5948381152487819,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),IVFSPEA2,0.9633059457395841,1.0,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),MFOSPEA2,0.962073690369771,0.9147820201734546,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),MOEAD,0.9544738805581514,0.389208786672013,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),NSGAII,0.9491138678494645,0.01853119331878329,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),NSGAIII,0.9571379365756965,0.5734445202070002,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),SPEA2,0.9624419511954849,0.9402495039315969,HV
MaF,MaF3,M3,MaF3__M3,MaF3 (M3),SPEA2SDE,0.9488459060587415,0.0,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),AGEMOEAII,0.8185379830572086,0.9566650121950921,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),ARMOEA,0.8179215046285611,0.9101580748177567,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),IVFSPEA2,0.8191124153181566,1.0,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),MFOSPEA2,0.818694252702594,0.9684539447419475,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),MOEAD,0.805856792320544,0.0,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAII,0.8181742785359856,0.9292272583235063,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),NSGAIII,0.81804241593836,0.9192795857283146,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2,0.8187190438155825,0.9703241784527991,HV
MaF,MaF4,M2,MaF4__M2,MaF4 (M2),SPEA2SDE,0.817357899769252,0.86763990276273,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),AGEMOEAII,0.5356011544423964,1.0,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),ARMOEA,0.5215689014630764,0.5901857109049897,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),IVFSPEA2,0.5328899646958075,0.9208192511753122,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),MFOSPEA2,0.5299719580089901,0.835598379110439,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),MOEAD,0.501360637816421,0.0,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),NSGAII,0.521778089536155,0.5962950834756091,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),NSGAIII,0.515509231348888,0.41321203435738063,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),SPEA2,0.5303423032876691,0.8464143747545588,HV
MaF,MaF4,M3,MaF4__M3,MaF4 (M3),SPEA2SDE,0.5253171576619045,0.6996541584687899,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),AGEMOEAII,0.347141948951909,0.796194124586796,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),ARMOEA,0.34721467601523703,0.8802581059737767,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),IVFSPEA2,0.347318269446885,1.0,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),MFOSPEA2,0.347165617191536,0.8235518421188955,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),MOEAD,0.3467060573663955,0.29235441960574515,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),NSGAII,0.34645313003606804,0.0,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),NSGAIII,0.3472150665481195,0.8807095163217441,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),SPEA2,0.347183336676478,0.844033494810304,HV
MaF,MaF5,M2,MaF5__M2,MaF5 (M2),SPEA2SDE,0.346958827168726,0.5845267552664579,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),AGEMOEAII,0.555956667904258,0.8606778527422141,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),ARMOEA,0.559598820571862,1.0,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),IVFSPEA2,0.5549650397596695,0.8227454059191618,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),MFOSPEA2,0.553310065816495,0.7594381960183654,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),MOEAD,0.546204591523882,0.4876346704448286,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),NSGAII,0.5334568701404995,0.0,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),NSGAIII,0.559575975597343,0.9991261182068615,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),SPEA2,0.5539348631845484,0.7833383778236166,HV
MaF,MaF5,M3,MaF5__M3,MaF5 (M3),SPEA2SDE,0.557456618227127,0.9180549917130495,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),AGEMOEAII,0.347213999515056,0.34608583273732124,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),ARMOEA,0.3472144375131005,0.3469017061313111,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),IVFSPEA2,0.3475650504607565,1.0,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),MFOSPEA2,0.34753594886250905,0.9457914937502662,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),MOEAD,0.347214568710209,0.3471460913096155,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),NSGAII,0.34702820485734953,0.0,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),NSGAIII,0.34721447413350903,0.34696992017331224,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),SPEA2,0.3475262091811785,0.9276490683140776,HV
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),SPEA2SDE,0.34714520650463654,0.21794282479820704,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),AGEMOEAII,0.199801057533038,0.9847346181496999,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),ARMOEA,0.19947229807231348,0.9667050542173664,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),IVFSPEA2,0.2000794136110715,1.0,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),MFOSPEA2,0.2000522945627385,0.9985127587974906,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),MOEAD,0.1818449481543145,0.0,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),NSGAII,0.199742764803812,0.9815377748221977,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),NSGAIII,0.1927164534035615,0.5962064133455813,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),SPEA2,0.20006469250096298,0.9991926766296803,HV
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),SPEA2SDE,0.199589089940088,0.9731100606076823,HV
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),AGEMOEAII,0.24276894200731952,0.8655528289494993,HV
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),ARMOEA,0.242825273266075,0.9210836542456519,HV
