Grupo,Problema,M,instance,instance_label,Algoritmo,value,score,metric
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),SPEA2,0.0040891875962685495,0.9796540482029507,IGD
MaF,MaF6,M2,MaF6__M2,MaF6 (M2),SPEA2SDE,0.0100249986169973,0.0,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),AGEMOEAII,0.00530699131852105,0.9580475783564756,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),ARMOEA,0.0050546828842549,0.9664925181446734,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),IVFSPEA2,0.00405358394274035,1.0,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),MFOSPEA2,0.0040823679460615,0.9990365792740247,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),MOEAD,0.0339304617647426,0.0,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),NSGAII,0.00524368983533185,0.9601663232790988,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),NSGAIII,0.015183316733689549,0.6274800580818078,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),SPEA2,0.00408784178107915,0.9988533661869591,IGD
MaF,MaF6,M3,MaF6__M3,MaF6 (M3),SPEA2SDE,0.00957254512468265,0.8152765086491746,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),AGEMOEAII,0.00522752206388635,0.810721739249642,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),ARMOEA,0.00505137025223765,0.8770384307588283,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),IVFSPEA2,0.0047247571071594,1.0,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),MFOSPEA2,0.00475738138663035,0.9877177858284012,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),MOEAD,0.007380978454153151,0.0,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),NSGAII,0.0054252061173488,0.7362987045555702,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),NSGAIII,0.0051169374833777495,0.8523540304115806,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),SPEA2,0.0047839910171274,0.9776999345197495,IGD
MaF,MaF7,M2,MaF7__M2,MaF7 (M2),SPEA2SDE,0.00517534843165725,0.8303637891443729,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),AGEMOEAII,0.06103557644380985,0.9803305636758792,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),ARMOEA,0.06871217787180865,0.8997654429128645,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),IVFSPEA2,0.0594476497184779,0.996995686854293,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),MFOSPEA2,0.060372522108945,0.9872892488521073,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),MOEAD,0.154445813203238,0.0,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),NSGAII,0.07672079838664535,0.8157158169195589,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),NSGAIII,0.07614004655976364,0.8218107459718105,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),SPEA2,0.060142089543766805,0.9897076142727219,IGD
MaF,MaF7,M3,MaF7__M3,MaF7 (M3),SPEA2SDE,0.0591613854596266,1.0,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),AGEMOEAII,0.01985590162408795,1.0,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),ARMOEA,0.1040889930223145,0.05853738027232647,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),IVFSPEA2,0.02220968806110575,0.9736920263937873,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),MFOSPEA2,0.10932635922185399,0.0,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),MOEAD,0.03294773092169935,0.8536742780899973,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),NSGAII,0.02151315890381075,0.9814770447785864,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),NSGAIII,0.09692457427021331,0.13861318344202078,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),SPEA2,0.0292511404250795,0.8949906030074206,IGD
WFG,WFG1,M2,WFG1__M2,WFG1 (M2),SPEA2SDE,0.040805057919259605,0.7658539270095929,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),AGEMOEAII,0.1488856237110015,0.9857944408867817,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),ARMOEA,0.148545616649745,0.9900060649000668,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),IVFSPEA2,0.152113497655549,0.9458111788731205,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),MFOSPEA2,0.151930965847913,0.9480721770458854,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),MOEAD,0.2284694302881385,0.0,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),NSGAII,0.2228702496056215,0.06935633551275244,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),NSGAIII,0.1477387999697665,1.0,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),SPEA2,0.1526768295201435,0.9388332590628461,IGD
WFG,WFG1,M3,WFG1__M3,WFG1 (M3),SPEA2SDE,0.1745321392125075,0.6681143311147468,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),AGEMOEAII,0.014377606503508899,0.8941400281032227,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),ARMOEA,0.013235111925649249,0.929767259921882,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),IVFSPEA2,0.0113765891255928,0.9877229158357335,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),MFOSPEA2,0.010982887415591999,1.0,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),MOEAD,0.0430509016715097,0.0,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),NSGAII,0.0128882413460913,0.9405839751942952,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),NSGAIII,0.01384918923616945,0.9106180445816499,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),SPEA2,0.0110770246152068,0.9970644518596149,IGD
WFG,WFG2,M2,WFG2__M2,WFG2 (M2),SPEA2SDE,0.0135507943147699,0.9199231084692426,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),AGEMOEAII,0.17321580695620298,0.8816208619098446,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),ARMOEA,0.164216936724286,1.0,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),IVFSPEA2,0.18177181864561148,0.769067478743021,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),MFOSPEA2,0.1671405289019615,0.9615404697255403,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),MOEAD,0.24023430242822952,0.0,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),NSGAII,0.22031547685472702,0.26202993735771063,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),NSGAIII,0.16455321262080702,0.9955763279428719,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),SPEA2,0.1726091068363835,0.8896019345792439,IGD
WFG,WFG2,M3,WFG2__M3,WFG2 (M3),SPEA2SDE,0.2056740903809645,0.45463574970307263,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),AGEMOEAII,0.01320927457973255,0.4033242592899696,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),ARMOEA,0.01137430879259085,0.9900023803905375,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),IVFSPEA2,0.01230257049461315,0.6932171024043146,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),MFOSPEA2,0.01197467456677785,0.7980524994492872,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),MOEAD,0.0138148763157354,0.2097003284771619,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),NSGAII,0.0144707605467446,0.0,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),NSGAIII,0.0113430390225476,1.0,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),SPEA2,0.01203636143409715,0.7783298780963084,IGD
WFG,WFG3,M2,WFG3__M2,WFG3 (M2),SPEA2SDE,0.013095796459548649,0.4396056607210115,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),AGEMOEAII,0.06543111138650855,0.9886182784932748,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),ARMOEA,0.1166108850358645,0.437930695366205,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),IVFSPEA2,0.0874574087787776,0.751618237045468,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),MFOSPEA2,0.1053047354048895,0.5595833673262536,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),MOEAD,0.15731126497847098,0.0,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),NSGAII,0.08925073729323905,0.7323222598465915,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),NSGAIII,0.1052800935034955,0.5598485109201914,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),SPEA2,0.09621225998485865,0.6574171980892406,IGD
WFG,WFG3,M3,WFG3__M3,WFG3 (M3),SPEA2SDE,0.06437331755148795,1.0,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),AGEMOEAII,0.0137825269437323,0.9229067356293406,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),ARMOEA,0.01223738952436855,0.9997709548106843,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),IVFSPEA2,0.0126262036669837,0.9804290534987069,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),MFOSPEA2,0.012920829399379951,0.9657726374495154,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),MOEAD,0.015895708739143102,0.8177846496213754,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),NSGAII,0.015283197379981399,0.8482545656117956,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),NSGAIII,0.0122327852195762,1.0,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),SPEA2,0.01289092475863135,0.9672602700912685,IGD
WFG,WFG4,M2,WFG4__M2,WFG4 (M2),SPEA2SDE,0.0323349528577896,0.0,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),AGEMOEAII,0.21320268423653,0.992951602452668,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),ARMOEA,0.220841950468863,0.9234211258488306,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),IVFSPEA2,0.21242828158598898,1.0,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),MFOSPEA2,0.2153009529900435,0.973853743831477,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),MOEAD,0.2529909472113145,0.6308098988206557,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),NSGAII,0.2704227178776335,0.47215077036300046,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),NSGAIII,0.220926956558879,0.9226474240595116,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),SPEA2,0.2151413485085325,0.9753064194327801,IGD
WFG,WFG4,M3,WFG4__M3,WFG4 (M3),SPEA2SDE,0.3222976022848695,0.0,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),AGEMOEAII,0.0639595132096594,0.9520232654555847,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),ARMOEA,0.06343058282860059,0.9950834371975934,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),IVFSPEA2,0.06347150407651089,0.991752042318389,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),MFOSPEA2,0.0636532040761042,0.9769598627269113,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),MOEAD,0.06975245162667405,0.4804207028873396,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),NSGAII,0.06533915483313925,0.8397067728189832,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),NSGAIII,0.0633701901424739,1.0,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),SPEA2,0.0636528201456833,0.9769911184657626,IGD
WFG,WFG5,M2,WFG5__M2,WFG5 (M2),SPEA2SDE,0.0756537078262362,0.0,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),AGEMOEAII,0.233239311984762,0.8884457314039174,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),ARMOEA,0.2298492304569185,0.9183080519125275,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),IVFSPEA2,0.220575257119681,1.0,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),MFOSPEA2,0.2226020581620355,0.9821464522794306,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),MOEAD,0.24782572913064999,0.7599578881750031,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),NSGAII,0.27722314512135604,0.5010039216614486,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),NSGAIII,0.2298815227160595,0.9180235980477767,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),SPEA2,0.22277862221648748,0.9805911467975301,IGD
WFG,WFG5,M3,WFG5__M3,WFG5 (M3),SPEA2SDE,0.3340989709538435,0.0,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),AGEMOEAII,0.07768385333213085,0.9056911181669077,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),ARMOEA,0.076855996238612,0.9645157319578119,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),IVFSPEA2,0.0831309028729597,0.5186429331024833,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),MFOSPEA2,0.08594432170082555,0.31873128497272096,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),MOEAD,0.08176564586361154,0.6156532950707132,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),NSGAII,0.08186288083710824,0.6087441197943381,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),NSGAIII,0.08299887844532189,0.5280241246481743,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),SPEA2,0.0763566150933066,1.0,IGD
WFG,WFG6,M2,WFG6__M2,WFG6 (M2),SPEA2SDE,0.0904299262494413,0.0,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),AGEMOEAII,0.2320829502063635,1.0,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),ARMOEA,0.23857587342653852,0.9390411798055094,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),IVFSPEA2,0.2383239500970875,0.9414063623930816,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),MFOSPEA2,0.240749491730947,0.9186341608254945,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),MOEAD,0.2703740632040465,0.6405038234519951,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),NSGAII,0.3040688347567,0.3241604060232466,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),NSGAIII,0.2378463253905705,0.9458905427256857,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),SPEA2,0.23898646576648952,0.9351863329552437,IGD
WFG,WFG6,M3,WFG6__M3,WFG6 (M3),SPEA2SDE,0.338596219319171,0.0,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),AGEMOEAII,0.013912101593156149,0.9152442591210782,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),ARMOEA,0.012242242849182749,0.9995976056686573,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),IVFSPEA2,0.013183301150508201,0.952059802067201,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),MFOSPEA2,0.013672065828353449,0.9273697278921887,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),MOEAD,0.0153912994526467,0.8405221964889164,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),NSGAII,0.0169796672129474,0.7602853880683227,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),NSGAIII,0.01223427705149695,1.0,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),SPEA2,0.0137131375253036,0.925294980492963,IGD
WFG,WFG7,M2,WFG7__M2,WFG7 (M2),SPEA2SDE,0.03203027581523925,0.0,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),AGEMOEAII,0.214229802029905,0.9994353381145267,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),ARMOEA,0.221104570077363,0.9392975437530418,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),IVFSPEA2,0.2141652516164905,1.0,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),MFOSPEA2,0.2176401908156645,0.9696025847656259,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),MOEAD,0.29100917169324203,0.3277993044121992,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),NSGAII,0.2780591827774195,0.44108076569600285,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),NSGAIII,0.22107336970449648,0.9395704724677992,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),SPEA2,0.217447149359005,0.9712912362726571,IGD
WFG,WFG7,M3,WFG7__M3,WFG7 (M3),SPEA2SDE,0.328482181933791,0.0,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),AGEMOEAII,0.106127239408399,0.9070772495332341,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),ARMOEA,0.10605472998992149,0.9164097821532591,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),IVFSPEA2,0.107386119374159,0.7450494938038654,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),MFOSPEA2,0.106898182091445,0.8078508608961652,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),MOEAD,0.1087473819059975,0.5698442963336566,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),NSGAII,0.108932323556415,0.5460408509114866,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),NSGAIII,0.1054052730489975,1.0,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),SPEA2,0.107477321109394,0.7333111129568644,IGD
WFG,WFG8,M2,WFG8__M2,WFG8 (M2),SPEA2SDE,0.1131748058681935,0.0,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),AGEMOEAII,0.2881147400619055,0.8344465572422151,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),ARMOEA,0.27126424001224103,1.0,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),IVFSPEA2,0.293324288578828,0.783263584057547,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),MFOSPEA2,0.298233544800495,0.7350309341966168,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),MOEAD,0.3033411126717245,0.6848499043928202,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),NSGAII,0.37304708287536303,0.0,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),NSGAIII,0.2793427253399975,0.9206301857905419,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),SPEA2,0.29533250703831704,0.763533161886202,IGD
WFG,WFG8,M3,WFG8__M3,WFG8 (M3),SPEA2SDE,0.357022412225821,0.1574398022178659,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),AGEMOEAII,0.01597075147831935,0.9196438520784839,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),ARMOEA,0.015527028461205749,0.9444066124725734,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),IVFSPEA2,0.0169391394263292,0.8656012223292309,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),MFOSPEA2,0.015510008951258751,0.9453564168112887,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),MOEAD,0.03098498979873615,0.08174730020082732,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),NSGAII,0.018523800842144653,0.7771663441909389,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),NSGAIII,0.0145308525400785,1.0,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),SPEA2,0.015918867012147703,0.9225393579558696,IGD
WFG,WFG9,M2,WFG9__M2,WFG9 (M2),SPEA2SDE,0.0324498167448734,0.0,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),AGEMOEAII,0.2127254581457675,0.9744688244927526,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),ARMOEA,0.22078595842006749,0.8952690177330167,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),IVFSPEA2,0.210127042119278,1.0,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),MFOSPEA2,0.217246135878912,0.9300501419415408,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),MOEAD,0.25590499863278304,0.5502009569697515,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),NSGAII,0.2730256240317415,0.3819793606593297,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),NSGAIII,0.2216651971973705,0.8866299086345294,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),SPEA2,0.21669015655860152,0.9355130106509925,IGD
WFG,WFG9,M3,WFG9__M3,WFG9 (M3),SPEA2SDE,0.3119012838008605,0.0,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),AGEMOEAII,0.00461790007199755,0.20950371335655749,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),ARMOEA,0.00388810883154985,0.9912825623675606,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),IVFSPEA2,0.0038799710958828497,1.0,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),MFOSPEA2,0.003932360712559,0.9438783422501993,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),MOEAD,0.0039895438258663995,0.8826217170310474,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),NSGAII,0.0048134719719566,0.0,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),NSGAIII,0.0038878806727952,0.9915269743017088,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),SPEA2,0.0039724770508656,0.9009042654873286,IGD
ZDT,ZDT1,M2,ZDT1__M2,ZDT1 (M2),SPEA2SDE,0.00424145395749735,0.6127664463102855,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),AGEMOEAII,0.0046919492353113,0.5999284906753453,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),ARMOEA,0.0038074881948602,0.9997770240920825,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),IVFSPEA2,0.0038875277130227,0.9635926332721826,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),MFOSPEA2,0.003926850875145349,0.9458153565070797,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),MOEAD,0.0040016520294056,0.9119991334503967,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),NSGAII,0.00488342601723475,0.5133653669945111,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),NSGAIII,0.00380699497433535,1.0,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),SPEA2,0.003913216408325,0.9519792476370443,IGD
ZDT,ZDT2,M2,ZDT2__M2,ZDT2 (M2),SPEA2SDE,0.0060189851819605,0.0,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),AGEMOEAII,0.00577129340660765,0.8715423455142493,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),ARMOEA,0.0064366466558190005,0.7796498508654144,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),IVFSPEA2,0.00484118787269235,1.0,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),MFOSPEA2,0.00488586391659265,0.9938297541495356,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),MOEAD,0.01208174926733055,0.0,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),NSGAII,0.00543020877621115,0.9186498295622515,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),NSGAIII,0.0061266858559565,0.8224587966043503,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),SPEA2,0.0049225086321233,0.9887687217884555,IGD
ZDT,ZDT3,M2,ZDT3__M2,ZDT3 (M2),SPEA2SDE,0.005299191585119,0.9367447235837525,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),AGEMOEAII,0.0045627338742877,0.26648316172291897,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),ARMOEA,0.0038999792707929,0.9139351482527862,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),IVFSPEA2,0.003811880264409,1.0,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),MFOSPEA2,0.00383349196919955,0.978887296858967,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),MOEAD,0.0048355154022776,0.0,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),NSGAII,0.0045402121403301,0.2884848819886907,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),NSGAIII,0.00389494186495975,0.9188562433254297,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),SPEA2,0.00386323700889605,0.9498290527677818,IGD
ZDT,ZDT4,M2,ZDT4__M2,ZDT4 (M2),SPEA2SDE,0.0042476650827681,0.5742771987424296,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),AGEMOEAII,0.00361689649427785,0.08403625829804506,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),ARMOEA,0.003001419063009,0.9997786742402095,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),IVFSPEA2,0.0030593912328218,0.9135243744970993,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),MFOSPEA2,0.00308472820513525,0.875826582408857,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),MOEAD,0.0035386080642351003,0.2005182484172744,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),NSGAII,0.00367337790159315,0.0,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),NSGAIII,0.00300127030828525,1.0,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),SPEA2,0.00309512631937595,0.8603556751549699,IGD
ZDT,ZDT6,M2,ZDT6__M2,ZDT6 (M2),SPEA2SDE,0.00342558135255985,0.36868583467971916,IGD
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),AGEMOEAII,0.5820011274946495,0.49824776319337954,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),ARMOEA,0.582517276367137,0.9588464001768805,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),IVFSPEA2,0.5825048945305635,0.9477971518822683,HV
DTLZ,DTLZ1,M2,DTLZ1__M2,DTLZ1 (M2),MFOSPEA2,0.582371193571299,0.8284856840418792,HV
