Algoritmo,Problema,M,is_engineering,n_rows,n_unique_runs,run_min,run_max,expected_window,status
SPEA2,ZDT2,M2,False,60,60,1,60,1-60,ok
SPEA2,ZDT3,M2,False,60,60,1,60,1-60,ok
SPEA2,ZDT4,M2,False,60,60,1,60,1-60,ok
SPEA2,ZDT6,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ1,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ1,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ2,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ2,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ3,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ3,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ4,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ4,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ5,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ5,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ6,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ6,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ7,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,DTLZ7,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF1,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF1,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF2,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF2,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF3,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF3,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF4,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF4,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF5,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF5,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF6,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF6,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF7,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,MaF7,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG1,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG1,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG2,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG2,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG3,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG3,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG4,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG4,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG5,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG5,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG6,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG6,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG7,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG7,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG8,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG8,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG9,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,WFG9,M3,False,60,60,1,60,1-60,ok
SPEA2SDE,ZDT1,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,ZDT2,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,ZDT3,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,ZDT4,M2,False,60,60,1,60,1-60,ok
SPEA2SDE,ZDT6,M2,False,60,60,1,60,1-60,ok
