Problema,D,IVFSPEA2_median,IVFSPEA2_iqr,IVFSPEA2_formatted,IVFSPEA2_indicator,SPEA2_median,SPEA2_iqr,SPEA2_formatted,SPEA2_indicator,MFOSPEA2_median,MFOSPEA2_iqr,MFOSPEA2_formatted,MFOSPEA2_indicator,SPEA2SDE_median,SPEA2SDE_iqr,SPEA2SDE_formatted,SPEA2SDE_indicator,NSGAII_median,NSGAII_iqr,NSGAII_formatted,NSGAII_indicator,NSGAIII_median,NSGAIII_iqr,NSGAIII_formatted,NSGAIII_indicator,MOEAD_median,MOEAD_iqr,MOEAD_formatted,MOEAD_indicator,AGEMOEAII_median,AGEMOEAII_iqr,AGEMOEAII_formatted,AGEMOEAII_indicator,ARMOEA_median,ARMOEA_iqr,ARMOEA_formatted,ARMOEA_indicator,best_algo
ZDT1,30,0.0038799710958828497,8.510793102924985e-05,3.88(0.09)e-3,,0.0039724770508656,0.00010913653084297561,3.97(0.11)e-3,+,0.003932360712559,7.914389317019996e-05,3.93(0.08)e-3,+,0.00424145395749735,0.00019575605916290033,4.24(0.20)e-3,+,0.0048134719719566,0.0002676653875208499,4.81(0.27)e-3,+,0.0038878806727952,2.0491531397539772e-07,3.89(0.00)e-3,=,0.0039895438258663995,5.4609055916824724e-05,3.99(0.05)e-3,+,0.00461790007199755,0.00013029102044880003,4.62(0.13)e-3,+,0.00388810883154985,1.7967818740022637e-07,3.89(0.00)e-3,=,IVFSPEA2
ZDT2,30,0.0038875277130227,5.740258295844954e-05,3.89(0.06)e-3,,0.003913216408325,6.49930779725253e-05,3.91(0.06)e-3,+,0.003926850875145349,5.5243100824349696e-05,3.93(0.06)e-3,+,0.0060189851819605,0.0008586697256344755,6.02(0.86)e-3,+,0.00488342601723475,0.000312432373594124,4.88(0.31)e-3,+,0.00380699497433535,2.9969873575029504e-08,3.81(0.00)e-3,-,0.0040016520294056,9.845094618435041e-05,4.00(0.10)e-3,+,0.0046919492353113,0.00018618134565019998,4.69(0.19)e-3,+,0.0038074881948602,5.533696866002677e-07,3.81(0.00)e-3,-,NSGAIII
ZDT3,30,0.00484118787269235,0.0001147194433052251,4.84(0.11)e-3,,0.0049225086321233,0.00017501890129309992,4.92(0.18)e-3,+,0.00488586391659265,0.00013043314824859927,4.89(0.13)e-3,+,0.005299191585119,0.0002829064241282502,5.30(0.28)e-3,+,0.00543020877621115,0.0002675749145354747,5.43(0.27)e-3,+,0.0061266858559565,0.0002115163153840749,6.13(0.21)e-3,+,0.01208174926733055,0.0005539432199302731,1.21(0.06)e-2,+,0.00577129340660765,7.95161717589499e-05,5.77(0.08)e-3,+,0.0064366466558190005,8.090270592149909e-06,6.44(0.01)e-3,+,IVFSPEA2
ZDT4,10,0.003811880264409,3.500504971545035e-05,3.81(0.04)e-3,,0.00386323700889605,4.5415445182475124e-05,3.86(0.05)e-3,+,0.00383349196919955,4.437029292510015e-05,3.83(0.04)e-3,+,0.0042476650827681,0.00015118144987209987,4.25(0.15)e-3,+,0.0045402121403301,0.00023149388183137456,4.54(0.23)e-3,+,0.00389494186495975,1.6828911654600317e-05,3.89(0.02)e-3,+,0.0048355154022776,0.0007184375455485748,4.84(0.72)e-3,+,0.0045627338742877,0.00016281201175887428,4.56(0.16)e-3,+,0.0038999792707929,2.2952481054424722e-05,3.90(0.02)e-3,+,IVFSPEA2
ZDT6,10,0.0030593912328218,2.8290732693175055e-05,3.06(0.03)e-3,,0.00309512631937595,2.676985832217489e-05,3.10(0.03)e-3,+,0.00308472820513525,2.686248993987502e-05,3.08(0.03)e-3,+,0.00342558135255985,7.553726863487441e-05,3.43(0.08)e-3,+,0.00367337790159315,0.00017788670719179984,3.67(0.18)e-3,+,0.00300127030828525,2.475915512499191e-08,3.00(0.00)e-3,-,0.0035386080642351003,0.00025324425681644974,3.54(0.25)e-3,+,0.00361689649427785,9.649697383242502e-05,3.62(0.10)e-3,+,0.003001419063009,2.1985310557541896e-07,3.00(0.00)e-3,-,NSGAIII
DTLZ1,6,0.0018257656624906002,1.213594510239991e-05,1.83(0.01)e-3,,0.0018341394130401,1.2495138414899938e-05,1.83(0.01)e-3,+,0.00183661332827075,1.5671807494900027e-05,1.84(0.02)e-3,+,0.00199981901758315,7.400580706140017e-05,2.00(0.07)e-3,+,0.00220617013515125,8.023984001162467e-05,2.21(0.08)e-3,+,0.0017859533733951501,2.305738380624844e-06,1.79(0.00)e-3,-,0.0017866176021831002,3.913921561774945e-06,1.79(0.00)e-3,-,0.00202766116504445,8.86061708421002e-05,2.03(0.09)e-3,+,0.00178702710436745,4.80361558942476e-06,1.79(0.00)e-3,-,NSGAIII
DTLZ2,11,0.004121174652654399,5.9466350958875015e-05,4.12(0.06)e-3,,0.00418100382446195,5.879605149480046e-05,4.18(0.06)e-3,+,0.0041742493308982,7.162017692337493e-05,4.17(0.07)e-3,+,0.00967132707170825,0.000921896340265748,9.67(0.92)e-3,+,0.00512477643792005,0.00021842162538212445,5.12(0.22)e-3,+,0.0039660399534517995,3.2228821299218335e-08,3.97(0.00)e-3,-,0.0039658927857368,7.707228099652907e-09,3.97(0.00)e-3,-,0.00449581607367235,7.00973116766505e-05,4.50(0.07)e-3,+,0.00396651323268425,6.14952945924771e-07,3.97(0.00)e-3,-,MOEAD
DTLZ3,11,0.00404793032667695,4.8272418025175484e-05,4.05(0.05)e-3,,0.0042939187025745,0.000379000334542,4.29(0.38)e-3,+,0.00428139817264495,0.0002909930867750002,4.28(0.29)e-3,+,0.010068887886354749,0.0014297605915681993,1.01(0.14)e-2,+,0.0053100530778787,0.0005128128069180997,5.31(0.51)e-3,+,0.004224134315513351,0.0005294648951675498,4.22(0.53)e-3,+,0.0044009048698449,0.0006857044690739,4.40(0.69)e-3,+,0.00454477957324525,0.00013611534226997454,4.54(0.14)e-3,+,0.00422288157468775,0.00034497289668167577,4.22(0.34)e-3,+,IVFSPEA2
DTLZ4,11,0.0041117571637087,7.785290707307529e-05,4.11(0.08)e-3,,0.00416475354508685,7.529349168752461e-05,4.16(0.08)e-3,+,0.0041663866503719,8.552738430249972e-05,4.17(0.09)e-3,+,0.00982776324093855,0.002277349249053401,9.83(2.28)e-3,+,0.0052006376520084,0.00045689306135329993,5.20(0.46)e-3,+,0.003966222191465,1.0199366099498605e-06,3.97(0.00)e-3,-,0.0039658892844507,1.7954915724344156e-08,3.97(0.00)e-3,-,0.00452935266990895,0.00021034950242297418,4.53(0.21)e-3,+,0.0039884811715271,0.7381231024414979,3.99(738.12)e-3,=,MOEAD
DTLZ5,11,0.00412167735220955,4.9279978951924895e-05,4.12(0.05)e-3,,0.0041740627226965,6.0902611782399745e-05,4.17(0.06)e-3,+,0.0041708235055463,5.9782047698174814e-05,4.17(0.06)e-3,+,0.0100404150192278,0.0018495748698599008,1.00(0.18)e-2,+,0.0050335122052038005,0.00024787297321960007,5.03(0.25)e-3,+,0.00396603492190995,2.2662610275371586e-08,3.97(0.00)e-3,-,0.0039658920670332005,6.003852525381104e-09,3.97(0.00)e-3,-,0.00447703665771275,5.437830528497514e-05,4.48(0.05)e-3,+,0.00396645323122725,5.122611827492948e-07,3.97(0.00)e-3,-,MOEAD
DTLZ6,11,0.0040582664004898995,4.63373229473759e-05,4.06(0.05)e-3,,0.004093124659048,3.817483642010004e-05,4.09(0.04)e-3,+,0.0040861637586819,4.7328219647225014e-05,4.09(0.05)e-3,+,0.0095097742299213,0.001235856709654825,9.51(1.24)e-3,+,0.00565028091286595,0.000397199132447075,5.65(0.40)e-3,+,0.00396597471975215,2.101848212490709e-08,3.97(0.00)e-3,-,0.0039658788260367,4.8303151001585776e-09,3.97(0.00)e-3,-,0.0044584738877193,5.424774132122435e-05,4.46(0.05)e-3,+,0.0039660495075855,7.30739242995812e-08,3.97(0.00)e-3,-,MOEAD
DTLZ7,21,0.0047250799632879,0.00011614356667567511,4.73(0.12)e-3,,0.00477429662951355,0.00013235993706722533,4.77(0.13)e-3,+,0.00472904650581585,0.00013103326771712453,4.73(0.13)e-3,=,0.005246063099682801,0.00023855508306537456,5.25(0.24)e-3,+,0.0053783927105526,0.0002970240668175748,5.38(0.30)e-3,+,0.005115477919686,0.00011228277738520049,5.12(0.11)e-3,+,0.0073954076098232,0.4378252805848943,7.40(437.83)e-3,+,0.00524454831812835,0.00020357468544594977,5.24(0.20)e-3,+,0.0050516178532619,8.098358417549766e-06,5.05(0.01)e-3,+,IVFSPEA2
WFG1,11,0.02220968806110575,0.015230340939186425,2.22(1.52)e-2,,0.0292511404250795,0.023989446648262025,2.93(2.40)e-2,+,0.10932635922185399,0.005794105144007244,1.09(0.06)e-1,+,0.040805057919259605,0.03656902484120535,4.08(3.66)e-2,+,0.02151315890381075,0.0018956974565276785,2.15(0.19)e-2,=,0.09692457427021331,0.021214882796511292,9.69(2.12)e-2,+,0.03294773092169935,0.013387225564605823,3.29(1.34)e-2,+,0.01985590162408795,0.001552856128878649,1.99(0.16)e-2,-,0.1040889930223145,0.023044529833470287,1.04(0.23)e-1,+,AGEMOEAII
WFG2,11,0.0113765891255928,0.000649362411669574,1.14(0.06)e-2,,0.0110770246152068,0.0002462382823110003,1.11(0.02)e-2,-,0.010982887415591999,0.00023812291262994938,1.10(0.02)e-2,-,0.0135507943147699,0.000895815766676451,1.36(0.09)e-2,+,0.0128882413460913,0.00045302087018254944,1.29(0.05)e-2,+,0.01384918923616945,0.0007830936804911759,1.38(0.08)e-2,+,0.0430509016715097,0.0017801840609112593,4.31(0.18)e-2,+,0.014377606503508899,0.0007675614021831513,1.44(0.08)e-2,+,0.013235111925649249,0.00011406315375602459,1.32(0.01)e-2,+,MFOSPEA2
WFG3,11,0.01230257049461315,0.0006182509722663255,1.23(0.06)e-2,,0.01203636143409715,0.0002845617600429999,1.20(0.03)e-2,-,0.01197467456677785,0.00025666402964757626,1.20(0.03)e-2,-,0.013095796459548649,0.00041959656241645146,1.31(0.04)e-2,+,0.0144707605467446,0.0005835552290064001,1.45(0.06)e-2,+,0.0113430390225476,6.669609377749942e-05,1.13(0.01)e-2,-,0.0138148763157354,0.0003396923999332505,1.38(0.03)e-2,+,0.01320927457973255,0.0003909034790108741,1.32(0.04)e-2,+,0.01137430879259085,8.453536475534935e-05,1.14(0.01)e-2,-,NSGAIII
WFG4,11,0.0126262036669837,0.0002350419036212751,1.26(0.02)e-2,,0.01289092475863135,0.0003083975223298254,1.29(0.03)e-2,+,0.012920829399379951,0.0002245369679607749,1.29(0.02)e-2,+,0.0323349528577896,0.007738955965631646,3.23(0.77)e-2,+,0.015283197379981399,0.0005947197354208237,1.53(0.06)e-2,+,0.0122327852195762,1.8853168054742964e-06,1.22(0.00)e-2,-,0.015895708739143102,0.0018727643175670012,1.59(0.19)e-2,+,0.0137825269437323,0.0002895612748003238,1.38(0.03)e-2,+,0.01223738952436855,9.884590042825298e-06,1.22(0.00)e-2,-,NSGAIII
WFG5,11,0.06347150407651089,0.0001062631924617502,6.35(0.01)e-2,,0.0636528201456833,0.00013196067386685162,6.37(0.01)e-2,+,0.0636532040761042,0.00017472527826811746,6.37(0.02)e-2,+,0.0756537078262362,0.00558606879396692,7.57(0.56)e-2,+,0.06533915483313925,0.00047948441326060853,6.53(0.05)e-2,+,0.0633701901424739,8.328416229164137e-06,6.34(0.00)e-2,-,0.06975245162667405,0.00029385678058162223,6.98(0.03)e-2,+,0.0639595132096594,9.017828502683178e-05,6.40(0.01)e-2,+,0.06343058282860059,9.919287088222539e-05,6.34(0.01)e-2,=,NSGAIII
WFG6,11,0.0831309028729597,0.036333897258623904,8.31(3.63)e-2,,0.0763566150933066,0.029408087159718314,7.64(2.94)e-2,=,0.08594432170082555,0.027835812169544838,8.59(2.78)e-2,=,0.0904299262494413,0.03386302312717629,9.04(3.39)e-2,=,0.08186288083710824,0.026082779756467278,8.19(2.61)e-2,=,0.08299887844532189,0.028615549134285767,8.30(2.86)e-2,=,0.08176564586361154,0.03157598722360583,8.18(3.16)e-2,=,0.07768385333213085,0.0329654114372527,7.77(3.30)e-2,=,0.076855996238612,0.029767570612304492,7.69(2.98)e-2,=,SPEA2
WFG7,11,0.013183301150508201,0.00028112396695710064,1.32(0.03)e-2,,0.0137131375253036,0.00046617743537805123,1.37(0.05)e-2,+,0.013672065828353449,0.00043921463826445024,1.37(0.04)e-2,+,0.03203027581523925,0.005409062062235126,3.20(0.54)e-2,+,0.0169796672129474,0.0009253913690209989,1.70(0.09)e-2,+,0.01223427705149695,1.8556950778236825e-06,1.22(0.00)e-2,-,0.0153912994526467,0.0013081448797700491,1.54(0.13)e-2,+,0.013912101593156149,0.0003423051323022258,1.39(0.03)e-2,+,0.012242242849182749,1.0387155475350199e-05,1.22(0.00)e-2,-,NSGAIII
WFG8,11,0.107386119374159,0.0022783315014644895,1.07(0.02)e-1,,0.107477321109394,0.0019413191064287516,1.07(0.02)e-1,=,0.106898182091445,0.0023516274376782498,1.07(0.02)e-1,=,0.1131748058681935,0.004119679986941002,1.13(0.04)e-1,+,0.108932323556415,0.0024510541097135102,1.09(0.02)e-1,+,0.1054052730489975,0.0017148744171792546,1.05(0.02)e-1,-,0.1087473819059975,0.004360478659477765,1.09(0.04)e-1,+,0.106127239408399,0.0025883551664222515,1.06(0.03)e-1,-,0.10605472998992149,0.0017174561704137586,1.06(0.02)e-1,-,NSGAIII
WFG9,11,0.0169391394263292,0.0035776289742108017,1.69(0.36)e-2,,0.015918867012147703,0.0013878608449179007,1.59(0.14)e-2,-,0.015510008951258751,0.0016323975884704744,1.55(0.16)e-2,-,0.0324498167448734,0.006711710886027872,3.24(0.67)e-2,+,0.018523800842144653,0.001734606968785149,1.85(0.17)e-2,+,0.0145308525400785,0.0018553674755351496,1.45(0.19)e-2,-,0.03098498979873615,0.0041874268264139244,3.10(0.42)e-2,+,0.01597075147831935,0.0014943951308774746,1.60(0.15)e-2,-,0.015527028461205749,0.0016375217211616992,1.55(0.16)e-2,-,NSGAIII
