metric,suite,problem,M,baseline,A12,significant,p_value
IGD,MaF,MaF2,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M2,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M2,NSGAIII,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M2,MOEAD,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M2,ARMOEA,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,SPEA2,0.9811111111111112,True,1.0086075021814828e-19
IGD,MaF,MaF3,M2,MFOSPEA2,0.985,True,5.11813280634539e-20
IGD,MaF,MaF3,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M2,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,SPEA2,0.8269444444444445,True,6.615360470804152e-10
IGD,MaF,MaF4,M2,MFOSPEA2,0.7680555555555556,True,4.142021505117577e-07
IGD,MaF,MaF4,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M2,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF5,M2,SPEA2,0.6525,True,0.003990921984611365
IGD,MaF,MaF5,M2,MFOSPEA2,0.6544444444444445,True,0.0035498386349135575
IGD,MaF,MaF5,M2,SPEA2SDE,0.8230555555555555,True,1.0504962151777934e-09
IGD,MaF,MaF5,M2,NSGAII,0.8447222222222223,True,7.468374010489938e-11
IGD,MaF,MaF5,M2,NSGAIII,0.1,True,4.175245965458735e-14
IGD,MaF,MaF5,M2,MOEAD,0.7905555555555556,True,4.0777305519376684e-08
IGD,MaF,MaF5,M2,AGEMOEAII,0.7941666666666667,True,2.7652645745857276e-08
IGD,MaF,MaF5,M2,ARMOEA,0.38333333333333336,True,0.02767915775055611
IGD,MaF,MaF6,M2,SPEA2,0.8219444444444445,True,1.197724428391763e-09
IGD,MaF,MaF6,M2,MFOSPEA2,0.7880555555555555,True,5.3216569622874463e-08
IGD,MaF,MaF6,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M2,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M2,NSGAIII,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M2,MOEAD,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M2,ARMOEA,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M2,SPEA2,0.6394444444444445,True,0.00848358141317297
IGD,MaF,MaF7,M2,MFOSPEA2,0.585,False,0.1088333195172523
IGD,MaF,MaF7,M2,SPEA2SDE,0.9972222222222222,True,5.862657487990103e-21
IGD,MaF,MaF7,M2,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M2,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M2,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M2,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF1,M3,SPEA2,0.8775,True,1.0016799339954478e-12
IGD,MaF,MaF1,M3,MFOSPEA2,0.8925,True,1.2282143742361754e-13
IGD,MaF,MaF1,M3,SPEA2SDE,0.9322222222222222,True,3.234178843769855e-16
IGD,MaF,MaF1,M3,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF1,M3,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF1,M3,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF1,M3,AGEMOEAII,0.0,True,3.5565709749847226e-21
IGD,MaF,MaF1,M3,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M3,SPEA2,0.7669444444444444,True,4.623374581637818e-07
IGD,MaF,MaF2,M3,MFOSPEA2,0.48055555555555557,False,0.7152753389475124
IGD,MaF,MaF2,M3,SPEA2SDE,0.5538888888888889,False,0.30981437403850676
IGD,MaF,MaF2,M3,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M3,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M3,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF2,M3,AGEMOEAII,0.08833333333333333,True,7.493749536566243e-15
IGD,MaF,MaF2,M3,ARMOEA,0.8938888888888888,True,1.007268366218071e-13
IGD,MaF,MaF3,M3,SPEA2,0.8794444444444445,True,7.664991130625401e-13
IGD,MaF,MaF3,M3,MFOSPEA2,0.8633333333333333,True,6.7620622910092924e-12
IGD,MaF,MaF3,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M3,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M3,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M3,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF3,M3,AGEMOEAII,0.9886111111111111,True,2.7131151844627245e-20
IGD,MaF,MaF3,M3,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,SPEA2,0.7063888888888888,True,9.734567564713231e-05
IGD,MaF,MaF4,M3,MFOSPEA2,0.7275,True,1.73899061706386e-05
IGD,MaF,MaF4,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF4,M3,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF5,M3,SPEA2,0.5319444444444444,False,0.5478605382101781
IGD,MaF,MaF5,M3,MFOSPEA2,0.4463888888888889,False,0.312321421676216
IGD,MaF,MaF5,M3,SPEA2SDE,0.6252777777777778,True,0.01805385297518741
IGD,MaF,MaF5,M3,NSGAII,0.58,False,0.13130295902764
IGD,MaF,MaF5,M3,NSGAIII,0.6475,True,0.005362637674863876
IGD,MaF,MaF5,M3,MOEAD,0.5905555555555555,False,0.08755622627760455
IGD,MaF,MaF5,M3,AGEMOEAII,0.43277777777777776,False,0.20496002900163146
IGD,MaF,MaF5,M3,ARMOEA,0.6733333333333333,True,0.001065909558500274
IGD,MaF,MaF6,M3,SPEA2,0.77,True,3.413576835384452e-07
IGD,MaF,MaF6,M3,MFOSPEA2,0.7227777777777777,True,2.5903049672129344e-05
IGD,MaF,MaF6,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M3,NSGAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M3,NSGAIII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M3,MOEAD,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M3,AGEMOEAII,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF6,M3,ARMOEA,1.0,True,3.5565709749847226e-21
IGD,MaF,MaF7,M3,SPEA2,0.6638888888888889,True,0.001974291819957514
IGD,MaF,MaF7,M3,MFOSPEA2,0.6652777777777777,True,0.001806572625900974
IGD,MaF,MaF7,M3,SPEA2SDE,0.4666666666666667,False,0.5305200567794645
IGD,MaF,MaF7,M3,NSGAII,0.9833333333333333,True,6.849473201576513e-20
IGD,MaF,MaF7,M3,NSGAIII,0.9844444444444445,True,5.640800572904033e-20
IGD,MaF,MaF7,M3,MOEAD,0.9836111111111111,True,6.525229783781718e-20
IGD,MaF,MaF7,M3,AGEMOEAII,0.8405555555555555,True,1.2576441755500518e-10
IGD,MaF,MaF7,M3,ARMOEA,0.9888888888888889,True,2.5833430148036985e-20
HV,ZDT,ZDT1,M2,SPEA2,0.7841666666666667,True,8.017552559741532e-08
HV,ZDT,ZDT1,M2,MFOSPEA2,0.7330555555555556,True,1.077612488821831e-05
HV,ZDT,ZDT1,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT1,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT1,M2,NSGAIII,0.8852777777777778,True,3.4072458180896675e-13
HV,ZDT,ZDT1,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT1,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT1,M2,ARMOEA,0.8833333333333333,True,4.4704268921072156e-13
HV,ZDT,ZDT2,M2,SPEA2,0.7238888888888889,True,2.360098918237591e-05
HV,ZDT,ZDT2,M2,MFOSPEA2,0.7175,True,4.007273877247662e-05
HV,ZDT,ZDT2,M2,SPEA2SDE,0.9991666666666666,True,4.133088336365412e-21
HV,ZDT,ZDT2,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT2,M2,NSGAIII,0.45,False,0.3461257456151704
HV,ZDT,ZDT2,M2,MOEAD,0.9991666666666666,True,4.133088336365412e-21
HV,ZDT,ZDT2,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT2,M2,ARMOEA,0.45,False,0.3461257456151704
HV,ZDT,ZDT3,M2,SPEA2,0.7711111111111111,True,3.054592595844628e-07
HV,ZDT,ZDT3,M2,MFOSPEA2,0.7466666666666667,True,3.1903744616784624e-06
HV,ZDT,ZDT3,M2,SPEA2SDE,0.9877777777777778,True,3.1423583271294874e-20
HV,ZDT,ZDT3,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT3,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT3,M2,MOEAD,0.9508333333333333,True,1.652779364242068e-17
HV,ZDT,ZDT3,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT3,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,SPEA2,0.9930555555555556,True,1.2344392360470397e-20
HV,ZDT,ZDT4,M2,MFOSPEA2,0.9747222222222223,True,3.0387323415369753e-19
HV,ZDT,ZDT4,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT4,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT6,M2,SPEA2,0.9044444444444445,True,2.1824685473921938e-14
HV,ZDT,ZDT6,M2,MFOSPEA2,0.8083333333333333,True,5.767448759981875e-09
HV,ZDT,ZDT6,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT6,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT6,M2,NSGAIII,0.016666666666666666,True,6.849473201576513e-20
HV,ZDT,ZDT6,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT6,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,ZDT,ZDT6,M2,ARMOEA,0.023333333333333334,True,2.175610745924001e-19
HV,DTLZ,DTLZ1,M2,SPEA2,0.9755555555555555,True,2.633739797040631e-19
HV,DTLZ,DTLZ1,M2,MFOSPEA2,0.9569444444444445,True,6.061267758148484e-18
HV,DTLZ,DTLZ1,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M2,NSGAIII,0.3036111111111111,True,0.0002087679981429178
HV,DTLZ,DTLZ1,M2,MOEAD,0.3863888888888889,True,0.03202736219221822
HV,DTLZ,DTLZ1,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M2,ARMOEA,0.4658333333333333,False,0.520251187953917
HV,DTLZ,DTLZ2,M2,SPEA2,0.8380555555555556,True,1.714320668868863e-10
HV,DTLZ,DTLZ2,M2,MFOSPEA2,0.8333333333333334,True,3.05932356917824e-10
HV,DTLZ,DTLZ2,M2,SPEA2SDE,0.9883333333333333,True,2.8493287224788285e-20
HV,DTLZ,DTLZ2,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ2,M2,NSGAIII,0.9833333333333333,True,6.849473201576513e-20
HV,DTLZ,DTLZ2,M2,MOEAD,0.9833333333333333,True,6.849473201576513e-20
HV,DTLZ,DTLZ2,M2,AGEMOEAII,0.9397222222222222,True,9.900648449385816e-17
HV,DTLZ,DTLZ2,M2,ARMOEA,0.9833333333333333,True,6.849473201576513e-20
HV,DTLZ,DTLZ3,M2,SPEA2,0.9741666666666666,True,3.3423072871068034e-19
HV,DTLZ,DTLZ3,M2,MFOSPEA2,0.9888888888888889,True,2.5833430148036985e-20
HV,DTLZ,DTLZ3,M2,SPEA2SDE,0.9969444444444444,True,6.1621990346466696e-21
HV,DTLZ,DTLZ3,M2,NSGAII,0.9983333333333333,True,4.8018805787163215e-21
HV,DTLZ,DTLZ3,M2,NSGAIII,0.9966666666666667,True,6.47686856789613e-21
HV,DTLZ,DTLZ3,M2,MOEAD,0.9980555555555556,True,5.0477740034171866e-21
HV,DTLZ,DTLZ3,M2,AGEMOEAII,0.9847222222222223,True,5.373188339895247e-20
HV,DTLZ,DTLZ3,M2,ARMOEA,0.9966666666666667,True,6.47686856789613e-21
HV,DTLZ,DTLZ4,M2,SPEA2,0.7480555555555556,True,2.8076730989401725e-06
HV,DTLZ,DTLZ4,M2,MFOSPEA2,0.7108333333333333,True,6.859923445960882e-05
HV,DTLZ,DTLZ4,M2,SPEA2SDE,0.8516666666666667,True,3.091350423195933e-11
HV,DTLZ,DTLZ4,M2,NSGAII,0.8666666666666667,True,4.341962187166772e-12
HV,DTLZ,DTLZ4,M2,NSGAIII,0.8477777777777777,True,5.076614981983275e-11
HV,DTLZ,DTLZ4,M2,MOEAD,0.8291666666666667,True,5.067088586306384e-10
HV,DTLZ,DTLZ4,M2,AGEMOEAII,0.8194444444444444,True,1.606345239658162e-09
HV,DTLZ,DTLZ4,M2,ARMOEA,0.8947222222222222,True,8.939774998661712e-14
HV,DTLZ,DTLZ5,M2,SPEA2,0.8627777777777778,True,7.277468720239168e-12
HV,DTLZ,DTLZ5,M2,MFOSPEA2,0.8577777777777778,True,1.4027446104476667e-11
HV,DTLZ,DTLZ5,M2,SPEA2SDE,0.9863888888888889,True,4.0117283949699686e-20
HV,DTLZ,DTLZ5,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ5,M2,NSGAIII,0.95,True,1.8931234124387105e-17
HV,DTLZ,DTLZ5,M2,MOEAD,0.95,True,1.8931234124387105e-17
HV,DTLZ,DTLZ5,M2,AGEMOEAII,0.9391666666666667,True,1.0815340763942369e-16
HV,DTLZ,DTLZ5,M2,ARMOEA,0.95,True,1.8931234124387105e-17
HV,DTLZ,DTLZ6,M2,SPEA2,0.7077777777777777,True,8.732342012239755e-05
HV,DTLZ,DTLZ6,M2,MFOSPEA2,0.6125,True,0.033747617925244416
HV,DTLZ,DTLZ6,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M2,SPEA2,0.7311111111111112,True,1.275636178428175e-05
HV,DTLZ,DTLZ7,M2,MFOSPEA2,0.6680555555555555,True,0.001509753651434889
HV,DTLZ,DTLZ7,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M2,NSGAIII,0.9997222222222222,True,3.7393064081683805e-21
HV,DTLZ,DTLZ7,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M3,SPEA2,0.785,True,7.346690917823128e-08
HV,DTLZ,DTLZ1,M3,MFOSPEA2,0.8836111111111111,True,4.3006580538341073e-13
HV,DTLZ,DTLZ1,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ1,M3,AGEMOEAII,0.6525,True,0.003990921984611365
HV,DTLZ,DTLZ1,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ2,M3,SPEA2,0.9455555555555556,True,3.889185918602873e-17
HV,DTLZ,DTLZ2,M3,MFOSPEA2,0.9713888888888889,True,5.37163552223973e-19
HV,DTLZ,DTLZ2,M3,SPEA2SDE,0.010277777777777778,True,2.2297317008629104e-20
HV,DTLZ,DTLZ2,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ2,M3,NSGAIII,0.06666666666666667,True,2.7173392026057127e-16
HV,DTLZ,DTLZ2,M3,MOEAD,0.06666666666666667,True,2.7173392026057127e-16
HV,DTLZ,DTLZ2,M3,AGEMOEAII,0.11277777777777778,True,2.5934727027133604e-13
HV,DTLZ,DTLZ2,M3,ARMOEA,0.06666666666666667,True,2.7173392026057127e-16
HV,DTLZ,DTLZ3,M3,SPEA2,0.9205555555555556,True,1.960561874592059e-15
HV,DTLZ,DTLZ3,M3,MFOSPEA2,0.9497222222222222,True,1.9806602517992873e-17
HV,DTLZ,DTLZ3,M3,SPEA2SDE,0.8105555555555556,True,4.481758234087941e-09
HV,DTLZ,DTLZ3,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ3,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ3,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ3,M3,AGEMOEAII,0.9766666666666667,True,2.175610745924001e-19
HV,DTLZ,DTLZ3,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ4,M3,SPEA2,0.6738888888888889,True,0.001027000762530675
HV,DTLZ,DTLZ4,M3,MFOSPEA2,0.6311111111111111,True,0.013333574110411393
HV,DTLZ,DTLZ4,M3,SPEA2SDE,0.22916666666666666,True,3.1407601508151894e-07
HV,DTLZ,DTLZ4,M3,NSGAII,0.5833333333333334,False,0.11595812951057019
HV,DTLZ,DTLZ4,M3,NSGAIII,0.20666666666666667,True,3.025782942507562e-08
HV,DTLZ,DTLZ4,M3,MOEAD,0.2772222222222222,True,2.5903049672129344e-05
HV,DTLZ,DTLZ4,M3,AGEMOEAII,0.31777777777777777,True,0.0005806774709914366
HV,DTLZ,DTLZ4,M3,ARMOEA,0.3786111111111111,True,0.021961629987581808
HV,DTLZ,DTLZ5,M3,SPEA2,0.8625,True,7.549415560482037e-12
HV,DTLZ,DTLZ5,M3,MFOSPEA2,0.8327777777777777,True,3.2733710045916593e-10
HV,DTLZ,DTLZ5,M3,SPEA2SDE,0.9555555555555556,True,7.622145435393103e-18
HV,DTLZ,DTLZ5,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ5,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ5,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ5,M3,AGEMOEAII,0.9761111111111112,True,2.393870665323586e-19
HV,DTLZ,DTLZ5,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M3,SPEA2,0.5886111111111111,False,0.0945851787805473
HV,DTLZ,DTLZ6,M3,MFOSPEA2,0.5502777777777778,False,0.34344553252893095
HV,DTLZ,DTLZ6,M3,SPEA2SDE,0.9952777777777778,True,8.304898920569675e-21
HV,DTLZ,DTLZ6,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M3,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ6,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,DTLZ,DTLZ7,M3,SPEA2,0.7269444444444444,True,1.823175027150317e-05
HV,DTLZ,DTLZ7,M3,MFOSPEA2,0.6916666666666667,True,0.00029581625315650863
HV,DTLZ,DTLZ7,M3,SPEA2SDE,0.4297222222222222,False,0.18507786899885992
HV,DTLZ,DTLZ7,M3,NSGAII,0.9016666666666666,True,3.2763104962829367e-14
HV,DTLZ,DTLZ7,M3,NSGAIII,0.9016666666666666,True,3.2763104962829367e-14
HV,DTLZ,DTLZ7,M3,MOEAD,0.9083333333333333,True,1.2301481889578357e-14
HV,DTLZ,DTLZ7,M3,AGEMOEAII,0.08083333333333333,True,2.4219407406897014e-15
HV,DTLZ,DTLZ7,M3,ARMOEA,0.9052777777777777,True,1.9310220117459388e-14
HV,WFG,WFG1,M2,SPEA2,0.6047222222222223,True,0.048142035608382164
HV,WFG,WFG1,M2,MFOSPEA2,0.9941666666666666,True,1.0127370932884594e-20
HV,WFG,WFG1,M2,SPEA2SDE,0.7611111111111111,True,8.176946606693802e-07
HV,WFG,WFG1,M2,NSGAII,0.065,True,2.0910267676302267e-16
HV,WFG,WFG1,M2,NSGAIII,0.9677777777777777,True,9.913275090645294e-19
HV,WFG,WFG1,M2,MOEAD,0.9141666666666667,True,5.153970905385265e-15
HV,WFG,WFG1,M2,AGEMOEAII,0.12083333333333333,True,7.964332670470499e-13
HV,WFG,WFG1,M2,ARMOEA,0.9747222222222223,True,3.0387323415369753e-19
HV,WFG,WFG2,M2,SPEA2,0.1275,True,1.981204858491372e-12
HV,WFG,WFG2,M2,MFOSPEA2,0.08805555555555555,True,7.189263442509948e-15
HV,WFG,WFG2,M2,SPEA2SDE,0.31055555555555553,True,0.00034763015782393185
HV,WFG,WFG2,M2,NSGAII,0.24305555555555555,True,1.2199685437620951e-06
HV,WFG,WFG2,M2,NSGAIII,0.5541666666666667,False,0.3073206548287901
HV,WFG,WFG2,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG2,M2,AGEMOEAII,0.38222222222222224,True,0.02622938783485699
HV,WFG,WFG2,M2,ARMOEA,0.5272222222222223,False,0.608831388640854
HV,WFG,WFG3,M2,SPEA2,0.15722222222222224,True,9.531812446912538e-11
HV,WFG,WFG3,M2,MFOSPEA2,0.11638888888888889,True,4.3006580538341073e-13
HV,WFG,WFG3,M2,SPEA2SDE,0.5086111111111111,False,0.8728153114566335
HV,WFG,WFG3,M2,NSGAII,0.7508333333333334,True,2.17015897070963e-06
HV,WFG,WFG3,M2,NSGAIII,0.008055555555555555,True,1.5040191287237253e-20
HV,WFG,WFG3,M2,MOEAD,0.7894444444444444,True,4.591189025459629e-08
HV,WFG,WFG3,M2,AGEMOEAII,0.36944444444444446,True,0.013730570142809245
HV,WFG,WFG3,M2,ARMOEA,0.013333333333333334,True,3.820674350474445e-20
HV,WFG,WFG4,M2,SPEA2,0.8325,True,3.385810060283848e-10
HV,WFG,WFG4,M2,MFOSPEA2,0.8922222222222222,True,1.2778052545959542e-13
HV,WFG,WFG4,M2,SPEA2SDE,0.9508333333333333,True,1.652779364242068e-17
HV,WFG,WFG4,M2,NSGAII,0.9991666666666666,True,4.133088336365412e-21
HV,WFG,WFG4,M2,NSGAIII,0.7730555555555556,True,2.512224543173405e-07
HV,WFG,WFG4,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG4,M2,AGEMOEAII,0.6797222222222222,True,0.000690698346747797
HV,WFG,WFG4,M2,ARMOEA,0.8075,True,6.336757058068794e-09
HV,WFG,WFG5,M2,SPEA2,0.8361111111111111,True,2.1780820981159448e-10
HV,WFG,WFG5,M2,MFOSPEA2,0.8883333333333333,True,2.2176662353209146e-13
HV,WFG,WFG5,M2,SPEA2SDE,0.9916666666666667,True,1.5800458314032353e-20
HV,WFG,WFG5,M2,NSGAII,0.9833333333333333,True,6.849473201576513e-20
HV,WFG,WFG5,M2,NSGAIII,0.9836111111111111,True,6.525229783781718e-20
HV,WFG,WFG5,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG5,M2,AGEMOEAII,0.7027777777777777,True,0.00012872669856444998
HV,WFG,WFG5,M2,ARMOEA,0.9936111111111111,True,1.1181675570226231e-20
HV,WFG,WFG6,M2,SPEA2,0.4230555555555556,False,0.14671063961713326
HV,WFG,WFG6,M2,MFOSPEA2,0.5158333333333334,False,0.766811544890302
HV,WFG,WFG6,M2,SPEA2SDE,0.4741666666666667,False,0.6273223580428038
HV,WFG,WFG6,M2,NSGAII,0.4747222222222222,False,0.6347856814833908
HV,WFG,WFG6,M2,NSGAIII,0.48194444444444445,False,0.7349583961572443
HV,WFG,WFG6,M2,MOEAD,0.46805555555555556,False,0.5478605382101781
HV,WFG,WFG6,M2,AGEMOEAII,0.4230555555555556,False,0.14671063961713326
HV,WFG,WFG6,M2,ARMOEA,0.42055555555555557,False,0.1340069285405569
HV,WFG,WFG7,M2,SPEA2,0.9025,True,2.901199443604255e-14
HV,WFG,WFG7,M2,MFOSPEA2,0.8755555555555555,True,1.3072853966789453e-12
HV,WFG,WFG7,M2,SPEA2SDE,0.135,True,5.4211810656293e-12
HV,WFG,WFG7,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M2,NSGAIII,0.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M2,AGEMOEAII,0.0008333333333333334,True,4.133088336365412e-21
HV,WFG,WFG7,M2,ARMOEA,0.0,True,3.5565709749847226e-21
HV,WFG,WFG8,M2,SPEA2,0.5144444444444445,False,0.7869256969277942
HV,WFG,WFG8,M2,MFOSPEA2,0.4191666666666667,False,0.12732656197579922
HV,WFG,WFG8,M2,SPEA2SDE,0.4816666666666667,False,0.7310073483567605
HV,WFG,WFG8,M2,NSGAII,0.7241666666666666,True,2.3056660587938436e-05
