metric,suite,problem,M,baseline,A12,significant,p_value
HV,WFG,WFG8,M2,NSGAIII,0.24694444444444444,True,1.7626941386698544e-06
HV,WFG,WFG8,M2,MOEAD,0.705,True,0.0001084471178867771
HV,WFG,WFG8,M2,AGEMOEAII,0.30694444444444446,True,0.0002672050727874759
HV,WFG,WFG8,M2,ARMOEA,0.29583333333333334,True,0.00011567041416913156
HV,WFG,WFG9,M2,SPEA2,0.3186111111111111,True,0.0006153952324613767
HV,WFG,WFG9,M2,MFOSPEA2,0.27805555555555556,True,2.7768103257643507e-05
HV,WFG,WFG9,M2,SPEA2SDE,0.2708333333333333,True,1.5080949754627401e-05
HV,WFG,WFG9,M2,NSGAII,0.3763888888888889,True,0.01964709819952255
HV,WFG,WFG9,M2,NSGAIII,0.2538888888888889,True,3.3570594247867214e-06
HV,WFG,WFG9,M2,MOEAD,0.8755555555555555,True,1.3072853966789453e-12
HV,WFG,WFG9,M2,AGEMOEAII,0.21472222222222223,True,7.135403182878377e-08
HV,WFG,WFG9,M2,ARMOEA,0.3844444444444444,True,0.029197515104797532
HV,WFG,WFG1,M3,SPEA2,0.5866666666666667,False,0.10205932216637786
HV,WFG,WFG1,M3,MFOSPEA2,0.7666666666666667,True,4.75189479379336e-07
HV,WFG,WFG1,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,WFG,WFG1,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG1,M3,NSGAIII,0.9019444444444444,True,3.146258047869832e-14
HV,WFG,WFG1,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG1,M3,AGEMOEAII,0.0002777777777777778,True,3.7393064081683805e-21
HV,WFG,WFG1,M3,ARMOEA,0.9661111111111111,True,1.3132989593561716e-18
HV,WFG,WFG2,M3,SPEA2,0.21777777777777776,True,9.821670778401889e-08
HV,WFG,WFG2,M3,MFOSPEA2,0.23916666666666667,True,8.399547943594942e-07
HV,WFG,WFG2,M3,SPEA2SDE,0.32805555555555554,True,0.0011692250406995074
HV,WFG,WFG2,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG2,M3,NSGAIII,0.10166666666666667,True,5.315635854377359e-14
HV,WFG,WFG2,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG2,M3,AGEMOEAII,0.0,True,3.5565709749847226e-21
HV,WFG,WFG2,M3,ARMOEA,0.13166666666666665,True,3.474205263086396e-12
HV,WFG,WFG3,M3,SPEA2,0.9275,True,6.745961014102749e-16
HV,WFG,WFG3,M3,MFOSPEA2,0.9808333333333333,True,1.058466436213252e-19
HV,WFG,WFG3,M3,SPEA2SDE,0.2238888888888889,True,1.842911765685727e-07
HV,WFG,WFG3,M3,NSGAII,0.10388888888888889,True,7.323637824348482e-14
HV,WFG,WFG3,M3,NSGAIII,0.9116666666666666,True,7.493749536566243e-15
HV,WFG,WFG3,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG3,M3,AGEMOEAII,0.0,True,3.5565709749847226e-21
HV,WFG,WFG3,M3,ARMOEA,0.9983333333333333,True,4.8018805787163215e-21
HV,WFG,WFG4,M3,SPEA2,0.9980555555555556,True,5.0477740034171866e-21
HV,WFG,WFG4,M3,MFOSPEA2,1.0,True,3.5565709749847226e-21
HV,WFG,WFG4,M3,SPEA2SDE,0.07972222222222222,True,2.045317456256318e-15
HV,WFG,WFG4,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG4,M3,NSGAIII,0.0,True,3.5565709749847226e-21
HV,WFG,WFG4,M3,MOEAD,0.9988888888888889,True,4.345089712205195e-21
HV,WFG,WFG4,M3,AGEMOEAII,0.07555555555555556,True,1.08098596855003e-15
HV,WFG,WFG4,M3,ARMOEA,0.0,True,3.5565709749847226e-21
HV,WFG,WFG5,M3,SPEA2,0.9216666666666666,True,1.6547864611049924e-15
HV,WFG,WFG5,M3,MFOSPEA2,0.9472222222222222,True,2.9713791123825323e-17
HV,WFG,WFG5,M3,SPEA2SDE,0.36333333333333334,True,0.0098884468114639
HV,WFG,WFG5,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG5,M3,NSGAIII,0.016666666666666666,True,6.849473201576513e-20
HV,WFG,WFG5,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG5,M3,AGEMOEAII,0.5780555555555555,False,0.14095521914437134
HV,WFG,WFG5,M3,ARMOEA,0.017777777777777778,True,8.313507965261691e-20
HV,WFG,WFG6,M3,SPEA2,0.4822222222222222,False,0.7389164706392968
HV,WFG,WFG6,M3,MFOSPEA2,0.5266666666666666,False,0.6161987032863976
HV,WFG,WFG6,M3,SPEA2SDE,0.3761111111111111,True,0.01937331933159285
HV,WFG,WFG6,M3,NSGAII,0.8391666666666666,True,1.4942254593200459e-10
HV,WFG,WFG6,M3,NSGAIII,0.35944444444444446,True,0.007973570218011344
HV,WFG,WFG6,M3,MOEAD,0.5730555555555555,False,0.1682750252890438
HV,WFG,WFG6,M3,AGEMOEAII,0.2941666666666667,True,0.00010165092732626729
HV,WFG,WFG6,M3,ARMOEA,0.3486111111111111,True,0.004264764914030529
HV,WFG,WFG7,M3,SPEA2,0.9755555555555555,True,2.633739797040631e-19
HV,WFG,WFG7,M3,MFOSPEA2,0.9961111111111111,True,7.154648459575404e-21
HV,WFG,WFG7,M3,SPEA2SDE,0.0030555555555555557,True,6.1621990346466696e-21
HV,WFG,WFG7,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M3,NSGAIII,0.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,WFG,WFG7,M3,AGEMOEAII,0.0011111111111111111,True,4.345089712205195e-21
HV,WFG,WFG7,M3,ARMOEA,0.0,True,3.5565709749847226e-21
HV,WFG,WFG8,M3,SPEA2,0.7788888888888889,True,1.3866437611530045e-07
HV,WFG,WFG8,M3,MFOSPEA2,0.8438888888888889,True,8.292839165043163e-11
HV,WFG,WFG8,M3,SPEA2SDE,0.0,True,3.5565709749847226e-21
HV,WFG,WFG8,M3,NSGAII,0.9994444444444445,True,3.931323565143429e-21
HV,WFG,WFG8,M3,NSGAIII,0.0002777777777777778,True,3.7393064081683805e-21
HV,WFG,WFG8,M3,MOEAD,0.11194444444444444,True,2.3062702812446494e-13
HV,WFG,WFG8,M3,AGEMOEAII,0.11861111111111111,True,5.857581803928769e-13
HV,WFG,WFG8,M3,ARMOEA,0.0,True,3.5565709749847226e-21
HV,WFG,WFG9,M3,SPEA2,0.9419444444444445,True,6.945206936526315e-17
HV,WFG,WFG9,M3,MFOSPEA2,0.9469444444444445,True,3.1079285602553965e-17
HV,WFG,WFG9,M3,SPEA2SDE,0.08666666666666667,True,5.8402812365599386e-15
HV,WFG,WFG9,M3,NSGAII,0.95,True,1.8931234124387105e-17
HV,WFG,WFG9,M3,NSGAIII,0.3411111111111111,True,0.0027033695798386703
HV,WFG,WFG9,M3,MOEAD,0.9508333333333333,True,1.652779364242068e-17
HV,WFG,WFG9,M3,AGEMOEAII,0.18611111111111112,True,3.0601696947198014e-09
HV,WFG,WFG9,M3,ARMOEA,0.35805555555555557,True,0.007374759618325154
HV,MaF,MaF1,M2,SPEA2,0.9086111111111111,True,1.1805490690799198e-14
HV,MaF,MaF1,M2,MFOSPEA2,0.8747222222222222,True,1.4647204967673345e-12
HV,MaF,MaF1,M2,SPEA2SDE,0.92,True,2.1336791171661242e-15
HV,MaF,MaF1,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M2,NSGAIII,0.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M2,MOEAD,0.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M2,AGEMOEAII,0.9805555555555555,True,1.110759815161712e-19
HV,MaF,MaF1,M2,ARMOEA,0.0,True,3.5565709749847226e-21
HV,MaF,MaF2,M2,SPEA2,0.9713888888888889,True,5.37163552223973e-19
HV,MaF,MaF2,M2,MFOSPEA2,0.98,True,1.2231249100242607e-19
HV,MaF,MaF2,M2,SPEA2SDE,0.7327777777777778,True,1.1039855101889882e-05
HV,MaF,MaF2,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF2,M2,NSGAIII,0.0,True,3.5565709749847226e-21
HV,MaF,MaF2,M2,MOEAD,0.0011111111111111111,True,4.345089712205195e-21
HV,MaF,MaF2,M2,AGEMOEAII,0.985,True,5.11813280634539e-20
HV,MaF,MaF2,M2,ARMOEA,0.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M2,SPEA2,0.9841666666666666,True,5.921579952162413e-20
HV,MaF,MaF3,M2,MFOSPEA2,0.9933333333333333,True,1.1748819175710464e-20
HV,MaF,MaF3,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M2,NSGAIII,0.9980555555555556,True,5.0477740034171866e-21
HV,MaF,MaF3,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M2,ARMOEA,0.9961111111111111,True,7.154648459575404e-21
HV,MaF,MaF4,M2,SPEA2,0.9402777777777778,True,9.062329648846249e-17
HV,MaF,MaF4,M2,MFOSPEA2,0.9697222222222223,True,7.131404920325001e-19
HV,MaF,MaF4,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M2,NSGAII,0.9991666666666666,True,4.133088336365412e-21
HV,MaF,MaF4,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M2,AGEMOEAII,0.9986111111111111,True,4.567840913829236e-21
HV,MaF,MaF4,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF5,M2,SPEA2,0.7030555555555555,True,0.00012600915597431902
HV,MaF,MaF5,M2,MFOSPEA2,0.7275,True,1.73899061706386e-05
HV,MaF,MaF5,M2,SPEA2SDE,0.8158333333333333,True,2.445171952207635e-09
HV,MaF,MaF5,M2,NSGAII,0.8447222222222223,True,7.468374010489938e-11
HV,MaF,MaF5,M2,NSGAIII,0.6852777777777778,True,0.0004683785255229422
HV,MaF,MaF5,M2,MOEAD,0.7905555555555556,True,4.0777305519376684e-08
HV,MaF,MaF5,M2,AGEMOEAII,0.7161111111111111,True,4.487774107042821e-05
HV,MaF,MaF5,M2,ARMOEA,0.785,True,7.346690917823128e-08
HV,MaF,MaF6,M2,SPEA2,0.64,True,0.008225039013768774
HV,MaF,MaF6,M2,MFOSPEA2,0.6616666666666666,True,0.00227258896783426
HV,MaF,MaF6,M2,SPEA2SDE,0.9980555555555556,True,5.0477740034171866e-21
HV,MaF,MaF6,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,SPEA2,0.6905555555555556,True,0.00032074523716966617
HV,MaF,MaF7,M2,MFOSPEA2,0.6777777777777778,True,0.0007893443081475231
HV,MaF,MaF7,M2,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M2,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M3,SPEA2,0.9616666666666667,True,2.7669870737784136e-18
HV,MaF,MaF1,M3,MFOSPEA2,0.9897222222222222,True,2.2297317008629104e-20
HV,MaF,MaF1,M3,SPEA2SDE,0.3486111111111111,True,0.004264764914030529
HV,MaF,MaF1,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M3,AGEMOEAII,0.0,True,3.5565709749847226e-21
HV,MaF,MaF1,M3,ARMOEA,0.9977777777777778,True,5.30611444628077e-21
HV,MaF,MaF2,M3,SPEA2,0.7975,True,1.9243539438520053e-08
HV,MaF,MaF2,M3,MFOSPEA2,0.5719444444444445,False,0.1748533068932926
HV,MaF,MaF2,M3,SPEA2SDE,0.0,True,3.5565709749847226e-21
HV,MaF,MaF2,M3,NSGAII,0.9958333333333333,True,7.51938207869359e-21
HV,MaF,MaF2,M3,NSGAIII,0.9372222222222222,True,1.4722663508276072e-16
HV,MaF,MaF2,M3,MOEAD,0.8613888888888889,True,8.740331525146502e-12
HV,MaF,MaF2,M3,AGEMOEAII,0.0,True,3.5565709749847226e-21
HV,MaF,MaF2,M3,ARMOEA,0.7208333333333333,True,3.0454145685184206e-05
HV,MaF,MaF3,M3,SPEA2,0.9869444444444444,True,3.638619910050849e-20
HV,MaF,MaF3,M3,MFOSPEA2,0.9780555555555556,True,1.7122828692048396e-19
HV,MaF,MaF3,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M3,AGEMOEAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF3,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M3,SPEA2,0.8772222222222222,True,1.0406014694805809e-12
HV,MaF,MaF4,M3,MFOSPEA2,0.8769444444444444,True,1.0810060968496774e-12
HV,MaF,MaF4,M3,SPEA2SDE,0.9741666666666666,True,3.3423072871068034e-19
HV,MaF,MaF4,M3,NSGAII,0.9991666666666666,True,4.133088336365412e-21
HV,MaF,MaF4,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF4,M3,AGEMOEAII,0.11583333333333333,True,3.979893666429659e-13
HV,MaF,MaF4,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF5,M3,SPEA2,0.5830555555555555,False,0.11718046133079055
HV,MaF,MaF5,M3,MFOSPEA2,0.5569444444444445,False,0.2831156176842259
HV,MaF,MaF5,M3,SPEA2SDE,0.3425,True,0.0029456461505329764
HV,MaF,MaF5,M3,NSGAII,0.58,False,0.13130295902764
HV,MaF,MaF5,M3,NSGAIII,0.3038888888888889,True,0.00021313657662678126
HV,MaF,MaF5,M3,MOEAD,0.6044444444444445,True,0.04873944832615962
HV,MaF,MaF5,M3,AGEMOEAII,0.3061111111111111,True,0.0002513057611729309
HV,MaF,MaF5,M3,ARMOEA,0.355,True,0.006197117536635188
HV,MaF,MaF6,M3,SPEA2,0.5969444444444445,False,0.06737704668693309
HV,MaF,MaF6,M3,MFOSPEA2,0.6438888888888888,True,0.006604188045917827
HV,MaF,MaF6,M3,SPEA2SDE,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M3,NSGAII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M3,NSGAIII,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M3,MOEAD,1.0,True,3.5565709749847226e-21
HV,MaF,MaF6,M3,AGEMOEAII,0.9955555555555555,True,7.902493913434392e-21
HV,MaF,MaF6,M3,ARMOEA,1.0,True,3.5565709749847226e-21
HV,MaF,MaF7,M3,SPEA2,0.6902777777777778,True,0.00032727775282331465
HV,MaF,MaF7,M3,MFOSPEA2,0.7869444444444444,True,5.985976325536055e-08
HV,MaF,MaF7,M3,SPEA2SDE,0.37,True,0.014137969455911484
HV,MaF,MaF7,M3,NSGAII,0.9833333333333333,True,6.849473201576513e-20
HV,MaF,MaF7,M3,NSGAIII,0.9844444444444445,True,5.640800572904033e-20
HV,MaF,MaF7,M3,MOEAD,0.9836111111111111,True,6.525229783781718e-20
HV,MaF,MaF7,M3,AGEMOEAII,0.1338888888888889,True,4.675940299454226e-12
HV,MaF,MaF7,M3,ARMOEA,0.9630555555555556,True,2.193782417427368e-18
