case_id,role,crossover_gen,final_igd_ivf,final_igd_spea2,final_delta_igd,total_gens
strong_pos_dtlz3_m2,strong_positive,3,0.0040444964189051,0.0042582379573193,0.0002137415384142003,999
strong_pos_maf2_m2,strong_positive,1,0.0021286209773955,0.0021831145043795,5.449352698399992e-05,999
strong_pos_wfg1_m2,strong_positive,1,0.0287560865072564,0.021880311626419548,-0.0068757748808368525,999
strong_pos_wfg5_m2,strong_positive,1,0.06346652527147295,0.06365905300309846,0.00019252773162550807,999
strong_pos_zdt6_m2,strong_positive,12,0.0030611669527764503,0.003092078667284,3.09117145075497e-05,999
