algo,problem,group,M,D,run,IGD,HV,runtime
IVFNSGAIII,DTLZ5,DTLZ,3,12,5016,0.012352298041648078,0.1942906097748723,5.904503999999995
IVFNSGAIII,DTLZ5,DTLZ,3,12,5017,0.009673306004356485,0.19568819164587156,6.304398999999995
IVFNSGAIII,DTLZ5,DTLZ,3,12,5018,0.014463265515398262,0.19166789764252826,6.886947999999989
IVFNSGAIII,DTLZ5,DTLZ,3,12,5019,0.013898315622224539,0.1943010110048791,5.469108999999994
IVFNSGAIII,DTLZ5,DTLZ,3,12,5020,0.011507270501810558,0.1945155586931621,5.592769999999998
IVFNSGAIII,DTLZ5,DTLZ,3,12,5021,0.01116935993852104,0.19484339005792556,5.395830999999999
IVFNSGAIII,DTLZ5,DTLZ,3,12,5022,0.014237297005267064,0.1944755058889684,5.430485999999998
IVFNSGAIII,DTLZ5,DTLZ,3,12,5023,0.011280654011107064,0.1948670289174604,5.125170000000003
IVFNSGAIII,DTLZ5,DTLZ,3,12,5024,0.014873935496173184,0.19171654483087322,5.238108999999995
IVFNSGAIII,DTLZ5,DTLZ,3,12,5025,0.011197746732562642,0.19457818154357864,5.723110999999991
IVFNSGAIII,DTLZ5,DTLZ,3,12,5026,0.010523382995562219,0.19461697427721902,5.750470000000009
IVFNSGAIII,DTLZ5,DTLZ,3,12,5027,0.012038301694458945,0.19368931965492825,5.230905999999997
IVFNSGAIII,DTLZ5,DTLZ,3,12,5028,0.01336255384818662,0.19409936461546376,5.436626000000004
IVFNSGAIII,DTLZ5,DTLZ,3,12,5029,0.015074516008760457,0.19376785796774243,4.637812
IVFNSGAIII,DTLZ5,DTLZ,3,12,5030,0.011666990083582277,0.19538838144308254,5.4975610000000055
IVFNSGAIII,DTLZ6,DTLZ,2,11,5001,0.003965870690974197,0.3472151667401291,4.235993000000004
IVFNSGAIII,DTLZ6,DTLZ,2,11,5002,0.003965868251400984,0.34721508632104203,3.8881300000000008
IVFNSGAIII,DTLZ6,DTLZ,2,11,5003,0.003965877729532358,0.3472151619374827,4.137989000000002
IVFNSGAIII,DTLZ6,DTLZ,2,11,5004,0.003965875003252959,0.34721516679942116,3.595011999999995
IVFNSGAIII,DTLZ6,DTLZ,2,11,5005,0.003965873880630952,0.3472151642551326,4.065331000000004
IVFNSGAIII,DTLZ6,DTLZ,2,11,5006,0.003965876376986133,0.3472151646956453,3.770655
IVFNSGAIII,DTLZ6,DTLZ,2,11,5007,0.003965873235577121,0.3472151705912983,4.5142269999999955
IVFNSGAIII,DTLZ6,DTLZ,2,11,5008,0.003965874731405085,0.3472151705153925,4.622015999999994
IVFNSGAIII,DTLZ6,DTLZ,2,11,5009,0.003965871703976881,0.3472151678809107,5.0587769999999965
IVFNSGAIII,DTLZ6,DTLZ,2,11,5010,0.003965873936940076,0.3472151593811467,5.090374999999993
IVFNSGAIII,DTLZ6,DTLZ,2,11,5011,0.00396587286238412,0.34721509870366035,4.081205999999998
IVFNSGAIII,DTLZ6,DTLZ,2,11,5012,0.003965873857645557,0.3472151645878193,4.793461000000006
IVFNSGAIII,DTLZ6,DTLZ,2,11,5013,0.003965872221051172,0.3472151377139596,5.4860440000000015
IVFNSGAIII,DTLZ6,DTLZ,2,11,5014,0.003965875635081739,0.34721516657188417,4.524750999999999
IVFNSGAIII,DTLZ6,DTLZ,2,11,5015,0.00396587378173706,0.3472151646746594,3.811462000000002
IVFNSGAIII,DTLZ6,DTLZ,2,11,5016,0.003965877108675415,0.3472151628677968,4.032327999999998
IVFNSGAIII,DTLZ6,DTLZ,2,11,5017,0.003965873369674032,0.3472151685721261,4.162324999999994
IVFNSGAIII,DTLZ6,DTLZ,2,11,5018,0.003965874931091311,0.34721517510440014,4.771441999999994
IVFNSGAIII,DTLZ6,DTLZ,2,11,5019,0.003965877955342299,0.3472151594297279,4.689977999999989
IVFNSGAIII,DTLZ6,DTLZ,2,11,5020,0.003965872719334381,0.347215169935392,3.9040150000000016
IVFNSGAIII,DTLZ6,DTLZ,2,11,5021,0.003965871345849106,0.34721509300161457,4.749615000000001
IVFNSGAIII,DTLZ6,DTLZ,2,11,5022,0.003965879144393044,0.3472151726153396,4.057263000000004
IVFNSGAIII,DTLZ6,DTLZ,2,11,5023,0.003965878915649242,0.34721517561206017,4.732219000000001
IVFNSGAIII,DTLZ6,DTLZ,2,11,5024,0.003965869450619024,0.34721508967047077,4.960732999999988
IVFNSGAIII,DTLZ6,DTLZ,2,11,5025,0.0039658752795325896,0.3472151684946427,4.001569999999997
IVFNSGAIII,DTLZ6,DTLZ,2,11,5026,0.003965875117847121,0.34721516848420836,4.206301999999997
IVFNSGAIII,DTLZ6,DTLZ,2,11,5027,0.003965876389207424,0.34721516277648395,3.8558259999999978
IVFNSGAIII,DTLZ6,DTLZ,2,11,5028,0.00396587915735749,0.3472151701413145,3.917104999999998
IVFNSGAIII,DTLZ6,DTLZ,2,11,5029,0.003965864963212278,0.34721507802468177,3.8812439999999935
IVFNSGAIII,DTLZ6,DTLZ,2,11,5030,0.003965873812815471,0.3472151638197412,4.618712999999994
IVFNSGAIII,DTLZ6,DTLZ,3,12,5001,0.017681234466555774,0.19282681505310892,5.242860000000001
IVFNSGAIII,DTLZ6,DTLZ,3,12,5002,0.019110174077573906,0.190472488461157,5.48125100000001
IVFNSGAIII,DTLZ6,DTLZ,3,12,5003,0.022160039085343836,0.18963926869951292,5.6235709999999965
IVFNSGAIII,DTLZ6,DTLZ,3,12,5004,0.020749507505159318,0.19128661892202853,5.333149000000001
IVFNSGAIII,DTLZ6,DTLZ,3,12,5005,0.022136490393772818,0.189866756390602,5.677363999999994
IVFNSGAIII,DTLZ6,DTLZ,3,12,5006,0.022415880740836724,0.1891730912400232,5.524703999999998
IVFNSGAIII,DTLZ6,DTLZ,3,12,5007,0.017978063701756294,0.19120318394994038,6.080059000000002
IVFNSGAIII,DTLZ6,DTLZ,3,12,5008,0.018921124407568175,0.19063823681612793,6.413296999999987
IVFNSGAIII,DTLZ6,DTLZ,3,12,5009,0.017662457346539477,0.19116140047528188,6.915997000000006
IVFNSGAIII,DTLZ6,DTLZ,3,12,5010,0.019277154998724216,0.19169085971657374,6.882704000000003
IVFNSGAIII,DTLZ6,DTLZ,3,12,5011,0.02068540962026948,0.19027211935797753,5.944085000000002
IVFNSGAIII,DTLZ6,DTLZ,3,12,5012,0.023430546266341345,0.18935379519508908,6.2774290000000095
IVFNSGAIII,DTLZ6,DTLZ,3,12,5013,0.011852056212489576,0.19499062889484148,6.560276
IVFNSGAIII,DTLZ6,DTLZ,3,12,5014,0.015306600357788714,0.19249661459014095,7.5078900000000095
IVFNSGAIII,DTLZ6,DTLZ,3,12,5015,0.017710132516923407,0.1922804585232224,7.671896000000004
IVFNSGAIII,DTLZ6,DTLZ,3,12,5016,0.02206079568102119,0.18847201562807275,6.6080840000000025
IVFNSGAIII,DTLZ6,DTLZ,3,12,5017,0.01989109108067465,0.18961162703992834,6.542567999999998
IVFNSGAIII,DTLZ6,DTLZ,3,12,5018,0.017449176548659483,0.19275725109115505,6.135513999999996
IVFNSGAIII,DTLZ6,DTLZ,3,12,5019,0.015447055097040209,0.1937732270415864,6.532776000000005
IVFNSGAIII,DTLZ6,DTLZ,3,12,5020,0.02289189549173126,0.19039503215019557,7.093216999999996
IVFNSGAIII,DTLZ6,DTLZ,3,12,5021,0.020851646398529943,0.1910401323069348,6.366239
IVFNSGAIII,DTLZ6,DTLZ,3,12,5022,0.017209422578614235,0.19291610992719832,5.991380000000005
IVFNSGAIII,DTLZ6,DTLZ,3,12,5023,0.014270321240029256,0.19229155186243513,6.457715999999997
IVFNSGAIII,DTLZ6,DTLZ,3,12,5024,0.021949821248765152,0.18951010398147636,6.671270000000001
IVFNSGAIII,DTLZ6,DTLZ,3,12,5025,0.017926428178178844,0.19264091526069976,5.701691000000001
IVFNSGAIII,DTLZ6,DTLZ,3,12,5026,0.015868131002230338,0.19264837584390368,6.519645
IVFNSGAIII,DTLZ6,DTLZ,3,12,5027,0.01833031454334265,0.1911816985522803,6.948559999999996
IVFNSGAIII,DTLZ6,DTLZ,3,12,5028,0.017919633826515433,0.1914955092976967,6.7549059999999965
IVFNSGAIII,DTLZ6,DTLZ,3,12,5029,0.021694701322157204,0.1896266405775674,6.027222999999999
IVFNSGAIII,DTLZ6,DTLZ,3,12,5030,0.021079709827169647,0.19023952630319316,5.697445999999992
IVFNSGAIII,DTLZ7,DTLZ,2,21,5001,0.005046788209980894,0.24281802412979667,4.319236000000003
IVFNSGAIII,DTLZ7,DTLZ,2,21,5002,0.005018023776112503,0.2428272395693876,3.717132000000001
IVFNSGAIII,DTLZ7,DTLZ,2,21,5003,0.005082023833511107,0.2428069598418542,4.011397999999998
IVFNSGAIII,DTLZ7,DTLZ,2,21,5004,0.004969934905365311,0.24283876309646124,5.186744999999985
IVFNSGAIII,DTLZ7,DTLZ,2,21,5005,0.005051523991530456,0.2428190528681753,4.956946
IVFNSGAIII,DTLZ7,DTLZ,2,21,5006,0.0051003396552901014,0.24280339283989297,4.281026
IVFNSGAIII,DTLZ7,DTLZ,2,21,5007,0.005132495126181751,0.24280047483700257,3.819585999999999
IVFNSGAIII,DTLZ7,DTLZ,2,21,5008,0.005098454497545342,0.24281069752953166,4.570248
IVFNSGAIII,DTLZ7,DTLZ,2,21,5009,0.005151893576253659,0.24279604694655038,5.479347999999998
IVFNSGAIII,DTLZ7,DTLZ,2,21,5010,0.005033321744173484,0.24282022211157317,4.222712999999998
IVFNSGAIII,DTLZ7,DTLZ,2,21,5011,0.0051441403282881555,0.2427986251922848,4.296808999999998
IVFNSGAIII,DTLZ7,DTLZ,2,21,5012,0.0050687072126662045,0.24281544325680585,4.141689000000001
IVFNSGAIII,DTLZ7,DTLZ,2,21,5013,0.0050304933939703525,0.24282288096850665,4.2347389999999985
IVFNSGAIII,DTLZ7,DTLZ,2,21,5014,0.0051304163900524205,0.2428015194039576,4.9176900000000074
IVFNSGAIII,DTLZ7,DTLZ,2,21,5015,0.005077114553603496,0.2428109305871225,5.5320909999999985
IVFNSGAIII,DTLZ7,DTLZ,2,21,5016,0.005173731732443321,0.2427923588353608,4.756363999999995
IVFNSGAIII,DTLZ7,DTLZ,2,21,5017,0.0050173947142368,0.24282565259193684,4.3461269999999965
IVFNSGAIII,DTLZ7,DTLZ,2,21,5018,0.005188134743549144,0.24278797096254023,3.921243000000004
IVFNSGAIII,DTLZ7,DTLZ,2,21,5019,0.00507318641370706,0.24280640020881655,4.231954000000007
IVFNSGAIII,DTLZ7,DTLZ,2,21,5020,0.005130079878368506,0.24280135579701062,5.1982990000000004
IVFNSGAIII,DTLZ7,DTLZ,2,21,5021,0.005086423229446268,0.24280917708509334,3.8575419999999983
IVFNSGAIII,DTLZ7,DTLZ,2,21,5022,0.004979363832540777,0.24282892198414718,3.9448980000000016
IVFNSGAIII,DTLZ7,DTLZ,2,21,5023,0.0050978132277090015,0.2428085700473219,4.514020999999992
IVFNSGAIII,DTLZ7,DTLZ,2,21,5024,0.005002411711390329,0.2428268344095374,4.438609999999996
IVFNSGAIII,DTLZ7,DTLZ,2,21,5025,0.00501905477889478,0.2428147867030124,4.622106000000007
IVFNSGAIII,DTLZ7,DTLZ,2,21,5026,0.0050742999335151645,0.24281282950554273,6.031636
IVFNSGAIII,DTLZ7,DTLZ,2,21,5027,0.004953204712294992,0.24283433722704956,6.327858
IVFNSGAIII,DTLZ7,DTLZ,2,21,5028,0.004971768724531357,0.24283506446268796,7.030926000000002
IVFNSGAIII,DTLZ7,DTLZ,2,21,5029,0.004951582095325814,0.24284087097472362,7.310257
IVFNSGAIII,DTLZ7,DTLZ,2,21,5030,0.0050883545710900535,0.24281086112138472,6.241485
IVFNSGAIII,DTLZ7,DTLZ,3,22,5001,0.07808501427747883,0.2683933876143068,4.901040999999996
IVFNSGAIII,DTLZ7,DTLZ,3,22,5002,0.07432930528579756,0.26715647689747446,5.460366000000007
IVFNSGAIII,DTLZ7,DTLZ,3,22,5003,0.07546122854615764,0.2715385220353257,4.973772999999996
IVFNSGAIII,DTLZ7,DTLZ,3,22,5004,0.07550604895405082,0.2682833532095433,4.446648999999998
IVFNSGAIII,DTLZ7,DTLZ,3,22,5005,0.07421320051835593,0.26878309675372936,5.429588000000001
IVFNSGAIII,DTLZ7,DTLZ,3,22,5006,0.075386758255246,0.2703366361060273,4.111167999999995
IVFNSGAIII,DTLZ7,DTLZ,3,22,5007,0.07423803828112428,0.26762374506504466,5.917188000000004
IVFNSGAIII,DTLZ7,DTLZ,3,22,5008,0.07680928173883397,0.26852551927936297,4.723673999999998
IVFNSGAIII,DTLZ7,DTLZ,3,22,5009,0.07245832546423325,0.27062481749197204,5.826938999999994
IVFNSGAIII,DTLZ7,DTLZ,3,22,5010,0.07592616934402208,0.2671065205903568,4.584386999999996
IVFNSGAIII,DTLZ7,DTLZ,3,22,5011,0.07281723432141514,0.26877182188365095,4.128650000000003
IVFNSGAIII,DTLZ7,DTLZ,3,22,5012,0.07867671707414607,0.2675663194302329,4.755556000000003
IVFNSGAIII,DTLZ7,DTLZ,3,22,5013,0.08086947802399809,0.2659542799445737,4.760381000000002
IVFNSGAIII,DTLZ7,DTLZ,3,22,5014,0.0778982037290919,0.26706566175515883,5.211145999999996
IVFNSGAIII,DTLZ7,DTLZ,3,22,5015,0.07338498397786204,0.26871930615993384,5.464658000000001
IVFNSGAIII,DTLZ7,DTLZ,3,22,5016,0.07322287124684258,0.26990833996006103,4.610936999999994
IVFNSGAIII,DTLZ7,DTLZ,3,22,5017,0.07542836334371654,0.2688474808047106,5.338670000000002
IVFNSGAIII,DTLZ7,DTLZ,3,22,5018,0.07348895719865708,0.2685370633054323,4.706968000000002
IVFNSGAIII,DTLZ7,DTLZ,3,22,5019,0.08207264451673575,0.2661665745712816,4.0170960000000075
IVFNSGAIII,DTLZ7,DTLZ,3,22,5020,0.07601402029474423,0.26992113851590477,4.428683000000004
IVFNSGAIII,DTLZ7,DTLZ,3,22,5021,0.07468880168045638,0.26933482691863286,4.5758899999999985
IVFNSGAIII,DTLZ7,DTLZ,3,22,5022,0.07345915101755507,0.2682926877781807,5.310309999999996
IVFNSGAIII,DTLZ7,DTLZ,3,22,5023,0.07658427543375673,0.26934632800357056,5.028472000000001
IVFNSGAIII,DTLZ7,DTLZ,3,22,5024,0.07655631191917996,0.27009019133850753,6.132259999999987
IVFNSGAIII,DTLZ7,DTLZ,3,22,5025,0.0833097640024723,0.2697337414510385,5.135698999999993
IVFNSGAIII,DTLZ7,DTLZ,3,22,5026,0.07760886517003235,0.2680089359115523,5.463994000000002
IVFNSGAIII,DTLZ7,DTLZ,3,22,5027,0.07968988757466587,0.2708147293108113,4.611857999999997
IVFNSGAIII,DTLZ7,DTLZ,3,22,5028,0.07457701204446976,0.2682082023358794,4.178144
IVFNSGAIII,DTLZ7,DTLZ,3,22,5029,0.0783663088993637,0.26687475900859337,4.309667999999998
IVFNSGAIII,DTLZ7,DTLZ,3,22,5030,0.08183448639045268,0.2622855829065081,3.9685429999999964
IVFNSGAIII,MaF1,MaF,2,11,5001,0.00357057735921528,0.5826020505268926,3.663915000000004
IVFNSGAIII,MaF1,MaF,2,11,5002,0.0035705735072480314,0.5826020526950424,4.238246000000004
IVFNSGAIII,MaF1,MaF,2,11,5003,0.00357057168090106,0.5826020525653981,3.4606179999999958
IVFNSGAIII,MaF1,MaF,2,11,5004,0.003570575017359615,0.5826020478619578,4.549555000000002
IVFNSGAIII,MaF1,MaF,2,11,5005,0.003570576368187968,0.5826020523785991,4.339113000000003
IVFNSGAIII,MaF1,MaF,2,11,5006,0.0035705739842314494,0.5826020523614219,4.601822999999998
IVFNSGAIII,MaF1,MaF,2,11,5007,0.003570572315705118,0.5826020511498902,3.3670060000000004
IVFNSGAIII,MaF1,MaF,2,11,5008,0.0035705724075608147,0.5826020493730157,3.8164289999999976
IVFNSGAIII,MaF1,MaF,2,11,5009,0.0035705762010221475,0.5826020514372359,4.570341
IVFNSGAIII,MaF1,MaF,2,11,5010,0.003570571059100138,0.5826020369841267,4.809462999999991
IVFNSGAIII,MaF1,MaF,2,11,5011,0.0035705722970390654,0.5826020528124785,3.323769999999998
IVFNSGAIII,MaF1,MaF,2,11,5012,0.0035705769751600007,0.5826020521178267,4.260837000000003
IVFNSGAIII,MaF1,MaF,2,11,5013,0.0035705671492975073,0.5826020516785977,4.645702999999995
IVFNSGAIII,MaF1,MaF,2,11,5014,0.003570573761759465,0.5826020520863955,4.073704000000005
IVFNSGAIII,MaF1,MaF,2,11,5015,0.003570576243719369,0.5826020527832276,4.6130570000000075
IVFNSGAIII,MaF1,MaF,2,11,5016,0.0035705729302664556,0.5826020406769421,4.638501999999996
IVFNSGAIII,MaF1,MaF,2,11,5017,0.0035705689440541774,0.5826020465240134,3.892618999999998
IVFNSGAIII,MaF1,MaF,2,11,5018,0.003570574757831906,0.5826020514254011,3.799422000000002
IVFNSGAIII,MaF1,MaF,2,11,5019,0.003570576653324885,0.5826020332318221,3.8204459999999982
IVFNSGAIII,MaF1,MaF,2,11,5020,0.003570570247038127,0.5826020447493311,3.4627279999999923
IVFNSGAIII,MaF1,MaF,2,11,5021,0.003570574230698091,0.5826020526856359,4.477603
IVFNSGAIII,MaF1,MaF,2,11,5022,0.0035705719485829546,0.5826020467369393,3.9998870000000006
IVFNSGAIII,MaF1,MaF,2,11,5023,0.0035705729052035186,0.5826020487723262,3.9327089999999973
IVFNSGAIII,MaF1,MaF,2,11,5024,0.003570573991145826,0.5826020503659852,4.548884999999992
IVFNSGAIII,MaF1,MaF,2,11,5025,0.003570573908039092,0.5826020404993419,4.108537999999999
IVFNSGAIII,MaF1,MaF,2,11,5026,0.0035705748828158555,0.5826020494540807,3.672737
IVFNSGAIII,MaF1,MaF,2,11,5027,0.0035705722057090355,0.5826020485680694,3.798757
IVFNSGAIII,MaF1,MaF,2,11,5028,0.003570575970785461,0.5826020482951528,3.4471140000000022
IVFNSGAIII,MaF1,MaF,2,11,5029,0.0035705773849701835,0.5826020517080469,3.318529
IVFNSGAIII,MaF1,MaF,2,11,5030,0.003570575874236403,0.582602049609314,3.392966000000001
IVFNSGAIII,MaF1,MaF,3,12,5001,0.06273964023252075,0.2035629988596368,4.941177999999999
IVFNSGAIII,MaF1,MaF,3,12,5002,0.06058110291281481,0.20613560348151513,5.696566000000005
IVFNSGAIII,MaF1,MaF,3,12,5003,0.0622855459055614,0.2029340286153355,4.226922000000001
IVFNSGAIII,MaF1,MaF,3,12,5004,0.062073435116252226,0.20461511090184156,3.801582000000003
IVFNSGAIII,MaF1,MaF,3,12,5005,0.06015998521761353,0.20595654563916563,4.116116999999997
IVFNSGAIII,MaF1,MaF,3,12,5006,0.05927377860731367,0.2067232306412985,4.8162069999999995
IVFNSGAIII,MaF1,MaF,3,12,5007,0.061071669709107164,0.20548607893227205,3.6776120000000034
IVFNSGAIII,MaF1,MaF,3,12,5008,0.06286838772524185,0.2031436226519899,3.850285999999999
IVFNSGAIII,MaF1,MaF,3,12,5009,0.05990458826909829,0.20595296449663142,4.325733999999998
IVFNSGAIII,MaF1,MaF,3,12,5010,0.0611413777191744,0.20528516435545455,5.548855000000006
IVFNSGAIII,MaF1,MaF,3,12,5011,0.06266337235196628,0.20379937258907255,3.9012589999999965
IVFNSGAIII,MaF1,MaF,3,12,5012,0.060861029893595216,0.2055870662629101,3.8225149999999997
IVFNSGAIII,MaF1,MaF,3,12,5013,0.062058574525474884,0.20337902100347036,4.540752
IVFNSGAIII,MaF1,MaF,3,12,5014,0.060511617390497485,0.20566675621625205,3.8335090000000007
IVFNSGAIII,MaF1,MaF,3,12,5015,0.06143141880764695,0.205383113554118,4.252096999999999
IVFNSGAIII,MaF1,MaF,3,12,5016,0.059581050665061926,0.20628924352245404,4.666883000000002
IVFNSGAIII,MaF1,MaF,3,12,5017,0.06233452646409418,0.2036796818745447,3.425467000000002
IVFNSGAIII,MaF1,MaF,3,12,5018,0.061334887234096455,0.20513412932717784,3.870038000000008
IVFNSGAIII,MaF1,MaF,3,12,5019,0.05707830073150882,0.20798734917024006,5.097095999999991
IVFNSGAIII,MaF1,MaF,3,12,5020,0.05918140889200956,0.20668069507560546,4.201511999999991
IVFNSGAIII,MaF1,MaF,3,12,5021,0.061647662940904104,0.20441207471579365,5.76851799999999
IVFNSGAIII,MaF1,MaF,3,12,5022,0.058646396186176245,0.20681910878919818,4.640308999999996
IVFNSGAIII,MaF1,MaF,3,12,5023,0.059635233495700476,0.20586505619552126,4.156249000000002
IVFNSGAIII,MaF1,MaF,3,12,5024,0.06038120998315031,0.20568516165598308,5.060393000000006
IVFNSGAIII,MaF1,MaF,3,12,5025,0.061633810238909174,0.20423931611236354,4.814718999999998
IVFNSGAIII,MaF1,MaF,3,12,5026,0.06376608670840973,0.20257963206523194,5.463199000000001
IVFNSGAIII,MaF1,MaF,3,12,5027,0.058227004838216405,0.20741478350253487,4.776560999999994
IVFNSGAIII,MaF1,MaF,3,12,5028,0.05965373935014771,0.20589224213277496,4.804534999999998
IVFNSGAIII,MaF1,MaF,3,12,5029,0.0634230029976161,0.20303490909671695,4.214921999999991
IVFNSGAIII,MaF1,MaF,3,12,5030,0.05856779287439405,0.20673461294291887,3.9987330000000014
IVFNSGAIII,MaF2,MaF,2,11,5001,0.0020062332422586004,0.2075653955946701,4.5526610000000005
IVFNSGAIII,MaF2,MaF,2,11,5002,0.0020062385221166937,0.20756535972360535,3.6955239999999985
IVFNSGAIII,MaF2,MaF,2,11,5003,0.0020062407993780428,0.20756527553849605,3.9498609999999976
IVFNSGAIII,MaF2,MaF,2,11,5004,0.002006251991325331,0.2075650451491442,5.38082800000001
IVFNSGAIII,MaF2,MaF,2,11,5005,0.002006235306578253,0.20756506036840777,5.628534999999998
IVFNSGAIII,MaF2,MaF,2,11,5006,0.0020062601099632266,0.20756478293028602,5.082574999999994
IVFNSGAIII,MaF2,MaF,2,11,5007,0.002006240901151139,0.2075653490624635,4.266115999999994
IVFNSGAIII,MaF2,MaF,2,11,5008,0.002006281944654134,0.20756493949393195,4.919752
IVFNSGAIII,MaF2,MaF,2,11,5009,0.002006243692427479,0.20756514296569611,4.614514999999998
IVFNSGAIII,MaF2,MaF,2,11,5010,0.0020065218332161704,0.20756397351377465,4.406033999999999
IVFNSGAIII,MaF2,MaF,2,11,5011,0.0020062317964391015,0.2075656157852073,3.693087999999999
IVFNSGAIII,MaF2,MaF,2,11,5012,0.002018679675313804,0.20751009213594798,3.459613999999996
IVFNSGAIII,MaF2,MaF,2,11,5013,0.002006238814834919,0.2075651276858062,3.6535940000000005
IVFNSGAIII,MaF2,MaF,2,11,5014,0.0020063068332290684,0.2075644729359133,4.141980999999997
IVFNSGAIII,MaF2,MaF,2,11,5015,0.0020062895487960967,0.20756445695625045,4.48365
IVFNSGAIII,MaF2,MaF,2,11,5016,0.0020062849254645727,0.20756453063371638,3.9792149999999986
IVFNSGAIII,MaF2,MaF,2,11,5017,0.002006275707932992,0.20756383284932767,3.441331000000004
IVFNSGAIII,MaF2,MaF,2,11,5018,0.0020062423227943035,0.20756524753397265,4.007363000000001
IVFNSGAIII,MaF2,MaF,2,11,5019,0.002006244757385697,0.20756506614857664,4.870571999999996
IVFNSGAIII,MaF2,MaF,2,11,5020,0.002006327289489748,0.20756437212807477,4.505796999999995
IVFNSGAIII,MaF2,MaF,2,11,5021,0.0020083963333092,0.20754865965066455,4.580723
IVFNSGAIII,MaF2,MaF,2,11,5022,0.0020063205246489244,0.2075644581620465,3.7336609999999975
IVFNSGAIII,MaF2,MaF,2,11,5023,0.0020062336071668945,0.20756548201586703,4.248891999999999
IVFNSGAIII,MaF2,MaF,2,11,5024,0.0020064355085429772,0.20756288417554714,3.577662000000005
IVFNSGAIII,MaF2,MaF,2,11,5025,0.0020062234103204605,0.20756565003982944,5.253085000000005
IVFNSGAIII,MaF2,MaF,2,11,5026,0.0020062611145497096,0.20756503805214715,4.175905000000007
IVFNSGAIII,MaF2,MaF,2,11,5027,0.002006234662902856,0.20756538096077903,3.7700930000000037
IVFNSGAIII,MaF2,MaF,2,11,5028,0.002006261556177555,0.20756495680648865,4.0384660000000006
IVFNSGAIII,MaF2,MaF,2,11,5029,0.002006298650447426,0.2075646257569261,3.724542000000002
IVFNSGAIII,MaF2,MaF,2,11,5030,0.0020062411812818547,0.20756529960204906,3.9492559999999948
IVFNSGAIII,MaF2,MaF,3,12,5001,0.03602054746807034,0.23831578578138543,3.500849999999997
IVFNSGAIII,MaF2,MaF,3,12,5002,0.03501866467254733,0.2387615362734551,3.8026920000000004
IVFNSGAIII,MaF2,MaF,3,12,5003,0.03465754396458892,0.23779164881041442,4.616809999999997
IVFNSGAIII,MaF2,MaF,3,12,5004,0.03509170338950447,0.2381031376082173,3.976544000000002
IVFNSGAIII,MaF2,MaF,3,12,5005,0.03441715217701054,0.2401859024550003,4.822756000000003
IVFNSGAIII,MaF2,MaF,3,12,5006,0.035857461349214664,0.23730897699379497,4.285839999999996
IVFNSGAIII,MaF2,MaF,3,12,5007,0.036070188302431576,0.2396739676865426,4.119500000000001
IVFNSGAIII,MaF2,MaF,3,12,5008,0.03501700277514654,0.23933832465817834,3.852379999999998
IVFNSGAIII,MaF2,MaF,3,12,5009,0.03437906652147383,0.23708401119667638,3.780583999999997
IVFNSGAIII,MaF2,MaF,3,12,5010,0.036158025126361674,0.2372381402275501,3.5876679999999976
IVFNSGAIII,MaF2,MaF,3,12,5011,0.03592851913812537,0.23693689569720977,5.158694999999995
IVFNSGAIII,MaF2,MaF,3,12,5012,0.0365156259961919,0.2384515156455003,4.137473000000004
IVFNSGAIII,MaF2,MaF,3,12,5013,0.03533971781782608,0.23906343356463564,3.794537
IVFNSGAIII,MaF2,MaF,3,12,5014,0.03653400454163945,0.23677480811327828,3.916553999999998
IVFNSGAIII,MaF2,MaF,3,12,5015,0.037464271180926455,0.23753733652250297,5.316164000000009
IVFNSGAIII,MaF2,MaF,3,12,5016,0.036138409294172974,0.2358119781213528,4.627375000000003
IVFNSGAIII,MaF2,MaF,3,12,5017,0.03570934497562822,0.23707980163037604,3.5924040000000006
IVFNSGAIII,MaF2,MaF,3,12,5018,0.035323051261981056,0.2366496358022388,4.157324
IVFNSGAIII,MaF2,MaF,3,12,5019,0.03718796272704427,0.23732663378055807,4.055409999999996
IVFNSGAIII,MaF2,MaF,3,12,5020,0.03696395149703969,0.2365821674527693,4.066531
IVFNSGAIII,MaF2,MaF,3,12,5021,0.03637940310274812,0.23851090768186556,4.581386000000003
IVFNSGAIII,MaF2,MaF,3,12,5022,0.03432189227400371,0.23818965965720307,4.256382
IVFNSGAIII,MaF2,MaF,3,12,5023,0.036629103363837914,0.23684238869134014,4.434345000000008
IVFNSGAIII,MaF2,MaF,3,12,5024,0.03491539794206804,0.2389319620365789,4.451166000000002
IVFNSGAIII,MaF2,MaF,3,12,5025,0.03484712374100639,0.23828811873885744,4.086746000000003
IVFNSGAIII,MaF2,MaF,3,12,5026,0.03570149749854621,0.238073140064569,3.9544300000000017
IVFNSGAIII,MaF2,MaF,3,12,5027,0.03727477205629819,0.2362434906108752,4.510068000000003
IVFNSGAIII,MaF2,MaF,3,12,5028,0.03776923576757824,0.23652699245343323,3.4106520000000007
IVFNSGAIII,MaF2,MaF,3,12,5029,0.03610131194483648,0.23614584516217743,3.289911000000002
IVFNSGAIII,MaF2,MaF,3,12,5030,0.036643051748785814,0.23912950813295336,3.946339999999996
IVFNSGAIII,MaF3,MaF,2,11,5001,0.005991530086124824,0.7197914322660958,3.6906649999999996
IVFNSGAIII,MaF3,MaF,2,11,5002,0.006210592387214218,0.7191956317527796,3.895200000000001
IVFNSGAIII,MaF3,MaF,2,11,5003,0.006234131515429621,0.7191195750090046,3.5732079999999997
