algo,problem,group,M,D,run,IGD,HV,runtime
IVFNSGAII,DTLZ1,DTLZ,2,6,4028,0.0024355290998665565,0.5810545689750672,2.146259
IVFNSGAII,DTLZ1,DTLZ,2,6,4029,0.0021910533674519956,0.5816224609822085,2.2027760000000014
IVFNSGAII,DTLZ1,DTLZ,2,6,4030,0.002168421394899115,0.5816676809583406,2.484967999999996
IVFNSGAII,DTLZ1,DTLZ,3,7,4001,0.02734916332140319,0.8246156581864398,2.253762000000003
IVFNSGAII,DTLZ1,DTLZ,3,7,4002,0.027895938971219014,0.8251162824968127,2.269917999999997
IVFNSGAII,DTLZ1,DTLZ,3,7,4003,0.027092406774132143,0.8235537781022452,1.8758070000000016
IVFNSGAII,DTLZ1,DTLZ,3,7,4004,0.025374575119162975,0.8255251528860285,2.248547999999997
IVFNSGAII,DTLZ1,DTLZ,3,7,4005,0.029289167601641863,0.8190826391959477,1.8588620000000002
IVFNSGAII,DTLZ1,DTLZ,3,7,4006,0.02628039819976583,0.8294099712014367,1.8843449999999986
IVFNSGAII,DTLZ1,DTLZ,3,7,4007,0.027265746271528602,0.8255781932272082,1.9539459999999982
IVFNSGAII,DTLZ1,DTLZ,3,7,4008,0.02672201386785889,0.8229350056658049,1.8352139999999983
IVFNSGAII,DTLZ1,DTLZ,3,7,4009,0.02649072218996204,0.8259681024466852,1.8427190000000009
IVFNSGAII,DTLZ1,DTLZ,3,7,4010,0.027018206502808697,0.8297526051006517,2.400030999999999
IVFNSGAII,DTLZ1,DTLZ,3,7,4011,0.02806484214788851,0.8165365979149725,1.9408039999999995
IVFNSGAII,DTLZ1,DTLZ,3,7,4012,0.02738953473215949,0.8284009123186727,2.063514999999998
IVFNSGAII,DTLZ1,DTLZ,3,7,4013,0.027952226531239965,0.824474866087164,1.869061999999998
IVFNSGAII,DTLZ1,DTLZ,3,7,4014,0.026780462608837884,0.8236878437990837,1.9615560000000014
