Grupo,Algoritmo,Problema,Run,M,D,Spacing,arquivo_original
MaF,IVFSPEA2,MaF4,15,M2,D11,0.00901006751602236,IVFSPEA2_MaF4_M2_D11_15.mat
MaF,IVFSPEA2,MaF4,16,M2,D11,0.008442191096746394,IVFSPEA2_MaF4_M2_D11_16.mat
MaF,IVFSPEA2,MaF4,17,M2,D11,0.010755535371609799,IVFSPEA2_MaF4_M2_D11_17.mat
MaF,IVFSPEA2,MaF4,18,M2,D11,0.009511697510786612,IVFSPEA2_MaF4_M2_D11_18.mat
MaF,IVFSPEA2,MaF4,19,M2,D11,0.007786583049954412,IVFSPEA2_MaF4_M2_D11_19.mat
MaF,IVFSPEA2,MaF4,20,M2,D11,0.008004141430575488,IVFSPEA2_MaF4_M2_D11_20.mat
MaF,IVFSPEA2,MaF4,21,M2,D11,0.011313795502662838,IVFSPEA2_MaF4_M2_D11_21.mat
MaF,IVFSPEA2,MaF4,22,M2,D11,0.007459335978383939,IVFSPEA2_MaF4_M2_D11_22.mat
MaF,IVFSPEA2,MaF4,23,M2,D11,0.009486753764130405,IVFSPEA2_MaF4_M2_D11_23.mat
MaF,IVFSPEA2,MaF4,24,M2,D11,0.009665818274362649,IVFSPEA2_MaF4_M2_D11_24.mat
MaF,IVFSPEA2,MaF4,25,M2,D11,0.009317271930239414,IVFSPEA2_MaF4_M2_D11_25.mat
MaF,IVFSPEA2,MaF4,26,M2,D11,0.008680615381859533,IVFSPEA2_MaF4_M2_D11_26.mat
MaF,IVFSPEA2,MaF4,27,M2,D11,0.0114309292691689,IVFSPEA2_MaF4_M2_D11_27.mat
MaF,IVFSPEA2,MaF4,28,M2,D11,0.009444428048076254,IVFSPEA2_MaF4_M2_D11_28.mat
MaF,IVFSPEA2,MaF4,29,M2,D11,0.007807912299460046,IVFSPEA2_MaF4_M2_D11_29.mat
MaF,IVFSPEA2,MaF4,30,M2,D11,0.008657880371244852,IVFSPEA2_MaF4_M2_D11_30.mat
MaF,IVFSPEA2,MaF4,31,M2,D11,0.009527124538198383,IVFSPEA2_MaF4_M2_D11_31.mat
MaF,IVFSPEA2,MaF4,32,M2,D11,0.007196651782287282,IVFSPEA2_MaF4_M2_D11_32.mat
MaF,IVFSPEA2,MaF4,33,M2,D11,0.011823227449021447,IVFSPEA2_MaF4_M2_D11_33.mat
MaF,IVFSPEA2,MaF4,34,M2,D11,0.009440849098533306,IVFSPEA2_MaF4_M2_D11_34.mat
MaF,IVFSPEA2,MaF4,35,M2,D11,0.010131193200551905,IVFSPEA2_MaF4_M2_D11_35.mat
MaF,IVFSPEA2,MaF4,36,M2,D11,0.009601016837684601,IVFSPEA2_MaF4_M2_D11_36.mat
MaF,IVFSPEA2,MaF4,37,M2,D11,0.008170997633705086,IVFSPEA2_MaF4_M2_D11_37.mat
MaF,IVFSPEA2,MaF4,38,M2,D11,0.010633408485502949,IVFSPEA2_MaF4_M2_D11_38.mat
MaF,IVFSPEA2,MaF4,39,M2,D11,0.009170210437706708,IVFSPEA2_MaF4_M2_D11_39.mat
MaF,IVFSPEA2,MaF4,40,M2,D11,0.008868468838107197,IVFSPEA2_MaF4_M2_D11_40.mat
MaF,IVFSPEA2,MaF4,41,M2,D11,0.011714849001361896,IVFSPEA2_MaF4_M2_D11_41.mat
MaF,IVFSPEA2,MaF4,42,M2,D11,0.008247170366008461,IVFSPEA2_MaF4_M2_D11_42.mat
MaF,IVFSPEA2,MaF4,43,M2,D11,0.009213840124372182,IVFSPEA2_MaF4_M2_D11_43.mat
MaF,IVFSPEA2,MaF4,44,M2,D11,0.010038019970959182,IVFSPEA2_MaF4_M2_D11_44.mat
MaF,IVFSPEA2,MaF4,45,M2,D11,0.010579394262484025,IVFSPEA2_MaF4_M2_D11_45.mat
MaF,IVFSPEA2,MaF4,46,M2,D11,0.0077673566801054975,IVFSPEA2_MaF4_M2_D11_46.mat
MaF,IVFSPEA2,MaF4,47,M2,D11,0.007748760061108865,IVFSPEA2_MaF4_M2_D11_47.mat
MaF,IVFSPEA2,MaF4,48,M2,D11,0.008601182130204407,IVFSPEA2_MaF4_M2_D11_48.mat
MaF,IVFSPEA2,MaF4,49,M2,D11,0.00970979064934956,IVFSPEA2_MaF4_M2_D11_49.mat
MaF,IVFSPEA2,MaF4,50,M2,D11,0.010420459571244035,IVFSPEA2_MaF4_M2_D11_50.mat
MaF,IVFSPEA2,MaF4,51,M2,D11,0.008108524669676877,IVFSPEA2_MaF4_M2_D11_51.mat
MaF,IVFSPEA2,MaF4,52,M2,D11,0.010826085115631436,IVFSPEA2_MaF4_M2_D11_52.mat
MaF,IVFSPEA2,MaF4,53,M2,D11,0.008830448266213917,IVFSPEA2_MaF4_M2_D11_53.mat
MaF,IVFSPEA2,MaF4,54,M2,D11,0.01006577528020123,IVFSPEA2_MaF4_M2_D11_54.mat
MaF,IVFSPEA2,MaF4,55,M2,D11,0.011556905192353736,IVFSPEA2_MaF4_M2_D11_55.mat
MaF,IVFSPEA2,MaF4,56,M2,D11,0.008175377847761175,IVFSPEA2_MaF4_M2_D11_56.mat
MaF,IVFSPEA2,MaF4,57,M2,D11,0.009793209082708101,IVFSPEA2_MaF4_M2_D11_57.mat
MaF,IVFSPEA2,MaF4,58,M2,D11,0.007840000284744547,IVFSPEA2_MaF4_M2_D11_58.mat
MaF,IVFSPEA2,MaF4,59,M2,D11,0.008682240934396011,IVFSPEA2_MaF4_M2_D11_59.mat
MaF,IVFSPEA2,MaF4,60,M2,D11,0.009465833779282609,IVFSPEA2_MaF4_M2_D11_60.mat
MaF,IVFSPEA2,MaF5,1,M2,D11,0.01024044777427929,IVFSPEA2_MaF5_M2_D11_1.mat
MaF,IVFSPEA2,MaF5,2,M2,D11,0.011543645042464105,IVFSPEA2_MaF5_M2_D11_2.mat
MaF,IVFSPEA2,MaF5,3,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_3.mat
MaF,IVFSPEA2,MaF5,4,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_4.mat
MaF,IVFSPEA2,MaF5,5,M2,D11,0.009730109246722364,IVFSPEA2_MaF5_M2_D11_5.mat
MaF,IVFSPEA2,MaF5,6,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_6.mat
MaF,IVFSPEA2,MaF5,7,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_7.mat
MaF,IVFSPEA2,MaF5,8,M2,D11,0.008946086703302167,IVFSPEA2_MaF5_M2_D11_8.mat
MaF,IVFSPEA2,MaF5,9,M2,D11,0.01029454799293612,IVFSPEA2_MaF5_M2_D11_9.mat
MaF,IVFSPEA2,MaF5,10,M2,D11,0.012588797894163768,IVFSPEA2_MaF5_M2_D11_10.mat
MaF,IVFSPEA2,MaF5,11,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_11.mat
MaF,IVFSPEA2,MaF5,12,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_12.mat
MaF,IVFSPEA2,MaF5,13,M2,D11,,IVFSPEA2_MaF5_M2_D11_13.mat
MaF,IVFSPEA2,MaF5,14,M2,D11,0.009826038590168939,IVFSPEA2_MaF5_M2_D11_14.mat
MaF,IVFSPEA2,MaF5,15,M2,D11,0.010149085115269454,IVFSPEA2_MaF5_M2_D11_15.mat
MaF,IVFSPEA2,MaF5,16,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_16.mat
MaF,IVFSPEA2,MaF5,17,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_17.mat
MaF,IVFSPEA2,MaF5,18,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_18.mat
MaF,IVFSPEA2,MaF5,19,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_19.mat
MaF,IVFSPEA2,MaF5,20,M2,D11,0.009247198519868651,IVFSPEA2_MaF5_M2_D11_20.mat
MaF,IVFSPEA2,MaF5,21,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_21.mat
MaF,IVFSPEA2,MaF5,22,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_22.mat
MaF,IVFSPEA2,MaF5,23,M2,D11,0.008531104624965303,IVFSPEA2_MaF5_M2_D11_23.mat
MaF,IVFSPEA2,MaF5,24,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_24.mat
MaF,IVFSPEA2,MaF5,25,M2,D11,0.007586554140401608,IVFSPEA2_MaF5_M2_D11_25.mat
MaF,IVFSPEA2,MaF5,26,M2,D11,0.010323289407693302,IVFSPEA2_MaF5_M2_D11_26.mat
MaF,IVFSPEA2,MaF5,27,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_27.mat
MaF,IVFSPEA2,MaF5,28,M2,D11,0.009259683810988888,IVFSPEA2_MaF5_M2_D11_28.mat
MaF,IVFSPEA2,MaF5,29,M2,D11,0.008917076470667256,IVFSPEA2_MaF5_M2_D11_29.mat
MaF,IVFSPEA2,MaF5,30,M2,D11,0.0092814575912591,IVFSPEA2_MaF5_M2_D11_30.mat
MaF,IVFSPEA2,MaF5,31,M2,D11,0.010807258865003092,IVFSPEA2_MaF5_M2_D11_31.mat
MaF,IVFSPEA2,MaF5,32,M2,D11,0.010076495618417091,IVFSPEA2_MaF5_M2_D11_32.mat
MaF,IVFSPEA2,MaF5,33,M2,D11,0.00909388687223676,IVFSPEA2_MaF5_M2_D11_33.mat
MaF,IVFSPEA2,MaF5,34,M2,D11,0.009978367172570564,IVFSPEA2_MaF5_M2_D11_34.mat
MaF,IVFSPEA2,MaF5,35,M2,D11,0.010389522294637837,IVFSPEA2_MaF5_M2_D11_35.mat
MaF,IVFSPEA2,MaF5,36,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_36.mat
MaF,IVFSPEA2,MaF5,37,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_37.mat
MaF,IVFSPEA2,MaF5,38,M2,D11,0.009056822411888274,IVFSPEA2_MaF5_M2_D11_38.mat
MaF,IVFSPEA2,MaF5,39,M2,D11,0.009197017004431802,IVFSPEA2_MaF5_M2_D11_39.mat
MaF,IVFSPEA2,MaF5,40,M2,D11,0.009363067987929746,IVFSPEA2_MaF5_M2_D11_40.mat
MaF,IVFSPEA2,MaF5,41,M2,D11,0.010217039514716983,IVFSPEA2_MaF5_M2_D11_41.mat
MaF,IVFSPEA2,MaF5,42,M2,D11,0.009211397339046275,IVFSPEA2_MaF5_M2_D11_42.mat
MaF,IVFSPEA2,MaF5,43,M2,D11,0.00941017917162015,IVFSPEA2_MaF5_M2_D11_43.mat
MaF,IVFSPEA2,MaF5,44,M2,D11,0.01150699173384813,IVFSPEA2_MaF5_M2_D11_44.mat
MaF,IVFSPEA2,MaF5,45,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_45.mat
MaF,IVFSPEA2,MaF5,46,M2,D11,0.009545228486337352,IVFSPEA2_MaF5_M2_D11_46.mat
MaF,IVFSPEA2,MaF5,47,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_47.mat
MaF,IVFSPEA2,MaF5,48,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_48.mat
MaF,IVFSPEA2,MaF5,49,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_49.mat
MaF,IVFSPEA2,MaF5,50,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_50.mat
MaF,IVFSPEA2,MaF5,51,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_51.mat
MaF,IVFSPEA2,MaF5,52,M2,D11,0.010839655249881978,IVFSPEA2_MaF5_M2_D11_52.mat
MaF,IVFSPEA2,MaF5,53,M2,D11,0.010432891797952844,IVFSPEA2_MaF5_M2_D11_53.mat
MaF,IVFSPEA2,MaF5,54,M2,D11,0.01135480359437444,IVFSPEA2_MaF5_M2_D11_54.mat
MaF,IVFSPEA2,MaF5,55,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_55.mat
MaF,IVFSPEA2,MaF5,56,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_56.mat
MaF,IVFSPEA2,MaF5,57,M2,D11,0.008415325699675855,IVFSPEA2_MaF5_M2_D11_57.mat
MaF,IVFSPEA2,MaF5,58,M2,D11,0.011593945266008049,IVFSPEA2_MaF5_M2_D11_58.mat
MaF,IVFSPEA2,MaF5,59,M2,D11,0.0,IVFSPEA2_MaF5_M2_D11_59.mat
MaF,IVFSPEA2,MaF5,60,M2,D11,0.008676405635905536,IVFSPEA2_MaF5_M2_D11_60.mat
MaF,IVFSPEA2,MaF6,1,M2,D11,0.0033167654055396532,IVFSPEA2_MaF6_M2_D11_1.mat
MaF,IVFSPEA2,MaF6,2,M2,D11,0.0029765988507882675,IVFSPEA2_MaF6_M2_D11_2.mat
MaF,IVFSPEA2,MaF6,3,M2,D11,0.003325802411663053,IVFSPEA2_MaF6_M2_D11_3.mat
MaF,IVFSPEA2,MaF6,4,M2,D11,0.00319706519366674,IVFSPEA2_MaF6_M2_D11_4.mat
MaF,IVFSPEA2,MaF6,5,M2,D11,0.0033585251792213134,IVFSPEA2_MaF6_M2_D11_5.mat
MaF,IVFSPEA2,MaF6,6,M2,D11,0.0031596876530865636,IVFSPEA2_MaF6_M2_D11_6.mat
MaF,IVFSPEA2,MaF6,7,M2,D11,0.0026187309515988896,IVFSPEA2_MaF6_M2_D11_7.mat
MaF,IVFSPEA2,MaF6,8,M2,D11,0.0030661635685349485,IVFSPEA2_MaF6_M2_D11_8.mat
MaF,IVFSPEA2,MaF6,9,M2,D11,0.0028581747285906776,IVFSPEA2_MaF6_M2_D11_9.mat
MaF,IVFSPEA2,MaF6,10,M2,D11,0.0027829815763243337,IVFSPEA2_MaF6_M2_D11_10.mat
MaF,IVFSPEA2,MaF6,11,M2,D11,0.0028029760482013505,IVFSPEA2_MaF6_M2_D11_11.mat
MaF,IVFSPEA2,MaF6,12,M2,D11,0.0025258576697296843,IVFSPEA2_MaF6_M2_D11_12.mat
MaF,IVFSPEA2,MaF6,13,M2,D11,0.0030540408286860075,IVFSPEA2_MaF6_M2_D11_13.mat
MaF,IVFSPEA2,MaF6,14,M2,D11,0.00318258130273527,IVFSPEA2_MaF6_M2_D11_14.mat
MaF,IVFSPEA2,MaF6,15,M2,D11,0.003340902844385906,IVFSPEA2_MaF6_M2_D11_15.mat
MaF,IVFSPEA2,MaF6,16,M2,D11,0.002972849946035438,IVFSPEA2_MaF6_M2_D11_16.mat
MaF,IVFSPEA2,MaF6,17,M2,D11,0.0029272571133185056,IVFSPEA2_MaF6_M2_D11_17.mat
MaF,IVFSPEA2,MaF6,18,M2,D11,0.0028618149194125637,IVFSPEA2_MaF6_M2_D11_18.mat
MaF,IVFSPEA2,MaF6,19,M2,D11,0.0033998705569990273,IVFSPEA2_MaF6_M2_D11_19.mat
MaF,IVFSPEA2,MaF6,20,M2,D11,0.0024552403533766314,IVFSPEA2_MaF6_M2_D11_20.mat
MaF,IVFSPEA2,MaF6,21,M2,D11,0.0028717206605889823,IVFSPEA2_MaF6_M2_D11_21.mat
MaF,IVFSPEA2,MaF6,22,M2,D11,0.0037930417667394146,IVFSPEA2_MaF6_M2_D11_22.mat
MaF,IVFSPEA2,MaF6,23,M2,D11,0.003075938677823743,IVFSPEA2_MaF6_M2_D11_23.mat
MaF,IVFSPEA2,MaF6,24,M2,D11,0.0027628208445516175,IVFSPEA2_MaF6_M2_D11_24.mat
MaF,IVFSPEA2,MaF6,25,M2,D11,0.00305500045836378,IVFSPEA2_MaF6_M2_D11_25.mat
MaF,IVFSPEA2,MaF6,26,M2,D11,0.003045630083777997,IVFSPEA2_MaF6_M2_D11_26.mat
MaF,IVFSPEA2,MaF6,27,M2,D11,0.0031012343191038974,IVFSPEA2_MaF6_M2_D11_27.mat
MaF,IVFSPEA2,MaF6,28,M2,D11,0.0027941850545020784,IVFSPEA2_MaF6_M2_D11_28.mat
MaF,IVFSPEA2,MaF6,29,M2,D11,0.0034582853804189114,IVFSPEA2_MaF6_M2_D11_29.mat
MaF,IVFSPEA2,MaF6,30,M2,D11,0.0032473725975768392,IVFSPEA2_MaF6_M2_D11_30.mat
MaF,IVFSPEA2,MaF6,31,M2,D11,0.0030722858815704435,IVFSPEA2_MaF6_M2_D11_31.mat
MaF,IVFSPEA2,MaF6,32,M2,D11,0.0031143700501104162,IVFSPEA2_MaF6_M2_D11_32.mat
MaF,IVFSPEA2,MaF6,33,M2,D11,0.003084004309685318,IVFSPEA2_MaF6_M2_D11_33.mat
MaF,IVFSPEA2,MaF6,34,M2,D11,0.003282607254060734,IVFSPEA2_MaF6_M2_D11_34.mat
MaF,IVFSPEA2,MaF6,35,M2,D11,0.0025571698874821483,IVFSPEA2_MaF6_M2_D11_35.mat
MaF,IVFSPEA2,MaF6,36,M2,D11,0.002932182986930638,IVFSPEA2_MaF6_M2_D11_36.mat
MaF,IVFSPEA2,MaF6,37,M2,D11,0.0032864910948582405,IVFSPEA2_MaF6_M2_D11_37.mat
MaF,IVFSPEA2,MaF6,38,M2,D11,0.00325495202028252,IVFSPEA2_MaF6_M2_D11_38.mat
MaF,IVFSPEA2,MaF6,39,M2,D11,0.0031952900007034585,IVFSPEA2_MaF6_M2_D11_39.mat
MaF,IVFSPEA2,MaF6,40,M2,D11,0.0033075262511135656,IVFSPEA2_MaF6_M2_D11_40.mat
MaF,IVFSPEA2,MaF6,41,M2,D11,0.00222401253131032,IVFSPEA2_MaF6_M2_D11_41.mat
MaF,IVFSPEA2,MaF6,42,M2,D11,0.0028411836520930867,IVFSPEA2_MaF6_M2_D11_42.mat
MaF,IVFSPEA2,MaF6,43,M2,D11,0.0032229687534281104,IVFSPEA2_MaF6_M2_D11_43.mat
MaF,IVFSPEA2,MaF6,44,M2,D11,0.003265108855059314,IVFSPEA2_MaF6_M2_D11_44.mat
MaF,IVFSPEA2,MaF6,45,M2,D11,0.002848250943764766,IVFSPEA2_MaF6_M2_D11_45.mat
MaF,IVFSPEA2,MaF6,46,M2,D11,0.003174950137116909,IVFSPEA2_MaF6_M2_D11_46.mat
MaF,IVFSPEA2,MaF6,47,M2,D11,0.003021144191272216,IVFSPEA2_MaF6_M2_D11_47.mat
MaF,IVFSPEA2,MaF6,48,M2,D11,0.003303852000537191,IVFSPEA2_MaF6_M2_D11_48.mat
MaF,IVFSPEA2,MaF6,49,M2,D11,0.0031282247619404033,IVFSPEA2_MaF6_M2_D11_49.mat
MaF,IVFSPEA2,MaF6,50,M2,D11,0.003107468961277997,IVFSPEA2_MaF6_M2_D11_50.mat
MaF,IVFSPEA2,MaF6,51,M2,D11,0.003213637496497794,IVFSPEA2_MaF6_M2_D11_51.mat
MaF,IVFSPEA2,MaF6,52,M2,D11,0.003461382197100983,IVFSPEA2_MaF6_M2_D11_52.mat
MaF,IVFSPEA2,MaF6,53,M2,D11,0.002809829538168323,IVFSPEA2_MaF6_M2_D11_53.mat
MaF,IVFSPEA2,MaF6,54,M2,D11,0.002734679720516359,IVFSPEA2_MaF6_M2_D11_54.mat
MaF,IVFSPEA2,MaF6,55,M2,D11,0.0025306455847435233,IVFSPEA2_MaF6_M2_D11_55.mat
MaF,IVFSPEA2,MaF6,56,M2,D11,0.0032206848805554685,IVFSPEA2_MaF6_M2_D11_56.mat
MaF,IVFSPEA2,MaF6,57,M2,D11,0.0033487887521358884,IVFSPEA2_MaF6_M2_D11_57.mat
MaF,IVFSPEA2,MaF6,58,M2,D11,0.0031563450362896636,IVFSPEA2_MaF6_M2_D11_58.mat
MaF,IVFSPEA2,MaF6,59,M2,D11,0.002669586825083293,IVFSPEA2_MaF6_M2_D11_59.mat
MaF,IVFSPEA2,MaF6,60,M2,D11,0.002917083635300676,IVFSPEA2_MaF6_M2_D11_60.mat
MaF,IVFSPEA2,MaF7,1,M2,D21,0.003603622895639761,IVFSPEA2_MaF7_M2_D21_1.mat
MaF,IVFSPEA2,MaF7,2,M2,D21,0.003453765317651046,IVFSPEA2_MaF7_M2_D21_2.mat
MaF,IVFSPEA2,MaF7,3,M2,D21,0.004315130073572295,IVFSPEA2_MaF7_M2_D21_3.mat
MaF,IVFSPEA2,MaF7,4,M2,D21,0.0038963166407050207,IVFSPEA2_MaF7_M2_D21_4.mat
MaF,IVFSPEA2,MaF7,5,M2,D21,0.0038307303685446684,IVFSPEA2_MaF7_M2_D21_5.mat
MaF,IVFSPEA2,MaF7,6,M2,D21,0.0025612600600633164,IVFSPEA2_MaF7_M2_D21_6.mat
MaF,IVFSPEA2,MaF7,7,M2,D21,0.0037960316620690476,IVFSPEA2_MaF7_M2_D21_7.mat
MaF,IVFSPEA2,MaF7,8,M2,D21,0.003398565489031642,IVFSPEA2_MaF7_M2_D21_8.mat
MaF,IVFSPEA2,MaF7,9,M2,D21,0.003876833869635888,IVFSPEA2_MaF7_M2_D21_9.mat
MaF,IVFSPEA2,MaF7,10,M2,D21,0.0029905027921138944,IVFSPEA2_MaF7_M2_D21_10.mat
MaF,IVFSPEA2,MaF7,11,M2,D21,0.002918363918892293,IVFSPEA2_MaF7_M2_D21_11.mat
MaF,IVFSPEA2,MaF7,12,M2,D21,0.00368680316939324,IVFSPEA2_MaF7_M2_D21_12.mat
MaF,IVFSPEA2,MaF7,13,M2,D21,0.0033421449136710607,IVFSPEA2_MaF7_M2_D21_13.mat
MaF,IVFSPEA2,MaF7,14,M2,D21,0.003004905980371892,IVFSPEA2_MaF7_M2_D21_14.mat
MaF,IVFSPEA2,MaF7,15,M2,D21,0.003486094229666055,IVFSPEA2_MaF7_M2_D21_15.mat
MaF,IVFSPEA2,MaF7,16,M2,D21,0.003450017216867877,IVFSPEA2_MaF7_M2_D21_16.mat
MaF,IVFSPEA2,MaF7,17,M2,D21,0.002809906193531867,IVFSPEA2_MaF7_M2_D21_17.mat
MaF,IVFSPEA2,MaF7,18,M2,D21,0.004006464577336052,IVFSPEA2_MaF7_M2_D21_18.mat
MaF,IVFSPEA2,MaF7,19,M2,D21,0.003810781999690131,IVFSPEA2_MaF7_M2_D21_19.mat
MaF,IVFSPEA2,MaF7,20,M2,D21,0.003928733464622822,IVFSPEA2_MaF7_M2_D21_20.mat
MaF,IVFSPEA2,MaF7,21,M2,D21,0.0037398879342927086,IVFSPEA2_MaF7_M2_D21_21.mat
MaF,IVFSPEA2,MaF7,22,M2,D21,0.0036621399674573777,IVFSPEA2_MaF7_M2_D21_22.mat
MaF,IVFSPEA2,MaF7,23,M2,D21,0.003652955639630213,IVFSPEA2_MaF7_M2_D21_23.mat
MaF,IVFSPEA2,MaF7,24,M2,D21,0.0036019663555188534,IVFSPEA2_MaF7_M2_D21_24.mat
MaF,IVFSPEA2,MaF7,25,M2,D21,0.004044075726688995,IVFSPEA2_MaF7_M2_D21_25.mat
MaF,IVFSPEA2,MaF7,26,M2,D21,0.0032119330572689406,IVFSPEA2_MaF7_M2_D21_26.mat
MaF,IVFSPEA2,MaF7,27,M2,D21,0.0032543980904342,IVFSPEA2_MaF7_M2_D21_27.mat
MaF,IVFSPEA2,MaF7,28,M2,D21,0.0035829048940591436,IVFSPEA2_MaF7_M2_D21_28.mat
MaF,IVFSPEA2,MaF7,29,M2,D21,0.003517002225925772,IVFSPEA2_MaF7_M2_D21_29.mat
MaF,IVFSPEA2,MaF7,30,M2,D21,0.0032693707408449403,IVFSPEA2_MaF7_M2_D21_30.mat
MaF,IVFSPEA2,MaF7,31,M2,D21,0.0010175755851644641,IVFSPEA2_MaF7_M2_D21_31.mat
MaF,IVFSPEA2,MaF7,32,M2,D21,0.003976425957629073,IVFSPEA2_MaF7_M2_D21_32.mat
MaF,IVFSPEA2,MaF7,33,M2,D21,0.003477584377344939,IVFSPEA2_MaF7_M2_D21_33.mat
MaF,IVFSPEA2,MaF7,34,M2,D21,0.004215007262476939,IVFSPEA2_MaF7_M2_D21_34.mat
MaF,IVFSPEA2,MaF7,35,M2,D21,0.003413300668843175,IVFSPEA2_MaF7_M2_D21_35.mat
MaF,IVFSPEA2,MaF7,36,M2,D21,0.00436825325342189,IVFSPEA2_MaF7_M2_D21_36.mat
MaF,IVFSPEA2,MaF7,37,M2,D21,0.0032911676317988778,IVFSPEA2_MaF7_M2_D21_37.mat
MaF,IVFSPEA2,MaF7,38,M2,D21,0.003786675971512981,IVFSPEA2_MaF7_M2_D21_38.mat
MaF,IVFSPEA2,MaF7,39,M2,D21,0.003556691881430084,IVFSPEA2_MaF7_M2_D21_39.mat
MaF,IVFSPEA2,MaF7,40,M2,D21,0.0033626245751517936,IVFSPEA2_MaF7_M2_D21_40.mat
MaF,IVFSPEA2,MaF7,41,M2,D21,0.003930767390832094,IVFSPEA2_MaF7_M2_D21_41.mat
MaF,IVFSPEA2,MaF7,42,M2,D21,0.0036143198863494343,IVFSPEA2_MaF7_M2_D21_42.mat
MaF,IVFSPEA2,MaF7,43,M2,D21,0.0038120139440710296,IVFSPEA2_MaF7_M2_D21_43.mat
MaF,IVFSPEA2,MaF7,44,M2,D21,0.003938902886054095,IVFSPEA2_MaF7_M2_D21_44.mat
MaF,IVFSPEA2,MaF7,45,M2,D21,0.003226196624268072,IVFSPEA2_MaF7_M2_D21_45.mat
MaF,IVFSPEA2,MaF7,46,M2,D21,0.0032206124439776726,IVFSPEA2_MaF7_M2_D21_46.mat
MaF,IVFSPEA2,MaF7,47,M2,D21,0.0039034007842110576,IVFSPEA2_MaF7_M2_D21_47.mat
MaF,IVFSPEA2,MaF7,48,M2,D21,0.003412390046998366,IVFSPEA2_MaF7_M2_D21_48.mat
MaF,IVFSPEA2,MaF7,49,M2,D21,0.004193771413533827,IVFSPEA2_MaF7_M2_D21_49.mat
MaF,IVFSPEA2,MaF7,50,M2,D21,0.0033709685890005226,IVFSPEA2_MaF7_M2_D21_50.mat
MaF,IVFSPEA2,MaF7,51,M2,D21,0.0035794354333792116,IVFSPEA2_MaF7_M2_D21_51.mat
MaF,IVFSPEA2,MaF7,52,M2,D21,0.0035388863789043244,IVFSPEA2_MaF7_M2_D21_52.mat
MaF,IVFSPEA2,MaF7,53,M2,D21,0.003371693373043148,IVFSPEA2_MaF7_M2_D21_53.mat
MaF,IVFSPEA2,MaF7,54,M2,D21,0.004060063849858189,IVFSPEA2_MaF7_M2_D21_54.mat
MaF,IVFSPEA2,MaF7,55,M2,D21,0.0040134667835617635,IVFSPEA2_MaF7_M2_D21_55.mat
MaF,IVFSPEA2,MaF7,56,M2,D21,0.0036800319965939244,IVFSPEA2_MaF7_M2_D21_56.mat
MaF,IVFSPEA2,MaF7,57,M2,D21,0.0039704428817604435,IVFSPEA2_MaF7_M2_D21_57.mat
MaF,IVFSPEA2,MaF7,58,M2,D21,0.004484839395180075,IVFSPEA2_MaF7_M2_D21_58.mat
MaF,IVFSPEA2,MaF7,59,M2,D21,0.002961605339311706,IVFSPEA2_MaF7_M2_D21_59.mat
MaF,IVFSPEA2,MaF7,60,M2,D21,0.0037285599030758014,IVFSPEA2_MaF7_M2_D21_60.mat
MaF,MOEAD,MaF1,1,M2,D11,8.681309874705358e-06,MOEAD_MaF1_M2_D11_1.mat
MaF,MOEAD,MaF1,2,M2,D11,9.126000685294807e-06,MOEAD_MaF1_M2_D11_2.mat
MaF,MOEAD,MaF1,3,M2,D11,9.012073297171827e-06,MOEAD_MaF1_M2_D11_3.mat
MaF,MOEAD,MaF1,4,M2,D11,1.0269257874157625e-05,MOEAD_MaF1_M2_D11_4.mat
MaF,MOEAD,MaF1,5,M2,D11,1.0231628875348192e-05,MOEAD_MaF1_M2_D11_5.mat
MaF,MOEAD,MaF1,6,M2,D11,8.851839339817347e-06,MOEAD_MaF1_M2_D11_6.mat
MaF,MOEAD,MaF1,7,M2,D11,7.963581449677888e-06,MOEAD_MaF1_M2_D11_7.mat
MaF,MOEAD,MaF1,8,M2,D11,9.816743175744139e-06,MOEAD_MaF1_M2_D11_8.mat
