Grupo,Algoritmo,Problema,Run,M,D,IGDp,arquivo_original
WFG,NSGAII,WFG1,42,M2,D11,0.012604811105378791,NSGAII_WFG1_M2_D11_42.mat
WFG,NSGAII,WFG1,43,M2,D11,0.009149442128587537,NSGAII_WFG1_M2_D11_43.mat
WFG,NSGAII,WFG1,44,M2,D11,0.009033306359228646,NSGAII_WFG1_M2_D11_44.mat
WFG,NSGAII,WFG1,45,M2,D11,0.010111618125092581,NSGAII_WFG1_M2_D11_45.mat
WFG,NSGAII,WFG1,46,M2,D11,0.008287039003922025,NSGAII_WFG1_M2_D11_46.mat
WFG,NSGAII,WFG1,47,M2,D11,0.00870424864272726,NSGAII_WFG1_M2_D11_47.mat
WFG,NSGAII,WFG1,48,M2,D11,0.011502544634556838,NSGAII_WFG1_M2_D11_48.mat
WFG,NSGAII,WFG1,49,M2,D11,0.008439593084794922,NSGAII_WFG1_M2_D11_49.mat
WFG,NSGAII,WFG1,50,M2,D11,0.008954379132943112,NSGAII_WFG1_M2_D11_50.mat
WFG,NSGAII,WFG1,51,M2,D11,0.008029624511362642,NSGAII_WFG1_M2_D11_51.mat
WFG,NSGAII,WFG1,52,M2,D11,0.010806083264954495,NSGAII_WFG1_M2_D11_52.mat
WFG,NSGAII,WFG1,53,M2,D11,0.009251550637139347,NSGAII_WFG1_M2_D11_53.mat
WFG,NSGAII,WFG1,54,M2,D11,0.008707696531644639,NSGAII_WFG1_M2_D11_54.mat
WFG,NSGAII,WFG1,55,M2,D11,0.008481222670438455,NSGAII_WFG1_M2_D11_55.mat
WFG,NSGAII,WFG1,56,M2,D11,0.009468440985545572,NSGAII_WFG1_M2_D11_56.mat
WFG,NSGAII,WFG1,57,M2,D11,0.011048169221418052,NSGAII_WFG1_M2_D11_57.mat
WFG,NSGAII,WFG1,58,M2,D11,0.009784530425667065,NSGAII_WFG1_M2_D11_58.mat
WFG,NSGAII,WFG1,59,M2,D11,0.010410484144702331,NSGAII_WFG1_M2_D11_59.mat
WFG,NSGAII,WFG1,60,M2,D11,0.009154945866662498,NSGAII_WFG1_M2_D11_60.mat
WFG,NSGAII,WFG2,1,M2,D11,0.003423265408064464,NSGAII_WFG2_M2_D11_1.mat
WFG,NSGAII,WFG2,2,M2,D11,0.0031209350860876197,NSGAII_WFG2_M2_D11_2.mat
WFG,NSGAII,WFG2,3,M2,D11,0.0042566543893706515,NSGAII_WFG2_M2_D11_3.mat
WFG,NSGAII,WFG2,4,M2,D11,0.0042528167354596086,NSGAII_WFG2_M2_D11_4.mat
WFG,NSGAII,WFG2,5,M2,D11,0.0036788641547786357,NSGAII_WFG2_M2_D11_5.mat
WFG,NSGAII,WFG2,6,M2,D11,0.004898373453881002,NSGAII_WFG2_M2_D11_6.mat
WFG,NSGAII,WFG2,7,M2,D11,0.0042419311573837545,NSGAII_WFG2_M2_D11_7.mat
WFG,NSGAII,WFG2,8,M2,D11,0.0038399434082271233,NSGAII_WFG2_M2_D11_8.mat
WFG,NSGAII,WFG2,9,M2,D11,0.0033969500092336877,NSGAII_WFG2_M2_D11_9.mat
WFG,NSGAII,WFG2,10,M2,D11,0.0035160027807057677,NSGAII_WFG2_M2_D11_10.mat
WFG,NSGAII,WFG2,11,M2,D11,0.0037359314657169954,NSGAII_WFG2_M2_D11_11.mat
WFG,NSGAII,WFG2,12,M2,D11,0.0035144152954941993,NSGAII_WFG2_M2_D11_12.mat
WFG,NSGAII,WFG2,13,M2,D11,0.004461133360073937,NSGAII_WFG2_M2_D11_13.mat
WFG,NSGAII,WFG2,14,M2,D11,0.00408482500181727,NSGAII_WFG2_M2_D11_14.mat
WFG,NSGAII,WFG2,15,M2,D11,0.004150891963887461,NSGAII_WFG2_M2_D11_15.mat
WFG,NSGAII,WFG2,16,M2,D11,0.0038413395663073444,NSGAII_WFG2_M2_D11_16.mat
WFG,NSGAII,WFG2,17,M2,D11,0.0035742330899879876,NSGAII_WFG2_M2_D11_17.mat
WFG,NSGAII,WFG2,18,M2,D11,0.004552577135415758,NSGAII_WFG2_M2_D11_18.mat
WFG,NSGAII,WFG2,19,M2,D11,0.004199355704100531,NSGAII_WFG2_M2_D11_19.mat
WFG,NSGAII,WFG2,20,M2,D11,0.004667624539226744,NSGAII_WFG2_M2_D11_20.mat
WFG,NSGAII,WFG2,21,M2,D11,0.0041352971964726355,NSGAII_WFG2_M2_D11_21.mat
WFG,NSGAII,WFG2,22,M2,D11,0.0039739686352802455,NSGAII_WFG2_M2_D11_22.mat
WFG,NSGAII,WFG2,23,M2,D11,0.004456311283783825,NSGAII_WFG2_M2_D11_23.mat
WFG,NSGAII,WFG2,24,M2,D11,0.0030701279479076198,NSGAII_WFG2_M2_D11_24.mat
WFG,NSGAII,WFG2,25,M2,D11,0.0038839922661373116,NSGAII_WFG2_M2_D11_25.mat
WFG,NSGAII,WFG2,26,M2,D11,0.0040846046475646325,NSGAII_WFG2_M2_D11_26.mat
WFG,NSGAII,WFG2,27,M2,D11,0.004247874919529463,NSGAII_WFG2_M2_D11_27.mat
WFG,NSGAII,WFG2,28,M2,D11,0.0034234627980177564,NSGAII_WFG2_M2_D11_28.mat
WFG,NSGAII,WFG2,29,M2,D11,0.003989245524387536,NSGAII_WFG2_M2_D11_29.mat
WFG,NSGAII,WFG2,30,M2,D11,0.0033732919765367994,NSGAII_WFG2_M2_D11_30.mat
WFG,NSGAII,WFG2,31,M2,D11,0.00376417970243386,NSGAII_WFG2_M2_D11_31.mat
WFG,NSGAII,WFG2,32,M2,D11,0.0036084566352937654,NSGAII_WFG2_M2_D11_32.mat
WFG,NSGAII,WFG2,33,M2,D11,0.004380309740116997,NSGAII_WFG2_M2_D11_33.mat
WFG,NSGAII,WFG2,34,M2,D11,0.0037946314445322068,NSGAII_WFG2_M2_D11_34.mat
WFG,NSGAII,WFG2,35,M2,D11,0.0048196543950869315,NSGAII_WFG2_M2_D11_35.mat
WFG,NSGAII,WFG2,36,M2,D11,0.003366301854287506,NSGAII_WFG2_M2_D11_36.mat
WFG,NSGAII,WFG2,37,M2,D11,0.004623938097344182,NSGAII_WFG2_M2_D11_37.mat
WFG,NSGAII,WFG2,38,M2,D11,0.003286963203138669,NSGAII_WFG2_M2_D11_38.mat
WFG,NSGAII,WFG2,39,M2,D11,0.005052954561784751,NSGAII_WFG2_M2_D11_39.mat
WFG,NSGAII,WFG2,40,M2,D11,0.0033295641798556023,NSGAII_WFG2_M2_D11_40.mat
WFG,NSGAII,WFG2,41,M2,D11,0.0034575037390811906,NSGAII_WFG2_M2_D11_41.mat
WFG,NSGAII,WFG2,42,M2,D11,0.003758703476225865,NSGAII_WFG2_M2_D11_42.mat
WFG,NSGAII,WFG2,43,M2,D11,0.003824009104980816,NSGAII_WFG2_M2_D11_43.mat
WFG,NSGAII,WFG2,44,M2,D11,0.004582086150790321,NSGAII_WFG2_M2_D11_44.mat
WFG,NSGAII,WFG2,45,M2,D11,0.0033442142609433176,NSGAII_WFG2_M2_D11_45.mat
WFG,NSGAII,WFG2,46,M2,D11,0.003959233149872797,NSGAII_WFG2_M2_D11_46.mat
WFG,NSGAII,WFG2,47,M2,D11,0.0040979345957463595,NSGAII_WFG2_M2_D11_47.mat
WFG,NSGAII,WFG2,48,M2,D11,0.0031675584959365115,NSGAII_WFG2_M2_D11_48.mat
WFG,NSGAII,WFG2,49,M2,D11,0.003936527983631223,NSGAII_WFG2_M2_D11_49.mat
WFG,NSGAII,WFG2,50,M2,D11,0.0033375066825195084,NSGAII_WFG2_M2_D11_50.mat
WFG,NSGAII,WFG2,51,M2,D11,0.004101608770235372,NSGAII_WFG2_M2_D11_51.mat
WFG,NSGAII,WFG2,52,M2,D11,0.0037736661108802223,NSGAII_WFG2_M2_D11_52.mat
WFG,NSGAII,WFG2,53,M2,D11,0.0037645701714836615,NSGAII_WFG2_M2_D11_53.mat
WFG,NSGAII,WFG2,54,M2,D11,0.00412445488750231,NSGAII_WFG2_M2_D11_54.mat
WFG,NSGAII,WFG2,55,M2,D11,0.003601181749634881,NSGAII_WFG2_M2_D11_55.mat
WFG,NSGAII,WFG2,56,M2,D11,0.003246933332741956,NSGAII_WFG2_M2_D11_56.mat
WFG,NSGAII,WFG2,57,M2,D11,0.004100426859808798,NSGAII_WFG2_M2_D11_57.mat
WFG,NSGAII,WFG2,58,M2,D11,0.004311327883010633,NSGAII_WFG2_M2_D11_58.mat
WFG,NSGAII,WFG2,59,M2,D11,0.003849880054022914,NSGAII_WFG2_M2_D11_59.mat
WFG,NSGAII,WFG2,60,M2,D11,0.00353873724627015,NSGAII_WFG2_M2_D11_60.mat
WFG,NSGAII,WFG3,1,M2,D11,0.009227410628885631,NSGAII_WFG3_M2_D11_1.mat
WFG,NSGAII,WFG3,2,M2,D11,0.010196068703244179,NSGAII_WFG3_M2_D11_2.mat
WFG,NSGAII,WFG3,3,M2,D11,0.009533472441248443,NSGAII_WFG3_M2_D11_3.mat
WFG,NSGAII,WFG3,4,M2,D11,0.010490476894854064,NSGAII_WFG3_M2_D11_4.mat
WFG,NSGAII,WFG3,5,M2,D11,0.010471648883521732,NSGAII_WFG3_M2_D11_5.mat
WFG,NSGAII,WFG3,6,M2,D11,0.010672930340383323,NSGAII_WFG3_M2_D11_6.mat
WFG,NSGAII,WFG3,7,M2,D11,0.011052774358572803,NSGAII_WFG3_M2_D11_7.mat
WFG,NSGAII,WFG3,8,M2,D11,0.009814990116408616,NSGAII_WFG3_M2_D11_8.mat
WFG,NSGAII,WFG3,9,M2,D11,0.009489005938526127,NSGAII_WFG3_M2_D11_9.mat
WFG,NSGAII,WFG3,10,M2,D11,0.011019690434890482,NSGAII_WFG3_M2_D11_10.mat
WFG,NSGAII,WFG3,11,M2,D11,0.01000251571395906,NSGAII_WFG3_M2_D11_11.mat
WFG,NSGAII,WFG3,12,M2,D11,0.009537755358504122,NSGAII_WFG3_M2_D11_12.mat
WFG,NSGAII,WFG3,13,M2,D11,0.010249836848586704,NSGAII_WFG3_M2_D11_13.mat
WFG,NSGAII,WFG3,14,M2,D11,0.009037350076867902,NSGAII_WFG3_M2_D11_14.mat
WFG,NSGAII,WFG3,15,M2,D11,0.009921280085316382,NSGAII_WFG3_M2_D11_15.mat
WFG,NSGAII,WFG3,16,M2,D11,0.010607608918583634,NSGAII_WFG3_M2_D11_16.mat
WFG,NSGAII,WFG3,17,M2,D11,0.010529088975444984,NSGAII_WFG3_M2_D11_17.mat
WFG,NSGAII,WFG3,18,M2,D11,0.00966683500300048,NSGAII_WFG3_M2_D11_18.mat
WFG,NSGAII,WFG3,19,M2,D11,0.009217855811537385,NSGAII_WFG3_M2_D11_19.mat
WFG,NSGAII,WFG3,20,M2,D11,0.010332773464248485,NSGAII_WFG3_M2_D11_20.mat
WFG,NSGAII,WFG3,21,M2,D11,0.010605079724921735,NSGAII_WFG3_M2_D11_21.mat
WFG,NSGAII,WFG3,22,M2,D11,0.010088971371537506,NSGAII_WFG3_M2_D11_22.mat
WFG,NSGAII,WFG3,23,M2,D11,0.009259135518468407,NSGAII_WFG3_M2_D11_23.mat
WFG,NSGAII,WFG3,24,M2,D11,0.010411422878632929,NSGAII_WFG3_M2_D11_24.mat
WFG,NSGAII,WFG3,25,M2,D11,0.010747648428567073,NSGAII_WFG3_M2_D11_25.mat
WFG,NSGAII,WFG3,26,M2,D11,0.010288412991448259,NSGAII_WFG3_M2_D11_26.mat
WFG,NSGAII,WFG3,27,M2,D11,0.009504479116198714,NSGAII_WFG3_M2_D11_27.mat
WFG,NSGAII,WFG3,28,M2,D11,0.010015524794556623,NSGAII_WFG3_M2_D11_28.mat
WFG,NSGAII,WFG3,29,M2,D11,0.009003421726750987,NSGAII_WFG3_M2_D11_29.mat
WFG,NSGAII,WFG3,30,M2,D11,0.010040683159287548,NSGAII_WFG3_M2_D11_30.mat
WFG,NSGAII,WFG3,31,M2,D11,0.009974857406360055,NSGAII_WFG3_M2_D11_31.mat
WFG,NSGAII,WFG3,32,M2,D11,0.009493270285008952,NSGAII_WFG3_M2_D11_32.mat
WFG,NSGAII,WFG3,33,M2,D11,0.010293232269440655,NSGAII_WFG3_M2_D11_33.mat
WFG,NSGAII,WFG3,34,M2,D11,0.010371350181433868,NSGAII_WFG3_M2_D11_34.mat
WFG,NSGAII,WFG3,35,M2,D11,0.010005283535756209,NSGAII_WFG3_M2_D11_35.mat
WFG,NSGAII,WFG3,36,M2,D11,0.011410191189152256,NSGAII_WFG3_M2_D11_36.mat
WFG,NSGAII,WFG3,37,M2,D11,0.01066715056386152,NSGAII_WFG3_M2_D11_37.mat
WFG,NSGAII,WFG3,38,M2,D11,0.009563854428736545,NSGAII_WFG3_M2_D11_38.mat
WFG,NSGAII,WFG3,39,M2,D11,0.009219190462306183,NSGAII_WFG3_M2_D11_39.mat
WFG,NSGAII,WFG3,40,M2,D11,0.01040216318671187,NSGAII_WFG3_M2_D11_40.mat
WFG,NSGAII,WFG3,41,M2,D11,0.009496715907908702,NSGAII_WFG3_M2_D11_41.mat
WFG,NSGAII,WFG3,42,M2,D11,0.01006997136374507,NSGAII_WFG3_M2_D11_42.mat
WFG,NSGAII,WFG3,43,M2,D11,0.009926760809405024,NSGAII_WFG3_M2_D11_43.mat
WFG,NSGAII,WFG3,44,M2,D11,0.011192522588810387,NSGAII_WFG3_M2_D11_44.mat
WFG,NSGAII,WFG3,45,M2,D11,0.01047081530419084,NSGAII_WFG3_M2_D11_45.mat
WFG,NSGAII,WFG3,46,M2,D11,0.010163753187669947,NSGAII_WFG3_M2_D11_46.mat
WFG,NSGAII,WFG3,47,M2,D11,0.01038516699430672,NSGAII_WFG3_M2_D11_47.mat
WFG,NSGAII,WFG3,48,M2,D11,0.010259119494553243,NSGAII_WFG3_M2_D11_48.mat
WFG,NSGAII,WFG3,49,M2,D11,0.010053133616334295,NSGAII_WFG3_M2_D11_49.mat
WFG,NSGAII,WFG3,50,M2,D11,0.009952939522324351,NSGAII_WFG3_M2_D11_50.mat
WFG,NSGAII,WFG3,51,M2,D11,0.010143903731471343,NSGAII_WFG3_M2_D11_51.mat
WFG,NSGAII,WFG3,52,M2,D11,0.010080189740759726,NSGAII_WFG3_M2_D11_52.mat
WFG,NSGAII,WFG3,53,M2,D11,0.009939404375754435,NSGAII_WFG3_M2_D11_53.mat
WFG,NSGAII,WFG3,54,M2,D11,0.009747099005605674,NSGAII_WFG3_M2_D11_54.mat
WFG,NSGAII,WFG3,55,M2,D11,0.010586478699965365,NSGAII_WFG3_M2_D11_55.mat
WFG,NSGAII,WFG3,56,M2,D11,0.010816602218687596,NSGAII_WFG3_M2_D11_56.mat
WFG,NSGAII,WFG3,57,M2,D11,0.010784163909295362,NSGAII_WFG3_M2_D11_57.mat
WFG,NSGAII,WFG3,58,M2,D11,0.010063513526885347,NSGAII_WFG3_M2_D11_58.mat
WFG,NSGAII,WFG3,59,M2,D11,0.009309404668949578,NSGAII_WFG3_M2_D11_59.mat
WFG,NSGAII,WFG3,60,M2,D11,0.009849432033879838,NSGAII_WFG3_M2_D11_60.mat
WFG,NSGAII,WFG4,1,M2,D11,0.006324294122563829,NSGAII_WFG4_M2_D11_1.mat
WFG,NSGAII,WFG4,2,M2,D11,0.006532689004454132,NSGAII_WFG4_M2_D11_2.mat
WFG,NSGAII,WFG4,3,M2,D11,0.006243069233771845,NSGAII_WFG4_M2_D11_3.mat
WFG,NSGAII,WFG4,4,M2,D11,0.0064549703973379325,NSGAII_WFG4_M2_D11_4.mat
WFG,NSGAII,WFG4,5,M2,D11,0.006387832615386731,NSGAII_WFG4_M2_D11_5.mat
WFG,NSGAII,WFG4,6,M2,D11,0.006719492205972288,NSGAII_WFG4_M2_D11_6.mat
WFG,NSGAII,WFG4,7,M2,D11,0.006464155046651942,NSGAII_WFG4_M2_D11_7.mat
WFG,NSGAII,WFG4,8,M2,D11,0.006004908749919005,NSGAII_WFG4_M2_D11_8.mat
WFG,NSGAII,WFG4,9,M2,D11,0.006308425614226514,NSGAII_WFG4_M2_D11_9.mat
WFG,NSGAII,WFG4,10,M2,D11,0.006967792717997637,NSGAII_WFG4_M2_D11_10.mat
WFG,NSGAII,WFG4,11,M2,D11,0.006632445454920527,NSGAII_WFG4_M2_D11_11.mat
WFG,NSGAII,WFG4,12,M2,D11,0.006676478564928632,NSGAII_WFG4_M2_D11_12.mat
WFG,NSGAII,WFG4,13,M2,D11,0.006983402298544203,NSGAII_WFG4_M2_D11_13.mat
WFG,NSGAII,WFG4,14,M2,D11,0.006489675296479619,NSGAII_WFG4_M2_D11_14.mat
WFG,NSGAII,WFG4,15,M2,D11,0.006402283094535895,NSGAII_WFG4_M2_D11_15.mat
WFG,NSGAII,WFG4,16,M2,D11,0.0064712808736385585,NSGAII_WFG4_M2_D11_16.mat
WFG,NSGAII,WFG4,17,M2,D11,0.006019723405286762,NSGAII_WFG4_M2_D11_17.mat
WFG,NSGAII,WFG4,18,M2,D11,0.0060549043155202825,NSGAII_WFG4_M2_D11_18.mat
WFG,NSGAII,WFG4,19,M2,D11,0.006564587495571372,NSGAII_WFG4_M2_D11_19.mat
WFG,NSGAII,WFG4,20,M2,D11,0.006750253116583628,NSGAII_WFG4_M2_D11_20.mat
WFG,NSGAII,WFG4,21,M2,D11,0.006461198080729565,NSGAII_WFG4_M2_D11_21.mat
WFG,NSGAII,WFG4,22,M2,D11,0.006763581330004219,NSGAII_WFG4_M2_D11_22.mat
WFG,NSGAII,WFG4,23,M2,D11,0.006675755866511322,NSGAII_WFG4_M2_D11_23.mat
WFG,NSGAII,WFG4,24,M2,D11,0.006507539045518523,NSGAII_WFG4_M2_D11_24.mat
WFG,NSGAII,WFG4,25,M2,D11,0.00618784478914138,NSGAII_WFG4_M2_D11_25.mat
WFG,NSGAII,WFG4,26,M2,D11,0.006773522307357354,NSGAII_WFG4_M2_D11_26.mat
WFG,NSGAII,WFG4,27,M2,D11,0.006517726642315313,NSGAII_WFG4_M2_D11_27.mat
WFG,NSGAII,WFG4,28,M2,D11,0.006558195483231698,NSGAII_WFG4_M2_D11_28.mat
WFG,NSGAII,WFG4,29,M2,D11,0.006653517073279372,NSGAII_WFG4_M2_D11_29.mat
WFG,NSGAII,WFG4,30,M2,D11,0.006529534660513961,NSGAII_WFG4_M2_D11_30.mat
WFG,NSGAII,WFG4,31,M2,D11,0.00638767304113467,NSGAII_WFG4_M2_D11_31.mat
WFG,NSGAII,WFG4,32,M2,D11,0.006178341536169125,NSGAII_WFG4_M2_D11_32.mat
WFG,NSGAII,WFG4,33,M2,D11,0.006100459312936889,NSGAII_WFG4_M2_D11_33.mat
WFG,NSGAII,WFG4,34,M2,D11,0.006839205949869535,NSGAII_WFG4_M2_D11_34.mat
WFG,NSGAII,WFG4,35,M2,D11,0.006544104042760286,NSGAII_WFG4_M2_D11_35.mat
WFG,NSGAII,WFG4,36,M2,D11,0.00622951455086983,NSGAII_WFG4_M2_D11_36.mat
WFG,NSGAII,WFG4,37,M2,D11,0.00605611193379521,NSGAII_WFG4_M2_D11_37.mat
WFG,NSGAII,WFG4,38,M2,D11,0.006856522840518082,NSGAII_WFG4_M2_D11_38.mat
WFG,NSGAII,WFG4,39,M2,D11,0.006049317295306511,NSGAII_WFG4_M2_D11_39.mat
WFG,NSGAII,WFG4,40,M2,D11,0.006930640402346577,NSGAII_WFG4_M2_D11_40.mat
WFG,NSGAII,WFG4,41,M2,D11,0.006689111075803921,NSGAII_WFG4_M2_D11_41.mat
WFG,NSGAII,WFG4,42,M2,D11,0.006040974794139966,NSGAII_WFG4_M2_D11_42.mat
WFG,NSGAII,WFG4,43,M2,D11,0.00674342029646208,NSGAII_WFG4_M2_D11_43.mat
WFG,NSGAII,WFG4,44,M2,D11,0.0062082068882264065,NSGAII_WFG4_M2_D11_44.mat
WFG,NSGAII,WFG4,45,M2,D11,0.006805323888983297,NSGAII_WFG4_M2_D11_45.mat
WFG,NSGAII,WFG4,46,M2,D11,0.006435004057041939,NSGAII_WFG4_M2_D11_46.mat
WFG,NSGAII,WFG4,47,M2,D11,0.006958547214984509,NSGAII_WFG4_M2_D11_47.mat
WFG,NSGAII,WFG4,48,M2,D11,0.00638453096128338,NSGAII_WFG4_M2_D11_48.mat
WFG,NSGAII,WFG4,49,M2,D11,0.0063439867391813865,NSGAII_WFG4_M2_D11_49.mat
WFG,NSGAII,WFG4,50,M2,D11,0.006220060814226991,NSGAII_WFG4_M2_D11_50.mat
WFG,NSGAII,WFG4,51,M2,D11,0.006291231696101836,NSGAII_WFG4_M2_D11_51.mat
WFG,NSGAII,WFG4,52,M2,D11,0.00621973446721458,NSGAII_WFG4_M2_D11_52.mat
WFG,NSGAII,WFG4,53,M2,D11,0.006606670011576057,NSGAII_WFG4_M2_D11_53.mat
WFG,NSGAII,WFG4,54,M2,D11,0.00621981983988916,NSGAII_WFG4_M2_D11_54.mat
WFG,NSGAII,WFG4,55,M2,D11,0.0060453773778440445,NSGAII_WFG4_M2_D11_55.mat
WFG,NSGAII,WFG4,56,M2,D11,0.006227635969816499,NSGAII_WFG4_M2_D11_56.mat
WFG,NSGAII,WFG4,57,M2,D11,0.006209453285138322,NSGAII_WFG4_M2_D11_57.mat
WFG,NSGAII,WFG4,58,M2,D11,0.0065907056221833574,NSGAII_WFG4_M2_D11_58.mat
WFG,NSGAII,WFG4,59,M2,D11,0.006660821045004107,NSGAII_WFG4_M2_D11_59.mat
WFG,NSGAII,WFG4,60,M2,D11,0.006564579237966325,NSGAII_WFG4_M2_D11_60.mat
WFG,NSGAII,WFG5,1,M2,D11,0.06450222198920205,NSGAII_WFG5_M2_D11_1.mat
WFG,NSGAII,WFG5,2,M2,D11,0.06416518343510093,NSGAII_WFG5_M2_D11_2.mat
WFG,NSGAII,WFG5,3,M2,D11,0.06385164512486502,NSGAII_WFG5_M2_D11_3.mat
WFG,NSGAII,WFG5,4,M2,D11,0.06367587615620322,NSGAII_WFG5_M2_D11_4.mat
WFG,NSGAII,WFG5,5,M2,D11,0.0637072251720637,NSGAII_WFG5_M2_D11_5.mat
WFG,NSGAII,WFG5,6,M2,D11,0.06388162661821316,NSGAII_WFG5_M2_D11_6.mat
WFG,NSGAII,WFG5,7,M2,D11,0.05882683629260185,NSGAII_WFG5_M2_D11_7.mat
WFG,NSGAII,WFG5,8,M2,D11,0.06398099990006237,NSGAII_WFG5_M2_D11_8.mat
WFG,NSGAII,WFG5,9,M2,D11,0.06416792422614774,NSGAII_WFG5_M2_D11_9.mat
WFG,NSGAII,WFG5,10,M2,D11,0.06386979545884397,NSGAII_WFG5_M2_D11_10.mat
WFG,NSGAII,WFG5,11,M2,D11,0.06394964719912007,NSGAII_WFG5_M2_D11_11.mat
WFG,NSGAII,WFG5,12,M2,D11,0.06395104623738589,NSGAII_WFG5_M2_D11_12.mat
WFG,NSGAII,WFG5,13,M2,D11,0.06405461974570166,NSGAII_WFG5_M2_D11_13.mat
WFG,NSGAII,WFG5,14,M2,D11,0.06413610421957675,NSGAII_WFG5_M2_D11_14.mat
WFG,NSGAII,WFG5,15,M2,D11,0.06429352557110168,NSGAII_WFG5_M2_D11_15.mat
WFG,NSGAII,WFG5,16,M2,D11,0.06410493933605527,NSGAII_WFG5_M2_D11_16.mat
WFG,NSGAII,WFG5,17,M2,D11,0.06437336125511178,NSGAII_WFG5_M2_D11_17.mat
WFG,NSGAII,WFG5,18,M2,D11,0.06417833930188738,NSGAII_WFG5_M2_D11_18.mat
WFG,NSGAII,WFG5,19,M2,D11,0.06390842964733782,NSGAII_WFG5_M2_D11_19.mat
WFG,NSGAII,WFG5,20,M2,D11,0.06409807157658552,NSGAII_WFG5_M2_D11_20.mat
WFG,NSGAII,WFG5,21,M2,D11,0.06381137100994368,NSGAII_WFG5_M2_D11_21.mat
WFG,NSGAII,WFG5,22,M2,D11,0.06436247304546096,NSGAII_WFG5_M2_D11_22.mat
WFG,NSGAII,WFG5,23,M2,D11,0.0639947618175291,NSGAII_WFG5_M2_D11_23.mat
WFG,NSGAII,WFG5,24,M2,D11,0.06389682267988653,NSGAII_WFG5_M2_D11_24.mat
WFG,NSGAII,WFG5,25,M2,D11,0.06394403350202192,NSGAII_WFG5_M2_D11_25.mat
WFG,NSGAII,WFG5,26,M2,D11,0.06425426034912377,NSGAII_WFG5_M2_D11_26.mat
WFG,NSGAII,WFG5,27,M2,D11,0.06381269197282143,NSGAII_WFG5_M2_D11_27.mat
WFG,NSGAII,WFG5,28,M2,D11,0.06407310441330442,NSGAII_WFG5_M2_D11_28.mat
WFG,NSGAII,WFG5,29,M2,D11,0.06397744115966343,NSGAII_WFG5_M2_D11_29.mat
WFG,NSGAII,WFG5,30,M2,D11,0.06422277564621423,NSGAII_WFG5_M2_D11_30.mat
WFG,NSGAII,WFG5,31,M2,D11,0.0639427612123408,NSGAII_WFG5_M2_D11_31.mat
WFG,NSGAII,WFG5,32,M2,D11,0.06414856621470516,NSGAII_WFG5_M2_D11_32.mat
WFG,NSGAII,WFG5,33,M2,D11,0.06383402428750522,NSGAII_WFG5_M2_D11_33.mat
WFG,NSGAII,WFG5,34,M2,D11,0.0639357559332272,NSGAII_WFG5_M2_D11_34.mat
WFG,NSGAII,WFG5,35,M2,D11,0.06383361689163614,NSGAII_WFG5_M2_D11_35.mat
WFG,NSGAII,WFG5,36,M2,D11,0.0642728286625275,NSGAII_WFG5_M2_D11_36.mat
WFG,NSGAII,WFG5,37,M2,D11,0.06451289057217198,NSGAII_WFG5_M2_D11_37.mat
WFG,NSGAII,WFG5,38,M2,D11,0.06385844518082888,NSGAII_WFG5_M2_D11_38.mat
WFG,NSGAII,WFG5,39,M2,D11,0.06354596163437368,NSGAII_WFG5_M2_D11_39.mat
WFG,NSGAII,WFG5,40,M2,D11,0.06420602104745944,NSGAII_WFG5_M2_D11_40.mat
WFG,NSGAII,WFG5,41,M2,D11,0.06400741322075118,NSGAII_WFG5_M2_D11_41.mat
WFG,NSGAII,WFG5,42,M2,D11,0.06426883705757287,NSGAII_WFG5_M2_D11_42.mat
WFG,NSGAII,WFG5,43,M2,D11,0.06403637834407427,NSGAII_WFG5_M2_D11_43.mat
WFG,NSGAII,WFG5,44,M2,D11,0.06400672653346741,NSGAII_WFG5_M2_D11_44.mat
WFG,NSGAII,WFG5,45,M2,D11,0.06373140563057726,NSGAII_WFG5_M2_D11_45.mat
WFG,NSGAII,WFG5,46,M2,D11,0.06378806407349298,NSGAII_WFG5_M2_D11_46.mat
WFG,NSGAII,WFG5,47,M2,D11,0.06412508081784232,NSGAII_WFG5_M2_D11_47.mat
WFG,NSGAII,WFG5,48,M2,D11,0.06414503204345728,NSGAII_WFG5_M2_D11_48.mat
WFG,NSGAII,WFG5,49,M2,D11,0.06418641868188216,NSGAII_WFG5_M2_D11_49.mat
WFG,NSGAII,WFG5,50,M2,D11,0.06388106772325403,NSGAII_WFG5_M2_D11_50.mat
WFG,NSGAII,WFG5,51,M2,D11,0.0641478378943639,NSGAII_WFG5_M2_D11_51.mat
WFG,NSGAII,WFG5,52,M2,D11,0.0639494194323727,NSGAII_WFG5_M2_D11_52.mat
WFG,NSGAII,WFG5,53,M2,D11,0.06474596575905589,NSGAII_WFG5_M2_D11_53.mat
WFG,NSGAII,WFG5,54,M2,D11,0.0642441313177565,NSGAII_WFG5_M2_D11_54.mat
WFG,NSGAII,WFG5,55,M2,D11,0.06386382371650558,NSGAII_WFG5_M2_D11_55.mat
WFG,NSGAII,WFG5,56,M2,D11,0.06396621837284562,NSGAII_WFG5_M2_D11_56.mat
WFG,NSGAII,WFG5,57,M2,D11,0.0640095201369205,NSGAII_WFG5_M2_D11_57.mat
WFG,NSGAII,WFG5,58,M2,D11,0.06454429034874523,NSGAII_WFG5_M2_D11_58.mat
