Grupo,Algoritmo,Problema,Run,M,D,IGDp,arquivo_original
DTLZ,NSGAIII,DTLZ6,32,M2,D11,0.0018834442575508333,NSGAIII_DTLZ6_M2_D11_32.mat
DTLZ,NSGAIII,DTLZ6,33,M2,D11,0.00188347294549665,NSGAIII_DTLZ6_M2_D11_33.mat
DTLZ,NSGAIII,DTLZ6,34,M2,D11,0.0018834418250062014,NSGAIII_DTLZ6_M2_D11_34.mat
DTLZ,NSGAIII,DTLZ6,35,M2,D11,0.0018834445097269121,NSGAIII_DTLZ6_M2_D11_35.mat
DTLZ,NSGAIII,DTLZ6,36,M2,D11,0.0018834127438146374,NSGAIII_DTLZ6_M2_D11_36.mat
DTLZ,NSGAIII,DTLZ6,37,M2,D11,0.0018834423978821217,NSGAIII_DTLZ6_M2_D11_37.mat
DTLZ,NSGAIII,DTLZ6,38,M2,D11,0.001883435223721422,NSGAIII_DTLZ6_M2_D11_38.mat
DTLZ,NSGAIII,DTLZ6,39,M2,D11,0.0018834314690133972,NSGAIII_DTLZ6_M2_D11_39.mat
DTLZ,NSGAIII,DTLZ6,40,M2,D11,0.0018834224467310576,NSGAIII_DTLZ6_M2_D11_40.mat
DTLZ,NSGAIII,DTLZ6,41,M2,D11,0.0018833972503630018,NSGAIII_DTLZ6_M2_D11_41.mat
DTLZ,NSGAIII,DTLZ6,42,M2,D11,0.0018834479182076886,NSGAIII_DTLZ6_M2_D11_42.mat
DTLZ,NSGAIII,DTLZ6,43,M2,D11,0.0018834508579258467,NSGAIII_DTLZ6_M2_D11_43.mat
DTLZ,NSGAIII,DTLZ6,44,M2,D11,0.0018834512421521152,NSGAIII_DTLZ6_M2_D11_44.mat
DTLZ,NSGAIII,DTLZ6,45,M2,D11,0.0018834288262712863,NSGAIII_DTLZ6_M2_D11_45.mat
DTLZ,NSGAIII,DTLZ6,46,M2,D11,0.0018843394400827297,NSGAIII_DTLZ6_M2_D11_46.mat
DTLZ,NSGAIII,DTLZ6,47,M2,D11,0.0018834440400065837,NSGAIII_DTLZ6_M2_D11_47.mat
DTLZ,NSGAIII,DTLZ6,48,M2,D11,0.001883429794168943,NSGAIII_DTLZ6_M2_D11_48.mat
DTLZ,NSGAIII,DTLZ6,49,M2,D11,0.001883436091823761,NSGAIII_DTLZ6_M2_D11_49.mat
DTLZ,NSGAIII,DTLZ6,50,M2,D11,0.001883427789134864,NSGAIII_DTLZ6_M2_D11_50.mat
DTLZ,NSGAIII,DTLZ6,51,M2,D11,0.0018834317381899468,NSGAIII_DTLZ6_M2_D11_51.mat
DTLZ,NSGAIII,DTLZ6,52,M2,D11,0.0018834230790216973,NSGAIII_DTLZ6_M2_D11_52.mat
DTLZ,NSGAIII,DTLZ6,53,M2,D11,0.0018834214166989567,NSGAIII_DTLZ6_M2_D11_53.mat
DTLZ,NSGAIII,DTLZ6,54,M2,D11,0.0018834751342615562,NSGAIII_DTLZ6_M2_D11_54.mat
DTLZ,NSGAIII,DTLZ6,55,M2,D11,0.0018845093330710104,NSGAIII_DTLZ6_M2_D11_55.mat
DTLZ,NSGAIII,DTLZ6,56,M2,D11,0.0018834114422969337,NSGAIII_DTLZ6_M2_D11_56.mat
DTLZ,NSGAIII,DTLZ6,57,M2,D11,0.0018834349776399929,NSGAIII_DTLZ6_M2_D11_57.mat
DTLZ,NSGAIII,DTLZ6,58,M2,D11,0.0018834076408641507,NSGAIII_DTLZ6_M2_D11_58.mat
DTLZ,NSGAIII,DTLZ6,59,M2,D11,0.001883433645392056,NSGAIII_DTLZ6_M2_D11_59.mat
DTLZ,NSGAIII,DTLZ6,60,M2,D11,0.0018834591180508329,NSGAIII_DTLZ6_M2_D11_60.mat
DTLZ,NSGAIII,DTLZ7,1,M2,D21,0.0023216065238435917,NSGAIII_DTLZ7_M2_D21_1.mat
DTLZ,NSGAIII,DTLZ7,2,M2,D21,0.002292521827069114,NSGAIII_DTLZ7_M2_D21_2.mat
DTLZ,NSGAIII,DTLZ7,3,M2,D21,0.0023324630018727987,NSGAIII_DTLZ7_M2_D21_3.mat
DTLZ,NSGAIII,DTLZ7,4,M2,D21,0.0022216442916183896,NSGAIII_DTLZ7_M2_D21_4.mat
DTLZ,NSGAIII,DTLZ7,5,M2,D21,0.0023012948488059697,NSGAIII_DTLZ7_M2_D21_5.mat
DTLZ,NSGAIII,DTLZ7,6,M2,D21,0.0023854715830983054,NSGAIII_DTLZ7_M2_D21_6.mat
DTLZ,NSGAIII,DTLZ7,7,M2,D21,0.002194922228267192,NSGAIII_DTLZ7_M2_D21_7.mat
DTLZ,NSGAIII,DTLZ7,8,M2,D21,0.002341356841215557,NSGAIII_DTLZ7_M2_D21_8.mat
DTLZ,NSGAIII,DTLZ7,9,M2,D21,0.0022050699221264126,NSGAIII_DTLZ7_M2_D21_9.mat
DTLZ,NSGAIII,DTLZ7,10,M2,D21,0.00231785418719453,NSGAIII_DTLZ7_M2_D21_10.mat
DTLZ,NSGAIII,DTLZ7,11,M2,D21,0.002318397181317436,NSGAIII_DTLZ7_M2_D21_11.mat
DTLZ,NSGAIII,DTLZ7,12,M2,D21,0.0024052554378445144,NSGAIII_DTLZ7_M2_D21_12.mat
DTLZ,NSGAIII,DTLZ7,13,M2,D21,0.0023186808341189866,NSGAIII_DTLZ7_M2_D21_13.mat
DTLZ,NSGAIII,DTLZ7,14,M2,D21,0.0023841226064941004,NSGAIII_DTLZ7_M2_D21_14.mat
DTLZ,NSGAIII,DTLZ7,15,M2,D21,0.002319246420752831,NSGAIII_DTLZ7_M2_D21_15.mat
DTLZ,NSGAIII,DTLZ7,16,M2,D21,0.0023160746700211163,NSGAIII_DTLZ7_M2_D21_16.mat
DTLZ,NSGAIII,DTLZ7,17,M2,D21,0.0024128548751595844,NSGAIII_DTLZ7_M2_D21_17.mat
DTLZ,NSGAIII,DTLZ7,18,M2,D21,0.0023716260540169575,NSGAIII_DTLZ7_M2_D21_18.mat
DTLZ,NSGAIII,DTLZ7,19,M2,D21,0.0022186767068199807,NSGAIII_DTLZ7_M2_D21_19.mat
DTLZ,NSGAIII,DTLZ7,20,M2,D21,0.0023079970755041216,NSGAIII_DTLZ7_M2_D21_20.mat
DTLZ,NSGAIII,DTLZ7,21,M2,D21,0.0022630424532562813,NSGAIII_DTLZ7_M2_D21_21.mat
DTLZ,NSGAIII,DTLZ7,22,M2,D21,0.0023438829363199125,NSGAIII_DTLZ7_M2_D21_22.mat
DTLZ,NSGAIII,DTLZ7,23,M2,D21,0.0023517492809131575,NSGAIII_DTLZ7_M2_D21_23.mat
DTLZ,NSGAIII,DTLZ7,24,M2,D21,0.002316659231908974,NSGAIII_DTLZ7_M2_D21_24.mat
DTLZ,NSGAIII,DTLZ7,25,M2,D21,0.002331298828819582,NSGAIII_DTLZ7_M2_D21_25.mat
DTLZ,NSGAIII,DTLZ7,26,M2,D21,0.002294799104686654,NSGAIII_DTLZ7_M2_D21_26.mat
DTLZ,NSGAIII,DTLZ7,27,M2,D21,0.0023099518704046444,NSGAIII_DTLZ7_M2_D21_27.mat
DTLZ,NSGAIII,DTLZ7,28,M2,D21,0.002291774159651814,NSGAIII_DTLZ7_M2_D21_28.mat
DTLZ,NSGAIII,DTLZ7,29,M2,D21,0.0023380603190565744,NSGAIII_DTLZ7_M2_D21_29.mat
DTLZ,NSGAIII,DTLZ7,30,M2,D21,0.0022969481390190034,NSGAIII_DTLZ7_M2_D21_30.mat
DTLZ,NSGAIII,DTLZ7,31,M2,D21,0.002385391989688927,NSGAIII_DTLZ7_M2_D21_31.mat
DTLZ,NSGAIII,DTLZ7,32,M2,D21,0.0022628242534613106,NSGAIII_DTLZ7_M2_D21_32.mat
DTLZ,NSGAIII,DTLZ7,33,M2,D21,0.002391164729438173,NSGAIII_DTLZ7_M2_D21_33.mat
DTLZ,NSGAIII,DTLZ7,34,M2,D21,0.002328558146525093,NSGAIII_DTLZ7_M2_D21_34.mat
DTLZ,NSGAIII,DTLZ7,35,M2,D21,0.0023371482706341334,NSGAIII_DTLZ7_M2_D21_35.mat
DTLZ,NSGAIII,DTLZ7,36,M2,D21,0.002333157223384214,NSGAIII_DTLZ7_M2_D21_36.mat
DTLZ,NSGAIII,DTLZ7,37,M2,D21,0.002316861707379171,NSGAIII_DTLZ7_M2_D21_37.mat
DTLZ,NSGAIII,DTLZ7,38,M2,D21,0.0023064100026560824,NSGAIII_DTLZ7_M2_D21_38.mat
DTLZ,NSGAIII,DTLZ7,39,M2,D21,0.002373287441549209,NSGAIII_DTLZ7_M2_D21_39.mat
DTLZ,NSGAIII,DTLZ7,40,M2,D21,0.002306570056048206,NSGAIII_DTLZ7_M2_D21_40.mat
DTLZ,NSGAIII,DTLZ7,41,M2,D21,0.002314250642576766,NSGAIII_DTLZ7_M2_D21_41.mat
DTLZ,NSGAIII,DTLZ7,42,M2,D21,0.002387311575402376,NSGAIII_DTLZ7_M2_D21_42.mat
DTLZ,NSGAIII,DTLZ7,43,M2,D21,0.002265422521594791,NSGAIII_DTLZ7_M2_D21_43.mat
DTLZ,NSGAIII,DTLZ7,44,M2,D21,0.002246552673884307,NSGAIII_DTLZ7_M2_D21_44.mat
DTLZ,NSGAIII,DTLZ7,45,M2,D21,0.0023698874232570316,NSGAIII_DTLZ7_M2_D21_45.mat
DTLZ,NSGAIII,DTLZ7,46,M2,D21,0.0022793011528782657,NSGAIII_DTLZ7_M2_D21_46.mat
DTLZ,NSGAIII,DTLZ7,47,M2,D21,0.0023380040197523854,NSGAIII_DTLZ7_M2_D21_47.mat
DTLZ,NSGAIII,DTLZ7,48,M2,D21,0.002337038655940163,NSGAIII_DTLZ7_M2_D21_48.mat
DTLZ,NSGAIII,DTLZ7,49,M2,D21,0.0022480103896799298,NSGAIII_DTLZ7_M2_D21_49.mat
DTLZ,NSGAIII,DTLZ7,50,M2,D21,0.0023325933907285736,NSGAIII_DTLZ7_M2_D21_50.mat
DTLZ,NSGAIII,DTLZ7,51,M2,D21,0.0023736321735974663,NSGAIII_DTLZ7_M2_D21_51.mat
DTLZ,NSGAIII,DTLZ7,52,M2,D21,0.00214935141480831,NSGAIII_DTLZ7_M2_D21_52.mat
DTLZ,NSGAIII,DTLZ7,53,M2,D21,0.0023829062325492457,NSGAIII_DTLZ7_M2_D21_53.mat
DTLZ,NSGAIII,DTLZ7,54,M2,D21,0.0023577359438053344,NSGAIII_DTLZ7_M2_D21_54.mat
DTLZ,NSGAIII,DTLZ7,55,M2,D21,0.002395844212694847,NSGAIII_DTLZ7_M2_D21_55.mat
DTLZ,NSGAIII,DTLZ7,56,M2,D21,0.002241958020742799,NSGAIII_DTLZ7_M2_D21_56.mat
DTLZ,NSGAIII,DTLZ7,57,M2,D21,0.002317440281523548,NSGAIII_DTLZ7_M2_D21_57.mat
DTLZ,NSGAIII,DTLZ7,58,M2,D21,0.002258387055461902,NSGAIII_DTLZ7_M2_D21_58.mat
DTLZ,NSGAIII,DTLZ7,59,M2,D21,0.0022477192981907607,NSGAIII_DTLZ7_M2_D21_59.mat
DTLZ,NSGAIII,DTLZ7,60,M2,D21,0.0023782200618176993,NSGAIII_DTLZ7_M2_D21_60.mat
DTLZ,SPEA2,DTLZ1,1,M2,D6,0.0013084503741329285,SPEA2_DTLZ1_M2_D6_1.mat
DTLZ,SPEA2,DTLZ1,2,M2,D6,0.001323456176603963,SPEA2_DTLZ1_M2_D6_2.mat
DTLZ,SPEA2,DTLZ1,3,M2,D6,0.0013067443753883425,SPEA2_DTLZ1_M2_D6_3.mat
DTLZ,SPEA2,DTLZ1,4,M2,D6,0.0013455341057689693,SPEA2_DTLZ1_M2_D6_4.mat
DTLZ,SPEA2,DTLZ1,5,M2,D6,0.0013446177375833392,SPEA2_DTLZ1_M2_D6_5.mat
DTLZ,SPEA2,DTLZ1,6,M2,D6,0.0012989781045853054,SPEA2_DTLZ1_M2_D6_6.mat
DTLZ,SPEA2,DTLZ1,7,M2,D6,0.001301383457607657,SPEA2_DTLZ1_M2_D6_7.mat
DTLZ,SPEA2,DTLZ1,8,M2,D6,0.0013031004755395983,SPEA2_DTLZ1_M2_D6_8.mat
DTLZ,SPEA2,DTLZ1,9,M2,D6,0.0013009339902551168,SPEA2_DTLZ1_M2_D6_9.mat
DTLZ,SPEA2,DTLZ1,10,M2,D6,0.0013774170236661278,SPEA2_DTLZ1_M2_D6_10.mat
DTLZ,SPEA2,DTLZ1,11,M2,D6,0.0013126568269611798,SPEA2_DTLZ1_M2_D6_11.mat
DTLZ,SPEA2,DTLZ1,12,M2,D6,0.0013517592884871369,SPEA2_DTLZ1_M2_D6_12.mat
DTLZ,SPEA2,DTLZ1,13,M2,D6,0.0013002468642184177,SPEA2_DTLZ1_M2_D6_13.mat
DTLZ,SPEA2,DTLZ1,14,M2,D6,0.0013610738397129391,SPEA2_DTLZ1_M2_D6_14.mat
DTLZ,SPEA2,DTLZ1,15,M2,D6,0.0013280454689852232,SPEA2_DTLZ1_M2_D6_15.mat
DTLZ,SPEA2,DTLZ1,16,M2,D6,0.001315772729862746,SPEA2_DTLZ1_M2_D6_16.mat
DTLZ,SPEA2,DTLZ1,17,M2,D6,0.0013070000843700285,SPEA2_DTLZ1_M2_D6_17.mat
DTLZ,SPEA2,DTLZ1,18,M2,D6,0.0013044182104312648,SPEA2_DTLZ1_M2_D6_18.mat
DTLZ,SPEA2,DTLZ1,19,M2,D6,0.0012983995021262978,SPEA2_DTLZ1_M2_D6_19.mat
DTLZ,SPEA2,DTLZ1,20,M2,D6,0.001313839210952401,SPEA2_DTLZ1_M2_D6_20.mat
DTLZ,SPEA2,DTLZ1,21,M2,D6,0.0013137990843768606,SPEA2_DTLZ1_M2_D6_21.mat
DTLZ,SPEA2,DTLZ1,22,M2,D6,0.0013001209623549328,SPEA2_DTLZ1_M2_D6_22.mat
DTLZ,SPEA2,DTLZ1,23,M2,D6,0.0013446514893181091,SPEA2_DTLZ1_M2_D6_23.mat
DTLZ,SPEA2,DTLZ1,24,M2,D6,0.0013213193583896665,SPEA2_DTLZ1_M2_D6_24.mat
DTLZ,SPEA2,DTLZ1,25,M2,D6,0.0013177971089793326,SPEA2_DTLZ1_M2_D6_25.mat
DTLZ,SPEA2,DTLZ1,26,M2,D6,0.0013101434610201864,SPEA2_DTLZ1_M2_D6_26.mat
DTLZ,SPEA2,DTLZ1,27,M2,D6,0.0013072894425846986,SPEA2_DTLZ1_M2_D6_27.mat
DTLZ,SPEA2,DTLZ1,28,M2,D6,0.0013412770499229086,SPEA2_DTLZ1_M2_D6_28.mat
DTLZ,SPEA2,DTLZ1,29,M2,D6,0.0013145681132938148,SPEA2_DTLZ1_M2_D6_29.mat
DTLZ,SPEA2,DTLZ1,30,M2,D6,0.0013202008485810423,SPEA2_DTLZ1_M2_D6_30.mat
DTLZ,SPEA2,DTLZ1,31,M2,D6,0.001300937116252213,SPEA2_DTLZ1_M2_D6_31.mat
DTLZ,SPEA2,DTLZ1,32,M2,D6,0.0014460598910719415,SPEA2_DTLZ1_M2_D6_32.mat
DTLZ,SPEA2,DTLZ1,33,M2,D6,0.0013617535573639743,SPEA2_DTLZ1_M2_D6_33.mat
DTLZ,SPEA2,DTLZ1,34,M2,D6,0.0013144689236510906,SPEA2_DTLZ1_M2_D6_34.mat
DTLZ,SPEA2,DTLZ1,35,M2,D6,0.0014031302183055907,SPEA2_DTLZ1_M2_D6_35.mat
DTLZ,SPEA2,DTLZ1,36,M2,D6,0.0012991800000226469,SPEA2_DTLZ1_M2_D6_36.mat
DTLZ,SPEA2,DTLZ1,37,M2,D6,0.0013102433605989472,SPEA2_DTLZ1_M2_D6_37.mat
DTLZ,SPEA2,DTLZ1,38,M2,D6,0.0012975903299975826,SPEA2_DTLZ1_M2_D6_38.mat
DTLZ,SPEA2,DTLZ1,39,M2,D6,0.00163288237989347,SPEA2_DTLZ1_M2_D6_39.mat
DTLZ,SPEA2,DTLZ1,40,M2,D6,0.0013190538753496568,SPEA2_DTLZ1_M2_D6_40.mat
DTLZ,SPEA2,DTLZ1,41,M2,D6,0.0013536454219435904,SPEA2_DTLZ1_M2_D6_41.mat
DTLZ,SPEA2,DTLZ1,42,M2,D6,0.0015399177784154747,SPEA2_DTLZ1_M2_D6_42.mat
DTLZ,SPEA2,DTLZ1,43,M2,D6,0.0013064597612795488,SPEA2_DTLZ1_M2_D6_43.mat
DTLZ,SPEA2,DTLZ1,44,M2,D6,0.0013164402984517992,SPEA2_DTLZ1_M2_D6_44.mat
DTLZ,SPEA2,DTLZ1,45,M2,D6,0.0016577603664768546,SPEA2_DTLZ1_M2_D6_45.mat
DTLZ,SPEA2,DTLZ1,46,M2,D6,0.001320833036705754,SPEA2_DTLZ1_M2_D6_46.mat
DTLZ,SPEA2,DTLZ1,47,M2,D6,0.0013148920143321006,SPEA2_DTLZ1_M2_D6_47.mat
DTLZ,SPEA2,DTLZ1,48,M2,D6,0.001301365569409962,SPEA2_DTLZ1_M2_D6_48.mat
DTLZ,SPEA2,DTLZ1,49,M2,D6,0.001312776583971827,SPEA2_DTLZ1_M2_D6_49.mat
DTLZ,SPEA2,DTLZ1,50,M2,D6,0.001311008569672119,SPEA2_DTLZ1_M2_D6_50.mat
DTLZ,SPEA2,DTLZ1,51,M2,D6,0.0013080737448483636,SPEA2_DTLZ1_M2_D6_51.mat
DTLZ,SPEA2,DTLZ1,52,M2,D6,0.001402480228089243,SPEA2_DTLZ1_M2_D6_52.mat
DTLZ,SPEA2,DTLZ1,53,M2,D6,0.0013336671703735217,SPEA2_DTLZ1_M2_D6_53.mat
DTLZ,SPEA2,DTLZ1,54,M2,D6,0.0013778850198851902,SPEA2_DTLZ1_M2_D6_54.mat
DTLZ,SPEA2,DTLZ1,55,M2,D6,0.0013771940102105017,SPEA2_DTLZ1_M2_D6_55.mat
DTLZ,SPEA2,DTLZ1,56,M2,D6,0.001295499879853388,SPEA2_DTLZ1_M2_D6_56.mat
DTLZ,SPEA2,DTLZ1,57,M2,D6,0.001335128640880275,SPEA2_DTLZ1_M2_D6_57.mat
DTLZ,SPEA2,DTLZ1,58,M2,D6,0.0014225160554781904,SPEA2_DTLZ1_M2_D6_58.mat
DTLZ,SPEA2,DTLZ1,59,M2,D6,0.0013055941229660093,SPEA2_DTLZ1_M2_D6_59.mat
DTLZ,SPEA2,DTLZ1,60,M2,D6,0.0012981868488812275,SPEA2_DTLZ1_M2_D6_60.mat
DTLZ,SPEA2,DTLZ2,1,M2,D11,0.0019082985380622695,SPEA2_DTLZ2_M2_D11_1.mat
DTLZ,SPEA2,DTLZ2,2,M2,D11,0.0018825380050150422,SPEA2_DTLZ2_M2_D11_2.mat
DTLZ,SPEA2,DTLZ2,3,M2,D11,0.0019736373101888814,SPEA2_DTLZ2_M2_D11_3.mat
DTLZ,SPEA2,DTLZ2,4,M2,D11,0.0018860526181306654,SPEA2_DTLZ2_M2_D11_4.mat
DTLZ,SPEA2,DTLZ2,5,M2,D11,0.0019172647808091937,SPEA2_DTLZ2_M2_D11_5.mat
DTLZ,SPEA2,DTLZ2,6,M2,D11,0.0019011467907772265,SPEA2_DTLZ2_M2_D11_6.mat
DTLZ,SPEA2,DTLZ2,7,M2,D11,0.0020039569391204245,SPEA2_DTLZ2_M2_D11_7.mat
DTLZ,SPEA2,DTLZ2,8,M2,D11,0.001966966663106266,SPEA2_DTLZ2_M2_D11_8.mat
DTLZ,SPEA2,DTLZ2,9,M2,D11,0.0019165618050075608,SPEA2_DTLZ2_M2_D11_9.mat
DTLZ,SPEA2,DTLZ2,10,M2,D11,0.0018615412073540994,SPEA2_DTLZ2_M2_D11_10.mat
DTLZ,SPEA2,DTLZ2,11,M2,D11,0.0019752916966960317,SPEA2_DTLZ2_M2_D11_11.mat
DTLZ,SPEA2,DTLZ2,12,M2,D11,0.0018261901837597304,SPEA2_DTLZ2_M2_D11_12.mat
DTLZ,SPEA2,DTLZ2,13,M2,D11,0.0019346538349311387,SPEA2_DTLZ2_M2_D11_13.mat
DTLZ,SPEA2,DTLZ2,14,M2,D11,0.0019190495990174011,SPEA2_DTLZ2_M2_D11_14.mat
DTLZ,SPEA2,DTLZ2,15,M2,D11,0.002011344602545814,SPEA2_DTLZ2_M2_D11_15.mat
DTLZ,SPEA2,DTLZ2,16,M2,D11,0.001955589670704652,SPEA2_DTLZ2_M2_D11_16.mat
DTLZ,SPEA2,DTLZ2,17,M2,D11,0.0018985655508455413,SPEA2_DTLZ2_M2_D11_17.mat
DTLZ,SPEA2,DTLZ2,18,M2,D11,0.001846111643506671,SPEA2_DTLZ2_M2_D11_18.mat
DTLZ,SPEA2,DTLZ2,19,M2,D11,0.002074098041044733,SPEA2_DTLZ2_M2_D11_19.mat
DTLZ,SPEA2,DTLZ2,20,M2,D11,0.0018260856571248902,SPEA2_DTLZ2_M2_D11_20.mat
DTLZ,SPEA2,DTLZ2,21,M2,D11,0.002002455394499389,SPEA2_DTLZ2_M2_D11_21.mat
DTLZ,SPEA2,DTLZ2,22,M2,D11,0.001943752990583614,SPEA2_DTLZ2_M2_D11_22.mat
DTLZ,SPEA2,DTLZ2,23,M2,D11,0.0018847019258340896,SPEA2_DTLZ2_M2_D11_23.mat
DTLZ,SPEA2,DTLZ2,24,M2,D11,0.002054286918239222,SPEA2_DTLZ2_M2_D11_24.mat
DTLZ,SPEA2,DTLZ2,25,M2,D11,0.0019475992511948492,SPEA2_DTLZ2_M2_D11_25.mat
DTLZ,SPEA2,DTLZ2,26,M2,D11,0.0019435893713256398,SPEA2_DTLZ2_M2_D11_26.mat
DTLZ,SPEA2,DTLZ2,27,M2,D11,0.0018344080940898046,SPEA2_DTLZ2_M2_D11_27.mat
DTLZ,SPEA2,DTLZ2,28,M2,D11,0.0019079227338275374,SPEA2_DTLZ2_M2_D11_28.mat
DTLZ,SPEA2,DTLZ2,29,M2,D11,0.002023734480906775,SPEA2_DTLZ2_M2_D11_29.mat
DTLZ,SPEA2,DTLZ2,30,M2,D11,0.0018468397749983653,SPEA2_DTLZ2_M2_D11_30.mat
DTLZ,SPEA2,DTLZ2,31,M2,D11,0.0018765863470792269,SPEA2_DTLZ2_M2_D11_31.mat
DTLZ,SPEA2,DTLZ2,32,M2,D11,0.0019767534652007325,SPEA2_DTLZ2_M2_D11_32.mat
DTLZ,SPEA2,DTLZ2,33,M2,D11,0.0019241781708308912,SPEA2_DTLZ2_M2_D11_33.mat
DTLZ,SPEA2,DTLZ2,34,M2,D11,0.0019153413665458866,SPEA2_DTLZ2_M2_D11_34.mat
DTLZ,SPEA2,DTLZ2,35,M2,D11,0.0019620002326542494,SPEA2_DTLZ2_M2_D11_35.mat
DTLZ,SPEA2,DTLZ2,36,M2,D11,0.0019355871382558153,SPEA2_DTLZ2_M2_D11_36.mat
DTLZ,SPEA2,DTLZ2,37,M2,D11,0.0018983897520084717,SPEA2_DTLZ2_M2_D11_37.mat
DTLZ,SPEA2,DTLZ2,38,M2,D11,0.0019299453152544302,SPEA2_DTLZ2_M2_D11_38.mat
DTLZ,SPEA2,DTLZ2,39,M2,D11,0.0018578341853032942,SPEA2_DTLZ2_M2_D11_39.mat
DTLZ,SPEA2,DTLZ2,40,M2,D11,0.001859906237656104,SPEA2_DTLZ2_M2_D11_40.mat
DTLZ,SPEA2,DTLZ2,41,M2,D11,0.0019244424978970005,SPEA2_DTLZ2_M2_D11_41.mat
DTLZ,SPEA2,DTLZ2,42,M2,D11,0.0020129737955120633,SPEA2_DTLZ2_M2_D11_42.mat
DTLZ,SPEA2,DTLZ2,43,M2,D11,0.001843637466590534,SPEA2_DTLZ2_M2_D11_43.mat
DTLZ,SPEA2,DTLZ2,44,M2,D11,0.001990741754835986,SPEA2_DTLZ2_M2_D11_44.mat
DTLZ,SPEA2,DTLZ2,45,M2,D11,0.0018446388909254302,SPEA2_DTLZ2_M2_D11_45.mat
DTLZ,SPEA2,DTLZ2,46,M2,D11,0.0018553712485591149,SPEA2_DTLZ2_M2_D11_46.mat
DTLZ,SPEA2,DTLZ2,47,M2,D11,0.0019476618585375842,SPEA2_DTLZ2_M2_D11_47.mat
DTLZ,SPEA2,DTLZ2,48,M2,D11,0.0019709735907382665,SPEA2_DTLZ2_M2_D11_48.mat
DTLZ,SPEA2,DTLZ2,49,M2,D11,0.001875994252119132,SPEA2_DTLZ2_M2_D11_49.mat
DTLZ,SPEA2,DTLZ2,50,M2,D11,0.0019800281735486524,SPEA2_DTLZ2_M2_D11_50.mat
DTLZ,SPEA2,DTLZ2,51,M2,D11,0.0020346974193468036,SPEA2_DTLZ2_M2_D11_51.mat
DTLZ,SPEA2,DTLZ2,52,M2,D11,0.0019274006653481586,SPEA2_DTLZ2_M2_D11_52.mat
DTLZ,SPEA2,DTLZ2,53,M2,D11,0.0019547250035982823,SPEA2_DTLZ2_M2_D11_53.mat
DTLZ,SPEA2,DTLZ2,54,M2,D11,0.0019128455662738712,SPEA2_DTLZ2_M2_D11_54.mat
DTLZ,SPEA2,DTLZ2,55,M2,D11,0.001968621290273116,SPEA2_DTLZ2_M2_D11_55.mat
DTLZ,SPEA2,DTLZ2,56,M2,D11,0.0019395699197746548,SPEA2_DTLZ2_M2_D11_56.mat
DTLZ,SPEA2,DTLZ2,57,M2,D11,0.001964868019863888,SPEA2_DTLZ2_M2_D11_57.mat
DTLZ,SPEA2,DTLZ2,58,M2,D11,0.0019404572396424986,SPEA2_DTLZ2_M2_D11_58.mat
DTLZ,SPEA2,DTLZ2,59,M2,D11,0.0018464078968296793,SPEA2_DTLZ2_M2_D11_59.mat
DTLZ,SPEA2,DTLZ2,60,M2,D11,0.0018939345686981234,SPEA2_DTLZ2_M2_D11_60.mat
DTLZ,SPEA2,DTLZ3,1,M2,D11,0.003214156207064842,SPEA2_DTLZ3_M2_D11_1.mat
DTLZ,SPEA2,DTLZ3,2,M2,D11,0.0022926543760683218,SPEA2_DTLZ3_M2_D11_2.mat
DTLZ,SPEA2,DTLZ3,3,M2,D11,0.003057022202726159,SPEA2_DTLZ3_M2_D11_3.mat
DTLZ,SPEA2,DTLZ3,4,M2,D11,0.003212118654195178,SPEA2_DTLZ3_M2_D11_4.mat
DTLZ,SPEA2,DTLZ3,5,M2,D11,0.002376083121063639,SPEA2_DTLZ3_M2_D11_5.mat
DTLZ,SPEA2,DTLZ3,6,M2,D11,0.002296394899204876,SPEA2_DTLZ3_M2_D11_6.mat
DTLZ,SPEA2,DTLZ3,7,M2,D11,0.002544173952983953,SPEA2_DTLZ3_M2_D11_7.mat
DTLZ,SPEA2,DTLZ3,8,M2,D11,0.002017837806295264,SPEA2_DTLZ3_M2_D11_8.mat
DTLZ,SPEA2,DTLZ3,9,M2,D11,0.0028330151443662394,SPEA2_DTLZ3_M2_D11_9.mat
DTLZ,SPEA2,DTLZ3,10,M2,D11,0.0042311003333308185,SPEA2_DTLZ3_M2_D11_10.mat
DTLZ,SPEA2,DTLZ3,11,M2,D11,0.002344750255014949,SPEA2_DTLZ3_M2_D11_11.mat
DTLZ,SPEA2,DTLZ3,12,M2,D11,0.0019193333645506577,SPEA2_DTLZ3_M2_D11_12.mat
DTLZ,SPEA2,DTLZ3,13,M2,D11,0.0032080985789378538,SPEA2_DTLZ3_M2_D11_13.mat
DTLZ,SPEA2,DTLZ3,14,M2,D11,0.0027359930162095237,SPEA2_DTLZ3_M2_D11_14.mat
DTLZ,SPEA2,DTLZ3,15,M2,D11,0.0021382421435895004,SPEA2_DTLZ3_M2_D11_15.mat
DTLZ,SPEA2,DTLZ3,16,M2,D11,0.00234619280614869,SPEA2_DTLZ3_M2_D11_16.mat
DTLZ,SPEA2,DTLZ3,17,M2,D11,0.0035605313262268624,SPEA2_DTLZ3_M2_D11_17.mat
DTLZ,SPEA2,DTLZ3,18,M2,D11,0.0021398307464812814,SPEA2_DTLZ3_M2_D11_18.mat
