Grupo,Problema,Algoritmo,mean,std,min,max
DTLZ,DTLZ6_M3,NSGAIII,0.018729589916592286,0.0026884557977350796,0.013290792802401545,0.02513139316069093
DTLZ,DTLZ6_M3,SPEA2,0.004083432265871231,2.3868547324558572e-05,0.004029107529893698,0.004153317846476681
DTLZ,DTLZ6_M3,SPEA2SDE,0.009630836049462247,0.0011484637055814621,0.0077161001225430825,0.012439563555559799
DTLZ,DTLZ7_M2,IVFSPEA2,0.01207264431526108,0.05653766933739874,0.004598577037311745,0.44271212518846276
DTLZ,DTLZ7_M2,MFOSPEA2,0.004750289100885485,0.00010259467427233053,0.004585476449596561,0.005004240826274912
DTLZ,DTLZ7_M2,MOEAD,0.16780050833939963,0.21275836748520022,0.0069852877189384216,0.44532787053542344
DTLZ,DTLZ7_M2,NSGAII,0.005394603792957016,0.00020446478662014563,0.004899012094301278,0.005998818394230203
DTLZ,DTLZ7_M2,NSGAIII,0.005108973553772781,8.160343700095146e-05,0.004889946338591034,0.00529845079926659
DTLZ,DTLZ7_M2,SPEA2,0.004781382268389044,9.894439482838657e-05,0.004620814239184835,0.005021344089987932
DTLZ,DTLZ7_M2,SPEA2SDE,0.0052667337363671435,0.00016507725877163882,0.004975826264319334,0.005640495595536871
DTLZ,DTLZ7_M3,IVFSPEA2,0.06922315974345637,0.05195461555254139,0.056419805220051696,0.34976690975357944
DTLZ,DTLZ7_M3,MFOSPEA2,0.06049736322951372,0.0014635272240859543,0.0574946425262628,0.06508844869022505
DTLZ,DTLZ7_M3,MOEAD,0.20871471413302878,0.18025078852290302,0.15147936918592705,0.8019313980707118
DTLZ,DTLZ7_M3,NSGAII,0.08223179952647884,0.03522861812109481,0.07051027481106127,0.3485934733849027
DTLZ,DTLZ7_M3,NSGAIII,0.081043082808818,0.03882267280608051,0.07000082382701311,0.37574006060678455
DTLZ,DTLZ7_M3,SPEA2,0.0746944609064187,0.062488353424521144,0.057728104109736424,0.34527835610217633
DTLZ,DTLZ7_M3,SPEA2SDE,0.08055218449642018,0.0765832848840776,0.05260409664464487,0.37084532990327096
