Grupo,Problema,Algoritmo,mean,std,min,max
WFG,WFG4_M2,IVFSPEA2,0.01278133671868476,0.00019230523239392657,0.012355069165498488,0.013370932421945704
WFG,WFG4_M2,MFOSPEA2,0.012923400658992558,0.0001803525788641036,0.012604228392851795,0.013460595579780903
WFG,WFG4_M2,MOEAD,0.016219348899257992,0.0013596982599690497,0.014286697354364409,0.021186327064464147
WFG,WFG4_M2,NSGAII,0.015308165791049957,0.00045130932643019554,0.014384004923758787,0.016455324480015424
WFG,WFG4_M2,NSGAIII,0.012233208683908502,1.4719819103836639e-06,0.012231165183017709,0.01223786553977948
WFG,WFG4_M2,SPEA2,0.012904047153667062,0.00020091846605954945,0.012591353505935331,0.013383962852438425
WFG,WFG4_M2,SPEA2SDE,0.032717894003502127,0.00425154393834499,0.02653024173718876,0.04074366081885694
WFG,WFG4_M3,IVFSPEA2,0.21408705920920754,0.0021476140897754474,0.20949396043218377,0.21937612767829942
WFG,WFG4_M3,MFOSPEA2,0.2158112957472831,0.0028236333675143157,0.21021765841679288,0.22225403285257536
WFG,WFG4_M3,MOEAD,0.25334153103288276,0.0035428328603426093,0.24590501531699224,0.2632304685570473
WFG,WFG4_M3,NSGAII,0.26985078325612005,0.009221265950551226,0.2529587020751323,0.2949493566778802
WFG,WFG4_M3,NSGAIII,0.22092131261815914,5.063263383013901e-05,0.22081252083713496,0.2210208582183034
WFG,WFG4_M3,SPEA2,0.21540343086852476,0.0023467268690710538,0.21120606657772392,0.2210600915565959
WFG,WFG4_M3,SPEA2SDE,0.32292264048135144,0.015436955907628544,0.29099389214764365,0.3681776963503149
WFG,WFG5_M2,IVFSPEA2,0.0634464536719592,0.0007854063021143214,0.05752151406241461,0.06378859509543111
WFG,WFG5_M2,MFOSPEA2,0.06366686460552848,0.00011817064823766312,0.06344686411461654,0.06395683321310382
WFG,WFG5_M2,MOEAD,0.07003264744848713,0.0013421862016881868,0.06463704122103803,0.07688051958656295
WFG,WFG5_M2,NSGAII,0.06532068970051504,0.0008302853309272981,0.06024533387169287,0.06741637239956276
WFG,WFG5_M2,NSGAIII,0.06337565628637791,1.0400932893582973e-05,0.06336846163061156,0.06340898050134867
WFG,WFG5_M2,SPEA2,0.06365724632893274,0.00011284046744303537,0.06343915836825126,0.0639957368522941
WFG,WFG5_M2,SPEA2SDE,0.07721793201489005,0.005008023810814965,0.07135497123116517,0.09611419856094418
WFG,WFG5_M3,IVFSPEA2,0.22190112820173857,0.0018930698729959653,0.2179435777445291,0.22714452796353582
WFG,WFG5_M3,MFOSPEA2,0.22264695940357768,0.001977295495772224,0.21840908345374352,0.2284982407578864
WFG,WFG5_M3,MOEAD,0.24786668278367674,0.0022391741264419615,0.2429853655936907,0.25362344741278464
WFG,WFG5_M3,NSGAII,0.27857547982049546,0.008742839406000447,0.25833437157316713,0.3011853623483596
WFG,WFG5_M3,NSGAIII,0.22988810494208947,3.3033634657777e-05,0.22982394123565558,0.23004146738599107
WFG,WFG5_M3,SPEA2,0.22289298700493482,0.0019331623166570309,0.21868676049877106,0.2293335300512878
WFG,WFG5_M3,SPEA2SDE,0.3318682895345837,0.013989856571719386,0.29859390946180553,0.36405399880357914
WFG,WFG6_M2,IVFSPEA2,0.08347104768907541,0.025634936950713748,0.022642905814432082,0.13693718913760602
WFG,WFG6_M2,MFOSPEA2,0.08380593087034938,0.02152242291643305,0.01612123324548525,0.12307221084399109
WFG,WFG6_M2,MOEAD,0.08078067950975126,0.021040575869186128,0.03881225430422229,0.1256553884572576
WFG,WFG6_M2,NSGAII,0.0823514880618024,0.020496930598135538,0.027604297568160848,0.13670979294906077
WFG,WFG6_M2,NSGAIII,0.08172601741083894,0.020207373284762763,0.038165601356486334,0.12810196040149208
WFG,WFG6_M2,SPEA2,0.07643425749564639,0.023702631356853198,0.025655826121766506,0.12207858890545342
WFG,WFG6_M2,SPEA2SDE,0.0916817583780444,0.021461055429236594,0.05019623413719389,0.13562620298828382
WFG,WFG6_M3,IVFSPEA2,0.24117677240683968,0.01417023198625152,0.21288062405966288,0.27387453205541384
WFG,WFG6_M3,MFOSPEA2,0.24236579425652124,0.011365577351104682,0.21910761016892666,0.2770682229120655
WFG,WFG6_M3,MOEAD,0.2715209405045071,0.013795081478062141,0.24813633068120547,0.3327446241499788
WFG,WFG6_M3,NSGAII,0.30460380411833515,0.01591930135191161,0.2759319200858,0.34502282262878387
WFG,WFG6_M3,NSGAIII,0.238978765344328,0.00879488021138931,0.2236876234735865,0.26182004976458106
WFG,WFG6_M3,SPEA2,0.23990577353486942,0.008989011466903691,0.2193379032066967,0.2557897382087302
WFG,WFG6_M3,SPEA2SDE,0.34176292614282594,0.014217633704627567,0.3112293298825184,0.3737947130200616
WFG,WFG7_M2,IVFSPEA2,0.013393619697312141,0.0003045218232164282,0.012766807179626548,0.014163998298828178
WFG,WFG7_M2,MFOSPEA2,0.01369309732504325,0.00031644520477349986,0.01312537959250505,0.014491559492594883
WFG,WFG7_M2,MOEAD,0.015426169619179067,0.0010068573837110576,0.013848556194538054,0.01996075246937746
WFG,WFG7_M2,NSGAII,0.017084358762703516,0.0006351585225814871,0.0158701682189116,0.01860475715604898
WFG,WFG7_M2,NSGAIII,0.01223457467417318,1.670921443223446e-06,0.012232358739525882,0.012240988278210956
WFG,WFG7_M2,SPEA2,0.013718822372624255,0.0003046643776460013,0.01301215004712583,0.014401710168468094
WFG,WFG7_M2,SPEA2SDE,0.03250296237978314,0.003838014971452723,0.024190402108354544,0.04272551674208112
WFG,WFG7_M3,IVFSPEA2,0.21574672889400232,0.0022084844408794815,0.21035687849697615,0.22054774196059368
WFG,WFG7_M3,MFOSPEA2,0.218024130984759,0.003179648413114902,0.2124751086013388,0.2260182933629827
WFG,WFG7_M3,MOEAD,0.29815073185039914,0.023289231524905644,0.26869994258036356,0.4052859974859227
WFG,WFG7_M3,NSGAII,0.27874061798600197,0.009319449661260441,0.2560176312370363,0.2999532425525861
WFG,WFG7_M3,NSGAIII,0.22108580627597071,8.985767915421635e-05,0.22095651953439815,0.22155284028012553
WFG,WFG7_M3,SPEA2,0.21710128184508712,0.0027236032259058147,0.21244119999169458,0.22382740814652544
WFG,WFG7_M3,SPEA2SDE,0.3302663377510063,0.015448103270502911,0.2807812034652198,0.36607678176919334
WFG,WFG8_M2,IVFSPEA2,0.10744728163655078,0.0022047117186527114,0.1021104764879503,0.11183688802509359
WFG,WFG8_M2,MFOSPEA2,0.10665735340865816,0.0018219621847481613,0.1017221049596755,0.11101949594995683
WFG,WFG8_M2,MOEAD,0.10953293274441799,0.004131281105427823,0.10172506223831801,0.1248861820868968
WFG,WFG8_M2,NSGAII,0.10833917019907797,0.0021886814025054244,0.10124515684034575,0.11454356146041832
WFG,WFG8_M2,NSGAIII,0.10515460320168708,0.0015442295435324923,0.09977929352392731,0.10761864758898482
WFG,WFG8_M2,SPEA2,0.10731612777971102,0.001647379611933927,0.10388373639562935,0.11304317886249514
WFG,WFG8_M2,SPEA2SDE,0.11356057626707326,0.00294622938895737,0.10744584502762511,0.12155399967520093
WFG,WFG8_M3,IVFSPEA2,0.2931813651301151,0.004632830606356447,0.284089911900568,0.3042534839513632
WFG,WFG8_M3,MFOSPEA2,0.2980297539467189,0.004140988709837135,0.28767929753294275,0.3061499426780142
WFG,WFG8_M3,MOEAD,0.3041574806870566,0.004234822963683098,0.29605874412502037,0.31435803414007496
WFG,WFG8_M3,NSGAII,0.3742831799199455,0.013572981628321039,0.35267510821999165,0.40528540938169155
WFG,WFG8_M3,NSGAIII,0.2798935889553244,0.0032839053032732548,0.27422583907730363,0.29168908720616665
WFG,WFG8_M3,SPEA2,0.2954647875769349,0.0046101378046234705,0.28535309255040175,0.3059179565304135
WFG,WFG8_M3,SPEA2SDE,0.35941329768581914,0.013548648605362534,0.33762078028549986,0.40063182237741574
WFG,WFG9_M2,IVFSPEA2,0.028217717411732655,0.04613959252392793,0.013356062161768824,0.22587258817865996
WFG,WFG9_M2,MFOSPEA2,0.015825445003129712,0.001265101551222545,0.013505280575752378,0.019013176523305596
WFG,WFG9_M2,MOEAD,0.04233301255133484,0.044680621462078955,0.028096313207811318,0.23527073215632746
WFG,WFG9_M2,NSGAII,0.018628095396393943,0.0014361693269162794,0.015911435867955813,0.023179289480061472
WFG,WFG9_M2,NSGAIII,0.014978961115109973,0.0014282923308538088,0.012940576315066784,0.019666934464638998
WFG,WFG9_M2,SPEA2,0.016114700665911037,0.0011812339037152815,0.013949048473693623,0.01932894366400119
WFG,WFG9_M2,SPEA2SDE,0.03334112330054459,0.004438236008296961,0.027298745645987502,0.0442293816491923
WFG,WFG9_M3,IVFSPEA2,0.21690699003032315,0.01678778535061886,0.20976497513802914,0.34294334278702965
WFG,WFG9_M3,MFOSPEA2,0.2198104095156068,0.01792620902719325,0.21146893218029492,0.3544388708816049
WFG,WFG9_M3,MOEAD,0.26289120084744183,0.02166724836477919,0.2390553549913412,0.36530319876481276
WFG,WFG9_M3,NSGAII,0.2731421619503517,0.01107304642604242,0.2544684987217077,0.3024620912718171
WFG,WFG9_M3,NSGAIII,0.2215910737010102,0.0010179135459174064,0.219219417039329,0.22366421645117993
WFG,WFG9_M3,SPEA2,0.21678269600102978,0.0033513442950886116,0.20815468890694552,0.22363184794263635
WFG,WFG9_M3,SPEA2SDE,0.3136729416815083,0.013673981395266738,0.2873981217850542,0.3523031602006406
ZDT,ZDT1_M2,IVFSPEA2,0.003914363217386421,4.8295771916403e-05,0.0038002094601346185,0.004040833775689101
ZDT,ZDT1_M2,MFOSPEA2,0.0039354674080558285,6.161170822071583e-05,0.0038079306090542807,0.004122788571064318
ZDT,ZDT1_M2,MOEAD,0.004001807619036219,3.813086409951988e-05,0.003955292329323482,0.004097741437909387
ZDT,ZDT1_M2,NSGAII,0.004802673373349034,0.0001699900920954533,0.004479552327774978,0.005238859949464588
ZDT,ZDT1_M2,NSGAIII,0.003896192258948677,6.51664202082196e-05,0.0038856556771459188,0.004392543516018516
ZDT,ZDT1_M2,SPEA2,0.003965947929099948,8.081397799360347e-05,0.0038200999053812964,0.00421590536817165
ZDT,ZDT1_M2,SPEA2SDE,0.004258577648455054,0.0001283018489598326,0.004008577440974933,0.004487528178164618
ZDT,ZDT2_M2,IVFSPEA2,0.003911293314741885,5.58778739497389e-05,0.0038018569377316126,0.00413666489671011
ZDT,ZDT2_M2,MFOSPEA2,0.0039225855698875895,4.886047838993983e-05,0.003811631483212308,0.0040747343244221315
ZDT,ZDT2_M2,MOEAD,0.004018148372514013,9.877250755851661e-05,0.003816427652212569,0.004394582865323986
ZDT,ZDT2_M2,NSGAII,0.0049018786147347875,0.00020924805273844877,0.004511444119905059,0.005418868375612162
ZDT,ZDT2_M2,NSGAIII,0.0038069943566274678,2.1427457763354437e-08,0.003806938438625638,0.0038070637753649626
ZDT,ZDT2_M2,SPEA2,0.003918154773502199,5.196980376887533e-05,0.003799500703983483,0.004052938383673227
ZDT,ZDT2_M2,SPEA2SDE,0.006182346429932441,0.0006774619261979623,0.005171268071198812,0.008538154880938634
ZDT,ZDT3_M2,IVFSPEA2,0.004872487805726285,9.951027789849831e-05,0.0046565801658262716,0.005204429971292872
ZDT,ZDT3_M2,MFOSPEA2,0.00538745783137628,0.0038026023794873196,0.004699597227957148,0.034340457435808686
ZDT,ZDT3_M2,MOEAD,0.013208670157405409,0.005342504715444143,0.011504010159597186,0.04182469574734625
ZDT,ZDT3_M2,NSGAII,0.005420383042559379,0.00019478106619995068,0.004983258513716797,0.005872752542702735
ZDT,ZDT3_M2,NSGAIII,0.006106018755107704,0.00018140351507036847,0.005571354106245527,0.006474475706089766
ZDT,ZDT3_M2,SPEA2,0.0049268954684066335,0.00013792821807665585,0.004707720324179693,0.005324171731928014
ZDT,ZDT3_M2,SPEA2SDE,0.005314383095091815,0.00025792936891689725,0.004827051266917954,0.006114878286558948
ZDT,ZDT4_M2,IVFSPEA2,0.0038422587378044836,4.472719917265654e-05,0.003746204854257411,0.003983939620283022
ZDT,ZDT4_M2,MFOSPEA2,0.0038450504495154553,5.076630437699666e-05,0.003775133272808465,0.004071628291724466
ZDT,ZDT4_M2,MOEAD,0.00504270798291802,0.0008413582949743235,0.0040118152227539994,0.007987420991236246
ZDT,ZDT4_M2,NSGAII,0.004569489600115085,0.00015118823647175073,0.004293395927232401,0.0049459987938131784
ZDT,ZDT4_M2,NSGAIII,0.003909899879490025,3.7483910304284615e-05,0.0038862754375039244,0.004085116356409192
ZDT,ZDT4_M2,SPEA2,0.0038618145038153283,4.5200006728200477e-05,0.003769969808552535,0.004021177695629411
ZDT,ZDT4_M2,SPEA2SDE,0.0042587207369021015,0.00011530702879163668,0.0040125316785280946,0.004519447816655955
ZDT,ZDT6_M2,IVFSPEA2,0.003078093590202308,2.6261665692207028e-05,0.003031642901598493,0.0031584211535743523
ZDT,ZDT6_M2,MFOSPEA2,0.0030838013446062742,2.0697907146896573e-05,0.0030354344587159134,0.003123325079822128
ZDT,ZDT6_M2,MOEAD,0.0035745063506951,0.00025844075459278336,0.003188223827737187,0.004331371267849199
ZDT,ZDT6_M2,NSGAII,0.003689567395114273,0.0001261306078602397,0.003430402108081242,0.003954693631774393
ZDT,ZDT6_M2,NSGAIII,0.0030012737214269018,2.083397817928707e-08,0.003001237905140311,0.003001326356568891
ZDT,ZDT6_M2,SPEA2,0.0030963007251817278,2.4674321152233944e-05,0.003055842771887398,0.003197836379997419
ZDT,ZDT6_M2,SPEA2SDE,0.003431058691598,7.322837177130101e-05,0.0032551083663676407,0.0036343551171585417
