Grupo,Algoritmo,Problema,Run,M,D,runtime,arquivo_original
WFG,IVFSPEA2,WFG2,56,M3,D12,20.14044099999999,IVFSPEA2_WFG2_M3_D12_56.mat
WFG,IVFSPEA2,WFG2,56,M2,D11,9.391913000000006,IVFSPEA2_WFG2_M2_D11_56.mat
WFG,IVFSPEA2,WFG2,57,M2,D11,9.137852999999998,IVFSPEA2_WFG2_M2_D11_57.mat
WFG,IVFSPEA2,WFG2,57,M3,D12,19.978344999999997,IVFSPEA2_WFG2_M3_D12_57.mat
WFG,IVFSPEA2,WFG2,58,M2,D11,9.077963000000008,IVFSPEA2_WFG2_M2_D11_58.mat
WFG,IVFSPEA2,WFG2,58,M3,D12,20.62750899999999,IVFSPEA2_WFG2_M3_D12_58.mat
WFG,IVFSPEA2,WFG2,59,M2,D11,9.241349999999985,IVFSPEA2_WFG2_M2_D11_59.mat
WFG,IVFSPEA2,WFG2,59,M3,D12,21.086491999999986,IVFSPEA2_WFG2_M3_D12_59.mat
WFG,IVFSPEA2,WFG2,60,M3,D12,21.63431800000002,IVFSPEA2_WFG2_M3_D12_60.mat
WFG,IVFSPEA2,WFG2,60,M2,D11,9.216571000000005,IVFSPEA2_WFG2_M2_D11_60.mat
WFG,IVFSPEA2,WFG3,1,M3,D12,32.80239699999997,IVFSPEA2_WFG3_M3_D12_1.mat
WFG,IVFSPEA2,WFG3,1,M2,D11,12.103011000000002,IVFSPEA2_WFG3_M2_D11_1.mat
WFG,IVFSPEA2,WFG3,2,M3,D12,32.749892,IVFSPEA2_WFG3_M3_D12_2.mat
WFG,IVFSPEA2,WFG3,2,M2,D11,11.379893999999993,IVFSPEA2_WFG3_M2_D11_2.mat
WFG,IVFSPEA2,WFG3,3,M2,D11,11.955996999999986,IVFSPEA2_WFG3_M2_D11_3.mat
WFG,IVFSPEA2,WFG3,3,M3,D12,32.023956,IVFSPEA2_WFG3_M3_D12_3.mat
WFG,IVFSPEA2,WFG3,4,M3,D12,32.62696599999999,IVFSPEA2_WFG3_M3_D12_4.mat
WFG,IVFSPEA2,WFG3,4,M2,D11,11.869305000000004,IVFSPEA2_WFG3_M2_D11_4.mat
WFG,IVFSPEA2,WFG3,5,M2,D11,11.913332000000002,IVFSPEA2_WFG3_M2_D11_5.mat
WFG,IVFSPEA2,WFG3,5,M3,D12,33.11188900000003,IVFSPEA2_WFG3_M3_D12_5.mat
WFG,IVFSPEA2,WFG3,6,M2,D11,11.911639000000008,IVFSPEA2_WFG3_M2_D11_6.mat
WFG,IVFSPEA2,WFG3,6,M3,D12,31.90409100000001,IVFSPEA2_WFG3_M3_D12_6.mat
WFG,IVFSPEA2,WFG3,7,M3,D12,32.177647999999955,IVFSPEA2_WFG3_M3_D12_7.mat
WFG,IVFSPEA2,WFG3,7,M2,D11,11.205443999999986,IVFSPEA2_WFG3_M2_D11_7.mat
WFG,IVFSPEA2,WFG3,8,M2,D11,10.934796999999996,IVFSPEA2_WFG3_M2_D11_8.mat
WFG,IVFSPEA2,WFG3,8,M3,D12,32.26574500000001,IVFSPEA2_WFG3_M3_D12_8.mat
WFG,IVFSPEA2,WFG3,9,M2,D11,11.480295999999985,IVFSPEA2_WFG3_M2_D11_9.mat
WFG,IVFSPEA2,WFG3,9,M3,D12,32.068255000000036,IVFSPEA2_WFG3_M3_D12_9.mat
WFG,IVFSPEA2,WFG3,10,M3,D12,32.29387499999995,IVFSPEA2_WFG3_M3_D12_10.mat
WFG,IVFSPEA2,WFG3,10,M2,D11,11.317773,IVFSPEA2_WFG3_M2_D11_10.mat
WFG,IVFSPEA2,WFG3,11,M3,D12,32.415612999999944,IVFSPEA2_WFG3_M3_D12_11.mat
WFG,IVFSPEA2,WFG3,11,M2,D11,10.817389999999996,IVFSPEA2_WFG3_M2_D11_11.mat
WFG,IVFSPEA2,WFG3,12,M3,D12,32.543065999999996,IVFSPEA2_WFG3_M3_D12_12.mat
WFG,IVFSPEA2,WFG3,12,M2,D11,11.857803999999966,IVFSPEA2_WFG3_M2_D11_12.mat
WFG,IVFSPEA2,WFG3,13,M2,D11,11.669442999999996,IVFSPEA2_WFG3_M2_D11_13.mat
WFG,IVFSPEA2,WFG3,13,M3,D12,31.688751999999994,IVFSPEA2_WFG3_M3_D12_13.mat
WFG,IVFSPEA2,WFG3,14,M3,D12,31.458930000000006,IVFSPEA2_WFG3_M3_D12_14.mat
WFG,IVFSPEA2,WFG3,14,M2,D11,11.653103999999997,IVFSPEA2_WFG3_M2_D11_14.mat
WFG,IVFSPEA2,WFG3,15,M2,D11,11.302491999999994,IVFSPEA2_WFG3_M2_D11_15.mat
WFG,IVFSPEA2,WFG3,15,M3,D12,31.245483999999998,IVFSPEA2_WFG3_M3_D12_15.mat
WFG,IVFSPEA2,WFG3,16,M3,D12,31.811405000000022,IVFSPEA2_WFG3_M3_D12_16.mat
WFG,IVFSPEA2,WFG3,16,M2,D11,10.802850999999992,IVFSPEA2_WFG3_M2_D11_16.mat
WFG,IVFSPEA2,WFG3,17,M3,D12,31.917706000000038,IVFSPEA2_WFG3_M3_D12_17.mat
WFG,IVFSPEA2,WFG3,17,M2,D11,11.15501199999998,IVFSPEA2_WFG3_M2_D11_17.mat
WFG,IVFSPEA2,WFG3,18,M3,D12,32.014448999999985,IVFSPEA2_WFG3_M3_D12_18.mat
WFG,IVFSPEA2,WFG3,18,M2,D11,11.290024000000006,IVFSPEA2_WFG3_M2_D11_18.mat
WFG,IVFSPEA2,WFG3,19,M3,D12,31.276803999999984,IVFSPEA2_WFG3_M3_D12_19.mat
WFG,IVFSPEA2,WFG3,19,M2,D11,11.032097999999998,IVFSPEA2_WFG3_M2_D11_19.mat
WFG,IVFSPEA2,WFG3,20,M3,D12,31.588276000000008,IVFSPEA2_WFG3_M3_D12_20.mat
WFG,IVFSPEA2,WFG3,20,M2,D11,11.09783000000001,IVFSPEA2_WFG3_M2_D11_20.mat
WFG,IVFSPEA2,WFG3,21,M3,D12,31.390353999999984,IVFSPEA2_WFG3_M3_D12_21.mat
WFG,IVFSPEA2,WFG3,21,M2,D11,11.71358799999999,IVFSPEA2_WFG3_M2_D11_21.mat
WFG,IVFSPEA2,WFG3,22,M2,D11,10.596218000000006,IVFSPEA2_WFG3_M2_D11_22.mat
WFG,IVFSPEA2,WFG3,22,M3,D12,32.05930000000001,IVFSPEA2_WFG3_M3_D12_22.mat
WFG,IVFSPEA2,WFG3,23,M2,D11,11.125593999999989,IVFSPEA2_WFG3_M2_D11_23.mat
WFG,IVFSPEA2,WFG3,23,M3,D12,31.945165000000003,IVFSPEA2_WFG3_M3_D12_23.mat
WFG,IVFSPEA2,WFG3,24,M2,D11,11.012232,IVFSPEA2_WFG3_M2_D11_24.mat
WFG,IVFSPEA2,WFG3,24,M3,D12,31.88652599999998,IVFSPEA2_WFG3_M3_D12_24.mat
WFG,IVFSPEA2,WFG3,25,M2,D11,11.104519000000009,IVFSPEA2_WFG3_M2_D11_25.mat
WFG,IVFSPEA2,WFG3,25,M3,D12,30.91720699999999,IVFSPEA2_WFG3_M3_D12_25.mat
WFG,IVFSPEA2,WFG3,26,M2,D11,11.218720999999992,IVFSPEA2_WFG3_M2_D11_26.mat
WFG,IVFSPEA2,WFG3,26,M3,D12,31.458101000000028,IVFSPEA2_WFG3_M3_D12_26.mat
WFG,IVFSPEA2,WFG3,27,M3,D12,30.75826300000002,IVFSPEA2_WFG3_M3_D12_27.mat
WFG,IVFSPEA2,WFG3,27,M2,D11,11.095704999999999,IVFSPEA2_WFG3_M2_D11_27.mat
WFG,IVFSPEA2,WFG3,28,M3,D12,32.05943799999999,IVFSPEA2_WFG3_M3_D12_28.mat
WFG,IVFSPEA2,WFG3,28,M2,D11,11.172034000000007,IVFSPEA2_WFG3_M2_D11_28.mat
WFG,IVFSPEA2,WFG3,29,M2,D11,11.026701,IVFSPEA2_WFG3_M2_D11_29.mat
WFG,IVFSPEA2,WFG3,29,M3,D12,30.979427000000012,IVFSPEA2_WFG3_M3_D12_29.mat
WFG,IVFSPEA2,WFG3,30,M2,D11,10.947810000000015,IVFSPEA2_WFG3_M2_D11_30.mat
WFG,IVFSPEA2,WFG3,30,M3,D12,31.577493999999987,IVFSPEA2_WFG3_M3_D12_30.mat
WFG,IVFSPEA2,WFG3,31,M2,D11,10.790602999999988,IVFSPEA2_WFG3_M2_D11_31.mat
WFG,IVFSPEA2,WFG3,31,M3,D12,30.556376999999976,IVFSPEA2_WFG3_M3_D12_31.mat
WFG,IVFSPEA2,WFG3,32,M2,D11,11.396846999999987,IVFSPEA2_WFG3_M2_D11_32.mat
WFG,IVFSPEA2,WFG3,32,M3,D12,31.34574000000004,IVFSPEA2_WFG3_M3_D12_32.mat
WFG,IVFSPEA2,WFG3,33,M3,D12,31.003261000000016,IVFSPEA2_WFG3_M3_D12_33.mat
WFG,IVFSPEA2,WFG3,33,M2,D11,11.037481000000012,IVFSPEA2_WFG3_M2_D11_33.mat
WFG,IVFSPEA2,WFG3,34,M3,D12,31.05064599999999,IVFSPEA2_WFG3_M3_D12_34.mat
WFG,IVFSPEA2,WFG3,34,M2,D11,10.752298999999997,IVFSPEA2_WFG3_M2_D11_34.mat
WFG,IVFSPEA2,WFG3,35,M3,D12,31.17024700000001,IVFSPEA2_WFG3_M3_D12_35.mat
WFG,IVFSPEA2,WFG3,35,M2,D11,10.857121000000008,IVFSPEA2_WFG3_M2_D11_35.mat
WFG,IVFSPEA2,WFG3,36,M3,D12,31.102520000000055,IVFSPEA2_WFG3_M3_D12_36.mat
WFG,IVFSPEA2,WFG3,36,M2,D11,11.187320000000001,IVFSPEA2_WFG3_M2_D11_36.mat
WFG,IVFSPEA2,WFG3,37,M3,D12,32.24046299999999,IVFSPEA2_WFG3_M3_D12_37.mat
WFG,IVFSPEA2,WFG3,37,M2,D11,11.347233999999993,IVFSPEA2_WFG3_M2_D11_37.mat
WFG,IVFSPEA2,WFG3,38,M3,D12,31.056919000000033,IVFSPEA2_WFG3_M3_D12_38.mat
WFG,IVFSPEA2,WFG3,38,M2,D11,10.832529999999995,IVFSPEA2_WFG3_M2_D11_38.mat
WFG,IVFSPEA2,WFG3,39,M2,D11,11.351407999999996,IVFSPEA2_WFG3_M2_D11_39.mat
WFG,IVFSPEA2,WFG3,39,M3,D12,30.529312000000026,IVFSPEA2_WFG3_M3_D12_39.mat
WFG,IVFSPEA2,WFG3,40,M2,D11,10.725688999999996,IVFSPEA2_WFG3_M2_D11_40.mat
WFG,IVFSPEA2,WFG3,40,M3,D12,31.037579999999966,IVFSPEA2_WFG3_M3_D12_40.mat
WFG,IVFSPEA2,WFG3,41,M2,D11,11.238832000000004,IVFSPEA2_WFG3_M2_D11_41.mat
WFG,IVFSPEA2,WFG3,41,M3,D12,31.951073999999984,IVFSPEA2_WFG3_M3_D12_41.mat
WFG,IVFSPEA2,WFG3,42,M2,D11,11.498408000000005,IVFSPEA2_WFG3_M2_D11_42.mat
WFG,IVFSPEA2,WFG3,42,M3,D12,31.111307999999973,IVFSPEA2_WFG3_M3_D12_42.mat
WFG,IVFSPEA2,WFG3,43,M2,D11,11.406591999999996,IVFSPEA2_WFG3_M2_D11_43.mat
WFG,IVFSPEA2,WFG3,43,M3,D12,30.24987999999997,IVFSPEA2_WFG3_M3_D12_43.mat
WFG,IVFSPEA2,WFG3,44,M2,D11,11.789477999999994,IVFSPEA2_WFG3_M2_D11_44.mat
WFG,IVFSPEA2,WFG3,44,M3,D12,30.66552500000002,IVFSPEA2_WFG3_M3_D12_44.mat
WFG,IVFSPEA2,WFG3,45,M2,D11,11.240841000000009,IVFSPEA2_WFG3_M2_D11_45.mat
WFG,IVFSPEA2,WFG3,45,M3,D12,30.768423000000006,IVFSPEA2_WFG3_M3_D12_45.mat
WFG,IVFSPEA2,WFG3,46,M2,D11,11.601157999999998,IVFSPEA2_WFG3_M2_D11_46.mat
WFG,IVFSPEA2,WFG3,46,M3,D12,30.763219000000046,IVFSPEA2_WFG3_M3_D12_46.mat
WFG,IVFSPEA2,WFG3,47,M3,D12,31.36693300000003,IVFSPEA2_WFG3_M3_D12_47.mat
WFG,IVFSPEA2,WFG3,47,M2,D11,11.19368099999999,IVFSPEA2_WFG3_M2_D11_47.mat
WFG,IVFSPEA2,WFG3,48,M2,D11,11.451913000000015,IVFSPEA2_WFG3_M2_D11_48.mat
WFG,IVFSPEA2,WFG3,48,M3,D12,31.842809,IVFSPEA2_WFG3_M3_D12_48.mat
WFG,IVFSPEA2,WFG3,49,M2,D11,11.374520000000006,IVFSPEA2_WFG3_M2_D11_49.mat
WFG,IVFSPEA2,WFG3,49,M3,D12,29.875028,IVFSPEA2_WFG3_M3_D12_49.mat
WFG,IVFSPEA2,WFG3,50,M3,D12,30.45792999999996,IVFSPEA2_WFG3_M3_D12_50.mat
WFG,IVFSPEA2,WFG3,50,M2,D11,11.308627000000008,IVFSPEA2_WFG3_M2_D11_50.mat
WFG,IVFSPEA2,WFG3,51,M2,D11,11.419750000000004,IVFSPEA2_WFG3_M2_D11_51.mat
WFG,IVFSPEA2,WFG3,51,M3,D12,29.656584999999996,IVFSPEA2_WFG3_M3_D12_51.mat
WFG,IVFSPEA2,WFG3,52,M3,D12,30.64514100000002,IVFSPEA2_WFG3_M3_D12_52.mat
WFG,IVFSPEA2,WFG3,52,M2,D11,11.141781000000007,IVFSPEA2_WFG3_M2_D11_52.mat
WFG,IVFSPEA2,WFG3,53,M2,D11,11.299989999999998,IVFSPEA2_WFG3_M2_D11_53.mat
WFG,IVFSPEA2,WFG3,53,M3,D12,30.36266300000001,IVFSPEA2_WFG3_M3_D12_53.mat
WFG,IVFSPEA2,WFG3,54,M2,D11,11.215597000000008,IVFSPEA2_WFG3_M2_D11_54.mat
WFG,IVFSPEA2,WFG3,54,M3,D12,30.147373999999992,IVFSPEA2_WFG3_M3_D12_54.mat
WFG,IVFSPEA2,WFG3,55,M2,D11,11.103215999999978,IVFSPEA2_WFG3_M2_D11_55.mat
WFG,IVFSPEA2,WFG3,55,M3,D12,29.898489000000048,IVFSPEA2_WFG3_M3_D12_55.mat
WFG,IVFSPEA2,WFG3,56,M2,D11,11.268276000000004,IVFSPEA2_WFG3_M2_D11_56.mat
WFG,IVFSPEA2,WFG3,56,M3,D12,30.79274500000002,IVFSPEA2_WFG3_M3_D12_56.mat
WFG,IVFSPEA2,WFG3,57,M2,D11,11.245900999999993,IVFSPEA2_WFG3_M2_D11_57.mat
WFG,IVFSPEA2,WFG3,57,M3,D12,30.07720799999998,IVFSPEA2_WFG3_M3_D12_57.mat
WFG,IVFSPEA2,WFG3,58,M2,D11,11.44822899999999,IVFSPEA2_WFG3_M2_D11_58.mat
WFG,IVFSPEA2,WFG3,58,M3,D12,31.475306000000028,IVFSPEA2_WFG3_M3_D12_58.mat
WFG,IVFSPEA2,WFG3,59,M3,D12,32.71626200000001,IVFSPEA2_WFG3_M3_D12_59.mat
WFG,IVFSPEA2,WFG3,59,M2,D11,11.331695999999985,IVFSPEA2_WFG3_M2_D11_59.mat
WFG,IVFSPEA2,WFG3,60,M2,D11,11.090853000000015,IVFSPEA2_WFG3_M2_D11_60.mat
WFG,IVFSPEA2,WFG3,60,M3,D12,32.189482000000005,IVFSPEA2_WFG3_M3_D12_60.mat
WFG,IVFSPEA2,WFG4,1,M3,D12,29.644920000000013,IVFSPEA2_WFG4_M3_D12_1.mat
WFG,IVFSPEA2,WFG4,1,M2,D11,12.547229999999987,IVFSPEA2_WFG4_M2_D11_1.mat
WFG,IVFSPEA2,WFG4,2,M2,D11,12.295283000000005,IVFSPEA2_WFG4_M2_D11_2.mat
WFG,IVFSPEA2,WFG4,2,M3,D12,31.05009700000002,IVFSPEA2_WFG4_M3_D12_2.mat
WFG,IVFSPEA2,WFG4,3,M2,D11,11.83174600000001,IVFSPEA2_WFG4_M2_D11_3.mat
WFG,IVFSPEA2,WFG4,3,M3,D12,30.137100999999973,IVFSPEA2_WFG4_M3_D12_3.mat
WFG,IVFSPEA2,WFG4,4,M2,D11,11.997788999999983,IVFSPEA2_WFG4_M2_D11_4.mat
WFG,IVFSPEA2,WFG4,4,M3,D12,30.286402,IVFSPEA2_WFG4_M3_D12_4.mat
WFG,IVFSPEA2,WFG4,5,M2,D11,12.072204,IVFSPEA2_WFG4_M2_D11_5.mat
WFG,IVFSPEA2,WFG4,5,M3,D12,30.74709399999999,IVFSPEA2_WFG4_M3_D12_5.mat
WFG,IVFSPEA2,WFG4,6,M2,D11,12.067520999999983,IVFSPEA2_WFG4_M2_D11_6.mat
WFG,IVFSPEA2,WFG4,6,M3,D12,30.006591000000007,IVFSPEA2_WFG4_M3_D12_6.mat
WFG,IVFSPEA2,WFG4,7,M2,D11,11.956200999999995,IVFSPEA2_WFG4_M2_D11_7.mat
WFG,IVFSPEA2,WFG4,7,M3,D12,29.365290999999992,IVFSPEA2_WFG4_M3_D12_7.mat
WFG,IVFSPEA2,WFG4,8,M3,D12,29.448563000000007,IVFSPEA2_WFG4_M3_D12_8.mat
WFG,IVFSPEA2,WFG4,8,M2,D11,11.890625999999997,IVFSPEA2_WFG4_M2_D11_8.mat
WFG,IVFSPEA2,WFG4,9,M2,D11,11.357213999999999,IVFSPEA2_WFG4_M2_D11_9.mat
WFG,IVFSPEA2,WFG4,9,M3,D12,29.293088000000026,IVFSPEA2_WFG4_M3_D12_9.mat
WFG,IVFSPEA2,WFG4,10,M3,D12,29.616100000000024,IVFSPEA2_WFG4_M3_D12_10.mat
WFG,IVFSPEA2,WFG4,10,M2,D11,11.712279000000006,IVFSPEA2_WFG4_M2_D11_10.mat
WFG,IVFSPEA2,WFG4,11,M3,D12,30.302233999999967,IVFSPEA2_WFG4_M3_D12_11.mat
WFG,IVFSPEA2,WFG4,11,M2,D11,11.488362000000011,IVFSPEA2_WFG4_M2_D11_11.mat
WFG,IVFSPEA2,WFG4,12,M3,D12,30.310737999999954,IVFSPEA2_WFG4_M3_D12_12.mat
WFG,IVFSPEA2,WFG4,12,M2,D11,11.432045,IVFSPEA2_WFG4_M2_D11_12.mat
WFG,IVFSPEA2,WFG4,13,M2,D11,10.918389000000015,IVFSPEA2_WFG4_M2_D11_13.mat
WFG,IVFSPEA2,WFG4,13,M3,D12,28.643302999999985,IVFSPEA2_WFG4_M3_D12_13.mat
WFG,IVFSPEA2,WFG4,14,M2,D11,10.984320999999989,IVFSPEA2_WFG4_M2_D11_14.mat
WFG,IVFSPEA2,WFG4,14,M3,D12,28.975498000000023,IVFSPEA2_WFG4_M3_D12_14.mat
WFG,IVFSPEA2,WFG4,15,M3,D12,28.807896999999983,IVFSPEA2_WFG4_M3_D12_15.mat
WFG,IVFSPEA2,WFG4,15,M2,D11,10.767386999999996,IVFSPEA2_WFG4_M2_D11_15.mat
WFG,IVFSPEA2,WFG4,16,M3,D12,28.774277000000016,IVFSPEA2_WFG4_M3_D12_16.mat
WFG,IVFSPEA2,WFG4,16,M2,D11,10.879924999999995,IVFSPEA2_WFG4_M2_D11_16.mat
WFG,IVFSPEA2,WFG4,17,M2,D11,10.751617000000003,IVFSPEA2_WFG4_M2_D11_17.mat
WFG,IVFSPEA2,WFG4,17,M3,D12,29.683355000000013,IVFSPEA2_WFG4_M3_D12_17.mat
WFG,IVFSPEA2,WFG4,18,M3,D12,29.12491399999998,IVFSPEA2_WFG4_M3_D12_18.mat
WFG,IVFSPEA2,WFG4,18,M2,D11,11.187205000000008,IVFSPEA2_WFG4_M2_D11_18.mat
WFG,IVFSPEA2,WFG4,19,M2,D11,10.627590999999999,IVFSPEA2_WFG4_M2_D11_19.mat
WFG,IVFSPEA2,WFG4,19,M3,D12,28.406936999999957,IVFSPEA2_WFG4_M3_D12_19.mat
WFG,IVFSPEA2,WFG4,20,M2,D11,11.145757000000007,IVFSPEA2_WFG4_M2_D11_20.mat
WFG,IVFSPEA2,WFG4,20,M3,D12,28.41607700000001,IVFSPEA2_WFG4_M3_D12_20.mat
WFG,IVFSPEA2,WFG4,21,M2,D11,10.275598999999998,IVFSPEA2_WFG4_M2_D11_21.mat
WFG,IVFSPEA2,WFG4,21,M3,D12,28.26466199999999,IVFSPEA2_WFG4_M3_D12_21.mat
WFG,IVFSPEA2,WFG4,22,M3,D12,28.893230000000006,IVFSPEA2_WFG4_M3_D12_22.mat
WFG,IVFSPEA2,WFG4,22,M2,D11,10.866274000000015,IVFSPEA2_WFG4_M2_D11_22.mat
WFG,IVFSPEA2,WFG4,23,M3,D12,29.296576999999978,IVFSPEA2_WFG4_M3_D12_23.mat
WFG,IVFSPEA2,WFG4,23,M2,D11,10.748291999999992,IVFSPEA2_WFG4_M2_D11_23.mat
WFG,IVFSPEA2,WFG4,24,M2,D11,10.440286999999985,IVFSPEA2_WFG4_M2_D11_24.mat
WFG,IVFSPEA2,WFG4,24,M3,D12,28.72564999999997,IVFSPEA2_WFG4_M3_D12_24.mat
WFG,IVFSPEA2,WFG4,25,M3,D12,28.22236299999997,IVFSPEA2_WFG4_M3_D12_25.mat
WFG,IVFSPEA2,WFG4,25,M2,D11,10.946933999999994,IVFSPEA2_WFG4_M2_D11_25.mat
WFG,IVFSPEA2,WFG4,26,M3,D12,28.688633999999976,IVFSPEA2_WFG4_M3_D12_26.mat
WFG,IVFSPEA2,WFG4,26,M2,D11,11.069835999999999,IVFSPEA2_WFG4_M2_D11_26.mat
WFG,IVFSPEA2,WFG4,27,M3,D12,28.246121000000038,IVFSPEA2_WFG4_M3_D12_27.mat
WFG,IVFSPEA2,WFG4,27,M2,D11,10.795769000000014,IVFSPEA2_WFG4_M2_D11_27.mat
WFG,IVFSPEA2,WFG4,28,M2,D11,10.963069999999997,IVFSPEA2_WFG4_M2_D11_28.mat
WFG,IVFSPEA2,WFG4,28,M3,D12,28.466522000000026,IVFSPEA2_WFG4_M3_D12_28.mat
WFG,IVFSPEA2,WFG4,29,M2,D11,10.71446600000001,IVFSPEA2_WFG4_M2_D11_29.mat
WFG,IVFSPEA2,WFG4,29,M3,D12,28.884986000000012,IVFSPEA2_WFG4_M3_D12_29.mat
WFG,IVFSPEA2,WFG4,30,M2,D11,10.935000999999996,IVFSPEA2_WFG4_M2_D11_30.mat
WFG,IVFSPEA2,WFG4,30,M3,D12,28.57149599999999,IVFSPEA2_WFG4_M3_D12_30.mat
WFG,IVFSPEA2,WFG4,31,M3,D12,27.997100999999986,IVFSPEA2_WFG4_M3_D12_31.mat
WFG,IVFSPEA2,WFG4,31,M2,D11,10.838631000000017,IVFSPEA2_WFG4_M2_D11_31.mat
WFG,IVFSPEA2,WFG4,32,M3,D12,28.835829999999998,IVFSPEA2_WFG4_M3_D12_32.mat
WFG,IVFSPEA2,WFG4,32,M2,D11,10.526571999999993,IVFSPEA2_WFG4_M2_D11_32.mat
WFG,IVFSPEA2,WFG4,33,M3,D12,28.050817000000038,IVFSPEA2_WFG4_M3_D12_33.mat
WFG,IVFSPEA2,WFG4,33,M2,D11,11.422693000000004,IVFSPEA2_WFG4_M2_D11_33.mat
WFG,IVFSPEA2,WFG4,34,M3,D12,28.07720900000002,IVFSPEA2_WFG4_M3_D12_34.mat
WFG,IVFSPEA2,WFG4,34,M2,D11,10.63997799999999,IVFSPEA2_WFG4_M2_D11_34.mat
WFG,IVFSPEA2,WFG4,35,M3,D12,28.38559400000001,IVFSPEA2_WFG4_M3_D12_35.mat
WFG,IVFSPEA2,WFG4,35,M2,D11,10.627311999999973,IVFSPEA2_WFG4_M2_D11_35.mat
WFG,IVFSPEA2,WFG4,36,M3,D12,28.557313000000015,IVFSPEA2_WFG4_M3_D12_36.mat
WFG,IVFSPEA2,WFG4,36,M2,D11,10.809584000000001,IVFSPEA2_WFG4_M2_D11_36.mat
WFG,IVFSPEA2,WFG4,37,M3,D12,27.980721,IVFSPEA2_WFG4_M3_D12_37.mat
WFG,IVFSPEA2,WFG4,37,M2,D11,11.126757000000014,IVFSPEA2_WFG4_M2_D11_37.mat
WFG,IVFSPEA2,WFG4,38,M2,D11,10.632180999999997,IVFSPEA2_WFG4_M2_D11_38.mat
WFG,IVFSPEA2,WFG4,38,M3,D12,28.152476999999998,IVFSPEA2_WFG4_M3_D12_38.mat
WFG,IVFSPEA2,WFG4,39,M3,D12,28.144630999999983,IVFSPEA2_WFG4_M3_D12_39.mat
WFG,IVFSPEA2,WFG4,39,M2,D11,10.803836999999989,IVFSPEA2_WFG4_M2_D11_39.mat
WFG,IVFSPEA2,WFG4,40,M2,D11,11.001524000000016,IVFSPEA2_WFG4_M2_D11_40.mat
WFG,IVFSPEA2,WFG4,40,M3,D12,28.450648000000026,IVFSPEA2_WFG4_M3_D12_40.mat
WFG,IVFSPEA2,WFG4,41,M3,D12,28.485337999999995,IVFSPEA2_WFG4_M3_D12_41.mat
WFG,IVFSPEA2,WFG4,41,M2,D11,11.331625999999998,IVFSPEA2_WFG4_M2_D11_41.mat
WFG,IVFSPEA2,WFG4,42,M3,D12,28.43476799999999,IVFSPEA2_WFG4_M3_D12_42.mat
WFG,IVFSPEA2,WFG4,42,M2,D11,10.817972999999995,IVFSPEA2_WFG4_M2_D11_42.mat
WFG,IVFSPEA2,WFG4,43,M2,D11,10.879630000000006,IVFSPEA2_WFG4_M2_D11_43.mat
WFG,IVFSPEA2,WFG4,43,M3,D12,27.751908000000014,IVFSPEA2_WFG4_M3_D12_43.mat
WFG,IVFSPEA2,WFG4,44,M2,D11,10.690340000000013,IVFSPEA2_WFG4_M2_D11_44.mat
WFG,IVFSPEA2,WFG4,44,M3,D12,28.13390499999999,IVFSPEA2_WFG4_M3_D12_44.mat
WFG,IVFSPEA2,WFG4,45,M3,D12,28.303660999999977,IVFSPEA2_WFG4_M3_D12_45.mat
WFG,IVFSPEA2,WFG4,45,M2,D11,10.754513999999993,IVFSPEA2_WFG4_M2_D11_45.mat
WFG,IVFSPEA2,WFG4,46,M3,D12,27.812775000000002,IVFSPEA2_WFG4_M3_D12_46.mat
WFG,IVFSPEA2,WFG4,46,M2,D11,10.728565999999995,IVFSPEA2_WFG4_M2_D11_46.mat
WFG,IVFSPEA2,WFG4,47,M3,D12,28.317692999999974,IVFSPEA2_WFG4_M3_D12_47.mat
WFG,IVFSPEA2,WFG4,47,M2,D11,10.642995000000024,IVFSPEA2_WFG4_M2_D11_47.mat
WFG,IVFSPEA2,WFG4,48,M2,D11,11.057440999999999,IVFSPEA2_WFG4_M2_D11_48.mat
WFG,IVFSPEA2,WFG4,48,M3,D12,28.150790999999938,IVFSPEA2_WFG4_M3_D12_48.mat
WFG,IVFSPEA2,WFG4,49,M3,D12,27.26287100000003,IVFSPEA2_WFG4_M3_D12_49.mat
WFG,IVFSPEA2,WFG4,49,M2,D11,10.537649000000009,IVFSPEA2_WFG4_M2_D11_49.mat
WFG,IVFSPEA2,WFG4,50,M3,D12,27.597414000000033,IVFSPEA2_WFG4_M3_D12_50.mat
WFG,IVFSPEA2,WFG4,50,M2,D11,10.972050000000005,IVFSPEA2_WFG4_M2_D11_50.mat
WFG,IVFSPEA2,WFG4,51,M3,D12,27.706664000000007,IVFSPEA2_WFG4_M3_D12_51.mat
WFG,IVFSPEA2,WFG4,51,M2,D11,11.46338800000001,IVFSPEA2_WFG4_M2_D11_51.mat
WFG,IVFSPEA2,WFG4,52,M3,D12,27.89403899999999,IVFSPEA2_WFG4_M3_D12_52.mat
WFG,IVFSPEA2,WFG4,52,M2,D11,10.810060000000007,IVFSPEA2_WFG4_M2_D11_52.mat
WFG,IVFSPEA2,WFG4,53,M2,D11,11.03718800000001,IVFSPEA2_WFG4_M2_D11_53.mat
WFG,IVFSPEA2,WFG4,53,M3,D12,27.92905999999999,IVFSPEA2_WFG4_M3_D12_53.mat
WFG,IVFSPEA2,WFG4,54,M2,D11,10.943692000000002,IVFSPEA2_WFG4_M2_D11_54.mat
