Grupo,Algoritmo,Problema,Run,M,D,runtime,arquivo_original
MaF,IVFSPEA2,MaF7,33,M2,D21,13.035511000000001,IVFSPEA2_MaF7_M2_D21_33.mat
MaF,IVFSPEA2,MaF7,33,M3,D22,24.33665499999999,IVFSPEA2_MaF7_M3_D22_33.mat
MaF,IVFSPEA2,MaF7,34,M3,D22,26.308772000000005,IVFSPEA2_MaF7_M3_D22_34.mat
MaF,IVFSPEA2,MaF7,34,M2,D21,14.014586999999986,IVFSPEA2_MaF7_M2_D21_34.mat
MaF,IVFSPEA2,MaF7,35,M3,D22,26.580881000000005,IVFSPEA2_MaF7_M3_D22_35.mat
MaF,IVFSPEA2,MaF7,35,M2,D21,14.320264999999994,IVFSPEA2_MaF7_M2_D21_35.mat
MaF,IVFSPEA2,MaF7,36,M3,D22,26.49255200000001,IVFSPEA2_MaF7_M3_D22_36.mat
MaF,IVFSPEA2,MaF7,36,M2,D21,13.568372000000023,IVFSPEA2_MaF7_M2_D21_36.mat
MaF,IVFSPEA2,MaF7,37,M3,D22,26.099355999999997,IVFSPEA2_MaF7_M3_D22_37.mat
MaF,IVFSPEA2,MaF7,37,M2,D21,14.138165999999998,IVFSPEA2_MaF7_M2_D21_37.mat
MaF,IVFSPEA2,MaF7,38,M2,D21,13.517508999999972,IVFSPEA2_MaF7_M2_D21_38.mat
MaF,IVFSPEA2,MaF7,38,M3,D22,26.376656000000015,IVFSPEA2_MaF7_M3_D22_38.mat
MaF,IVFSPEA2,MaF7,39,M2,D21,14.025665000000004,IVFSPEA2_MaF7_M2_D21_39.mat
MaF,IVFSPEA2,MaF7,39,M3,D22,26.511654999999983,IVFSPEA2_MaF7_M3_D22_39.mat
MaF,IVFSPEA2,MaF7,40,M2,D21,13.189415000000002,IVFSPEA2_MaF7_M2_D21_40.mat
MaF,IVFSPEA2,MaF7,40,M3,D22,26.136038000000006,IVFSPEA2_MaF7_M3_D22_40.mat
MaF,IVFSPEA2,MaF7,41,M3,D22,27.04636800000001,IVFSPEA2_MaF7_M3_D22_41.mat
MaF,IVFSPEA2,MaF7,41,M2,D21,13.561511999999988,IVFSPEA2_MaF7_M2_D21_41.mat
MaF,IVFSPEA2,MaF7,42,M2,D21,13.64379800000003,IVFSPEA2_MaF7_M2_D21_42.mat
MaF,IVFSPEA2,MaF7,42,M3,D22,26.197607999999967,IVFSPEA2_MaF7_M3_D22_42.mat
MaF,IVFSPEA2,MaF7,43,M3,D22,25.839441,IVFSPEA2_MaF7_M3_D22_43.mat
MaF,IVFSPEA2,MaF7,43,M2,D21,13.782923000000014,IVFSPEA2_MaF7_M2_D21_43.mat
MaF,IVFSPEA2,MaF7,44,M2,D21,13.776774000000003,IVFSPEA2_MaF7_M2_D21_44.mat
MaF,IVFSPEA2,MaF7,44,M3,D22,25.882394,IVFSPEA2_MaF7_M3_D22_44.mat
MaF,IVFSPEA2,MaF7,45,M2,D21,13.318356000000001,IVFSPEA2_MaF7_M2_D21_45.mat
MaF,IVFSPEA2,MaF7,45,M3,D22,25.419470000000004,IVFSPEA2_MaF7_M3_D22_45.mat
MaF,IVFSPEA2,MaF7,46,M3,D22,25.901014999999987,IVFSPEA2_MaF7_M3_D22_46.mat
MaF,IVFSPEA2,MaF7,46,M2,D21,13.401345,IVFSPEA2_MaF7_M2_D21_46.mat
MaF,IVFSPEA2,MaF7,47,M2,D21,13.847523000000011,IVFSPEA2_MaF7_M2_D21_47.mat
MaF,IVFSPEA2,MaF7,47,M3,D22,26.22046199999999,IVFSPEA2_MaF7_M3_D22_47.mat
MaF,IVFSPEA2,MaF7,48,M2,D21,13.475769999999988,IVFSPEA2_MaF7_M2_D21_48.mat
MaF,IVFSPEA2,MaF7,48,M3,D22,26.018124999999994,IVFSPEA2_MaF7_M3_D22_48.mat
MaF,IVFSPEA2,MaF7,49,M2,D21,13.994852999999997,IVFSPEA2_MaF7_M2_D21_49.mat
MaF,IVFSPEA2,MaF7,49,M3,D22,25.704330000000002,IVFSPEA2_MaF7_M3_D22_49.mat
MaF,IVFSPEA2,MaF7,50,M3,D22,26.22962499999999,IVFSPEA2_MaF7_M3_D22_50.mat
MaF,IVFSPEA2,MaF7,50,M2,D21,13.688820999999995,IVFSPEA2_MaF7_M2_D21_50.mat
MaF,IVFSPEA2,MaF7,51,M3,D22,25.736973000000035,IVFSPEA2_MaF7_M3_D22_51.mat
MaF,IVFSPEA2,MaF7,51,M2,D21,13.614745,IVFSPEA2_MaF7_M2_D21_51.mat
MaF,IVFSPEA2,MaF7,52,M3,D22,26.34643399999998,IVFSPEA2_MaF7_M3_D22_52.mat
MaF,IVFSPEA2,MaF7,52,M2,D21,13.82277800000001,IVFSPEA2_MaF7_M2_D21_52.mat
MaF,IVFSPEA2,MaF7,53,M3,D22,24.159857,IVFSPEA2_MaF7_M3_D22_53.mat
MaF,IVFSPEA2,MaF7,53,M2,D21,13.233421000000005,IVFSPEA2_MaF7_M2_D21_53.mat
MaF,IVFSPEA2,MaF7,54,M2,D21,13.609260999999982,IVFSPEA2_MaF7_M2_D21_54.mat
MaF,IVFSPEA2,MaF7,54,M3,D22,25.975987999999994,IVFSPEA2_MaF7_M3_D22_54.mat
MaF,IVFSPEA2,MaF7,55,M3,D22,25.490966999999976,IVFSPEA2_MaF7_M3_D22_55.mat
MaF,IVFSPEA2,MaF7,55,M2,D21,13.409203000000003,IVFSPEA2_MaF7_M2_D21_55.mat
MaF,IVFSPEA2,MaF7,56,M3,D22,26.18660000000001,IVFSPEA2_MaF7_M3_D22_56.mat
MaF,IVFSPEA2,MaF7,56,M2,D21,13.407844000000004,IVFSPEA2_MaF7_M2_D21_56.mat
MaF,IVFSPEA2,MaF7,57,M2,D21,13.073383999999999,IVFSPEA2_MaF7_M2_D21_57.mat
MaF,IVFSPEA2,MaF7,57,M3,D22,27.16703200000002,IVFSPEA2_MaF7_M3_D22_57.mat
MaF,IVFSPEA2,MaF7,58,M3,D22,27.31619699999997,IVFSPEA2_MaF7_M3_D22_58.mat
MaF,IVFSPEA2,MaF7,58,M2,D21,13.42591000000001,IVFSPEA2_MaF7_M2_D21_58.mat
MaF,IVFSPEA2,MaF7,59,M2,D21,13.297805999999994,IVFSPEA2_MaF7_M2_D21_59.mat
MaF,IVFSPEA2,MaF7,59,M3,D22,27.91100299999998,IVFSPEA2_MaF7_M3_D22_59.mat
MaF,IVFSPEA2,MaF7,60,M3,D22,27.76517100000001,IVFSPEA2_MaF7_M3_D22_60.mat
MaF,IVFSPEA2,MaF7,60,M2,D21,14.227839999999992,IVFSPEA2_MaF7_M2_D21_60.mat
MaF,MFOSPEA2,MaF1,1,M3,D12,47.17521800000002,MFOSPEA2_MaF1_M3_D12_1.mat
MaF,MFOSPEA2,MaF1,1,M2,D11,24.857117000000056,MFOSPEA2_MaF1_M2_D11_1.mat
MaF,MFOSPEA2,MaF1,2,M3,D12,46.82116300000004,MFOSPEA2_MaF1_M3_D12_2.mat
MaF,MFOSPEA2,MaF1,2,M2,D11,24.879152999999974,MFOSPEA2_MaF1_M2_D11_2.mat
MaF,MFOSPEA2,MaF1,3,M3,D12,47.21063699999998,MFOSPEA2_MaF1_M3_D12_3.mat
MaF,MFOSPEA2,MaF1,3,M2,D11,25.019178999999976,MFOSPEA2_MaF1_M2_D11_3.mat
MaF,MFOSPEA2,MaF1,4,M2,D11,25.079961000000004,MFOSPEA2_MaF1_M2_D11_4.mat
MaF,MFOSPEA2,MaF1,4,M3,D12,46.83871,MFOSPEA2_MaF1_M3_D12_4.mat
MaF,MFOSPEA2,MaF1,5,M2,D11,24.549804999999985,MFOSPEA2_MaF1_M2_D11_5.mat
MaF,MFOSPEA2,MaF1,5,M3,D12,47.673290999999956,MFOSPEA2_MaF1_M3_D12_5.mat
MaF,MFOSPEA2,MaF1,6,M2,D11,25.364228999999977,MFOSPEA2_MaF1_M2_D11_6.mat
MaF,MFOSPEA2,MaF1,6,M3,D12,47.38068699999998,MFOSPEA2_MaF1_M3_D12_6.mat
MaF,MFOSPEA2,MaF1,7,M3,D12,48.56567900000003,MFOSPEA2_MaF1_M3_D12_7.mat
MaF,MFOSPEA2,MaF1,7,M2,D11,24.281273999999975,MFOSPEA2_MaF1_M2_D11_7.mat
MaF,MFOSPEA2,MaF1,8,M3,D12,48.206920000000025,MFOSPEA2_MaF1_M3_D12_8.mat
MaF,MFOSPEA2,MaF1,8,M2,D11,25.076898999999973,MFOSPEA2_MaF1_M2_D11_8.mat
MaF,MFOSPEA2,MaF1,9,M2,D11,24.996616999999954,MFOSPEA2_MaF1_M2_D11_9.mat
MaF,MFOSPEA2,MaF1,9,M3,D12,48.13644900000003,MFOSPEA2_MaF1_M3_D12_9.mat
MaF,MFOSPEA2,MaF1,10,M3,D12,48.20554200000004,MFOSPEA2_MaF1_M3_D12_10.mat
MaF,MFOSPEA2,MaF1,10,M2,D11,25.122887000000013,MFOSPEA2_MaF1_M2_D11_10.mat
MaF,MFOSPEA2,MaF1,11,M2,D11,25.081196999999992,MFOSPEA2_MaF1_M2_D11_11.mat
MaF,MFOSPEA2,MaF1,11,M3,D12,47.54691500000002,MFOSPEA2_MaF1_M3_D12_11.mat
MaF,MFOSPEA2,MaF1,12,M2,D11,24.925862,MFOSPEA2_MaF1_M2_D11_12.mat
MaF,MFOSPEA2,MaF1,12,M3,D12,49.09325999999999,MFOSPEA2_MaF1_M3_D12_12.mat
MaF,MFOSPEA2,MaF1,13,M2,D11,24.558689999999977,MFOSPEA2_MaF1_M2_D11_13.mat
MaF,MFOSPEA2,MaF1,13,M3,D12,47.79704200000001,MFOSPEA2_MaF1_M3_D12_13.mat
MaF,MFOSPEA2,MaF1,14,M3,D12,47.61989399999996,MFOSPEA2_MaF1_M3_D12_14.mat
MaF,MFOSPEA2,MaF1,14,M2,D11,24.75492899999997,MFOSPEA2_MaF1_M2_D11_14.mat
MaF,MFOSPEA2,MaF1,15,M3,D12,48.54723500000001,MFOSPEA2_MaF1_M3_D12_15.mat
MaF,MFOSPEA2,MaF1,15,M2,D11,25.077258999999998,MFOSPEA2_MaF1_M2_D11_15.mat
MaF,MFOSPEA2,MaF1,16,M3,D12,47.597776999999994,MFOSPEA2_MaF1_M3_D12_16.mat
MaF,MFOSPEA2,MaF1,16,M2,D11,25.08097600000001,MFOSPEA2_MaF1_M2_D11_16.mat
MaF,MFOSPEA2,MaF1,17,M2,D11,24.905319000000006,MFOSPEA2_MaF1_M2_D11_17.mat
MaF,MFOSPEA2,MaF1,17,M3,D12,47.90207599999997,MFOSPEA2_MaF1_M3_D12_17.mat
MaF,MFOSPEA2,MaF1,18,M2,D11,24.677089999999993,MFOSPEA2_MaF1_M2_D11_18.mat
MaF,MFOSPEA2,MaF1,18,M3,D12,48.25349499999996,MFOSPEA2_MaF1_M3_D12_18.mat
MaF,MFOSPEA2,MaF1,19,M3,D12,47.778834000000025,MFOSPEA2_MaF1_M3_D12_19.mat
MaF,MFOSPEA2,MaF1,19,M2,D11,25.053457000000012,MFOSPEA2_MaF1_M2_D11_19.mat
MaF,MFOSPEA2,MaF1,20,M3,D12,48.179510000000036,MFOSPEA2_MaF1_M3_D12_20.mat
MaF,MFOSPEA2,MaF1,20,M2,D11,25.33800399999997,MFOSPEA2_MaF1_M2_D11_20.mat
MaF,MFOSPEA2,MaF1,21,M2,D11,24.917903999999997,MFOSPEA2_MaF1_M2_D11_21.mat
MaF,MFOSPEA2,MaF1,21,M3,D12,47.64922800000001,MFOSPEA2_MaF1_M3_D12_21.mat
MaF,MFOSPEA2,MaF1,22,M3,D12,47.246605,MFOSPEA2_MaF1_M3_D12_22.mat
MaF,MFOSPEA2,MaF1,22,M2,D11,24.71584199999999,MFOSPEA2_MaF1_M2_D11_22.mat
MaF,MFOSPEA2,MaF1,23,M3,D12,47.26221800000005,MFOSPEA2_MaF1_M3_D12_23.mat
MaF,MFOSPEA2,MaF1,23,M2,D11,24.75380899999999,MFOSPEA2_MaF1_M2_D11_23.mat
MaF,MFOSPEA2,MaF1,24,M3,D12,47.94521200000002,MFOSPEA2_MaF1_M3_D12_24.mat
MaF,MFOSPEA2,MaF1,24,M2,D11,24.84603199999997,MFOSPEA2_MaF1_M2_D11_24.mat
MaF,MFOSPEA2,MaF1,25,M2,D11,24.98170899999999,MFOSPEA2_MaF1_M2_D11_25.mat
MaF,MFOSPEA2,MaF1,25,M3,D12,47.029930999999955,MFOSPEA2_MaF1_M3_D12_25.mat
MaF,MFOSPEA2,MaF1,26,M2,D11,25.68365200000001,MFOSPEA2_MaF1_M2_D11_26.mat
MaF,MFOSPEA2,MaF1,26,M3,D12,46.93468000000003,MFOSPEA2_MaF1_M3_D12_26.mat
MaF,MFOSPEA2,MaF1,27,M2,D11,24.833087999999982,MFOSPEA2_MaF1_M2_D11_27.mat
MaF,MFOSPEA2,MaF1,27,M3,D12,47.5644209999999,MFOSPEA2_MaF1_M3_D12_27.mat
MaF,MFOSPEA2,MaF1,28,M3,D12,47.074386,MFOSPEA2_MaF1_M3_D12_28.mat
MaF,MFOSPEA2,MaF1,28,M2,D11,25.277519000000012,MFOSPEA2_MaF1_M2_D11_28.mat
MaF,MFOSPEA2,MaF1,29,M3,D12,47.305764000000025,MFOSPEA2_MaF1_M3_D12_29.mat
MaF,MFOSPEA2,MaF1,29,M2,D11,24.532577000000032,MFOSPEA2_MaF1_M2_D11_29.mat
MaF,MFOSPEA2,MaF1,30,M2,D11,24.548792000000002,MFOSPEA2_MaF1_M2_D11_30.mat
MaF,MFOSPEA2,MaF1,30,M3,D12,47.48070700000002,MFOSPEA2_MaF1_M3_D12_30.mat
MaF,MFOSPEA2,MaF1,31,M3,D12,47.26555800000001,MFOSPEA2_MaF1_M3_D12_31.mat
MaF,MFOSPEA2,MaF1,31,M2,D11,25.176464000000017,MFOSPEA2_MaF1_M2_D11_31.mat
MaF,MFOSPEA2,MaF1,32,M3,D12,47.31466400000006,MFOSPEA2_MaF1_M3_D12_32.mat
MaF,MFOSPEA2,MaF1,32,M2,D11,24.59161100000002,MFOSPEA2_MaF1_M2_D11_32.mat
MaF,MFOSPEA2,MaF1,33,M2,D11,25.048758999999997,MFOSPEA2_MaF1_M2_D11_33.mat
MaF,MFOSPEA2,MaF1,33,M3,D12,47.060700999999966,MFOSPEA2_MaF1_M3_D12_33.mat
MaF,MFOSPEA2,MaF1,34,M2,D11,25.15782000000001,MFOSPEA2_MaF1_M2_D11_34.mat
MaF,MFOSPEA2,MaF1,34,M3,D12,47.213341000000014,MFOSPEA2_MaF1_M3_D12_34.mat
MaF,MFOSPEA2,MaF1,35,M2,D11,24.705921999999962,MFOSPEA2_MaF1_M2_D11_35.mat
MaF,MFOSPEA2,MaF1,35,M3,D12,47.502202,MFOSPEA2_MaF1_M3_D12_35.mat
MaF,MFOSPEA2,MaF1,36,M3,D12,47.36564999999996,MFOSPEA2_MaF1_M3_D12_36.mat
MaF,MFOSPEA2,MaF1,36,M2,D11,25.255045000000027,MFOSPEA2_MaF1_M2_D11_36.mat
MaF,MFOSPEA2,MaF1,37,M3,D12,46.83938900000002,MFOSPEA2_MaF1_M3_D12_37.mat
MaF,MFOSPEA2,MaF1,37,M2,D11,24.98410400000002,MFOSPEA2_MaF1_M2_D11_37.mat
MaF,MFOSPEA2,MaF1,38,M2,D11,24.74746299999999,MFOSPEA2_MaF1_M2_D11_38.mat
MaF,MFOSPEA2,MaF1,38,M3,D12,47.17704200000001,MFOSPEA2_MaF1_M3_D12_38.mat
MaF,MFOSPEA2,MaF1,39,M2,D11,24.657073,MFOSPEA2_MaF1_M2_D11_39.mat
MaF,MFOSPEA2,MaF1,39,M3,D12,47.20700699999999,MFOSPEA2_MaF1_M3_D12_39.mat
MaF,MFOSPEA2,MaF1,40,M2,D11,25.058991999999993,MFOSPEA2_MaF1_M2_D11_40.mat
MaF,MFOSPEA2,MaF1,40,M3,D12,47.07951399999994,MFOSPEA2_MaF1_M3_D12_40.mat
MaF,MFOSPEA2,MaF1,41,M2,D11,25.123848999999968,MFOSPEA2_MaF1_M2_D11_41.mat
MaF,MFOSPEA2,MaF1,41,M3,D12,47.334778000000014,MFOSPEA2_MaF1_M3_D12_41.mat
MaF,MFOSPEA2,MaF1,42,M3,D12,47.77602100000001,MFOSPEA2_MaF1_M3_D12_42.mat
MaF,MFOSPEA2,MaF1,42,M2,D11,25.262714000000027,MFOSPEA2_MaF1_M2_D11_42.mat
MaF,MFOSPEA2,MaF1,43,M2,D11,24.59809300000001,MFOSPEA2_MaF1_M2_D11_43.mat
MaF,MFOSPEA2,MaF1,43,M3,D12,47.42742799999997,MFOSPEA2_MaF1_M3_D12_43.mat
MaF,MFOSPEA2,MaF1,44,M3,D12,47.43039800000001,MFOSPEA2_MaF1_M3_D12_44.mat
MaF,MFOSPEA2,MaF1,44,M2,D11,24.902016000000017,MFOSPEA2_MaF1_M2_D11_44.mat
MaF,MFOSPEA2,MaF1,45,M3,D12,47.68802699999997,MFOSPEA2_MaF1_M3_D12_45.mat
MaF,MFOSPEA2,MaF1,45,M2,D11,24.325143999999995,MFOSPEA2_MaF1_M2_D11_45.mat
MaF,MFOSPEA2,MaF1,46,M3,D12,46.847967999999945,MFOSPEA2_MaF1_M3_D12_46.mat
MaF,MFOSPEA2,MaF1,46,M2,D11,25.051910000000035,MFOSPEA2_MaF1_M2_D11_46.mat
MaF,MFOSPEA2,MaF1,47,M3,D12,47.45654599999997,MFOSPEA2_MaF1_M3_D12_47.mat
MaF,MFOSPEA2,MaF1,47,M2,D11,25.537959,MFOSPEA2_MaF1_M2_D11_47.mat
MaF,MFOSPEA2,MaF1,48,M3,D12,48.190641,MFOSPEA2_MaF1_M3_D12_48.mat
MaF,MFOSPEA2,MaF1,48,M2,D11,25.058705999999976,MFOSPEA2_MaF1_M2_D11_48.mat
MaF,MFOSPEA2,MaF1,49,M3,D12,46.96298999999992,MFOSPEA2_MaF1_M3_D12_49.mat
MaF,MFOSPEA2,MaF1,49,M2,D11,25.297545,MFOSPEA2_MaF1_M2_D11_49.mat
MaF,MFOSPEA2,MaF1,50,M2,D11,24.521003000000015,MFOSPEA2_MaF1_M2_D11_50.mat
MaF,MFOSPEA2,MaF1,50,M3,D12,46.81923899999998,MFOSPEA2_MaF1_M3_D12_50.mat
MaF,MFOSPEA2,MaF1,51,M3,D12,47.24350399999999,MFOSPEA2_MaF1_M3_D12_51.mat
MaF,MFOSPEA2,MaF1,51,M2,D11,24.916242000000004,MFOSPEA2_MaF1_M2_D11_51.mat
MaF,MFOSPEA2,MaF1,52,M2,D11,25.092387000000013,MFOSPEA2_MaF1_M2_D11_52.mat
MaF,MFOSPEA2,MaF1,52,M3,D12,47.002994000000015,MFOSPEA2_MaF1_M3_D12_52.mat
MaF,MFOSPEA2,MaF1,53,M3,D12,47.36121300000001,MFOSPEA2_MaF1_M3_D12_53.mat
MaF,MFOSPEA2,MaF1,53,M2,D11,24.935530000000004,MFOSPEA2_MaF1_M2_D11_53.mat
MaF,MFOSPEA2,MaF1,54,M2,D11,25.285977999999968,MFOSPEA2_MaF1_M2_D11_54.mat
MaF,MFOSPEA2,MaF1,54,M3,D12,47.89993000000006,MFOSPEA2_MaF1_M3_D12_54.mat
MaF,MFOSPEA2,MaF1,55,M3,D12,47.47181100000002,MFOSPEA2_MaF1_M3_D12_55.mat
MaF,MFOSPEA2,MaF1,55,M2,D11,24.86020300000002,MFOSPEA2_MaF1_M2_D11_55.mat
MaF,MFOSPEA2,MaF1,56,M3,D12,46.85303999999997,MFOSPEA2_MaF1_M3_D12_56.mat
MaF,MFOSPEA2,MaF1,56,M2,D11,24.83011500000004,MFOSPEA2_MaF1_M2_D11_56.mat
MaF,MFOSPEA2,MaF1,57,M3,D12,47.162115999999976,MFOSPEA2_MaF1_M3_D12_57.mat
MaF,MFOSPEA2,MaF1,57,M2,D11,24.773658999999984,MFOSPEA2_MaF1_M2_D11_57.mat
MaF,MFOSPEA2,MaF1,58,M2,D11,24.953713000000025,MFOSPEA2_MaF1_M2_D11_58.mat
MaF,MFOSPEA2,MaF1,58,M3,D12,47.20502300000006,MFOSPEA2_MaF1_M3_D12_58.mat
MaF,MFOSPEA2,MaF1,59,M3,D12,47.431630999999996,MFOSPEA2_MaF1_M3_D12_59.mat
MaF,MFOSPEA2,MaF1,59,M2,D11,25.353057999999997,MFOSPEA2_MaF1_M2_D11_59.mat
MaF,MFOSPEA2,MaF1,60,M2,D11,24.698894999999986,MFOSPEA2_MaF1_M2_D11_60.mat
MaF,MFOSPEA2,MaF1,60,M3,D12,47.835311999999995,MFOSPEA2_MaF1_M3_D12_60.mat
MaF,MFOSPEA2,MaF2,1,M3,D12,73.22841700000012,MFOSPEA2_MaF2_M3_D12_1.mat
MaF,MFOSPEA2,MaF2,1,M2,D11,41.89822299999998,MFOSPEA2_MaF2_M2_D11_1.mat
MaF,MFOSPEA2,MaF2,2,M2,D11,42.268781999999995,MFOSPEA2_MaF2_M2_D11_2.mat
MaF,MFOSPEA2,MaF2,2,M3,D12,75.06795600000011,MFOSPEA2_MaF2_M3_D12_2.mat
MaF,MFOSPEA2,MaF2,3,M3,D12,73.64201800000006,MFOSPEA2_MaF2_M3_D12_3.mat
MaF,MFOSPEA2,MaF2,3,M2,D11,41.78705900000004,MFOSPEA2_MaF2_M2_D11_3.mat
MaF,MFOSPEA2,MaF2,4,M2,D11,41.15450299999998,MFOSPEA2_MaF2_M2_D11_4.mat
MaF,MFOSPEA2,MaF2,4,M3,D12,73.766422,MFOSPEA2_MaF2_M3_D12_4.mat
MaF,MFOSPEA2,MaF2,5,M2,D11,42.137403999999975,MFOSPEA2_MaF2_M2_D11_5.mat
MaF,MFOSPEA2,MaF2,5,M3,D12,73.83645600000004,MFOSPEA2_MaF2_M3_D12_5.mat
MaF,MFOSPEA2,MaF2,6,M3,D12,74.42833699999993,MFOSPEA2_MaF2_M3_D12_6.mat
MaF,MFOSPEA2,MaF2,6,M2,D11,42.31978299999999,MFOSPEA2_MaF2_M2_D11_6.mat
MaF,MFOSPEA2,MaF2,7,M2,D11,42.09857700000006,MFOSPEA2_MaF2_M2_D11_7.mat
MaF,MFOSPEA2,MaF2,7,M3,D12,74.51402600000019,MFOSPEA2_MaF2_M3_D12_7.mat
MaF,MFOSPEA2,MaF2,8,M2,D11,42.26777400000001,MFOSPEA2_MaF2_M2_D11_8.mat
MaF,MFOSPEA2,MaF2,8,M3,D12,72.65560599999998,MFOSPEA2_MaF2_M3_D12_8.mat
MaF,MFOSPEA2,MaF2,9,M3,D12,75.83353799999993,MFOSPEA2_MaF2_M3_D12_9.mat
MaF,MFOSPEA2,MaF2,9,M2,D11,41.89342300000002,MFOSPEA2_MaF2_M2_D11_9.mat
MaF,MFOSPEA2,MaF2,10,M3,D12,73.00069900000005,MFOSPEA2_MaF2_M3_D12_10.mat
MaF,MFOSPEA2,MaF2,10,M2,D11,41.348564,MFOSPEA2_MaF2_M2_D11_10.mat
MaF,MFOSPEA2,MaF2,11,M2,D11,42.10449099999994,MFOSPEA2_MaF2_M2_D11_11.mat
MaF,MFOSPEA2,MaF2,11,M3,D12,73.67153299999985,MFOSPEA2_MaF2_M3_D12_11.mat
MaF,MFOSPEA2,MaF2,12,M2,D11,41.71409999999998,MFOSPEA2_MaF2_M2_D11_12.mat
MaF,MFOSPEA2,MaF2,12,M3,D12,75.34919700000005,MFOSPEA2_MaF2_M3_D12_12.mat
MaF,MFOSPEA2,MaF2,13,M2,D11,42.058561000000026,MFOSPEA2_MaF2_M2_D11_13.mat
MaF,MFOSPEA2,MaF2,13,M3,D12,71.93796800000001,MFOSPEA2_MaF2_M3_D12_13.mat
MaF,MFOSPEA2,MaF2,14,M3,D12,75.82169800000011,MFOSPEA2_MaF2_M3_D12_14.mat
MaF,MFOSPEA2,MaF2,14,M2,D11,42.39835500000002,MFOSPEA2_MaF2_M2_D11_14.mat
MaF,MFOSPEA2,MaF2,15,M3,D12,74.18695600000007,MFOSPEA2_MaF2_M3_D12_15.mat
MaF,MFOSPEA2,MaF2,15,M2,D11,41.57620100000002,MFOSPEA2_MaF2_M2_D11_15.mat
MaF,MFOSPEA2,MaF2,16,M2,D11,41.647333,MFOSPEA2_MaF2_M2_D11_16.mat
MaF,MFOSPEA2,MaF2,16,M3,D12,72.96265800000016,MFOSPEA2_MaF2_M3_D12_16.mat
MaF,MFOSPEA2,MaF2,17,M3,D12,72.78375400000003,MFOSPEA2_MaF2_M3_D12_17.mat
MaF,MFOSPEA2,MaF2,17,M2,D11,42.35206300000001,MFOSPEA2_MaF2_M2_D11_17.mat
MaF,MFOSPEA2,MaF2,18,M3,D12,73.89029999999993,MFOSPEA2_MaF2_M3_D12_18.mat
MaF,MFOSPEA2,MaF2,18,M2,D11,41.99363999999992,MFOSPEA2_MaF2_M2_D11_18.mat
MaF,MFOSPEA2,MaF2,19,M2,D11,41.48847499999999,MFOSPEA2_MaF2_M2_D11_19.mat
MaF,MFOSPEA2,MaF2,19,M3,D12,74.25819099999995,MFOSPEA2_MaF2_M3_D12_19.mat
MaF,MFOSPEA2,MaF2,20,M3,D12,73.25161800000011,MFOSPEA2_MaF2_M3_D12_20.mat
MaF,MFOSPEA2,MaF2,20,M2,D11,41.927592999999916,MFOSPEA2_MaF2_M2_D11_20.mat
MaF,MFOSPEA2,MaF2,21,M2,D11,42.15045800000001,MFOSPEA2_MaF2_M2_D11_21.mat
MaF,MFOSPEA2,MaF2,21,M3,D12,72.770467,MFOSPEA2_MaF2_M3_D12_21.mat
MaF,MFOSPEA2,MaF2,22,M3,D12,73.19012299999982,MFOSPEA2_MaF2_M3_D12_22.mat
MaF,MFOSPEA2,MaF2,22,M2,D11,42.61081700000004,MFOSPEA2_MaF2_M2_D11_22.mat
MaF,MFOSPEA2,MaF2,23,M3,D12,73.68541900000008,MFOSPEA2_MaF2_M3_D12_23.mat
MaF,MFOSPEA2,MaF2,23,M2,D11,41.87531399999999,MFOSPEA2_MaF2_M2_D11_23.mat
MaF,MFOSPEA2,MaF2,24,M2,D11,42.44981900000002,MFOSPEA2_MaF2_M2_D11_24.mat
MaF,MFOSPEA2,MaF2,24,M3,D12,73.65435000000008,MFOSPEA2_MaF2_M3_D12_24.mat
MaF,MFOSPEA2,MaF2,25,M2,D11,41.016406,MFOSPEA2_MaF2_M2_D11_25.mat
MaF,MFOSPEA2,MaF2,25,M3,D12,74.12402800000001,MFOSPEA2_MaF2_M3_D12_25.mat
MaF,MFOSPEA2,MaF2,26,M3,D12,74.47328600000006,MFOSPEA2_MaF2_M3_D12_26.mat
MaF,MFOSPEA2,MaF2,26,M2,D11,41.485085,MFOSPEA2_MaF2_M2_D11_26.mat
MaF,MFOSPEA2,MaF2,27,M3,D12,73.53840799999995,MFOSPEA2_MaF2_M3_D12_27.mat
MaF,MFOSPEA2,MaF2,27,M2,D11,41.53194500000006,MFOSPEA2_MaF2_M2_D11_27.mat
MaF,MFOSPEA2,MaF2,28,M3,D12,72.78997,MFOSPEA2_MaF2_M3_D12_28.mat
MaF,MFOSPEA2,MaF2,28,M2,D11,41.141035999999964,MFOSPEA2_MaF2_M2_D11_28.mat
MaF,MFOSPEA2,MaF2,29,M2,D11,40.97069999999994,MFOSPEA2_MaF2_M2_D11_29.mat
MaF,MFOSPEA2,MaF2,29,M3,D12,73.31912199999988,MFOSPEA2_MaF2_M3_D12_29.mat
MaF,MFOSPEA2,MaF2,30,M3,D12,72.87702300000005,MFOSPEA2_MaF2_M3_D12_30.mat
MaF,MFOSPEA2,MaF2,30,M2,D11,41.59069600000003,MFOSPEA2_MaF2_M2_D11_30.mat
MaF,MFOSPEA2,MaF2,31,M2,D11,41.83225399999999,MFOSPEA2_MaF2_M2_D11_31.mat
