Grupo,Algoritmo,Problema,Run,M,D,HV,arquivo_original
WFG,IVFSPEA2,WFG4,57,M2,D11,0.34739817904400505,IVFSPEA2_WFG4_M2_D11_57.mat
WFG,IVFSPEA2,WFG4,58,M2,D11,0.34742115888116976,IVFSPEA2_WFG4_M2_D11_58.mat
WFG,IVFSPEA2,WFG4,59,M2,D11,0.3473279010270367,IVFSPEA2_WFG4_M2_D11_59.mat
WFG,IVFSPEA2,WFG4,60,M2,D11,0.34702052888634005,IVFSPEA2_WFG4_M2_D11_60.mat
WFG,IVFSPEA2,WFG5,1,M2,D11,0.31350258081321597,IVFSPEA2_WFG5_M2_D11_1.mat
WFG,IVFSPEA2,WFG5,2,M2,D11,0.3136068097938466,IVFSPEA2_WFG5_M2_D11_2.mat
WFG,IVFSPEA2,WFG5,3,M2,D11,0.3133465057678159,IVFSPEA2_WFG5_M2_D11_3.mat
WFG,IVFSPEA2,WFG5,4,M2,D11,0.31360123566198816,IVFSPEA2_WFG5_M2_D11_4.mat
WFG,IVFSPEA2,WFG5,5,M2,D11,0.3134752734585219,IVFSPEA2_WFG5_M2_D11_5.mat
WFG,IVFSPEA2,WFG5,6,M2,D11,0.3134682379828941,IVFSPEA2_WFG5_M2_D11_6.mat
WFG,IVFSPEA2,WFG5,7,M2,D11,0.313526789707844,IVFSPEA2_WFG5_M2_D11_7.mat
WFG,IVFSPEA2,WFG5,8,M2,D11,0.3134315004030969,IVFSPEA2_WFG5_M2_D11_8.mat
WFG,IVFSPEA2,WFG5,9,M2,D11,0.3134122002523635,IVFSPEA2_WFG5_M2_D11_9.mat
WFG,IVFSPEA2,WFG5,10,M2,D11,0.31357190177810845,IVFSPEA2_WFG5_M2_D11_10.mat
WFG,IVFSPEA2,WFG5,11,M2,D11,0.31366310596321345,IVFSPEA2_WFG5_M2_D11_11.mat
WFG,IVFSPEA2,WFG5,12,M2,D11,0.3136458551211524,IVFSPEA2_WFG5_M2_D11_12.mat
WFG,IVFSPEA2,WFG5,13,M2,D11,0.3135599698112025,IVFSPEA2_WFG5_M2_D11_13.mat
WFG,IVFSPEA2,WFG5,14,M2,D11,0.31339525150719905,IVFSPEA2_WFG5_M2_D11_14.mat
WFG,IVFSPEA2,WFG5,15,M2,D11,0.3135003624974082,IVFSPEA2_WFG5_M2_D11_15.mat
WFG,IVFSPEA2,WFG5,16,M2,D11,0.31348555066689654,IVFSPEA2_WFG5_M2_D11_16.mat
WFG,IVFSPEA2,WFG5,17,M2,D11,0.3136828744094292,IVFSPEA2_WFG5_M2_D11_17.mat
WFG,IVFSPEA2,WFG5,18,M2,D11,0.3134691419959205,IVFSPEA2_WFG5_M2_D11_18.mat
WFG,IVFSPEA2,WFG5,19,M2,D11,0.31353102332019267,IVFSPEA2_WFG5_M2_D11_19.mat
WFG,IVFSPEA2,WFG5,20,M2,D11,0.31354781420023126,IVFSPEA2_WFG5_M2_D11_20.mat
WFG,IVFSPEA2,WFG5,21,M2,D11,0.313440033922996,IVFSPEA2_WFG5_M2_D11_21.mat
WFG,IVFSPEA2,WFG5,22,M2,D11,0.31353308735571883,IVFSPEA2_WFG5_M2_D11_22.mat
WFG,IVFSPEA2,WFG5,23,M2,D11,0.31340772175784004,IVFSPEA2_WFG5_M2_D11_23.mat
WFG,IVFSPEA2,WFG5,24,M2,D11,0.31344258724236174,IVFSPEA2_WFG5_M2_D11_24.mat
WFG,IVFSPEA2,WFG5,25,M2,D11,0.3136593050040199,IVFSPEA2_WFG5_M2_D11_25.mat
WFG,IVFSPEA2,WFG5,26,M2,D11,0.3135312807347098,IVFSPEA2_WFG5_M2_D11_26.mat
WFG,IVFSPEA2,WFG5,27,M2,D11,0.3134640824030401,IVFSPEA2_WFG5_M2_D11_27.mat
WFG,IVFSPEA2,WFG5,28,M2,D11,0.3135336310918046,IVFSPEA2_WFG5_M2_D11_28.mat
WFG,IVFSPEA2,WFG5,29,M2,D11,0.3133618209153737,IVFSPEA2_WFG5_M2_D11_29.mat
WFG,IVFSPEA2,WFG5,30,M2,D11,0.31363668442856135,IVFSPEA2_WFG5_M2_D11_30.mat
WFG,IVFSPEA2,WFG5,31,M2,D11,0.3135111406873444,IVFSPEA2_WFG5_M2_D11_31.mat
WFG,IVFSPEA2,WFG5,32,M2,D11,0.3134862671905465,IVFSPEA2_WFG5_M2_D11_32.mat
WFG,IVFSPEA2,WFG5,33,M2,D11,0.3136474349282687,IVFSPEA2_WFG5_M2_D11_33.mat
WFG,IVFSPEA2,WFG5,34,M2,D11,0.313398482003843,IVFSPEA2_WFG5_M2_D11_34.mat
WFG,IVFSPEA2,WFG5,35,M2,D11,0.31357284220567505,IVFSPEA2_WFG5_M2_D11_35.mat
WFG,IVFSPEA2,WFG5,36,M2,D11,0.31358662459026665,IVFSPEA2_WFG5_M2_D11_36.mat
WFG,IVFSPEA2,WFG5,37,M2,D11,0.3135988154982602,IVFSPEA2_WFG5_M2_D11_37.mat
WFG,IVFSPEA2,WFG5,38,M2,D11,0.31352894132898734,IVFSPEA2_WFG5_M2_D11_38.mat
WFG,IVFSPEA2,WFG5,39,M2,D11,0.31366025908131057,IVFSPEA2_WFG5_M2_D11_39.mat
WFG,IVFSPEA2,WFG5,40,M2,D11,0.3135479655902407,IVFSPEA2_WFG5_M2_D11_40.mat
WFG,IVFSPEA2,WFG5,41,M2,D11,0.3134360362196932,IVFSPEA2_WFG5_M2_D11_41.mat
WFG,IVFSPEA2,WFG5,42,M2,D11,0.31366121318133416,IVFSPEA2_WFG5_M2_D11_42.mat
WFG,IVFSPEA2,WFG5,43,M2,D11,0.3135616340206412,IVFSPEA2_WFG5_M2_D11_43.mat
WFG,IVFSPEA2,WFG5,44,M2,D11,0.31347205272207207,IVFSPEA2_WFG5_M2_D11_44.mat
WFG,IVFSPEA2,WFG5,45,M2,D11,0.313529879768903,IVFSPEA2_WFG5_M2_D11_45.mat
WFG,IVFSPEA2,WFG5,46,M2,D11,0.3135535515991381,IVFSPEA2_WFG5_M2_D11_46.mat
WFG,IVFSPEA2,WFG5,47,M2,D11,0.3135450591217245,IVFSPEA2_WFG5_M2_D11_47.mat
WFG,IVFSPEA2,WFG5,48,M2,D11,0.3169030253015614,IVFSPEA2_WFG5_M2_D11_48.mat
WFG,IVFSPEA2,WFG5,49,M2,D11,0.3134141510084649,IVFSPEA2_WFG5_M2_D11_49.mat
WFG,IVFSPEA2,WFG5,50,M2,D11,0.31356192108648084,IVFSPEA2_WFG5_M2_D11_50.mat
WFG,IVFSPEA2,WFG5,51,M2,D11,0.3134891095945982,IVFSPEA2_WFG5_M2_D11_51.mat
WFG,IVFSPEA2,WFG5,52,M2,D11,0.31353534646845993,IVFSPEA2_WFG5_M2_D11_52.mat
WFG,IVFSPEA2,WFG5,53,M2,D11,0.3135603851977246,IVFSPEA2_WFG5_M2_D11_53.mat
WFG,IVFSPEA2,WFG5,54,M2,D11,0.3133988604688545,IVFSPEA2_WFG5_M2_D11_54.mat
WFG,IVFSPEA2,WFG5,55,M2,D11,0.3135024031768418,IVFSPEA2_WFG5_M2_D11_55.mat
WFG,IVFSPEA2,WFG5,56,M2,D11,0.3134565730472129,IVFSPEA2_WFG5_M2_D11_56.mat
WFG,IVFSPEA2,WFG5,57,M2,D11,0.3135864587099968,IVFSPEA2_WFG5_M2_D11_57.mat
WFG,IVFSPEA2,WFG5,58,M2,D11,0.3134516434047439,IVFSPEA2_WFG5_M2_D11_58.mat
WFG,IVFSPEA2,WFG5,59,M2,D11,0.31354862064350975,IVFSPEA2_WFG5_M2_D11_59.mat
WFG,IVFSPEA2,WFG5,60,M2,D11,0.31353893702121194,IVFSPEA2_WFG5_M2_D11_60.mat
WFG,IVFSPEA2,WFG6,1,M2,D11,0.27358175959140596,IVFSPEA2_WFG6_M2_D11_1.mat
WFG,IVFSPEA2,WFG6,2,M2,D11,0.31963985028297454,IVFSPEA2_WFG6_M2_D11_2.mat
WFG,IVFSPEA2,WFG6,3,M2,D11,0.2812738269777531,IVFSPEA2_WFG6_M2_D11_3.mat
WFG,IVFSPEA2,WFG6,4,M2,D11,0.29122542473696805,IVFSPEA2_WFG6_M2_D11_4.mat
WFG,IVFSPEA2,WFG6,5,M2,D11,0.3084122987834218,IVFSPEA2_WFG6_M2_D11_5.mat
WFG,IVFSPEA2,WFG6,6,M2,D11,0.32167292218129107,IVFSPEA2_WFG6_M2_D11_6.mat
WFG,IVFSPEA2,WFG6,7,M2,D11,0.286764829836352,IVFSPEA2_WFG6_M2_D11_7.mat
WFG,IVFSPEA2,WFG6,8,M2,D11,0.3168361293194456,IVFSPEA2_WFG6_M2_D11_8.mat
WFG,IVFSPEA2,WFG6,9,M2,D11,0.28856468383293277,IVFSPEA2_WFG6_M2_D11_9.mat
WFG,IVFSPEA2,WFG6,10,M2,D11,0.3142610058411952,IVFSPEA2_WFG6_M2_D11_10.mat
WFG,IVFSPEA2,WFG6,11,M2,D11,0.3018411671619012,IVFSPEA2_WFG6_M2_D11_11.mat
WFG,IVFSPEA2,WFG6,12,M2,D11,0.3268418850051249,IVFSPEA2_WFG6_M2_D11_12.mat
WFG,IVFSPEA2,WFG6,13,M2,D11,0.30938595945063674,IVFSPEA2_WFG6_M2_D11_13.mat
WFG,IVFSPEA2,WFG6,14,M2,D11,0.33082502516534357,IVFSPEA2_WFG6_M2_D11_14.mat
WFG,IVFSPEA2,WFG6,15,M2,D11,0.29417311396040824,IVFSPEA2_WFG6_M2_D11_15.mat
WFG,IVFSPEA2,WFG6,16,M2,D11,0.3037298614239547,IVFSPEA2_WFG6_M2_D11_16.mat
WFG,IVFSPEA2,WFG6,17,M2,D11,0.2975301302826294,IVFSPEA2_WFG6_M2_D11_17.mat
WFG,IVFSPEA2,WFG6,18,M2,D11,0.28622714818125383,IVFSPEA2_WFG6_M2_D11_18.mat
WFG,IVFSPEA2,WFG6,19,M2,D11,0.298625813134886,IVFSPEA2_WFG6_M2_D11_19.mat
WFG,IVFSPEA2,WFG6,20,M2,D11,0.3000319739918011,IVFSPEA2_WFG6_M2_D11_20.mat
WFG,IVFSPEA2,WFG6,21,M2,D11,0.31085135811057096,IVFSPEA2_WFG6_M2_D11_21.mat
WFG,IVFSPEA2,WFG6,22,M2,D11,0.33763164507184373,IVFSPEA2_WFG6_M2_D11_22.mat
WFG,IVFSPEA2,WFG6,23,M2,D11,0.2926096888185603,IVFSPEA2_WFG6_M2_D11_23.mat
WFG,IVFSPEA2,WFG6,24,M2,D11,0.3168528633608834,IVFSPEA2_WFG6_M2_D11_24.mat
WFG,IVFSPEA2,WFG6,25,M2,D11,0.3176840258158152,IVFSPEA2_WFG6_M2_D11_25.mat
WFG,IVFSPEA2,WFG6,26,M2,D11,0.31493915755123914,IVFSPEA2_WFG6_M2_D11_26.mat
WFG,IVFSPEA2,WFG6,27,M2,D11,0.2916413216326218,IVFSPEA2_WFG6_M2_D11_27.mat
WFG,IVFSPEA2,WFG6,28,M2,D11,0.29894719130091363,IVFSPEA2_WFG6_M2_D11_28.mat
WFG,IVFSPEA2,WFG6,29,M2,D11,0.2958870366858657,IVFSPEA2_WFG6_M2_D11_29.mat
WFG,IVFSPEA2,WFG6,30,M2,D11,0.3160778042013307,IVFSPEA2_WFG6_M2_D11_30.mat
WFG,IVFSPEA2,WFG6,31,M2,D11,0.28934005127657253,IVFSPEA2_WFG6_M2_D11_31.mat
WFG,IVFSPEA2,WFG6,32,M2,D11,0.287765853701757,IVFSPEA2_WFG6_M2_D11_32.mat
WFG,IVFSPEA2,WFG6,33,M2,D11,0.2891313538701612,IVFSPEA2_WFG6_M2_D11_33.mat
WFG,IVFSPEA2,WFG6,34,M2,D11,0.32261631264976687,IVFSPEA2_WFG6_M2_D11_34.mat
WFG,IVFSPEA2,WFG6,35,M2,D11,0.32639986223866474,IVFSPEA2_WFG6_M2_D11_35.mat
WFG,IVFSPEA2,WFG6,36,M2,D11,0.30199660306657405,IVFSPEA2_WFG6_M2_D11_36.mat
WFG,IVFSPEA2,WFG6,37,M2,D11,0.29365200508437167,IVFSPEA2_WFG6_M2_D11_37.mat
WFG,IVFSPEA2,WFG6,38,M2,D11,0.29306881207211055,IVFSPEA2_WFG6_M2_D11_38.mat
WFG,IVFSPEA2,WFG6,39,M2,D11,0.29856331017415444,IVFSPEA2_WFG6_M2_D11_39.mat
WFG,IVFSPEA2,WFG6,40,M2,D11,0.31323887741464196,IVFSPEA2_WFG6_M2_D11_40.mat
WFG,IVFSPEA2,WFG6,41,M2,D11,0.2890717106079088,IVFSPEA2_WFG6_M2_D11_41.mat
WFG,IVFSPEA2,WFG6,42,M2,D11,0.3130329403721167,IVFSPEA2_WFG6_M2_D11_42.mat
WFG,IVFSPEA2,WFG6,43,M2,D11,0.28718696938760624,IVFSPEA2_WFG6_M2_D11_43.mat
WFG,IVFSPEA2,WFG6,44,M2,D11,0.31074880059713206,IVFSPEA2_WFG6_M2_D11_44.mat
WFG,IVFSPEA2,WFG6,45,M2,D11,0.3016490771509104,IVFSPEA2_WFG6_M2_D11_45.mat
WFG,IVFSPEA2,WFG6,46,M2,D11,0.3142633161938274,IVFSPEA2_WFG6_M2_D11_46.mat
WFG,IVFSPEA2,WFG6,47,M2,D11,0.2930587321343306,IVFSPEA2_WFG6_M2_D11_47.mat
WFG,IVFSPEA2,WFG6,48,M2,D11,0.30227225058391216,IVFSPEA2_WFG6_M2_D11_48.mat
WFG,IVFSPEA2,WFG6,49,M2,D11,0.27822608880204125,IVFSPEA2_WFG6_M2_D11_49.mat
WFG,IVFSPEA2,WFG6,50,M2,D11,0.27939130864574213,IVFSPEA2_WFG6_M2_D11_50.mat
WFG,IVFSPEA2,WFG6,51,M2,D11,0.29468778986202376,IVFSPEA2_WFG6_M2_D11_51.mat
WFG,IVFSPEA2,WFG6,52,M2,D11,0.3115375953580286,IVFSPEA2_WFG6_M2_D11_52.mat
WFG,IVFSPEA2,WFG6,53,M2,D11,0.27861536583370655,IVFSPEA2_WFG6_M2_D11_53.mat
WFG,IVFSPEA2,WFG6,54,M2,D11,0.3124328976310966,IVFSPEA2_WFG6_M2_D11_54.mat
WFG,IVFSPEA2,WFG6,55,M2,D11,0.3057632648996777,IVFSPEA2_WFG6_M2_D11_55.mat
WFG,IVFSPEA2,WFG6,56,M2,D11,0.2979334788453937,IVFSPEA2_WFG6_M2_D11_56.mat
WFG,IVFSPEA2,WFG6,57,M2,D11,0.3066226802855231,IVFSPEA2_WFG6_M2_D11_57.mat
WFG,IVFSPEA2,WFG6,58,M2,D11,0.31302157041655493,IVFSPEA2_WFG6_M2_D11_58.mat
WFG,IVFSPEA2,WFG6,59,M2,D11,0.3023634524829018,IVFSPEA2_WFG6_M2_D11_59.mat
WFG,IVFSPEA2,WFG6,60,M2,D11,0.3076344697393794,IVFSPEA2_WFG6_M2_D11_60.mat
WFG,IVFSPEA2,WFG7,1,M2,D11,0.3465320906717398,IVFSPEA2_WFG7_M2_D11_1.mat
WFG,IVFSPEA2,WFG7,2,M2,D11,0.3466053697304599,IVFSPEA2_WFG7_M2_D11_2.mat
WFG,IVFSPEA2,WFG7,3,M2,D11,0.34681138168787995,IVFSPEA2_WFG7_M2_D11_3.mat
WFG,IVFSPEA2,WFG7,4,M2,D11,0.3468007187658331,IVFSPEA2_WFG7_M2_D11_4.mat
WFG,IVFSPEA2,WFG7,5,M2,D11,0.3464773191956861,IVFSPEA2_WFG7_M2_D11_5.mat
WFG,IVFSPEA2,WFG7,6,M2,D11,0.34635992371108115,IVFSPEA2_WFG7_M2_D11_6.mat
WFG,IVFSPEA2,WFG7,7,M2,D11,0.3460479567693656,IVFSPEA2_WFG7_M2_D11_7.mat
WFG,IVFSPEA2,WFG7,8,M2,D11,0.346883093696002,IVFSPEA2_WFG7_M2_D11_8.mat
WFG,IVFSPEA2,WFG7,9,M2,D11,0.34661534185224047,IVFSPEA2_WFG7_M2_D11_9.mat
WFG,IVFSPEA2,WFG7,10,M2,D11,0.3464363440595096,IVFSPEA2_WFG7_M2_D11_10.mat
WFG,IVFSPEA2,WFG7,11,M2,D11,0.3468744372564464,IVFSPEA2_WFG7_M2_D11_11.mat
WFG,IVFSPEA2,WFG7,12,M2,D11,0.3469898311543832,IVFSPEA2_WFG7_M2_D11_12.mat
WFG,IVFSPEA2,WFG7,13,M2,D11,0.34615638081816913,IVFSPEA2_WFG7_M2_D11_13.mat
WFG,IVFSPEA2,WFG7,14,M2,D11,0.34665714750499727,IVFSPEA2_WFG7_M2_D11_14.mat
WFG,IVFSPEA2,WFG7,15,M2,D11,0.34619688969971346,IVFSPEA2_WFG7_M2_D11_15.mat
WFG,IVFSPEA2,WFG7,16,M2,D11,0.346834863566074,IVFSPEA2_WFG7_M2_D11_16.mat
WFG,IVFSPEA2,WFG7,17,M2,D11,0.3463892877277416,IVFSPEA2_WFG7_M2_D11_17.mat
WFG,IVFSPEA2,WFG7,18,M2,D11,0.3465594400516984,IVFSPEA2_WFG7_M2_D11_18.mat
WFG,IVFSPEA2,WFG7,19,M2,D11,0.34647936207520047,IVFSPEA2_WFG7_M2_D11_19.mat
WFG,IVFSPEA2,WFG7,20,M2,D11,0.34672731924249617,IVFSPEA2_WFG7_M2_D11_20.mat
WFG,IVFSPEA2,WFG7,21,M2,D11,0.3467538161746664,IVFSPEA2_WFG7_M2_D11_21.mat
WFG,IVFSPEA2,WFG7,22,M2,D11,0.34648127704787013,IVFSPEA2_WFG7_M2_D11_22.mat
WFG,IVFSPEA2,WFG7,23,M2,D11,0.3463658162890686,IVFSPEA2_WFG7_M2_D11_23.mat
WFG,IVFSPEA2,WFG7,24,M2,D11,0.34668094918420506,IVFSPEA2_WFG7_M2_D11_24.mat
WFG,IVFSPEA2,WFG7,25,M2,D11,0.3464651974752087,IVFSPEA2_WFG7_M2_D11_25.mat
WFG,IVFSPEA2,WFG7,26,M2,D11,0.3464876719378261,IVFSPEA2_WFG7_M2_D11_26.mat
WFG,IVFSPEA2,WFG7,27,M2,D11,0.346864109416521,IVFSPEA2_WFG7_M2_D11_27.mat
WFG,IVFSPEA2,WFG7,28,M2,D11,0.34641291437937916,IVFSPEA2_WFG7_M2_D11_28.mat
WFG,IVFSPEA2,WFG7,29,M2,D11,0.34653795659734254,IVFSPEA2_WFG7_M2_D11_29.mat
WFG,IVFSPEA2,WFG7,30,M2,D11,0.34686333405537356,IVFSPEA2_WFG7_M2_D11_30.mat
WFG,IVFSPEA2,WFG7,31,M2,D11,0.3465914273352291,IVFSPEA2_WFG7_M2_D11_31.mat
WFG,IVFSPEA2,WFG7,32,M2,D11,0.3465600068940996,IVFSPEA2_WFG7_M2_D11_32.mat
WFG,IVFSPEA2,WFG7,33,M2,D11,0.3468182315231379,IVFSPEA2_WFG7_M2_D11_33.mat
WFG,IVFSPEA2,WFG7,34,M2,D11,0.34637664612690827,IVFSPEA2_WFG7_M2_D11_34.mat
WFG,IVFSPEA2,WFG7,35,M2,D11,0.3467134395986423,IVFSPEA2_WFG7_M2_D11_35.mat
WFG,IVFSPEA2,WFG7,36,M2,D11,0.3463622271954665,IVFSPEA2_WFG7_M2_D11_36.mat
WFG,IVFSPEA2,WFG7,37,M2,D11,0.34637531144676026,IVFSPEA2_WFG7_M2_D11_37.mat
WFG,IVFSPEA2,WFG7,38,M2,D11,0.3464641626792829,IVFSPEA2_WFG7_M2_D11_38.mat
WFG,IVFSPEA2,WFG7,39,M2,D11,0.3469967096101275,IVFSPEA2_WFG7_M2_D11_39.mat
WFG,IVFSPEA2,WFG7,40,M2,D11,0.3466724053728007,IVFSPEA2_WFG7_M2_D11_40.mat
WFG,IVFSPEA2,WFG7,41,M2,D11,0.3465850425210708,IVFSPEA2_WFG7_M2_D11_41.mat
WFG,IVFSPEA2,WFG7,42,M2,D11,0.3467438089155187,IVFSPEA2_WFG7_M2_D11_42.mat
WFG,IVFSPEA2,WFG7,43,M2,D11,0.34658982629476465,IVFSPEA2_WFG7_M2_D11_43.mat
WFG,IVFSPEA2,WFG7,44,M2,D11,0.3465977294794627,IVFSPEA2_WFG7_M2_D11_44.mat
WFG,IVFSPEA2,WFG7,45,M2,D11,0.3459301563318309,IVFSPEA2_WFG7_M2_D11_45.mat
WFG,IVFSPEA2,WFG7,46,M2,D11,0.34642029279297754,IVFSPEA2_WFG7_M2_D11_46.mat
WFG,IVFSPEA2,WFG7,47,M2,D11,0.34677221988017365,IVFSPEA2_WFG7_M2_D11_47.mat
WFG,IVFSPEA2,WFG7,48,M2,D11,0.34662168073514904,IVFSPEA2_WFG7_M2_D11_48.mat
WFG,IVFSPEA2,WFG7,49,M2,D11,0.34685947324327904,IVFSPEA2_WFG7_M2_D11_49.mat
WFG,IVFSPEA2,WFG7,50,M2,D11,0.34667798316896065,IVFSPEA2_WFG7_M2_D11_50.mat
WFG,IVFSPEA2,WFG7,51,M2,D11,0.3464548173516746,IVFSPEA2_WFG7_M2_D11_51.mat
WFG,IVFSPEA2,WFG7,52,M2,D11,0.3462573847828063,IVFSPEA2_WFG7_M2_D11_52.mat
WFG,IVFSPEA2,WFG7,53,M2,D11,0.3463802361433666,IVFSPEA2_WFG7_M2_D11_53.mat
WFG,IVFSPEA2,WFG7,54,M2,D11,0.34675719764278473,IVFSPEA2_WFG7_M2_D11_54.mat
WFG,IVFSPEA2,WFG7,55,M2,D11,0.3465944289552268,IVFSPEA2_WFG7_M2_D11_55.mat
WFG,IVFSPEA2,WFG7,56,M2,D11,0.3464369132345873,IVFSPEA2_WFG7_M2_D11_56.mat
WFG,IVFSPEA2,WFG7,57,M2,D11,0.346391394156329,IVFSPEA2_WFG7_M2_D11_57.mat
WFG,IVFSPEA2,WFG7,58,M2,D11,0.3465814540360588,IVFSPEA2_WFG7_M2_D11_58.mat
WFG,IVFSPEA2,WFG7,59,M2,D11,0.3466694820905499,IVFSPEA2_WFG7_M2_D11_59.mat
WFG,IVFSPEA2,WFG7,60,M2,D11,0.34646900754398363,IVFSPEA2_WFG7_M2_D11_60.mat
WFG,IVFSPEA2,WFG8,1,M2,D11,0.2893874367827219,IVFSPEA2_WFG8_M2_D11_1.mat
WFG,IVFSPEA2,WFG8,2,M2,D11,0.28958597223971544,IVFSPEA2_WFG8_M2_D11_2.mat
WFG,IVFSPEA2,WFG8,3,M2,D11,0.2893477492775078,IVFSPEA2_WFG8_M2_D11_3.mat
WFG,IVFSPEA2,WFG8,4,M2,D11,0.2895199565723512,IVFSPEA2_WFG8_M2_D11_4.mat
WFG,IVFSPEA2,WFG8,5,M2,D11,0.2886988923564442,IVFSPEA2_WFG8_M2_D11_5.mat
WFG,IVFSPEA2,WFG8,6,M2,D11,0.2897248937491469,IVFSPEA2_WFG8_M2_D11_6.mat
WFG,IVFSPEA2,WFG8,7,M2,D11,0.2893369257720832,IVFSPEA2_WFG8_M2_D11_7.mat
WFG,IVFSPEA2,WFG8,8,M2,D11,0.2885183025417618,IVFSPEA2_WFG8_M2_D11_8.mat
WFG,IVFSPEA2,WFG8,9,M2,D11,0.2910558888850432,IVFSPEA2_WFG8_M2_D11_9.mat
WFG,IVFSPEA2,WFG8,10,M2,D11,0.2903015610038524,IVFSPEA2_WFG8_M2_D11_10.mat
WFG,IVFSPEA2,WFG8,11,M2,D11,0.28978055818948173,IVFSPEA2_WFG8_M2_D11_11.mat
WFG,IVFSPEA2,WFG8,12,M2,D11,0.2921068045014861,IVFSPEA2_WFG8_M2_D11_12.mat
WFG,IVFSPEA2,WFG8,13,M2,D11,0.28939544957477037,IVFSPEA2_WFG8_M2_D11_13.mat
WFG,IVFSPEA2,WFG8,14,M2,D11,0.28972064884683635,IVFSPEA2_WFG8_M2_D11_14.mat
WFG,IVFSPEA2,WFG8,15,M2,D11,0.2898592334101211,IVFSPEA2_WFG8_M2_D11_15.mat
WFG,IVFSPEA2,WFG8,16,M2,D11,0.2886909538031353,IVFSPEA2_WFG8_M2_D11_16.mat
WFG,IVFSPEA2,WFG8,17,M2,D11,0.29015041559294724,IVFSPEA2_WFG8_M2_D11_17.mat
WFG,IVFSPEA2,WFG8,18,M2,D11,0.29027624729757623,IVFSPEA2_WFG8_M2_D11_18.mat
WFG,IVFSPEA2,WFG8,19,M2,D11,0.2902317605782641,IVFSPEA2_WFG8_M2_D11_19.mat
WFG,IVFSPEA2,WFG8,20,M2,D11,0.29188818041679604,IVFSPEA2_WFG8_M2_D11_20.mat
WFG,IVFSPEA2,WFG8,21,M2,D11,0.29124796870164205,IVFSPEA2_WFG8_M2_D11_21.mat
WFG,IVFSPEA2,WFG8,22,M2,D11,0.2881838044033104,IVFSPEA2_WFG8_M2_D11_22.mat
WFG,IVFSPEA2,WFG8,23,M2,D11,0.2900502876438947,IVFSPEA2_WFG8_M2_D11_23.mat
WFG,IVFSPEA2,WFG8,24,M2,D11,0.2914611019376767,IVFSPEA2_WFG8_M2_D11_24.mat
WFG,IVFSPEA2,WFG8,25,M2,D11,0.2894316624238545,IVFSPEA2_WFG8_M2_D11_25.mat
WFG,IVFSPEA2,WFG8,26,M2,D11,0.2893154398668487,IVFSPEA2_WFG8_M2_D11_26.mat
WFG,IVFSPEA2,WFG8,27,M2,D11,0.29277031170427137,IVFSPEA2_WFG8_M2_D11_27.mat
WFG,IVFSPEA2,WFG8,28,M2,D11,0.2923606536809705,IVFSPEA2_WFG8_M2_D11_28.mat
WFG,IVFSPEA2,WFG8,29,M2,D11,0.28873748299862934,IVFSPEA2_WFG8_M2_D11_29.mat
WFG,IVFSPEA2,WFG8,30,M2,D11,0.289521596668161,IVFSPEA2_WFG8_M2_D11_30.mat
WFG,IVFSPEA2,WFG8,31,M2,D11,0.29016198988382425,IVFSPEA2_WFG8_M2_D11_31.mat
WFG,IVFSPEA2,WFG8,32,M2,D11,0.28998390003522545,IVFSPEA2_WFG8_M2_D11_32.mat
WFG,IVFSPEA2,WFG8,33,M2,D11,0.29134443929361903,IVFSPEA2_WFG8_M2_D11_33.mat
WFG,IVFSPEA2,WFG8,34,M2,D11,0.2909741512388315,IVFSPEA2_WFG8_M2_D11_34.mat
WFG,IVFSPEA2,WFG8,35,M2,D11,0.2887093947708552,IVFSPEA2_WFG8_M2_D11_35.mat
WFG,IVFSPEA2,WFG8,36,M2,D11,0.2898419923785905,IVFSPEA2_WFG8_M2_D11_36.mat
WFG,IVFSPEA2,WFG8,37,M2,D11,0.28961313369172786,IVFSPEA2_WFG8_M2_D11_37.mat
WFG,IVFSPEA2,WFG8,38,M2,D11,0.2896564209042132,IVFSPEA2_WFG8_M2_D11_38.mat
WFG,IVFSPEA2,WFG8,39,M2,D11,0.2901467537079463,IVFSPEA2_WFG8_M2_D11_39.mat
WFG,IVFSPEA2,WFG8,40,M2,D11,0.29277107170502414,IVFSPEA2_WFG8_M2_D11_40.mat
WFG,IVFSPEA2,WFG8,41,M2,D11,0.29087966627519574,IVFSPEA2_WFG8_M2_D11_41.mat
WFG,IVFSPEA2,WFG8,42,M2,D11,0.28978569288456824,IVFSPEA2_WFG8_M2_D11_42.mat
WFG,IVFSPEA2,WFG8,43,M2,D11,0.2907638258679193,IVFSPEA2_WFG8_M2_D11_43.mat
WFG,IVFSPEA2,WFG8,44,M2,D11,0.29071125862423947,IVFSPEA2_WFG8_M2_D11_44.mat
WFG,IVFSPEA2,WFG8,45,M2,D11,0.29012904867341904,IVFSPEA2_WFG8_M2_D11_45.mat
WFG,IVFSPEA2,WFG8,46,M2,D11,0.2890283094446727,IVFSPEA2_WFG8_M2_D11_46.mat
WFG,IVFSPEA2,WFG8,47,M2,D11,0.2905071142396325,IVFSPEA2_WFG8_M2_D11_47.mat
WFG,IVFSPEA2,WFG8,48,M2,D11,0.29005597774106756,IVFSPEA2_WFG8_M2_D11_48.mat
