Grupo,Algoritmo,Problema,Run,M,D,HV,arquivo_original
DTLZ,SPEA2,DTLZ4,39,M2,D11,0.3472475349161121,SPEA2_DTLZ4_M2_D11_39.mat
DTLZ,SPEA2,DTLZ4,40,M2,D11,0.3472801074347549,SPEA2_DTLZ4_M2_D11_40.mat
DTLZ,SPEA2,DTLZ4,41,M2,D11,0.3473545007155368,SPEA2_DTLZ4_M2_D11_41.mat
DTLZ,SPEA2,DTLZ4,42,M2,D11,0.09090908990112745,SPEA2_DTLZ4_M2_D11_42.mat
DTLZ,SPEA2,DTLZ4,43,M2,D11,0.3473385503899095,SPEA2_DTLZ4_M2_D11_43.mat
DTLZ,SPEA2,DTLZ4,44,M2,D11,0.3473590979825678,SPEA2_DTLZ4_M2_D11_44.mat
DTLZ,SPEA2,DTLZ4,45,M2,D11,0.3472481559715412,SPEA2_DTLZ4_M2_D11_45.mat
DTLZ,SPEA2,DTLZ4,46,M2,D11,0.3472804534220036,SPEA2_DTLZ4_M2_D11_46.mat
DTLZ,SPEA2,DTLZ4,47,M2,D11,0.34722824687310433,SPEA2_DTLZ4_M2_D11_47.mat
DTLZ,SPEA2,DTLZ4,48,M2,D11,0.09090909050049822,SPEA2_DTLZ4_M2_D11_48.mat
DTLZ,SPEA2,DTLZ4,49,M2,D11,0.34736302564939187,SPEA2_DTLZ4_M2_D11_49.mat
DTLZ,SPEA2,DTLZ4,50,M2,D11,0.3474503854180268,SPEA2_DTLZ4_M2_D11_50.mat
DTLZ,SPEA2,DTLZ4,51,M2,D11,0.34721966594074033,SPEA2_DTLZ4_M2_D11_51.mat
DTLZ,SPEA2,DTLZ4,52,M2,D11,0.3471369033093129,SPEA2_DTLZ4_M2_D11_52.mat
DTLZ,SPEA2,DTLZ4,53,M2,D11,0.3473655232830806,SPEA2_DTLZ4_M2_D11_53.mat
DTLZ,SPEA2,DTLZ4,54,M2,D11,0.34739298420230796,SPEA2_DTLZ4_M2_D11_54.mat
DTLZ,SPEA2,DTLZ4,55,M2,D11,0.3473262450909296,SPEA2_DTLZ4_M2_D11_55.mat
DTLZ,SPEA2,DTLZ4,56,M2,D11,0.34718250005882345,SPEA2_DTLZ4_M2_D11_56.mat
DTLZ,SPEA2,DTLZ4,57,M2,D11,0.347316089006107,SPEA2_DTLZ4_M2_D11_57.mat
DTLZ,SPEA2,DTLZ4,58,M2,D11,0.3473452004663604,SPEA2_DTLZ4_M2_D11_58.mat
DTLZ,SPEA2,DTLZ4,59,M2,D11,0.34712269005384705,SPEA2_DTLZ4_M2_D11_59.mat
DTLZ,SPEA2,DTLZ4,60,M2,D11,0.3472179342868334,SPEA2_DTLZ4_M2_D11_60.mat
DTLZ,SPEA2,DTLZ5,1,M2,D11,0.34707462415987805,SPEA2_DTLZ5_M2_D11_1.mat
DTLZ,SPEA2,DTLZ5,2,M2,D11,0.34736814860451476,SPEA2_DTLZ5_M2_D11_2.mat
DTLZ,SPEA2,DTLZ5,3,M2,D11,0.3473100401075392,SPEA2_DTLZ5_M2_D11_3.mat
DTLZ,SPEA2,DTLZ5,4,M2,D11,0.34706874512197977,SPEA2_DTLZ5_M2_D11_4.mat
DTLZ,SPEA2,DTLZ5,5,M2,D11,0.34719643646693593,SPEA2_DTLZ5_M2_D11_5.mat
DTLZ,SPEA2,DTLZ5,6,M2,D11,0.3472844571291966,SPEA2_DTLZ5_M2_D11_6.mat
DTLZ,SPEA2,DTLZ5,7,M2,D11,0.3472945537080533,SPEA2_DTLZ5_M2_D11_7.mat
DTLZ,SPEA2,DTLZ5,8,M2,D11,0.3473419801366079,SPEA2_DTLZ5_M2_D11_8.mat
DTLZ,SPEA2,DTLZ5,9,M2,D11,0.34738056584524923,SPEA2_DTLZ5_M2_D11_9.mat
DTLZ,SPEA2,DTLZ5,10,M2,D11,0.34726758162293747,SPEA2_DTLZ5_M2_D11_10.mat
DTLZ,SPEA2,DTLZ5,11,M2,D11,0.3470608435041525,SPEA2_DTLZ5_M2_D11_11.mat
DTLZ,SPEA2,DTLZ5,12,M2,D11,0.34731165576395145,SPEA2_DTLZ5_M2_D11_12.mat
DTLZ,SPEA2,DTLZ5,13,M2,D11,0.3473704631860888,SPEA2_DTLZ5_M2_D11_13.mat
DTLZ,SPEA2,DTLZ5,14,M2,D11,0.3473749523337556,SPEA2_DTLZ5_M2_D11_14.mat
DTLZ,SPEA2,DTLZ5,15,M2,D11,0.34719821343481705,SPEA2_DTLZ5_M2_D11_15.mat
DTLZ,SPEA2,DTLZ5,16,M2,D11,0.3472527370912587,SPEA2_DTLZ5_M2_D11_16.mat
DTLZ,SPEA2,DTLZ5,17,M2,D11,0.3473814906336707,SPEA2_DTLZ5_M2_D11_17.mat
DTLZ,SPEA2,DTLZ5,18,M2,D11,0.3472204418593512,SPEA2_DTLZ5_M2_D11_18.mat
DTLZ,SPEA2,DTLZ5,19,M2,D11,0.34719422585518683,SPEA2_DTLZ5_M2_D11_19.mat
DTLZ,SPEA2,DTLZ5,20,M2,D11,0.34700516854951013,SPEA2_DTLZ5_M2_D11_20.mat
DTLZ,SPEA2,DTLZ5,21,M2,D11,0.34721330126270644,SPEA2_DTLZ5_M2_D11_21.mat
DTLZ,SPEA2,DTLZ5,22,M2,D11,0.34711568268524823,SPEA2_DTLZ5_M2_D11_22.mat
DTLZ,SPEA2,DTLZ5,23,M2,D11,0.34720648766310386,SPEA2_DTLZ5_M2_D11_23.mat
DTLZ,SPEA2,DTLZ5,24,M2,D11,0.3474041230194024,SPEA2_DTLZ5_M2_D11_24.mat
DTLZ,SPEA2,DTLZ5,25,M2,D11,0.3470754375632503,SPEA2_DTLZ5_M2_D11_25.mat
DTLZ,SPEA2,DTLZ5,26,M2,D11,0.34726083612847214,SPEA2_DTLZ5_M2_D11_26.mat
DTLZ,SPEA2,DTLZ5,27,M2,D11,0.3473634824025039,SPEA2_DTLZ5_M2_D11_27.mat
DTLZ,SPEA2,DTLZ5,28,M2,D11,0.3474490517709042,SPEA2_DTLZ5_M2_D11_28.mat
DTLZ,SPEA2,DTLZ5,29,M2,D11,0.3471854215124961,SPEA2_DTLZ5_M2_D11_29.mat
DTLZ,SPEA2,DTLZ5,30,M2,D11,0.34736588708024013,SPEA2_DTLZ5_M2_D11_30.mat
DTLZ,SPEA2,DTLZ5,31,M2,D11,0.34724293004729995,SPEA2_DTLZ5_M2_D11_31.mat
DTLZ,SPEA2,DTLZ5,32,M2,D11,0.3472696796668303,SPEA2_DTLZ5_M2_D11_32.mat
DTLZ,SPEA2,DTLZ5,33,M2,D11,0.34734046595192,SPEA2_DTLZ5_M2_D11_33.mat
DTLZ,SPEA2,DTLZ5,34,M2,D11,0.3472109754188872,SPEA2_DTLZ5_M2_D11_34.mat
DTLZ,SPEA2,DTLZ5,35,M2,D11,0.34722991060979164,SPEA2_DTLZ5_M2_D11_35.mat
DTLZ,SPEA2,DTLZ5,36,M2,D11,0.34735438775784966,SPEA2_DTLZ5_M2_D11_36.mat
DTLZ,SPEA2,DTLZ5,37,M2,D11,0.34740533448387095,SPEA2_DTLZ5_M2_D11_37.mat
DTLZ,SPEA2,DTLZ5,38,M2,D11,0.3472619428785504,SPEA2_DTLZ5_M2_D11_38.mat
DTLZ,SPEA2,DTLZ5,39,M2,D11,0.34732000208098895,SPEA2_DTLZ5_M2_D11_39.mat
DTLZ,SPEA2,DTLZ5,40,M2,D11,0.34713570370962316,SPEA2_DTLZ5_M2_D11_40.mat
DTLZ,SPEA2,DTLZ5,41,M2,D11,0.34709544324087976,SPEA2_DTLZ5_M2_D11_41.mat
DTLZ,SPEA2,DTLZ5,42,M2,D11,0.34737486015350827,SPEA2_DTLZ5_M2_D11_42.mat
DTLZ,SPEA2,DTLZ5,43,M2,D11,0.347225684008362,SPEA2_DTLZ5_M2_D11_43.mat
DTLZ,SPEA2,DTLZ5,44,M2,D11,0.34726719826301866,SPEA2_DTLZ5_M2_D11_44.mat
DTLZ,SPEA2,DTLZ5,45,M2,D11,0.3472122351030572,SPEA2_DTLZ5_M2_D11_45.mat
DTLZ,SPEA2,DTLZ5,46,M2,D11,0.3471682339463613,SPEA2_DTLZ5_M2_D11_46.mat
DTLZ,SPEA2,DTLZ5,47,M2,D11,0.34734212402165504,SPEA2_DTLZ5_M2_D11_47.mat
DTLZ,SPEA2,DTLZ5,48,M2,D11,0.3474070347609494,SPEA2_DTLZ5_M2_D11_48.mat
DTLZ,SPEA2,DTLZ5,49,M2,D11,0.3471864421184005,SPEA2_DTLZ5_M2_D11_49.mat
DTLZ,SPEA2,DTLZ5,50,M2,D11,0.3472145255834346,SPEA2_DTLZ5_M2_D11_50.mat
DTLZ,SPEA2,DTLZ5,51,M2,D11,0.34731369260192685,SPEA2_DTLZ5_M2_D11_51.mat
DTLZ,SPEA2,DTLZ5,52,M2,D11,0.34733679240738624,SPEA2_DTLZ5_M2_D11_52.mat
DTLZ,SPEA2,DTLZ5,53,M2,D11,0.34730185047845363,SPEA2_DTLZ5_M2_D11_53.mat
DTLZ,SPEA2,DTLZ5,54,M2,D11,0.3472430848378566,SPEA2_DTLZ5_M2_D11_54.mat
DTLZ,SPEA2,DTLZ5,55,M2,D11,0.3472017128986715,SPEA2_DTLZ5_M2_D11_55.mat
DTLZ,SPEA2,DTLZ5,56,M2,D11,0.3471140107364008,SPEA2_DTLZ5_M2_D11_56.mat
DTLZ,SPEA2,DTLZ5,57,M2,D11,0.34723031052669573,SPEA2_DTLZ5_M2_D11_57.mat
DTLZ,SPEA2,DTLZ5,58,M2,D11,0.34731304938544566,SPEA2_DTLZ5_M2_D11_58.mat
DTLZ,SPEA2,DTLZ5,59,M2,D11,0.3472281448192817,SPEA2_DTLZ5_M2_D11_59.mat
DTLZ,SPEA2,DTLZ5,60,M2,D11,0.347412828784944,SPEA2_DTLZ5_M2_D11_60.mat
DTLZ,SPEA2,DTLZ6,1,M2,D11,0.34757308956322297,SPEA2_DTLZ6_M2_D11_1.mat
DTLZ,SPEA2,DTLZ6,2,M2,D11,0.3474992432846298,SPEA2_DTLZ6_M2_D11_2.mat
DTLZ,SPEA2,DTLZ6,3,M2,D11,0.34747859031870176,SPEA2_DTLZ6_M2_D11_3.mat
DTLZ,SPEA2,DTLZ6,4,M2,D11,0.3475801673583928,SPEA2_DTLZ6_M2_D11_4.mat
DTLZ,SPEA2,DTLZ6,5,M2,D11,0.3475318463555758,SPEA2_DTLZ6_M2_D11_5.mat
DTLZ,SPEA2,DTLZ6,6,M2,D11,0.34751962413444876,SPEA2_DTLZ6_M2_D11_6.mat
DTLZ,SPEA2,DTLZ6,7,M2,D11,0.347628761520617,SPEA2_DTLZ6_M2_D11_7.mat
DTLZ,SPEA2,DTLZ6,8,M2,D11,0.3476089664909199,SPEA2_DTLZ6_M2_D11_8.mat
DTLZ,SPEA2,DTLZ6,9,M2,D11,0.3475368797932911,SPEA2_DTLZ6_M2_D11_9.mat
DTLZ,SPEA2,DTLZ6,10,M2,D11,0.34745641173298814,SPEA2_DTLZ6_M2_D11_10.mat
DTLZ,SPEA2,DTLZ6,11,M2,D11,0.34754082042873224,SPEA2_DTLZ6_M2_D11_11.mat
DTLZ,SPEA2,DTLZ6,12,M2,D11,0.3475176026859062,SPEA2_DTLZ6_M2_D11_12.mat
DTLZ,SPEA2,DTLZ6,13,M2,D11,0.34755068805193684,SPEA2_DTLZ6_M2_D11_13.mat
DTLZ,SPEA2,DTLZ6,14,M2,D11,0.34758956532051866,SPEA2_DTLZ6_M2_D11_14.mat
DTLZ,SPEA2,DTLZ6,15,M2,D11,0.34745888262236146,SPEA2_DTLZ6_M2_D11_15.mat
DTLZ,SPEA2,DTLZ6,16,M2,D11,0.3475464003370318,SPEA2_DTLZ6_M2_D11_16.mat
DTLZ,SPEA2,DTLZ6,17,M2,D11,0.34752590535620637,SPEA2_DTLZ6_M2_D11_17.mat
DTLZ,SPEA2,DTLZ6,18,M2,D11,0.34758574678003284,SPEA2_DTLZ6_M2_D11_18.mat
DTLZ,SPEA2,DTLZ6,19,M2,D11,0.34751478610799924,SPEA2_DTLZ6_M2_D11_19.mat
DTLZ,SPEA2,DTLZ6,20,M2,D11,0.34755941455445466,SPEA2_DTLZ6_M2_D11_20.mat
DTLZ,SPEA2,DTLZ6,21,M2,D11,0.3475621489143447,SPEA2_DTLZ6_M2_D11_21.mat
DTLZ,SPEA2,DTLZ6,22,M2,D11,0.3476460428931167,SPEA2_DTLZ6_M2_D11_22.mat
DTLZ,SPEA2,DTLZ6,23,M2,D11,0.3475713260617934,SPEA2_DTLZ6_M2_D11_23.mat
DTLZ,SPEA2,DTLZ6,24,M2,D11,0.34761421762008626,SPEA2_DTLZ6_M2_D11_24.mat
DTLZ,SPEA2,DTLZ6,25,M2,D11,0.3475636105890984,SPEA2_DTLZ6_M2_D11_25.mat
DTLZ,SPEA2,DTLZ6,26,M2,D11,0.34759420428007565,SPEA2_DTLZ6_M2_D11_26.mat
DTLZ,SPEA2,DTLZ6,27,M2,D11,0.34763478543910264,SPEA2_DTLZ6_M2_D11_27.mat
DTLZ,SPEA2,DTLZ6,28,M2,D11,0.3475793342807806,SPEA2_DTLZ6_M2_D11_28.mat
DTLZ,SPEA2,DTLZ6,29,M2,D11,0.3474983939581401,SPEA2_DTLZ6_M2_D11_29.mat
DTLZ,SPEA2,DTLZ6,30,M2,D11,0.34763347276789264,SPEA2_DTLZ6_M2_D11_30.mat
DTLZ,SPEA2,DTLZ6,31,M2,D11,0.34757259634724813,SPEA2_DTLZ6_M2_D11_31.mat
DTLZ,SPEA2,DTLZ6,32,M2,D11,0.3475638183059145,SPEA2_DTLZ6_M2_D11_32.mat
DTLZ,SPEA2,DTLZ6,33,M2,D11,0.34746616556847393,SPEA2_DTLZ6_M2_D11_33.mat
DTLZ,SPEA2,DTLZ6,34,M2,D11,0.3475803260276254,SPEA2_DTLZ6_M2_D11_34.mat
DTLZ,SPEA2,DTLZ6,35,M2,D11,0.34753920959367984,SPEA2_DTLZ6_M2_D11_35.mat
DTLZ,SPEA2,DTLZ6,36,M2,D11,0.3475377118438271,SPEA2_DTLZ6_M2_D11_36.mat
DTLZ,SPEA2,DTLZ6,37,M2,D11,0.34758774153785654,SPEA2_DTLZ6_M2_D11_37.mat
DTLZ,SPEA2,DTLZ6,38,M2,D11,0.34758496129734473,SPEA2_DTLZ6_M2_D11_38.mat
DTLZ,SPEA2,DTLZ6,39,M2,D11,0.34753925578027983,SPEA2_DTLZ6_M2_D11_39.mat
DTLZ,SPEA2,DTLZ6,40,M2,D11,0.34750286011151976,SPEA2_DTLZ6_M2_D11_40.mat
DTLZ,SPEA2,DTLZ6,41,M2,D11,0.3474789262432139,SPEA2_DTLZ6_M2_D11_41.mat
DTLZ,SPEA2,DTLZ6,42,M2,D11,0.3475898210708972,SPEA2_DTLZ6_M2_D11_42.mat
DTLZ,SPEA2,DTLZ6,43,M2,D11,0.3475147104935856,SPEA2_DTLZ6_M2_D11_43.mat
DTLZ,SPEA2,DTLZ6,44,M2,D11,0.3475395858705477,SPEA2_DTLZ6_M2_D11_44.mat
DTLZ,SPEA2,DTLZ6,45,M2,D11,0.34757961579757257,SPEA2_DTLZ6_M2_D11_45.mat
DTLZ,SPEA2,DTLZ6,46,M2,D11,0.34753717744803,SPEA2_DTLZ6_M2_D11_46.mat
DTLZ,SPEA2,DTLZ6,47,M2,D11,0.3475780944724327,SPEA2_DTLZ6_M2_D11_47.mat
DTLZ,SPEA2,DTLZ6,48,M2,D11,0.34755647584577953,SPEA2_DTLZ6_M2_D11_48.mat
DTLZ,SPEA2,DTLZ6,49,M2,D11,0.34763500723555596,SPEA2_DTLZ6_M2_D11_49.mat
DTLZ,SPEA2,DTLZ6,50,M2,D11,0.34755728155365956,SPEA2_DTLZ6_M2_D11_50.mat
DTLZ,SPEA2,DTLZ6,51,M2,D11,0.3475334676101413,SPEA2_DTLZ6_M2_D11_51.mat
DTLZ,SPEA2,DTLZ6,52,M2,D11,0.3476146679985905,SPEA2_DTLZ6_M2_D11_52.mat
DTLZ,SPEA2,DTLZ6,53,M2,D11,0.3475978995543121,SPEA2_DTLZ6_M2_D11_53.mat
DTLZ,SPEA2,DTLZ6,54,M2,D11,0.34756385575762505,SPEA2_DTLZ6_M2_D11_54.mat
DTLZ,SPEA2,DTLZ6,55,M2,D11,0.3475308799858117,SPEA2_DTLZ6_M2_D11_55.mat
DTLZ,SPEA2,DTLZ6,56,M2,D11,0.3475555500695215,SPEA2_DTLZ6_M2_D11_56.mat
DTLZ,SPEA2,DTLZ6,57,M2,D11,0.34751287847009765,SPEA2_DTLZ6_M2_D11_57.mat
DTLZ,SPEA2,DTLZ6,58,M2,D11,0.3475688089892045,SPEA2_DTLZ6_M2_D11_58.mat
DTLZ,SPEA2,DTLZ6,59,M2,D11,0.34757511018536297,SPEA2_DTLZ6_M2_D11_59.mat
DTLZ,SPEA2,DTLZ6,60,M2,D11,0.34753028858465096,SPEA2_DTLZ6_M2_D11_60.mat
DTLZ,SPEA2,DTLZ7,1,M2,D21,0.24288278641156713,SPEA2_DTLZ7_M2_D21_1.mat
DTLZ,SPEA2,DTLZ7,2,M2,D21,0.24289963901980893,SPEA2_DTLZ7_M2_D21_2.mat
DTLZ,SPEA2,DTLZ7,3,M2,D21,0.24290482387600446,SPEA2_DTLZ7_M2_D21_3.mat
DTLZ,SPEA2,DTLZ7,4,M2,D21,0.2429018060870335,SPEA2_DTLZ7_M2_D21_4.mat
DTLZ,SPEA2,DTLZ7,5,M2,D21,0.24286701971300412,SPEA2_DTLZ7_M2_D21_5.mat
DTLZ,SPEA2,DTLZ7,6,M2,D21,0.2428858193320867,SPEA2_DTLZ7_M2_D21_6.mat
DTLZ,SPEA2,DTLZ7,7,M2,D21,0.24285912578969943,SPEA2_DTLZ7_M2_D21_7.mat
DTLZ,SPEA2,DTLZ7,8,M2,D21,0.24288762059799163,SPEA2_DTLZ7_M2_D21_8.mat
DTLZ,SPEA2,DTLZ7,9,M2,D21,0.24282463549266048,SPEA2_DTLZ7_M2_D21_9.mat
DTLZ,SPEA2,DTLZ7,10,M2,D21,0.24281948872315007,SPEA2_DTLZ7_M2_D21_10.mat
DTLZ,SPEA2,DTLZ7,11,M2,D21,0.2428776556387326,SPEA2_DTLZ7_M2_D21_11.mat
DTLZ,SPEA2,DTLZ7,12,M2,D21,0.24287527919626112,SPEA2_DTLZ7_M2_D21_12.mat
DTLZ,SPEA2,DTLZ7,13,M2,D21,0.24289602749626454,SPEA2_DTLZ7_M2_D21_13.mat
DTLZ,SPEA2,DTLZ7,14,M2,D21,0.24291358752044345,SPEA2_DTLZ7_M2_D21_14.mat
DTLZ,SPEA2,DTLZ7,15,M2,D21,0.24288029583736637,SPEA2_DTLZ7_M2_D21_15.mat
DTLZ,SPEA2,DTLZ7,16,M2,D21,0.24281323521460205,SPEA2_DTLZ7_M2_D21_16.mat
DTLZ,SPEA2,DTLZ7,17,M2,D21,0.24289304963168962,SPEA2_DTLZ7_M2_D21_17.mat
DTLZ,SPEA2,DTLZ7,18,M2,D21,0.24288710816383205,SPEA2_DTLZ7_M2_D21_18.mat
DTLZ,SPEA2,DTLZ7,19,M2,D21,0.24285874847222905,SPEA2_DTLZ7_M2_D21_19.mat
DTLZ,SPEA2,DTLZ7,20,M2,D21,0.24289390670394045,SPEA2_DTLZ7_M2_D21_20.mat
DTLZ,SPEA2,DTLZ7,21,M2,D21,0.2428618364512339,SPEA2_DTLZ7_M2_D21_21.mat
DTLZ,SPEA2,DTLZ7,22,M2,D21,0.24289790202007167,SPEA2_DTLZ7_M2_D21_22.mat
DTLZ,SPEA2,DTLZ7,23,M2,D21,0.24287698752737355,SPEA2_DTLZ7_M2_D21_23.mat
DTLZ,SPEA2,DTLZ7,24,M2,D21,0.2428784472728321,SPEA2_DTLZ7_M2_D21_24.mat
DTLZ,SPEA2,DTLZ7,25,M2,D21,0.2428634544400298,SPEA2_DTLZ7_M2_D21_25.mat
DTLZ,SPEA2,DTLZ7,26,M2,D21,0.2428816925695686,SPEA2_DTLZ7_M2_D21_26.mat
DTLZ,SPEA2,DTLZ7,27,M2,D21,0.24287694078791802,SPEA2_DTLZ7_M2_D21_27.mat
DTLZ,SPEA2,DTLZ7,28,M2,D21,0.24290061290375556,SPEA2_DTLZ7_M2_D21_28.mat
DTLZ,SPEA2,DTLZ7,29,M2,D21,0.24290149129642521,SPEA2_DTLZ7_M2_D21_29.mat
DTLZ,SPEA2,DTLZ7,30,M2,D21,0.24290319030771595,SPEA2_DTLZ7_M2_D21_30.mat
DTLZ,SPEA2,DTLZ7,31,M2,D21,0.24290007059108,SPEA2_DTLZ7_M2_D21_31.mat
DTLZ,SPEA2,DTLZ7,32,M2,D21,0.2429220330095601,SPEA2_DTLZ7_M2_D21_32.mat
DTLZ,SPEA2,DTLZ7,33,M2,D21,0.2429145083062618,SPEA2_DTLZ7_M2_D21_33.mat
DTLZ,SPEA2,DTLZ7,34,M2,D21,0.24283374869825491,SPEA2_DTLZ7_M2_D21_34.mat
DTLZ,SPEA2,DTLZ7,35,M2,D21,0.24284364867910488,SPEA2_DTLZ7_M2_D21_35.mat
DTLZ,SPEA2,DTLZ7,36,M2,D21,0.24288245964942604,SPEA2_DTLZ7_M2_D21_36.mat
DTLZ,SPEA2,DTLZ7,37,M2,D21,0.24291102377741663,SPEA2_DTLZ7_M2_D21_37.mat
DTLZ,SPEA2,DTLZ7,38,M2,D21,0.2428620992899906,SPEA2_DTLZ7_M2_D21_38.mat
DTLZ,SPEA2,DTLZ7,39,M2,D21,0.24291689875660352,SPEA2_DTLZ7_M2_D21_39.mat
DTLZ,SPEA2,DTLZ7,40,M2,D21,0.24288654113895133,SPEA2_DTLZ7_M2_D21_40.mat
DTLZ,SPEA2,DTLZ7,41,M2,D21,0.242867538707922,SPEA2_DTLZ7_M2_D21_41.mat
DTLZ,SPEA2,DTLZ7,42,M2,D21,0.24291235636619146,SPEA2_DTLZ7_M2_D21_42.mat
DTLZ,SPEA2,DTLZ7,43,M2,D21,0.24286845372263055,SPEA2_DTLZ7_M2_D21_43.mat
DTLZ,SPEA2,DTLZ7,44,M2,D21,0.24287479711332643,SPEA2_DTLZ7_M2_D21_44.mat
DTLZ,SPEA2,DTLZ7,45,M2,D21,0.2428488512820495,SPEA2_DTLZ7_M2_D21_45.mat
DTLZ,SPEA2,DTLZ7,46,M2,D21,0.2428761522811727,SPEA2_DTLZ7_M2_D21_46.mat
DTLZ,SPEA2,DTLZ7,47,M2,D21,0.24286839620279926,SPEA2_DTLZ7_M2_D21_47.mat
DTLZ,SPEA2,DTLZ7,48,M2,D21,0.24286682797320155,SPEA2_DTLZ7_M2_D21_48.mat
DTLZ,SPEA2,DTLZ7,49,M2,D21,0.24290858777345803,SPEA2_DTLZ7_M2_D21_49.mat
DTLZ,SPEA2,DTLZ7,50,M2,D21,0.24284503071905447,SPEA2_DTLZ7_M2_D21_50.mat
DTLZ,SPEA2,DTLZ7,51,M2,D21,0.24285045584069087,SPEA2_DTLZ7_M2_D21_51.mat
DTLZ,SPEA2,DTLZ7,52,M2,D21,0.24290454888772328,SPEA2_DTLZ7_M2_D21_52.mat
DTLZ,SPEA2,DTLZ7,53,M2,D21,0.24288580055164943,SPEA2_DTLZ7_M2_D21_53.mat
DTLZ,SPEA2,DTLZ7,54,M2,D21,0.2429007003296189,SPEA2_DTLZ7_M2_D21_54.mat
DTLZ,SPEA2,DTLZ7,55,M2,D21,0.2428744425192988,SPEA2_DTLZ7_M2_D21_55.mat
DTLZ,SPEA2,DTLZ7,56,M2,D21,0.24288926768228183,SPEA2_DTLZ7_M2_D21_56.mat
DTLZ,SPEA2,DTLZ7,57,M2,D21,0.2429145331351164,SPEA2_DTLZ7_M2_D21_57.mat
DTLZ,SPEA2,DTLZ7,58,M2,D21,0.24288961574576884,SPEA2_DTLZ7_M2_D21_58.mat
DTLZ,SPEA2,DTLZ7,59,M2,D21,0.24284592572228206,SPEA2_DTLZ7_M2_D21_59.mat
DTLZ,SPEA2,DTLZ7,60,M2,D21,0.24289560574365782,SPEA2_DTLZ7_M2_D21_60.mat
DTLZ,SPEA2SDE,DTLZ1,1,M2,D6,0.5818345517927301,SPEA2SDE_DTLZ1_M2_D6_1.mat
DTLZ,SPEA2SDE,DTLZ1,2,M2,D6,0.5819932339656351,SPEA2SDE_DTLZ1_M2_D6_2.mat
DTLZ,SPEA2SDE,DTLZ1,3,M2,D6,0.5816773029396738,SPEA2SDE_DTLZ1_M2_D6_3.mat
DTLZ,SPEA2SDE,DTLZ1,4,M2,D6,0.5819962362307223,SPEA2SDE_DTLZ1_M2_D6_4.mat
DTLZ,SPEA2SDE,DTLZ1,5,M2,D6,0.5819257087826444,SPEA2SDE_DTLZ1_M2_D6_5.mat
DTLZ,SPEA2SDE,DTLZ1,6,M2,D6,0.5819821509023895,SPEA2SDE_DTLZ1_M2_D6_6.mat
DTLZ,SPEA2SDE,DTLZ1,7,M2,D6,0.5812865998273729,SPEA2SDE_DTLZ1_M2_D6_7.mat
DTLZ,SPEA2SDE,DTLZ1,8,M2,D6,0.581515219755779,SPEA2SDE_DTLZ1_M2_D6_8.mat
DTLZ,SPEA2SDE,DTLZ1,9,M2,D6,0.5821805062135719,SPEA2SDE_DTLZ1_M2_D6_9.mat
DTLZ,SPEA2SDE,DTLZ1,10,M2,D6,0.5818605187533346,SPEA2SDE_DTLZ1_M2_D6_10.mat
DTLZ,SPEA2SDE,DTLZ1,11,M2,D6,0.581969651028627,SPEA2SDE_DTLZ1_M2_D6_11.mat
DTLZ,SPEA2SDE,DTLZ1,12,M2,D6,0.5819990338677958,SPEA2SDE_DTLZ1_M2_D6_12.mat
DTLZ,SPEA2SDE,DTLZ1,13,M2,D6,0.5813871848820902,SPEA2SDE_DTLZ1_M2_D6_13.mat
DTLZ,SPEA2SDE,DTLZ1,14,M2,D6,0.5820537782212785,SPEA2SDE_DTLZ1_M2_D6_14.mat
DTLZ,SPEA2SDE,DTLZ1,15,M2,D6,0.5818654381892515,SPEA2SDE_DTLZ1_M2_D6_15.mat
DTLZ,SPEA2SDE,DTLZ1,16,M2,D6,0.5817500628467893,SPEA2SDE_DTLZ1_M2_D6_16.mat
DTLZ,SPEA2SDE,DTLZ1,17,M2,D6,0.5817006215868301,SPEA2SDE_DTLZ1_M2_D6_17.mat
DTLZ,SPEA2SDE,DTLZ1,18,M2,D6,0.5820381568248915,SPEA2SDE_DTLZ1_M2_D6_18.mat
DTLZ,SPEA2SDE,DTLZ1,19,M2,D6,0.5812978303568452,SPEA2SDE_DTLZ1_M2_D6_19.mat
DTLZ,SPEA2SDE,DTLZ1,20,M2,D6,0.5816463445559599,SPEA2SDE_DTLZ1_M2_D6_20.mat
DTLZ,SPEA2SDE,DTLZ1,21,M2,D6,0.5821481438211145,SPEA2SDE_DTLZ1_M2_D6_21.mat
DTLZ,SPEA2SDE,DTLZ1,22,M2,D6,0.5820618307632978,SPEA2SDE_DTLZ1_M2_D6_22.mat
DTLZ,SPEA2SDE,DTLZ1,23,M2,D6,0.5815904631818972,SPEA2SDE_DTLZ1_M2_D6_23.mat
DTLZ,SPEA2SDE,DTLZ1,24,M2,D6,0.5820107423933528,SPEA2SDE_DTLZ1_M2_D6_24.mat
DTLZ,SPEA2SDE,DTLZ1,25,M2,D6,0.5820484960811904,SPEA2SDE_DTLZ1_M2_D6_25.mat
DTLZ,SPEA2SDE,DTLZ1,26,M2,D6,0.5817977000955525,SPEA2SDE_DTLZ1_M2_D6_26.mat
DTLZ,SPEA2SDE,DTLZ1,27,M2,D6,0.5816112733083738,SPEA2SDE_DTLZ1_M2_D6_27.mat
DTLZ,SPEA2SDE,DTLZ1,28,M2,D6,0.5820075104637685,SPEA2SDE_DTLZ1_M2_D6_28.mat
