case_id,metric,pairing,test_method,n_ctrl,n_ivf,n_spea2,median_ctrl,iqr_ctrl,median_ivf,iqr_ivf,median_spea2,iqr_spea2,p_ctrl_vs_ivf,p_bh_ctrl_vs_ivf,a12_ctrl_vs_ivf,p_ctrl_vs_spea2,p_bh_ctrl_vs_spea2,a12_ctrl_vs_spea2
wfg6_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.07662368499956451,0.032082159138264316,0.07642555032423122,0.03183740610502721,0.0825188524641576,0.03403247416561206,0.09610157273709774,0.2649286599779451,0.5055555555555555,0.685047073289752,0.7433489518676032,0.4444444444444444
wfg6_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.23880265022722375,0.01904613080417039,0.23568951961202483,0.013775587351606333,0.23522778071251269,0.015865988500132044,1.1920928955078125e-06,2.4318695068359375e-05,0.5855555555555556,0.22064675763249397,0.28488568706980233,0.5822222222222222
wfg7_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.013587072477340464,0.0006892176936859461,0.013312304418145357,0.0003867372378017382,0.013712851845929394,0.0002788647864555155,0.0006084088236093521,0.00443269285772528,0.7322222222222222,0.15188691951334476,0.21222555877207078,0.4
wfg7_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.21197915817316457,0.004365736750294252,0.21197915817316457,0.004365736750294252,0.21623781904863448,0.00296684177947959,1.0,1.0,0.5,1.30385160446167e-07,8.312053978443146e-07,0.14555555555555555
wfg8_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.10806932711022216,0.0017213234059091226,0.1079229738783235,0.0012990015444413333,0.10728491271711366,0.0016831029865617408,0.0061949919909238815,0.026328715961426497,0.5444444444444444,0.007612137123942375,0.014649773332870231,0.6922222222222222
wfg8_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.29598533669671434,0.0074445520335083,0.29152282270435054,0.005507604997808557,0.2967057382763324,0.006238256189514901,0.0009517744183540344,0.005109525824847974,0.7066666666666667,0.9676735773682594,0.9676735773682594,0.4722222222222222
wfg9_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.017704373291981303,0.0034737904573452945,0.017729201666000033,0.002755358637413552,0.015828966860538314,0.0013927333267739154,0.27563402086761524,0.6538295378720176,0.4905555555555556,9.90256667137146e-05,0.00033668726682662965,0.7322222222222222
wfg9_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.21805376988060732,0.004087312230770884,0.20956913208345362,0.004825973386815341,0.2175845337711288,0.006412745061737557,1.8230851402174436e-06,3.099244738369654e-05,0.8761111111111111,0.7456546742469072,0.7682502704362074,0.4988888888888889
zdt1_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.003902267542437686,0.00011661831896414131,0.0038971009881031745,8.570302131833372e-05,0.0039635650156559545,8.779239330498033e-05,0.591046535600346,1.0,0.5127777777777778,0.02084985189139843,0.034863686769223606,0.3322222222222222
zdt2_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.003879790215821459,6.289207328948965e-05,0.003879790215821459,6.289207328948965e-05,0.003921895787051252,5.9203180971567886e-05,1.0,1.0,0.5,0.0006084088236093521,0.0014432023257710213,0.25666666666666665
zdt3_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.004810246634431507,0.0001119114437590418,0.004810246634431507,0.0001119114437590418,0.004867924245924268,0.00012520365430410303,1.0,1.0,0.5,0.0012321043759584427,0.0026182217989116907,0.2777777777777778
zdt4_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.0038022610833364965,3.0689927184776415e-05,0.0038022610833364965,3.0689927184776415e-05,0.0038404682949081384,2.9877625261652118e-05,1.0,1.0,0.5,0.00011058151721954346,0.0003638488631094656,0.1988888888888889
zdt6_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.0030585978861654914,2.1866731670931467e-05,0.0030585978861654914,2.1866731670931467e-05,0.0030841311590180534,2.1622890390372764e-05,1.0,1.0,0.5,5.973502993583679e-06,2.7695332061160695e-05,0.12444444444444444
