Grupo,Algoritmo,Problema,Run,M,D,arquivo_original,IGD,runtime,HV,Spread,IGDp,Spacing
DTLZ,IVFSPEA2,DTLZ1,8,M2,D6,IVFSPEA2_DTLZ1_M2_D6_8.mat,0.0018218903338891,10.382017,0.582391045418928,0.0844913567951341,0.0013266584550308,0.0010614395588737
DTLZ,IVFSPEA2,DTLZ1,9,M2,D6,IVFSPEA2_DTLZ1_M2_D6_9.mat,0.0018256724454668,10.286959,0.582263104917346,0.097975629511842,0.001365573211718,0.0011239831061624
DTLZ,IVFSPEA2,DTLZ1,10,M2,D6,IVFSPEA2_DTLZ1_M2_D6_10.mat,0.0018277405663272,10.650678,0.582418432490353,0.0994172944485997,0.0013183310274996,0.0011984041688782
DTLZ,IVFSPEA2,DTLZ1,11,M2,D6,IVFSPEA2_DTLZ1_M2_D6_11.mat,0.0018206199162674,10.428306,0.582395488195448,0.0844054392815816,0.0013253294388296,0.0009821950138051
DTLZ,IVFSPEA2,DTLZ1,12,M2,D6,IVFSPEA2_DTLZ1_M2_D6_12.mat,0.0018263831753905,11.155846,0.582490739393595,0.0995876582073637,0.00129643461157,0.0011240365311076
DTLZ,IVFSPEA2,DTLZ1,13,M2,D6,IVFSPEA2_DTLZ1_M2_D6_13.mat,0.0018230554383647,10.310252,0.582484070194311,0.103319134953751,0.0012984463583473,0.0012369233106765
DTLZ,IVFSPEA2,DTLZ1,14,M2,D6,IVFSPEA2_DTLZ1_M2_D6_14.mat,0.0018234372927765,10.462235,0.582490699101996,0.104656650115161,0.0012964329624421,0.0013142781202538
DTLZ,IVFSPEA2,DTLZ1,15,M2,D6,IVFSPEA2_DTLZ1_M2_D6_15.mat,0.001827399760356,10.248575,0.58228101132894,0.0877556616707223,0.0013601121524311,0.0010703529840044
DTLZ,IVFSPEA2,DTLZ1,16,M2,D6,IVFSPEA2_DTLZ1_M2_D6_16.mat,0.0018566784458649,10.41273,0.581904904818458,0.0963563320033375,0.0014752647033578,0.0011348289524818
DTLZ,IVFSPEA2,DTLZ1,17,M2,D6,IVFSPEA2_DTLZ1_M2_D6_17.mat,0.0018242890413994,10.505542,0.582510128880462,0.0932942947026702,0.0012905596116403,0.0011056511496739
DTLZ,IVFSPEA2,DTLZ1,18,M2,D6,IVFSPEA2_DTLZ1_M2_D6_18.mat,0.0018746635631576,10.29011,0.581795284996745,0.0964076798732788,0.001509097897005,0.0011281906776552
DTLZ,IVFSPEA2,DTLZ1,19,M2,D6,IVFSPEA2_DTLZ1_M2_D6_19.mat,0.0018774692004458,11.127537,0.581798706014821,0.105109354036171,0.0015077850457186,0.0012642649519034
DTLZ,IVFSPEA2,DTLZ1,20,M2,D6,IVFSPEA2_DTLZ1_M2_D6_20.mat,0.0018898232880353,10.045748,0.581639189609902,0.0950562984036492,0.0015571625237635,0.0011628625113232
DTLZ,IVFSPEA2,DTLZ1,21,M2,D6,IVFSPEA2_DTLZ1_M2_D6_21.mat,0.0018564719531652,10.535171,0.582137082198212,0.0965417933648599,0.0014045091711054,0.0010388687790343
DTLZ,IVFSPEA2,DTLZ1,22,M2,D6,IVFSPEA2_DTLZ1_M2_D6_22.mat,0.0018166374664089,10.866032,0.582526426505012,0.0882224994924283,0.0012856191777643,0.0010120462413897
DTLZ,IVFSPEA2,DTLZ1,23,M2,D6,IVFSPEA2_DTLZ1_M2_D6_23.mat,0.0018330016486772,10.678766,0.582470021193417,0.103593599545636,0.0013026837515417,0.0012981121402694
DTLZ,IVFSPEA2,DTLZ1,24,M2,D6,IVFSPEA2_DTLZ1_M2_D6_24.mat,0.0018316636115298,10.176717,0.582339019202363,0.097370246397129,0.001342429306703,0.0010908573279673
DTLZ,IVFSPEA2,DTLZ1,25,M2,D6,IVFSPEA2_DTLZ1_M2_D6_25.mat,0.0018166317230875,10.238357,0.582500458908781,0.0863244861035859,0.0012934838266915,0.001012719133942
DTLZ,IVFSPEA2,DTLZ1,26,M2,D6,IVFSPEA2_DTLZ1_M2_D6_26.mat,0.0018273755593412,10.531246,0.582255737092982,0.104041185407566,0.0013678358398112,0.0012749234478883
DTLZ,IVFSPEA2,DTLZ1,27,M2,D6,IVFSPEA2_DTLZ1_M2_D6_27.mat,0.0018309439464214,10.651125,0.582229354089435,0.0954777462467726,0.0013758404689368,0.0010952140780993
DTLZ,IVFSPEA2,DTLZ1,28,M2,D6,IVFSPEA2_DTLZ1_M2_D6_28.mat,0.0018149892035732,9.88757200000001,0.582522558777897,0.0943164398292776,0.0012867955873818,0.0011052335927418
