case_id,metric,pairing,test_method,n_ctrl,n_ivf,n_spea2,median_ctrl,iqr_ctrl,median_ivf,iqr_ivf,median_spea2,iqr_spea2,p_ctrl_vs_ivf,p_bh_ctrl_vs_ivf,a12_ctrl_vs_ivf,p_ctrl_vs_spea2,p_bh_ctrl_vs_spea2,a12_ctrl_vs_spea2
maf6_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.004056413999260591,3.258862983415191e-05,0.004056413999260591,3.258862983415191e-05,0.00408584925573122,3.647097444144792e-05,1.0,1.0,0.5,0.0012321043759584427,0.0024168201220723298,0.21777777777777776
maf7_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.004679916053465854,0.00010814753435242717,0.004679916053465854,0.00010814753435242717,0.004753154010767396,7.848816290741568e-05,1.0,1.0,0.5,0.0021877754479646683,0.004057329012589021,0.24333333333333335
maf7_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.05932931132711368,0.0012950772393612031,0.05932931132711368,0.0012950772393612031,0.05981399309642896,0.0022219265526485787,1.0,1.0,0.5,0.4898460879921913,0.5430902279913425,0.4088888888888889
wfg1_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.02041133614527777,0.015345581324731971,0.02324580632972329,0.014515581314141792,0.027150897316567314,0.036515677483057105,0.564653060906117,1.0,0.42388888888888887,0.029325857758522034,0.04273196416241782,0.31777777777777777
wfg1_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.1532487789604856,0.0041815739224733695,0.1537548960953043,0.002900183387552241,0.15446407365655856,0.005015818277464279,0.6554384250193834,1.0,0.4866666666666667,0.685047073289752,0.7278625153703615,0.4577777777777778
wfg2_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.011157573272294136,0.000345544120533163,0.011264171635229322,0.0002906908381363777,0.01101950822825025,0.00020987655129245386,0.3284698575735092,0.7614528516476805,0.41888888888888887,0.0006084088236093521,0.0013490804349598677,0.7811111111111111
wfg2_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.1714742622465947,0.0059494067338849155,0.17964650540591784,0.008863888760366812,0.16948951922686692,0.00634535163247224,1.1920928955078125e-06,1.519918441772461e-05,0.1322222222222222,0.23665234446525574,0.2839828133583069,0.6055555555555555
wfg3_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.012336913720489489,0.0007549696821709338,0.01214792112068245,0.0004292448757205799,0.012066180471769754,0.00027316257009956345,0.008705463260412216,0.03860683706791505,0.6433333333333333,0.0001528710126876831,0.0004331345359484355,0.7388888888888889
wfg3_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.10174807310660397,0.007093245834332407,0.08796424871136832,0.011134832840820189,0.10020880541154836,0.013476128763196288,4.6566128730773926e-08,9.499490261077881e-07,0.9466666666666667,0.338741784915328,0.3882209220377917,0.5866666666666667
wfg4_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.012732698626635054,0.00023555042728883382,0.012671686576369409,0.00017624310690673474,0.012824387548599363,0.000284923381152314,0.10943205840885639,0.3600667728291404,0.6133333333333333,0.05768792890012264,0.07951579388935824,0.31555555555555553
wfg4_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.21332260113159118,0.003033682017076489,0.21095819894243548,0.002006497879687097,0.21455409698664257,0.002907508728531266,0.0012321043759584427,0.006614455070934798,0.7666666666666667,0.015460003167390823,0.02426031266267483,0.2833333333333333
wfg5_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.06358126924280062,0.00012575808863668492,0.06347185148438372,0.00013304920889457839,0.06366979461172007,0.00013167318847316645,0.002265607371782938,0.011554597596092984,0.7405555555555555,0.001340603455901146,0.002580029292488998,0.21222222222222223
wfg5_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.2210128221879042,0.00328560992942753,0.21992745475035042,0.0029044648646735782,0.22208429656804435,0.0028557225580406187,0.017914953437642208,0.0730930100255802,0.6405555555555555,0.13473508320748806,0.1739617530020732,0.3566666666666667
wfg6_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.07662368499956451,0.032082159138264316,0.07642555032423122,0.03183740610502721,0.0825188524641576,0.03403247416561206,0.09610157273709774,0.3267453473061323,0.5055555555555555,0.685047073289752,0.7278625153703615,0.4444444444444444
wfg6_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.23880265022722375,0.01904613080417039,0.23568951961202483,0.013775587351606333,0.23522778071251269,0.015865988500132044,1.1920928955078125e-06,1.519918441772461e-05,0.5855555555555556,0.22064675763249397,0.2679282056965998,0.5822222222222222
wfg7_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.013587072477340464,0.0006892176936859461,0.013312304418145357,0.0003867372378017382,0.013712851845929394,0.0002788647864555155,0.0006084088236093521,0.0038786062505096197,0.7322222222222222,0.15188691951334476,0.19365582237951456,0.4
wfg7_m3,IGD,paired,wilcoxon_signed_rank,30,30,30,0.21500757410624372,0.0031155475390033105,0.21197915817316457,0.004365736750294252,0.21623781904863448,0.00296684177947959,0.00038444362728753793,0.002614216665555258,0.7872222222222223,0.08793856762349606,0.11802281444206049,0.3888888888888889
wfg8_m2,IGD,paired,wilcoxon_signed_rank,30,30,30,0.10806932711022216,0.0017213234059091226,0.1079229738783235,0.0012990015444413333,0.10728491271711366,0.0016831029865617408,0.0061949919909238815,0.02872223559428345,0.5444444444444444,0.007612137123942375,0.012940633110702038,0.6922222222222222
