Grupo,Algoritmo,Problema,Run,M,D,IGD,arquivo_original
DTLZ,SPEA2SDE,DTLZ7,29,M3,D22,0.05908658825109626,SPEA2SDE_DTLZ7_M3_D22_29.mat
DTLZ,SPEA2SDE,DTLZ7,30,M2,D21,0.005225289687451676,SPEA2SDE_DTLZ7_M2_D21_30.mat
DTLZ,SPEA2SDE,DTLZ7,30,M3,D22,0.06063982535930966,SPEA2SDE_DTLZ7_M3_D22_30.mat
DTLZ,SPEA2SDE,DTLZ7,31,M2,D21,0.005256471959404444,SPEA2SDE_DTLZ7_M2_D21_31.mat
DTLZ,SPEA2SDE,DTLZ7,31,M3,D22,0.058671255021488344,SPEA2SDE_DTLZ7_M3_D22_31.mat
DTLZ,SPEA2SDE,DTLZ7,32,M2,D21,0.005235654239961246,SPEA2SDE_DTLZ7_M2_D21_32.mat
DTLZ,SPEA2SDE,DTLZ7,32,M3,D22,0.056417551101895926,SPEA2SDE_DTLZ7_M3_D22_32.mat
DTLZ,SPEA2SDE,DTLZ7,33,M3,D22,0.05611125117576371,SPEA2SDE_DTLZ7_M3_D22_33.mat
DTLZ,SPEA2SDE,DTLZ7,33,M2,D21,0.0052300074530078275,SPEA2SDE_DTLZ7_M2_D21_33.mat
DTLZ,SPEA2SDE,DTLZ7,34,M2,D21,0.005358928630159197,SPEA2SDE_DTLZ7_M2_D21_34.mat
DTLZ,SPEA2SDE,DTLZ7,34,M3,D22,0.0654249065985813,SPEA2SDE_DTLZ7_M3_D22_34.mat
DTLZ,SPEA2SDE,DTLZ7,35,M3,D22,0.06493307476438127,SPEA2SDE_DTLZ7_M3_D22_35.mat
DTLZ,SPEA2SDE,DTLZ7,35,M2,D21,0.005166166817731997,SPEA2SDE_DTLZ7_M2_D21_35.mat
DTLZ,SPEA2SDE,DTLZ7,36,M3,D22,0.05705315231228049,SPEA2SDE_DTLZ7_M3_D22_36.mat
DTLZ,SPEA2SDE,DTLZ7,36,M2,D21,0.004977994969404971,SPEA2SDE_DTLZ7_M2_D21_36.mat
DTLZ,SPEA2SDE,DTLZ7,37,M2,D21,0.005046227708556046,SPEA2SDE_DTLZ7_M2_D21_37.mat
DTLZ,SPEA2SDE,DTLZ7,37,M3,D22,0.058851240657397406,SPEA2SDE_DTLZ7_M3_D22_37.mat
DTLZ,SPEA2SDE,DTLZ7,38,M3,D22,0.05887200491629758,SPEA2SDE_DTLZ7_M3_D22_38.mat
DTLZ,SPEA2SDE,DTLZ7,38,M2,D21,0.005496325651806176,SPEA2SDE_DTLZ7_M2_D21_38.mat
DTLZ,SPEA2SDE,DTLZ7,39,M3,D22,0.05977756083950905,SPEA2SDE_DTLZ7_M3_D22_39.mat
DTLZ,SPEA2SDE,DTLZ7,39,M2,D21,0.005181755484496007,SPEA2SDE_DTLZ7_M2_D21_39.mat
DTLZ,SPEA2SDE,DTLZ7,40,M2,D21,0.005609866842946692,SPEA2SDE_DTLZ7_M2_D21_40.mat
DTLZ,SPEA2SDE,DTLZ7,40,M3,D22,0.05497342634451821,SPEA2SDE_DTLZ7_M3_D22_40.mat
DTLZ,SPEA2SDE,DTLZ7,41,M2,D21,0.005141069682911969,SPEA2SDE_DTLZ7_M2_D21_41.mat
DTLZ,SPEA2SDE,DTLZ7,41,M3,D22,0.05448425792006715,SPEA2SDE_DTLZ7_M3_D22_41.mat
DTLZ,SPEA2SDE,DTLZ7,42,M3,D22,0.06842619644467253,SPEA2SDE_DTLZ7_M3_D22_42.mat
DTLZ,SPEA2SDE,DTLZ7,42,M2,D21,0.005395783139454463,SPEA2SDE_DTLZ7_M2_D21_42.mat
DTLZ,SPEA2SDE,DTLZ7,43,M3,D22,0.06376806934599444,SPEA2SDE_DTLZ7_M3_D22_43.mat
DTLZ,SPEA2SDE,DTLZ7,43,M2,D21,0.0050792974911034175,SPEA2SDE_DTLZ7_M2_D21_43.mat
DTLZ,SPEA2SDE,DTLZ7,44,M2,D21,0.0054768691555605814,SPEA2SDE_DTLZ7_M2_D21_44.mat
DTLZ,SPEA2SDE,DTLZ7,44,M3,D22,0.06620018634554051,SPEA2SDE_DTLZ7_M3_D22_44.mat
DTLZ,SPEA2SDE,DTLZ7,45,M3,D22,0.06269744127960414,SPEA2SDE_DTLZ7_M3_D22_45.mat
DTLZ,SPEA2SDE,DTLZ7,45,M2,D21,0.005451374916201318,SPEA2SDE_DTLZ7_M2_D21_45.mat
DTLZ,SPEA2SDE,DTLZ7,46,M2,D21,0.00535154474804458,SPEA2SDE_DTLZ7_M2_D21_46.mat
DTLZ,SPEA2SDE,DTLZ7,46,M3,D22,0.056768290291237034,SPEA2SDE_DTLZ7_M3_D22_46.mat
DTLZ,SPEA2SDE,DTLZ7,47,M3,D22,0.06422386835963266,SPEA2SDE_DTLZ7_M3_D22_47.mat
DTLZ,SPEA2SDE,DTLZ7,47,M2,D21,0.0054645524634769115,SPEA2SDE_DTLZ7_M2_D21_47.mat
DTLZ,SPEA2SDE,DTLZ7,48,M2,D21,0.005057908356151193,SPEA2SDE_DTLZ7_M2_D21_48.mat
DTLZ,SPEA2SDE,DTLZ7,48,M3,D22,0.05874011437776619,SPEA2SDE_DTLZ7_M3_D22_48.mat
DTLZ,SPEA2SDE,DTLZ7,49,M2,D21,0.005412459588217032,SPEA2SDE_DTLZ7_M2_D21_49.mat
DTLZ,SPEA2SDE,DTLZ7,49,M3,D22,0.05897256221961144,SPEA2SDE_DTLZ7_M3_D22_49.mat
DTLZ,SPEA2SDE,DTLZ7,50,M2,D21,0.0050170620554950635,SPEA2SDE_DTLZ7_M2_D21_50.mat
DTLZ,SPEA2SDE,DTLZ7,50,M3,D22,0.05936999270988858,SPEA2SDE_DTLZ7_M3_D22_50.mat
DTLZ,SPEA2SDE,DTLZ7,51,M2,D21,0.005297013731722788,SPEA2SDE_DTLZ7_M2_D21_51.mat
DTLZ,SPEA2SDE,DTLZ7,51,M3,D22,0.05774183675552313,SPEA2SDE_DTLZ7_M3_D22_51.mat
DTLZ,SPEA2SDE,DTLZ7,52,M3,D22,0.06596899903729989,SPEA2SDE_DTLZ7_M3_D22_52.mat
DTLZ,SPEA2SDE,DTLZ7,52,M2,D21,0.0053136918068673175,SPEA2SDE_DTLZ7_M2_D21_52.mat
DTLZ,SPEA2SDE,DTLZ7,53,M3,D22,0.36507681186491053,SPEA2SDE_DTLZ7_M3_D22_53.mat
DTLZ,SPEA2SDE,DTLZ7,53,M2,D21,0.005455413970390932,SPEA2SDE_DTLZ7_M2_D21_53.mat
DTLZ,SPEA2SDE,DTLZ7,54,M2,D21,0.005389232073270911,SPEA2SDE_DTLZ7_M2_D21_54.mat
DTLZ,SPEA2SDE,DTLZ7,54,M3,D22,0.05840709513035242,SPEA2SDE_DTLZ7_M3_D22_54.mat
DTLZ,SPEA2SDE,DTLZ7,55,M2,D21,0.005284871414602909,SPEA2SDE_DTLZ7_M2_D21_55.mat
DTLZ,SPEA2SDE,DTLZ7,55,M3,D22,0.06316004490168362,SPEA2SDE_DTLZ7_M3_D22_55.mat
DTLZ,SPEA2SDE,DTLZ7,56,M3,D22,0.06304357396628879,SPEA2SDE_DTLZ7_M3_D22_56.mat
DTLZ,SPEA2SDE,DTLZ7,56,M2,D21,0.0052111962633181325,SPEA2SDE_DTLZ7_M2_D21_56.mat
DTLZ,SPEA2SDE,DTLZ7,57,M3,D22,0.062463348358823986,SPEA2SDE_DTLZ7_M3_D22_57.mat
DTLZ,SPEA2SDE,DTLZ7,57,M2,D21,0.005216173493070265,SPEA2SDE_DTLZ7_M2_D21_57.mat
DTLZ,SPEA2SDE,DTLZ7,58,M2,D21,0.0051605172250535365,SPEA2SDE_DTLZ7_M2_D21_58.mat
DTLZ,SPEA2SDE,DTLZ7,58,M3,D22,0.05316464351923246,SPEA2SDE_DTLZ7_M3_D22_58.mat
DTLZ,SPEA2SDE,DTLZ7,59,M3,D22,0.06007740598865923,SPEA2SDE_DTLZ7_M3_D22_59.mat
DTLZ,SPEA2SDE,DTLZ7,59,M2,D21,0.005407704598692161,SPEA2SDE_DTLZ7_M2_D21_59.mat
DTLZ,SPEA2SDE,DTLZ7,60,M3,D22,0.0685234087917882,SPEA2SDE_DTLZ7_M3_D22_60.mat
DTLZ,SPEA2SDE,DTLZ7,60,M2,D21,0.004975826264319334,SPEA2SDE_DTLZ7_M2_D21_60.mat
MaF,IVFSPEA2,MaF1,1,M2,D11,0.003744922027527155,IVFSPEA2_MaF1_M2_D11_1.mat
MaF,IVFSPEA2,MaF1,1,M3,D12,0.04085771464761288,IVFSPEA2_MaF1_M3_D12_1.mat
MaF,IVFSPEA2,MaF1,2,M2,D11,0.00375352853532736,IVFSPEA2_MaF1_M2_D11_2.mat
MaF,IVFSPEA2,MaF1,2,M3,D12,0.04132494330398873,IVFSPEA2_MaF1_M3_D12_2.mat
MaF,IVFSPEA2,MaF1,3,M2,D11,0.0037649686963952163,IVFSPEA2_MaF1_M2_D11_3.mat
MaF,IVFSPEA2,MaF1,3,M3,D12,0.04220703703058686,IVFSPEA2_MaF1_M3_D12_3.mat
MaF,IVFSPEA2,MaF1,4,M3,D12,0.04193615950504245,IVFSPEA2_MaF1_M3_D12_4.mat
MaF,IVFSPEA2,MaF1,4,M2,D11,0.0037366936198108855,IVFSPEA2_MaF1_M2_D11_4.mat
MaF,IVFSPEA2,MaF1,5,M2,D11,0.00376249130794575,IVFSPEA2_MaF1_M2_D11_5.mat
MaF,IVFSPEA2,MaF1,5,M3,D12,0.04098349079262339,IVFSPEA2_MaF1_M3_D12_5.mat
MaF,IVFSPEA2,MaF1,6,M3,D12,0.04149041764974743,IVFSPEA2_MaF1_M3_D12_6.mat
MaF,IVFSPEA2,MaF1,6,M2,D11,0.003807673265118473,IVFSPEA2_MaF1_M2_D11_6.mat
MaF,IVFSPEA2,MaF1,7,M2,D11,0.003775002258328682,IVFSPEA2_MaF1_M2_D11_7.mat
MaF,IVFSPEA2,MaF1,7,M3,D12,0.041012747361132904,IVFSPEA2_MaF1_M3_D12_7.mat
MaF,IVFSPEA2,MaF1,8,M3,D12,0.04086941608131332,IVFSPEA2_MaF1_M3_D12_8.mat
MaF,IVFSPEA2,MaF1,8,M2,D11,0.0037998973896572422,IVFSPEA2_MaF1_M2_D11_8.mat
MaF,IVFSPEA2,MaF1,9,M2,D11,0.00374772091775513,IVFSPEA2_MaF1_M2_D11_9.mat
MaF,IVFSPEA2,MaF1,9,M3,D12,0.041759033265444626,IVFSPEA2_MaF1_M3_D12_9.mat
MaF,IVFSPEA2,MaF1,10,M3,D12,0.042257387946171676,IVFSPEA2_MaF1_M3_D12_10.mat
MaF,IVFSPEA2,MaF1,10,M2,D11,0.003697505969805826,IVFSPEA2_MaF1_M2_D11_10.mat
MaF,IVFSPEA2,MaF1,11,M3,D12,0.04130787134308416,IVFSPEA2_MaF1_M3_D12_11.mat
MaF,IVFSPEA2,MaF1,11,M2,D11,0.0037747728216248645,IVFSPEA2_MaF1_M2_D11_11.mat
MaF,IVFSPEA2,MaF1,12,M2,D11,0.0037780135165870264,IVFSPEA2_MaF1_M2_D11_12.mat
MaF,IVFSPEA2,MaF1,12,M3,D12,0.04131084771772382,IVFSPEA2_MaF1_M3_D12_12.mat
MaF,IVFSPEA2,MaF1,13,M3,D12,0.04171347946173147,IVFSPEA2_MaF1_M3_D12_13.mat
MaF,IVFSPEA2,MaF1,13,M2,D11,0.0037858162565754918,IVFSPEA2_MaF1_M2_D11_13.mat
MaF,IVFSPEA2,MaF1,14,M2,D11,0.0037819216699740863,IVFSPEA2_MaF1_M2_D11_14.mat
MaF,IVFSPEA2,MaF1,14,M3,D12,0.04202394375870219,IVFSPEA2_MaF1_M3_D12_14.mat
MaF,IVFSPEA2,MaF1,15,M3,D12,0.041206760607562606,IVFSPEA2_MaF1_M3_D12_15.mat
MaF,IVFSPEA2,MaF1,15,M2,D11,0.0037515995327757567,IVFSPEA2_MaF1_M2_D11_15.mat
MaF,IVFSPEA2,MaF1,16,M2,D11,0.003750275562638123,IVFSPEA2_MaF1_M2_D11_16.mat
MaF,IVFSPEA2,MaF1,16,M3,D12,0.04068737231097227,IVFSPEA2_MaF1_M3_D12_16.mat
MaF,IVFSPEA2,MaF1,17,M2,D11,0.0037119158291123553,IVFSPEA2_MaF1_M2_D11_17.mat
MaF,IVFSPEA2,MaF1,17,M3,D12,0.04175007240050614,IVFSPEA2_MaF1_M3_D12_17.mat
MaF,IVFSPEA2,MaF1,18,M3,D12,0.041895427982074004,IVFSPEA2_MaF1_M3_D12_18.mat
MaF,IVFSPEA2,MaF1,18,M2,D11,0.0037410418563879164,IVFSPEA2_MaF1_M2_D11_18.mat
MaF,IVFSPEA2,MaF1,19,M2,D11,0.0037532391282552057,IVFSPEA2_MaF1_M2_D11_19.mat
MaF,IVFSPEA2,MaF1,19,M3,D12,0.04129456561329148,IVFSPEA2_MaF1_M3_D12_19.mat
MaF,IVFSPEA2,MaF1,20,M3,D12,0.04214850292589053,IVFSPEA2_MaF1_M3_D12_20.mat
MaF,IVFSPEA2,MaF1,20,M2,D11,0.003775071497412396,IVFSPEA2_MaF1_M2_D11_20.mat
MaF,IVFSPEA2,MaF1,21,M2,D11,0.003831937259438269,IVFSPEA2_MaF1_M2_D11_21.mat
MaF,IVFSPEA2,MaF1,21,M3,D12,0.04153848894996949,IVFSPEA2_MaF1_M3_D12_21.mat
MaF,IVFSPEA2,MaF1,22,M2,D11,0.003911401945000797,IVFSPEA2_MaF1_M2_D11_22.mat
MaF,IVFSPEA2,MaF1,22,M3,D12,0.0406537224708823,IVFSPEA2_MaF1_M3_D12_22.mat
MaF,IVFSPEA2,MaF1,23,M2,D11,0.003721309187036844,IVFSPEA2_MaF1_M2_D11_23.mat
MaF,IVFSPEA2,MaF1,23,M3,D12,0.041889783487318644,IVFSPEA2_MaF1_M3_D12_23.mat
MaF,IVFSPEA2,MaF1,24,M3,D12,0.041132488408021126,IVFSPEA2_MaF1_M3_D12_24.mat
MaF,IVFSPEA2,MaF1,24,M2,D11,0.0037099687111070865,IVFSPEA2_MaF1_M2_D11_24.mat
MaF,IVFSPEA2,MaF1,25,M2,D11,0.0037493141545837405,IVFSPEA2_MaF1_M2_D11_25.mat
MaF,IVFSPEA2,MaF1,25,M3,D12,0.04137182674852166,IVFSPEA2_MaF1_M3_D12_25.mat
MaF,IVFSPEA2,MaF1,26,M3,D12,0.04092968105687319,IVFSPEA2_MaF1_M3_D12_26.mat
MaF,IVFSPEA2,MaF1,26,M2,D11,0.003816796524834644,IVFSPEA2_MaF1_M2_D11_26.mat
MaF,IVFSPEA2,MaF1,27,M2,D11,0.0038023028687199614,IVFSPEA2_MaF1_M2_D11_27.mat
MaF,IVFSPEA2,MaF1,27,M3,D12,0.042320558679910594,IVFSPEA2_MaF1_M3_D12_27.mat
MaF,IVFSPEA2,MaF1,28,M2,D11,0.003779745873302783,IVFSPEA2_MaF1_M2_D11_28.mat
MaF,IVFSPEA2,MaF1,28,M3,D12,0.04124916498059998,IVFSPEA2_MaF1_M3_D12_28.mat
MaF,IVFSPEA2,MaF1,29,M3,D12,0.041814009368946574,IVFSPEA2_MaF1_M3_D12_29.mat
MaF,IVFSPEA2,MaF1,29,M2,D11,0.0037701228785172367,IVFSPEA2_MaF1_M2_D11_29.mat
MaF,IVFSPEA2,MaF1,30,M2,D11,0.003720771289717036,IVFSPEA2_MaF1_M2_D11_30.mat
MaF,IVFSPEA2,MaF1,30,M3,D12,0.04155592486376558,IVFSPEA2_MaF1_M3_D12_30.mat
MaF,IVFSPEA2,MaF1,31,M2,D11,0.0037932807568543895,IVFSPEA2_MaF1_M2_D11_31.mat
MaF,IVFSPEA2,MaF1,31,M3,D12,0.04145894954012009,IVFSPEA2_MaF1_M3_D12_31.mat
MaF,IVFSPEA2,MaF1,32,M3,D12,0.042141870935280566,IVFSPEA2_MaF1_M3_D12_32.mat
MaF,IVFSPEA2,MaF1,32,M2,D11,0.0037502804994175554,IVFSPEA2_MaF1_M2_D11_32.mat
MaF,IVFSPEA2,MaF1,33,M3,D12,0.041353834296778545,IVFSPEA2_MaF1_M3_D12_33.mat
MaF,IVFSPEA2,MaF1,33,M2,D11,0.003795793139776094,IVFSPEA2_MaF1_M2_D11_33.mat
MaF,IVFSPEA2,MaF1,34,M3,D12,0.041608029585556594,IVFSPEA2_MaF1_M3_D12_34.mat
MaF,IVFSPEA2,MaF1,34,M2,D11,0.003782374422170639,IVFSPEA2_MaF1_M2_D11_34.mat
MaF,IVFSPEA2,MaF1,35,M2,D11,0.0038022379575935366,IVFSPEA2_MaF1_M2_D11_35.mat
MaF,IVFSPEA2,MaF1,35,M3,D12,0.041030705382949284,IVFSPEA2_MaF1_M3_D12_35.mat
MaF,IVFSPEA2,MaF1,36,M3,D12,0.04145771879379358,IVFSPEA2_MaF1_M3_D12_36.mat
MaF,IVFSPEA2,MaF1,36,M2,D11,0.0037423093966276397,IVFSPEA2_MaF1_M2_D11_36.mat
MaF,IVFSPEA2,MaF1,37,M3,D12,0.04212825638823825,IVFSPEA2_MaF1_M3_D12_37.mat
MaF,IVFSPEA2,MaF1,37,M2,D11,0.003807716788606722,IVFSPEA2_MaF1_M2_D11_37.mat
MaF,IVFSPEA2,MaF1,38,M3,D12,0.04090626526764674,IVFSPEA2_MaF1_M3_D12_38.mat
MaF,IVFSPEA2,MaF1,38,M2,D11,0.0038322694518237773,IVFSPEA2_MaF1_M2_D11_38.mat
MaF,IVFSPEA2,MaF1,39,M2,D11,0.003822463762515231,IVFSPEA2_MaF1_M2_D11_39.mat
MaF,IVFSPEA2,MaF1,39,M3,D12,0.041618035776136424,IVFSPEA2_MaF1_M3_D12_39.mat
MaF,IVFSPEA2,MaF1,40,M2,D11,0.0038159464077289797,IVFSPEA2_MaF1_M2_D11_40.mat
MaF,IVFSPEA2,MaF1,40,M3,D12,0.04102243608410337,IVFSPEA2_MaF1_M3_D12_40.mat
MaF,IVFSPEA2,MaF1,41,M3,D12,0.04172219555607294,IVFSPEA2_MaF1_M3_D12_41.mat
MaF,IVFSPEA2,MaF1,41,M2,D11,0.0037129704974295315,IVFSPEA2_MaF1_M2_D11_41.mat
MaF,IVFSPEA2,MaF1,42,M2,D11,0.0037547408426628166,IVFSPEA2_MaF1_M2_D11_42.mat
MaF,IVFSPEA2,MaF1,42,M3,D12,0.04136227689812275,IVFSPEA2_MaF1_M3_D12_42.mat
MaF,IVFSPEA2,MaF1,43,M3,D12,0.04130611194143256,IVFSPEA2_MaF1_M3_D12_43.mat
MaF,IVFSPEA2,MaF1,43,M2,D11,0.003736121623728669,IVFSPEA2_MaF1_M2_D11_43.mat
MaF,IVFSPEA2,MaF1,44,M3,D12,0.04203199112775203,IVFSPEA2_MaF1_M3_D12_44.mat
MaF,IVFSPEA2,MaF1,44,M2,D11,0.0038632852549556752,IVFSPEA2_MaF1_M2_D11_44.mat
MaF,IVFSPEA2,MaF1,45,M2,D11,0.0037434063445341073,IVFSPEA2_MaF1_M2_D11_45.mat
MaF,IVFSPEA2,MaF1,45,M3,D12,0.04225237377992732,IVFSPEA2_MaF1_M3_D12_45.mat
MaF,IVFSPEA2,MaF1,46,M2,D11,0.0037580895895091364,IVFSPEA2_MaF1_M2_D11_46.mat
MaF,IVFSPEA2,MaF1,46,M3,D12,0.04116599655732051,IVFSPEA2_MaF1_M3_D12_46.mat
MaF,IVFSPEA2,MaF1,47,M3,D12,0.04141291640398405,IVFSPEA2_MaF1_M3_D12_47.mat
MaF,IVFSPEA2,MaF1,47,M2,D11,0.003906842509435004,IVFSPEA2_MaF1_M2_D11_47.mat
MaF,IVFSPEA2,MaF1,48,M3,D12,0.041608358569060346,IVFSPEA2_MaF1_M3_D12_48.mat
MaF,IVFSPEA2,MaF1,48,M2,D11,0.0037136868615765366,IVFSPEA2_MaF1_M2_D11_48.mat
MaF,IVFSPEA2,MaF1,49,M2,D11,0.0037509156553413854,IVFSPEA2_MaF1_M2_D11_49.mat
MaF,IVFSPEA2,MaF1,49,M3,D12,0.04084095723711012,IVFSPEA2_MaF1_M3_D12_49.mat
MaF,IVFSPEA2,MaF1,50,M2,D11,0.0038228010058760985,IVFSPEA2_MaF1_M2_D11_50.mat
MaF,IVFSPEA2,MaF1,50,M3,D12,0.041982805810475636,IVFSPEA2_MaF1_M3_D12_50.mat
MaF,IVFSPEA2,MaF1,51,M2,D11,0.003775796550522346,IVFSPEA2_MaF1_M2_D11_51.mat
MaF,IVFSPEA2,MaF1,51,M3,D12,0.04149598152154043,IVFSPEA2_MaF1_M3_D12_51.mat
MaF,IVFSPEA2,MaF1,52,M2,D11,0.0037834322614071596,IVFSPEA2_MaF1_M2_D11_52.mat
MaF,IVFSPEA2,MaF1,52,M3,D12,0.04119348740754271,IVFSPEA2_MaF1_M3_D12_52.mat
MaF,IVFSPEA2,MaF1,53,M3,D12,0.041689107786161334,IVFSPEA2_MaF1_M3_D12_53.mat
MaF,IVFSPEA2,MaF1,53,M2,D11,0.003736344378032338,IVFSPEA2_MaF1_M2_D11_53.mat
MaF,IVFSPEA2,MaF1,54,M2,D11,0.0037689461258733673,IVFSPEA2_MaF1_M2_D11_54.mat
MaF,IVFSPEA2,MaF1,54,M3,D12,0.04111638766615764,IVFSPEA2_MaF1_M3_D12_54.mat
MaF,IVFSPEA2,MaF1,55,M2,D11,0.003776746958565776,IVFSPEA2_MaF1_M2_D11_55.mat
MaF,IVFSPEA2,MaF1,55,M3,D12,0.04117123040702449,IVFSPEA2_MaF1_M3_D12_55.mat
MaF,IVFSPEA2,MaF1,56,M3,D12,0.04136337019408025,IVFSPEA2_MaF1_M3_D12_56.mat
MaF,IVFSPEA2,MaF1,56,M2,D11,0.0038321587621522667,IVFSPEA2_MaF1_M2_D11_56.mat
MaF,IVFSPEA2,MaF1,57,M2,D11,0.0038074249267992643,IVFSPEA2_MaF1_M2_D11_57.mat
MaF,IVFSPEA2,MaF1,57,M3,D12,0.04095926487927274,IVFSPEA2_MaF1_M3_D12_57.mat
MaF,IVFSPEA2,MaF1,58,M3,D12,0.04143509249506284,IVFSPEA2_MaF1_M3_D12_58.mat
MaF,IVFSPEA2,MaF1,58,M2,D11,0.0037428020039054076,IVFSPEA2_MaF1_M2_D11_58.mat
MaF,IVFSPEA2,MaF1,59,M3,D12,0.04171629020732415,IVFSPEA2_MaF1_M3_D12_59.mat
MaF,IVFSPEA2,MaF1,59,M2,D11,0.0038376717841885665,IVFSPEA2_MaF1_M2_D11_59.mat
MaF,IVFSPEA2,MaF1,60,M3,D12,0.041999784591101645,IVFSPEA2_MaF1_M3_D12_60.mat
MaF,IVFSPEA2,MaF1,60,M2,D11,0.0037318805861929526,IVFSPEA2_MaF1_M2_D11_60.mat
MaF,IVFSPEA2,MaF2,1,M3,D12,0.03209234428913901,IVFSPEA2_MaF2_M3_D12_1.mat
MaF,IVFSPEA2,MaF2,1,M2,D11,0.0021518378136777057,IVFSPEA2_MaF2_M2_D11_1.mat
MaF,IVFSPEA2,MaF2,2,M2,D11,0.0021475645641728727,IVFSPEA2_MaF2_M2_D11_2.mat
MaF,IVFSPEA2,MaF2,2,M3,D12,0.03146384602939959,IVFSPEA2_MaF2_M3_D12_2.mat
MaF,IVFSPEA2,MaF2,3,M3,D12,0.03399410538621398,IVFSPEA2_MaF2_M3_D12_3.mat
MaF,IVFSPEA2,MaF2,3,M2,D11,0.0021469105758499243,IVFSPEA2_MaF2_M2_D11_3.mat
MaF,IVFSPEA2,MaF2,4,M3,D12,0.03382459755435109,IVFSPEA2_MaF2_M3_D12_4.mat
MaF,IVFSPEA2,MaF2,4,M2,D11,0.002140290372053092,IVFSPEA2_MaF2_M2_D11_4.mat
MaF,IVFSPEA2,MaF2,5,M3,D12,0.03161704050361947,IVFSPEA2_MaF2_M3_D12_5.mat
MaF,IVFSPEA2,MaF2,5,M2,D11,0.0021263983657899914,IVFSPEA2_MaF2_M2_D11_5.mat
MaF,IVFSPEA2,MaF2,6,M2,D11,0.0022271518844706336,IVFSPEA2_MaF2_M2_D11_6.mat
MaF,IVFSPEA2,MaF2,6,M3,D12,0.034327196440446524,IVFSPEA2_MaF2_M3_D12_6.mat
MaF,IVFSPEA2,MaF2,7,M3,D12,0.032707177755860205,IVFSPEA2_MaF2_M3_D12_7.mat
MaF,IVFSPEA2,MaF2,7,M2,D11,0.0021337347513469074,IVFSPEA2_MaF2_M2_D11_7.mat
MaF,IVFSPEA2,MaF2,8,M2,D11,0.002128668497958789,IVFSPEA2_MaF2_M2_D11_8.mat
MaF,IVFSPEA2,MaF2,8,M3,D12,0.031654278764060954,IVFSPEA2_MaF2_M3_D12_8.mat
MaF,IVFSPEA2,MaF2,9,M2,D11,0.0021416163524284808,IVFSPEA2_MaF2_M2_D11_9.mat
MaF,IVFSPEA2,MaF2,9,M3,D12,0.03181081999623957,IVFSPEA2_MaF2_M3_D12_9.mat
MaF,IVFSPEA2,MaF2,10,M2,D11,0.002124678466656709,IVFSPEA2_MaF2_M2_D11_10.mat
MaF,IVFSPEA2,MaF2,10,M3,D12,0.032229209866349515,IVFSPEA2_MaF2_M3_D12_10.mat
MaF,IVFSPEA2,MaF2,11,M2,D11,0.00214304989881484,IVFSPEA2_MaF2_M2_D11_11.mat
MaF,IVFSPEA2,MaF2,11,M3,D12,0.03413221987234533,IVFSPEA2_MaF2_M3_D12_11.mat
MaF,IVFSPEA2,MaF2,12,M2,D11,0.0021330266040112044,IVFSPEA2_MaF2_M2_D11_12.mat
MaF,IVFSPEA2,MaF2,12,M3,D12,0.030193723110696853,IVFSPEA2_MaF2_M3_D12_12.mat
MaF,IVFSPEA2,MaF2,13,M2,D11,0.0021548418165454487,IVFSPEA2_MaF2_M2_D11_13.mat
MaF,IVFSPEA2,MaF2,13,M3,D12,0.03150391567353314,IVFSPEA2_MaF2_M3_D12_13.mat
MaF,IVFSPEA2,MaF2,14,M3,D12,0.03437729397897533,IVFSPEA2_MaF2_M3_D12_14.mat
MaF,IVFSPEA2,MaF2,14,M2,D11,0.0021520403409448154,IVFSPEA2_MaF2_M2_D11_14.mat
MaF,IVFSPEA2,MaF2,15,M3,D12,0.03506181702474156,IVFSPEA2_MaF2_M3_D12_15.mat
MaF,IVFSPEA2,MaF2,15,M2,D11,0.0020789745769925795,IVFSPEA2_MaF2_M2_D11_15.mat
MaF,IVFSPEA2,MaF2,16,M2,D11,0.0021195602035920416,IVFSPEA2_MaF2_M2_D11_16.mat
MaF,IVFSPEA2,MaF2,16,M3,D12,0.033050832949015424,IVFSPEA2_MaF2_M3_D12_16.mat
MaF,IVFSPEA2,MaF2,17,M3,D12,0.032610006758121986,IVFSPEA2_MaF2_M3_D12_17.mat
MaF,IVFSPEA2,MaF2,17,M2,D11,0.002190402958937921,IVFSPEA2_MaF2_M2_D11_17.mat
MaF,IVFSPEA2,MaF2,18,M2,D11,0.002149916031873657,IVFSPEA2_MaF2_M2_D11_18.mat
MaF,IVFSPEA2,MaF2,18,M3,D12,0.03202448966931749,IVFSPEA2_MaF2_M3_D12_18.mat
MaF,IVFSPEA2,MaF2,19,M3,D12,0.032080841653235916,IVFSPEA2_MaF2_M3_D12_19.mat
MaF,IVFSPEA2,MaF2,19,M2,D11,0.002193918039183102,IVFSPEA2_MaF2_M2_D11_19.mat
MaF,IVFSPEA2,MaF2,20,M3,D12,0.0345102601451608,IVFSPEA2_MaF2_M3_D12_20.mat
MaF,IVFSPEA2,MaF2,20,M2,D11,0.0021144776844172785,IVFSPEA2_MaF2_M2_D11_20.mat
MaF,IVFSPEA2,MaF2,21,M2,D11,0.0021648157630893335,IVFSPEA2_MaF2_M2_D11_21.mat
MaF,IVFSPEA2,MaF2,21,M3,D12,0.031773908985824,IVFSPEA2_MaF2_M3_D12_21.mat
