Grupo,Algoritmo,Problema,Run,M,D,Spread,arquivo_original
DTLZ,SPEA2SDE,DTLZ4,18,M2,D11,0.589485491642997,SPEA2SDE_DTLZ4_M2_D11_18.mat
DTLZ,SPEA2SDE,DTLZ4,19,M2,D11,0.5635716693871021,SPEA2SDE_DTLZ4_M2_D11_19.mat
DTLZ,SPEA2SDE,DTLZ4,20,M2,D11,0.65623692897109,SPEA2SDE_DTLZ4_M2_D11_20.mat
DTLZ,SPEA2SDE,DTLZ4,21,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_21.mat
DTLZ,SPEA2SDE,DTLZ4,22,M2,D11,0.6002983741048223,SPEA2SDE_DTLZ4_M2_D11_22.mat
DTLZ,SPEA2SDE,DTLZ4,23,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_23.mat
DTLZ,SPEA2SDE,DTLZ4,24,M2,D11,0.5829954126963297,SPEA2SDE_DTLZ4_M2_D11_24.mat
DTLZ,SPEA2SDE,DTLZ4,25,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_25.mat
DTLZ,SPEA2SDE,DTLZ4,26,M2,D11,0.5503560338878333,SPEA2SDE_DTLZ4_M2_D11_26.mat
DTLZ,SPEA2SDE,DTLZ4,27,M2,D11,0.5662828787589274,SPEA2SDE_DTLZ4_M2_D11_27.mat
DTLZ,SPEA2SDE,DTLZ4,28,M2,D11,0.6227151958029851,SPEA2SDE_DTLZ4_M2_D11_28.mat
DTLZ,SPEA2SDE,DTLZ4,29,M2,D11,0.6255198810172166,SPEA2SDE_DTLZ4_M2_D11_29.mat
DTLZ,SPEA2SDE,DTLZ4,30,M2,D11,0.6154350809527751,SPEA2SDE_DTLZ4_M2_D11_30.mat
DTLZ,SPEA2SDE,DTLZ4,31,M2,D11,0.6240499824315289,SPEA2SDE_DTLZ4_M2_D11_31.mat
DTLZ,SPEA2SDE,DTLZ4,32,M2,D11,0.6412547507082877,SPEA2SDE_DTLZ4_M2_D11_32.mat
DTLZ,SPEA2SDE,DTLZ4,33,M2,D11,,SPEA2SDE_DTLZ4_M2_D11_33.mat
DTLZ,SPEA2SDE,DTLZ4,34,M2,D11,0.5524042938895435,SPEA2SDE_DTLZ4_M2_D11_34.mat
DTLZ,SPEA2SDE,DTLZ4,35,M2,D11,0.5933481987797634,SPEA2SDE_DTLZ4_M2_D11_35.mat
DTLZ,SPEA2SDE,DTLZ4,36,M2,D11,0.5799199570937614,SPEA2SDE_DTLZ4_M2_D11_36.mat
DTLZ,SPEA2SDE,DTLZ4,37,M2,D11,0.5962758111043756,SPEA2SDE_DTLZ4_M2_D11_37.mat
DTLZ,SPEA2SDE,DTLZ4,38,M2,D11,0.5994694684253187,SPEA2SDE_DTLZ4_M2_D11_38.mat
DTLZ,SPEA2SDE,DTLZ4,39,M2,D11,0.6018909200516026,SPEA2SDE_DTLZ4_M2_D11_39.mat
DTLZ,SPEA2SDE,DTLZ4,40,M2,D11,0.5725402155957281,SPEA2SDE_DTLZ4_M2_D11_40.mat
DTLZ,SPEA2SDE,DTLZ4,41,M2,D11,0.5671238543458696,SPEA2SDE_DTLZ4_M2_D11_41.mat
DTLZ,SPEA2SDE,DTLZ4,42,M2,D11,0.6189709313655889,SPEA2SDE_DTLZ4_M2_D11_42.mat
DTLZ,SPEA2SDE,DTLZ4,43,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_43.mat
DTLZ,SPEA2SDE,DTLZ4,44,M2,D11,0.5670633004686539,SPEA2SDE_DTLZ4_M2_D11_44.mat
DTLZ,SPEA2SDE,DTLZ4,45,M2,D11,0.5921628485577084,SPEA2SDE_DTLZ4_M2_D11_45.mat
DTLZ,SPEA2SDE,DTLZ4,46,M2,D11,0.5739219214576957,SPEA2SDE_DTLZ4_M2_D11_46.mat
DTLZ,SPEA2SDE,DTLZ4,47,M2,D11,0.6069480263080319,SPEA2SDE_DTLZ4_M2_D11_47.mat
DTLZ,SPEA2SDE,DTLZ4,48,M2,D11,0.6193385158945653,SPEA2SDE_DTLZ4_M2_D11_48.mat
DTLZ,SPEA2SDE,DTLZ4,49,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_49.mat
DTLZ,SPEA2SDE,DTLZ4,50,M2,D11,0.6532811046641567,SPEA2SDE_DTLZ4_M2_D11_50.mat
DTLZ,SPEA2SDE,DTLZ4,51,M2,D11,0.5727355711764491,SPEA2SDE_DTLZ4_M2_D11_51.mat
DTLZ,SPEA2SDE,DTLZ4,52,M2,D11,0.6142602820618434,SPEA2SDE_DTLZ4_M2_D11_52.mat
DTLZ,SPEA2SDE,DTLZ4,53,M2,D11,0.6038162200694721,SPEA2SDE_DTLZ4_M2_D11_53.mat
DTLZ,SPEA2SDE,DTLZ4,54,M2,D11,0.5620363345434033,SPEA2SDE_DTLZ4_M2_D11_54.mat
DTLZ,SPEA2SDE,DTLZ4,55,M2,D11,0.5257082940768234,SPEA2SDE_DTLZ4_M2_D11_55.mat
DTLZ,SPEA2SDE,DTLZ4,56,M2,D11,0.6181359477463527,SPEA2SDE_DTLZ4_M2_D11_56.mat
DTLZ,SPEA2SDE,DTLZ4,57,M2,D11,0.5563171148592964,SPEA2SDE_DTLZ4_M2_D11_57.mat
DTLZ,SPEA2SDE,DTLZ4,58,M2,D11,0.5676190455153276,SPEA2SDE_DTLZ4_M2_D11_58.mat
DTLZ,SPEA2SDE,DTLZ4,59,M2,D11,1.0,SPEA2SDE_DTLZ4_M2_D11_59.mat
DTLZ,SPEA2SDE,DTLZ4,60,M2,D11,0.5737490225364337,SPEA2SDE_DTLZ4_M2_D11_60.mat
DTLZ,SPEA2SDE,DTLZ5,1,M2,D11,0.6507794003761558,SPEA2SDE_DTLZ5_M2_D11_1.mat
DTLZ,SPEA2SDE,DTLZ5,2,M2,D11,0.5686668357398055,SPEA2SDE_DTLZ5_M2_D11_2.mat
DTLZ,SPEA2SDE,DTLZ5,3,M2,D11,0.5665880083516651,SPEA2SDE_DTLZ5_M2_D11_3.mat
DTLZ,SPEA2SDE,DTLZ5,4,M2,D11,0.6661211760122384,SPEA2SDE_DTLZ5_M2_D11_4.mat
DTLZ,SPEA2SDE,DTLZ5,5,M2,D11,0.6441535726192378,SPEA2SDE_DTLZ5_M2_D11_5.mat
DTLZ,SPEA2SDE,DTLZ5,6,M2,D11,0.6591298989097647,SPEA2SDE_DTLZ5_M2_D11_6.mat
DTLZ,SPEA2SDE,DTLZ5,7,M2,D11,0.581542280716294,SPEA2SDE_DTLZ5_M2_D11_7.mat
DTLZ,SPEA2SDE,DTLZ5,8,M2,D11,0.5858954276084218,SPEA2SDE_DTLZ5_M2_D11_8.mat
DTLZ,SPEA2SDE,DTLZ5,9,M2,D11,0.5856748812753592,SPEA2SDE_DTLZ5_M2_D11_9.mat
DTLZ,SPEA2SDE,DTLZ5,10,M2,D11,0.5820781768263766,SPEA2SDE_DTLZ5_M2_D11_10.mat
DTLZ,SPEA2SDE,DTLZ5,11,M2,D11,0.6125859494549128,SPEA2SDE_DTLZ5_M2_D11_11.mat
DTLZ,SPEA2SDE,DTLZ5,12,M2,D11,0.6138852805909084,SPEA2SDE_DTLZ5_M2_D11_12.mat
DTLZ,SPEA2SDE,DTLZ5,13,M2,D11,0.61422168853578,SPEA2SDE_DTLZ5_M2_D11_13.mat
DTLZ,SPEA2SDE,DTLZ5,14,M2,D11,0.5941928224889388,SPEA2SDE_DTLZ5_M2_D11_14.mat
DTLZ,SPEA2SDE,DTLZ5,15,M2,D11,0.6198977791647117,SPEA2SDE_DTLZ5_M2_D11_15.mat
DTLZ,SPEA2SDE,DTLZ5,16,M2,D11,0.599487508929621,SPEA2SDE_DTLZ5_M2_D11_16.mat
DTLZ,SPEA2SDE,DTLZ5,17,M2,D11,0.5909863093871156,SPEA2SDE_DTLZ5_M2_D11_17.mat
DTLZ,SPEA2SDE,DTLZ5,18,M2,D11,0.5606586204633643,SPEA2SDE_DTLZ5_M2_D11_18.mat
DTLZ,SPEA2SDE,DTLZ5,19,M2,D11,0.585031641259093,SPEA2SDE_DTLZ5_M2_D11_19.mat
DTLZ,SPEA2SDE,DTLZ5,20,M2,D11,0.5404267349884972,SPEA2SDE_DTLZ5_M2_D11_20.mat
DTLZ,SPEA2SDE,DTLZ5,21,M2,D11,0.5782810043402146,SPEA2SDE_DTLZ5_M2_D11_21.mat
DTLZ,SPEA2SDE,DTLZ5,22,M2,D11,0.5778751206742848,SPEA2SDE_DTLZ5_M2_D11_22.mat
DTLZ,SPEA2SDE,DTLZ5,23,M2,D11,0.5632637342455801,SPEA2SDE_DTLZ5_M2_D11_23.mat
DTLZ,SPEA2SDE,DTLZ5,24,M2,D11,0.6088070609031566,SPEA2SDE_DTLZ5_M2_D11_24.mat
DTLZ,SPEA2SDE,DTLZ5,25,M2,D11,0.5846099208168873,SPEA2SDE_DTLZ5_M2_D11_25.mat
DTLZ,SPEA2SDE,DTLZ5,26,M2,D11,0.6032445305185923,SPEA2SDE_DTLZ5_M2_D11_26.mat
DTLZ,SPEA2SDE,DTLZ5,27,M2,D11,0.5407529974980173,SPEA2SDE_DTLZ5_M2_D11_27.mat
DTLZ,SPEA2SDE,DTLZ5,28,M2,D11,0.6036794649302136,SPEA2SDE_DTLZ5_M2_D11_28.mat
DTLZ,SPEA2SDE,DTLZ5,29,M2,D11,0.6194461838323247,SPEA2SDE_DTLZ5_M2_D11_29.mat
DTLZ,SPEA2SDE,DTLZ5,30,M2,D11,0.5399843124700382,SPEA2SDE_DTLZ5_M2_D11_30.mat
DTLZ,SPEA2SDE,DTLZ5,31,M2,D11,0.5627601038293396,SPEA2SDE_DTLZ5_M2_D11_31.mat
DTLZ,SPEA2SDE,DTLZ5,32,M2,D11,0.5686765206141262,SPEA2SDE_DTLZ5_M2_D11_32.mat
DTLZ,SPEA2SDE,DTLZ5,33,M2,D11,0.5881677764947644,SPEA2SDE_DTLZ5_M2_D11_33.mat
DTLZ,SPEA2SDE,DTLZ5,34,M2,D11,0.5998053598273214,SPEA2SDE_DTLZ5_M2_D11_34.mat
DTLZ,SPEA2SDE,DTLZ5,35,M2,D11,0.5817108736994026,SPEA2SDE_DTLZ5_M2_D11_35.mat
DTLZ,SPEA2SDE,DTLZ5,36,M2,D11,0.5815811117984866,SPEA2SDE_DTLZ5_M2_D11_36.mat
DTLZ,SPEA2SDE,DTLZ5,37,M2,D11,0.6049007764194217,SPEA2SDE_DTLZ5_M2_D11_37.mat
DTLZ,SPEA2SDE,DTLZ5,38,M2,D11,0.631286358499722,SPEA2SDE_DTLZ5_M2_D11_38.mat
DTLZ,SPEA2SDE,DTLZ5,39,M2,D11,0.5722425012434367,SPEA2SDE_DTLZ5_M2_D11_39.mat
DTLZ,SPEA2SDE,DTLZ5,40,M2,D11,0.5587883956087675,SPEA2SDE_DTLZ5_M2_D11_40.mat
DTLZ,SPEA2SDE,DTLZ5,41,M2,D11,0.6139109572870232,SPEA2SDE_DTLZ5_M2_D11_41.mat
DTLZ,SPEA2SDE,DTLZ5,42,M2,D11,0.6056255885463787,SPEA2SDE_DTLZ5_M2_D11_42.mat
DTLZ,SPEA2SDE,DTLZ5,43,M2,D11,0.5677911554026225,SPEA2SDE_DTLZ5_M2_D11_43.mat
DTLZ,SPEA2SDE,DTLZ5,44,M2,D11,0.5826793194990562,SPEA2SDE_DTLZ5_M2_D11_44.mat
DTLZ,SPEA2SDE,DTLZ5,45,M2,D11,0.6219146315556644,SPEA2SDE_DTLZ5_M2_D11_45.mat
DTLZ,SPEA2SDE,DTLZ5,46,M2,D11,0.6244046926943839,SPEA2SDE_DTLZ5_M2_D11_46.mat
DTLZ,SPEA2SDE,DTLZ5,47,M2,D11,0.6732190077775183,SPEA2SDE_DTLZ5_M2_D11_47.mat
DTLZ,SPEA2SDE,DTLZ5,48,M2,D11,0.6596584850544286,SPEA2SDE_DTLZ5_M2_D11_48.mat
DTLZ,SPEA2SDE,DTLZ5,49,M2,D11,0.6302820645717283,SPEA2SDE_DTLZ5_M2_D11_49.mat
DTLZ,SPEA2SDE,DTLZ5,50,M2,D11,0.5552076416976397,SPEA2SDE_DTLZ5_M2_D11_50.mat
DTLZ,SPEA2SDE,DTLZ5,51,M2,D11,0.6098918355222501,SPEA2SDE_DTLZ5_M2_D11_51.mat
DTLZ,SPEA2SDE,DTLZ5,52,M2,D11,0.5508971901843793,SPEA2SDE_DTLZ5_M2_D11_52.mat
DTLZ,SPEA2SDE,DTLZ5,53,M2,D11,0.6220837224204557,SPEA2SDE_DTLZ5_M2_D11_53.mat
DTLZ,SPEA2SDE,DTLZ5,54,M2,D11,0.6545277202148146,SPEA2SDE_DTLZ5_M2_D11_54.mat
DTLZ,SPEA2SDE,DTLZ5,55,M2,D11,0.6096597307380607,SPEA2SDE_DTLZ5_M2_D11_55.mat
DTLZ,SPEA2SDE,DTLZ5,56,M2,D11,0.6171625064768463,SPEA2SDE_DTLZ5_M2_D11_56.mat
DTLZ,SPEA2SDE,DTLZ5,57,M2,D11,0.587442843642753,SPEA2SDE_DTLZ5_M2_D11_57.mat
DTLZ,SPEA2SDE,DTLZ5,58,M2,D11,0.573426143652788,SPEA2SDE_DTLZ5_M2_D11_58.mat
DTLZ,SPEA2SDE,DTLZ5,59,M2,D11,0.6144003772886684,SPEA2SDE_DTLZ5_M2_D11_59.mat
DTLZ,SPEA2SDE,DTLZ5,60,M2,D11,0.6254763305876595,SPEA2SDE_DTLZ5_M2_D11_60.mat
DTLZ,SPEA2SDE,DTLZ6,1,M2,D11,0.5830323173103443,SPEA2SDE_DTLZ6_M2_D11_1.mat
DTLZ,SPEA2SDE,DTLZ6,2,M2,D11,0.6298473388868994,SPEA2SDE_DTLZ6_M2_D11_2.mat
DTLZ,SPEA2SDE,DTLZ6,3,M2,D11,0.6164368147647388,SPEA2SDE_DTLZ6_M2_D11_3.mat
DTLZ,SPEA2SDE,DTLZ6,4,M2,D11,0.5965129785866047,SPEA2SDE_DTLZ6_M2_D11_4.mat
DTLZ,SPEA2SDE,DTLZ6,5,M2,D11,0.6727791848302626,SPEA2SDE_DTLZ6_M2_D11_5.mat
DTLZ,SPEA2SDE,DTLZ6,6,M2,D11,0.5660936954445367,SPEA2SDE_DTLZ6_M2_D11_6.mat
DTLZ,SPEA2SDE,DTLZ6,7,M2,D11,0.5758537732464923,SPEA2SDE_DTLZ6_M2_D11_7.mat
DTLZ,SPEA2SDE,DTLZ6,8,M2,D11,0.6500104474014418,SPEA2SDE_DTLZ6_M2_D11_8.mat
DTLZ,SPEA2SDE,DTLZ6,9,M2,D11,0.5733795806859391,SPEA2SDE_DTLZ6_M2_D11_9.mat
DTLZ,SPEA2SDE,DTLZ6,10,M2,D11,0.5959440817880033,SPEA2SDE_DTLZ6_M2_D11_10.mat
DTLZ,SPEA2SDE,DTLZ6,11,M2,D11,0.623044211404946,SPEA2SDE_DTLZ6_M2_D11_11.mat
DTLZ,SPEA2SDE,DTLZ6,12,M2,D11,0.5944473735665323,SPEA2SDE_DTLZ6_M2_D11_12.mat
DTLZ,SPEA2SDE,DTLZ6,13,M2,D11,0.6300796823140574,SPEA2SDE_DTLZ6_M2_D11_13.mat
DTLZ,SPEA2SDE,DTLZ6,14,M2,D11,0.5746410174990835,SPEA2SDE_DTLZ6_M2_D11_14.mat
DTLZ,SPEA2SDE,DTLZ6,15,M2,D11,0.6155959586441446,SPEA2SDE_DTLZ6_M2_D11_15.mat
DTLZ,SPEA2SDE,DTLZ6,16,M2,D11,0.6243006493509443,SPEA2SDE_DTLZ6_M2_D11_16.mat
DTLZ,SPEA2SDE,DTLZ6,17,M2,D11,0.5800572798626685,SPEA2SDE_DTLZ6_M2_D11_17.mat
DTLZ,SPEA2SDE,DTLZ6,18,M2,D11,0.610547095913927,SPEA2SDE_DTLZ6_M2_D11_18.mat
DTLZ,SPEA2SDE,DTLZ6,19,M2,D11,0.5650577085115641,SPEA2SDE_DTLZ6_M2_D11_19.mat
DTLZ,SPEA2SDE,DTLZ6,20,M2,D11,0.5989353640880742,SPEA2SDE_DTLZ6_M2_D11_20.mat
DTLZ,SPEA2SDE,DTLZ6,21,M2,D11,0.6205710947908314,SPEA2SDE_DTLZ6_M2_D11_21.mat
DTLZ,SPEA2SDE,DTLZ6,22,M2,D11,0.6034733224771427,SPEA2SDE_DTLZ6_M2_D11_22.mat
DTLZ,SPEA2SDE,DTLZ6,23,M2,D11,0.6221791136517493,SPEA2SDE_DTLZ6_M2_D11_23.mat
DTLZ,SPEA2SDE,DTLZ6,24,M2,D11,0.5804447000073157,SPEA2SDE_DTLZ6_M2_D11_24.mat
DTLZ,SPEA2SDE,DTLZ6,25,M2,D11,0.6302644702887102,SPEA2SDE_DTLZ6_M2_D11_25.mat
DTLZ,SPEA2SDE,DTLZ6,26,M2,D11,0.5917824813858893,SPEA2SDE_DTLZ6_M2_D11_26.mat
DTLZ,SPEA2SDE,DTLZ6,27,M2,D11,0.5853430164972221,SPEA2SDE_DTLZ6_M2_D11_27.mat
DTLZ,SPEA2SDE,DTLZ6,28,M2,D11,0.6177053218036622,SPEA2SDE_DTLZ6_M2_D11_28.mat
DTLZ,SPEA2SDE,DTLZ6,29,M2,D11,0.6093769131695902,SPEA2SDE_DTLZ6_M2_D11_29.mat
DTLZ,SPEA2SDE,DTLZ6,30,M2,D11,0.5806614780169426,SPEA2SDE_DTLZ6_M2_D11_30.mat
DTLZ,SPEA2SDE,DTLZ6,31,M2,D11,0.6097368918042935,SPEA2SDE_DTLZ6_M2_D11_31.mat
DTLZ,SPEA2SDE,DTLZ6,32,M2,D11,0.5829627608276178,SPEA2SDE_DTLZ6_M2_D11_32.mat
DTLZ,SPEA2SDE,DTLZ6,33,M2,D11,0.5587681293585801,SPEA2SDE_DTLZ6_M2_D11_33.mat
DTLZ,SPEA2SDE,DTLZ6,34,M2,D11,0.5708255154935536,SPEA2SDE_DTLZ6_M2_D11_34.mat
DTLZ,SPEA2SDE,DTLZ6,35,M2,D11,0.6157448472907092,SPEA2SDE_DTLZ6_M2_D11_35.mat
DTLZ,SPEA2SDE,DTLZ6,36,M2,D11,0.6098174764493717,SPEA2SDE_DTLZ6_M2_D11_36.mat
DTLZ,SPEA2SDE,DTLZ6,37,M2,D11,0.578740623649104,SPEA2SDE_DTLZ6_M2_D11_37.mat
DTLZ,SPEA2SDE,DTLZ6,38,M2,D11,0.5229863118896252,SPEA2SDE_DTLZ6_M2_D11_38.mat
DTLZ,SPEA2SDE,DTLZ6,39,M2,D11,0.5923467975867259,SPEA2SDE_DTLZ6_M2_D11_39.mat
DTLZ,SPEA2SDE,DTLZ6,40,M2,D11,0.5963374457993843,SPEA2SDE_DTLZ6_M2_D11_40.mat
DTLZ,SPEA2SDE,DTLZ6,41,M2,D11,0.5890370664256982,SPEA2SDE_DTLZ6_M2_D11_41.mat
DTLZ,SPEA2SDE,DTLZ6,42,M2,D11,0.5967722552617272,SPEA2SDE_DTLZ6_M2_D11_42.mat
DTLZ,SPEA2SDE,DTLZ6,43,M2,D11,0.5672894242164455,SPEA2SDE_DTLZ6_M2_D11_43.mat
DTLZ,SPEA2SDE,DTLZ6,44,M2,D11,0.6216325708521176,SPEA2SDE_DTLZ6_M2_D11_44.mat
DTLZ,SPEA2SDE,DTLZ6,45,M2,D11,0.6100528780296219,SPEA2SDE_DTLZ6_M2_D11_45.mat
DTLZ,SPEA2SDE,DTLZ6,46,M2,D11,0.6440961414905293,SPEA2SDE_DTLZ6_M2_D11_46.mat
DTLZ,SPEA2SDE,DTLZ6,47,M2,D11,0.6018397082471443,SPEA2SDE_DTLZ6_M2_D11_47.mat
DTLZ,SPEA2SDE,DTLZ6,48,M2,D11,0.5862609910438105,SPEA2SDE_DTLZ6_M2_D11_48.mat
DTLZ,SPEA2SDE,DTLZ6,49,M2,D11,0.5356876915309586,SPEA2SDE_DTLZ6_M2_D11_49.mat
DTLZ,SPEA2SDE,DTLZ6,50,M2,D11,0.6426184337720636,SPEA2SDE_DTLZ6_M2_D11_50.mat
DTLZ,SPEA2SDE,DTLZ6,51,M2,D11,0.6365852424335074,SPEA2SDE_DTLZ6_M2_D11_51.mat
DTLZ,SPEA2SDE,DTLZ6,52,M2,D11,0.6029231318148557,SPEA2SDE_DTLZ6_M2_D11_52.mat
DTLZ,SPEA2SDE,DTLZ6,53,M2,D11,0.5254606010777391,SPEA2SDE_DTLZ6_M2_D11_53.mat
DTLZ,SPEA2SDE,DTLZ6,54,M2,D11,0.531130891936588,SPEA2SDE_DTLZ6_M2_D11_54.mat
DTLZ,SPEA2SDE,DTLZ6,55,M2,D11,0.6210174432204475,SPEA2SDE_DTLZ6_M2_D11_55.mat
DTLZ,SPEA2SDE,DTLZ6,56,M2,D11,0.5213646001961332,SPEA2SDE_DTLZ6_M2_D11_56.mat
DTLZ,SPEA2SDE,DTLZ6,57,M2,D11,0.5103038315472407,SPEA2SDE_DTLZ6_M2_D11_57.mat
DTLZ,SPEA2SDE,DTLZ6,58,M2,D11,0.5525840733335113,SPEA2SDE_DTLZ6_M2_D11_58.mat
DTLZ,SPEA2SDE,DTLZ6,59,M2,D11,0.5437821403619713,SPEA2SDE_DTLZ6_M2_D11_59.mat
DTLZ,SPEA2SDE,DTLZ6,60,M2,D11,0.5776873459775049,SPEA2SDE_DTLZ6_M2_D11_60.mat
DTLZ,SPEA2SDE,DTLZ7,1,M2,D21,0.6204424947719188,SPEA2SDE_DTLZ7_M2_D21_1.mat
DTLZ,SPEA2SDE,DTLZ7,2,M2,D21,0.6008322367769213,SPEA2SDE_DTLZ7_M2_D21_2.mat
DTLZ,SPEA2SDE,DTLZ7,3,M2,D21,0.5739055587967167,SPEA2SDE_DTLZ7_M2_D21_3.mat
DTLZ,SPEA2SDE,DTLZ7,4,M2,D21,0.5359297223828617,SPEA2SDE_DTLZ7_M2_D21_4.mat
DTLZ,SPEA2SDE,DTLZ7,5,M2,D21,0.5948466955422164,SPEA2SDE_DTLZ7_M2_D21_5.mat
DTLZ,SPEA2SDE,DTLZ7,6,M2,D21,0.5308502833977088,SPEA2SDE_DTLZ7_M2_D21_6.mat
DTLZ,SPEA2SDE,DTLZ7,7,M2,D21,0.5619740050809967,SPEA2SDE_DTLZ7_M2_D21_7.mat
DTLZ,SPEA2SDE,DTLZ7,8,M2,D21,0.5985283848676362,SPEA2SDE_DTLZ7_M2_D21_8.mat
DTLZ,SPEA2SDE,DTLZ7,9,M2,D21,0.5641894362371065,SPEA2SDE_DTLZ7_M2_D21_9.mat
DTLZ,SPEA2SDE,DTLZ7,10,M2,D21,0.5864718861314121,SPEA2SDE_DTLZ7_M2_D21_10.mat
DTLZ,SPEA2SDE,DTLZ7,11,M2,D21,0.576700286557337,SPEA2SDE_DTLZ7_M2_D21_11.mat
DTLZ,SPEA2SDE,DTLZ7,12,M2,D21,0.5606674440098454,SPEA2SDE_DTLZ7_M2_D21_12.mat
DTLZ,SPEA2SDE,DTLZ7,13,M2,D21,0.5859983683751558,SPEA2SDE_DTLZ7_M2_D21_13.mat
DTLZ,SPEA2SDE,DTLZ7,14,M2,D21,0.5706594905502738,SPEA2SDE_DTLZ7_M2_D21_14.mat
DTLZ,SPEA2SDE,DTLZ7,15,M2,D21,0.5828557435971935,SPEA2SDE_DTLZ7_M2_D21_15.mat
DTLZ,SPEA2SDE,DTLZ7,16,M2,D21,0.596583114959897,SPEA2SDE_DTLZ7_M2_D21_16.mat
DTLZ,SPEA2SDE,DTLZ7,17,M2,D21,0.5590628857227565,SPEA2SDE_DTLZ7_M2_D21_17.mat
DTLZ,SPEA2SDE,DTLZ7,18,M2,D21,0.5611884540791677,SPEA2SDE_DTLZ7_M2_D21_18.mat
DTLZ,SPEA2SDE,DTLZ7,19,M2,D21,0.519886885220049,SPEA2SDE_DTLZ7_M2_D21_19.mat
DTLZ,SPEA2SDE,DTLZ7,20,M2,D21,0.5270563587208835,SPEA2SDE_DTLZ7_M2_D21_20.mat
DTLZ,SPEA2SDE,DTLZ7,21,M2,D21,0.6165951367797231,SPEA2SDE_DTLZ7_M2_D21_21.mat
DTLZ,SPEA2SDE,DTLZ7,22,M2,D21,0.667231870776681,SPEA2SDE_DTLZ7_M2_D21_22.mat
DTLZ,SPEA2SDE,DTLZ7,23,M2,D21,0.6198158962570728,SPEA2SDE_DTLZ7_M2_D21_23.mat
DTLZ,SPEA2SDE,DTLZ7,24,M2,D21,0.5545145194280099,SPEA2SDE_DTLZ7_M2_D21_24.mat
DTLZ,SPEA2SDE,DTLZ7,25,M2,D21,0.6066929489262703,SPEA2SDE_DTLZ7_M2_D21_25.mat
DTLZ,SPEA2SDE,DTLZ7,26,M2,D21,0.563608686801013,SPEA2SDE_DTLZ7_M2_D21_26.mat
DTLZ,SPEA2SDE,DTLZ7,27,M2,D21,0.5868484409839754,SPEA2SDE_DTLZ7_M2_D21_27.mat
DTLZ,SPEA2SDE,DTLZ7,28,M2,D21,0.644631802894809,SPEA2SDE_DTLZ7_M2_D21_28.mat
DTLZ,SPEA2SDE,DTLZ7,29,M2,D21,0.5981727012628274,SPEA2SDE_DTLZ7_M2_D21_29.mat
DTLZ,SPEA2SDE,DTLZ7,30,M2,D21,0.5954373060072208,SPEA2SDE_DTLZ7_M2_D21_30.mat
DTLZ,SPEA2SDE,DTLZ7,31,M2,D21,0.549229004793387,SPEA2SDE_DTLZ7_M2_D21_31.mat
DTLZ,SPEA2SDE,DTLZ7,32,M2,D21,0.5243436106823562,SPEA2SDE_DTLZ7_M2_D21_32.mat
DTLZ,SPEA2SDE,DTLZ7,33,M2,D21,0.5636957855927058,SPEA2SDE_DTLZ7_M2_D21_33.mat
DTLZ,SPEA2SDE,DTLZ7,34,M2,D21,0.5935129016343346,SPEA2SDE_DTLZ7_M2_D21_34.mat
DTLZ,SPEA2SDE,DTLZ7,35,M2,D21,0.5498832934715783,SPEA2SDE_DTLZ7_M2_D21_35.mat
DTLZ,SPEA2SDE,DTLZ7,36,M2,D21,0.5728118813658779,SPEA2SDE_DTLZ7_M2_D21_36.mat
DTLZ,SPEA2SDE,DTLZ7,37,M2,D21,0.5999280878652015,SPEA2SDE_DTLZ7_M2_D21_37.mat
DTLZ,SPEA2SDE,DTLZ7,38,M2,D21,0.6333388155495363,SPEA2SDE_DTLZ7_M2_D21_38.mat
DTLZ,SPEA2SDE,DTLZ7,39,M2,D21,0.5293523418204898,SPEA2SDE_DTLZ7_M2_D21_39.mat
DTLZ,SPEA2SDE,DTLZ7,40,M2,D21,0.635913306908972,SPEA2SDE_DTLZ7_M2_D21_40.mat
DTLZ,SPEA2SDE,DTLZ7,41,M2,D21,0.5234455398242255,SPEA2SDE_DTLZ7_M2_D21_41.mat
DTLZ,SPEA2SDE,DTLZ7,42,M2,D21,0.5440961201968587,SPEA2SDE_DTLZ7_M2_D21_42.mat
DTLZ,SPEA2SDE,DTLZ7,43,M2,D21,0.5927576553590144,SPEA2SDE_DTLZ7_M2_D21_43.mat
DTLZ,SPEA2SDE,DTLZ7,44,M2,D21,0.5297533825006772,SPEA2SDE_DTLZ7_M2_D21_44.mat
DTLZ,SPEA2SDE,DTLZ7,45,M2,D21,0.5767844956780374,SPEA2SDE_DTLZ7_M2_D21_45.mat
DTLZ,SPEA2SDE,DTLZ7,46,M2,D21,0.6109157681175266,SPEA2SDE_DTLZ7_M2_D21_46.mat
DTLZ,SPEA2SDE,DTLZ7,47,M2,D21,0.6192513976601327,SPEA2SDE_DTLZ7_M2_D21_47.mat
DTLZ,SPEA2SDE,DTLZ7,48,M2,D21,0.5434299334067619,SPEA2SDE_DTLZ7_M2_D21_48.mat
DTLZ,SPEA2SDE,DTLZ7,49,M2,D21,0.6098426959968646,SPEA2SDE_DTLZ7_M2_D21_49.mat
