Grupo,Algoritmo,Problema,Run,M,D,Spread,arquivo_original
WFG,IVFSPEA2,WFG4,45,M2,D11,0.11904532925925286,IVFSPEA2_WFG4_M2_D11_45.mat
WFG,IVFSPEA2,WFG4,46,M2,D11,0.1499385705410296,IVFSPEA2_WFG4_M2_D11_46.mat
WFG,IVFSPEA2,WFG4,47,M2,D11,0.10607198204945045,IVFSPEA2_WFG4_M2_D11_47.mat
WFG,IVFSPEA2,WFG4,48,M2,D11,0.10001744464132503,IVFSPEA2_WFG4_M2_D11_48.mat
WFG,IVFSPEA2,WFG4,49,M2,D11,0.1244567591847005,IVFSPEA2_WFG4_M2_D11_49.mat
WFG,IVFSPEA2,WFG4,50,M2,D11,0.12080387046276334,IVFSPEA2_WFG4_M2_D11_50.mat
WFG,IVFSPEA2,WFG4,51,M2,D11,0.12196763641372102,IVFSPEA2_WFG4_M2_D11_51.mat
WFG,IVFSPEA2,WFG4,52,M2,D11,0.12498506361306488,IVFSPEA2_WFG4_M2_D11_52.mat
WFG,IVFSPEA2,WFG4,53,M2,D11,0.1041139670430175,IVFSPEA2_WFG4_M2_D11_53.mat
WFG,IVFSPEA2,WFG4,54,M2,D11,0.10840748889686633,IVFSPEA2_WFG4_M2_D11_54.mat
WFG,IVFSPEA2,WFG4,55,M2,D11,0.12333143715853344,IVFSPEA2_WFG4_M2_D11_55.mat
WFG,IVFSPEA2,WFG4,56,M2,D11,0.12978178271122007,IVFSPEA2_WFG4_M2_D11_56.mat
WFG,IVFSPEA2,WFG4,57,M2,D11,0.09411833852412886,IVFSPEA2_WFG4_M2_D11_57.mat
WFG,IVFSPEA2,WFG4,58,M2,D11,0.1270770697648487,IVFSPEA2_WFG4_M2_D11_58.mat
WFG,IVFSPEA2,WFG4,59,M2,D11,0.1547257952391257,IVFSPEA2_WFG4_M2_D11_59.mat
WFG,IVFSPEA2,WFG4,60,M2,D11,0.11954858960694519,IVFSPEA2_WFG4_M2_D11_60.mat
WFG,IVFSPEA2,WFG5,1,M2,D11,0.14409638216235676,IVFSPEA2_WFG5_M2_D11_1.mat
WFG,IVFSPEA2,WFG5,2,M2,D11,0.12766987561146195,IVFSPEA2_WFG5_M2_D11_2.mat
WFG,IVFSPEA2,WFG5,3,M2,D11,0.1471610099766261,IVFSPEA2_WFG5_M2_D11_3.mat
WFG,IVFSPEA2,WFG5,4,M2,D11,0.14991478807833034,IVFSPEA2_WFG5_M2_D11_4.mat
WFG,IVFSPEA2,WFG5,5,M2,D11,0.16159683389051066,IVFSPEA2_WFG5_M2_D11_5.mat
WFG,IVFSPEA2,WFG5,6,M2,D11,0.15083693373291315,IVFSPEA2_WFG5_M2_D11_6.mat
WFG,IVFSPEA2,WFG5,7,M2,D11,0.16197246258410758,IVFSPEA2_WFG5_M2_D11_7.mat
WFG,IVFSPEA2,WFG5,8,M2,D11,0.1668687033176357,IVFSPEA2_WFG5_M2_D11_8.mat
WFG,IVFSPEA2,WFG5,9,M2,D11,0.13931737889491694,IVFSPEA2_WFG5_M2_D11_9.mat
WFG,IVFSPEA2,WFG5,10,M2,D11,0.14331082506634082,IVFSPEA2_WFG5_M2_D11_10.mat
WFG,IVFSPEA2,WFG5,11,M2,D11,0.1385954958752517,IVFSPEA2_WFG5_M2_D11_11.mat
WFG,IVFSPEA2,WFG5,12,M2,D11,0.1361697398926669,IVFSPEA2_WFG5_M2_D11_12.mat
WFG,IVFSPEA2,WFG5,13,M2,D11,0.15855613524604872,IVFSPEA2_WFG5_M2_D11_13.mat
WFG,IVFSPEA2,WFG5,14,M2,D11,0.148002668293391,IVFSPEA2_WFG5_M2_D11_14.mat
WFG,IVFSPEA2,WFG5,15,M2,D11,0.15584684305938973,IVFSPEA2_WFG5_M2_D11_15.mat
WFG,IVFSPEA2,WFG5,16,M2,D11,0.14301750396078483,IVFSPEA2_WFG5_M2_D11_16.mat
WFG,IVFSPEA2,WFG5,17,M2,D11,0.13788685181836377,IVFSPEA2_WFG5_M2_D11_17.mat
WFG,IVFSPEA2,WFG5,18,M2,D11,0.16144684815418414,IVFSPEA2_WFG5_M2_D11_18.mat
WFG,IVFSPEA2,WFG5,19,M2,D11,0.14986806494210955,IVFSPEA2_WFG5_M2_D11_19.mat
WFG,IVFSPEA2,WFG5,20,M2,D11,0.1283606697345604,IVFSPEA2_WFG5_M2_D11_20.mat
WFG,IVFSPEA2,WFG5,21,M2,D11,0.17060949374571036,IVFSPEA2_WFG5_M2_D11_21.mat
WFG,IVFSPEA2,WFG5,22,M2,D11,0.14633340209693171,IVFSPEA2_WFG5_M2_D11_22.mat
WFG,IVFSPEA2,WFG5,23,M2,D11,0.13599834535333027,IVFSPEA2_WFG5_M2_D11_23.mat
WFG,IVFSPEA2,WFG5,24,M2,D11,0.16504548147759793,IVFSPEA2_WFG5_M2_D11_24.mat
WFG,IVFSPEA2,WFG5,25,M2,D11,0.13556601196371387,IVFSPEA2_WFG5_M2_D11_25.mat
WFG,IVFSPEA2,WFG5,26,M2,D11,0.12105664519740272,IVFSPEA2_WFG5_M2_D11_26.mat
WFG,IVFSPEA2,WFG5,27,M2,D11,0.15550563259473724,IVFSPEA2_WFG5_M2_D11_27.mat
WFG,IVFSPEA2,WFG5,28,M2,D11,0.1337338509023957,IVFSPEA2_WFG5_M2_D11_28.mat
WFG,IVFSPEA2,WFG5,29,M2,D11,0.11918575107945512,IVFSPEA2_WFG5_M2_D11_29.mat
WFG,IVFSPEA2,WFG5,30,M2,D11,0.16422097120032922,IVFSPEA2_WFG5_M2_D11_30.mat
WFG,IVFSPEA2,WFG5,31,M2,D11,0.14534876417191356,IVFSPEA2_WFG5_M2_D11_31.mat
WFG,IVFSPEA2,WFG5,32,M2,D11,0.14575024356630822,IVFSPEA2_WFG5_M2_D11_32.mat
WFG,IVFSPEA2,WFG5,33,M2,D11,0.16273240419936777,IVFSPEA2_WFG5_M2_D11_33.mat
WFG,IVFSPEA2,WFG5,34,M2,D11,0.14496053249965538,IVFSPEA2_WFG5_M2_D11_34.mat
WFG,IVFSPEA2,WFG5,35,M2,D11,0.1771442458413518,IVFSPEA2_WFG5_M2_D11_35.mat
WFG,IVFSPEA2,WFG5,36,M2,D11,0.13292623692534727,IVFSPEA2_WFG5_M2_D11_36.mat
WFG,IVFSPEA2,WFG5,37,M2,D11,0.20022356290421617,IVFSPEA2_WFG5_M2_D11_37.mat
WFG,IVFSPEA2,WFG5,38,M2,D11,0.1372909994758858,IVFSPEA2_WFG5_M2_D11_38.mat
WFG,IVFSPEA2,WFG5,39,M2,D11,0.1273689041264922,IVFSPEA2_WFG5_M2_D11_39.mat
WFG,IVFSPEA2,WFG5,40,M2,D11,0.1586773732357667,IVFSPEA2_WFG5_M2_D11_40.mat
WFG,IVFSPEA2,WFG5,41,M2,D11,0.14230743215296976,IVFSPEA2_WFG5_M2_D11_41.mat
WFG,IVFSPEA2,WFG5,42,M2,D11,0.14408811879435238,IVFSPEA2_WFG5_M2_D11_42.mat
WFG,IVFSPEA2,WFG5,43,M2,D11,0.14781259042527115,IVFSPEA2_WFG5_M2_D11_43.mat
WFG,IVFSPEA2,WFG5,44,M2,D11,0.1289263822648579,IVFSPEA2_WFG5_M2_D11_44.mat
WFG,IVFSPEA2,WFG5,45,M2,D11,0.1587096485536707,IVFSPEA2_WFG5_M2_D11_45.mat
WFG,IVFSPEA2,WFG5,46,M2,D11,0.13692380524089393,IVFSPEA2_WFG5_M2_D11_46.mat
WFG,IVFSPEA2,WFG5,47,M2,D11,0.14747312113466277,IVFSPEA2_WFG5_M2_D11_47.mat
WFG,IVFSPEA2,WFG5,48,M2,D11,0.16542037286158245,IVFSPEA2_WFG5_M2_D11_48.mat
WFG,IVFSPEA2,WFG5,49,M2,D11,0.17633933294838644,IVFSPEA2_WFG5_M2_D11_49.mat
WFG,IVFSPEA2,WFG5,50,M2,D11,0.1666216821848026,IVFSPEA2_WFG5_M2_D11_50.mat
WFG,IVFSPEA2,WFG5,51,M2,D11,0.14999415344410064,IVFSPEA2_WFG5_M2_D11_51.mat
WFG,IVFSPEA2,WFG5,52,M2,D11,0.1540799261510671,IVFSPEA2_WFG5_M2_D11_52.mat
WFG,IVFSPEA2,WFG5,53,M2,D11,0.1553490986804164,IVFSPEA2_WFG5_M2_D11_53.mat
WFG,IVFSPEA2,WFG5,54,M2,D11,0.1345287722217271,IVFSPEA2_WFG5_M2_D11_54.mat
WFG,IVFSPEA2,WFG5,55,M2,D11,0.1436985231956044,IVFSPEA2_WFG5_M2_D11_55.mat
WFG,IVFSPEA2,WFG5,56,M2,D11,0.13827408713383818,IVFSPEA2_WFG5_M2_D11_56.mat
WFG,IVFSPEA2,WFG5,57,M2,D11,0.14548856013529202,IVFSPEA2_WFG5_M2_D11_57.mat
WFG,IVFSPEA2,WFG5,58,M2,D11,0.16378714304651093,IVFSPEA2_WFG5_M2_D11_58.mat
WFG,IVFSPEA2,WFG5,59,M2,D11,0.1477619864096307,IVFSPEA2_WFG5_M2_D11_59.mat
WFG,IVFSPEA2,WFG5,60,M2,D11,0.1474942628679785,IVFSPEA2_WFG5_M2_D11_60.mat
WFG,IVFSPEA2,WFG6,1,M2,D11,0.15345582934700616,IVFSPEA2_WFG6_M2_D11_1.mat
WFG,IVFSPEA2,WFG6,2,M2,D11,0.11855694614601464,IVFSPEA2_WFG6_M2_D11_2.mat
WFG,IVFSPEA2,WFG6,3,M2,D11,0.16239476550826576,IVFSPEA2_WFG6_M2_D11_3.mat
WFG,IVFSPEA2,WFG6,4,M2,D11,0.149069194806131,IVFSPEA2_WFG6_M2_D11_4.mat
WFG,IVFSPEA2,WFG6,5,M2,D11,0.13018149668828466,IVFSPEA2_WFG6_M2_D11_5.mat
WFG,IVFSPEA2,WFG6,6,M2,D11,0.13551306695207843,IVFSPEA2_WFG6_M2_D11_6.mat
WFG,IVFSPEA2,WFG6,7,M2,D11,0.16292224871269237,IVFSPEA2_WFG6_M2_D11_7.mat
WFG,IVFSPEA2,WFG6,8,M2,D11,0.12903515374884758,IVFSPEA2_WFG6_M2_D11_8.mat
WFG,IVFSPEA2,WFG6,9,M2,D11,0.15294634321230002,IVFSPEA2_WFG6_M2_D11_9.mat
WFG,IVFSPEA2,WFG6,10,M2,D11,0.14010668354883993,IVFSPEA2_WFG6_M2_D11_10.mat
WFG,IVFSPEA2,WFG6,11,M2,D11,0.13773765463797724,IVFSPEA2_WFG6_M2_D11_11.mat
WFG,IVFSPEA2,WFG6,12,M2,D11,0.12318424629467023,IVFSPEA2_WFG6_M2_D11_12.mat
WFG,IVFSPEA2,WFG6,13,M2,D11,0.15514383407347737,IVFSPEA2_WFG6_M2_D11_13.mat
WFG,IVFSPEA2,WFG6,14,M2,D11,0.11763278611796742,IVFSPEA2_WFG6_M2_D11_14.mat
WFG,IVFSPEA2,WFG6,15,M2,D11,0.1584923159803479,IVFSPEA2_WFG6_M2_D11_15.mat
WFG,IVFSPEA2,WFG6,16,M2,D11,0.1462411603255075,IVFSPEA2_WFG6_M2_D11_16.mat
WFG,IVFSPEA2,WFG6,17,M2,D11,0.15923387940950284,IVFSPEA2_WFG6_M2_D11_17.mat
WFG,IVFSPEA2,WFG6,18,M2,D11,0.15259696136272904,IVFSPEA2_WFG6_M2_D11_18.mat
WFG,IVFSPEA2,WFG6,19,M2,D11,0.15062532614279228,IVFSPEA2_WFG6_M2_D11_19.mat
WFG,IVFSPEA2,WFG6,20,M2,D11,0.15566258499255206,IVFSPEA2_WFG6_M2_D11_20.mat
WFG,IVFSPEA2,WFG6,21,M2,D11,0.13133133299663544,IVFSPEA2_WFG6_M2_D11_21.mat
WFG,IVFSPEA2,WFG6,22,M2,D11,0.11688036703447474,IVFSPEA2_WFG6_M2_D11_22.mat
WFG,IVFSPEA2,WFG6,23,M2,D11,0.1464205210808475,IVFSPEA2_WFG6_M2_D11_23.mat
WFG,IVFSPEA2,WFG6,24,M2,D11,0.1264860806365906,IVFSPEA2_WFG6_M2_D11_24.mat
WFG,IVFSPEA2,WFG6,25,M2,D11,0.11264506361474946,IVFSPEA2_WFG6_M2_D11_25.mat
WFG,IVFSPEA2,WFG6,26,M2,D11,0.12973717045856772,IVFSPEA2_WFG6_M2_D11_26.mat
WFG,IVFSPEA2,WFG6,27,M2,D11,0.14059721215507273,IVFSPEA2_WFG6_M2_D11_27.mat
WFG,IVFSPEA2,WFG6,28,M2,D11,0.14548568299920234,IVFSPEA2_WFG6_M2_D11_28.mat
WFG,IVFSPEA2,WFG6,29,M2,D11,0.14723573117120353,IVFSPEA2_WFG6_M2_D11_29.mat
WFG,IVFSPEA2,WFG6,30,M2,D11,0.11905270272672243,IVFSPEA2_WFG6_M2_D11_30.mat
WFG,IVFSPEA2,WFG6,31,M2,D11,0.1443747604193917,IVFSPEA2_WFG6_M2_D11_31.mat
WFG,IVFSPEA2,WFG6,32,M2,D11,0.1527984001278853,IVFSPEA2_WFG6_M2_D11_32.mat
WFG,IVFSPEA2,WFG6,33,M2,D11,0.1538911287089235,IVFSPEA2_WFG6_M2_D11_33.mat
WFG,IVFSPEA2,WFG6,34,M2,D11,0.12441321674206586,IVFSPEA2_WFG6_M2_D11_34.mat
WFG,IVFSPEA2,WFG6,35,M2,D11,0.1387738558831982,IVFSPEA2_WFG6_M2_D11_35.mat
WFG,IVFSPEA2,WFG6,36,M2,D11,0.16420718839184462,IVFSPEA2_WFG6_M2_D11_36.mat
WFG,IVFSPEA2,WFG6,37,M2,D11,0.16815366588967087,IVFSPEA2_WFG6_M2_D11_37.mat
WFG,IVFSPEA2,WFG6,38,M2,D11,0.16088555762118995,IVFSPEA2_WFG6_M2_D11_38.mat
WFG,IVFSPEA2,WFG6,39,M2,D11,0.16191047323866858,IVFSPEA2_WFG6_M2_D11_39.mat
WFG,IVFSPEA2,WFG6,40,M2,D11,0.14045326629171698,IVFSPEA2_WFG6_M2_D11_40.mat
WFG,IVFSPEA2,WFG6,41,M2,D11,0.1718587308220454,IVFSPEA2_WFG6_M2_D11_41.mat
WFG,IVFSPEA2,WFG6,42,M2,D11,0.13105448942017772,IVFSPEA2_WFG6_M2_D11_42.mat
WFG,IVFSPEA2,WFG6,43,M2,D11,0.18970123519900278,IVFSPEA2_WFG6_M2_D11_43.mat
WFG,IVFSPEA2,WFG6,44,M2,D11,0.147889491432999,IVFSPEA2_WFG6_M2_D11_44.mat
WFG,IVFSPEA2,WFG6,45,M2,D11,0.15753515973781432,IVFSPEA2_WFG6_M2_D11_45.mat
WFG,IVFSPEA2,WFG6,46,M2,D11,0.14754404251810935,IVFSPEA2_WFG6_M2_D11_46.mat
WFG,IVFSPEA2,WFG6,47,M2,D11,0.13477177971876866,IVFSPEA2_WFG6_M2_D11_47.mat
WFG,IVFSPEA2,WFG6,48,M2,D11,0.15304891968451612,IVFSPEA2_WFG6_M2_D11_48.mat
WFG,IVFSPEA2,WFG6,49,M2,D11,0.1545786678098694,IVFSPEA2_WFG6_M2_D11_49.mat
WFG,IVFSPEA2,WFG6,50,M2,D11,0.16133248051104618,IVFSPEA2_WFG6_M2_D11_50.mat
WFG,IVFSPEA2,WFG6,51,M2,D11,0.13878214033080521,IVFSPEA2_WFG6_M2_D11_51.mat
WFG,IVFSPEA2,WFG6,52,M2,D11,0.13054373112503195,IVFSPEA2_WFG6_M2_D11_52.mat
WFG,IVFSPEA2,WFG6,53,M2,D11,0.17700015266959718,IVFSPEA2_WFG6_M2_D11_53.mat
WFG,IVFSPEA2,WFG6,54,M2,D11,0.1448388987148435,IVFSPEA2_WFG6_M2_D11_54.mat
WFG,IVFSPEA2,WFG6,55,M2,D11,0.13732624527259,IVFSPEA2_WFG6_M2_D11_55.mat
WFG,IVFSPEA2,WFG6,56,M2,D11,0.14641196837889955,IVFSPEA2_WFG6_M2_D11_56.mat
WFG,IVFSPEA2,WFG6,57,M2,D11,0.17868984558218,IVFSPEA2_WFG6_M2_D11_57.mat
WFG,IVFSPEA2,WFG6,58,M2,D11,0.13648535566681239,IVFSPEA2_WFG6_M2_D11_58.mat
WFG,IVFSPEA2,WFG6,59,M2,D11,0.1326529730685856,IVFSPEA2_WFG6_M2_D11_59.mat
WFG,IVFSPEA2,WFG6,60,M2,D11,0.13331682949473134,IVFSPEA2_WFG6_M2_D11_60.mat
WFG,IVFSPEA2,WFG7,1,M2,D11,0.16010314975999973,IVFSPEA2_WFG7_M2_D11_1.mat
WFG,IVFSPEA2,WFG7,2,M2,D11,0.1419681805631191,IVFSPEA2_WFG7_M2_D11_2.mat
WFG,IVFSPEA2,WFG7,3,M2,D11,0.14706009424360134,IVFSPEA2_WFG7_M2_D11_3.mat
WFG,IVFSPEA2,WFG7,4,M2,D11,0.1554689235408938,IVFSPEA2_WFG7_M2_D11_4.mat
WFG,IVFSPEA2,WFG7,5,M2,D11,0.1421657887842887,IVFSPEA2_WFG7_M2_D11_5.mat
WFG,IVFSPEA2,WFG7,6,M2,D11,0.15029831295390833,IVFSPEA2_WFG7_M2_D11_6.mat
WFG,IVFSPEA2,WFG7,7,M2,D11,0.10683747831148142,IVFSPEA2_WFG7_M2_D11_7.mat
WFG,IVFSPEA2,WFG7,8,M2,D11,0.13365962367750053,IVFSPEA2_WFG7_M2_D11_8.mat
WFG,IVFSPEA2,WFG7,9,M2,D11,0.13872997456353592,IVFSPEA2_WFG7_M2_D11_9.mat
WFG,IVFSPEA2,WFG7,10,M2,D11,0.13218632924701312,IVFSPEA2_WFG7_M2_D11_10.mat
WFG,IVFSPEA2,WFG7,11,M2,D11,0.12158190403770483,IVFSPEA2_WFG7_M2_D11_11.mat
WFG,IVFSPEA2,WFG7,12,M2,D11,0.12307663206679162,IVFSPEA2_WFG7_M2_D11_12.mat
WFG,IVFSPEA2,WFG7,13,M2,D11,0.11992371511331881,IVFSPEA2_WFG7_M2_D11_13.mat
WFG,IVFSPEA2,WFG7,14,M2,D11,0.12063356958465556,IVFSPEA2_WFG7_M2_D11_14.mat
WFG,IVFSPEA2,WFG7,15,M2,D11,0.08868103794741325,IVFSPEA2_WFG7_M2_D11_15.mat
WFG,IVFSPEA2,WFG7,16,M2,D11,0.1593662522713747,IVFSPEA2_WFG7_M2_D11_16.mat
WFG,IVFSPEA2,WFG7,17,M2,D11,0.1269917768404824,IVFSPEA2_WFG7_M2_D11_17.mat
WFG,IVFSPEA2,WFG7,18,M2,D11,0.16067907039527884,IVFSPEA2_WFG7_M2_D11_18.mat
WFG,IVFSPEA2,WFG7,19,M2,D11,0.17068609295450063,IVFSPEA2_WFG7_M2_D11_19.mat
WFG,IVFSPEA2,WFG7,20,M2,D11,0.12057612789011334,IVFSPEA2_WFG7_M2_D11_20.mat
WFG,IVFSPEA2,WFG7,21,M2,D11,0.14276942159771258,IVFSPEA2_WFG7_M2_D11_21.mat
WFG,IVFSPEA2,WFG7,22,M2,D11,0.13039838382123248,IVFSPEA2_WFG7_M2_D11_22.mat
WFG,IVFSPEA2,WFG7,23,M2,D11,0.11248685221681988,IVFSPEA2_WFG7_M2_D11_23.mat
WFG,IVFSPEA2,WFG7,24,M2,D11,0.17063897859736413,IVFSPEA2_WFG7_M2_D11_24.mat
WFG,IVFSPEA2,WFG7,25,M2,D11,0.13042234735079805,IVFSPEA2_WFG7_M2_D11_25.mat
WFG,IVFSPEA2,WFG7,26,M2,D11,0.14509331820480645,IVFSPEA2_WFG7_M2_D11_26.mat
WFG,IVFSPEA2,WFG7,27,M2,D11,0.12374895748621573,IVFSPEA2_WFG7_M2_D11_27.mat
WFG,IVFSPEA2,WFG7,28,M2,D11,0.11544431551196274,IVFSPEA2_WFG7_M2_D11_28.mat
WFG,IVFSPEA2,WFG7,29,M2,D11,0.16170948196612403,IVFSPEA2_WFG7_M2_D11_29.mat
WFG,IVFSPEA2,WFG7,30,M2,D11,0.12289286086285142,IVFSPEA2_WFG7_M2_D11_30.mat
WFG,IVFSPEA2,WFG7,31,M2,D11,0.15871446295174824,IVFSPEA2_WFG7_M2_D11_31.mat
WFG,IVFSPEA2,WFG7,32,M2,D11,0.1097751794203089,IVFSPEA2_WFG7_M2_D11_32.mat
WFG,IVFSPEA2,WFG7,33,M2,D11,0.13904368207850554,IVFSPEA2_WFG7_M2_D11_33.mat
WFG,IVFSPEA2,WFG7,34,M2,D11,0.14792117598667245,IVFSPEA2_WFG7_M2_D11_34.mat
WFG,IVFSPEA2,WFG7,35,M2,D11,0.12399697781583648,IVFSPEA2_WFG7_M2_D11_35.mat
WFG,IVFSPEA2,WFG7,36,M2,D11,0.1404742493076951,IVFSPEA2_WFG7_M2_D11_36.mat
WFG,IVFSPEA2,WFG7,37,M2,D11,0.1230748127626322,IVFSPEA2_WFG7_M2_D11_37.mat
WFG,IVFSPEA2,WFG7,38,M2,D11,0.12638029929638034,IVFSPEA2_WFG7_M2_D11_38.mat
WFG,IVFSPEA2,WFG7,39,M2,D11,0.14063198712614464,IVFSPEA2_WFG7_M2_D11_39.mat
WFG,IVFSPEA2,WFG7,40,M2,D11,0.11034215107364685,IVFSPEA2_WFG7_M2_D11_40.mat
WFG,IVFSPEA2,WFG7,41,M2,D11,0.13594904637351338,IVFSPEA2_WFG7_M2_D11_41.mat
WFG,IVFSPEA2,WFG7,42,M2,D11,0.125398278960921,IVFSPEA2_WFG7_M2_D11_42.mat
WFG,IVFSPEA2,WFG7,43,M2,D11,0.14676312724770602,IVFSPEA2_WFG7_M2_D11_43.mat
WFG,IVFSPEA2,WFG7,44,M2,D11,0.1432268076698993,IVFSPEA2_WFG7_M2_D11_44.mat
WFG,IVFSPEA2,WFG7,45,M2,D11,0.09689977599716112,IVFSPEA2_WFG7_M2_D11_45.mat
WFG,IVFSPEA2,WFG7,46,M2,D11,0.13762662042232834,IVFSPEA2_WFG7_M2_D11_46.mat
WFG,IVFSPEA2,WFG7,47,M2,D11,0.11149962162970531,IVFSPEA2_WFG7_M2_D11_47.mat
WFG,IVFSPEA2,WFG7,48,M2,D11,0.11015831151839563,IVFSPEA2_WFG7_M2_D11_48.mat
WFG,IVFSPEA2,WFG7,49,M2,D11,0.1368739873987004,IVFSPEA2_WFG7_M2_D11_49.mat
WFG,IVFSPEA2,WFG7,50,M2,D11,0.10737799506709027,IVFSPEA2_WFG7_M2_D11_50.mat
WFG,IVFSPEA2,WFG7,51,M2,D11,0.16049983374925908,IVFSPEA2_WFG7_M2_D11_51.mat
WFG,IVFSPEA2,WFG7,52,M2,D11,0.15155709502036377,IVFSPEA2_WFG7_M2_D11_52.mat
WFG,IVFSPEA2,WFG7,53,M2,D11,0.1613708171700785,IVFSPEA2_WFG7_M2_D11_53.mat
WFG,IVFSPEA2,WFG7,54,M2,D11,0.13036148384475252,IVFSPEA2_WFG7_M2_D11_54.mat
WFG,IVFSPEA2,WFG7,55,M2,D11,0.11544980980246629,IVFSPEA2_WFG7_M2_D11_55.mat
WFG,IVFSPEA2,WFG7,56,M2,D11,0.1541109743535144,IVFSPEA2_WFG7_M2_D11_56.mat
WFG,IVFSPEA2,WFG7,57,M2,D11,0.13566770871516778,IVFSPEA2_WFG7_M2_D11_57.mat
WFG,IVFSPEA2,WFG7,58,M2,D11,0.16840764552072005,IVFSPEA2_WFG7_M2_D11_58.mat
WFG,IVFSPEA2,WFG7,59,M2,D11,0.14321403504403088,IVFSPEA2_WFG7_M2_D11_59.mat
WFG,IVFSPEA2,WFG7,60,M2,D11,0.09705918455003719,IVFSPEA2_WFG7_M2_D11_60.mat
WFG,IVFSPEA2,WFG8,1,M2,D11,0.15810430016033641,IVFSPEA2_WFG8_M2_D11_1.mat
WFG,IVFSPEA2,WFG8,2,M2,D11,0.17153637000410094,IVFSPEA2_WFG8_M2_D11_2.mat
WFG,IVFSPEA2,WFG8,3,M2,D11,0.14681357623929428,IVFSPEA2_WFG8_M2_D11_3.mat
WFG,IVFSPEA2,WFG8,4,M2,D11,0.18206882595287807,IVFSPEA2_WFG8_M2_D11_4.mat
WFG,IVFSPEA2,WFG8,5,M2,D11,0.24896721026405247,IVFSPEA2_WFG8_M2_D11_5.mat
WFG,IVFSPEA2,WFG8,6,M2,D11,0.16350121852334057,IVFSPEA2_WFG8_M2_D11_6.mat
WFG,IVFSPEA2,WFG8,7,M2,D11,0.17939196393458065,IVFSPEA2_WFG8_M2_D11_7.mat
WFG,IVFSPEA2,WFG8,8,M2,D11,0.28366849955286566,IVFSPEA2_WFG8_M2_D11_8.mat
WFG,IVFSPEA2,WFG8,9,M2,D11,0.22379553361340745,IVFSPEA2_WFG8_M2_D11_9.mat
WFG,IVFSPEA2,WFG8,10,M2,D11,0.2003398595407078,IVFSPEA2_WFG8_M2_D11_10.mat
WFG,IVFSPEA2,WFG8,11,M2,D11,0.1608035992351521,IVFSPEA2_WFG8_M2_D11_11.mat
WFG,IVFSPEA2,WFG8,12,M2,D11,0.303695540670703,IVFSPEA2_WFG8_M2_D11_12.mat
WFG,IVFSPEA2,WFG8,13,M2,D11,0.17940465435983113,IVFSPEA2_WFG8_M2_D11_13.mat
WFG,IVFSPEA2,WFG8,14,M2,D11,0.16682777116315264,IVFSPEA2_WFG8_M2_D11_14.mat
WFG,IVFSPEA2,WFG8,15,M2,D11,0.17769022929718717,IVFSPEA2_WFG8_M2_D11_15.mat
WFG,IVFSPEA2,WFG8,16,M2,D11,0.21055336917775294,IVFSPEA2_WFG8_M2_D11_16.mat
WFG,IVFSPEA2,WFG8,17,M2,D11,0.1465726457935363,IVFSPEA2_WFG8_M2_D11_17.mat
WFG,IVFSPEA2,WFG8,18,M2,D11,0.17847391320741116,IVFSPEA2_WFG8_M2_D11_18.mat
WFG,IVFSPEA2,WFG8,19,M2,D11,0.17582382989898257,IVFSPEA2_WFG8_M2_D11_19.mat
WFG,IVFSPEA2,WFG8,20,M2,D11,0.1572594851295915,IVFSPEA2_WFG8_M2_D11_20.mat
WFG,IVFSPEA2,WFG8,21,M2,D11,0.2056732276337075,IVFSPEA2_WFG8_M2_D11_21.mat
WFG,IVFSPEA2,WFG8,22,M2,D11,0.26298285454712356,IVFSPEA2_WFG8_M2_D11_22.mat
WFG,IVFSPEA2,WFG8,23,M2,D11,0.15532146012987236,IVFSPEA2_WFG8_M2_D11_23.mat
WFG,IVFSPEA2,WFG8,24,M2,D11,0.17441531536797622,IVFSPEA2_WFG8_M2_D11_24.mat
WFG,IVFSPEA2,WFG8,25,M2,D11,0.19855909078728673,IVFSPEA2_WFG8_M2_D11_25.mat
WFG,IVFSPEA2,WFG8,26,M2,D11,0.16699175910925265,IVFSPEA2_WFG8_M2_D11_26.mat
WFG,IVFSPEA2,WFG8,27,M2,D11,0.25505236504170453,IVFSPEA2_WFG8_M2_D11_27.mat
WFG,IVFSPEA2,WFG8,28,M2,D11,0.17749420280511982,IVFSPEA2_WFG8_M2_D11_28.mat
WFG,IVFSPEA2,WFG8,29,M2,D11,0.28100629495035984,IVFSPEA2_WFG8_M2_D11_29.mat
WFG,IVFSPEA2,WFG8,30,M2,D11,0.15197174024204999,IVFSPEA2_WFG8_M2_D11_30.mat
WFG,IVFSPEA2,WFG8,31,M2,D11,0.1763859340617257,IVFSPEA2_WFG8_M2_D11_31.mat
WFG,IVFSPEA2,WFG8,32,M2,D11,0.15439392862198242,IVFSPEA2_WFG8_M2_D11_32.mat
WFG,IVFSPEA2,WFG8,33,M2,D11,0.19255660402634095,IVFSPEA2_WFG8_M2_D11_33.mat
WFG,IVFSPEA2,WFG8,34,M2,D11,0.19568595611040682,IVFSPEA2_WFG8_M2_D11_34.mat
WFG,IVFSPEA2,WFG8,35,M2,D11,0.2779472868103318,IVFSPEA2_WFG8_M2_D11_35.mat
WFG,IVFSPEA2,WFG8,36,M2,D11,0.15422090793792365,IVFSPEA2_WFG8_M2_D11_36.mat
