case_id,problem,m,d,family,early_frac,label_binary,n_runs,ivf_turnover_early,spea2_turnover_early,label_binary_eval
wfg5_m3,WFG5,3,12,WFG,0.1,HELPS,30,0.2687373737373738,0.287979797979798,HELPS
wfg5_m3,WFG5,3,12,WFG,0.15,HELPS,30,0.25281879194630874,0.27526845637583897,HELPS
wfg5_m3,WFG5,3,12,WFG,0.2,HELPS,30,0.24685929648241212,0.2700753768844222,HELPS
wfg5_m3,WFG5,3,12,WFG,0.25,HELPS,30,0.2434136546184739,0.26654618473895586,HELPS
wfg5_m3,WFG5,3,12,WFG,0.3,HELPS,30,0.24168896321070235,0.26426421404682277,HELPS
wfg6_m3,WFG6,3,12,WFG,0.05,NOT_HELPS,30,0.2843877551020408,0.2860204081632653,NOT_HELPS
wfg6_m3,WFG6,3,12,WFG,0.1,NOT_HELPS,30,0.2401010101010101,0.2454040404040404,NOT_HELPS
wfg6_m3,WFG6,3,12,WFG,0.15,NOT_HELPS,30,0.2232214765100671,0.2299664429530201,NOT_HELPS
wfg6_m3,WFG6,3,12,WFG,0.2,NOT_HELPS,30,0.21525125628140704,0.221105527638191,NOT_HELPS
wfg6_m3,WFG6,3,12,WFG,0.25,NOT_HELPS,30,0.20967871485943773,0.2173895582329317,NOT_HELPS
wfg6_m3,WFG6,3,12,WFG,0.3,NOT_HELPS,30,0.20548494983277588,0.2147826086956522,NOT_HELPS
wfg7_m3,WFG7,3,12,WFG,0.05,HELPS,30,0.296734693877551,0.31,HELPS
wfg7_m3,WFG7,3,12,WFG,0.1,HELPS,30,0.2668686868686869,0.28500000000000003,HELPS
wfg7_m3,WFG7,3,12,WFG,0.15,HELPS,30,0.2542281879194631,0.27493288590604026,HELPS
wfg7_m3,WFG7,3,12,WFG,0.2,HELPS,30,0.2471859296482412,0.27017587939698495,HELPS
wfg7_m3,WFG7,3,12,WFG,0.25,HELPS,30,0.2426305220883534,0.2666465863453816,HELPS
wfg7_m3,WFG7,3,12,WFG,0.3,HELPS,30,0.23989966555183947,0.26438127090301006,HELPS
wfg8_m3,WFG8,3,12,WFG,0.05,HELPS,30,0.2609183673469388,0.28224489795918367,HELPS
wfg8_m3,WFG8,3,12,WFG,0.1,HELPS,30,0.21489898989898987,0.2398989898989899,HELPS
wfg8_m3,WFG8,3,12,WFG,0.15,HELPS,30,0.19157718120805367,0.2189261744966443,HELPS
wfg8_m3,WFG8,3,12,WFG,0.2,HELPS,30,0.17821608040201004,0.20718592964824117,HELPS
wfg8_m3,WFG8,3,12,WFG,0.25,HELPS,30,0.17052208835341365,0.20012048192771084,HELPS
wfg8_m3,WFG8,3,12,WFG,0.3,HELPS,30,0.1638628762541806,0.19391304347826083,HELPS
wfg9_m3,WFG9,3,12,WFG,0.05,HELPS,30,0.2624489795918367,0.2811224489795918,HELPS
wfg9_m3,WFG9,3,12,WFG,0.1,HELPS,30,0.23424242424242425,0.26262626262626265,HELPS
wfg9_m3,WFG9,3,12,WFG,0.15,HELPS,30,0.2247986577181208,0.25791946308724834,HELPS
wfg9_m3,WFG9,3,12,WFG,0.2,HELPS,30,0.2185175879396985,0.25407035175879394,HELPS
wfg9_m3,WFG9,3,12,WFG,0.25,HELPS,30,0.2151606425702811,0.25297188755020084,HELPS
wfg9_m3,WFG9,3,12,WFG,0.3,HELPS,30,0.2120066889632107,0.2518060200668896,HELPS
maf1_m3,MaF1,3,12,MaF,0.05,HELPS,30,0.3304081632653061,0.346734693877551,HELPS
maf1_m3,MaF1,3,12,MaF,0.1,HELPS,30,0.28030303030303033,0.3018181818181819,HELPS
maf1_m3,MaF1,3,12,MaF,0.15,HELPS,30,0.26093959731543626,0.28560402684563757,HELPS
maf1_m3,MaF1,3,12,MaF,0.2,HELPS,30,0.251356783919598,0.27680904522613065,HELPS
maf1_m3,MaF1,3,12,MaF,0.25,HELPS,30,0.24520080321285143,0.27120481927710843,HELPS
maf1_m3,MaF1,3,12,MaF,0.3,HELPS,30,0.24073578595317727,0.26744147157190634,HELPS
maf2_m3,MaF2,3,12,MaF,0.05,HELPS,30,0.2846938775510204,0.308469387755102,HELPS
maf2_m3,MaF2,3,12,MaF,0.1,HELPS,30,0.27075757575757575,0.2965151515151515,HELPS
maf2_m3,MaF2,3,12,MaF,0.15,HELPS,30,0.26536912751677855,0.2926174496644295,HELPS
maf2_m3,MaF2,3,12,MaF,0.2,HELPS,30,0.2635427135678392,0.28964824120603017,HELPS
maf2_m3,MaF2,3,12,MaF,0.25,HELPS,30,0.2616666666666667,0.2890963855421687,HELPS
maf2_m3,MaF2,3,12,MaF,0.3,HELPS,30,0.2606521739130435,0.2882775919732442,HELPS
maf3_m3,MaF3,3,12,MaF,0.05,HELPS,30,0.4094897959183673,0.3310204081632653,HELPS
maf3_m3,MaF3,3,12,MaF,0.1,HELPS,30,0.3537878787878789,0.30252525252525253,HELPS
maf3_m3,MaF3,3,12,MaF,0.15,HELPS,30,0.322751677852349,0.28134228187919463,HELPS
maf3_m3,MaF3,3,12,MaF,0.2,HELPS,30,0.29974874371859295,0.26520100502512567,HELPS
maf3_m3,MaF3,3,12,MaF,0.25,HELPS,30,0.2847590361445783,0.253293172690763,HELPS
maf3_m3,MaF3,3,12,MaF,0.3,HELPS,30,0.26795986622073575,0.24006688963210704,HELPS
maf4_m3,MaF4,3,12,MaF,0.05,HELPS,30,0.35255102040816333,0.30397959183673473,HELPS
maf4_m3,MaF4,3,12,MaF,0.1,HELPS,30,0.29045454545454547,0.26616161616161615,HELPS
maf4_m3,MaF4,3,12,MaF,0.15,HELPS,30,0.26724832214765104,0.24419463087248322,HELPS
maf4_m3,MaF4,3,12,MaF,0.2,HELPS,30,0.25120603015075377,0.23409547738693468,HELPS
maf4_m3,MaF4,3,12,MaF,0.25,HELPS,30,0.2427309236947791,0.22377510040160642,HELPS
maf4_m3,MaF4,3,12,MaF,0.3,HELPS,30,0.2318896321070234,0.2125083612040134,HELPS
maf5_m3,MaF5,3,12,MaF,0.05,NOT_HELPS,30,0.3513265306122449,0.3594897959183674,NOT_HELPS
maf5_m3,MaF5,3,12,MaF,0.1,NOT_HELPS,30,0.2825252525252525,0.3015656565656566,NOT_HELPS
maf5_m3,MaF5,3,12,MaF,0.15,NOT_HELPS,30,0.25714765100671144,0.2828859060402685,NOT_HELPS
maf5_m3,MaF5,3,12,MaF,0.2,NOT_HELPS,30,0.24537688442211059,0.27266331658291465,NOT_HELPS
maf5_m3,MaF5,3,12,MaF,0.25,NOT_HELPS,30,0.23821285140562248,0.26576305220883534,NOT_HELPS
maf5_m3,MaF5,3,12,MaF,0.3,NOT_HELPS,30,0.23299331103678933,0.2613545150501672,NOT_HELPS
maf6_m3,MaF6,3,12,MaF,0.05,HELPS,30,0.4791836734693877,0.45173469387755105,HELPS
maf6_m3,MaF6,3,12,MaF,0.1,HELPS,30,0.33202020202020205,0.32272727272727275,HELPS
maf6_m3,MaF6,3,12,MaF,0.15,HELPS,30,0.271510067114094,0.26372483221476506,HELPS
maf6_m3,MaF6,3,12,MaF,0.2,HELPS,30,0.24095477386934674,0.23409547738693468,HELPS
maf6_m3,MaF6,3,12,MaF,0.25,HELPS,30,0.22265060240963858,0.21586345381526104,HELPS
maf6_m3,MaF6,3,12,MaF,0.3,HELPS,30,0.20994983277591975,0.20264214046822743,HELPS
maf7_m3,MaF7,3,22,MaF,0.05,HELPS,30,0.466734693877551,0.45693877551020406,HELPS
maf7_m3,MaF7,3,22,MaF,0.1,HELPS,30,0.3802525252525253,0.37656565656565655,HELPS
maf7_m3,MaF7,3,22,MaF,0.15,HELPS,30,0.3366778523489933,0.33986577181208055,HELPS
maf7_m3,MaF7,3,22,MaF,0.2,HELPS,30,0.31027638190954776,0.3170100502512563,HELPS
maf7_m3,MaF7,3,22,MaF,0.25,HELPS,30,0.293433734939759,0.30301204819277106,HELPS
maf7_m3,MaF7,3,22,MaF,0.3,HELPS,30,0.2820903010033444,0.29336120401337795,HELPS
rwmop9_m2,RWMOP9,2,4,Other,0.05,,30,0.2160204081632653,0.23959183673469386,
rwmop9_m2,RWMOP9,2,4,Other,0.1,,30,0.16954545454545455,0.19484848484848483,
rwmop9_m2,RWMOP9,2,4,Other,0.15,,30,0.15221476510067114,0.17906040268456375,
rwmop9_m2,RWMOP9,2,4,Other,0.2,,30,0.1424371859296482,0.17115577889447237,
rwmop9_m2,RWMOP9,2,4,Other,0.25,,30,0.1370883534136546,0.16586345381526102,
rwmop9_m2,RWMOP9,2,4,Other,0.3,,30,0.13317725752508364,0.16255852842809365,
